LGA_CODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,0,3,6,0,0,7,915,221,133,127,1395,2096,760,837,5088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,6,4,0,0,11,6,5,3,29,6,4,0,0,11,6,5,103,129,3,0,0,0,4,7,5,4,21,2108,715,354,229,3401,3445,1331,1266,9438,353,218,83,11,665,290,101,98,1152,252,98,46,7,401,489,137,130,1158,619,235,119,37,1009,675,326,214,2226,864,336,163,43,1413,1169,458,344,3380,136,39,23,14,210,344,85,111,752,201,65,34,19,314,408,161,171,1052,692,155,100,86,1034,1275,591,458,3357,0,0,0,0,3,0,0,3,5,1032,262,154,115,1561,2026,833,738,5168,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,113,121,18,11,4,0,33,23,18,7,75,18,11,4,0,33,26,17,121,197,14,9,3,0,27,45,12,23,104,2276,830,410,176
LGA40120,0,0,3,7,0,0,12,17,10,9,0,36,57,0,3,100,3,0,0,0,5,8,0,6,20,0,0,0,0,0,9,0,0,4,4,4,3,0,12,8,0,3,22,7,4,6,0,13,19,0,11,41,0,0,0,0,0,6,0,3,15,4294,5417,1085,74,10873,2508,230,299,13909,4306,5192,1108,82,10683,2306,206,493,13692,56,15,21,0,98,152,4,18,279,14,8,11,0,26,22,0,0,43,72,23,33,0,130,175,4,19,328,13,3,3,0,21,69,4,0,99,3,0,0,0,3,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,3,0,24,86,4,0,115,3,7,0,0,9,14,0,17,32,0,0,0,0,3,0,0,0,3,3,6,3,0,16,0,0,3,20,11,9,4,0,21,13,0,15,58,33,20,0,0,46,50,3,3,106,4434,5248,1148,84
LGA40220,0,0,0,3,0,0,0,23,7,13,0,46,128,4,12,188,20,6,0,0,21,48,4,28,106,3,5,0,0,13,9,0,0,17,10,7,0,3,18,6,3,3,26,26,18,4,4,51,61,11,29,146,0,0,0,0,3,7,0,0,5,3608,2296,848,69,6815,2481,210,337,9843,3669,2379,876,54,6981,2453,200,548,10186,34,11,14,4,56,142,0,11,212,30,10,3,0,36,20,5,10,74,66,17,12,4,100,159,8,24,289,15,4,12,0,33,128,0,22,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,12,0,37,128,0,22,188,17,5,0,0,22,70,0,32,120,0,0,0,0,3,0,0,3,5,5,3,0,0,10,11,0,3,26,21,4,7,3,36,76,3,33,157,11,12,0,0,22,13,0,5,40,3787,2417,911,60
LGA40250,0,0,0,0,0,0,0,7,0,0,0,8,33,0,9,55,0,0,0,0,3,3,0,7,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,16,0,0,0,0,0,0,0,3,3,84,186,88,17,370,141,8,57,587,88,169,76,25,357,90,9,82,536,6,3,0,0,7,22,0,26,57,0,0,0,0,0,0,0,0,0,6,3,0,0,7,22,0,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,12,0,0,0,0,0,0,0,6,6,96,171,76,24
LGA40310,0,0,0,4,0,0,4,46,7,28,0,85,183,7,20,295,16,3,0,0,18,22,0,25,72,0,0,0,0,3,0,0,0,3,4,5,3,0,16,7,0,0,15,28,10,0,0,34,26,0,29,93,6,0,0,0,3,0,0,0,8,2834,2758,673,46,6303,2037,168,292,8799,2761,2699,726,49,6234,1797,144,357,8536,126,15,40,3,184,289,11,27,517,3,3,6,0,10,3,0,3,9,127,18,48,3,194,292,9,25,526,6,4,5,0,17,104,0,16,141,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,0,23,107,0,16,146,19,0,0,0,20,28,0,40,90,3,4,0,0,6,7,0,3,12,3,5,3,0,10,3,0,3,15,23,4,3,0,33,38,0,49,124,10,13,7,0,21,18,0,11,52,2927,2739,787,50
LGA40430,0,0,0,0,0,0,0,10,0,0,0,11,30,0,0,47,3,0,0,0,3,0,0,24,28,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,0,6,8,0,0,0,8,3,0,24,37,0,0,0,0,0,0,0,0,0,392,208,70,3,678,329,21,68,1095,367,204,68,4,647,304,19,66,1038,13,0,0,0,13,21,3,0,34,0,0,0,0,0,0,0,0,0,13,0,0,0,13,21,3,0,34,0,0,0,0,3,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,16,5,0,0,0,5,9,0,23,31,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,14,10,0,0,0,8,9,0,27,43,5,3,0,0,8,0,0,0,12,395,212,68,4
LGA40520,0,0,0,0,0,0,0,44,6,17,3,71,212,5,22,305,11,0,0,0,12,27,0,53,95,0,0,0,0,0,3,0,5,5,3,0,0,0,3,0,0,0,7,18,0,0,0,16,30,0,60,109,3,0,0,0,3,0,0,0,6,1262,1060,516,37,2877,1207,82,253,4416,1169,968,441,34,2605,925,86,219,3838,28,13,46,3,93,188,12,41,335,0,0,0,0,0,0,0,0,0,28,13,48,3,94,188,12,41,336,31,4,11,0,49,151,3,32,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,11,0,49,151,3,32,240,11,0,0,0,11,16,0,38,69,0,0,0,0,0,0,0,35,36,0,0,0,0,5,0,0,0,3,12,0,0,0,14,18,0,77,113,6,10,0,0,19,13,0,9,34,1251,990,504,34
LGA40700,0,0,0,4,0,0,9,574,211,199,43,1025,1785,144,184,3135,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,12,3,0,0,0,3,5,0,0,17,0,0,0,0,0,3,0,5,8,4570,5059,1346,199,11180,4886,531,575,17168,3236,4811,885,96,9029,1976,264,327,11594,614,374,236,25,1250,1324,92,101,2763,291,250,103,10,657,362,46,75,1136,906,628,342,39,1915,1685,133,178,3905,271,184,122,15,589,793,71,78,1531,12,5,8,0,25,87,7,14,135,43,18,8,0,68,91,5,21,184,0,0,0,0,0,0,0,0,0,327,205,136,20,686,972,80,110,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,3,3,10,4,0,0,0,5,4,3,3,15,5,12,0,0,16,11,3,3,34,4473,5656,1367,153
LGA40910,0,0,5,3,5,0,10,339,198,125,26,691,1084,62,80,1918,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,4,0,0,0,3,3,0,0,7,0,0,0,0,0,5,0,3,7,4998,5988,1963,261,13206,4953,552,447,19153,3933,5226,1552,175,10881,2979,405,356,14625,607,644,301,44,1596,1212,82,121,3012,144,201,53,8,402,96,21,18,535,749,838,360,50,1994,1310,105,136,3549,263,224,136,17,640,831,76,66,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,264,223,136,17,638,835,76,70,1620,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,3,3,0,11,3,0,0,13,5,17,6,0,34,13,0,3,53,4960,6303,2049,243
LGA41010,0,0,0,0,0,0,0,7,6,0,0,16,60,3,5,81,7,0,0,0,7,21,0,111,136,0,0,0,0,0,0,0,3,3,3,4,0,0,3,0,0,0,9,8,3,0,0,13,24,0,113,146,0,0,0,0,3,0,0,9,13,402,345,127,17,884,351,33,177,1457,361,321,141,10,835,278,23,109,1245,4,0,0,0,3,9,0,3,15,0,0,0,0,0,0,0,0,0,4,0,0,0,3,15,0,3,16,10,0,0,0,9,40,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,40,0,3,58,8,0,0,0,7,8,0,104,121,0,0,0,0,0,20,0,290,305,0,3,0,0,3,0,0,0,3,8,3,0,0,9,25,0,395,428,3,0,0,0,3,4,0,4,11,385,329,138,10
LGA41060,4,0,15,23,5,3,45,911,417,395,82,1808,2924,316,305,5358,14,0,0,0,14,7,0,76,102,0,0,0,0,0,3,0,3,4,10,10,5,0,26,25,4,4,62,28,10,3,0,37,33,4,84,165,0,5,4,0,11,5,0,0,10,10868,11586,4791,580,27820,12890,1741,1479,43940,7657,9584,3247,380,20864,6238,935,920,28963,1629,1137,865,119,3749,3527,328,354,7962,1215,1097,454,89,2858,1122,330,235,4548,2840,2238,1316,217,6604,4652,655,592,12510,532,316,278,58,1185,1803,169,247,3407,83,39,33,13,164,270,36,58,522,138,50,32,12,233,226,47,46,551,3,4,0,0,13,14,0,0,28,749,412,347,82,1591,2320,247,355,4511,7,0,0,0,10,7,0,44,67,0,0,0,0,3,3,0,0,13,16,15,9,3,39,20,10,12,82,24,19,13,3,54,31,10,56,156,40,44,16,3,104,42,4,13,164,11315,12296,4934,678
LGA41140,0,0,0,0,0,0,0,11,0,0,0,15,66,0,9,86,0,0,0,0,0,3,0,39,44,0,0,0,0,4,0,0,0,4,10,4,3,0,19,3,0,3,27,13,3,3,0,22,6,0,41,73,0,0,0,0,0,3,0,3,3,1204,924,255,20,2397,914,85,132,3532,1208,851,280,14,2348,882,61,208,3497,24,4,3,0,32,85,0,14,133,0,0,0,0,0,0,0,0,3,27,4,3,0,36,88,0,14,136,7,0,0,0,9,21,0,7,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,21,0,7,38,3,0,0,0,3,10,4,43,62,3,0,0,0,3,0,0,3,8,6,3,0,0,15,6,0,3,23,16,8,0,0,19,17,4,52,96,8,5,3,0,18,18,0,3,39,1261,865,287,10
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,12,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,6,0,3,0,0,7,7,0,12,19,0,0,0,0,0,0,0,0,0,232,197,38,3,470,214,21,22,730,218,174,40,4,439,210,14,76,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,93,95,0,0,0,0,0,3,0,5,13,3,0,0,0,3,3,0,0,5,10,0,0,0,9,14,0,97,114,0,0,0,0,0,3,0,5,11,227,177,42,4
LGA41330,0,0,0,0,0,0,0,4,3,0,0,6,4,0,0,10,0,0,0,0,0,8,0,26,38,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,29,44,3,0,0,0,3,0,0,6,9,172,125,42,11,357,340,15,130,841,154,110,59,12,328,313,14,143,796,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,44,7,3,3,0,16,13,0,38,66,163,116,60,12
LGA41560,0,0,0,3,0,0,3,9,3,6,0,20,72,0,27,124,8,3,0,0,14,19,0,64,91,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,15,3,0,0,17,20,0,64,99,0,0,0,0,0,0,0,0,3,1926,1159,535,43,3651,1572,125,226,5579,1944,1152,527,55,3673,1448,129,364,5608,60,0,19,0,77,193,5,20,297,7,0,0,0,7,3,0,3,18,66,3,22,0,88,195,9,26,316,43,0,5,0,50,83,0,11,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,5,0,50,83,0,11,146,4,0,0,0,12,23,0,72,100,0,0,0,0,3,0,0,3,6,0,0,0,0,4,3,0,3,5,6,3,4,0,16,24,0,72,114,9,3,6,0,15,7,0,6,26,2063,1163,556,58
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,12,3,0,0,0,3,9,0,41,56,3,0,0,0,3,0,0,0,3,7,3,0,0,8,0,0,0,8,10,3,0,0,11,11,0,40,64,0,0,0,0,0,0,0,0,0,133,125,23,0,279,135,12,74,496,133,102,15,3,261,109,4,26,400,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,7,0,43,56,0,0,0,0,0,0,0,3,0,5,3,0,0,14,0,0,0,14,9,3,0,0,16,13,3,42,76,3,0,0,0,3,3,0,0,11,149,105,17,3
LGA41830,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,21,0,0,0,0,0,9,0,54,65,0,0,0,0,0,0,0,8,6,3,0,0,0,4,0,0,0,4,9,3,0,0,6,15,0,60,82,3,0,0,0,3,0,0,4,14,242,153,74,4,472,203,9,107,791,224,132,52,0,411,221,9,39,678,4,3,3,0,12,15,0,0,29,0,0,0,0,0,0,0,0,0,4,3,3,0,12,15,0,0,29,0,0,0,0,0,10,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,15,3,0,0,0,3,0,0,46,46,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,49,55,0,0,0,0,0,3,0,4,8,231,135,56,0
LGA41960,0,0,0,0,0,0,0,3,0,0,0,3,18,0,0,24,0,0,0,0,0,5,0,12,26,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,20,34,0,0,0,0,0,0,0,0,0,177,120,27,3,322,124,7,69,530,175,116,27,0,317,109,7,54,496,5,0,0,0,12,14,0,0,31,0,0,0,0,0,0,0,0,3,5,0,0,0,12,18,0,5,31,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,7,0,70,78,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,3,0,0,0,3,9,0,70,80,0,0,0,0,0,0,0,0,3,191,119,27,0
LGA42030,0,0,0,0,0,0,0,50,17,29,3,104,136,5,13,257,11,3,0,0,13,42,0,25,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,15,42,0,25,77,0,0,3,0,3,7,0,0,5,2313,2219,1088,65,5686,2298,195,291,8468,2211,2275,1042,55,5582,1742,164,309,7796,217,86,177,20,492,739,37,76,1345,9,10,16,3,34,27,5,12,79,227,89,191,22,531,762,46,90,1426,12,3,8,0,24,97,10,15,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,8,0,24,97,10,15,134,11,4,3,0,17,37,0,44,98,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,4,11,4,3,0,17,40,0,44,106,5,4,0,0,15,7,0,3,32,2459,2379,1245,74
LGA42110,0,0,0,0,0,0,0,7,0,0,0,7,12,0,0,16,4,0,0,0,3,3,0,16,26,0,0,0,0,0,0,0,0,0,8,4,3,0,10,0,0,3,12,5,4,3,0,14,3,0,17,39,0,0,0,0,0,0,0,0,3,546,411,159,11,1128,518,34,86,1773,521,377,119,12,1032,492,38,116,1673,9,0,0,0,15,28,0,6,51,0,0,0,0,0,0,0,0,0,9,0,0,0,15,28,0,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,29,38,0,0,0,0,0,3,0,3,8,3,0,0,0,3,5,0,0,10,7,3,0,0,7,11,0,32,53,3,3,3,0,8,6,0,0,25,544,387,121,12
LGA42250,0,0,0,0,0,0,0,0,0,4,0,4,16,0,0,19,3,0,0,0,0,12,0,12,23,3,3,0,0,7,5,0,3,11,0,0,0,0,0,0,0,0,3,8,5,0,0,8,12,0,19,40,3,0,0,0,3,0,0,0,3,924,1033,179,20,2160,510,47,105,2822,930,963,175,12,2089,532,45,141,2802,0,0,0,0,3,7,0,3,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,16,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,8,0,0,0,4,6,0,9,23,0,0,0,0,3,3,0,0,3,0,0,0,0,0,3,0,0,3,5,0,0,0,9,11,0,9,34,3,6,0,0,10,6,0,0,17,945,973,175,18
LGA42600,0,0,3,14,0,4,16,899,232,216,48,1400,2404,269,400,4474,7,0,3,0,9,20,0,10,32,0,0,0,0,0,0,0,0,0,3,0,0,0,7,19,3,0,31,6,0,3,0,13,36,5,9,61,0,0,0,0,3,3,0,0,7,4113,3337,1168,153,8773,5396,671,740,15580,2393,2800,709,91,5991,1621,235,268,8114,797,280,283,34,1390,1625,134,182,3333,351,207,91,14,666,297,51,84,1095,1147,489,374,48,2057,1926,183,265,4422,239,77,83,18,418,917,68,142,1536,160,38,37,12,243,338,49,54,685,239,64,26,7,341,361,26,118,847,0,4,0,0,4,0,0,0,3,640,176,149,43,1007,1612,139,323,3077,4,0,0,0,4,6,0,23,28,0,0,0,0,0,0,0,5,5,3,4,0,0,9,15,4,7,43,10,4,0,0,15,26,4,40,76,23,10,8,0,35,25,4,4,76,4207,3478,1238,182
LGA42750,0,0,0,0,0,0,0,13,0,4,0,18,45,0,5,74,3,3,0,0,6,0,0,20,27,3,0,0,0,3,3,0,3,11,0,0,0,0,0,5,0,0,3,4,5,0,0,10,9,0,17,41,0,0,0,0,0,0,0,0,0,632,419,119,8,1177,562,46,162,1944,601,394,123,5,1135,535,43,208,1923,3,0,0,0,9,21,0,9,42,0,0,0,0,0,0,0,0,0,3,0,0,0,9,21,0,9,42,0,0,0,0,7,19,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,0,24,0,0,0,0,3,3,0,15,21,3,0,0,0,3,0,0,0,4,3,0,0,0,4,0,0,3,7,9,0,0,0,11,9,0,17,30,11,0,0,0,16,5,0,11,37,626,400,132,5
