LGA_CODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
LGA44210,18,4,4,3,31,34,11,0,0,41,30,11,4,0,47,13,11,0,0,24,6,3,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,9,0,7,28,9,3,0,0,12,199,88,20,13,325
LGA44340,97,59,13,3,174,122,59,15,0,196,287,133,25,9,455,188,116,20,3,326,108,71,20,0,194,42,25,5,3,81,27,34,4,3,71,16,12,9,0,37,133,91,30,7,253,16,3,3,0,23,1233,717,180,37,2169
LGA44550,79,54,14,12,164,68,52,13,6,137,155,84,30,11,271,88,48,20,3,154,38,28,4,0,68,13,7,3,0,21,9,11,4,0,21,4,4,0,0,11,78,59,24,10,170,11,7,5,0,21,696,444,144,53,1344
LGA44620,81,49,31,10,172,109,50,21,4,179,127,67,22,11,225,50,28,11,0,90,27,11,3,0,38,5,4,3,0,18,4,8,5,0,13,0,0,0,0,0,47,25,16,4,88,17,10,4,3,34,710,386,157,49,1303
LGA44830,7,0,0,0,9,8,0,0,3,11,9,0,0,0,9,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,44,10,7,3,65
LGA45040,55,49,14,8,130,70,30,13,3,117,109,49,16,9,185,48,24,10,3,79,13,6,4,3,25,3,4,0,3,9,0,6,0,0,8,3,0,0,0,8,34,31,5,7,73,20,4,3,5,34,544,303,105,52,1002
LGA45090,17,7,6,0,26,13,10,0,3,27,27,7,8,3,45,10,6,0,0,17,4,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,10,5,0,27,4,0,0,0,4,132,65,33,12,242
LGA45120,6,7,4,0,18,7,0,0,0,8,21,10,3,0,29,11,0,0,0,14,3,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,9,7,0,0,16,3,0,0,0,3,76,33,16,6,136
LGA45290,82,31,8,0,120,99,36,8,4,148,182,77,12,4,275,88,37,6,3,134,63,27,7,0,96,26,8,3,0,36,28,20,0,0,51,23,15,4,0,44,56,53,18,4,131,15,3,0,0,16,830,385,73,19,1307
LGA45340,524,365,148,48,1078,586,306,96,50,1046,978,487,148,44,1658,475,258,75,14,822,219,117,37,8,382,62,46,6,0,120,40,34,10,3,85,17,13,6,0,34,364,273,101,40,782,94,44,20,12,176,4672,2709,873,298,8554
LGA45400,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,3,21
LGA45540,3,8,0,0,16,7,3,0,4,16,14,3,3,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,3,51,32,13,6,102
LGA45680,388,246,144,63,843,409,170,97,60,736,525,263,103,51,944,218,115,42,23,400,81,57,14,10,164,24,25,9,4,69,16,19,4,3,39,10,8,3,3,16,182,117,81,58,436,77,50,21,20,165,3075,1711,750,416,5951
LGA45890,398,164,75,29,668,477,154,65,20,721,802,335,96,33,1261,376,194,37,19,627,185,118,23,9,323,63,46,13,5,122,33,31,12,4,75,14,7,7,0,31,228,166,82,38,510,91,28,9,10,130,3596,1705,571,222,6098
LGA46090,32,25,22,10,95,34,20,9,0,67,72,29,12,7,118,32,13,4,7,56,11,3,3,0,20,6,4,0,0,11,6,4,0,0,12,0,0,0,0,3,24,28,3,3,58,32,12,3,5,48,366,207,100,48,718
LGA46300,44,24,3,8,80,41,20,5,3,68,64,25,16,3,109,27,20,6,0,56,11,4,3,0,17,0,0,0,0,3,3,0,0,0,3,3,0,0,0,4,23,16,5,4,46,15,5,3,3,28,347,185,62,31,622
LGA46450,68,25,26,12,125,66,26,7,10,110,72,35,12,11,130,43,31,4,0,76,11,4,3,0,17,4,4,0,0,11,0,0,3,0,3,4,0,0,0,9,35,20,6,9,70,12,6,0,0,20,486,250,101,58,894
LGA46510,35,16,0,0,55,51,12,3,0,65,91,32,10,3,132,55,19,7,0,80,34,18,5,0,57,8,8,4,0,27,7,7,3,0,16,4,5,3,0,9,30,29,5,4,73,3,0,0,0,3,381,180,51,15,619
LGA46670,32,14,6,6,52,32,16,3,4,59,44,22,3,0,72,18,8,0,0,25,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,11,6,3,34,4,4,0,0,11,222,106,35,23,395
LGA46860,0,0,0,0,4,6,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,6,0,3,24
LGA46970,0,0,0,0,3,3,3,0,3,9,0,4,3,0,10,5,0,0,0,10,12,6,0,0,18,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5,7,0,0,0,6,0,0,4,0,6,45,24,12,3,90
LGA47140,455,251,142,53,905,494,238,86,49,860,870,417,142,55,1483,399,225,60,21,711,205,113,34,9,370,58,43,19,9,126,30,32,7,3,77,12,11,0,0,25,245,213,97,49,609,95,38,15,10,159,4094,2303,835,368,7593
LGA47290,0,0,0,0,3,3,0,0,0,5,4,0,0,0,9,5,4,0,0,7,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,31,14,7,3,56
LGA47490,3,3,0,0,4,0,0,0,0,0,6,0,0,0,10,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,32,8,3,0,52
LGA47630,13,6,3,0,27,11,10,4,0,27,18,3,0,0,22,12,6,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,10,0,0,0,0,0,94,44,13,4,159
LGA47700,235,162,46,11,454,300,138,41,17,503,555,301,71,14,941,301,184,51,8,544,173,103,30,5,305,53,51,9,3,123,26,35,13,4,78,16,7,0,0,30,180,148,45,11,387,43,19,5,0,63,2353,1430,386,102,4269
LGA47800,16,7,8,0,24,10,7,5,0,24,18,12,3,3,38,13,3,0,0,14,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,18,3,0,0,0,4,109,68,20,12,207
LGA47910,3,7,0,0,11,4,3,0,0,5,5,0,0,0,9,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,0,0,0,0,3,38,19,3,3,67
LGA47980,80,22,3,0,108,68,24,3,0,94,164,61,22,3,247,94,61,9,3,168,67,39,9,0,122,30,19,3,0,51,26,26,3,0,55,22,8,7,0,42,54,36,9,6,107,10,3,0,0,14,750,354,86,15,1210
LGA48050,41,41,9,3,99,42,16,6,4,68,57,24,7,3,94,19,8,3,0,29,8,3,0,0,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,11,9,0,43,8,4,0,0,13,286,159,55,17,526
LGA48130,18,15,13,0,44,22,12,0,0,30,28,11,6,0,42,9,4,3,0,18,8,0,5,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,9,4,0,19,4,5,0,0,9,160,65,37,13,275
LGA48260,6,4,0,0,14,12,3,0,0,21,22,16,0,0,34,13,7,4,3,32,16,8,3,0,26,8,6,0,0,9,6,8,0,0,12,5,0,5,0,10,11,4,0,0,21,0,0,0,0,0,139,64,11,3,217
LGA48340,30,15,13,6,57,35,13,10,3,58,49,13,7,6,71,23,13,0,0,36,10,4,0,0,18,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,10,18,5,0,32,7,0,0,0,7,239,109,53,18,420
LGA48410,144,46,17,5,208,155,67,10,9,237,330,109,38,11,484,196,70,19,5,285,97,52,16,0,165,44,21,4,0,67,20,17,4,5,44,10,3,4,0,18,102,68,20,8,198,18,6,0,0,23,1409,583,145,51,2185
LGA48540,66,48,14,13,142,66,38,9,12,129,98,46,17,7,165,49,26,6,3,78,27,8,3,5,44,12,7,0,0,20,6,3,3,0,15,4,0,0,0,3,42,24,9,5,84,32,11,4,5,48,666,332,124,74,1194
LGA48640,5,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,4,25
LGA48750,9,5,0,4,14,13,8,0,0,21,18,3,4,4,29,8,4,3,0,13,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,4,0,0,17,3,0,0,0,6,90,47,22,8,166
LGA48830,20,4,8,0,30,20,5,3,3,33,30,14,4,0,55,13,9,0,0,20,3,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,24,8,6,4,50,3,0,0,0,6,168,89,25,17,298
LGA49399,6,0,0,0,11,11,0,0,3,11,10,4,0,0,17,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,12,9,7,0,0,16,68,21,4,6,100
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,106,46,25,10,184,83,39,22,9,152,183,65,28,18,294,82,36,12,7,138,42,27,7,0,70,12,8,3,0,21,7,7,0,0,17,4,8,3,3,18,51,45,18,7,119,16,12,3,0,28,766,430,164,65,1426
LGA50210,185,102,53,32,360,196,111,34,18,361,429,197,48,23,698,233,115,27,15,391,127,66,10,3,215,56,21,12,4,96,38,26,7,0,65,17,7,4,3,28,160,111,45,20,330,41,20,6,5,78,2079,1108,355,157,3698
LGA50250,0,3,0,0,4,4,3,0,0,6,6,6,3,0,12,6,6,0,0,16,11,4,4,0,24,8,0,0,0,9,7,0,0,3,9,0,0,0,0,5,5,3,3,0,7,4,3,0,0,3,76,32,18,7,136
LGA50280,29,17,5,3,58,22,24,10,5,58,52,39,6,0,105,29,11,3,0,40,16,9,0,0,26,3,0,0,0,5,0,3,0,0,7,3,0,0,0,5,20,19,7,0,44,0,3,0,0,6,272,181,53,11,521
LGA50350,41,16,6,3,68,44,16,7,0,65,81,25,11,6,122,50,20,8,7,87,29,16,3,3,51,17,3,9,0,30,11,14,0,0,23,5,3,0,0,12,26,26,8,5,67,4,3,0,0,10,413,211,59,28,711
LGA50420,134,50,28,8,220,143,61,20,6,237,351,130,32,12,514,176,77,19,0,272,124,45,10,3,188,63,24,3,3,90,43,24,8,0,74,23,16,11,0,45,130,68,29,5,232,26,11,4,0,42,1551,687,196,47,2484
LGA50490,90,34,16,7,141,118,32,14,9,172,208,65,20,3,294,116,51,4,0,172,74,26,3,3,111,29,16,0,3,45,20,18,8,0,41,9,7,3,0,24,60,44,10,10,123,17,7,4,3,37,963,416,128,50,1557
LGA50560,0,3,0,0,3,3,0,3,0,3,5,0,3,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,10,0,0,0,0,0,23,14,8,6,45
LGA50630,4,3,0,0,3,6,0,0,0,11,5,3,3,0,10,10,4,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,42,16,9,3,65
LGA50770,0,0,0,0,0,5,0,0,0,8,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,20,13,6,5,46
LGA50840,12,5,3,0,15,10,11,0,0,20,15,4,0,0,22,8,4,0,0,11,9,0,0,0,12,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,9,0,0,15,0,0,0,0,0,76,44,21,0,143
LGA50910,3,0,0,3,6,0,0,0,3,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,5,3,30
LGA50980,44,17,16,4,76,35,19,3,9,66,60,24,11,11,110,36,25,0,5,68,20,17,3,3,37,12,3,0,0,21,3,0,0,0,6,5,3,0,0,12,34,19,18,14,81,14,11,12,3,40,365,199,96,61,719
LGA51080,0,0,0,0,3,3,0,0,0,4,3,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,25,6,9,4,42
LGA51120,0,0,0,0,0,3,0,0,0,6,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,3,0,25
LGA51190,114,64,22,5,208,108,33,9,7,158,189,85,8,8,296,68,47,10,4,130,46,19,8,0,73,17,13,0,0,35,12,5,3,0,22,8,0,0,0,12,67,51,23,11,149,17,10,0,3,30,934,470,125,69,1603
LGA51260,68,57,16,3,144,90,41,7,8,149,136,88,39,13,274,68,29,15,0,111,32,23,4,3,59,5,4,5,0,20,5,7,3,4,24,4,0,0,0,3,70,42,21,4,127,12,3,3,0,20,692,437,149,52,1335
LGA51310,16,12,7,0,36,31,12,3,0,47,43,35,11,0,96,45,29,3,0,86,39,28,8,0,77,14,5,4,0,22,14,29,14,0,58,17,22,7,0,50,36,31,13,5,85,0,0,0,0,4,324,242,84,9,649
LGA51330,154,70,27,12,258,158,68,20,13,256,396,176,45,15,634,230,104,22,12,373,153,80,24,0,251,68,28,8,3,110,57,45,11,4,116,24,13,7,4,48,126,88,42,10,267,16,11,6,0,27,1761,883,288,103,3038
LGA51400,34,22,17,3,75,31,27,12,5,78,62,46,11,3,120,48,20,13,3,83,17,11,8,0,38,7,3,0,0,15,9,3,0,0,13,3,4,0,0,5,33,17,5,3,54,8,6,0,0,12,334,243,85,27,693
LGA51470,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,9,0,0,10
LGA51540,11,4,5,0,22,9,7,3,0,19,20,3,0,4,27,12,6,0,0,22,3,7,0,0,8,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,7,3,6,8,24,11,3,3,0,19,122,53,21,18,215
LGA51610,0,0,0,0,8,0,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,13,10,0,0,28
LGA51680,11,3,0,0,13,4,4,0,0,14,7,3,0,0,11,4,0,3,0,6,7,6,0,0,12,0,3,0,0,6,3,0,0,0,8,0,0,0,0,0,5,3,0,3,11,0,0,0,0,0,66,32,11,5,113
LGA51750,13,4,0,0,18,13,12,0,0,19,27,13,5,0,47,29,10,6,0,39,26,13,0,0,33,8,0,0,0,12,16,10,8,0,24,7,4,3,0,19,17,17,5,0,45,3,0,0,0,4,193,96,30,6,320
LGA51820,218,105,37,10,366,248,118,39,15,421,454,225,68,25,779,282,155,35,6,478,204,114,31,9,356,75,48,12,3,138,41,39,12,0,93,26,18,6,3,53,188,136,48,13,391,43,18,6,5,77,2294,1274,406,125,4105
LGA51890,23,20,6,7,55,26,10,3,6,42,25,18,4,3,48,11,11,5,0,26,9,4,5,0,16,6,0,0,0,12,5,0,0,0,6,0,0,0,0,0,8,6,3,3,22,3,0,0,0,6,195,108,43,29,376
LGA51960,8,3,5,0,20,10,3,3,0,13,11,4,3,3,21,7,3,0,0,6,12,0,0,0,14,3,0,0,0,3,3,7,0,0,11,4,0,0,0,4,6,4,0,0,6,0,0,0,0,5,80,38,19,8,147
LGA52030,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,19,4,0,3,27
LGA52100,0,3,0,0,3,3,0,0,0,3,9,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,23,5,0,5,34
LGA52170,5,0,3,0,12,10,5,0,0,11,19,10,9,0,32,9,10,3,0,19,13,0,0,0,20,3,3,0,0,6,6,9,0,0,18,8,4,3,0,15,20,9,4,0,36,0,0,0,0,0,119,59,27,3,211
LGA52240,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,3,0,0,20
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,11
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5
LGA52450,7,0,4,0,8,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,17,12,4,3,36
LGA52520,0,0,3,3,5,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,15,7,3,3,26
LGA52590,10,0,0,0,14,3,0,3,0,9,13,0,0,0,12,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,16,3,0,0,0,3,60,21,3,3,91
LGA52660,36,16,11,6,65,26,24,3,3,55,50,26,8,9,89,32,10,3,0,44,25,6,7,0,38,0,4,0,0,6,5,7,0,0,16,3,0,0,0,3,18,21,12,3,52,3,4,0,0,5,280,179,60,22,542
LGA52730,10,14,3,0,22,14,9,0,0,26,25,3,3,0,29,5,6,3,0,9,3,0,0,0,6,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,9,4,6,0,25,0,0,0,0,3,113,62,22,6,206
LGA52800,27,9,8,5,48,9,13,0,0,26,16,14,5,5,42,20,6,3,0,25,9,4,0,0,13,3,3,0,0,5,9,0,0,0,7,0,0,0,0,0,14,8,9,22,54,10,6,4,0,18,209,106,62,51,432
LGA52870,19,9,3,4,32,8,9,0,0,18,10,7,3,3,23,8,0,0,0,8,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,5,0,12,3,0,0,0,5,98,41,17,8,166
LGA52940,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,3,18
LGA53010,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,0,0,13
LGA53080,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,4,24,10,0,0,34
LGA53150,12,6,0,0,23,8,5,0,0,19,13,8,4,0,25,21,8,4,0,36,17,4,6,0,30,3,0,0,0,7,4,9,0,0,12,5,0,3,0,10,11,9,3,0,23,3,0,0,0,3,135,69,19,0,231
LGA53220,5,3,0,0,13,3,6,3,0,10,11,5,4,0,17,12,4,3,3,18,6,3,3,0,13,3,0,0,0,3,4,0,0,0,6,7,0,0,0,7,4,0,4,6,13,3,4,3,0,15,86,39,25,16,164
LGA53290,26,19,4,7,59,23,14,4,4,46,65,14,6,11,95,25,10,4,4,40,10,9,3,0,25,5,0,0,0,10,6,6,0,0,13,3,3,0,0,9,17,17,3,0,35,15,3,3,4,19,263,143,46,26,479
LGA53360,6,0,0,0,8,0,0,0,0,0,6,5,0,0,13,0,6,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,3,0,0,0,6,39,24,6,3,69
LGA53430,57,28,4,0,98,74,16,10,6,100,162,40,10,3,213,84,30,7,0,123,67,24,4,3,96,22,6,4,0,37,23,14,0,0,33,19,3,3,0,24,91,44,19,3,155,12,3,0,0,14,778,306,73,27,1180
LGA53570,4,4,3,0,16,10,3,0,0,18,12,8,3,4,25,11,0,0,0,7,4,0,0,0,5,3,0,0,0,3,0,3,0,0,3,3,0,0,0,3,7,5,4,3,16,4,0,0,0,4,84,38,21,8,146
LGA53640,0,3,0,0,9,0,0,0,0,3,3,0,0,0,3,4,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,8,3,3,35
LGA53710,0,0,0,0,3,0,4,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,3,30
LGA53780,235,141,71,30,477,289,132,52,27,505,548,266,91,45,948,323,134,34,22,514,212,110,29,12,363,74,43,19,9,153,54,51,14,9,127,17,17,11,0,40,165,138,46,43,385,54,24,5,4,88,2647,1460,550,259,4917
LGA53800,95,47,33,13,183,89,37,19,19,161,175,91,31,16,311,94,54,13,9,175,54,34,11,4,111,16,9,0,0,29,20,8,0,0,29,10,3,0,0,13,76,51,27,25,179,26,18,8,6,58,924,520,218,124,1783
LGA53920,7,5,3,4,14,5,3,0,5,14,10,10,3,3,20,5,5,0,0,6,3,0,3,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,7,7,24,8,0,0,0,7,82,39,40,25,187
LGA53990,46,33,17,13,120,54,21,16,6,92,77,50,14,3,147,52,26,7,9,91,29,17,4,3,54,6,8,0,0,13,3,4,0,0,9,9,0,3,0,11,38,26,12,7,81,8,5,0,0,16,453,291,110,49,906
LGA54060,5,0,3,0,9,5,3,0,0,14,10,3,3,0,17,5,3,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,9,0,0,0,0,0,58,36,8,3,107
LGA54130,0,0,0,0,4,0,0,0,0,6,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,3,0,0,3,16,7,4,0,25
LGA54170,235,130,39,25,427,308,135,38,12,494,574,329,78,23,1005,413,211,56,8,695,292,192,50,8,541,134,94,15,0,249,83,77,27,6,195,56,42,13,4,117,239,197,69,14,514,41,30,7,4,79,2894,1762,493,133,5284
LGA54200,85,53,16,10,166,98,70,13,19,199,278,141,41,18,479,153,81,28,3,269,113,63,16,8,190,69,27,10,3,106,25,42,7,0,74,14,20,8,0,36,99,80,34,11,222,20,8,4,0,38,1184,732,228,96,2237
LGA54280,44,22,15,3,88,59,23,9,6,95,100,40,22,5,161,63,36,14,5,108,55,26,5,0,92,23,10,0,0,37,19,13,0,0,33,8,8,0,0,14,34,32,15,8,87,14,9,5,0,31,540,286,114,59,1001
LGA54310,20,10,3,8,38,15,11,3,3,31,32,18,7,9,62,36,18,7,4,61,37,11,7,3,54,15,3,0,0,14,24,11,3,4,43,8,7,0,0,16,19,14,10,6,46,9,5,0,0,21,282,148,56,43,532
LGA54340,8,12,3,3,29,3,0,3,0,5,13,6,0,3,22,4,0,0,0,6,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,11,3,9,3,20,0,8,0,0,9,72,39,22,15,147
LGA54410,4,3,3,3,12,0,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,24,13,9,3,49
LGA54480,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8
LGA54550,0,5,0,0,9,0,5,0,0,5,7,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,31,16,10,0,57
LGA54620,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,3,23
LGA54690,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14
LGA54760,0,3,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,13
LGA54830,100,55,40,6,204,112,50,23,15,203,201,85,30,11,332,91,60,15,3,164,66,42,12,3,123,24,9,4,7,42,14,7,4,0,21,6,8,0,0,15,61,47,20,12,147,14,8,3,3,30,971,571,226,91,1855
LGA54900,0,6,0,0,5,0,4,0,3,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,15,8,0,4,25
