LGA_CODE_2016,C16_Chr_Chi_nfd_0_14,C16_Chr_Chi_nfd_15_24,C16_Chr_Chi_nfd_25_34,C16_Chr_Chi_nfd_35_44,C16_Chr_Chi_nfd_45_54,C16_Chr_Chi_nfd_55_64,C16_Chr_Chi_nfd_65_74,C16_Chr_Chi_nfd_75_84,C16_Chr_Chi_nfd_85ov,C16_Chr_Chi_nfd_Tot,C16_Chr_Oth_Chi_0_14,C16_Chr_Oth_Chi_15_24,C16_Chr_Oth_Chi_25_34,C16_Chr_Oth_Chi_35_44,C16_Chr_Oth_Chi_45_54,C16_Chr_Oth_Chi_55_64,C16_Chr_Oth_Chi_65_74,C16_Chr_Oth_Chi_75_84,C16_Chr_Oth_Chi_85ov,C16_Chr_Oth_Chi_Tot,C16_Christ_Tot_0_14,C16_Christ_Tot_15_24,C16_Christ_Tot_25_34,C16_Christ_Tot_35_44,C16_Christ_Tot_45_54,C16_Christ_Tot_55_64,C16_Christ_Tot_65_74,C16_Christ_Tot_75_84,C16_Christ_Tot_85ov,C16_Christ_T_T,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85oe,C16_OR_AusAborTrade_Tot,C16_OR_Sikhism_0_14,C16_OR_Sikhism_15_24,C16_OR_Sikhism_25_34,C16_OR_Sikhism_35_44,C16_OR_Sikhism_45_54,C16_OR_Sikhism_55_64,C16_OR_Sikhism_65_74,C16_OR_Sikhism_75_84,C16_OR_Sikhism_85oe,C16_OR_Sikhism_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_O_R_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_Oth_Rel_Tot_0_14,C16_Oth_Rel_Tot_15_24,C16_Oth_Rel_Tot_25_34,C16_Oth_Rel_Tot_35_44,C16_Oth_Rel_Tot_45_54,C16_Oth_Rel_Tot_55_64,C16_Oth_Rel_Tot_65_74,C16_Oth_Rel_Tot_75_84,C16_Oth_Rel_Tot_85ov,C16_Other_Rel_T_T,C16_SBOSB_No_RA_0_14,C16_SBOSB_No_RA_15_24,C16_SBOSB_No_RA_25_34,C16_SBOSB_No_RA_35_44,C16_SBOSB_No_RA_45_54,C16_SBOSB_No_RA_55_64,C16_SBOSB_No_RA_65_74,C16_SBOSB_No_RA_75_84,C16_SBOSB_No_RA_85ov,C16_SBOSB_No_RA_Tot,C16_Oth_rel_affi_0_14,C16_Rel_aff_ns_15_24,C16_Rel_aff_ns_25_34,C16_Rel_aff_ns_35_44,C16_Rel_aff_ns_45_54,C16_Rel_aff_ns_55_64,C16_Rel_aff_ns_65_74,C16_Rel_aff_ns_75_84,C16_Rel_aff_ns_85ov,C16_Rel_aff_ns_Tot,C16_Tot_0_14_yrs,C16_Tot_15_24_yrs,C16_Tot_25_34_yrs,C16_Tot_35_44_yrs,C16_Tot_45_54_yrs,C16_Tot_55_64_yrs,C16_Tot_65_74_yrs,C16_Tot_75_84_yrs,C16_Tot_85o,C16_T_T
LGA24410,955,544,589,652,582,491,318,140,69,4335,60,38,33,41,47,51,46,53,50,420,9599,6142,5656,6958,8160,7250,6288,3884,1821,55765,353,106,381,321,124,82,31,7,3,1410,139,69,179,128,63,50,17,13,0,668,26,3,12,14,7,13,16,3,0,94,4,0,3,0,0,0,0,0,0,12,120,74,223,98,31,20,7,4,4,577,48,52,102,88,91,63,41,19,4,509,172,127,324,186,114,87,51,21,4,1096,8621,5697,7122,6347,5220,3911,2315,918,459,40617,1429,975,1186,1181,1140,1043,788,517,343,8603,20604,13301,15284,15617,15158,12710,9647,5414,2647,110376
LGA24600,182,847,779,317,163,133,85,39,9,2556,0,15,17,8,3,10,5,3,0,62,2147,7061,9294,4364,3317,3011,2277,1193,622,33285,628,792,3136,723,108,66,35,8,0,5499,1124,1524,1429,609,314,151,91,39,11,5288,24,64,101,45,32,49,83,62,22,473,0,0,4,0,0,0,0,0,0,5,22,50,144,28,8,6,0,0,0,261,20,110,186,70,41,28,11,7,3,475,43,159,334,95,46,38,11,6,0,744,3243,21683,20525,6554,3855,2843,1756,513,190,61163,1265,5277,6449,2674,1620,1247,865,385,360,20139,8729,40352,44425,16035,9784,7798,5288,2299,1255,135959
LGA24650,1379,698,730,924,641,364,218,66,18,5049,23,8,16,12,19,14,7,0,0,95,18084,9476,9804,12672,10389,8188,5436,2138,692,76880,1077,273,834,963,304,146,71,27,6,3690,1682,751,984,901,588,315,154,37,7,5424,5,9,6,8,9,10,3,3,3,57,4,0,3,0,0,0,0,0,0,3,702,233,881,415,113,123,54,11,3,2539,53,50,72,78,70,45,13,7,3,376,755,281,953,494,185,172,68,19,6,2923,8131,4625,5516,4846,3261,2214,1105,304,97,30095,2873,1655,2319,2136,1581,1142,702,279,68,12755,33340,17502,20955,22853,16888,12486,7681,2847,887,135443
LGA24780,260,146,140,131,141,113,104,48,8,1086,21,7,24,4,11,3,12,6,3,88,4348,2898,2420,2895,3970,4309,3757,2322,1025,27958,56,10,80,55,14,6,4,0,0,220,220,161,145,144,147,65,47,13,3,942,5,0,0,0,5,0,3,0,0,20,14,3,3,3,4,0,0,0,0,22,56,21,73,29,12,9,9,3,0,213,3,15,23,17,12,13,0,0,0,80,72,35,98,46,36,20,9,3,0,323,4565,2808,2889,2324,2159,1872,1008,392,155,18175,902,674,772,593,680,770,646,427,236,5708,10232,6672,6535,6168,7079,7111,5493,3169,1419,53878
LGA24850,171,96,96,113,86,94,47,19,6,737,0,3,0,0,3,3,0,3,0,9,4079,2589,2299,2668,3418,3124,2425,1174,410,22182,57,9,53,48,12,5,3,0,0,186,127,46,58,67,46,11,6,4,0,366,0,0,3,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,46,9,77,22,3,8,8,0,0,172,50,17,48,30,18,17,8,0,0,195,93,27,121,57,21,29,15,0,0,366,3249,2115,2084,1765,1680,1291,705,226,72,13192,794,521,538,534,568,573,428,216,102,4282,8473,5365,5230,5178,5789,5056,3608,1633,581,40918
LGA24900,53,40,38,43,56,56,48,23,13,362,0,0,0,3,0,0,0,3,0,6,2689,1662,1367,1672,2363,2807,2865,1823,720,17964,29,5,26,15,6,3,0,0,0,86,84,19,24,39,19,4,0,0,0,183,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,27,12,46,24,3,7,0,0,0,118,0,9,7,4,13,10,4,3,0,51,29,21,58,29,16,14,6,6,0,166,1843,1098,954,862,983,930,615,264,80,7627,439,282,236,264,353,456,464,282,135,2915,5129,3097,2699,2919,3764,4227,3960,2377,935,29112
LGA24970,792,731,745,664,614,447,347,179,57,4577,26,15,12,17,27,14,27,23,10,165,11790,9407,7504,9453,11302,9206,9725,8157,3754,80294,2109,1247,2102,1967,982,650,330,136,47,9575,965,805,1027,687,398,196,116,40,7,4249,123,48,87,108,69,85,106,42,22,678,0,0,8,0,0,0,0,0,0,8,281,289,571,224,87,51,22,9,0,1544,114,120,135,136,105,105,58,25,3,805,396,407,712,363,195,157,77,37,5,2355,9532,13670,11023,7009,6477,5262,2948,1517,579,58021,2332,2521,2346,1885,1777,1518,1167,910,604,15053,28898,30253,27136,23495,23081,18367,15185,11113,5088,182618
LGA25060,296,217,339,310,283,204,155,89,30,1915,10,0,0,8,4,4,0,0,0,38,11188,7205,7073,8755,10072,7833,6704,5102,2193,66132,407,299,1075,413,111,65,44,7,4,2433,985,483,737,526,353,171,106,53,10,3430,9,8,9,17,17,15,7,3,0,83,0,0,0,0,0,0,0,0,0,3,72,58,196,56,12,14,9,3,0,417,17,33,70,62,48,33,16,3,3,288,94,88,267,120,63,43,27,7,6,702,5029,4730,7050,4832,3672,3117,1493,516,242,30688,1562,1159,1918,1527,1244,1115,804,587,434,10349,19555,14326,18685,16665,15917,12788,9385,6384,2967,116671
LGA25150,153,76,58,89,94,79,59,16,3,638,4,3,0,4,7,3,3,4,0,20,3036,1864,1489,1997,2711,2499,2115,916,356,16985,26,6,42,19,13,6,3,0,0,125,21,3,4,18,9,10,0,0,0,55,0,0,0,3,4,0,3,0,0,15,6,0,0,0,0,0,0,0,0,8,21,8,41,18,0,3,0,0,0,93,18,7,12,11,20,16,3,3,0,98,45,16,60,33,22,18,3,3,0,204,2776,1566,1575,1709,1526,1156,728,189,65,11294,515,309,291,414,438,386,357,150,70,2938,6442,3802,3488,4238,4754,4118,3226,1263,491,31818
LGA25250,331,278,463,322,329,234,134,79,30,2212,0,9,12,12,16,6,3,0,0,63,9610,6753,8857,9239,9973,7643,6574,7051,3510,69201,642,802,2322,721,160,91,44,20,3,4801,4757,2419,3827,2351,1257,672,397,147,38,15851,27,17,61,45,24,17,19,4,6,207,3,0,4,0,3,3,0,0,0,13,114,143,397,107,7,17,4,0,0,791,35,73,151,111,67,56,23,7,0,529,150,219,549,220,76,75,31,7,0,1337,8297,7466,15461,10028,5520,3704,1524,546,334,52870,2294,1895,3455,2417,1724,1288,808,632,403,14905,26105,19992,35425,25663,19207,13853,9556,8461,4311,162558
LGA25340,561,337,289,371,456,440,359,168,52,3026,3,8,0,14,26,18,22,14,4,120,10763,6710,4828,7546,10772,11525,13387,8694,3614,77826,49,24,62,44,43,37,27,4,3,289,39,14,28,49,30,23,9,8,3,199,18,10,15,25,19,48,43,15,3,196,0,0,0,0,0,0,0,0,0,4,19,7,24,18,3,3,3,0,0,74,35,43,47,68,75,66,37,12,9,399,52,49,77,89,83,67,44,12,9,478,13703,8016,7146,8442,8222,7114,5286,2154,827,60913,2051,1403,1180,1513,1870,2024,1999,1260,590,13884,26840,16353,13493,17916,21250,21007,20899,12178,5059,154999
LGA25430,72,30,14,41,53,61,50,20,0,347,0,0,3,3,0,4,3,8,0,21,720,491,335,516,1007,1302,1309,832,345,6852,10,0,11,5,3,8,3,0,0,46,4,0,0,3,3,0,3,0,0,14,3,0,0,3,0,6,4,3,0,25,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,17,8,7,8,22,24,24,8,8,0,109,15,7,20,26,24,24,5,8,0,130,1743,914,746,1161,1301,1374,967,327,97,8623,302,230,424,409,429,459,318,159,125,2856,2812,1655,1544,2161,2815,3239,2638,1325,563,18761
LGA25490,81,39,23,38,49,33,41,3,4,312,0,0,0,0,0,3,0,0,0,3,1737,856,699,1059,1456,1563,1287,640,294,9599,0,0,3,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,6,4,8,5,0,0,44,5,4,8,6,7,8,5,0,0,44,1252,645,669,688,662,627,321,116,39,5027,350,188,149,212,235,266,210,106,37,1757,3361,1695,1537,1974,2372,2483,1833,863,373,16495
LGA25620,56,21,23,45,44,45,43,16,4,304,4,0,0,0,0,0,0,0,0,4,820,449,393,641,914,1188,1237,548,237,6430,0,0,11,0,0,3,4,0,0,18,0,0,7,3,0,0,0,0,0,9,0,3,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,4,4,9,19,5,3,0,0,54,4,3,7,12,21,14,3,0,0,60,1106,606,574,733,815,856,577,183,32,5479,234,137,124,193,224,296,257,111,45,1622,2185,1211,1118,1603,1982,2376,2090,854,314,13732
LGA25710,264,182,112,194,208,230,130,39,13,1372,8,3,3,5,12,5,7,8,0,48,5008,3982,2217,3421,5300,4835,3196,1314,479,29747,42,17,34,50,30,30,13,3,0,219,78,20,53,44,26,27,13,8,0,269,9,0,6,14,6,10,5,3,0,57,0,0,0,0,0,0,0,0,0,3,16,5,9,19,0,7,6,0,0,63,13,19,22,30,38,40,21,3,0,183,28,27,28,47,40,45,23,3,0,250,5965,3800,2745,3744,3765,3129,1650,412,136,25348,878,662,484,597,795,701,434,201,84,4838,12058,8560,5639,8026,10069,8881,5391,1946,705,61273
LGA25810,36,13,22,20,21,17,26,11,0,162,0,0,0,3,0,0,3,4,0,9,750,501,427,588,911,1137,1076,637,329,6345,8,4,16,13,0,3,0,0,0,38,0,6,4,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,3,8,11,5,0,0,0,33,3,3,7,8,11,5,0,0,0,42,781,551,490,458,538,475,356,112,25,3794,154,104,113,88,158,199,156,97,48,1122,1709,1172,1073,1171,1635,1834,1595,848,400,11439
LGA25900,142,116,353,242,164,146,95,57,15,1337,3,5,16,7,17,14,6,4,0,72,3839,2407,7115,5906,5294,4082,3262,1859,738,34510,287,155,967,389,82,62,25,3,3,1973,182,131,344,179,105,69,31,19,5,1065,687,308,607,425,273,362,364,248,261,3531,0,0,0,3,3,0,0,0,0,10,14,18,62,23,3,6,0,0,0,131,20,20,94,77,54,40,21,3,0,327,36,40,163,101,56,48,21,3,0,466,5215,4955,12624,8184,5544,3885,2177,626,232,43447,1424,1243,3910,2535,1865,1485,955,420,192,14039,11787,9446,26249,18115,13486,10205,6946,3197,1433,100863
LGA25990,20,8,10,10,8,19,18,6,3,90,3,0,0,3,0,0,3,0,0,17,502,261,214,347,481,745,691,302,118,3653,0,0,0,0,0,3,0,0,0,3,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,8,7,3,0,0,36,6,0,6,8,8,7,3,0,0,36,507,258,227,265,356,340,251,91,24,2316,113,66,110,156,194,225,206,62,39,1173,1138,585,567,786,1045,1331,1159,451,178,7238
LGA26080,6,3,0,8,4,12,14,3,0,46,0,0,0,0,0,0,3,0,0,4,175,90,44,89,174,241,334,256,119,1517,0,0,3,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,96,60,101,115,203,201,69,13,989,29,18,18,12,39,55,76,61,21,326,330,204,126,208,330,497,620,387,149,2853
LGA26170,105,77,49,53,72,97,92,26,8,575,0,0,0,0,0,3,3,0,0,12,1931,1111,914,1293,1973,2442,2488,1371,635,14156,7,3,9,8,7,8,3,0,0,41,5,3,3,4,0,0,8,0,0,16,0,0,5,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,18,15,9,3,20,22,20,10,5,0,98,16,9,9,19,24,19,10,5,0,118,2614,1348,1300,1348,1499,1501,1019,328,95,11052,515,274,272,294,425,534,489,248,83,3143,5122,2761,2527,2999,3956,4537,4037,1954,808,28703
LGA26260,71,38,19,36,45,39,24,6,3,282,0,0,0,3,0,3,0,0,0,9,1446,850,691,940,1407,1631,1476,917,454,9819,9,13,9,3,3,0,0,0,0,37,7,4,5,3,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,6,0,3,4,0,0,0,0,0,13,0,3,4,3,10,0,3,0,3,24,10,4,9,7,10,0,3,0,3,48,1051,724,610,536,568,555,342,109,60,4563,212,131,127,146,183,220,192,112,61,1385,2748,1742,1469,1649,2182,2419,2018,1131,582,15944
LGA26350,137,177,328,214,144,126,105,50,24,1314,3,0,12,8,9,11,10,0,3,52,5908,4662,6941,5527,6100,4757,4311,3146,1524,42872,365,260,1217,375,75,75,45,14,5,2437,163,177,336,177,80,63,46,32,8,1063,553,378,504,407,362,596,648,399,247,4091,0,0,0,0,0,0,0,0,0,0,21,33,86,26,10,3,7,0,0,183,13,41,99,52,34,17,15,8,3,289,36,78,180,76,39,24,28,8,3,467,4454,6774,11780,5524,3879,3083,2107,878,369,38849,1232,1494,3047,1629,1294,1124,853,600,306,11571,12865,14242,24674,14153,12125,9993,8179,5130,2472,103832
LGA26430,30,14,11,15,23,34,21,17,9,172,4,0,0,0,0,3,4,0,0,13,706,395,361,481,745,1087,1061,632,270,5748,3,0,6,7,0,0,0,0,0,17,0,0,8,4,3,0,0,0,0,17,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,4,0,3,10,5,0,3,0,28,6,6,6,4,10,5,0,3,0,33,663,352,354,379,445,538,390,135,49,3297,122,71,74,95,140,208,179,113,58,1069,1509,836,825,979,1356,1847,1653,886,376,10274
LGA26490,97,56,56,57,74,68,59,22,9,508,3,0,0,0,3,0,4,3,0,16,2410,1169,973,1681,2016,2092,1945,1003,429,13731,6,8,13,11,5,8,3,0,0,57,4,4,8,0,10,3,0,3,0,29,4,0,0,5,3,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,14,4,9,6,5,17,19,11,0,0,72,5,6,14,11,18,20,11,0,0,88,3133,1374,1632,2014,1735,1519,894,242,78,12617,464,274,265,347,395,410,325,137,63,2671,6052,2850,2925,4113,4220,4088,3191,1392,566,29397
LGA26610,94,50,50,43,45,45,28,18,11,387,3,0,0,0,0,0,0,0,0,3,1831,1182,988,1133,1573,1737,1410,955,435,11243,13,7,34,23,14,3,3,0,0,102,61,56,62,73,54,17,3,0,0,325,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,43,17,67,25,6,8,5,0,0,170,0,0,4,5,5,0,0,0,0,17,42,17,71,27,13,12,5,0,0,189,1445,846,911,670,602,565,305,133,45,5524,469,320,353,298,380,388,306,183,85,2774,3942,2469,2520,2303,2704,2769,2044,1281,563,20584
LGA26670,27,19,12,11,23,31,23,19,7,167,0,0,0,0,0,0,4,0,0,0,453,271,217,283,545,641,632,334,164,3535,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,13,0,3,5,0,3,0,0,0,0,12,382,204,182,205,244,289,177,48,7,1752,116,65,48,71,82,100,93,45,22,643,965,541,451,572,879,1040,906,433,197,5985
LGA26700,101,58,54,63,71,89,48,27,13,520,3,0,0,0,3,0,0,0,0,6,2596,1486,1226,1719,2434,2572,2344,1415,629,16413,15,6,33,18,6,0,3,0,0,91,15,5,14,13,8,7,0,0,0,58,3,5,0,3,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,3,5,0,12,3,0,0,0,0,0,26,5,8,5,12,10,12,9,0,0,58,7,8,17,15,11,12,11,0,0,84,1996,1123,1093,1172,1044,1067,655,256,115,8519,448,287,234,312,329,410,380,291,266,2951,5106,2941,2649,3291,3858,4094,3412,1960,1008,28310
LGA26730,161,84,83,103,111,82,65,21,4,714,0,0,0,0,0,0,3,0,0,3,3081,2036,1652,1996,2678,2670,2369,1514,722,18714,26,10,18,30,13,3,3,0,0,107,31,7,18,17,11,4,0,0,0,86,8,0,0,0,4,0,0,3,0,20,3,3,0,0,3,0,0,0,0,9,5,0,4,3,0,0,0,0,0,22,8,5,19,12,6,6,4,0,0,59,12,7,21,17,8,6,3,0,0,82,2369,1938,1897,1444,1253,1101,607,225,97,10939,546,448,397,361,477,442,392,251,146,3457,6110,4465,4061,3920,4484,4254,3394,1992,969,33655
LGA26810,166,91,111,75,97,124,77,43,9,796,0,3,0,3,5,8,3,3,0,25,3226,2056,1905,2281,3181,3942,3483,1853,795,22721,29,5,42,31,11,12,7,0,0,133,23,6,11,25,5,9,8,0,0,91,4,0,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,13,3,37,5,0,0,0,0,0,57,10,8,10,24,23,17,7,0,0,119,23,11,49,36,28,23,7,0,0,176,3509,1972,2044,1761,1766,1735,1043,376,122,14324,764,562,756,757,690,724,533,315,110,5214,7629,4655,4858,4937,5734,6490,5096,2546,1033,42983
LGA26890,17,9,13,5,17,9,3,3,0,72,0,0,0,0,0,0,0,0,0,3,342,206,170,226,387,408,370,253,94,2457,3,0,0,3,0,0,0,0,0,6,4,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,12,0,0,3,0,4,3,3,0,0,15,269,140,152,102,152,137,86,24,13,1071,54,15,28,26,51,51,61,27,27,332,674,364,357,356,594,602,519,313,132,3903
LGA26980,898,622,689,752,592,510,335,165,81,4653,19,14,9,12,26,17,20,22,8,147,11578,8035,6176,8783,10490,8660,8423,6891,3577,72624,860,645,1191,833,326,266,148,66,23,4371,457,397,560,356,187,89,55,21,8,2133,34,8,35,37,33,31,38,24,19,252,0,0,0,0,0,0,0,0,0,0,182,160,352,149,49,48,34,12,3,997,62,75,118,110,102,87,58,30,7,648,247,237,474,263,146,136,91,39,9,1646,11247,11042,10920,8470,7399,5738,3272,1635,724,60438,2008,1802,1864,1563,1575,1402,1021,808,526,12571,27245,23465,22853,21633,21261,17334,13608,9724,4959,162078
LGA27070,1697,949,1210,1229,1036,816,599,278,80,7888,18,6,14,13,11,12,11,0,0,84,19683,12299,13503,15084,14979,12822,10188,5913,1876,106338,2031,808,2670,1591,578,337,179,64,17,8271,4637,2312,2706,2204,1438,735,320,129,33,14527,10,10,4,17,10,9,4,0,0,55,3,0,3,3,3,0,0,0,0,16,1411,687,2241,857,244,206,95,24,9,5772,74,74,129,103,84,62,41,13,0,592,1490,765,2372,966,332,269,133,42,7,6378,9820,6138,8490,6166,4356,3074,1464,470,181,40153,3319,1967,2798,2126,1794,1438,990,574,203,15202,42183,25135,33696,29423,24418,19446,13540,7300,2354,197491
LGA27170,239,148,121,127,135,107,96,31,15,1018,3,8,3,0,3,0,3,3,0,30,3991,2605,2281,2628,3240,3134,2520,1365,605,22370,91,38,90,81,34,20,17,3,0,365,38,14,32,24,4,11,0,3,0,131,0,0,0,0,3,0,5,0,0,16,0,3,0,0,0,0,0,0,0,6,36,0,53,19,3,3,0,0,0,123,23,20,23,36,13,4,0,0,0,119,61,24,77,56,19,10,0,0,0,243,3253,2171,2323,1563,1291,1038,511,187,69,12413,626,498,535,440,417,444,318,161,69,3498,8110,5382,5417,4854,5048,4689,3387,1722,745,39351
LGA27260,1933,1004,1165,1214,927,531,245,78,16,7110,60,30,53,32,46,27,8,6,0,264,21979,12565,13221,15343,14604,10919,7104,3285,1076,100084,5437,1024,6168,4454,772,509,227,49,9,18641,6083,1875,3246,2805,1163,458,204,62,8,15900,27,8,22,24,11,4,13,5,3,114,9,0,0,3,0,0,0,0,0,10,1831,733,3109,1119,186,232,126,15,7,7357,180,87,223,199,97,61,23,8,0,878,2019,821,3334,1321,287,289,154,25,6,8249,12947,6993,9946,8323,5728,3650,1663,501,141,49893,4142,2264,3724,2994,2098,1557,956,416,192,18343,53809,26109,40889,36623,25419,17924,10507,4383,1451,217122
LGA27350,135,118,307,179,148,117,96,44,17,1157,3,6,13,4,3,12,3,4,0,56,2871,2372,5828,3854,3533,3013,2281,1569,686,26015,55,63,270,102,33,25,14,8,0,566,635,269,453,308,167,78,64,24,4,2001,47,39,189,68,34,49,54,11,0,485,0,0,3,0,0,0,0,0,0,7,7,0,39,6,3,3,4,0,0,60,17,28,73,59,37,27,10,3,3,266,25,36,113,64,37,25,14,3,3,329,4571,5330,15620,7437,4209,3039,1979,623,168,42975,1147,1274,3378,1702,1252,1014,627,330,145,10860,9670,9761,26525,14030,9837,7727,5298,2718,1075,86657
LGA27450,1237,752,669,752,886,760,488,181,52,5774,66,48,36,46,68,50,22,27,8,367,10970,7643,6170,7725,10481,10577,8819,4403,1746,68537,97,51,127,104,58,45,19,7,3,510,64,30,46,56,49,17,22,12,0,303,16,18,8,30,31,24,23,4,0,165,7,0,0,4,4,0,0,0,0,12,32,29,58,21,28,12,0,0,0,178,66,59,92,113,149,110,61,26,3,678,106,83,155,137,179,118,61,26,3,868,14623,9159,9617,9730,8802,6887,3947,1206,415,64383,2380,1570,1526,1642,1854,1821,1443,683,354,13275,28454,18680,17884,19756,21729,19702,14447,6352,2533,149537
LGA27630,26,8,12,14,24,9,16,3,4,118,0,0,0,0,0,0,0,0,0,0,549,341,266,331,614,742,653,451,236,4172,0,0,3,4,0,0,0,0,0,14,3,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,6,3,9,3,0,0,0,20,3,3,8,3,6,5,0,0,0,27,397,242,227,164,225,239,170,48,25,1737,99,57,65,58,80,100,100,65,74,691,1055,649,569,557,935,1085,929,566,332,6674
LGA29399,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,20,29,24,19,32,24,12,0,181,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,0,4,4,0,0,0,0,0,0,7,73,71,110,58,37,23,19,8,0,403,36,41,71,49,25,24,15,0,0,266,131,145,210,135,88,84,61,19,0,876
LGA29499,31,25,28,18,22,15,7,8,0,149,0,0,0,0,0,0,0,0,0,0,231,235,397,292,293,335,243,77,22,2129,6,16,50,12,3,0,3,0,0,99,73,58,58,33,16,0,3,0,0,247,0,0,0,6,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,3,7,4,0,0,0,0,0,0,19,0,3,5,6,10,3,4,0,0,35,3,12,16,7,10,6,3,0,0,54,267,538,747,386,282,209,139,18,5,2591,155,355,525,526,352,248,92,24,13,2289,747,1254,1848,1295,975,816,482,121,38,7565
LGA29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,3,11,5,0,0,0,29
