LGA_CODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
LGA44000,0,0,0,17,0,17,0,0,0,73,4,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,3,18,0,0,0,102,6,105,0,0
LGA44060,430,2996,2248,24270,623,30559,5,8,8,115,6,144,1576,40,46,76,32,1765,308,28,4,38,9,391,811,264,152,273,33,1536,8100,2571,2059,15591,692,29019,577,12,63,3,11,668,157,20,20,164,9,363,1143,365,233,3455,88,5294,1134,209,65,442,50,1899,174,42,16,31,3,266,602,24,16,11,25,679,1287,383,266,4495,120,6550,1251,394,150,764,63,2617,51,0,3,3,4,67,201,49,15,63,12,335,50,3,6,14,0,74,170,46,21,92,7,340,77,17,12,9,9,126,203,76,58,17,3,348,840,92,44,189,35,1200,181,17,11,30,4,241,1698,505,418,3292,135,6048,335,36,11,33,7,408,286,20,16,3,3,323,155,21,15,53,3,242,80,10,7,4,0,101,34,6,0,0,0,40,177,12,11,0,9,210,277,60,35,205,3,581,3354,450,280,560,113,4756,548,95,64,1019,2605,4324,22880,5358,3883,42342,4237,78703,449,2927
LGA44210,24,212,164,2923,78,3402,0,0,0,10,3,15,7,0,3,6,0,18,7,0,0,0,0,6,89,16,9,36,3,151,631,173,165,1916,60,2951,16,0,0,0,0,21,17,0,4,21,0,39,111,37,31,1227,26,1445,8,3,0,3,0,10,17,3,3,4,0,29,9,0,0,0,3,12,63,37,17,399,9,528,31,12,7,46,3,92,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,7,0,0,3,0,14,0,0,3,0,0,10,11,0,7,0,0,19,21,3,0,16,0,49,6,0,0,0,0,8,102,42,29,397,10,581,7,3,0,0,0,13,8,0,4,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6,18,0,44,66,14,8,55,0,151,15,6,18,154,463,656,1123,361,301,5630,626,8039,29,220
LGA44340,327,2712,1941,19475,490,24945,4,4,0,48,0,59,1227,46,56,63,28,1412,172,30,9,25,3,243,595,200,94,207,18,1111,5610,2315,1673,13164,436,23198,196,9,41,0,7,258,136,36,41,139,3,351,996,354,177,2891,73,4492,1433,227,80,497,27,2263,150,38,15,21,4,225,507,24,11,7,16,568,859,383,271,3472,67,5059,1113,314,111,698,28,2268,92,0,3,8,3,102,265,40,26,68,31,435,17,8,0,3,0,28,103,32,35,53,6,221,24,11,11,6,0,54,147,60,52,17,8,289,413,67,28,141,16,662,144,14,18,27,3,202,1196,456,339,3029,81,5098,134,16,14,24,4,192,169,15,22,3,3,215,94,20,7,17,3,140,118,4,4,8,4,138,20,3,0,0,0,23,56,0,6,9,8,82,190,57,45,189,0,475,2648,366,250,551,81,3892,232,66,43,690,1672,2701,16752,4787,3238,34277,2800,61849,279,2577
LGA44550,130,1104,815,9626,268,11944,0,0,4,36,0,45,61,4,7,22,8,98,25,9,3,8,0,50,355,94,89,134,11,687,2629,1059,784,6224,226,10923,34,0,8,0,5,50,53,15,7,68,0,139,507,203,128,2010,54,2901,50,22,20,54,0,143,33,14,0,20,8,71,29,4,4,5,0,41,329,138,75,1375,38,1954,244,89,29,289,10,663,7,0,0,6,0,7,11,3,0,9,0,25,3,0,0,0,0,3,31,7,3,25,0,69,20,7,8,3,0,36,55,33,19,8,0,112,95,28,17,58,6,203,19,13,3,11,0,57,420,189,140,1436,33,2221,35,10,5,14,3,60,66,3,3,3,0,81,24,3,0,10,0,31,7,0,0,3,0,15,0,0,0,0,0,3,7,3,4,0,0,14,76,16,17,92,3,199,449,123,75,180,17,838,72,36,33,424,924,1494,4848,1927,1370,16829,1466,26435,106,1179
LGA44620,74,706,478,9792,232,11275,0,3,0,48,5,62,51,3,6,45,3,106,51,13,3,8,0,77,319,98,62,139,18,638,1126,599,451,6229,183,8598,60,0,19,3,0,80,13,6,0,50,0,70,241,107,55,1342,45,1787,83,17,5,46,3,153,29,17,0,5,0,55,38,6,3,0,0,49,134,93,66,1627,51,1966,408,103,11,286,17,816,4,0,0,3,0,10,3,0,0,15,0,17,3,0,4,0,0,10,10,13,0,15,0,37,68,22,0,5,3,97,40,25,13,12,3,103,115,29,5,50,10,203,15,0,0,0,0,21,313,136,98,1601,34,2185,27,3,3,5,0,36,35,5,6,3,0,47,31,6,0,11,0,46,10,3,0,0,0,16,3,0,0,0,0,3,14,3,4,0,0,26,31,8,11,50,3,101,319,70,37,163,19,608,72,25,23,635,848,1602,3185,1309,831,17421,1334,24087,70,662
LGA44830,3,65,48,1279,23,1419,0,0,0,6,0,6,0,0,0,4,0,3,5,0,0,0,0,5,31,3,3,0,0,40,135,62,48,735,23,1009,3,0,3,0,0,7,5,0,0,0,0,9,33,20,7,285,0,343,5,0,0,5,0,13,0,0,0,0,0,0,0,0,0,3,0,3,13,10,3,145,3,179,5,4,3,16,0,29,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,4,3,3,0,0,0,10,3,0,0,7,0,13,3,0,0,0,0,3,32,11,11,193,4,246,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,0,22,25,6,7,12,7,58,3,3,0,49,128,189,286,116,91,2177,174,2843,3,54
LGA45040,65,447,323,6587,203,7624,0,0,0,149,3,159,208,0,8,11,14,241,16,3,0,7,0,20,137,31,34,71,3,271,811,446,334,4793,163,6548,58,0,10,5,0,77,10,4,0,38,0,59,142,116,56,2115,48,2480,20,9,0,17,5,49,12,0,0,8,0,27,6,5,0,4,0,19,101,69,36,896,38,1141,251,72,27,171,13,538,3,0,0,0,0,10,31,0,0,4,4,34,0,0,0,0,0,0,5,3,0,10,0,27,57,0,3,0,0,60,23,17,3,13,3,61,44,6,4,27,0,92,9,3,0,6,3,28,178,69,50,868,16,1178,13,6,0,7,0,25,4,0,8,0,0,16,7,0,0,14,0,18,4,0,0,6,0,13,68,12,14,7,0,92,14,0,0,0,0,17,36,12,4,59,0,117,165,70,14,100,9,362,56,22,18,427,852,1377,2249,885,579,12683,1286,17678,62,463
LGA45090,15,224,165,3483,66,3960,0,0,0,8,0,8,23,0,0,3,0,24,0,3,0,0,0,6,58,20,10,20,7,108,331,187,167,2403,73,3172,3,0,0,0,0,10,3,0,0,18,0,23,69,34,28,561,9,694,9,0,0,15,0,26,3,3,0,0,0,4,7,0,0,5,0,14,25,22,10,489,11,563,32,29,3,70,0,135,6,0,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,8,4,0,3,0,16,39,11,0,0,0,52,8,7,10,3,0,29,14,0,0,17,0,37,3,0,0,4,0,9,92,46,38,619,15,811,3,3,4,0,0,9,12,0,0,3,0,16,0,4,0,3,0,8,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,19,3,35,106,22,6,46,16,191,15,5,0,178,214,420,763,386,285,6266,378,8082,21,145
LGA45120,5,96,112,2120,36,2360,0,0,0,4,0,4,0,0,0,4,0,7,6,0,0,0,3,9,22,11,4,13,0,52,214,89,120,1298,30,1747,4,0,3,0,0,7,3,0,0,3,0,7,40,18,12,408,10,478,7,0,0,0,0,11,5,0,0,3,0,12,0,0,0,0,0,0,31,12,13,367,6,429,8,3,3,19,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,3,0,0,9,8,3,0,0,0,10,4,6,0,10,0,24,3,0,0,0,0,3,32,12,19,291,6,372,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,6,0,26,37,17,8,16,0,79,8,0,6,107,154,271,386,161,193,3680,222,4649,4,80
LGA45290,168,1218,811,7644,233,10074,0,0,3,18,0,22,1192,28,14,32,17,1292,138,27,10,37,6,216,230,71,26,74,3,402,2525,1058,765,5672,223,10246,96,0,23,0,0,121,72,15,9,54,3,157,435,179,80,1532,41,2266,834,112,53,269,31,1290,146,27,11,12,0,195,349,22,15,3,3,399,499,236,130,1981,39,2881,3605,443,160,993,112,5317,126,3,0,3,0,138,58,12,8,36,0,113,19,0,3,5,0,30,62,12,6,31,0,112,21,9,3,3,0,37,95,31,19,8,3,154,239,36,16,82,10,383,88,17,4,9,4,123,543,241,166,1464,48,2455,99,11,4,13,6,134,75,8,3,0,0,84,52,7,4,4,0,79,79,7,3,0,3,93,6,3,0,0,0,8,86,7,4,3,3,107,125,29,18,91,3,267,1413,218,119,258,48,2067,224,33,34,322,1621,2237,12154,2522,1527,15219,2314,33729,199,1108
LGA45340,924,6765,5233,48832,1449,63203,3,16,10,252,20,296,516,49,35,124,21,744,355,55,27,51,19,506,1985,528,371,602,76,3567,22451,6221,5092,29758,1472,64991,604,32,94,8,19,765,298,50,31,303,10,701,2499,787,541,6117,212,10154,748,215,80,434,25,1495,334,66,25,55,7,484,450,45,22,30,7,558,2639,777,514,6424,203,10564,1569,601,228,1325,68,3792,66,9,9,12,0,89,286,80,16,70,9,452,31,17,7,20,0,73,262,83,43,129,8,532,239,92,31,48,7,414,452,172,137,33,13,805,1234,129,73,284,26,1750,182,24,16,37,5,271,4122,1159,872,5831,232,12216,447,74,36,57,10,623,299,30,38,10,7,380,250,39,26,81,10,408,89,17,3,15,3,123,33,7,0,5,0,48,65,11,7,5,6,89,752,114,98,409,15,1389,3609,722,443,993,137,5904,729,199,183,2115,4557,7778,41283,11577,8623,80499,7756,149733,951,6881
LGA45400,0,8,21,455,10,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,11,34,5,19,281,0,341,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,54,3,74,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,114,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,9,0,3,53,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,4,0,11,0,0,0,19,23,39,62,15,32,788,36,936,8,9
LGA45540,3,47,42,790,35,923,0,0,0,9,0,11,0,0,0,0,0,5,0,0,0,0,0,0,21,3,7,4,3,35,148,49,37,379,22,622,5,0,0,0,0,5,0,0,3,6,0,11,25,10,7,82,0,123,3,0,0,0,0,5,4,0,0,3,0,3,0,0,0,0,0,0,15,7,7,136,4,170,5,0,3,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,3,0,9,4,0,0,18,0,26,0,0,0,0,0,0,26,6,4,75,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,25,5,0,8,0,43,9,3,0,53,135,198,272,83,63,1286,193,1904,5,41
LGA45680,546,3009,2511,19585,916,26566,0,20,19,261,28,333,220,7,14,40,14,304,152,9,8,26,0,200,770,219,143,290,22,1442,12189,3083,2672,12049,1071,31062,303,9,50,5,18,380,81,18,9,102,3,222,909,373,238,2403,130,4052,379,94,51,153,17,695,106,18,16,42,4,188,104,15,12,15,4,150,1450,359,256,2266,151,4475,1170,348,173,866,73,2639,16,0,0,0,0,15,55,12,3,23,0,95,47,9,5,16,4,74,147,60,48,85,15,348,78,35,12,26,8,158,112,48,33,13,13,221,276,33,32,108,10,456,209,15,9,21,8,267,2450,570,467,1995,144,5629,211,29,9,27,15,293,76,11,7,5,0,101,102,3,12,34,17,171,21,8,0,0,0,26,48,3,4,0,3,61,550,35,10,11,37,635,312,67,52,109,9,558,1706,227,142,397,104,2563,518,155,116,1383,3450,5614,21710,5514,4333,32775,5678,70013,663,3175
LGA45890,674,3447,2182,26264,1008,33566,6,20,8,379,22,445,2933,26,47,82,74,3167,668,58,24,99,23,871,755,242,138,249,28,1404,7368,2871,2009,16328,848,29418,777,13,103,14,36,943,142,40,23,171,6,381,1498,489,298,3762,138,6190,1913,249,100,506,69,2838,379,49,14,66,6,519,1006,25,17,30,23,1109,1192,491,321,4682,168,6851,3371,720,190,1384,154,5814,127,0,0,4,6,134,231,50,13,48,13,354,78,3,6,22,0,118,316,84,26,102,21,548,118,33,12,15,3,184,202,88,42,16,8,350,1577,170,78,232,34,2086,651,44,29,71,3,804,1802,678,475,3539,135,6626,950,86,24,63,19,1148,146,15,23,11,0,188,222,18,16,58,8,324,96,3,8,5,3,115,72,7,3,4,0,95,3860,53,30,24,161,4124,263,75,42,206,0,591,6158,551,310,752,308,8086,1254,157,126,1514,6223,9278,36489,6705,4179,46600,8951,102929,796,3219
LGA46090,38,342,212,6089,283,6962,0,11,3,498,17,534,23,0,0,13,4,45,15,3,0,10,0,28,72,38,14,46,5,174,508,289,211,2988,145,4143,22,0,7,0,3,26,7,0,3,17,0,30,115,67,31,637,15,857,12,6,0,18,0,34,8,3,0,3,0,14,36,6,3,8,0,52,76,63,26,786,18,956,139,26,12,129,6,315,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,20,11,5,6,0,48,8,8,7,0,5,28,22,3,3,24,0,55,4,6,3,3,0,10,87,57,44,580,23,789,16,12,0,9,0,35,11,3,6,0,0,13,3,0,3,8,0,13,7,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,19,5,3,29,0,60,134,30,14,87,11,274,26,18,15,407,1203,1674,1260,616,379,9979,1644,13875,26,320
LGA46300,43,448,278,5585,161,6512,0,0,0,123,4,133,15,3,0,13,0,33,118,28,8,36,5,190,99,38,22,54,4,220,576,404,273,3492,131,4880,50,0,13,0,0,60,14,0,0,34,0,50,141,90,38,914,24,1200,47,14,0,61,0,114,5,4,0,0,0,13,17,4,3,3,0,30,74,70,35,784,18,981,94,41,3,123,3,263,10,0,0,0,0,10,0,0,0,8,3,14,3,0,0,0,0,5,10,3,0,3,0,20,24,14,12,3,0,51,23,6,10,6,0,44,32,19,3,29,0,82,4,0,4,0,0,7,113,96,70,677,10,974,17,5,0,7,0,31,22,8,3,4,0,31,20,3,4,10,0,40,8,0,0,3,0,11,0,0,0,5,0,5,0,4,0,0,0,5,16,10,3,38,4,67,150,60,19,111,9,349,28,15,18,311,689,1058,1505,859,505,9719,1012,13604,30,411
LGA46450,57,450,268,7498,182,8460,0,0,0,31,7,39,9,4,0,10,0,24,6,4,0,6,0,15,103,33,36,39,6,223,600,389,263,4581,176,6006,40,3,9,0,0,52,14,3,0,23,0,40,102,83,40,945,24,1194,136,24,11,70,9,249,15,3,0,6,0,25,41,3,0,0,0,41,69,45,26,1082,20,1244,346,127,42,431,16,957,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,16,0,3,15,0,39,3,4,0,11,3,19,17,8,3,8,0,38,22,6,3,26,0,57,0,0,0,3,0,5,133,90,48,704,28,997,14,8,0,12,0,26,21,0,0,0,0,20,9,0,0,10,0,23,8,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,12,11,4,43,3,66,180,53,25,118,10,387,44,24,15,473,666,1227,1801,882,503,12904,1058,17139,47,388
LGA46510,108,711,446,4973,129,6373,0,8,0,27,0,38,379,7,9,19,3,423,91,18,14,26,9,158,137,59,26,43,3,261,1303,581,450,2967,130,5428,68,3,15,0,0,91,29,7,3,39,3,81,227,91,58,946,15,1347,852,115,30,246,31,1278,76,10,12,24,3,120,357,7,3,0,0,370,264,117,78,1125,30,1615,1183,220,87,486,33,2011,23,0,3,3,0,32,48,9,10,21,0,92,23,4,0,6,0,33,63,18,3,15,0,100,12,3,3,4,0,19,63,13,6,3,0,88,222,38,14,59,3,337,32,8,6,15,6,68,293,140,85,776,32,1336,94,11,0,18,4,131,24,3,4,0,0,28,31,9,5,7,5,52,31,7,0,3,0,39,9,0,0,0,0,14,201,4,4,3,8,219,48,11,3,42,3,114,886,119,82,172,29,1291,153,25,17,226,824,1240,6545,1460,902,9191,1200,19293,112,701
LGA46670,51,229,145,3292,114,3837,0,0,0,22,0,28,18,0,0,5,0,24,50,3,3,17,0,69,59,19,4,28,3,107,389,229,154,2175,79,3024,21,0,3,0,0,22,0,3,0,22,0,26,90,50,28,971,16,1152,336,37,4,95,8,489,17,3,0,3,0,22,96,3,0,3,8,110,37,21,10,450,14,536,148,31,12,113,7,316,6,0,0,0,0,6,5,0,0,0,0,14,3,0,3,0,0,5,0,0,0,8,0,10,0,0,0,0,5,10,14,5,5,0,0,30,26,5,0,10,0,50,11,3,0,14,0,28,72,32,25,384,9,506,27,7,3,5,0,38,9,0,0,0,0,11,3,0,0,3,0,8,0,0,0,0,0,4,106,18,0,5,3,126,47,0,0,0,5,58,8,4,3,23,0,40,243,21,13,91,15,381,55,13,17,202,498,787,1757,483,277,6196,737,9452,57,196
LGA46860,3,39,31,525,16,620,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,73,36,36,369,9,520,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,77,0,99,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,62,0,86,7,6,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,3,0,0,0,9,4,0,0,3,0,6,0,0,0,0,0,0,12,0,4,95,8,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,10,3,34,0,0,0,48,447,495,121,57,65,974,486,1702,0,40
LGA46970,8,135,121,1646,51,1965,0,0,0,0,0,3,12,0,0,9,0,23,3,0,3,3,0,14,33,21,9,27,6,98,210,102,104,888,32,1345,16,0,3,0,0,17,4,0,3,6,0,12,34,25,19,235,8,319,0,0,0,10,0,15,9,0,0,5,0,11,17,0,0,0,0,18,21,16,22,263,3,328,19,19,7,40,4,89,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,12,0,0,0,0,17,23,6,5,0,0,34,13,3,5,7,0,24,10,0,3,3,4,22,54,21,22,197,0,295,16,0,0,0,0,20,34,0,0,0,0,38,11,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,11,0,18,113,12,9,27,0,162,14,7,0,93,230,340,583,225,206,2725,319,4056,16,166
LGA47140,983,4502,3243,31182,1144,41052,3,20,13,301,32,362,1791,22,35,70,66,1985,639,73,34,61,20,830,1107,332,172,412,19,2039,14158,4104,3328,18762,1216,41567,1139,26,110,6,54,1341,137,21,27,168,4,364,1700,609,350,4309,183,7147,1376,258,115,467,43,2250,431,82,20,67,11,609,520,21,18,28,11,607,1705,535,341,4110,167,6855,3444,859,335,1798,199,6639,74,4,3,13,5,96,395,67,17,39,16,540,176,21,13,17,13,243,544,136,61,216,19,976,137,32,11,23,8,210,232,104,48,31,10,427,1508,163,108,259,30,2076,308,20,21,46,7,409,2512,720,550,3287,174,7246,865,82,35,57,21,1061,117,9,20,19,0,168,390,21,20,65,29,513,116,7,3,15,3,147,80,5,0,6,3,93,3405,89,52,24,153,3724,441,92,62,194,10,793,6365,493,287,678,299,8130,1508,229,162,1839,4941,8673,42822,8497,5919,52999,8190,118424,1089,4359
LGA47290,3,20,32,960,23,1033,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,14,4,4,0,0,22,72,18,24,630,19,767,0,0,0,0,0,4,0,0,0,3,0,3,16,3,3,294,0,318,0,0,0,4,0,8,4,0,0,3,0,5,0,0,0,0,0,3,6,4,6,124,0,144,7,7,4,14,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,5,0,12,0,0,0,10,0,10,0,0,0,0,0,0,6,3,10,110,6,132,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,8,20,0,3,9,3,40,4,0,5,45,37,96,155,47,57,1787,87,2138,0,42
