LGA_CODE_2016,C11_Rel_NS_0_14,C11_Rel_NS_15_24,C11_Rel_NS_25_34,C11_Rel_NS_35_44,C11_Rel_NS_45_54,C11_Rel_NS_55_64,C11_Rel_NS_65_74,C11_Rel_NS_75_84,C11_Rel_NS_85ov,C11_Rel_NS_T,C11_Tot_0_14_yrs,C11_Tot_15_24_yrs,C11_Tot_25_34_yrs,C11_Tot_35_44_yrs,C11_Tot_45_54_yrs,C11_Tot_55_64_yrs,C11_Tot_65_74_yrs,C11_Tot_75_84_yrs,C11_Tot_85o,C11_T_T,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85oe,C16_Buddhism_Tot,C16_Christ_Angli_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Anglic_85oe,C16_Christ_Anglic_Tot,C16_Chr_Ass_Apo_0_14,C16_Chr_Ass_Apo_15_24,C16_Chr_Ass_Apo_25_34,C16_Chr_Ass_Apo_35_44,C16_Chr_Ass_Apo_45_54,C16_Chr_Ass_Apo_55_64,C16_Chr_Ass_Apo_65_74,C16_Chr_Ass_Apo_75_84,C16_Chr_Ass_Apo_85ov,C16_Chr_Ass_Apo_Tot,C16_Chr_Bapt_0_14,C16_Chr_Bapt_15_24,C16_Chr_Bapt_25_34,C16_Chr_Bapt_35_44,C16_Chr_Bapt_45_54,C16_Chr_Bapt_55_64,C16_Chr_Bapt_65_74,C16_Chr_Bapt_75_84,C16_Chr_Bapt_85ov,C16_Chr_Bapt_Tot,C16_Chr_Breth_0_14,C16_Chr_Bret_15_24,C16_Chr_Bret_25_34,C16_Chr_Bret_35_44,C16_Chr_Bret_45_54,C16_Chr_Bret_55_64,C16_Chr_Bret_65_74,C16_Chr_Bret_75_84,C16_Chr_Breth_85ov,C16_Chr_Bret_To,C16_Chr_Cath_0_14,C16_Chr_Cath_15_24,C16_Chr_Cath_25_34,C16_Chr_Cath_35_44,C16_Chr_Cath_45_54,C16_Chr_Cath_55_64,C16_Chr_Cath_65_74,C16_Chr_Cath_75_84,C16_Chr_Catho_85ov,C16_Chr_Catho_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_To,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot,C16_C_La_Da_Sai_0_14,C16_C_La_Da_Sa_15_24,C16_C_La_Da_Sa_25_34,C16_C_La_Da_Sa_35_44,C16_C_La_Da_Sa_45_54,C16_C_La_Da_Sa_55_64,C16_C_La_Da_Sa_65_74,C16_C_La_Da_Sa_75_84,C16_C_Lat_Da_Sa_85ov,C16_C_Lat_Da_Sa_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Ort_To,C16_C_Oth_Pro_0_14,C16_C_Oth_Pro_15_24,C16_C_Oth_Pro_25_34,C16_C_Oth_Pro_35_44,C16_C_Oth_Pro_45_54,C16_C_Oth_Pro_55_64,C16_C_Oth_Pro_65_74,C16_C_Oth_Pro_75_84,C16_C_Oth_Pro_85ov,C16_C_Oth_Pro_Tot,C16_C_Pent_0_14,C16_C_Pent_15_24,C16_C_Pent_25_34,C16_C_Pent_35_44,C16_C_Pent_45_54,C16_C_Pent_55_64,C16_C_Pent_65_74,C16_C_Pent_75_84,C16_C_Pent_85ov,C16_C_Pent_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_Chr_Unit_Ch_0_14,C16_Chr_Unit_Ch_15_24,C16_Chr_Unit_Ch_25_34,C16_Chr_Unit_Ch_35_44,C16_Chr_Unit_Ch_45_54,C16_Chr_Unit_Ch_55_64,C16_Chr_Unit_Ch_65_74,C16_Chr_Unit_Ch_75_84,C16_Chr_Unit_Ch_85ov,C16_Chr_Unit_Ch_Tot
LGA16700,1170,1316,1378,951,922,706,439,357,203,7435,17119,14504,16872,15269,13756,10838,6902,5286,2501,103040,433,546,1127,911,636,539,342,162,42,4739,1309,942,951,1218,1523,1430,1191,883,607,10059,5,4,3,3,0,0,0,0,0,22,333,208,386,302,265,260,164,113,76,2099,21,13,19,9,6,15,8,3,3,99,5529,3553,3665,4156,3935,3261,2519,1800,956,29370,16,5,9,20,10,10,5,4,5,89,505,337,267,402,517,291,243,223,70,2857,23,24,23,33,25,34,20,10,8,201,17,22,24,17,15,9,3,0,5,114,32,6,17,34,29,29,34,34,18,232,306,190,192,234,217,218,210,124,42,1725,75,65,98,87,81,79,53,23,30,585,254,152,294,199,157,91,41,11,4,1201,607,389,560,623,490,483,358,222,189,3921,17,3,14,12,13,15,10,7,4,90,26,16,35,36,23,29,22,9,6,197,292,217,284,291,339,316,272,195,147,2358
LGA16900,952,591,477,506,524,429,311,239,72,4093,13564,8555,7241,8783,9108,7277,5121,3039,922,63604,80,55,78,114,76,65,33,10,3,520,2160,1414,1193,1798,2063,2115,1898,1040,404,14084,0,0,0,0,0,0,0,0,0,0,74,47,41,58,86,86,101,58,17,573,0,0,0,0,0,0,4,0,0,7,3776,2648,2120,2316,2730,2350,1698,1099,402,19141,8,5,5,6,8,22,10,5,0,72,493,267,245,386,336,296,252,103,40,2421,85,42,53,66,62,56,49,22,3,444,22,16,13,24,10,8,6,4,3,111,18,23,20,28,61,79,63,59,35,385,16,5,10,15,8,7,3,3,0,54,13,12,17,11,26,23,17,18,14,149,159,85,103,74,95,87,50,26,3,678,130,113,120,138,268,346,301,171,68,1658,15,17,28,18,24,28,35,17,7,192,20,5,8,12,10,12,7,7,7,75,378,272,227,227,314,354,285,178,70,2300
LGA16950,1727,1151,963,1038,1249,1058,888,706,356,9124,16400,10026,7825,10309,12940,13707,11711,7334,2565,92812,147,94,109,151,165,159,66,16,0,911,2873,1721,1422,2110,2996,4166,4751,2815,1189,24033,0,0,0,0,0,0,0,0,0,0,252,133,111,164,178,257,276,136,49,1557,0,0,0,0,0,4,3,6,0,9,3226,1995,1705,1938,2620,3193,3174,1807,536,20198,18,6,11,11,21,27,24,17,4,140,83,48,35,80,82,70,134,78,14,615,79,34,42,60,75,81,93,50,21,532,30,17,19,12,14,23,20,5,6,149,17,10,18,19,41,56,65,62,23,305,11,0,0,3,3,3,0,0,0,18,12,15,14,26,46,49,52,35,36,283,195,115,100,85,97,132,104,35,8,870,207,167,162,233,397,711,790,541,216,3428,39,23,17,31,30,37,65,35,7,288,13,7,6,9,9,19,14,14,6,104,384,276,237,280,407,656,782,432,180,3622
LGA17000,344,260,213,223,215,184,108,41,15,1604,5027,3292,2917,3385,3268,2456,1322,764,266,22695,24,11,26,27,23,13,5,0,0,132,1202,815,680,926,1080,948,630,332,144,6745,0,0,0,0,0,0,0,0,0,0,69,36,41,35,47,40,30,12,7,311,30,32,28,8,20,4,3,7,0,133,1326,838,692,763,815,606,378,183,74,5680,0,0,0,0,3,0,0,0,0,3,3,4,8,0,3,0,4,0,3,25,7,8,3,10,8,11,9,3,0,50,0,7,0,3,4,5,0,0,0,24,6,8,3,3,6,7,5,3,0,40,0,0,4,3,0,5,0,0,0,12,30,9,6,16,18,13,10,12,3,107,31,29,21,22,32,8,5,0,0,143,41,32,34,67,101,118,83,38,11,530,7,7,3,3,8,8,7,0,0,33,6,3,5,3,9,8,10,0,3,53,138,83,102,122,187,172,128,84,40,1055
LGA17040,471,315,280,412,344,231,151,88,54,2358,3806,2281,1952,2707,3126,2652,1778,971,411,19691,23,21,34,22,45,29,16,3,0,184,537,336,288,470,642,737,632,328,147,4115,0,0,0,0,0,0,0,0,0,0,85,55,21,55,41,52,16,10,3,340,0,0,0,0,0,0,0,0,0,0,829,521,432,528,764,650,596,333,120,4774,0,0,0,0,0,4,0,0,0,7,21,18,10,16,16,21,17,7,6,138,12,3,10,13,13,6,6,0,0,66,3,4,0,0,0,0,0,0,0,14,9,3,11,12,21,23,40,23,11,152,3,0,3,0,0,0,0,0,0,5,3,0,0,0,3,4,9,9,0,29,38,10,11,16,10,18,4,4,0,107,38,23,25,35,83,120,110,70,23,534,3,3,4,4,9,13,9,3,0,44,7,8,3,0,3,4,3,3,0,29,60,28,47,66,96,115,89,37,22,554
LGA17080,232,138,168,153,146,119,121,59,27,1167,2834,1512,1425,1802,2064,1949,1478,872,353,14293,3,3,18,17,12,9,8,0,0,66,513,337,347,454,614,713,670,386,179,4218,0,0,0,0,0,0,0,0,0,0,40,17,14,22,18,16,17,7,0,150,0,0,0,0,0,0,0,0,0,0,877,418,374,420,480,479,389,221,99,3763,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,4,3,0,20,9,3,11,7,9,15,14,0,0,71,0,0,0,3,0,0,0,0,0,3,4,3,0,6,11,12,5,5,9,58,3,0,0,0,0,0,0,0,0,7,3,3,3,5,3,5,11,3,0,27,30,16,18,10,14,19,8,8,0,122,14,20,16,37,72,140,110,66,20,501,6,3,6,0,10,5,0,0,0,29,13,14,8,8,9,5,5,3,3,67,38,28,36,41,66,91,73,62,18,451
LGA17100,496,536,800,391,366,298,156,116,60,3227,5747,5639,7053,4445,4709,3376,2105,1449,670,35187,203,288,521,310,378,312,156,87,33,2280,169,178,186,175,196,221,196,123,122,1559,6,0,3,3,0,0,0,0,0,16,60,47,80,41,50,56,22,14,13,382,0,0,4,0,5,4,0,3,0,19,1612,1371,1414,1132,1233,959,740,521,260,9258,3,3,5,3,4,3,0,3,0,22,201,172,100,156,207,139,131,132,42,1287,7,9,6,18,9,7,5,0,6,68,4,3,3,4,0,0,0,0,0,15,4,0,4,0,3,6,3,8,3,32,60,43,43,43,39,33,22,9,3,287,26,18,30,30,14,20,14,3,5,164,42,38,77,50,24,34,20,4,3,289,205,219,178,200,224,165,90,70,22,1375,3,3,0,3,0,0,3,0,0,18,7,13,15,12,13,17,6,6,0,96,79,119,115,101,120,84,72,52,31,774
LGA17150,2208,1638,1890,1702,1730,1435,990,781,491,12850,40368,26875,25982,30493,30113,25597,16151,10676,4597,210862,232,203,360,486,456,351,194,68,19,2361,6568,4042,3857,5863,6320,6854,5997,3559,2109,45165,0,0,0,0,0,0,0,0,0,6,724,427,415,508,610,531,399,217,94,3924,34,30,41,17,28,9,9,3,0,166,13932,8433,6911,8344,8939,7406,5412,3030,1477,63885,83,35,46,55,49,38,39,11,10,356,1968,1215,880,1406,1631,955,672,394,110,9226,45,33,36,36,49,29,35,38,15,317,67,32,42,34,28,26,38,12,5,287,46,37,50,58,100,80,78,87,27,562,201,92,127,130,92,97,71,39,9,857,85,48,67,78,116,165,145,77,69,855,410,245,312,264,253,243,122,51,18,1918,384,323,307,493,806,934,869,561,356,5032,93,69,44,52,85,62,71,53,21,548,19,17,15,18,26,13,13,17,0,140,863,857,523,649,979,1192,927,579,385,6956
LGA17200,2156,5086,9101,4503,3008,2236,1220,646,323,28272,12042,26943,55275,29302,18537,14038,7798,4123,1445,169506,492,2863,5949,2846,1052,767,445,202,48,14672,779,1097,2606,1958,1686,1605,1420,649,288,12093,0,0,4,5,8,0,0,0,0,21,47,198,377,209,130,90,67,42,7,1169,0,0,0,0,0,0,0,0,0,3,2742,3924,9932,5401,3759,2871,2006,1043,410,32089,0,3,6,10,4,3,0,0,0,27,420,299,756,664,619,408,354,374,149,4053,13,11,14,34,35,18,25,5,0,160,17,24,53,25,10,10,7,0,0,136,23,27,75,87,53,60,57,24,12,409,13,15,51,41,22,20,4,7,0,169,30,121,214,96,68,51,27,8,8,628,111,449,536,245,92,73,33,15,0,1550,98,280,554,373,299,296,243,112,50,2305,0,5,10,8,9,16,14,6,0,66,8,25,46,24,17,18,10,0,3,152,139,222,453,323,306,277,179,88,29,2018
LGA17310,958,653,496,539,561,465,362,222,101,4356,11796,7019,6112,7033,7693,7164,5202,3088,1185,56291,52,33,63,75,45,22,10,3,0,304,3000,1700,1661,2057,2471,2699,2349,1392,587,17909,0,0,0,0,0,0,0,0,0,0,127,66,87,70,77,87,90,37,16,651,28,44,34,10,24,7,3,6,3,157,3272,1847,1666,1714,1938,1722,1351,790,281,14586,0,3,4,0,4,3,4,0,0,26,10,7,5,11,12,11,7,12,7,87,44,27,31,24,40,38,21,11,0,241,12,9,5,11,7,13,9,0,0,61,12,3,7,11,14,11,5,12,3,92,3,0,10,0,3,0,0,0,0,19,18,12,8,16,27,17,19,13,6,140,216,92,87,111,70,88,44,9,0,716,228,135,150,252,372,484,441,271,149,2480,40,27,20,26,41,40,31,18,0,244,18,11,16,14,18,21,20,11,12,140,372,195,183,246,389,437,395,282,105,2614
LGA17350,64,34,20,38,49,33,21,34,20,310,1172,617,433,668,846,795,625,454,168,5776,3,3,0,0,3,0,3,0,3,15,251,169,135,132,252,255,237,155,68,1658,0,0,0,0,0,0,0,0,0,0,18,9,7,18,8,26,25,9,5,128,0,0,0,0,0,0,0,0,0,0,412,192,184,178,222,218,181,105,42,1747,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,16,3,0,0,3,5,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,72,33,24,34,41,49,41,29,5,322,4,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,8,9,4,3,4,4,3,9,0,0,39,34,12,16,26,50,59,62,54,32,348,3,0,4,3,3,5,3,4,0,23,0,0,0,0,5,3,0,7,0,17,53,26,21,34,50,61,64,33,29,365
LGA17400,129,65,51,67,120,108,93,29,23,686,1298,587,508,786,997,1205,838,428,157,6809,5,3,7,3,3,16,5,0,0,41,193,113,80,154,191,294,299,150,45,1514,0,0,0,0,0,0,0,0,0,0,8,3,6,8,8,11,9,3,0,58,0,0,0,0,0,0,0,0,0,0,208,132,101,147,171,256,220,106,21,1358,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,12,3,4,5,8,9,14,22,3,0,60,4,0,0,0,0,0,0,0,0,5,0,5,0,10,0,3,6,5,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,13,14,0,4,3,5,9,5,5,0,48,21,11,17,30,34,72,82,43,22,326,4,7,5,0,8,6,9,4,0,44,3,5,0,0,6,5,8,5,0,30,41,28,14,28,44,68,71,38,10,343
LGA17420,1537,1062,918,1064,1039,898,466,248,113,7355,30977,19629,14923,22020,21030,17816,9975,4147,1476,141995,699,423,566,942,753,710,345,94,35,4570,4125,2621,1569,3220,3544,3197,3256,1411,552,23487,7,7,8,3,5,10,4,3,0,40,506,281,299,376,362,399,357,133,68,2787,149,70,70,62,35,29,13,21,4,458,10589,6687,3931,6186,6678,5239,3824,1682,567,45378,31,14,28,21,19,35,15,11,0,176,662,411,227,449,547,291,236,122,29,2977,52,46,19,54,55,50,15,14,9,309,159,81,50,80,54,41,32,14,3,511,38,42,18,42,74,51,69,44,15,402,201,141,135,140,121,105,62,26,8,940,136,127,65,124,182,156,75,48,13,928,799,943,578,524,581,376,187,55,12,4055,595,421,266,541,731,637,559,260,95,4096,34,19,14,19,28,22,21,18,3,183,170,105,51,121,130,79,67,33,15,771,667,548,338,530,637,728,693,333,137,4600
LGA17550,1547,872,782,920,1041,988,702,652,254,7757,15158,8875,7565,10297,12168,11579,9400,7161,2902,85107,123,80,94,198,216,203,104,19,10,1046,1835,1206,966,1630,2305,3091,3379,2334,1229,17981,0,0,0,0,0,0,0,0,0,0,98,50,85,81,112,152,151,99,34,848,3,4,0,3,0,0,0,0,0,5,3604,2210,1721,2225,2781,2853,2600,1724,666,20388,13,17,13,11,24,22,25,22,7,150,52,11,23,31,51,55,33,27,10,292,147,59,98,94,99,131,73,54,19,774,23,3,15,8,19,17,8,3,5,110,25,11,19,36,44,47,65,47,12,305,8,0,4,5,0,0,3,0,0,24,23,12,18,15,29,57,44,40,19,257,263,128,127,114,143,142,121,39,17,1100,242,149,109,240,473,718,743,561,285,3524,10,22,11,9,30,37,45,24,22,208,122,72,76,65,97,79,68,68,29,677,246,233,129,268,418,575,622,452,261,3207
LGA17620,201,108,118,121,113,139,103,58,26,994,2909,1581,1622,1772,1873,1752,1233,735,286,13751,17,5,13,17,14,8,6,0,0,75,917,436,491,614,650,725,576,379,165,4950,0,0,0,0,0,0,0,0,0,0,26,10,13,17,15,10,9,3,0,110,0,0,0,0,0,0,0,0,0,0,778,410,438,468,530,434,343,189,61,3657,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,9,17,6,3,3,10,4,3,3,0,52,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,3,0,21,0,0,0,0,10,0,4,0,0,16,31,16,27,57,51,76,75,44,20,393,9,7,0,3,6,0,4,4,0,38,4,0,0,3,0,3,3,0,0,17,88,41,50,66,95,111,82,59,35,626
LGA17640,99,40,29,62,77,65,52,41,16,476,1317,698,515,894,1130,1131,877,497,149,7192,3,0,8,3,8,0,3,0,0,29,299,202,145,219,315,363,393,212,64,2203,0,0,0,0,0,0,0,0,0,0,6,8,3,3,14,3,11,3,0,51,0,0,0,0,0,0,0,0,0,0,497,258,212,239,366,345,283,146,52,2389,0,0,0,0,0,0,0,0,0,0,10,0,3,0,6,3,5,3,0,31,0,0,0,0,0,0,3,0,0,3,7,0,3,0,0,4,0,0,0,12,3,0,0,3,4,0,4,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,12,0,3,0,0,0,6,4,0,0,19,11,8,10,8,36,37,47,21,10,189,3,0,3,3,3,5,3,0,0,20,0,5,0,0,3,3,3,0,0,17,25,34,27,35,79,68,67,68,28,427
LGA17650,130,44,42,58,67,64,42,10,14,472,1273,653,504,755,932,979,571,286,88,6032,3,0,3,8,7,10,10,0,0,34,288,139,116,198,276,294,276,138,43,1761,0,0,0,0,0,0,0,0,0,0,16,12,3,5,9,5,3,5,0,66,0,0,0,0,0,0,0,0,0,0,246,144,110,135,170,203,143,63,25,1239,0,0,0,0,3,0,0,0,0,8,3,0,0,0,4,0,0,0,0,7,9,6,0,3,12,12,5,3,0,57,0,0,0,0,0,0,3,0,0,6,0,4,0,0,3,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,12,3,3,0,4,5,4,4,0,0,22,31,6,14,47,38,63,61,20,10,291,5,0,5,8,3,14,4,9,0,41,0,3,0,0,0,0,0,0,0,9,31,23,15,20,39,49,52,29,14,279
LGA17750,788,750,477,440,475,338,200,174,101,3743,12574,9825,7694,7477,7536,6484,4084,2655,1128,59459,53,42,69,87,53,35,14,4,0,359,1820,1415,1287,1514,1606,1805,1437,855,412,12136,0,0,0,0,0,0,0,0,0,0,167,103,102,119,106,95,68,29,10,801,50,39,37,13,18,15,10,4,4,189,4459,2902,2342,2219,2406,2020,1490,908,368,19110,20,4,12,11,0,13,8,13,0,85,35,16,22,24,18,23,13,11,5,165,40,12,18,19,22,29,8,9,0,163,22,6,16,9,9,8,3,0,0,73,109,92,70,80,93,109,64,48,34,703,49,19,22,33,22,6,3,0,0,160,68,24,45,32,30,23,16,5,3,248,140,111,105,73,84,62,36,8,3,611,274,240,212,343,484,544,481,328,182,3085,14,16,9,15,30,23,14,7,4,145,32,21,25,26,16,18,9,13,3,147,332,244,316,302,391,486,387,246,108,2814
LGA17850,24,16,19,15,15,22,23,5,6,147,563,321,252,361,411,459,386,190,76,3021,0,0,0,0,3,0,0,0,0,4,141,92,96,99,146,178,181,87,37,1054,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,12,0,0,0,0,0,0,0,0,0,0,109,67,63,61,89,81,78,39,8,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,11,8,11,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,37,8,8,31,48,63,51,37,15,304,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,8,4,0,4,3,6,7,9,0,37
LGA17900,194,62,65,71,112,113,69,44,16,748,1371,647,682,793,938,961,693,298,76,6453,0,3,3,3,3,0,0,0,0,15,271,134,185,171,244,310,219,109,18,1667,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,11,8,0,0,30,0,0,0,0,0,0,0,0,0,0,329,136,170,158,197,161,154,90,28,1416,0,0,0,0,0,0,0,0,0,3,3,0,0,3,9,10,21,17,0,61,0,0,0,0,0,4,6,3,0,16,11,3,0,7,3,0,0,0,0,25,0,0,0,0,3,8,6,4,0,24,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,4,0,10,0,0,0,0,3,3,0,0,0,7,14,12,17,20,37,56,36,11,5,203,0,3,0,3,0,5,0,0,0,13,3,0,0,0,0,0,4,0,0,20,8,6,9,6,14,18,15,11,3,95
LGA17950,38,20,23,12,30,16,9,3,0,161,575,278,293,322,437,372,290,150,47,2759,0,0,0,0,6,0,0,0,0,9,97,51,65,64,127,117,115,81,30,755,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,269,89,119,108,110,111,100,43,10,963,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,4,0,3,3,3,0,0,0,11,12,18,9,34,28,54,34,22,10,230,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,11,18,16,16,10,9,3,0,79
LGA18020,203,115,65,115,127,134,94,57,23,941,1933,963,767,1072,1294,1446,1154,695,266,9589,3,0,6,3,7,9,5,0,0,31,414,240,191,256,386,497,450,312,130,2878,0,0,0,0,0,0,0,0,0,0,5,9,0,3,6,10,4,3,0,41,0,0,0,0,0,0,0,0,0,0,444,196,166,180,285,275,267,161,65,2049,0,0,0,0,0,0,0,0,0,3,4,0,5,3,0,3,3,8,0,19,9,4,0,3,3,4,13,3,0,42,3,3,0,3,0,3,0,0,0,12,3,0,0,4,3,5,4,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,3,0,22,3,0,0,8,5,9,11,0,0,30,35,29,20,42,64,114,113,61,22,515,0,0,0,0,3,3,3,3,0,15,17,3,3,4,8,10,7,7,3,63,27,14,24,24,54,55,57,27,15,302
LGA18050,1232,1029,2599,1656,953,702,507,308,217,9198,9799,6235,15359,11520,7310,5671,3696,2507,1388,63485,77,58,169,218,157,100,64,21,8,865,810,362,885,977,760,568,483,303,154,5312,0,0,0,3,0,0,0,0,0,5,9,3,50,20,10,10,7,3,0,115,0,0,0,0,0,0,0,0,0,0,2178,1142,3442,2257,1548,969,839,602,303,13292,0,0,3,0,0,0,5,0,0,16,219,124,188,220,269,173,155,123,58,1528,3,5,16,15,9,4,3,4,0,61,3,0,8,8,3,0,5,0,0,26,22,11,26,27,19,6,16,5,3,138,10,0,7,18,5,5,0,0,0,39,9,21,54,33,15,8,8,10,6,160,22,19,49,41,19,13,9,0,0,172,45,52,106,99,117,100,87,69,35,706,0,0,3,0,0,0,3,0,0,11,0,3,4,9,7,3,4,0,0,29,58,33,82,102,79,64,53,37,19,525
LGA18100,62,27,17,12,29,38,45,15,6,253,682,326,287,399,518,577,486,282,98,3665,0,0,0,0,0,0,3,0,0,9,143,61,64,109,109,146,193,89,65,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,168,73,64,105,124,128,130,69,26,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,10,7,3,3,6,11,8,5,3,60,19,11,8,26,32,57,46,31,17,250,0,0,0,3,6,9,8,6,0,35,0,0,0,0,0,0,0,0,0,3,37,23,13,24,38,48,52,38,20,293
LGA18200,121,107,74,45,78,74,57,41,7,614,1336,746,640,837,1006,967,653,317,107,6610,0,3,3,3,10,7,0,0,0,21,104,76,65,107,150,203,215,99,20,1042,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,12,3,0,0,33,0,0,0,0,0,0,0,0,0,0,290,161,146,170,206,184,142,69,28,1400,0,0,0,0,0,5,4,4,0,18,3,3,0,4,10,0,0,0,0,19,6,0,3,4,3,8,0,0,0,22,0,0,0,0,0,3,0,0,0,6,14,4,5,13,8,13,13,3,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,4,3,3,7,9,3,3,0,31,6,11,7,8,37,51,38,16,12,191,5,0,0,3,5,7,9,3,0,21,17,3,4,5,8,9,11,4,4,55,41,15,17,40,65,95,102,40,20,430
