LGA_CODE_2016,C16_M_FoodHos_PS_15_19,C16_M_FoodHos_PS_20_24,C16_M_FoodHos_PS_25_34,C16_M_FoodHos_PS_35_44,C16_M_FoodHos_PS_45_54,C16_M_FoodHos_PS_55_64,C16_M_FoodHos_PS_65_74,C16_M_FoodHos_PS_75_84,C16_M_FoodHos_PS_85o,C16_M_Foo_hos_pers_S_Tot,C16_M_MixFld_pr_15_19,C16_M_MixFld_pr_20_24,C16_M_MixFld_pr_25_34,C16_M_MixFld_pr_35_44,C16_M_MixFld_pr_45_54,C16_M_MixFld_pr_55_64,C16_M_MixFld_pr_65_74,C16_M_MixFld_pr_75_84,C16_M_MixFld_pr_85_ov,C16_M_MixFld_pr_Tot,C16_M_FldStu_ID_15_19,C16_M_FldStu_ID_20_24,C16_M_FldStu_ID_25_34,C16_M_FldStu_ID_35_44,C16_M_FldStu_ID_45_54,C16_M_FldStu_ID_55_64,C16_M_FldStu_ID_65_74,C16_M_FldStu_ID_75_84,C16_M_FldStu_ID_85o,C16_M_FldStu_ID_Tot,C16_M_FldStu_NS_15_19,C16_M_FldStu_NS_20_24,C16_M_FldStu_NS_25_34,C16_M_FldStu_NS_35_44,C16_M_FldStu_NS_45_54,C16_M_FldStu_NS_55_64,C16_M_FldStu_NS_65_74,C16_M_FldStu_NS_75_84,C16_M_FldStu_NS_85o,C16_M_FldStu_NS_T,C16_M_Tot_15_19,C16_M_Tot_20_24,C16_M_Tot_25_34,C16_M_Tot_35_44,C16_M_Tot_45_54,C16_M_Tot_55_64,C16_M_Tot_65_74,C16_M_Tot_75_84,C16_M_Tot_85o,C16_M_T_T,C06_F_NatPhy_sci_15_19,C06_F_NatPhy_sci_20_24,C06_F_NatPhy_sci_25_34,C06_F_NatPhy_sci_35_44,C06_F_NatPhy_sci_45_54,C06_F_NatPhy_sci_55_64,C06_F_NatPhy_sci_65_74,C06_F_NatPhy_sci_75_84,C06_F_NatPhy_sci_85O,C06_F_NatPhy_sci_T,C06_F_InfTec_15_19,C06_F_InfTec_20_24,C06_F_InfTec_25_34,C06_F_InfTec_35_44,C06_F_InfTec_45_54,C06_F_InfTec_55_64,C06_F_InfTec_65_74,C06_F_InfTec_75_84,C06_F_InfTec_85O,C06_F_InfTec_T,C06_F_EngRT_15_19,C06_F_EngRT_20_24,C06_F_EngRT_25_34,C06_F_EngRT_35_44,C06_F_EngRT_45_54,C06_F_EngRT_55_64,C06_F_EngRT_65_74,C06_F_EngRT_75_84,C06_F_EngRT_85_ov,C06_F_EngRT_Tot,C06_F_ArchBuild_15_19,C06_F_ArchBuild_20_24,C06_F_ArchBuild_25_34,C06_F_ArchBuild_35_44,C06_F_ArchBuild_45_54,C06_F_ArchBuild_55_64,C06_F_ArchBuild_65_74,C06_F_ArchBuild_75_84,C06_F_ArchBuild_85o,C06_F_Arch_building_Tot,C06_F_AgEnv_RS_15_19,C06_F_AgEnv_RS_20_24,C06_F_AgEnv_RS_25_34,C06_F_AgEnv_RS_35_44,C06_F_AgEnv_RS_45_54,C06_F_AgEnv_RS_55_64,C06_F_AgEnv_RS_65_74,C06_F_AgEnv_RS_75_84,C06_F_AgEnv_RS_85o,C06_F_AgEnv_RS_T,C06_F_Health_15_19,C06_F_Health_20_24,C06_F_Health_25_34,C06_F_Health_35_44,C06_F_Health_45_54,C06_F_Health_55_64,C06_F_Health_65_74,C06_F_Health_75_84,C06_F_Health_85o,C06_F_Healt_T,C06_F_Educ_15_19,C06_F_Educ_20_24,C06_F_Educ_25_34,C06_F_Educ_35_44,C06_F_Educ_45_54,C06_F_Educ_55_64,C06_F_Educ_65_74,C06_F_Educ_75_84,C06_F_Educ_85o,C06_F_Educ_T,C06_F_MngtCom_15_19,C06_F_MngtCom_20_24,C06_F_MngtCom_25_34,C06_F_MngtCom_35_44,C06_F_MngtCom_45_54,C06_F_MngtCom_55_64,C06_F_MngtCom_65_74,C06_F_MngtCom_75_84,C06_F_MngtCom_85o,C06_F_MngtCom_T,C06_F_Soc_cult_15_19,C06_F_Soc_cult_20_24,C06_F_Soc_cult_25_34,C06_F_Soc_cult_35_44,C06_F_Soc_cult_45_54,C06_F_Soc_cult_55_64,C06_F_Soc_cult_65_74,C06_F_Soc_cult_75_84,C06_F_Soc_cult_85o,C06_F_Soc_cult_T,C06_F_Creative_art_15_19,C06_F_Creative_art_20_24,C06_F_Creative_art_25_34,C06_F_Creative_art_35_44,C06_F_Creative_art_45_54,C06_F_Creative_art_55_64,C06_F_Creative_art_65_74,C06_F_Creative_art_75_84,C06_F_Create_art_850,C06_F_Creative_arts_T,C06_F_FoodHos_PS_15_19,C06_F_FoodHos_PS_20_24,C06_F_FoodHos_PS_25_34,C06_F_FoodHos_PS_35_44,C06_F_FoodHos_PS_45_54,C06_F_FoodHos_PS_55_64,C06_F_FoodHos_PS_65_74,C06_F_FoodHos_PS_75_84,C06_F_FoodHos_PS_85o,C06_F_FoodHos_PS_T,C06_F_MixFld_pr_15_19,C06_F_MixFld_pr_20_24,C06_F_MixFld_pr_25_34,C06_F_MixFld_pr_35_44,C06_F_MixFld_pr_45_54,C06_F_MixFld_pr_55_64,C06_F_MixFld_pr_65_74,C06_F_MixFld_pr_75_84,C06_F_MixFld_pr_85o,C06_F_MixFld_pr_T,C06_F_FldStu_ID_15_19,C06_F_FldStu_ID_20_24,C06_F_FldStu_ID_25_34,C06_F_FldStu_ID_35_44,C06_F_FldStu_ID_45_54,C06_F_FldStu_ID_55_64,C06_F_FldStu_ID_65_74,C06_F_FldStu_ID_75_84,C06_F_FldStu_ID_85o,C06_F_FldStu_ID_T,C06_F_FldStu_NS_15_19,C06_F_FldStu_NS_20_24,C06_F_FldStu_NS_25_34,C06_F_FldStu_NS_35_44,C06_F_FldStu_NS_45_54,C06_F_FldStu_NS_55_64,C06_F_FldStu_NS_65_74,C06_F_FldStu_NS_75_84,C06_F_FldStu_NS_85o,C06_F_FldStu_NS_T,C06_F_Tot_15_19,C06_F_Tot_20_24,C06_F_Tot_25_34,C06_F_Tot_35_44,C06_F_Tot_45_54,C06_F_Tot_55_64,C06_F_Tot_65_74,C06_F_Tot_75_84,C06_F_Tot_85o,C06_F_T_T
LGA10850,0,12,17,13,12,3,11,5,0,70,0,0,0,0,0,3,3,0,0,5,3,0,0,0,3,10,0,0,0,23,25,20,33,33,62,57,49,34,16,332,42,88,243,276,331,322,222,97,28,1644,0,0,3,7,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,3,10,3,6,3,3,0,24,0,0,0,0,0,0,0,0,0,3,0,3,14,19,3,5,4,0,0,46,0,6,29,65,61,41,31,10,0,239,0,0,26,19,49,39,7,4,0,148,6,11,44,82,45,24,17,10,3,237,3,8,31,24,25,9,4,0,0,106,0,0,8,14,5,11,3,0,0,33,8,10,24,12,13,4,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,18,3,12,16,18,30,45,40,6,187,37,51,191,260,226,168,116,64,13,1134
LGA10900,21,69,141,135,117,75,60,20,7,650,3,8,5,3,7,3,11,3,0,40,4,16,33,67,53,50,50,23,14,306,143,94,200,314,328,378,357,214,83,2120,293,929,2554,3643,4086,4299,3229,1321,386,20748,0,31,98,121,114,66,32,13,4,470,3,20,37,54,63,37,8,3,0,218,0,6,40,82,76,46,36,37,14,333,0,3,24,40,17,15,8,3,0,110,5,20,73,72,55,27,9,0,0,272,9,126,408,674,837,483,297,144,49,3031,0,47,423,657,1096,596,292,106,34,3252,59,250,547,707,667,585,223,126,36,3203,25,156,415,607,660,513,162,57,11,2606,12,86,245,281,205,128,55,42,12,1051,61,143,206,187,136,77,42,15,9,874,3,3,4,5,3,3,3,3,3,29,0,5,47,49,45,43,23,8,0,225,255,104,213,342,374,348,334,432,274,2678,448,996,2801,3877,4348,2956,1517,981,438,18356
LGA10950,0,3,3,6,3,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,15,23,21,31,16,19,17,9,175,24,47,108,83,129,76,57,32,9,560,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,16,0,0,16,13,18,7,8,3,0,65,0,7,17,25,16,3,4,0,0,62,0,0,21,20,18,11,3,0,0,72,0,0,8,9,3,5,0,0,0,26,0,0,3,0,3,0,0,0,0,6,0,3,8,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,12,5,12,9,13,14,20,23,5,106,17,25,95,74,72,51,38,28,3,400
LGA11100,5,38,145,128,87,35,13,12,7,474,6,5,3,4,6,8,9,5,3,42,0,7,33,36,35,27,17,9,0,155,105,163,393,302,258,196,143,149,57,1770,167,923,3437,2676,2014,1377,750,460,126,11931,0,25,74,49,25,20,6,0,0,193,3,20,101,47,26,3,3,0,0,208,0,11,73,62,34,23,32,19,6,252,0,14,23,19,7,5,0,0,0,66,0,3,14,12,5,3,0,0,0,42,3,25,154,173,126,76,24,20,7,615,3,33,140,153,108,76,35,16,10,568,25,221,599,468,276,125,52,29,9,1813,7,71,256,186,109,53,15,5,3,701,3,50,82,53,34,17,7,3,0,248,17,45,123,104,67,42,10,9,0,414,3,5,3,3,3,3,3,0,0,26,0,6,26,29,14,5,4,3,4,96,164,131,252,284,273,252,208,259,103,1923,223,659,1924,1644,1112,708,397,359,131,7162
LGA11150,0,0,6,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,14,20,39,30,42,51,25,17,3,235,17,45,116,85,109,97,44,23,10,547,0,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,0,0,19,0,7,18,15,8,14,4,3,0,80,0,13,23,16,21,8,4,0,0,89,6,6,17,25,12,8,3,0,0,79,0,6,15,12,7,3,0,0,0,47,0,5,3,3,0,0,0,0,0,11,0,3,7,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,27,24,23,26,17,7,0,159,25,63,134,108,85,59,25,14,0,514
LGA11200,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,25,39,9,24,25,8,3,0,142,12,36,82,38,62,48,14,7,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,6,9,8,11,6,3,0,40,0,5,15,14,11,9,3,0,0,53,0,8,6,10,4,0,0,0,0,28,0,3,0,3,5,0,0,0,0,14,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,15,28,10,16,7,6,0,99,13,26,50,70,41,35,18,6,0,262
LGA11250,0,8,35,29,26,21,17,8,3,152,3,0,0,0,0,4,3,0,0,8,0,0,15,10,12,21,3,3,0,53,58,58,138,112,158,117,148,96,72,963,94,221,669,574,691,723,507,231,118,3826,0,3,9,9,3,0,0,0,0,23,0,3,7,22,16,8,0,0,0,57,0,0,10,5,11,3,10,4,3,45,0,0,3,0,0,0,0,0,0,8,0,6,12,3,9,0,0,0,0,30,0,21,71,143,181,70,41,9,11,551,0,22,71,67,62,37,17,4,0,273,8,44,115,126,94,62,32,20,3,514,8,24,69,69,67,33,7,0,0,278,0,4,13,13,15,5,3,3,0,58,13,32,48,33,31,22,9,3,0,191,0,0,0,0,0,0,0,0,0,6,0,0,8,3,5,0,0,0,0,16,79,47,91,107,153,135,208,236,152,1211,117,206,518,609,655,378,322,291,169,3260
LGA11300,3,45,167,81,50,21,20,10,4,397,4,15,9,5,8,4,0,4,0,48,3,10,29,13,11,21,10,5,3,110,70,159,262,150,154,100,104,79,56,1129,110,1034,2996,1702,1464,1078,637,355,161,9535,0,40,64,71,58,17,8,4,0,261,0,48,132,64,18,6,0,0,0,258,0,15,58,49,52,19,17,18,6,229,0,7,24,8,7,0,0,0,0,51,0,0,6,6,8,0,0,0,0,26,0,55,164,176,182,91,54,27,13,755,0,26,130,143,158,117,67,44,16,696,11,296,683,466,286,118,46,43,20,1971,0,88,255,215,160,89,32,21,0,866,7,51,122,88,37,8,3,3,4,327,11,40,83,74,41,14,15,10,3,285,3,5,0,0,3,4,3,4,0,16,0,22,35,25,30,6,5,4,0,124,126,173,211,226,220,178,173,259,153,1714,162,864,1968,1605,1254,659,427,428,217,7586
LGA11350,6,24,95,117,78,67,24,7,0,421,0,3,6,3,5,3,3,0,3,17,0,5,8,21,38,31,17,9,3,133,135,94,261,301,358,409,257,92,45,1960,173,289,1200,1548,1717,2002,1259,360,143,8690,0,0,13,23,40,15,8,4,0,102,0,0,10,22,25,9,0,0,0,60,0,6,17,20,15,6,3,9,0,78,0,3,6,26,11,4,8,0,0,62,0,0,36,34,32,5,3,0,0,115,3,14,151,254,354,151,76,38,13,1057,0,7,89,213,339,187,58,20,12,930,9,71,157,260,273,140,47,26,5,983,10,44,173,237,272,146,33,6,0,926,0,47,143,180,145,65,12,7,7,596,21,50,88,97,77,32,9,9,0,376,0,0,0,0,3,0,0,3,0,7,0,0,22,27,24,13,9,7,0,102,139,60,145,190,291,152,124,182,80,1357,189,299,1053,1588,1888,932,386,308,119,6757
LGA11400,0,5,24,19,15,18,7,8,0,92,0,0,0,0,0,0,0,3,0,4,0,0,0,6,5,12,3,0,0,33,54,22,63,68,103,74,89,52,25,553,83,150,408,550,647,564,444,175,46,3074,0,0,6,13,13,9,0,3,0,47,0,0,3,6,5,3,0,0,0,23,0,0,9,7,8,8,0,3,0,36,0,0,5,4,0,5,0,0,0,9,3,10,24,24,17,16,4,0,0,100,0,18,56,107,117,95,38,15,8,457,0,15,38,67,84,71,30,13,0,315,9,33,98,136,91,67,24,3,0,470,0,15,51,49,49,41,10,5,0,221,0,3,11,16,9,8,10,3,0,53,11,6,42,48,10,15,3,3,0,140,0,0,0,0,0,0,0,0,0,3,0,0,3,5,5,3,3,0,0,19,40,21,26,50,44,60,59,64,27,381,72,121,386,540,449,391,184,114,41,2282
LGA11450,12,36,135,123,120,60,46,16,0,545,6,4,0,4,3,0,0,3,0,27,3,5,30,59,44,38,17,3,0,214,158,141,340,348,299,190,216,146,96,1938,311,1122,4126,4191,3313,2341,1451,599,212,17674,0,16,53,48,35,15,3,0,0,168,0,7,28,32,20,8,0,0,0,99,0,5,32,48,41,21,12,12,5,186,0,4,16,9,11,0,4,0,0,44,0,10,29,17,14,5,5,0,0,81,0,60,276,339,245,147,45,27,7,1150,3,66,392,314,310,142,49,14,3,1295,46,227,676,601,412,213,57,24,14,2275,17,119,328,207,168,65,13,13,0,932,8,42,67,57,29,16,10,5,3,241,46,91,192,150,75,40,10,5,0,614,0,0,0,0,0,0,0,0,3,9,3,3,28,19,20,7,5,0,0,80,208,97,222,265,211,184,165,196,111,1656,337,745,2353,2114,1585,857,382,302,152,8824
LGA11500,27,95,357,303,209,124,98,27,5,1232,12,12,10,10,9,14,18,6,0,82,5,40,97,101,112,79,62,13,4,518,461,457,833,782,689,647,549,324,134,4876,789,2590,7234,6761,5738,5399,3310,1219,328,33370,11,55,153,154,103,36,10,3,0,516,14,67,148,121,92,29,6,0,0,488,8,22,81,170,158,94,51,24,9,612,0,25,18,24,19,7,0,0,0,98,3,37,40,30,14,18,0,0,0,135,29,203,566,586,697,367,78,34,14,2579,12,175,538,475,607,337,91,39,7,2272,165,761,1524,1407,1184,614,124,57,8,5846,56,408,734,567,480,238,43,14,4,2544,19,139,165,122,76,44,10,4,0,577,103,252,448,306,200,105,22,14,3,1450,3,6,8,16,11,9,5,0,0,56,8,20,79,70,59,22,6,7,3,269,696,491,938,1029,1023,851,575,597,299,6506,1121,2659,5434,5072,4722,2772,1034,793,347,23947
LGA11520,11,53,240,147,114,55,45,11,3,680,4,9,10,9,6,8,4,6,0,56,0,15,48,77,60,43,21,13,3,281,159,214,658,456,349,288,265,156,98,2642,246,1474,6787,5320,4080,3173,2131,905,362,24478,0,39,183,166,123,50,16,11,0,593,0,38,143,113,48,14,4,0,0,360,0,15,110,128,65,44,44,38,10,463,0,16,71,53,27,4,3,0,0,173,0,8,26,17,11,13,3,0,0,82,3,97,494,481,403,230,111,70,24,1913,6,59,403,426,488,282,121,51,17,1863,28,363,1539,1293,804,417,139,101,38,4719,8,145,695,549,373,242,65,33,3,2112,6,123,374,207,93,45,15,19,6,890,27,100,245,224,104,81,25,21,6,836,5,3,0,0,4,3,3,7,0,26,0,17,80,44,56,21,4,0,3,218,209,197,518,487,455,363,304,390,145,3056,298,1231,4872,4199,3058,1803,854,746,248,17311
LGA11570,46,143,857,657,439,255,176,71,24,2660,24,33,53,39,46,45,26,23,13,296,16,58,185,228,215,157,89,41,27,1021,830,991,2333,1858,1730,1366,1114,826,489,11526,1322,5381,18477,15813,12909,9517,5688,3049,1256,73425,12,182,511,423,212,64,26,4,4,1440,23,166,606,368,139,46,10,0,0,1354,14,53,293,383,292,176,194,153,35,1586,3,42,116,66,40,13,3,0,0,283,0,32,76,73,46,26,4,0,0,260,29,347,1162,1036,922,480,256,160,36,4428,13,290,1168,1157,1101,631,273,110,23,4755,259,1636,4164,3228,1947,932,337,269,57,12828,84,698,1725,1305,882,389,124,52,11,5272,21,257,563,396,191,82,44,25,9,1589,181,518,948,625,337,210,62,48,16,2952,13,19,28,31,32,25,6,16,4,168,13,57,181,159,85,55,21,20,3,605,1320,1094,2207,2542,2132,1626,1594,1939,745,15209,1969,5406,13753,11790,8350,4752,2966,2795,955,52732
LGA11600,0,3,3,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,12,9,27,22,27,19,12,15,5,153,23,47,117,92,114,92,48,26,9,557,0,0,0,4,3,0,0,0,0,10,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,19,0,0,8,18,18,8,4,3,0,55,0,6,20,18,16,4,0,0,0,70,3,4,18,20,14,4,4,0,0,67,0,4,9,11,8,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,11,3,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,10,17,13,19,17,17,3,106,16,27,82,101,81,36,33,23,3,397
LGA11650,44,245,629,647,556,407,344,166,36,3074,14,14,16,12,12,20,24,44,8,165,6,41,110,168,207,175,128,62,34,935,845,665,1289,1405,1629,1582,1581,1385,866,11256,1420,3845,11809,13499,14297,13382,10773,6042,2426,77497,0,48,196,198,176,99,49,29,3,796,8,47,131,204,160,58,20,4,0,626,10,43,140,242,226,152,168,174,55,1213,4,18,71,99,62,21,12,8,0,298,31,55,158,135,90,24,12,4,3,506,58,422,1466,2034,2237,1224,702,399,111,8648,11,213,1041,1265,1754,984,550,254,61,6131,269,1206,2789,2988,2523,1777,898,600,124,13165,113,559,1284,1245,1158,693,234,124,21,5430,29,192,439,410,262,175,96,65,21,1698,187,553,1032,941,595,448,171,121,33,4072,3,5,10,14,18,10,13,8,7,84,8,27,84,118,98,75,30,24,6,489,1191,591,1181,1684,1674,1729,2332,3235,1631,15246,1910,3975,10025,11585,11016,7469,5275,5057,2079,58395
LGA11700,0,0,3,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,51,32,39,23,24,16,0,223,17,22,76,69,75,74,58,15,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,0,3,3,15,15,10,3,3,0,44,0,4,13,6,10,6,3,0,0,45,0,0,5,3,3,3,0,0,0,22,0,0,6,3,3,4,0,0,0,20,0,0,0,6,0,0,0,0,0,8,0,0,3,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,4,10,13,14,13,8,9,0,79,17,18,47,44,45,39,15,12,3,245
LGA11720,9,59,146,143,88,61,40,25,5,572,3,4,4,8,3,4,9,4,0,34,0,10,12,19,31,28,15,9,0,118,202,270,598,499,423,359,372,201,73,3008,274,887,2375,2321,2232,2167,1585,623,173,12641,3,3,18,21,19,15,4,3,0,77,3,3,11,22,26,13,3,0,0,76,0,6,18,36,18,12,17,16,3,133,0,3,17,11,8,0,0,0,0,39,8,10,30,22,13,4,3,0,0,89,21,66,193,246,385,213,98,31,12,1262,3,29,99,97,156,94,54,16,9,553,50,209,384,344,254,163,61,29,9,1500,15,60,157,151,162,110,19,8,0,673,3,22,37,38,30,19,6,3,0,166,42,128,199,148,76,36,16,3,6,653,0,3,0,4,3,0,0,0,0,10,0,7,10,16,15,4,0,0,0,48,185,86,166,256,229,250,289,366,140,1967,335,630,1338,1409,1392,946,572,466,174,7254
LGA11730,7,36,90,100,76,78,71,33,6,498,5,0,0,3,3,3,7,4,5,27,0,3,6,31,41,40,33,11,4,173,225,145,299,326,374,429,426,298,108,2632,300,549,1373,1692,2038,2561,2137,1036,319,12009,0,0,13,24,28,12,4,0,0,85,0,6,15,32,24,13,4,0,0,88,0,0,7,21,27,28,21,22,12,144,3,0,3,9,15,4,0,0,0,31,3,3,42,39,29,17,0,0,0,147,3,33,140,281,450,263,140,72,11,1391,3,24,107,174,311,197,90,42,14,959,48,138,274,351,427,262,127,75,11,1724,13,44,171,218,231,138,30,11,3,865,3,15,37,38,38,24,12,7,3,169,25,51,115,138,83,61,19,12,0,507,0,0,0,3,0,3,0,0,0,9,0,0,8,11,18,6,4,3,0,56,161,61,150,211,220,258,335,412,177,1974,268,371,1088,1552,1903,1292,800,654,227,8154
LGA11750,0,0,10,3,3,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,14,28,27,49,48,54,58,32,15,8,313,32,83,240,224,184,191,73,37,7,1077,0,0,3,5,0,4,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,7,3,3,0,3,0,0,22,0,0,0,0,0,0,0,0,0,4,3,13,3,7,0,4,0,0,0,24,0,3,24,30,39,20,7,0,0,121,0,10,19,31,16,3,6,0,0,83,0,9,44,34,22,11,3,0,0,119,0,6,17,12,6,4,0,3,0,47,0,0,3,0,0,0,0,0,0,5,3,10,16,12,4,3,3,0,0,51,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,27,12,33,30,23,25,40,20,11,218,36,67,174,164,116,69,62,26,9,724
LGA11800,15,67,171,129,140,121,82,33,14,771,3,8,9,0,10,0,4,6,0,44,0,8,26,32,40,42,36,25,10,226,189,173,359,347,388,504,412,357,209,2937,329,875,2456,2687,3098,3548,2648,1317,503,17464,0,11,28,39,43,23,11,3,0,151,4,10,32,35,25,20,3,0,0,138,4,8,17,41,48,36,24,24,3,208,0,7,20,27,19,5,3,0,0,74,5,11,54,50,36,14,7,3,0,173,14,48,253,450,659,326,187,88,24,2049,0,44,189,312,488,294,137,55,16,1541,64,250,503,629,611,402,158,94,22,2733,23,131,248,346,341,205,45,22,0,1367,3,34,84,92,86,59,16,9,3,385,41,131,223,217,140,103,34,25,9,922,0,3,4,3,7,3,5,0,0,27,3,5,29,24,23,7,4,5,5,112,224,89,217,333,318,304,374,557,266,2687,385,777,1898,2607,2846,1805,1008,888,354,12564
LGA12000,0,3,9,3,3,4,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,18,19,6,22,30,35,39,50,32,11,245,33,61,119,154,177,170,133,72,12,925,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,0,0,0,25,3,6,9,15,26,20,6,6,0,99,0,3,28,27,32,12,9,0,0,105,3,14,15,31,26,11,0,3,0,117,0,3,17,13,14,3,0,3,0,47,0,0,3,6,0,0,0,0,0,17,0,3,10,12,4,7,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,8,12,16,18,25,24,5,121,23,36,103,128,132,80,43,37,11,591
LGA12150,0,3,3,7,4,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,25,13,42,39,55,49,57,27,10,324,32,38,142,106,147,122,102,42,11,749,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,6,0,0,0,25,0,3,9,23,34,21,10,3,3,106,0,13,40,21,27,12,3,6,0,113,5,10,30,38,22,6,4,3,0,121,0,3,16,12,11,3,0,0,0,47,0,0,3,0,3,0,0,0,0,7,3,6,8,5,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,21,22,24,38,14,9,151,20,45,118,131,136,73,62,26,15,626
LGA12350,3,9,18,16,20,19,13,3,0,103,0,0,0,0,0,0,0,3,0,3,0,0,4,6,11,3,3,3,0,32,53,38,67,61,85,88,89,76,26,582,80,151,329,372,480,505,424,222,71,2637,0,0,0,4,0,8,0,0,0,18,0,0,0,4,3,3,3,0,0,12,0,0,4,0,3,10,5,0,0,26,0,0,3,0,0,0,4,0,0,9,0,5,23,16,8,6,3,0,0,56,0,10,31,63,97,72,37,21,8,336,0,10,36,52,98,55,24,14,6,297,8,32,90,115,90,62,18,12,3,433,3,10,35,40,39,23,8,3,0,168,0,6,5,11,9,6,3,3,0,60,5,19,33,15,16,12,7,3,0,110,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,15,39,10,40,58,49,68,81,107,34,487,64,108,315,389,422,325,201,160,54,2029
LGA12380,14,115,684,367,205,130,75,36,3,1629,10,37,67,36,30,30,19,5,6,244,7,37,165,147,108,76,45,21,3,614,511,709,1837,1217,933,814,618,391,193,7236,801,3912,14303,10626,6944,5384,3117,1476,509,47070,9,115,335,282,153,53,19,10,0,976,13,150,479,237,80,25,0,0,0,986,6,44,225,253,189,86,89,60,14,981,3,28,88,38,23,3,0,0,0,183,6,22,37,37,19,5,0,0,0,129,23,261,776,611,593,302,143,69,27,2808,7,176,663,561,492,331,145,60,25,2467,134,1122,2750,1780,1009,452,127,92,27,7502,59,399,932,630,482,229,53,21,7,2812,7,144,335,150,77,39,17,16,7,789,99,321,510,316,190,103,29,19,3,1591,6,13,15,20,10,9,8,0,0,80,8,48,113,89,67,37,11,7,0,386,874,766,1450,1459,1142,859,892,1013,456,8911,1251,3616,8718,6463,4516,2536,1537,1377,568,30586
