LGA_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
LGA40430,0,0,0,0,0,0,0,7,7,7,3,0,0,3,3,30,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,3,5,17,36,25,27,24,22,15,33,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,4,0,0,0,0,0,0,7,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,6,3,3,8,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0
LGA40520,0,0,0,0,0,0,3,20,46,29,18,8,5,7,7,144,0,0,0,0,0,3,3,5,18,7,0,4,0,0,5,51,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0,3,3,3,0,0,0,4,11,3,0,0,0,8,4,24,17,19,10,0,3,3,3,18,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,6,3,4,0,12,20,37,49,204,176,162,97,59,38,138,994,0,0,0,0,0,8,12,13,23,20,12,7,3,0,17,118,0,0,0,5,10,21,10,19,16,10,4,3,0,0,11,100,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,0,3,4,8,10,5,7,4,0,0,0,0,0,4,41,5,0,13,19,33,29,39,27,26,4,11,0,0,0,29,234,0,0,0,0,0,0,0,0
LGA40700,3,0,0,0,3,4,13,41,110,144,142,69,162,231,62,989,0,6,3,5,6,18,9,30,43,35,18,21,20,37,22,270,0,0,0,0,0,0,0,3,3,4,4,5,7,8,7,40,0,0,0,0,0,0,0,0,0,3,0,3,4,20,3,33,27,4,13,4,21,16,18,23,57,34,27,6,19,19,31,340,0,0,0,0,0,0,0,0,3,0,0,0,0,0,440,444,37,18,22,13,39,44,57,134,374,482,549,509,903,1668,839,5674,3,0,0,4,3,6,13,27,91,95,54,32,47,34,63,456,0,3,15,13,13,32,29,27,75,39,28,12,11,4,42,347,0,0,0,0,0,0,0,4,7,5,3,0,0,0,3,35,7,4,9,3,4,13,0,3,4,3,0,0,4,0,9,66,49,8,20,17,31,37,39,45,69,43,33,12,9,10,55,475,0,0,0,0,0,0,0,0
LGA40910,0,0,0,0,5,11,34,92,246,226,169,69,80,49,76,1069,0,3,7,4,12,34,44,36,86,39,45,23,17,7,26,379,0,0,0,0,0,0,0,7,11,8,3,3,0,0,9,48,0,0,0,0,0,0,0,0,4,11,4,5,5,0,12,45,30,4,13,6,31,34,42,61,134,79,46,27,19,17,58,603,0,0,0,0,0,0,0,3,0,4,5,3,0,0,304,319,32,9,22,19,55,92,153,254,863,919,1016,746,862,544,742,6335,0,0,0,3,0,8,30,61,169,153,91,28,14,7,74,642,0,3,12,16,16,61,73,65,103,42,21,9,7,0,56,482,0,0,0,0,0,4,7,10,13,0,3,0,0,0,3,49,12,0,8,9,10,14,10,4,14,5,0,0,0,0,6,95,31,13,21,38,62,84,100,97,145,75,29,20,4,3,92,809,0,0,0,0,0,0,0,0
LGA41010,0,0,0,0,0,0,0,0,14,8,4,0,0,0,0,27,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,53,3,0,0,0,0,3,8,12,44,39,49,38,33,16,83,334,0,0,0,0,0,0,3,3,16,7,9,0,0,0,3,42,0,0,0,3,0,5,5,4,3,5,3,3,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,10,3,6,3,3,3,0,0,0,0,0,5,39,0,0,0,0,0,0,0,0
LGA41060,6,0,0,8,8,26,71,127,454,430,315,133,174,118,102,1977,0,6,9,11,27,52,63,98,189,117,53,32,38,28,62,773,0,0,0,0,3,6,6,9,29,16,18,15,9,10,14,136,0,0,0,0,0,0,4,4,18,15,17,19,16,12,11,111,39,15,26,19,60,66,97,123,289,172,92,56,42,21,132,1270,0,0,3,0,0,3,3,0,4,6,7,0,3,3,683,720,55,25,46,40,112,173,297,467,1689,1767,1839,1541,1613,1171,1527,12359,0,0,9,0,9,29,68,140,344,266,184,71,49,31,196,1382,4,11,18,34,59,144,158,148,243,128,50,13,16,0,89,1120,0,3,3,3,6,12,8,11,24,21,17,3,3,0,24,122,8,3,21,19,37,40,28,19,24,6,3,4,3,3,24,242,56,12,79,108,194,224,276,256,403,170,61,42,14,23,199,2123,0,0,0,0,0,0,3,0
LGA41140,3,0,3,0,0,3,0,11,51,25,14,9,3,6,5,129,0,0,0,0,0,3,4,3,10,3,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,4,3,8,12,4,4,3,0,0,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,66,8,4,3,0,7,18,18,31,155,153,130,82,86,38,129,866,0,0,0,0,0,0,14,5,21,14,3,0,3,0,12,73,0,0,3,4,3,15,13,11,16,5,0,0,3,0,10,83,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,4,0,3,0,3,0,0,0,0,0,0,3,15,0,3,5,6,21,22,12,10,10,6,3,0,3,0,7,116,0,0,0,0,0,0,0,0
LGA41190,0,0,0,0,0,0,0,0,6,4,0,3,0,3,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,3,0,0,3,3,3,13,30,46,22,11,17,9,17,178,0,0,0,0,0,3,3,3,5,0,0,0,4,0,0,13,0,0,0,0,0,3,3,3,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
LGA41330,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,3,0,0,0,3,0,3,6,17,20,14,10,11,3,16,113,0,0,0,0,0,0,0,0,3,5,4,0,0,0,3,17,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,6,0,0,0,0,0,9,28,0,0,0,0,0,0,0,0
LGA41560,0,0,0,0,0,3,9,12,48,39,21,5,5,4,9,159,0,0,3,0,0,9,11,12,22,8,7,0,0,0,7,76,0,0,0,0,0,0,0,0,8,3,3,0,0,0,3,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,3,0,0,11,9,26,37,47,11,4,0,0,0,19,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,94,0,3,4,0,19,21,50,84,245,181,147,95,73,51,183,1169,0,0,0,0,3,3,11,12,23,21,9,3,0,0,13,106,0,3,3,6,15,15,27,14,16,8,3,0,0,0,12,127,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,7,5,14,5,5,7,3,0,0,0,0,0,3,56,0,3,9,24,19,37,44,44,31,13,3,0,3,3,32,269,0,0,0,0,0,0,0,0
LGA41750,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3,0,3,0,12,8,27,11,9,3,10,4,16,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA41830,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,5,21,10,21,6,16,13,42,139,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,8,3,3,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0
LGA41960,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,3,0,0,0,3,3,29,9,20,13,10,7,19,114,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
LGA42030,0,0,0,0,0,5,7,28,136,122,57,25,34,11,31,457,0,0,3,0,3,5,4,9,32,12,8,0,4,0,8,92,0,0,0,0,0,0,0,4,7,5,0,4,0,0,3,23,0,0,0,0,0,0,0,0,0,0,4,0,6,0,8,21,4,0,0,3,11,12,23,16,62,37,12,3,0,3,21,203,0,0,0,0,0,0,0,0,3,0,0,0,0,0,138,139,8,3,3,3,15,27,45,75,375,464,362,290,280,134,319,2389,0,0,0,0,0,10,19,51,85,66,43,15,7,0,46,343,0,0,3,9,24,48,68,54,59,16,10,3,3,0,30,336,0,0,0,0,4,5,0,0,11,8,0,0,0,0,16,53,0,6,8,10,20,18,12,4,8,0,0,0,0,0,7,91,3,0,17,24,39,87,71,53,62,20,10,3,0,0,42,441,0,0,0,0,0,0,0,0
LGA42110,0,0,0,0,0,5,5,8,25,3,8,3,0,3,3,63,0,0,0,0,0,3,0,3,0,0,7,0,0,0,3,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,7,8,6,3,3,0,0,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,3,0,0,0,9,12,22,23,93,58,40,21,17,15,65,388,0,0,0,0,0,3,3,0,6,0,0,0,0,0,4,19,0,0,0,0,4,4,0,9,3,0,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,3,10,3,13,3,6,11,0,0,0,0,0,6,63,0,0,0,0,0,0,0,0
LGA42250,0,0,0,0,0,0,7,13,31,39,17,11,7,4,8,124,0,0,0,0,0,3,0,10,11,5,6,3,0,0,3,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,0,0,0,0,0,0,0,8,10,4,3,0,0,0,9,40,0,0,0,0,0,0,0,0,0,0,0,4,0,0,50,57,4,0,7,0,4,11,14,36,163,178,162,107,107,65,128,977,0,0,0,0,0,3,3,8,12,10,9,0,0,0,9,52,0,0,0,5,7,4,3,6,10,3,0,0,0,0,9,48,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10,0,0,0,3,3,10,7,5,9,0,0,3,0,0,11,59,0,0,0,0,0,0,0,0
LGA42600,0,0,0,0,0,5,14,13,72,99,85,33,77,80,24,507,0,0,0,0,0,6,14,15,33,26,21,11,18,4,15,163,0,0,0,0,0,0,0,0,6,4,4,0,5,3,4,37,0,0,0,0,0,0,0,0,0,0,3,3,6,7,5,28,7,0,7,3,5,7,11,10,40,28,13,15,7,4,29,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,240,12,0,8,4,11,19,53,51,266,369,463,460,625,644,486,3485,0,0,5,0,0,8,15,29,109,92,64,30,16,22,60,444,0,3,5,4,25,41,40,46,83,29,10,3,5,3,36,336,0,0,0,0,0,3,3,3,8,4,5,3,0,0,3,45,4,0,3,7,9,5,4,3,3,0,3,0,0,0,4,50,8,0,13,23,27,26,38,47,76,38,19,11,10,6,44,376,0,0,0,0,0,0,0,0
LGA42750,0,0,0,0,0,0,0,4,9,13,3,0,0,0,3,41,0,0,0,0,0,3,3,7,6,4,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,4,0,0,3,8,3,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,3,5,0,6,9,13,22,91,83,50,32,19,12,56,408,0,0,0,0,0,3,0,5,9,3,0,0,0,0,0,27,0,0,0,0,3,10,11,0,8,3,0,0,0,0,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9,3,0,6,3,3,7,4,0,11,0,0,0,0,0,7,45,0,0,0,0,0,0,0,0
LGA43080,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,4,3,3,10,32,15,15,3,6,6,8,111,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0
LGA43220,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,26,18,19,11,3,9,10,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0
LGA43360,0,0,0,0,0,0,0,6,9,3,0,0,0,0,0,31,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,0,4,8,19,41,41,22,19,19,15,31,220,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,4,0,5,0,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
LGA43650,0,0,0,0,0,0,5,22,67,91,61,22,20,13,19,329,0,0,0,0,0,0,8,7,12,16,3,3,3,3,9,77,0,0,0,0,0,0,0,3,5,4,3,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,3,3,6,0,4,18,0,0,0,0,0,3,19,12,14,14,8,3,4,0,4,93,0,0,0,0,0,0,0,0,0,0,3,0,0,0,129,137,3,3,7,3,7,10,41,63,278,360,350,238,250,130,275,2019,0,0,0,0,0,4,3,16,34,23,11,3,0,3,18,125,0,0,3,3,12,15,12,24,26,10,4,0,0,0,14,123,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,15,0,3,4,3,5,10,3,0,0,0,0,0,0,0,5,38,0,3,6,12,20,20,20,18,33,11,4,3,0,0,21,169,0,0,0,0,0,0,0,0
LGA43710,0,0,0,0,0,4,7,13,22,14,10,3,4,0,5,81,0,0,0,0,0,0,0,0,6,3,4,4,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,7,5,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,54,5,0,0,0,4,12,15,27,108,93,97,53,65,36,99,610,0,0,0,0,0,3,3,10,12,6,3,7,0,0,11,47,0,0,0,3,4,6,4,7,11,6,0,0,0,0,4,35,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,4,5,9,10,7,3,0,3,0,0,7,43,0,0,0,0,0,0,0,0
LGA43790,0,0,3,0,0,3,10,20,58,40,16,9,3,4,12,173,0,0,0,0,0,3,12,8,22,9,4,0,0,0,0,54,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,8,0,0,0,0,8,7,6,5,17,8,3,0,0,0,12,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,65,4,4,3,0,12,20,35,53,239,215,185,118,67,34,153,1146,0,0,0,0,3,8,8,10,29,24,18,0,4,0,4,103,0,4,3,3,10,21,22,15,19,6,0,0,0,0,18,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,7,3,3,10,4,3,0,0,0,0,0,0,4,27,0,0,10,8,21,26,30,21,33,6,0,0,0,3,15,179,0,0,0,0,0,0,0,0
LGA43920,0,0,3,0,5,7,8,17,54,44,34,12,5,3,18,203,0,0,0,3,5,3,6,17,21,3,0,8,0,0,7,83,0,0,0,0,0,0,0,0,4,3,0,3,0,0,3,21,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,9,0,0,0,3,3,10,4,15,20,15,0,7,9,0,13,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,76,4,0,3,4,9,24,24,55,209,198,172,110,95,42,175,1128,0,0,0,0,0,3,10,8,28,13,11,9,3,0,13,90,0,0,3,0,5,17,6,5,11,9,4,0,0,0,10,68,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,4,3,0,0,4,0,0,0,0,0,4,17,0,3,6,7,17,14,10,11,9,8,5,0,0,0,8,109,0,0,0,0,0,0,0,0
LGA44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
