LGA_CODE_2016,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_R650m,C06_Ne_Ni_inc_R_NS,C06_N_inc_R_Tot,C06_1_149_R0_74,C06_1_149_R75_99,C06_1_149_R100_149,C06_1_149_R150_199,C06_1_149_R200_224,C06_1_149_R225_274,C06_1_149_R275_349,C06_1_149_R350_449,C06_1_149_R450_549,C06_1_149_R550_649,C06_1_149_R650m,C06_1_149_R_NS,C06_1_149_R_Tot,C06_150_299_R0_74,C06_150_299_R75_99,C06_150_299_R100_149,C06_150_299_R150_199,C06_150_299_R200_224,C06_150_299_R225_274,C06_150_299_R275_349,C06_150_299_R350_449,C06_150_299_R450_549,C06_150_299_R550_649,C06_150_299_R650m,C06_150_299_R_NS,C06_150_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650m,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_499_R0_74,C06_400_499_R75_99,C06_400_499_R100_149,C06_400_499_R150_199,C06_400_499_R200_224,C06_400_499_R225_274,C06_400_499_R275_349,C06_400_499_R350_449,C06_400_499_R450_549,C06_400_499_R550_649,C06_400_499_R650m,C06_400_499_R_NS,C06_400_499_R_Tot,C06_500_649_R0_74,C06_500_649_R75_99,C06_500_649_R100_149,C06_500_649_R150_199,C06_500_649_R200_224,C06_500_649_R225_274,C06_500_649_R275_349,C06_500_649_R350_449,C06_500_649_R450_549,C06_500_649_R550_649,C06_500_649_R650m,C06_500_649_R_NS,C06_500_649_R_Tot,C06_650_799_R0_74,C06_650_799_R75_99,C06_650_799_R100_149,C06_650_799_R150_199,C06_650_799_R200_224,C06_650_799_R225_274,C06_650_799_R275_349,C06_650_799_R350_449,C06_650_799_R450_549,C06_650_799_R550_649,C06_650_799_R650m,C06_650_799_R_NS,C06_650_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R100_149,C06_1000_1249_R150_199,C06_1000_1249_R200_224,C06_1000_1249_R225_274,C06_1000_1249_R275_349,C06_1000_1249_R350_449,C06_1000_1249_R450_549,C06_1000_1249_R550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R100_149,C06_1250_1499_R150_199,C06_1250_1499_R200_224,C06_1250_1499_R225_274,C06_1250_1499_R275_349,C06_1250_1499_R350_449,C06_1250_1499_R450_549,C06_1250_1499_R550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R100_149,C06_1500_1999_R150_199,C06_1500_1999_R200_224,C06_1500_1999_R225_274,C06_1500_1999_R275_349,C06_1500_1999_R350_449,C06_1500_1999_R450_549,C06_1500_1999_R550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R100_149,C06_2500_2999_R150_199,C06_2500_2999_R200_224,C06_2500_2999_R225_274,C06_2500_2999_R275_349,C06_2500_2999_R350_449,C06_2500_2999_R450_549,C06_2500_2999_R550_649,C06_2500_2999_R650m,C06_2500_2999_R_NS,C06_2500_2999_R_Tot,C06_3000_3999_R0_74,C06_3000_3999_R75_99,C06_3000_3999_R100_149,C06_3000_3999_R150_199,C06_3000_3999_R200_224,C06_3000_3999_R225_274,C06_3000_3999_R275_349,C06_3000_3999_R350_449,C06_3000_3999_R450_549,C06_3000_3999_R550_649,C06_3000_3999_R650m,C06_3000_3999_R_NS,C06_3000_3999_R_Tot,C06_4000m_R0_74,C06_4000m_R75_99,C06_4000m_R100_149,C06_4000m_R150_199,C06_4000m_R200_224,C06_4000m_R225_274,C06_4000m_R275_349,C06_4000m_R350_449,C06_4000m_R450_549,C06_4000m_R550_649,C06_4000m_R650m,C06_4000m_R_NS,C06_4000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224
LGA11500,22,9,14,26,16,19,3,0,0,0,3,20,137,91,31,61,42,19,13,3,0,0,0,3,21,290,660,231,170,181,65,39,9,0,3,4,26,74,1459,260,346,247,275,183,85,6,3,0,0,13,59,1485,61,69,328,107,56,41,6,3,0,0,5,23,710,109,152,420,667,374,224,32,11,3,0,16,57,2060,49,37,112,466,330,213,40,11,0,0,8,22,1282,37,35,101,392,314,213,36,10,3,0,4,24,1160,38,22,99,499,449,459,80,17,0,0,5,23,1700,19,9,23,243,254,236,54,18,3,0,4,10,869,21,9,35,224,247,292,88,16,0,0,3,18,954,10,4,3,88,98,122,53,23,3,0,0,3,409,9,0,3,27,43,52,23,8,0,0,0,5,182,7,0,0,7,8,23,11,15,3,0,0,0,84,5,0,3,3,0,0,0,0,0,0,3,0,20,70,80,158,279,229
LGA11520,6,4,0,0,10,15,46,38,6,4,5,10,157,24,4,14,4,0,12,11,11,5,0,3,9,93,183,20,20,8,10,10,24,23,8,0,8,24,344,92,32,23,22,14,18,35,23,3,0,7,17,282,13,10,33,3,0,6,20,9,5,0,0,10,100,40,11,29,42,26,56,101,74,19,7,8,10,425,11,3,17,27,30,71,126,68,7,8,4,11,379,18,0,15,34,22,77,144,110,23,3,0,8,447,21,4,21,27,30,108,238,201,47,12,11,17,742,17,0,12,12,23,91,244,187,37,11,8,10,657,24,0,11,19,20,63,320,317,74,22,16,13,896,16,0,3,16,7,55,231,270,61,19,25,5,716,23,0,5,7,7,32,191,413,184,62,62,11,1012,10,0,3,8,0,12,80,235,108,38,46,3,538,8,0,3,0,3,4,34,73,57,36,30,3,250,27,7,15,38,20
LGA11570,69,20,66,164,91,115,69,25,3,0,7,72,707,269,69,148,136,67,99,50,5,3,4,16,66,920,1760,307,319,419,204,203,88,30,7,16,62,185,3593,684,340,312,639,283,345,150,25,6,3,36,116,2943,140,155,773,377,204,232,96,20,0,4,25,73,2096,215,152,557,1135,612,897,434,90,12,9,32,125,4268,78,39,220,810,469,653,324,77,3,0,19,66,2767,92,25,133,616,410,637,374,76,19,6,11,63,2475,110,29,157,709,519,939,642,162,8,8,23,69,3383,51,12,69,304,217,506,414,120,18,3,11,36,1756,67,5,44,240,253,547,571,190,14,3,9,34,1986,20,0,17,98,98,228,302,140,12,4,3,18,937,34,8,7,50,42,126,162,99,10,3,6,14,561,18,0,3,10,11,46,86,54,16,0,0,0,245,3,0,3,3,9,13,20,12,5,0,4,3,71,111,70,221,431,299
LGA11600,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,0,0,12,14,0,14,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,11,15,4,16,9,0,0,0,0,0,0,0,4,48,22,0,5,4,0,0,0,0,0,0,0,0,34,16,0,4,6,0,0,0,0,0,0,0,0,27,18,3,10,6,0,0,0,0,0,0,0,3,39,9,0,3,3,0,0,0,0,0,0,0,4,25,21,0,0,6,0,0,0,0,0,0,0,0,24,11,0,3,3,0,0,0,0,0,0,0,3,17,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,6,6,0
LGA11650,37,5,32,49,40,49,20,15,3,0,3,27,284,111,44,61,89,43,37,25,3,0,0,13,24,450,954,182,443,448,172,160,40,11,0,8,30,118,2565,499,237,596,905,438,378,88,12,4,6,24,83,3268,89,76,329,308,180,135,33,9,5,0,8,36,1208,259,133,563,1246,1023,938,309,61,8,7,28,84,4660,94,30,191,717,547,689,209,41,3,0,8,45,2572,73,24,140,551,551,699,260,64,9,0,8,32,2411,111,24,141,614,798,1135,492,103,20,0,15,46,3490,62,3,54,255,318,612,340,59,16,0,5,22,1751,47,5,28,167,310,679,410,131,22,4,13,26,1846,29,5,10,50,103,237,229,77,22,6,3,9,783,16,0,14,32,45,118,156,92,20,14,4,9,514,12,0,6,3,11,35,68,56,14,3,3,0,214,3,0,0,6,4,12,6,5,0,0,0,0,41,81,40,124,281,312
LGA11700,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,4,6,6,3,0,0,0,0,0,0,0,0,3,26,7,4,9,0,0,0,0,0,0,0,0,0,19,8,0,3,0,0,0,0,0,0,0,0,0,9,18,9,15,0,0,0,0,0,0,0,0,5,44,7,0,7,0,0,0,0,0,0,0,0,0,15,22,4,6,0,0,0,0,0,0,0,0,0,34,21,0,10,0,0,0,0,0,0,0,0,3,29,15,3,5,0,0,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,3,0,0
LGA11720,3,3,3,8,0,0,0,0,0,0,0,6,25,19,6,18,17,3,3,0,0,0,3,4,4,71,125,31,103,95,15,4,3,0,0,0,5,17,398,67,56,172,177,33,12,0,4,0,0,0,13,543,11,14,89,62,14,3,3,0,0,0,4,5,208,39,26,177,300,93,28,6,0,0,0,3,8,687,16,5,62,152,34,23,3,0,0,0,0,8,316,15,7,44,125,44,21,10,0,0,0,0,11,267,25,7,47,192,72,44,11,0,0,0,5,11,408,9,0,16,64,30,27,9,0,0,0,0,0,153,8,0,21,60,34,30,20,0,0,0,3,9,180,4,0,5,18,12,15,3,3,0,0,0,0,60,8,0,3,17,7,9,9,0,0,0,3,0,58,0,0,0,3,6,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,18,9,36,82,23
LGA11730,6,0,4,10,4,0,0,0,0,0,0,3,30,22,9,29,15,3,6,0,0,0,0,4,5,94,175,55,173,74,14,7,3,0,0,0,10,21,541,97,63,244,216,35,13,3,0,0,0,0,16,698,30,15,100,97,33,19,3,4,0,0,5,3,313,73,32,203,368,89,38,6,6,3,0,5,16,854,33,6,78,148,52,30,3,5,0,0,0,8,379,37,13,80,136,53,35,3,3,3,0,0,9,380,41,16,53,167,65,43,7,5,6,4,3,15,428,17,8,24,64,36,27,4,4,4,0,3,0,189,8,3,19,35,18,30,3,0,0,0,0,6,123,8,3,5,19,8,9,7,4,0,0,0,0,63,5,0,6,5,3,12,0,0,0,0,0,0,33,3,0,0,6,0,4,3,0,0,0,0,0,21,3,0,3,0,0,3,0,0,0,0,0,0,12,26,19,70,113,39
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,0,0,0,0,0,0,0,10,37,3,12,4,0,0,0,0,0,0,0,3,62,18,8,16,0,5,0,0,0,0,0,0,7,54,8,3,8,3,0,0,0,0,0,0,0,0,17,20,0,15,14,3,0,0,0,0,0,0,0,52,15,0,7,9,0,0,0,0,0,0,0,0,34,12,3,12,10,3,0,0,0,0,0,0,0,43,23,0,24,16,3,3,0,0,0,0,0,7,76,16,0,35,16,7,0,5,0,0,0,0,0,81,18,3,29,17,7,3,6,0,0,0,0,0,79,9,4,11,8,0,0,0,0,0,0,0,4,40,11,3,13,10,0,4,3,0,0,0,0,8,48,0,0,9,12,3,3,0,0,0,0,0,0,32,0,0,3,0,3,0,0,0,0,0,0,0,9,9,6,19,8,3
LGA11800,12,0,9,12,3,13,9,0,0,0,0,9,78,41,12,36,32,5,13,6,0,0,0,3,10,158,292,67,189,163,41,33,4,0,0,0,21,23,833,154,75,271,276,103,92,18,3,0,0,9,33,1037,33,26,134,101,36,46,22,3,3,0,5,9,411,70,39,250,429,207,284,84,12,7,0,9,26,1418,33,18,101,197,109,168,57,5,3,0,0,11,701,16,3,65,150,113,154,67,17,4,0,3,9,607,37,6,60,185,146,235,107,15,4,3,6,19,822,21,3,17,54,64,103,71,12,0,3,5,5,356,16,0,15,47,49,86,80,25,3,0,4,12,340,4,0,6,10,12,28,31,20,3,0,3,0,114,6,3,5,6,3,24,24,10,3,3,4,4,96,5,0,0,0,0,9,11,7,3,0,0,0,35,0,0,0,3,0,0,0,4,0,0,0,0,10,26,12,47,112,78
LGA12000,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,5,0,0,0,0,0,0,0,0,27,22,3,13,3,0,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,0,0,0,9,12,0,8,10,0,0,0,0,0,0,0,3,35,8,0,9,3,0,0,0,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,8,8,3,9,6,0,0,0,0,0,0,0,0,28,5,3,0,0,0,0,0,0,0,0,0,0,16,5,0,5,3,0,0,0,0,0,0,0,0,11,3,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,0
LGA12150,3,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,28,9,19,0,0,0,0,0,0,0,0,3,62,26,17,19,3,0,0,0,0,0,0,0,4,71,10,9,16,0,0,0,0,0,0,0,0,0,32,20,11,29,3,0,0,0,0,0,0,0,8,66,15,5,9,3,0,0,0,0,0,0,0,4,43,11,3,20,3,0,0,0,0,0,0,0,0,41,17,3,20,3,3,0,0,0,0,0,0,3,49,10,0,8,3,0,0,0,0,0,0,0,3,16,11,3,5,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,0,0
LGA12350,3,0,0,7,0,0,0,0,0,0,0,0,13,10,3,7,4,0,0,0,0,0,0,0,0,25,51,17,52,12,0,0,0,0,0,0,0,4,147,40,32,70,23,3,0,0,0,0,0,0,6,183,16,6,35,20,5,0,0,0,0,0,0,3,82,27,14,60,79,7,3,0,0,0,0,0,10,201,16,3,27,47,10,3,0,0,0,0,0,3,110,13,8,21,45,10,3,0,0,0,0,3,0,104,25,0,15,63,3,4,0,0,0,0,0,0,114,11,6,4,11,4,0,0,0,0,0,0,4,42,3,4,4,12,9,0,0,0,0,0,0,0,39,3,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,8,23,6
LGA12380,55,7,31,95,65,97,72,21,6,0,9,40,502,185,27,81,67,40,89,32,5,4,0,10,28,566,864,160,152,195,113,153,53,6,4,9,34,95,1840,332,161,179,276,170,238,77,10,3,0,7,70,1532,64,79,353,198,138,234,63,5,4,0,13,47,1204,123,60,302,530,453,688,257,42,9,6,15,86,2568,54,22,99,394,346,572,179,29,5,0,4,48,1750,55,17,86,324,288,630,232,27,10,0,4,35,1712,51,21,69,365,395,884,375,39,14,0,4,44,2266,37,10,24,152,211,579,255,31,3,0,10,31,1331,32,8,26,136,202,569,348,63,7,0,7,19,1418,12,0,12,40,87,272,208,35,7,0,7,13,689,12,6,5,24,46,140,104,29,3,0,0,7,367,4,0,0,7,15,45,54,20,0,0,3,4,159,3,0,0,4,9,7,12,3,0,0,0,0,47,57,38,100,212,219
LGA12700,3,0,0,3,0,0,0,0,0,0,0,3,5,3,0,3,3,0,0,0,0,0,0,0,0,15,12,4,20,6,0,0,0,0,0,0,0,7,53,16,3,19,21,4,3,0,0,0,0,0,0,62,3,0,14,9,0,0,0,0,0,0,0,0,25,8,4,23,30,13,0,3,0,0,0,0,0,73,9,0,14,23,7,7,0,0,0,0,0,0,55,0,0,8,11,8,4,0,0,0,0,4,0,32,11,3,7,11,9,0,4,0,0,0,0,8,55,8,0,4,5,10,0,0,0,0,0,0,0,27,10,0,6,7,3,0,3,0,0,0,0,0,30,5,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,5,11,4
LGA12730,5,0,4,0,0,0,0,0,0,0,0,5,12,10,0,0,3,0,0,0,0,0,0,0,0,20,40,23,30,8,0,0,0,0,0,0,0,3,110,37,34,56,13,0,0,0,0,0,0,0,3,148,3,8,12,3,0,0,0,0,0,0,0,0,28,28,26,59,31,3,0,0,0,0,0,0,7,154,18,3,35,18,0,0,0,0,0,0,0,3,86,19,3,24,30,3,0,0,0,0,0,0,3,84,20,10,31,34,0,4,0,0,0,0,0,3,104,8,0,6,15,7,3,0,0,0,0,0,8,48,9,0,10,14,0,0,0,0,0,0,0,3,39,3,0,3,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,16,19,0
LGA12750,13,0,6,7,4,0,3,0,0,0,0,0,36,21,9,12,10,6,6,3,0,0,0,0,6,78,104,35,101,70,17,10,9,0,3,0,3,18,373,63,46,134,159,35,21,5,0,0,0,4,13,491,24,15,61,64,27,16,8,3,3,0,0,3,228,56,30,123,256,119,102,15,5,0,0,5,23,730,19,8,50,101,61,33,11,4,0,0,3,6,309,15,10,33,85,57,65,10,0,0,0,0,5,278,29,4,30,91,67,64,16,3,4,0,0,11,323,18,3,16,37,36,42,15,0,3,0,3,3,189,10,0,12,26,24,42,11,4,0,0,3,6,132,0,0,3,4,9,18,4,0,0,0,0,0,49,4,3,0,3,3,5,0,3,4,0,0,0,31,0,0,0,3,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,35,55,47
LGA12850,46,19,56,99,40,45,16,0,0,0,7,35,355,114,32,120,112,22,38,3,0,4,0,6,38,487,801,161,246,323,89,117,31,7,3,0,30,95,1900,225,149,286,338,142,158,25,4,3,3,16,42,1402,75,92,540,334,151,201,26,4,0,0,9,44,1472,120,73,449,724,314,460,116,15,4,0,6,84,2367,37,25,193,385,242,279,85,9,3,0,8,26,1287,45,21,150,327,215,336,97,9,0,0,8,30,1233,53,17,161,394,318,464,129,23,4,0,12,34,1618,39,0,55,157,127,239,92,15,3,0,10,23,766,37,9,49,165,166,272,135,14,3,0,4,29,876,9,3,21,62,66,132,79,9,0,0,0,6,390,15,3,9,16,29,50,27,13,3,0,0,4,175,3,0,3,6,9,30,22,6,0,0,0,3,84,0,0,0,7,3,7,4,3,0,0,0,0,36,67,44,175,305,208
LGA12870,4,0,3,4,4,0,0,0,0,0,0,0,15,6,0,9,3,0,0,0,0,0,0,0,0,16,34,11,31,20,0,0,0,0,0,0,0,3,103,20,12,58,30,3,0,0,0,0,0,0,0,129,4,3,23,14,5,0,0,0,0,0,0,0,53,29,9,45,51,5,4,0,0,0,0,3,3,148,19,0,21,43,10,0,0,0,0,0,3,4,97,22,0,14,26,7,4,0,0,0,0,0,3,77,21,3,30,30,15,10,0,0,0,0,0,3,121,7,0,14,24,8,3,0,0,0,0,0,0,61,7,3,12,20,7,5,0,0,0,0,0,4,61,3,0,4,0,5,7,0,0,0,0,0,0,20,3,0,0,4,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,9,16,9
LGA12900,3,0,3,0,0,0,0,0,0,0,0,0,9,16,6,6,4,0,0,0,0,0,0,0,3,37,57,22,40,19,0,0,0,0,0,0,3,6,150,44,13,49,35,0,0,3,0,0,0,0,8,151,11,3,17,13,0,0,0,0,0,0,0,3,50,27,17,59,62,0,4,0,0,0,0,0,10,175,13,3,24,32,7,0,0,0,0,0,0,9,83,19,8,13,19,0,0,0,0,0,0,0,6,59,21,3,29,32,3,0,0,3,0,0,0,3,89,13,0,5,17,3,0,0,0,0,0,0,3,43,12,0,8,18,6,0,0,0,0,0,3,3,44,3,0,0,6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,9,20,0
LGA12930,21,0,12,21,35,88,112,70,10,3,6,24,402,46,17,20,24,25,38,48,17,3,0,3,21,249,308,46,52,74,67,83,66,21,5,3,9,35,775,141,52,70,103,110,150,93,30,0,0,16,31,804,25,17,109,53,55,60,54,22,0,3,0,17,419,65,31,96,192,227,322,229,80,12,3,9,42,1302,41,7,44,163,197,287,225,59,10,5,8,30,1066,43,8,16,124,177,295,248,70,9,0,7,16,1025,59,7,15,148,232,470,450,146,20,8,9,27,1595,34,4,14,57,114,305,321,124,18,5,7,10,1004,31,3,10,63,116,282,448,174,29,3,7,17,1175,18,0,8,27,41,134,231,111,22,6,4,5,613,26,3,7,17,22,65,153,102,33,11,19,3,457,15,3,3,4,6,23,77,64,28,4,7,4,236,3,0,0,0,0,5,20,24,5,5,5,0,69,22,8,30,67,74
LGA12950,0,0,6,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,0,0,0,11,13,12,13,0,0,0,0,0,0,0,0,3,40,5,19,31,0,0,0,0,0,0,0,0,0,59,3,7,4,0,0,0,0,0,0,0,0,0,14,13,11,46,7,0,0,0,0,0,0,0,4,79,5,4,16,3,0,0,0,0,0,0,0,0,29,13,6,15,0,0,0,0,0,0,0,0,3,36,10,3,24,3,0,0,0,0,0,0,0,0,38,4,3,9,0,0,0,0,0,0,0,0,0,12,10,0,14,0,0,0,0,0,0,0,0,0,26,4,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,3,0
LGA13010,0,3,0,4,0,0,0,0,0,0,0,0,6,3,3,5,0,0,0,0,0,0,0,0,3,16,50,25,42,3,0,0,0,0,0,0,0,7,121,26,25,47,14,0,0,0,0,0,0,0,5,119,17,12,23,7,0,0,0,0,0,0,0,0,61,27,31,55,24,3,0,0,0,0,0,0,3,150,9,16,30,10,0,0,0,0,0,0,0,0,72,7,11,22,10,0,0,0,0,0,0,0,4,50,21,8,27,21,0,3,0,0,0,0,0,0,76,6,0,7,11,3,0,0,0,0,0,0,0,29,8,3,9,12,0,0,0,0,0,0,0,0,30,0,0,3,3,0,0,0,0,0,0,0,0,7,3,0,4,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,12,9,0
LGA13310,5,9,9,5,4,0,0,0,0,0,0,3,40,17,13,16,8,0,0,0,0,0,0,0,0,57,116,64,78,38,3,0,0,0,0,0,3,22,326,80,72,152,84,14,6,0,0,0,0,0,10,426,15,11,54,27,0,4,0,0,0,0,0,3,113,51,49,132,159,31,19,8,3,0,0,3,14,467,14,16,55,96,23,12,0,0,0,0,0,5,228,15,7,60,98,31,9,0,0,0,0,0,6,221,22,6,54,151,54,23,0,0,0,0,3,12,332,12,4,22,59,17,18,8,0,0,0,0,7,145,9,4,14,65,24,22,9,0,0,0,0,6,151,3,0,4,18,7,14,0,3,3,0,0,4,61,0,4,3,13,7,7,0,0,0,0,0,0,32,0,0,0,3,0,4,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,5,14,6,20,49,20
LGA13340,6,0,0,0,0,0,0,0,0,0,0,4,13,8,0,5,0,0,0,0,0,0,0,0,3,15,17,7,19,4,0,0,0,0,0,0,0,0,53,30,11,29,7,5,0,0,0,0,0,0,0,88,14,5,12,8,0,0,0,0,0,0,0,4,38,16,7,43,11,0,3,0,0,0,0,0,3,91,21,8,12,12,3,0,0,0,0,0,0,0,57,11,3,17,7,3,3,0,0,0,0,0,3,46,26,7,24,14,7,4,0,0,0,0,0,3,77,20,11,9,13,3,0,0,0,0,0,0,0,47,5,3,13,3,5,3,0,0,0,0,0,0,32,7,0,0,3,0,0,3,0,0,0,0,7,19,0,0,4,3,0,0,0,0,0,0,0,0,13,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,3,0
LGA13450,10,3,11,3,0,0,0,0,0,0,0,8,36,14,3,11,13,4,0,0,0,0,0,3,4,51,84,31,50,30,13,5,0,0,0,0,0,13,225,63,24,69,39,14,0,0,0,0,0,0,8,221,24,4,35,16,7,3,0,0,0,0,0,5,90,38,15,105,109,57,21,8,0,0,0,4,15,362,23,10,60,68,29,15,3,0,0,0,3,6,221,19,7,39,82,38,23,4,0,0,0,3,3,214,39,11,61,117,68,41,7,0,0,0,0,19,365,16,0,24,58,41,20,12,0,0,0,0,3,183,22,0,19,60,28,46,4,0,0,0,0,3,187,3,0,4,14,13,25,13,0,0,0,0,3,80,3,0,4,5,7,12,5,3,0,0,3,0,46,3,0,0,3,3,0,7,0,0,0,3,0,19,0,0,0,0,0,3,0,0,0,0,0,0,4,17,12,33,52,26
LGA13510,4,0,0,3,0,0,0,0,0,0,0,0,10,19,3,3,3,0,0,0,0,0,0,0,0,27,66,15,35,11,3,0,0,0,0,0,0,6,131,31,21,42,26,0,0,0,0,0,0,7,3,121,9,6,34,6,3,0,0,0,0,0,0,0,60,35,15,65,28,4,0,0,0,0,0,3,3,152,19,7,33,14,0,0,0,0,0,0,0,3,84,13,3,28,25,0,0,3,0,0,0,0,0,73,21,12,33,29,0,0,0,0,0,0,0,3,101,17,3,15,7,3,0,0,0,0,0,0,0,47,13,3,4,8,3,0,0,0,0,0,0,3,36,0,0,3,9,0,0,0,0,0,0,0,0,14,4,0,3,3,5,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,16,7,4
