LGA_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
LGA35600,111,29,13,545,120,64,101,55,46,379,10,4,3,0,3,16,507,209,225,91,66,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,14,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,7,0,3,0,0,9,5,0,0,0,0,7,0,0,0,0,0,0,14,0,3,0,0,20,3,0,0,0,0,3,537,212,237,93,63,1145,3,0,0,0,0,4,18,0,3,0,0,18,76,20,11,3,3,105,266,95,92,36,13,503,134,82,95,39,32,383,13,5,3,3,0,21,502,202,199,78
LGA35670,14,16,16,68,6,4,3,6,29,48,0,0,0,0,0,0,17,21,17,20,44,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,3,4,0,0,19,0,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,5,6,0,5,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,31,28,26,48,158,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,17,12,19,20,14,24,88,3,6,5,11,30,62,0,0,0,0,0,0,29,31,33,25
LGA35740,932,228,66,5571,2103,986,1339,602,271,5308,43,13,8,6,0,76,5993,2321,2358,848,340,11864,0,0,0,0,0,0,22,0,0,0,0,27,368,72,19,0,0,458,299,62,27,9,0,399,10,0,0,5,0,12,14,0,0,0,0,14,714,133,48,12,0,909,0,0,0,0,0,3,46,3,0,0,0,49,332,70,25,0,0,426,170,64,38,4,0,284,9,9,3,0,0,17,5,3,0,0,0,7,560,149,61,9,0,783,12,3,0,0,0,9,22,0,0,0,0,21,32,3,3,5,0,38,24,6,7,3,0,39,3,0,4,0,0,6,0,0,0,0,0,0,91,14,8,9,0,116,4,0,0,0,0,3,7356,2613,2482,880,345,13673,5,3,0,0,0,13,85,8,9,5,0,110,609,121,73,16,9,834,3228,1127,834,222,45,5458,2355,1147,1411,672,313,5900,74,27,13,9,9,140,6363,2436,2342,927
LGA35760,213,90,35,1378,339,143,146,113,65,797,30,9,3,0,0,46,1448,478,386,209,101,2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,7,6,0,3,3,0,8,0,0,0,0,0,0,14,3,3,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,0,0,22,9,0,0,0,0,10,18,0,0,0,0,18,4,0,0,0,0,9,12,0,0,0,0,16,5,0,3,0,3,12,3,0,0,0,0,3,47,4,4,0,3,60,0,0,0,0,0,0,1527,490,401,213,108,2741,3,3,0,0,0,8,39,6,8,0,0,48,247,33,14,10,6,305,720,241,181,77,29,1246,330,142,156,130,60,824,21,12,10,0,4,37,1356,427,367,216
LGA35780,23,32,48,163,9,24,23,13,63,132,0,0,0,0,0,3,58,61,57,44,114,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,11,27,4,5,4,8,55,5,3,3,3,3,14,0,0,0,0,0,0,3,0,0,0,0,3,36,13,13,7,10,84,0,0,0,0,0,7,3,3,0,0,0,8,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,4,3,0,0,28,0,0,0,0,0,0,104,81,69,58,123,438,0,0,0,0,0,0,5,0,0,0,0,11,27,15,15,7,11,78,43,33,43,42,63,227,18,15,23,24,81,158,3,0,0,0,0,9,98,70,78,80
LGA35790,15,32,70,147,7,8,19,14,72,113,0,0,0,0,0,0,23,24,37,42,152,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,16,5,5,3,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,12,3,4,43,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,13,0,0,0,0,0,0,53,33,44,43,155,331,0,0,0,0,0,0,4,0,0,0,0,3,20,11,7,12,14,56,23,25,35,23,65,173,4,13,12,14,77,121,0,0,0,0,0,0,50,49,52,46
LGA35800,27,13,13,171,68,29,17,23,16,154,0,0,0,0,3,10,212,82,57,45,30,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,0,0,4,227,86,59,44,30,445,3,0,0,0,0,3,10,0,0,0,0,15,52,14,0,0,0,71,84,37,26,12,4,158,57,28,22,12,15,127,0,0,0,0,3,7,208,83,47,21
LGA36070,15,6,12,65,3,4,3,0,15,36,0,0,0,0,0,0,35,22,18,5,28,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,5,25,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,32,19,13,33,137,0,0,0,0,0,0,0,0,0,0,0,0,15,7,9,0,0,32,29,15,12,6,12,74,11,4,10,3,12,40,0,0,0,0,0,3,53,27,32,12
LGA36150,18,8,3,106,32,17,25,13,7,88,3,0,0,0,0,0,110,51,42,25,6,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,0,3,127,51,45,27,6,249,0,0,0,0,0,0,3,0,0,0,0,6,19,4,0,0,0,18,51,10,17,10,3,88,24,13,19,8,7,66,5,0,0,0,0,3,100,30,32,21
LGA36250,2508,630,207,12890,6161,4165,5965,2974,1338,20592,150,43,29,25,14,254,14023,7413,8575,3653,1571,35239,3,0,0,0,0,3,54,0,0,0,0,54,796,128,28,7,6,963,570,246,124,44,12,1000,29,14,20,3,8,74,22,0,3,3,0,31,1481,383,181,58,19,2126,0,0,0,0,0,0,40,0,0,0,0,46,272,52,19,3,3,346,157,69,20,0,4,247,10,6,0,0,3,19,9,3,0,0,0,16,485,129,36,3,8,666,9,0,0,0,0,9,31,3,0,0,3,43,20,3,0,0,0,28,13,8,3,0,0,19,3,0,0,4,0,10,3,0,0,0,0,3,80,20,6,4,4,110,3,0,3,0,0,8,16066,7946,8805,3718,1604,38140,7,5,9,0,3,24,108,10,14,5,3,141,1002,174,60,19,11,1270,6254,2726,2189,553,197,11920,7370,4799,6271,2916,1414,22770,191,89,74,27,30,423,14935,7806,8617,3521
LGA36300,16,10,4,86,22,11,23,16,3,82,5,0,0,0,0,8,100,40,37,27,5,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,105,39,37,27,5,216,0,0,0,0,0,0,7,0,0,0,0,7,19,3,3,0,3,28,44,20,20,9,0,93,34,8,10,5,3,60,3,0,0,0,0,3,97,32,39,17
LGA36370,1705,641,252,9016,2018,1321,1699,982,674,6704,123,36,37,20,24,244,7758,3917,3641,1698,995,18004,0,0,0,0,0,0,8,0,0,0,0,8,132,24,12,0,0,172,66,20,21,4,0,115,3,4,0,3,3,18,12,0,0,0,0,15,221,55,31,12,3,319,0,0,3,0,0,5,20,3,0,0,0,28,333,123,44,17,3,522,111,45,38,10,6,209,12,5,3,4,0,21,10,11,6,0,0,24,491,188,82,33,8,805,12,0,0,0,0,14,36,5,0,0,0,40,18,5,4,0,3,32,7,11,0,0,0,16,0,3,3,3,3,14,0,0,0,0,0,0,78,21,11,7,5,119,3,0,3,0,0,4,8555,4176,3762,1751,1013,19257,5,8,0,3,3,21,95,10,7,3,0,122,1119,326,153,52,19,1667,4241,2032,1670,545,210,8698,2469,1664,2002,1078,653,7871,144,59,43,22,23,280,8081,4092,3884,1699
LGA36510,772,252,107,4539,1428,763,941,634,385,4152,44,22,11,3,3,79,4673,1867,1790,907,512,9746,0,0,0,0,0,0,3,0,0,0,0,3,60,8,0,0,0,75,17,7,0,0,0,30,0,3,0,0,0,0,3,0,0,0,0,4,87,19,3,0,0,107,0,0,0,0,0,0,6,0,0,0,0,10,56,5,0,0,0,60,8,12,8,0,0,24,4,0,0,0,0,7,0,0,0,0,0,3,75,21,5,0,3,107,9,0,0,0,0,7,18,0,0,0,0,21,14,9,3,0,0,22,9,3,3,0,0,14,6,3,0,3,0,12,3,0,0,0,0,3,57,16,9,4,0,80,3,0,0,4,0,10,4903,1914,1808,913,513,10049,3,3,3,0,0,8,94,11,10,0,3,117,602,137,67,14,7,826,2520,924,772,217,90,4525,1576,873,1106,648,431,4635,76,20,20,11,12,133,4873,1968,1973,893
LGA36580,417,154,56,2537,851,483,566,358,231,2491,28,18,15,9,11,74,2775,1106,1046,536,304,5770,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,5,0,0,0,14,0,3,0,0,3,10,0,0,0,0,0,0,13,7,0,3,3,25,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,15,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,19,10,4,0,0,33,6,0,0,0,0,5,17,0,0,0,0,17,14,8,0,0,0,16,11,0,3,0,3,14,3,0,0,0,0,8,0,0,0,0,0,0,49,7,6,0,3,63,0,0,0,0,0,3,2854,1133,1061,540,303,5887,5,0,3,3,0,9,47,5,3,3,3,55,447,78,49,4,10,587,1381,521,406,138,54,2507,975,582,642,414,290,2902,57,17,11,13,11,107,2910,1205,1118,569
LGA36630,626,232,102,3915,1106,496,632,440,300,2976,60,16,15,10,8,109,4196,1405,1344,698,421,8072,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,3,0,30,0,0,0,0,0,0,11,0,0,0,0,8,104,18,8,5,0,137,22,13,6,3,0,51,5,0,3,0,0,14,0,0,0,0,0,3,145,36,16,4,4,214,9,0,0,0,0,10,22,0,0,0,0,26,20,3,0,0,0,23,7,0,4,0,0,11,5,0,0,0,0,9,5,0,0,0,0,3,64,7,6,0,3,85,7,0,0,0,0,14,4449,1449,1373,714,430,8412,14,0,0,0,3,14,97,11,4,3,4,112,694,134,45,14,7,886,2241,719,553,197,99,3805,1202,546,626,442,280,3095,86,22,7,12,13,138,4327,1429,1236,664
LGA36660,668,250,105,4118,1364,641,758,483,340,3584,48,7,15,6,8,84,4434,1617,1500,754,465,8756,0,0,0,0,0,0,0,0,0,0,0,0,52,5,0,0,0,55,22,12,4,3,0,37,3,3,3,0,0,9,0,0,0,0,0,0,73,22,11,7,0,108,0,0,0,0,0,0,10,0,0,0,0,10,102,14,4,3,0,124,23,9,0,3,0,37,5,0,4,0,0,12,3,0,0,0,0,6,136,28,14,7,0,180,0,0,0,0,0,3,12,3,0,0,0,17,5,3,0,0,0,8,9,3,3,0,0,18,5,3,0,0,3,17,0,0,0,0,0,0,34,11,11,3,3,59,14,4,3,0,0,17,4694,1673,1528,765,468,9127,12,0,0,0,0,13,82,4,4,3,4,98,609,112,68,12,7,811,2334,785,609,205,88,4020,1463,681,783,492,329,3755,84,13,18,11,8,131,4573,1609,1477,721
LGA36720,4631,1148,340,25602,10102,5774,8114,4144,1905,30038,246,73,62,35,13,434,26852,11955,13075,5401,2286,59571,3,0,0,0,0,5,74,8,4,0,0,87,1736,227,64,9,0,2039,1693,564,282,70,16,2625,69,27,60,20,9,188,55,10,10,0,0,73,3631,849,418,94,30,5017,11,0,0,0,0,9,182,21,0,0,0,204,2365,470,116,16,0,2972,1481,490,240,56,13,2278,63,19,23,13,7,123,59,10,0,0,0,71,4155,1015,380,93,23,5669,26,3,3,4,0,35,175,12,4,0,0,187,297,37,11,6,6,361,76,15,24,12,3,123,18,3,4,8,4,38,24,3,0,0,0,29,616,67,43,23,15,768,17,3,4,3,3,31,35277,13887,13923,5611,2349,71057,33,18,8,0,7,66,276,54,30,15,8,378,2249,487,252,91,23,3103,13633,5560,4600,1120,341,25249,11595,6791,9546,4689,2252,34874,372,157,112,51,43,728,28161,13065,14543,5966
LGA36820,518,170,83,3027,696,355,398,280,207,1940,50,19,13,10,7,97,3174,1045,982,484,300,5991,0,0,0,0,0,0,4,0,0,0,0,4,24,3,3,0,0,35,11,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,37,5,5,3,0,53,0,0,0,0,0,0,19,3,0,0,0,24,90,17,10,0,3,115,33,14,7,0,0,52,4,0,0,0,0,5,3,3,3,0,0,12,147,33,14,3,7,205,12,0,0,0,0,11,32,0,0,0,0,32,29,11,3,0,0,37,11,3,5,0,0,23,3,5,0,0,0,9,3,0,0,0,0,3,92,14,13,0,0,121,8,3,0,0,0,10,3449,1107,1016,490,304,6373,27,7,3,0,0,39,113,10,3,3,3,125,590,121,51,17,8,783,1736,557,484,148,69,2994,778,366,459,290,211,2101,76,13,9,5,3,109,3320,1063,1006,466
LGA36910,2916,1048,376,16864,5824,3183,4024,2482,1484,16996,204,36,35,34,18,325,16520,7173,7139,3614,1889,36330,0,0,0,0,0,0,16,0,0,0,0,18,307,57,14,5,0,380,265,98,58,15,11,446,42,20,26,19,12,110,4,0,0,0,0,9,636,178,94,36,22,962,3,0,0,0,0,3,60,7,0,0,0,71,838,202,84,19,0,1138,338,125,66,29,3,558,18,14,14,9,4,59,29,14,0,0,0,43,1280,354,171,49,17,1877,9,0,0,0,0,6,32,0,0,0,0,35,14,0,5,0,0,17,19,5,10,0,0,33,11,3,0,0,0,17,12,0,0,0,0,9,88,10,10,6,4,119,8,5,9,3,0,26,18528,7721,7421,3712,1928,39310,13,10,9,3,0,31,112,15,23,12,4,164,1312,279,129,39,15,1777,8676,3296,2577,980,356,15887,6661,3629,4447,2581,1554,18871,223,88,73,22,30,434,16996,7324,7256,3630
LGA36950,33,31,35,161,6,16,35,23,62,140,10,4,0,3,10,25,78,69,79,63,108,395,0,0,0,0,0,0,0,0,0,0,0,3,22,10,0,6,4,37,11,12,9,3,8,46,0,4,3,3,4,12,0,0,0,0,4,3,36,29,15,5,17,101,0,0,0,0,0,0,5,0,0,0,0,8,28,15,5,3,0,50,9,11,10,3,13,38,0,0,0,0,0,3,0,0,0,0,0,0,39,20,19,8,9,99,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,4,0,0,0,9,0,0,0,0,0,0,158,120,114,74,142,612,0,0,0,0,0,0,4,3,0,0,0,7,49,21,12,14,11,103,41,30,53,27,49,200,20,15,23,26,65,151,20,11,10,4,3,42,139,81,94,64
LGA36960,31,39,48,223,66,59,60,63,151,403,3,5,0,3,5,18,159,122,104,118,215,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,3,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,0,3,30,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,172,127,113,114,222,747,0,0,0,0,0,0,0,0,0,0,0,0,19,16,11,5,5,61,62,47,45,41,47,235,71,69,63,64,154,424,8,0,0,0,3,17,160,137,126,113
LGA37010,3433,1077,484,18126,5130,3976,5005,2768,1552,18431,175,97,46,29,42,392,15698,8899,8670,3934,2104,39304,0,0,0,0,0,3,26,3,0,0,0,30,633,184,68,12,4,894,304,148,99,36,14,595,48,31,38,18,12,145,20,6,8,0,0,38,1028,382,206,64,35,1708,5,0,0,0,0,6,142,10,0,0,0,154,1406,394,123,24,4,1950,464,196,119,21,4,803,18,10,10,10,5,57,32,17,12,0,0,53,2067,628,264,56,17,3028,40,0,0,4,0,38,106,4,3,0,0,114,32,5,4,3,0,51,34,8,5,0,0,49,12,3,3,0,0,18,11,4,0,0,0,10,228,21,19,8,0,283,16,4,0,3,0,24,19039,9936,9157,4063,2154,44347,22,3,4,5,0,39,170,30,12,4,3,224,1397,328,141,26,13,1906,9132,4295,3196,909,368,17901,6336,4600,5623,3025,1593,21173,234,109,78,46,44,518,17288,9371,9053,4019
LGA37300,93,35,21,334,47,27,52,38,29,187,3,3,3,0,0,11,178,112,147,74,47,559,0,0,0,0,0,0,7,0,0,0,0,7,57,16,7,0,0,80,4,4,9,3,0,16,3,3,0,0,0,5,0,0,0,0,0,0,69,22,14,3,0,111,0,0,0,0,0,0,0,0,0,0,0,0,34,18,5,0,0,53,18,12,11,3,0,43,3,0,0,0,0,4,4,0,0,0,0,4,55,27,12,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,308,163,180,84,48,779,0,0,0,0,0,0,0,3,0,0,0,6,16,3,3,0,0,29,98,65,119,29,18,330,47,44,79,45,42,258,3,4,0,0,0,11,170,125,202,74
LGA37310,664,242,115,3487,1116,583,716,524,307,3253,65,10,14,3,9,105,3521,1413,1454,799,446,7634,0,0,0,0,0,0,3,0,0,0,0,3,18,3,0,3,0,29,15,3,0,0,0,14,9,0,0,4,4,21,0,0,0,0,0,0,46,9,7,5,4,62,0,0,0,0,0,0,8,0,0,0,0,7,52,12,0,0,0,71,15,0,5,3,0,25,4,0,3,0,4,5,0,0,0,0,0,0,75,13,10,4,4,108,7,0,0,0,0,7,12,0,0,0,0,15,4,6,4,0,0,16,13,3,6,3,0,18,4,0,0,0,0,6,6,0,0,0,0,8,47,8,9,5,3,71,3,0,5,0,0,12,3694,1447,1480,810,454,7887,8,0,3,0,0,17,92,11,10,3,0,109,428,88,45,20,10,590,1702,657,539,208,87,3197,1278,671,847,552,305,3654,66,26,14,13,5,123,3582,1452,1454,799
