LGA_CODE_2016,C06_0_74_1PF_CU15DS,C06_0_74_1PF_CU15NDS,C06_0_74_1PFnCU15DS,C06_0_74_1PF_NDCO,C06_0_74_T,C06_75_99_1PF_CU15DS,C06_75_99_1PF_CU15NDS,C06_75_99_1PFnCU15DS,C06_75_99_1PF_NDCO,C06_75_99_T,C06_100_149_1PF_CU15DS,C06_100_149_1PF_CU15NDS,C06_100_149_1PFnCU15DS,C06_100_149_1PF_NDCO,C06_100_149_T,C06_150_199_1PF_CU15DS,C06_150_199_1PF_CU15NDS,C06_150_199_1PFnCU15DS,C06_150_199_1PF_NDCO,C06_150_199_T,C06_200_224_1PF_CU15DS,C06_200_224_1PF_CU15NDS,C06_200_224_1PFnCU15DS,C06_200_224_1PF_NDCO,C06_200_224_T,C06_225_274_1PF_CU15DS,C06_225_274_1PF_CU15NDS,C06_225_274_1PFnCU15DS,C06_225_274_1PF_NDCO,C06_225_274_T,C06_275_349_1PF_CU15DS,C06_275_349_1PF_CU15NDS,C06_275_349_1PFnCU15DS,C06_275_349_1PF_NDCO,C06_275_349_T,C06_350_449_1PF_CU15DS,C06_350_449_1PF_CU15NDS,C06_350_449_1PFnCU15DS,C06_350_449_1PF_NDCO,C06_350_449_T,C06_450_549_1PF_CU15DS,C06_450_549_1PF_CU15NDS,C06_450_549_1PFnCU15DS,C06_450_549_1PF_NDCO,C06_450_549_T,C06_550_649_1PF_CU15DS,C06_550_649_1PF_CU15NDS,C06_550_649_1PFnCU15DS,C06_550_649_1PF_NDCO,C06_550_649_T,C06_650_749_1PF_CU15DS,C06_650_749_1PF_CU15NDS,C06_650_749_1PFnCU15DS,C06_650_749_1PF_NDCO,C06_650_749_T,C06_750_849_1PF_CU15DS,C06_750_849_1PF_CU15NDS,C06_750_849_1PFnCU15DS,C06_750_849_1PF_NDCO,C06_750_849_T,C06_850_949_1PF_CU15DS,C06_850_949_1PF_CU15NDS,C06_850_949_1PFnCU15DS,C06_850_949_1PF_NDCO,C06_850_949_T,C06_950ov_1PF_CU15DS,C06_950ov_1PF_CU15NDS,C06_950ov_1PFnCU15DS,C06_950ov_1PF_NDCO,C06_950ov_T,C06_Rns_1PF_CU15DS,C06_Rns_1PF_CU15NDS,C06_Rns_1PFnCU15DS,C06_Rns_1PF_NDCO,C06_Rns_T,C06_Tot_1PF_CU15DS,C06_Tot_1PF_CU15NDS,C06_Tot_1PFnCU15DS,C06_Tot_1PF_NDCO,C06_Tot_T,C11_0_74_1PF_CU15DS,C11_0_74_1PF_CU15NDS,C11_0_74_1PFnCU15DS,C11_0_74_1PF_NDCO,C11_0_74_T,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_T,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_T,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_T,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_T,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_T,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_T,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_T,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_T,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_T,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_T,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_T,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_T,C11_950ov_1PF_CU15_DS,C11_950ov_1PF_CU15_NDS,C11_950ov_1PFnoCU15_DS,C11_950ov_1PF_NDCO,C11_950ov_T,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_T,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_T,C16_0_74_1PF_CU15DS,C16_0_74_1PF_CU15NDS,C16_0_74_1PFnCU15DS,C16_0_74_1PF_NDCO,C16_0_74_T,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_T,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_T,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_T,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_T,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_T,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_T,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_T
LGA23190,0,16,3,6,23,4,39,5,6,56,10,68,4,26,105,17,70,13,11,113,4,17,0,3,24,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,32,219,27,59,334,0,8,3,4,17,0,5,0,0,12,8,35,4,16,66,13,103,12,28,154,0,29,8,5,42,5,40,7,6,59,0,10,4,0,18,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,3,4,17,37,247,35,78,394,3,4,0,3,11,0,3,5,4,8,0,29,3,8,38,4,64,5,16,93,6,37,5,16,70,6,40,5,13,68,8,43,3,5,67,6,14,0,0,20
LGA23270,8,71,13,36,123,34,153,18,20,215,39,147,25,62,274,79,442,75,155,748,73,330,43,82,531,45,184,25,50,306,14,36,5,5,61,3,17,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,0,13,22,57,15,25,122,311,1442,228,443,2422,14,39,14,42,109,3,21,13,31,62,31,130,34,43,237,32,110,38,55,228,20,102,33,46,195,44,250,69,120,485,131,553,118,222,1023,55,207,53,71,379,3,14,0,3,21,0,3,0,3,11,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,4,3,6,14,15,74,17,36,144,347,1505,381,680,2918,9,40,8,22,84,3,13,4,8,22,13,89,25,61,179,27,70,25,46,167,26,60,17,47,148,20,136,46,78,282,156,709,204,400,1472,138,432,129,229,922
LGA23350,3,8,3,3,12,0,3,0,4,8,4,24,11,3,45,13,43,9,9,65,0,8,0,0,13,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,18,99,24,17,157,0,3,0,0,7,0,0,0,0,0,3,10,3,9,26,3,34,9,3,56,3,28,3,7,46,6,26,11,7,42,0,17,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,19,131,28,32,210,0,4,0,3,8,0,0,0,0,0,0,3,3,3,6,3,12,9,11,30,3,18,3,6,29,8,33,6,10,57,3,41,3,0,45,6,9,3,0,16
LGA23430,6,48,10,23,90,11,55,11,10,83,13,79,18,63,173,29,271,93,143,543,22,169,32,97,326,37,209,64,88,397,14,91,29,32,166,10,29,14,11,66,0,5,0,3,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,4,0,0,4,6,26,16,11,65,162,992,297,488,1931,3,23,21,20,73,0,21,7,16,40,16,63,15,24,116,3,43,19,41,110,11,50,13,39,112,14,131,35,81,268,46,271,106,168,591,52,190,95,117,458,17,65,29,28,139,7,4,9,4,28,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,0,12,9,20,12,21,63,186,890,371,563,2012,4,20,7,24,55,0,5,3,0,11,6,41,5,20,72,9,31,6,33,75,4,14,6,19,53,7,52,34,45,139,26,208,70,171,480,57,350,165,217,786
LGA23670,5,36,15,23,74,11,80,13,9,111,21,102,18,31,171,40,276,43,114,470,29,237,42,69,377,60,257,60,84,450,23,78,22,26,144,8,6,3,7,25,0,3,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,7,0,4,11,15,35,13,16,78,213,1127,216,384,1930,7,21,6,12,46,0,18,9,16,41,22,75,20,24,139,20,56,25,30,126,8,36,10,24,80,21,154,46,92,315,85,393,100,168,741,63,204,74,121,465,9,16,8,13,52,0,4,3,3,10,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,9,32,12,14,69,245,1023,309,525,2099,0,20,12,14,43,0,4,0,9,13,0,47,17,20,86,12,28,19,28,82,7,30,8,19,74,8,59,22,36,121,31,271,84,161,559,120,420,172,258,966
LGA23810,4,69,17,30,123,6,196,25,24,251,61,425,51,119,655,38,284,30,43,391,15,24,3,0,49,9,24,4,0,40,0,0,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,8,42,3,3,59,142,1078,134,235,1590,4,23,9,13,49,3,34,12,25,72,28,234,32,81,373,54,435,65,105,658,16,153,17,19,204,29,152,18,25,219,15,60,9,15,103,10,15,0,5,24,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,22,4,9,38,158,1132,165,288,1749,7,16,4,9,32,0,15,0,10,28,20,111,19,50,194,32,272,50,100,448,20,193,32,50,296,32,302,41,56,420,45,173,26,32,275,9,38,5,11,65
LGA23940,4,7,0,0,16,0,6,0,0,14,5,30,0,3,37,3,7,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,49,4,8,74,0,6,0,5,9,0,0,0,0,0,3,18,8,0,30,0,18,7,0,24,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,10,12,75,0,3,0,3,10,0,0,0,0,0,4,3,0,0,9,3,13,5,3,25,0,6,0,3,6,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA24130,0,21,4,7,32,7,15,0,0,27,5,26,4,8,49,11,98,9,22,145,0,28,4,4,40,9,39,4,8,64,5,8,0,3,13,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,9,46,249,28,52,378,3,9,0,9,27,0,3,0,3,14,5,14,3,6,31,9,32,6,12,52,5,25,8,11,46,7,59,9,8,85,16,64,11,19,114,7,23,10,8,41,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,11,48,235,60,80,429,0,5,0,3,13,0,0,0,0,0,3,11,4,3,16,0,8,3,4,16,3,11,0,9,26,4,19,5,17,45,17,62,22,31,125,15,79,19,16,131
LGA24210,4,19,10,10,46,4,11,3,0,22,8,16,6,11,37,3,26,20,23,69,13,56,23,35,128,25,142,47,68,278,18,75,47,48,188,14,34,20,18,87,3,9,3,3,18,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11,3,12,3,10,39,96,421,182,232,927,0,22,7,11,37,3,3,0,0,5,4,14,5,5,34,0,7,4,6,24,4,12,5,3,22,5,15,9,25,55,26,97,60,66,247,51,132,73,84,333,12,51,21,26,107,3,8,9,6,26,0,7,0,5,13,0,0,0,0,3,0,0,0,0,0,0,4,3,0,6,5,15,15,15,48,112,384,218,252,968,3,12,7,13,37,0,0,0,0,0,3,7,3,7,24,3,13,3,7,24,0,4,6,3,9,4,5,3,13,27,7,43,29,49,129,39,198,87,107,426
LGA24250,0,6,0,0,4,0,3,0,0,3,3,18,3,6,24,5,15,8,5,29,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,50,7,14,81,0,0,0,5,7,0,0,0,0,0,0,9,4,4,19,4,14,3,0,21,3,11,0,0,18,0,18,3,3,26,0,3,0,0,7,0,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63,14,21,103,0,3,0,0,3,0,0,0,0,0,0,7,0,3,8,0,4,0,4,9,0,7,0,3,8,0,16,0,3,17,0,21,3,3,27,0,3,3,0,8
LGA24330,3,54,26,33,121,25,107,22,21,171,33,123,35,73,266,29,207,57,108,406,9,70,20,35,133,4,83,19,44,151,7,24,12,9,54,0,11,0,8,17,0,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,25,0,22,54,119,723,193,358,1391,3,26,6,18,51,7,26,6,21,63,22,74,19,31,143,21,61,20,53,161,8,48,25,29,113,21,120,27,56,229,25,122,50,53,246,13,81,24,42,162,0,20,8,9,43,0,4,3,3,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,20,16,14,60,130,606,214,339,1293,3,14,3,21,43,0,3,3,5,10,6,64,22,31,126,11,47,16,30,104,10,26,15,42,90,15,61,34,41,151,20,134,42,67,274,18,170,50,84,326
LGA24410,3,28,11,14,59,9,73,11,11,101,12,55,14,37,123,32,295,61,132,524,31,209,49,71,356,32,180,53,67,334,18,51,14,15,88,0,9,4,3,12,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,7,3,25,10,10,45,143,940,223,358,1664,3,18,10,15,53,0,9,5,4,28,6,68,14,16,113,5,55,16,37,112,3,40,13,34,87,19,160,48,92,318,60,332,103,151,639,46,175,65,81,362,0,24,13,7,38,3,0,0,0,6,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,6,0,4,7,9,30,3,17,63,157,927,293,454,1832,3,15,6,9,32,0,3,0,3,5,5,44,15,14,80,10,34,3,21,64,3,26,4,35,68,8,43,19,30,98,31,270,79,162,540,65,317,146,158,686
LGA24600,3,21,12,36,66,11,91,26,16,142,22,79,27,41,170,12,28,11,31,78,3,19,9,9,36,3,38,14,12,67,3,43,30,35,106,10,36,22,43,113,3,10,20,7,38,0,3,3,3,8,0,0,4,0,5,0,4,3,0,7,0,0,0,0,3,5,11,3,7,26,3,21,12,11,48,77,408,193,239,924,0,16,11,12,33,0,16,7,21,46,14,121,31,33,196,18,36,19,35,109,9,24,3,12,43,4,22,23,23,75,6,36,22,37,101,3,49,33,30,118,12,45,31,28,116,3,22,28,22,73,0,7,22,16,45,0,5,3,4,16,0,4,3,0,9,0,9,3,6,24,10,25,20,17,69,79,437,260,299,1074,3,21,15,13,47,3,5,3,4,17,8,83,34,46,177,23,62,25,32,143,7,25,10,32,69,9,26,22,25,78,11,47,21,48,125,9,71,46,43,173
LGA24650,7,28,4,19,62,7,53,7,5,71,10,63,10,13,97,44,344,39,84,508,29,182,20,24,252,13,123,18,11,168,3,17,0,5,19,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,7,31,5,10,48,126,848,96,176,1238,8,34,7,8,58,0,10,0,7,16,6,54,4,12,85,22,88,12,35,161,16,131,17,58,223,51,327,42,78,497,81,381,59,107,633,34,91,29,35,189,3,11,3,6,25,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,40,7,12,69,223,1182,179,380,1965,7,32,5,14,52,0,0,3,3,11,3,38,6,10,58,6,40,6,16,71,9,51,13,36,101,43,321,56,128,551,109,553,108,191,954,96,261,68,93,513
LGA24780,8,39,8,8,66,15,103,15,15,147,20,166,16,39,242,41,308,46,59,452,9,68,8,18,102,10,51,8,7,80,4,3,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,24,7,6,42,113,774,108,150,1140,5,17,3,13,43,5,21,5,14,44,21,140,20,32,214,35,248,47,78,405,23,156,25,33,242,31,163,32,31,259,13,44,10,6,74,0,8,0,0,7,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,6,3,28,131,821,155,219,1328,7,16,3,6,25,3,7,0,0,12,9,68,7,28,119,17,135,26,63,236,15,95,18,39,171,32,209,31,50,324,41,151,32,42,267,6,46,7,11,75
LGA24850,0,19,6,5,32,6,31,0,3,43,15,58,8,23,102,20,122,15,26,182,4,44,10,3,65,3,17,0,0,28,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,17,3,3,22,53,313,42,65,476,3,11,4,8,25,0,17,0,7,21,11,35,6,8,63,22,79,17,28,145,4,35,6,11,59,17,79,13,14,122,22,63,9,15,113,0,20,0,7,34,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,4,8,30,80,363,67,110,623,0,12,0,12,20,0,3,0,0,3,0,18,7,4,29,9,30,14,16,65,3,39,15,10,68,11,78,21,34,146,44,168,26,43,281,13,50,17,13,92
LGA24900,0,13,3,5,27,3,41,0,3,48,13,61,5,29,110,10,102,13,9,133,3,29,3,3,40,0,14,3,4,23,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,3,9,13,27,268,31,73,393,0,6,0,3,17,0,12,0,3,20,6,56,9,20,86,10,97,10,23,151,13,54,8,14,80,9,48,10,7,72,5,16,3,4,25,0,3,0,3,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,11,50,308,40,83,470,3,15,0,5,22,0,0,0,3,3,7,31,4,11,55,6,57,13,26,107,7,58,9,29,100,16,85,18,14,128,13,58,4,23,94,6,26,4,3,38
LGA24970,3,47,13,21,87,7,70,14,12,103,19,54,18,42,145,23,120,42,99,286,23,123,49,104,300,46,202,91,107,450,29,121,65,50,266,12,34,23,15,81,0,7,3,4,15,0,3,0,0,6,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,7,11,0,7,24,9,29,16,15,69,171,835,337,488,1831,4,39,16,21,78,0,27,11,21,54,13,74,23,18,121,12,38,16,42,109,10,16,18,26,73,7,53,36,43,144,32,191,119,146,490,62,245,129,118,549,24,68,62,34,195,11,13,4,10,45,4,8,5,0,14,0,3,0,3,3,0,3,0,0,3,3,9,3,7,16,9,36,13,20,79,195,820,456,514,1978,3,17,17,11,50,0,3,0,0,3,12,56,16,23,112,5,37,15,21,84,3,15,8,22,59,9,25,23,29,88,17,113,60,109,295,67,284,163,191,702
LGA25060,8,56,20,40,119,18,163,20,17,217,24,102,30,62,221,27,119,37,94,272,21,122,34,54,233,20,144,35,54,248,9,53,43,29,131,3,13,6,5,29,0,3,3,0,7,3,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,3,0,0,3,3,9,3,0,13,12,36,8,21,72,149,815,228,377,1572,3,24,16,11,48,3,32,15,19,73,19,145,25,22,220,17,68,22,55,158,5,35,13,33,86,14,73,34,56,183,37,156,58,115,369,32,150,45,58,283,10,34,15,11,77,0,3,5,4,9,0,4,0,0,7,0,0,0,0,3,0,0,0,0,3,3,0,0,3,9,3,44,13,29,85,148,771,266,420,1609,4,23,11,28,69,0,7,4,3,19,14,94,37,34,180,16,69,19,31,140,7,23,14,30,68,19,66,10,52,142,31,137,58,129,348,30,187,93,119,430
LGA25150,3,17,3,8,32,7,40,3,5,51,10,38,7,9,65,13,106,9,19,145,4,19,0,3,32,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,36,244,23,49,351,0,5,0,3,13,0,8,3,3,11,9,45,6,16,76,4,39,8,30,77,0,37,5,5,50,13,45,13,9,77,12,51,13,7,79,5,6,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,23,40,259,51,84,429,6,8,0,10,20,0,0,0,0,3,4,16,5,7,37,3,19,5,7,37,3,18,3,14,45,3,51,15,27,96,17,112,23,37,189,8,26,11,9,48
LGA25250,5,54,19,40,120,18,95,6,15,128,26,113,18,76,225,40,311,97,169,615,30,207,30,77,341,31,138,42,85,290,9,65,24,29,122,3,16,6,10,39,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,17,3,33,11,23,76,157,1043,249,534,1988,7,34,21,26,85,0,18,13,18,49,18,78,22,31,147,16,74,16,51,154,7,51,19,38,117,21,135,41,91,282,45,277,82,152,561,26,171,46,81,327,10,39,14,17,85,3,8,4,4,19,0,4,3,3,7,0,0,0,3,3,0,0,0,0,0,0,3,0,0,9,7,33,14,31,85,168,926,298,552,1937,10,36,9,26,78,0,3,4,10,15,11,65,15,45,132,5,37,18,34,88,6,22,7,34,71,14,57,23,48,145,28,260,74,162,530,53,298,91,154,593
LGA25340,10,54,27,26,115,9,89,9,5,117,23,148,26,56,253,71,583,83,151,893,47,201,19,46,318,50,159,30,39,282,12,63,21,21,112,5,15,4,0,23,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,4,41,3,6,54,234,1355,226,365,2178,4,38,12,26,79,0,25,9,17,58,15,102,15,25,154,13,105,25,66,209,16,155,26,68,272,50,370,62,126,606,80,433,69,112,690,47,178,53,44,323,8,29,6,13,59,0,9,3,7,11,0,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,4,0,0,11,8,40,5,28,81,250,1495,285,527,2557,3,28,15,27,69,0,5,0,0,9,3,50,15,27,91,19,57,9,35,121,7,39,10,48,105,17,191,43,80,326,67,528,110,193,898,93,339,102,139,672
LGA25430,0,19,0,0,17,0,10,3,3,17,3,35,10,10,61,16,95,14,18,138,0,26,4,0,32,0,6,0,3,14,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,29,198,27,37,295,0,5,3,5,12,0,4,0,3,5,3,17,3,8,27,3,28,13,19,61,5,33,3,6,44,4,42,8,9,69,3,31,0,3,41,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,17,161,35,49,269,0,7,5,0,5,0,0,0,0,0,0,13,0,6,21,0,11,3,0,20,0,12,3,5,26,0,32,9,6,52,13,55,13,15,96,4,13,0,7,27
LGA25490,4,11,4,10,28,3,8,4,0,18,3,37,3,3,51,9,36,3,10,55,3,14,0,0,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,118,23,22,178,3,20,4,8,29,0,5,0,0,4,3,18,6,4,31,6,33,7,11,54,3,16,5,6,33,3,22,6,5,39,3,13,0,0,13,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,130,25,33,211,6,3,3,5,23,0,0,0,0,0,3,9,0,8,20,0,25,0,6,33,0,6,6,3,15,6,19,8,3,33,3,25,5,0,28,3,4,0,0,5
LGA25620,0,9,0,3,12,0,3,0,3,5,0,34,5,11,50,9,34,5,5,59,3,14,0,0,12,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,15,95,15,30,150,0,3,3,0,11,0,0,0,0,3,0,17,4,4,25,4,21,3,4,30,3,8,5,3,22,0,15,5,3,25,0,11,0,0,15,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,86,21,21,139,0,5,0,3,5,0,0,0,0,0,0,3,3,3,7,0,10,0,4,17,0,11,3,3,18,0,24,4,5,33,3,26,0,4,35,0,5,0,3,10
LGA25710,0,16,0,6,30,0,6,0,0,7,0,21,3,5,27,4,41,12,6,63,0,51,13,12,71,18,61,9,18,108,11,18,16,5,50,4,8,3,3,17,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,13,37,218,59,63,385,3,9,3,8,25,0,0,3,7,10,3,10,4,3,25,0,3,5,5,17,0,9,5,0,20,0,24,8,9,40,10,52,18,18,100,21,49,15,17,97,4,14,6,6,32,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,3,20,51,192,68,80,390,0,7,7,9,20,0,0,0,0,0,0,6,3,0,9,0,3,0,7,10,0,5,3,3,11,0,12,7,6,19,4,36,11,16,74,22,71,24,32,142
