LGA_CODE_2016,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_CF_T,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_CF_T,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_CF_T,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_CF_T,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_CF_T,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_CF_T,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_CF_T,C16_4000m_CF_1C,C16_4000m_CF_2C,C16_4000m_CF_3C,C16_4000m_Cou_fa_4mo_ch,C16_4000m_CF_T,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_CF_T,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_CF_T,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_CF_T
LGA54340,3,5,3,4,16,8,4,4,3,19,23,20,10,5,62,23,21,5,6,62,17,16,7,3,45,10,12,8,0,30,14,11,7,0,24,7,15,0,0,27,20,24,10,7,61,3,0,0,0,3,138,130,64,39,380
LGA54410,0,0,0,0,0,3,3,3,0,11,8,6,3,3,27,8,6,0,3,18,7,5,0,0,12,3,4,0,0,7,0,4,0,0,7,8,4,0,0,7,3,4,8,4,19,3,0,0,0,4,42,39,23,13,116
LGA54480,0,0,0,0,0,5,0,0,0,6,4,7,0,0,16,0,3,0,0,8,3,5,0,0,8,0,0,3,0,6,0,3,0,0,8,8,0,0,0,9,6,3,3,0,14,0,0,0,0,0,27,29,14,3,76
LGA54550,3,4,0,0,7,5,8,0,0,8,6,9,6,0,23,11,15,8,0,39,10,10,4,3,24,4,12,0,0,17,7,7,4,0,16,4,10,3,0,23,6,20,4,4,34,0,0,0,0,4,69,95,40,6,205
LGA54620,0,0,0,0,3,4,0,0,0,6,8,3,0,0,9,3,3,0,0,11,9,0,6,0,19,3,3,0,3,10,8,0,0,0,8,3,0,0,0,5,8,5,3,0,16,3,0,0,0,3,39,30,18,7,89
LGA54690,0,3,0,0,3,0,0,0,0,0,0,0,0,3,4,4,4,0,0,8,0,0,0,0,7,0,3,4,0,8,0,3,0,0,3,0,0,0,0,0,5,5,3,0,9,0,0,0,0,0,17,16,10,3,48
LGA54760,0,4,0,0,0,5,0,0,0,7,3,3,3,0,17,0,3,3,0,8,6,7,4,0,15,0,3,3,0,3,0,0,3,0,4,5,0,0,0,6,6,7,3,0,22,0,0,0,0,0,30,34,22,3,82
LGA54830,51,23,8,6,88,88,58,18,18,187,307,269,116,48,734,312,327,115,55,814,304,337,100,40,787,216,214,69,20,521,197,178,76,19,472,83,112,40,19,249,206,270,114,48,632,28,13,5,4,54,1828,1859,679,306,4668
LGA54900,3,3,3,0,9,7,3,0,0,8,3,8,4,0,13,4,5,3,0,21,11,3,3,0,19,3,10,0,0,18,5,9,0,0,10,6,3,3,0,16,17,7,3,4,31,0,0,0,0,0,53,51,21,11,134
LGA54970,0,0,0,0,3,0,0,0,0,3,3,4,0,0,7,3,3,3,0,7,3,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,0,7,16,9,8,39
LGA55040,0,0,0,0,0,0,0,0,0,3,9,3,4,0,14,4,7,5,0,18,5,3,0,0,15,0,0,3,0,4,3,7,4,0,16,0,0,0,0,3,5,5,4,0,13,0,0,0,0,0,34,24,17,12,87
LGA55110,78,40,10,9,141,131,72,33,25,264,436,345,128,48,964,385,451,144,57,1037,428,482,216,69,1190,294,414,141,37,893,354,428,152,48,986,257,436,149,48,886,571,645,255,117,1595,24,30,6,4,67,3089,3424,1279,472,8261
LGA55180,9,9,3,0,29,21,13,15,6,55,53,59,23,16,150,59,53,35,10,148,32,55,29,13,122,34,35,12,8,90,23,33,8,7,70,18,9,7,3,43,54,57,23,18,152,4,4,0,0,9,316,345,155,74,895
LGA55250,0,0,0,3,3,0,0,0,0,4,0,0,3,0,3,3,5,0,4,12,4,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,3,0,3,9,13,5,8,41
LGA55320,62,35,14,4,113,99,75,28,9,217,369,293,89,16,769,432,419,131,41,1023,486,683,213,47,1431,485,642,189,24,1344,710,1102,339,69,2221,987,1670,602,132,3393,642,818,309,84,1857,25,39,15,4,75,4447,5874,1950,450,12725
LGA55390,0,0,0,0,3,0,0,0,0,4,0,5,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,10,5,3,28
LGA55460,4,4,3,0,5,7,0,0,0,10,23,14,10,0,42,20,17,7,4,45,17,16,10,6,50,12,18,8,4,40,5,17,8,0,27,8,12,4,0,24,12,12,13,6,43,0,0,0,0,3,111,107,68,24,317
LGA55530,0,0,0,0,3,0,3,0,0,3,4,3,3,0,10,7,0,0,0,4,0,3,0,0,3,3,0,0,0,3,0,3,0,0,3,0,3,0,0,0,4,9,4,3,13,0,0,0,0,0,21,22,5,3,49
LGA55600,0,3,0,0,7,7,0,0,0,5,12,18,12,0,35,25,14,10,0,43,10,19,9,3,44,8,16,3,0,26,7,10,0,3,23,3,4,5,4,13,20,7,16,3,43,3,3,0,0,5,95,90,61,16,262
LGA55670,0,0,0,0,0,4,0,0,0,4,4,3,0,5,10,7,0,5,0,10,3,3,3,0,7,6,3,0,0,4,0,0,3,0,4,0,0,0,0,3,0,7,5,0,9,0,0,0,0,0,21,16,17,9,70
LGA55740,9,0,0,0,10,4,0,3,0,4,16,22,4,0,44,19,14,10,3,50,20,28,8,0,62,25,36,11,0,69,50,68,33,3,156,97,206,108,17,424,46,75,19,9,141,3,3,3,0,8,295,458,196,39,991
LGA55810,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,3,0,4,3,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,9,10,3,6,31
LGA55880,0,0,0,0,0,0,3,0,0,3,4,4,4,0,13,3,3,0,0,11,3,0,0,0,7,0,0,0,0,6,3,0,0,0,3,0,3,0,0,3,8,3,3,0,16,0,0,0,0,0,30,31,10,0,67
LGA55950,0,0,0,0,0,0,0,0,0,0,6,5,0,0,9,7,4,0,0,12,3,6,0,0,11,0,3,0,0,3,0,0,0,0,4,0,0,0,0,4,0,7,3,0,10,0,0,0,3,3,20,27,5,4,61
LGA56090,29,11,6,0,49,43,33,11,3,94,183,155,51,24,410,200,262,97,28,586,252,307,118,26,704,198,232,101,29,557,258,276,101,32,668,203,301,123,41,674,250,338,123,54,766,13,15,7,3,41,1685,1978,753,249,4655
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,0,3,12
LGA56230,17,10,5,0,34,15,24,6,4,46,73,66,35,11,176,70,77,34,8,198,93,110,40,21,263,72,81,33,10,190,67,89,41,10,206,47,94,32,15,188,130,136,66,35,367,12,9,0,0,20,605,719,293,127,1743
LGA56300,3,0,0,0,5,0,0,0,0,3,3,3,3,0,9,4,5,3,0,13,3,10,0,0,11,3,3,0,3,12,3,5,3,0,13,3,0,0,0,5,4,3,3,0,17,3,0,0,0,3,38,39,19,7,99
LGA56370,3,0,0,0,4,3,0,3,0,5,5,3,4,0,12,5,3,3,3,15,8,0,3,0,12,8,8,0,0,16,0,0,0,0,3,7,0,0,0,7,3,4,0,0,10,0,0,0,0,0,40,18,18,5,78
LGA56460,0,3,0,0,8,11,10,0,3,21,30,23,21,6,77,21,33,11,8,69,16,32,19,3,69,14,23,4,4,51,10,26,5,3,45,15,12,11,3,42,31,26,18,4,76,6,3,0,3,11,172,197,89,36,489
LGA56580,7,7,0,0,22,5,9,3,0,19,43,28,12,3,83,31,45,16,6,102,56,83,36,10,186,73,59,21,5,155,141,218,98,14,472,327,689,343,66,1424,128,215,89,30,467,6,12,12,0,33,831,1389,640,143,3000
LGA56620,14,3,3,3,20,3,9,0,0,15,7,4,6,4,14,3,6,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,4,0,24,15,7,12,6,43,77,46,31,13,171
LGA56730,12,4,8,3,28,10,17,3,3,35,54,44,23,7,125,45,60,26,9,142,46,74,27,19,162,29,51,12,7,99,39,46,23,7,119,15,28,17,6,61,56,78,35,21,186,5,0,0,3,13,330,417,171,93,1010
LGA56790,6,5,3,0,8,5,4,0,0,14,20,17,15,0,48,9,23,7,0,43,12,14,7,4,37,9,13,0,0,19,11,3,4,3,18,11,3,0,0,19,20,23,11,3,52,0,0,0,0,5,104,109,52,13,282
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,10,8,7,5,26
LGA56930,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,4,0,0,5,0,0,0,0,3,3,3,0,0,6,0,11,9,0,25,38,45,14,18,114,12,18,12,5,49,0,0,0,0,3,60,88,37,21,203
LGA57000,0,0,0,0,0,0,0,3,0,4,3,4,5,0,9,0,3,0,0,6,3,0,3,0,9,0,0,0,0,7,0,3,0,0,3,5,0,0,0,5,0,3,3,0,11,0,0,0,0,0,17,17,17,4,48
LGA57080,8,4,3,0,17,24,8,0,0,38,43,18,0,0,64,70,12,0,0,90,86,28,0,0,117,35,10,0,0,39,99,42,7,0,145,113,52,6,0,170,76,43,5,0,131,7,0,0,0,6,593,219,26,3,843
LGA57140,5,0,0,0,3,5,4,3,0,8,5,0,6,0,17,7,3,0,0,10,3,3,7,0,7,0,3,0,0,9,7,3,0,0,6,0,0,0,0,0,5,8,5,0,24,0,0,0,0,3,34,27,24,6,89
LGA57210,5,8,3,3,20,7,8,6,5,32,27,45,17,9,91,20,22,11,10,68,20,23,9,3,48,17,13,9,5,46,15,15,3,0,33,9,14,3,0,24,25,38,17,10,81,6,4,0,0,4,167,189,84,35,477
LGA57280,3,3,0,0,8,3,5,0,4,14,28,16,9,4,65,54,51,23,5,132,76,83,37,22,218,38,68,23,11,139,116,137,57,28,335,146,189,72,20,428,67,59,41,24,192,0,14,5,4,23,536,632,275,122,1566
LGA57350,3,0,0,0,6,0,0,0,0,3,3,3,3,0,9,3,7,0,0,11,0,3,0,0,6,3,0,0,0,4,3,0,0,0,3,0,3,0,0,5,11,5,0,4,25,0,0,0,0,0,33,23,14,6,71
LGA57420,0,0,0,0,3,0,3,4,0,5,5,9,0,0,19,8,5,7,0,19,5,5,10,0,19,4,9,3,3,14,4,9,0,0,13,7,4,0,0,13,13,11,9,0,29,0,0,0,0,0,58,56,26,3,149
LGA57490,102,55,26,7,197,144,140,53,25,362,624,636,272,106,1640,797,930,359,173,2260,849,1160,425,170,2606,603,788,290,82,1764,701,902,307,86,1992,478,742,284,85,1588,1016,1195,534,194,2939,39,55,13,3,109,5547,6711,2607,960,15835
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,18,16,6,4,43,45,31,11,5,101,174,167,62,28,427,204,233,111,48,600,221,272,98,39,634,146,175,73,27,427,166,192,76,34,468,107,161,62,31,361,175,254,99,49,572,13,17,9,3,35,1301,1551,618,281,3753
LGA57770,0,3,0,0,4,3,0,0,0,4,3,9,0,3,11,3,7,5,0,16,8,3,3,0,13,0,3,0,0,6,3,3,0,0,3,0,0,0,0,4,9,3,3,0,12,0,0,0,0,0,21,38,13,5,79
LGA57840,26,7,5,6,48,47,24,3,6,79,114,67,16,10,214,151,126,37,5,317,183,183,42,12,419,145,157,34,5,338,292,324,101,17,740,484,699,205,29,1417,204,216,66,20,506,16,16,5,0,34,1713,1882,533,115,4244
LGA57910,222,153,83,23,482,328,233,96,48,705,1188,822,283,87,2380,1127,1027,291,87,2531,1148,1282,363,80,2873,893,1023,289,66,2264,1203,1662,488,78,3428,1487,2421,808,142,4852,1093,1227,438,141,2893,79,77,28,12,194,9146,10227,3269,847,23482
LGA57980,6,7,8,0,21,16,7,6,0,36,46,40,8,0,97,62,35,14,3,112,60,86,13,3,162,57,61,14,3,131,124,142,42,4,317,213,323,98,10,652,92,89,37,7,229,3,8,0,0,13,719,816,243,36,1811
LGA58050,154,97,51,28,330,216,233,80,46,574,873,913,305,127,2223,1010,1176,419,155,2758,1052,1258,448,138,2897,705,864,285,94,1950,732,943,330,101,2109,459,660,266,63,1449,813,989,385,194,2387,52,73,33,20,168,6275,7385,2686,1015,17362
LGA58190,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,4,0,3,0,7,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,4,8,0,0,0,0,0,13,9,12,11,45
LGA58260,0,0,0,0,3,3,3,0,0,3,3,4,4,0,6,3,5,4,3,14,0,4,0,0,3,0,0,3,0,6,4,4,0,0,7,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,21,23,10,5,61
LGA58330,5,0,0,0,6,5,3,3,0,10,16,21,4,7,44,22,14,12,3,51,28,14,8,0,54,19,18,6,3,47,19,5,8,7,38,18,11,4,0,32,40,22,20,6,91,0,4,0,0,4,175,119,74,31,392
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,3,8,0,0,0,0,0,12,8,0,3,25
LGA58470,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,14
LGA58510,34,18,7,3,61,48,41,5,3,104,153,104,28,6,293,175,143,46,12,369,190,165,44,5,407,129,140,27,8,305,197,229,49,5,482,199,228,52,7,490,168,138,40,16,361,6,12,0,0,15,1369,1276,306,70,3022
LGA58540,0,6,0,0,9,3,0,0,0,3,7,11,3,0,19,3,13,0,0,17,4,3,3,0,16,0,3,0,0,3,3,3,0,0,7,4,4,0,0,3,3,4,5,0,17,0,0,0,0,0,35,55,17,8,105
LGA58570,17,10,0,0,35,40,18,13,0,68,86,66,19,5,176,87,80,33,5,214,140,165,45,0,350,131,156,34,4,323,224,262,61,4,551,315,471,130,21,937,148,133,45,12,340,4,10,4,0,15,1236,1394,394,62,3092
LGA58610,3,0,0,0,6,3,0,3,0,5,13,14,4,6,29,10,11,9,4,31,3,6,6,0,18,0,5,6,0,16,3,3,0,0,10,3,4,4,0,9,3,5,10,0,24,0,0,0,0,0,44,55,40,12,151
LGA58680,0,0,0,0,3,3,0,0,0,3,0,4,0,3,5,6,7,0,0,16,0,3,3,0,5,0,0,0,0,3,0,0,0,0,3,4,3,0,0,4,0,5,0,0,10,0,0,0,0,3,19,25,6,4,47
LGA58760,187,159,59,61,471,286,256,108,66,720,1144,1221,465,228,3059,1337,1663,606,223,3834,1502,1986,672,204,4360,1054,1478,474,122,3132,1196,1633,538,130,3489,652,1192,412,134,2392,1223,1656,642,273,3794,75,85,43,19,217,8949,11607,4162,1548,26266
LGA58820,3,3,0,0,7,8,7,4,0,16,20,21,7,3,47,20,17,3,0,46,24,18,10,3,50,18,18,11,0,48,23,22,8,4,55,13,12,5,3,38,33,39,23,9,99,4,3,0,0,12,163,153,74,36,433
LGA58890,0,0,3,0,4,0,0,0,0,0,4,7,8,0,19,3,3,3,3,13,0,3,3,0,10,0,3,3,0,4,0,5,3,0,5,0,0,0,0,3,3,8,0,3,13,0,0,0,0,0,20,31,21,7,76
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,10,10,5,0,26
LGA59100,0,0,3,0,4,3,0,0,0,4,3,4,3,3,19,7,3,3,3,13,0,3,0,3,12,4,0,0,0,3,0,0,0,0,3,3,0,0,0,9,0,5,0,0,4,0,0,0,0,3,22,30,12,6,68
LGA59170,0,0,0,0,0,0,3,0,0,6,3,5,4,0,13,3,4,6,0,20,3,8,3,0,18,10,7,0,0,10,3,6,5,0,13,0,7,0,0,7,7,0,9,0,14,3,0,0,0,4,31,38,27,3,103
LGA59250,3,0,0,0,0,0,0,0,4,4,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,18
LGA59310,0,3,3,0,5,0,4,0,0,7,4,10,8,0,22,6,15,7,0,28,6,9,0,0,14,7,7,3,0,11,4,3,3,0,10,6,4,0,0,7,14,11,7,3,34,0,0,0,0,0,40,66,31,6,144
LGA59320,0,0,3,0,3,0,3,0,0,3,3,5,0,0,9,6,3,4,0,11,0,0,0,0,3,0,0,0,0,3,0,0,3,0,4,3,3,0,0,3,3,3,3,0,8,0,0,0,0,0,17,15,13,0,46
LGA59330,0,0,0,0,0,0,3,0,0,3,0,4,5,0,11,0,0,0,0,4,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,3,0,0,7,0,0,0,0,0,15,13,9,0,37
LGA59340,8,9,0,3,26,10,7,3,4,24,26,20,15,9,64,22,26,13,8,64,28,31,10,5,78,31,18,13,3,66,41,33,12,0,90,22,30,10,0,64,31,27,16,9,83,4,0,0,0,6,234,220,107,44,608
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,9
LGA59360,0,0,0,0,3,0,0,3,0,8,3,3,0,0,6,0,4,0,0,5,9,8,0,0,14,0,3,0,0,6,0,5,3,0,14,0,3,0,0,6,7,3,3,0,19,0,0,0,0,3,34,34,13,0,85
LGA59370,0,0,0,0,4,0,3,3,3,8,21,7,13,3,49,12,18,10,3,52,10,27,3,3,43,8,9,8,0,24,14,12,3,0,30,6,9,3,0,16,23,19,7,3,54,3,0,0,0,4,105,111,59,19,295
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,10,7,3,3,19,22,17,8,3,49,42,48,10,3,111,22,26,6,9,58,13,20,11,0,40,14,14,4,0,27,10,3,4,0,15,7,4,0,0,12,31,38,11,7,84,3,0,0,0,8,184,189,60,28,456
LGA60410,27,10,7,6,52,43,40,8,9,103,139,141,59,26,370,133,154,64,21,365,138,132,39,7,312,60,77,25,9,166,53,71,14,9,151,19,19,9,0,48,61,86,33,20,204,5,11,7,3,20,689,757,270,113,1835
LGA60610,26,18,8,7,64,46,24,16,7,99,141,135,49,27,359,117,153,53,16,334,95,118,37,13,269,59,93,25,11,182,66,60,32,4,155,29,44,15,11,92,78,86,41,18,228,12,5,0,0,22,697,763,284,125,1872
LGA60810,20,18,5,3,45,48,42,21,13,121,161,129,67,31,391,137,164,59,16,375,135,132,44,12,327,77,92,23,14,205,70,78,35,3,187,33,50,15,12,111,105,120,49,20,289,5,12,3,0,25,807,860,336,132,2138
LGA61010,4,6,0,0,12,4,0,3,0,10,13,15,12,6,45,7,11,3,8,29,7,7,0,4,15,8,0,0,0,10,3,0,0,0,4,6,3,4,0,8,7,12,3,3,28,0,0,0,0,0,52,69,31,16,171
LGA61210,9,9,3,0,24,16,11,8,5,41,73,64,30,20,182,50,62,29,14,160,47,49,25,12,131,30,27,15,0,75,14,25,9,7,53,9,8,8,0,23,36,48,21,17,120,3,3,3,0,6,296,313,162,81,853
LGA61410,38,37,8,14,89,85,72,22,15,193,304,283,132,55,770,351,373,136,54,914,371,463,139,31,999,290,386,109,15,797,300,370,113,28,813,162,248,91,22,520,248,298,114,32,702,20,16,4,4,43,2203,2590,889,275,5964
LGA61510,22,19,7,0,46,26,20,13,5,66,97,85,41,22,243,76,72,25,17,192,53,68,20,3,147,43,35,15,0,89,25,35,9,0,73,7,12,5,0,26,36,45,23,10,115,7,4,0,0,10,407,417,165,63,1054
LGA61610,27,17,16,4,64,54,47,22,10,140,206,188,78,34,505,153,161,60,19,400,132,141,64,17,358,77,87,24,10,201,64,90,18,11,184,23,29,21,10,84,109,115,51,20,291,4,9,3,0,14,890,918,365,143,2317
LGA61810,8,9,4,0,23,12,16,3,6,39,45,62,24,10,139,41,52,22,8,127,26,26,20,3,74,14,20,7,3,43,21,14,0,4,41,3,10,3,0,12,22,29,10,11,80,0,0,3,0,3,215,242,97,58,605
LGA62010,3,0,0,0,3,0,6,0,0,6,7,7,0,0,12,3,4,0,0,11,9,3,3,0,16,0,3,0,0,6,3,0,0,0,3,0,0,3,0,3,3,8,0,0,14,0,0,0,0,0,35,27,8,4,78
LGA62210,15,14,4,3,39,16,14,7,3,51,34,34,28,14,113,29,36,12,6,92,26,29,10,3,77,15,28,3,3,47,13,14,4,0,32,10,9,9,0,17,32,33,10,6,87,0,0,0,3,12,204,231,98,53,585
LGA62410,5,4,0,0,12,9,8,0,0,20,27,29,9,0,68,19,18,9,3,53,17,17,0,3,34,5,6,6,0,20,3,3,3,0,12,3,0,0,0,9,27,16,8,4,56,0,3,0,0,3,121,108,39,14,290
LGA62610,59,59,24,11,155,98,80,33,23,236,388,327,127,51,894,325,310,135,35,804,291,307,94,33,722,187,172,60,23,442,114,143,56,11,329,31,64,24,8,125,186,151,74,39,448,17,13,0,3,36,1791,1685,662,257,4404
LGA62810,31,20,10,3,60,60,40,9,3,109,209,136,48,19,413,198,196,53,22,470,244,269,76,20,615,221,262,85,14,577,298,412,98,28,844,293,427,179,37,929,222,233,84,31,577,10,10,0,0,21,1869,2037,655,174,4731
LGA63010,36,20,10,3,76,52,41,30,8,125,136,125,56,34,342,90,123,60,24,298,102,100,36,21,255,50,40,21,3,119,36,36,9,9,86,16,24,11,3,54,75,71,35,19,204,5,6,4,0,19,643,625,281,127,1675
LGA63210,9,10,6,0,28,19,15,6,5,43,46,59,20,19,144,31,39,6,6,88,36,28,10,3,71,25,24,12,3,56,10,14,3,0,28,4,10,3,0,17,29,39,25,3,92,0,3,0,0,9,228,249,102,43,619
LGA63410,0,0,0,0,0,4,0,0,0,8,6,10,4,0,21,5,8,9,0,18,12,10,3,0,16,6,5,4,0,18,4,5,0,3,15,3,0,0,0,9,9,4,3,0,17,0,0,0,0,0,52,44,32,6,127
LGA63610,38,17,3,4,68,46,43,23,6,122,222,213,82,38,554,221,275,118,42,659,256,346,101,36,737,179,248,80,26,538,196,280,101,23,592,113,161,84,20,375,167,219,83,46,519,3,4,3,0,16,1477,1849,691,245,4263
LGA63810,12,3,3,0,22,23,22,10,0,51,73,86,32,14,209,87,69,42,10,203,62,63,21,6,153,38,45,17,0,99,30,51,9,0,90,12,28,0,3,41,48,60,29,10,147,3,0,0,0,5,400,444,166,48,1053
LGA64010,104,84,27,17,229,135,110,54,36,334,445,411,168,76,1103,406,437,153,63,1062,372,383,121,37,912,237,284,99,17,633,199,272,84,20,568,113,176,73,15,372,222,299,120,59,698,20,22,3,3,48,2357,2549,937,361,6206
LGA64210,33,27,7,4,67,42,45,12,6,104,165,164,63,25,413,143,153,66,20,383,127,132,45,20,316,75,95,34,11,217,68,83,29,9,185,25,46,12,3,86,101,108,46,25,280,8,9,3,3,27,796,873,321,132,2119
LGA64610,19,18,11,0,44,31,29,9,4,72,106,98,51,23,277,88,114,44,19,261,78,76,22,4,184,63,62,18,6,150,38,31,19,3,94,7,18,4,5,36,51,79,28,20,168,9,3,0,0,17,513,529,214,84,1343
LGA64810,24,11,4,0,49,34,39,4,3,74,122,103,40,16,280,109,120,46,20,299,97,105,34,11,250,52,56,21,6,134,52,40,21,4,117,17,23,14,0,57,63,74,32,25,188,5,3,0,0,12,597,589,220,97,1498
LGA65010,4,9,4,0,24,17,15,10,7,48,47,41,18,10,119,50,55,24,11,139,32,35,15,5,91,19,17,6,3,43,12,24,5,0,49,3,10,3,0,24,26,47,15,6,98,0,4,3,0,12,242,276,104,47,672
LGA65210,7,8,3,0,16,9,4,0,0,9,15,11,3,4,33,9,5,6,3,26,5,13,6,0,25,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,17,11,5,0,37,4,0,0,0,3,66,61,27,7,166
LGA65410,22,9,5,0,36,31,27,8,7,77,104,86,44,13,234,75,92,30,19,216,91,80,26,12,214,55,49,18,8,125,40,49,13,3,97,23,20,8,6,59,72,68,44,19,198,10,3,3,0,12,550,500,209,82,1342
LGA65610,9,4,3,0,12,8,7,3,0,21,32,16,11,6,67,16,24,12,3,55,20,25,7,0,47,13,11,3,0,29,13,19,3,3,39,4,3,4,0,7,19,31,10,3,61,0,0,0,0,7,145,144,60,16,370
LGA65810,26,22,5,4,66,40,43,15,9,111,146,149,60,39,395,142,185,82,28,432,146,164,65,17,400,108,122,48,13,293,82,105,33,7,228,45,78,45,6,172,99,131,53,24,306,10,6,5,0,23,869,1041,420,154,2490
LGA69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,11,5,0,0,24,22,13,6,0,42,80,57,25,8,164,128,109,40,17,292,156,176,61,24,418,119,164,48,20,359,157,194,89,16,454,108,128,49,22,310,148,132,69,35,386,19,7,4,3,38,972,993,399,162,2530
LGA70420,17,9,6,0,38,9,14,9,6,43,24,33,15,21,90,20,15,14,14,62,17,9,3,8,36,6,18,10,3,37,14,11,4,0,28,6,3,3,0,16,27,16,13,11,68,10,0,6,5,23,209,198,115,92,613
LGA70540,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12
LGA70620,16,15,9,8,46,20,23,9,11,61,22,29,10,12,78,8,12,3,4,27,3,0,6,3,14,0,5,0,0,9,3,3,3,0,4,0,0,0,0,0,7,3,10,6,32,6,0,4,0,11,123,104,83,61,375
