LGA_NAME16	Year	Sex	IndigenousStatus	persons
Meekatharra (S)	2016	M	Aboriginal	154
Meekatharra (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Meekatharra (S)	2016	M	Non-indigenous	478
Meekatharra (S)	2016	M	Torres Strait Islander	0
Melville (C)	2006	F	Aboriginal	265
Melville (C)	2006	F	Both Aboriginal & Torres Strait Islander	8
Melville (C)	2006	F	Non-indigenous	48372
Melville (C)	2006	F	Torres Strait Islander	3
Melville (C)	2006	M	Aboriginal	234
Melville (C)	2006	M	Both Aboriginal & Torres Strait Islander	5
Melville (C)	2006	M	Non-indigenous	43888
Melville (C)	2006	M	Torres Strait Islander	5
Melville (C)	2011	F	Aboriginal	281
Melville (C)	2011	F	Both Aboriginal & Torres Strait Islander	7
Melville (C)	2011	F	Non-indigenous	49343
Melville (C)	2011	F	Torres Strait Islander	8
Melville (C)	2011	M	Aboriginal	257
Melville (C)	2011	M	Both Aboriginal & Torres Strait Islander	4
Melville (C)	2011	M	Non-indigenous	45786
Melville (C)	2011	M	Torres Strait Islander	12
Melville (C)	2016	F	Aboriginal	332
Melville (C)	2016	F	Both Aboriginal & Torres Strait Islander	10
Melville (C)	2016	F	Non-indigenous	50437
Melville (C)	2016	F	Torres Strait Islander	3
Melville (C)	2016	M	Aboriginal	334
Melville (C)	2016	M	Both Aboriginal & Torres Strait Islander	3
Melville (C)	2016	M	Non-indigenous	46953
Melville (C)	2016	M	Torres Strait Islander	9
Menzies (S)	2006	F	Aboriginal	65
Menzies (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Menzies (S)	2006	F	Non-indigenous	32
Menzies (S)	2006	F	Torres Strait Islander	0
Menzies (S)	2006	M	Aboriginal	71
Menzies (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Menzies (S)	2006	M	Non-indigenous	46
Menzies (S)	2006	M	Torres Strait Islander	0
Menzies (S)	2011	F	Aboriginal	130
Menzies (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Menzies (S)	2011	F	Non-indigenous	46
Menzies (S)	2011	F	Torres Strait Islander	0
Menzies (S)	2011	M	Aboriginal	128
Menzies (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Menzies (S)	2011	M	Non-indigenous	79
Menzies (S)	2011	M	Torres Strait Islander	0
Menzies (S)	2016	F	Aboriginal	103
Menzies (S)	2016	F	Both Aboriginal & Torres Strait Islander	7
Menzies (S)	2016	F	Non-indigenous	67
Menzies (S)	2016	F	Torres Strait Islander	0
Menzies (S)	2016	M	Aboriginal	107
Menzies (S)	2016	M	Both Aboriginal & Torres Strait Islander	4
Menzies (S)	2016	M	Non-indigenous	200
Menzies (S)	2016	M	Torres Strait Islander	0
Merredin (S)	2006	F	Aboriginal	74
Merredin (S)	2006	F	Both Aboriginal & Torres Strait Islander	4
Merredin (S)	2006	F	Non-indigenous	1504
Merredin (S)	2006	F	Torres Strait Islander	0
Merredin (S)	2006	M	Aboriginal	84
Merredin (S)	2006	M	Both Aboriginal & Torres Strait Islander	3
Merredin (S)	2006	M	Non-indigenous	1577
Merredin (S)	2006	M	Torres Strait Islander	0
Merredin (S)	2011	F	Aboriginal	101
Merredin (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Merredin (S)	2011	F	Non-indigenous	1442
Merredin (S)	2011	F	Torres Strait Islander	3
Merredin (S)	2011	M	Aboriginal	87
Merredin (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Merredin (S)	2011	M	Non-indigenous	1650
Merredin (S)	2011	M	Torres Strait Islander	0
Merredin (S)	2016	F	Aboriginal	116
Merredin (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Merredin (S)	2016	F	Non-indigenous	1471
Merredin (S)	2016	F	Torres Strait Islander	0
Merredin (S)	2016	M	Aboriginal	111
Merredin (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Merredin (S)	2016	M	Non-indigenous	1650
Merredin (S)	2016	M	Torres Strait Islander	0
Mingenew (S)	2006	F	Aboriginal	12
Mingenew (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Mingenew (S)	2006	F	Non-indigenous	194
Mingenew (S)	2006	F	Torres Strait Islander	0
Mingenew (S)	2006	M	Aboriginal	10
Mingenew (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Mingenew (S)	2006	M	Non-indigenous	253
Mingenew (S)	2006	M	Torres Strait Islander	0
Mingenew (S)	2011	F	Aboriginal	12
Mingenew (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Mingenew (S)	2011	F	Non-indigenous	208
Mingenew (S)	2011	F	Torres Strait Islander	0
Mingenew (S)	2011	M	Aboriginal	13
Mingenew (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Mingenew (S)	2011	M	Non-indigenous	248
Mingenew (S)	2011	M	Torres Strait Islander	0
Mingenew (S)	2016	F	Aboriginal	10
Mingenew (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Mingenew (S)	2016	F	Non-indigenous	189
Mingenew (S)	2016	F	Torres Strait Islander	0
Mingenew (S)	2016	M	Aboriginal	8
Mingenew (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Mingenew (S)	2016	M	Non-indigenous	249
Mingenew (S)	2016	M	Torres Strait Islander	0
Moora (S)	2006	F	Aboriginal	145
Moora (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Moora (S)	2006	F	Non-indigenous	1033
Moora (S)	2006	F	Torres Strait Islander	0
Moora (S)	2006	M	Aboriginal	113
Moora (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Moora (S)	2006	M	Non-indigenous	1125
Moora (S)	2006	M	Torres Strait Islander	0
Moora (S)	2011	F	Aboriginal	166
Moora (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Moora (S)	2011	F	Non-indigenous	1057
Moora (S)	2011	F	Torres Strait Islander	7
Moora (S)	2011	M	Aboriginal	127
Moora (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Moora (S)	2011	M	Non-indigenous	1119
Moora (S)	2011	M	Torres Strait Islander	0
Moora (S)	2016	F	Aboriginal	135
Moora (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Moora (S)	2016	F	Non-indigenous	1035
Moora (S)	2016	F	Torres Strait Islander	0
Moora (S)	2016	M	Aboriginal	124
Moora (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Moora (S)	2016	M	Non-indigenous	1135
Moora (S)	2016	M	Torres Strait Islander	0
Morawa (S)	2006	F	Aboriginal	43
Morawa (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Morawa (S)	2006	F	Non-indigenous	348
Morawa (S)	2006	F	Torres Strait Islander	0
Morawa (S)	2006	M	Aboriginal	39
Morawa (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Morawa (S)	2006	M	Non-indigenous	393
Morawa (S)	2006	M	Torres Strait Islander	0
Morawa (S)	2011	F	Aboriginal	41
Morawa (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Morawa (S)	2011	F	Non-indigenous	384
Morawa (S)	2011	F	Torres Strait Islander	0
Morawa (S)	2011	M	Aboriginal	49
Morawa (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Morawa (S)	2011	M	Non-indigenous	425
Morawa (S)	2011	M	Torres Strait Islander	0
Morawa (S)	2016	F	Aboriginal	58
Morawa (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Morawa (S)	2016	F	Non-indigenous	294
Morawa (S)	2016	F	Torres Strait Islander	0
Morawa (S)	2016	M	Aboriginal	67
Morawa (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Morawa (S)	2016	M	Non-indigenous	334
Morawa (S)	2016	M	Torres Strait Islander	0
Mosman Park (T)	2006	F	Aboriginal	41
Mosman Park (T)	2006	F	Both Aboriginal & Torres Strait Islander	0
Mosman Park (T)	2006	F	Non-indigenous	4434
Mosman Park (T)	2006	F	Torres Strait Islander	0
Mosman Park (T)	2006	M	Aboriginal	23
Mosman Park (T)	2006	M	Both Aboriginal & Torres Strait Islander	0
Mosman Park (T)	2006	M	Non-indigenous	3751
Mosman Park (T)	2006	M	Torres Strait Islander	0
Mosman Park (T)	2011	F	Aboriginal	67
Mosman Park (T)	2011	F	Both Aboriginal & Torres Strait Islander	4
Mosman Park (T)	2011	F	Non-indigenous	4583
Mosman Park (T)	2011	F	Torres Strait Islander	0
Mosman Park (T)	2011	M	Aboriginal	46
Mosman Park (T)	2011	M	Both Aboriginal & Torres Strait Islander	0
Mosman Park (T)	2011	M	Non-indigenous	3893
Mosman Park (T)	2011	M	Torres Strait Islander	3
Mosman Park (T)	2016	F	Aboriginal	36
Mosman Park (T)	2016	F	Both Aboriginal & Torres Strait Islander	3
Mosman Park (T)	2016	F	Non-indigenous	4654
Mosman Park (T)	2016	F	Torres Strait Islander	0
Mosman Park (T)	2016	M	Aboriginal	40
Mosman Park (T)	2016	M	Both Aboriginal & Torres Strait Islander	0
Mosman Park (T)	2016	M	Non-indigenous	4018
Mosman Park (T)	2016	M	Torres Strait Islander	0
Mount Magnet (S)	2006	F	Aboriginal	55
Mount Magnet (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Mount Magnet (S)	2006	F	Non-indigenous	158
Mount Magnet (S)	2006	F	Torres Strait Islander	0
Mount Magnet (S)	2006	M	Aboriginal	36
Mount Magnet (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Mount Magnet (S)	2006	M	Non-indigenous	203
Mount Magnet (S)	2006	M	Torres Strait Islander	0
Mount Magnet (S)	2011	F	Aboriginal	128
Mount Magnet (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Mount Magnet (S)	2011	F	Non-indigenous	149
Mount Magnet (S)	2011	F	Torres Strait Islander	0
Mount Magnet (S)	2011	M	Aboriginal	106
Mount Magnet (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Mount Magnet (S)	2011	M	Non-indigenous	260
Mount Magnet (S)	2011	M	Torres Strait Islander	0
Mount Magnet (S)	2016	F	Aboriginal	52
Mount Magnet (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Mount Magnet (S)	2016	F	Non-indigenous	164
Mount Magnet (S)	2016	F	Torres Strait Islander	0
Mount Magnet (S)	2016	M	Aboriginal	54
Mount Magnet (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Mount Magnet (S)	2016	M	Non-indigenous	208
Mount Magnet (S)	2016	M	Torres Strait Islander	0
Mount Marshall (S)	2006	F	Aboriginal	6
Mount Marshall (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Mount Marshall (S)	2006	F	Non-indigenous	272
Mount Marshall (S)	2006	F	Torres Strait Islander	0
Mount Marshall (S)	2006	M	Aboriginal	10
Mount Marshall (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Mount Marshall (S)	2006	M	Non-indigenous	331
Mount Marshall (S)	2006	M	Torres Strait Islander	0
Mount Marshall (S)	2011	F	Aboriginal	0
Mount Marshall (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Mount Marshall (S)	2011	F	Non-indigenous	221
Mount Marshall (S)	2011	F	Torres Strait Islander	0
Mount Marshall (S)	2011	M	Aboriginal	0
Mount Marshall (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Mount Marshall (S)	2011	M	Non-indigenous	265
Mount Marshall (S)	2011	M	Torres Strait Islander	0
Mount Marshall (S)	2016	F	Aboriginal	7
Mount Marshall (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Mount Marshall (S)	2016	F	Non-indigenous	234
Mount Marshall (S)	2016	F	Torres Strait Islander	0
Mount Marshall (S)	2016	M	Aboriginal	4
Mount Marshall (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Mount Marshall (S)	2016	M	Non-indigenous	280
Mount Marshall (S)	2016	M	Torres Strait Islander	0
Mukinbudin (S)	2006	F	Aboriginal	18
Mukinbudin (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Mukinbudin (S)	2006	F	Non-indigenous	270
Mukinbudin (S)	2006	F	Torres Strait Islander	0
Mukinbudin (S)	2006	M	Aboriginal	14
Mukinbudin (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Mukinbudin (S)	2006	M	Non-indigenous	277
Mukinbudin (S)	2006	M	Torres Strait Islander	0
Mukinbudin (S)	2011	F	Aboriginal	13
Mukinbudin (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Mukinbudin (S)	2011	F	Non-indigenous	222
Mukinbudin (S)	2011	F	Torres Strait Islander	0
Mukinbudin (S)	2011	M	Aboriginal	4
Mukinbudin (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Mukinbudin (S)	2011	M	Non-indigenous	253
Mukinbudin (S)	2011	M	Torres Strait Islander	0
Mukinbudin (S)	2016	F	Aboriginal	19
Mukinbudin (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Mukinbudin (S)	2016	F	Non-indigenous	240
Mukinbudin (S)	2016	F	Torres Strait Islander	0
Mukinbudin (S)	2016	M	Aboriginal	9
Mukinbudin (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Mukinbudin (S)	2016	M	Non-indigenous	286
Mukinbudin (S)	2016	M	Torres Strait Islander	0
Mundaring (S)	2006	F	Aboriginal	253
Mundaring (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Mundaring (S)	2006	F	Non-indigenous	16950
Mundaring (S)	2006	F	Torres Strait Islander	3
Mundaring (S)	2006	M	Aboriginal	497
Mundaring (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Mundaring (S)	2006	M	Non-indigenous	17385
Mundaring (S)	2006	M	Torres Strait Islander	3
Mundaring (S)	2011	F	Aboriginal	266
Mundaring (S)	2011	F	Both Aboriginal & Torres Strait Islander	5
Mundaring (S)	2011	F	Non-indigenous	17486
Mundaring (S)	2011	F	Torres Strait Islander	5
Mundaring (S)	2011	M	Aboriginal	691
Mundaring (S)	2011	M	Both Aboriginal & Torres Strait Islander	15
Mundaring (S)	2011	M	Non-indigenous	18056
Mundaring (S)	2011	M	Torres Strait Islander	3
Mundaring (S)	2016	F	Aboriginal	326
Mundaring (S)	2016	F	Both Aboriginal & Torres Strait Islander	4
Mundaring (S)	2016	F	Non-indigenous	17921
Mundaring (S)	2016	F	Torres Strait Islander	6
Mundaring (S)	2016	M	Aboriginal	841
Mundaring (S)	2016	M	Both Aboriginal & Torres Strait Islander	33
Mundaring (S)	2016	M	Non-indigenous	19019
Mundaring (S)	2016	M	Torres Strait Islander	7
Murchison (S)	2006	F	Aboriginal	19
Murchison (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Murchison (S)	2006	F	Non-indigenous	29
Murchison (S)	2006	F	Torres Strait Islander	0
Murchison (S)	2006	M	Aboriginal	17
Murchison (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Murchison (S)	2006	M	Non-indigenous	46
Murchison (S)	2006	M	Torres Strait Islander	0
Murchison (S)	2011	F	Aboriginal	21
Murchison (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Murchison (S)	2011	F	Non-indigenous	32
Murchison (S)	2011	F	Torres Strait Islander	0
Murchison (S)	2011	M	Aboriginal	15
Murchison (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Murchison (S)	2011	M	Non-indigenous	44
Murchison (S)	2011	M	Torres Strait Islander	0
Murchison (S)	2016	F	Aboriginal	28
Murchison (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Murchison (S)	2016	F	Non-indigenous	41
Murchison (S)	2016	F	Torres Strait Islander	0
Murchison (S)	2016	M	Aboriginal	28
Murchison (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Murchison (S)	2016	M	Non-indigenous	59
Murchison (S)	2016	M	Torres Strait Islander	0
Murray (S)	2006	F	Aboriginal	72
Murray (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Murray (S)	2006	F	Non-indigenous	5822
Murray (S)	2006	F	Torres Strait Islander	7
Murray (S)	2006	M	Aboriginal	73
Murray (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Murray (S)	2006	M	Non-indigenous	5996
Murray (S)	2006	M	Torres Strait Islander	4
Murray (S)	2011	F	Aboriginal	142
Murray (S)	2011	F	Both Aboriginal & Torres Strait Islander	3
Murray (S)	2011	F	Non-indigenous	6827
Murray (S)	2011	F	Torres Strait Islander	3
Murray (S)	2011	M	Aboriginal	131
Murray (S)	2011	M	Both Aboriginal & Torres Strait Islander	10
Murray (S)	2011	M	Non-indigenous	7027
Murray (S)	2011	M	Torres Strait Islander	4
Murray (S)	2016	F	Aboriginal	205
Murray (S)	2016	F	Both Aboriginal & Torres Strait Islander	3
Murray (S)	2016	F	Non-indigenous	8124
Murray (S)	2016	F	Torres Strait Islander	3
Murray (S)	2016	M	Aboriginal	178
Murray (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Murray (S)	2016	M	Non-indigenous	8178
Murray (S)	2016	M	Torres Strait Islander	9
Nannup (S)	2006	F	Aboriginal	3
Nannup (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Nannup (S)	2006	F	Non-indigenous	560
Nannup (S)	2006	F	Torres Strait Islander	0
Nannup (S)	2006	M	Aboriginal	13
Nannup (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Nannup (S)	2006	M	Non-indigenous	612
Nannup (S)	2006	M	Torres Strait Islander	0
Nannup (S)	2011	F	Aboriginal	8
Nannup (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Nannup (S)	2011	F	Non-indigenous	578
Nannup (S)	2011	F	Torres Strait Islander	0
Nannup (S)	2011	M	Aboriginal	6
Nannup (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Nannup (S)	2011	M	Non-indigenous	668
Nannup (S)	2011	M	Torres Strait Islander	0
Nannup (S)	2016	F	Aboriginal	8
Nannup (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Nannup (S)	2016	F	Non-indigenous	633
Nannup (S)	2016	F	Torres Strait Islander	0
Nannup (S)	2016	M	Aboriginal	12
Nannup (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Nannup (S)	2016	M	Non-indigenous	673
Nannup (S)	2016	M	Torres Strait Islander	0
Narembeen (S)	2006	F	Aboriginal	10
Narembeen (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Narembeen (S)	2006	F	Non-indigenous	420
Narembeen (S)	2006	F	Torres Strait Islander	0
Narembeen (S)	2006	M	Aboriginal	12
Narembeen (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Narembeen (S)	2006	M	Non-indigenous	460
Narembeen (S)	2006	M	Torres Strait Islander	0
Narembeen (S)	2011	F	Aboriginal	12
Narembeen (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Narembeen (S)	2011	F	Non-indigenous	382
Narembeen (S)	2011	F	Torres Strait Islander	0
Narembeen (S)	2011	M	Aboriginal	7
Narembeen (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Narembeen (S)	2011	M	Non-indigenous	409
Narembeen (S)	2011	M	Torres Strait Islander	0
Narembeen (S)	2016	F	Aboriginal	7
Narembeen (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Narembeen (S)	2016	F	Non-indigenous	388
Narembeen (S)	2016	F	Torres Strait Islander	3
Narembeen (S)	2016	M	Aboriginal	8
Narembeen (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Narembeen (S)	2016	M	Non-indigenous	400
Narembeen (S)	2016	M	Torres Strait Islander	0
Narrogin (S)	2006	F	Aboriginal	179
Narrogin (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Narrogin (S)	2006	F	Non-indigenous	2446
Narrogin (S)	2006	F	Torres Strait Islander	0
Narrogin (S)	2006	M	Aboriginal	133
Narrogin (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Narrogin (S)	2006	M	Non-indigenous	2314
Narrogin (S)	2006	M	Torres Strait Islander	0
Narrogin (S)	2011	F	Aboriginal	202
Narrogin (S)	2011	F	Both Aboriginal & Torres Strait Islander	3
Narrogin (S)	2011	F	Non-indigenous	2379
Narrogin (S)	2011	F	Torres Strait Islander	0
Narrogin (S)	2011	M	Aboriginal	196
Narrogin (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Narrogin (S)	2011	M	Non-indigenous	2316
Narrogin (S)	2011	M	Torres Strait Islander	3
Narrogin (S)	2016	F	Aboriginal	177
Narrogin (S)	2016	F	Both Aboriginal & Torres Strait Islander	3
Narrogin (S)	2016	F	Non-indigenous	2459
Narrogin (S)	2016	F	Torres Strait Islander	3
Narrogin (S)	2016	M	Aboriginal	168
Narrogin (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Narrogin (S)	2016	M	Non-indigenous	2348
Narrogin (S)	2016	M	Torres Strait Islander	3
Nedlands (C)	2006	F	Aboriginal	28
Nedlands (C)	2006	F	Both Aboriginal & Torres Strait Islander	0
Nedlands (C)	2006	F	Non-indigenous	10545
Nedlands (C)	2006	F	Torres Strait Islander	0
Nedlands (C)	2006	M	Aboriginal	32
Nedlands (C)	2006	M	Both Aboriginal & Torres Strait Islander	0
Nedlands (C)	2006	M	Non-indigenous	9731
Nedlands (C)	2006	M	Torres Strait Islander	0
Nedlands (C)	2011	F	Aboriginal	21
Nedlands (C)	2011	F	Both Aboriginal & Torres Strait Islander	0
Nedlands (C)	2011	F	Non-indigenous	10519
Nedlands (C)	2011	F	Torres Strait Islander	0
Nedlands (C)	2011	M	Aboriginal	26
Nedlands (C)	2011	M	Both Aboriginal & Torres Strait Islander	0
Nedlands (C)	2011	M	Non-indigenous	9969
Nedlands (C)	2011	M	Torres Strait Islander	0
Nedlands (C)	2016	F	Aboriginal	21
Nedlands (C)	2016	F	Both Aboriginal & Torres Strait Islander	0
Nedlands (C)	2016	F	Non-indigenous	10664
Nedlands (C)	2016	F	Torres Strait Islander	3
Nedlands (C)	2016	M	Aboriginal	36
Nedlands (C)	2016	M	Both Aboriginal & Torres Strait Islander	0
Nedlands (C)	2016	M	Non-indigenous	10389
Nedlands (C)	2016	M	Torres Strait Islander	0
Ngaanyatjarraku (S)	2006	F	Aboriginal	620
Ngaanyatjarraku (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Ngaanyatjarraku (S)	2006	F	Non-indigenous	87
Ngaanyatjarraku (S)	2006	F	Torres Strait Islander	0
Ngaanyatjarraku (S)	2006	M	Aboriginal	546
Ngaanyatjarraku (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Ngaanyatjarraku (S)	2006	M	Non-indigenous	81
Ngaanyatjarraku (S)	2006	M	Torres Strait Islander	0
Ngaanyatjarraku (S)	2011	F	Aboriginal	642
Ngaanyatjarraku (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Ngaanyatjarraku (S)	2011	F	Non-indigenous	94
Ngaanyatjarraku (S)	2011	F	Torres Strait Islander	0
Ngaanyatjarraku (S)	2011	M	Aboriginal	573
Ngaanyatjarraku (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Ngaanyatjarraku (S)	2011	M	Non-indigenous	128
Ngaanyatjarraku (S)	2011	M	Torres Strait Islander	0
Ngaanyatjarraku (S)	2016	F	Aboriginal	709
Ngaanyatjarraku (S)	2016	F	Both Aboriginal & Torres Strait Islander	3
Ngaanyatjarraku (S)	2016	F	Non-indigenous	109
Ngaanyatjarraku (S)	2016	F	Torres Strait Islander	0
Ngaanyatjarraku (S)	2016	M	Aboriginal	676
Ngaanyatjarraku (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Ngaanyatjarraku (S)	2016	M	Non-indigenous	108
Ngaanyatjarraku (S)	2016	M	Torres Strait Islander	0
Northam (S)	2006	F	Aboriginal	286
Northam (S)	2006	F	Both Aboriginal & Torres Strait Islander	3
Northam (S)	2006	F	Non-indigenous	4657
Northam (S)	2006	F	Torres Strait Islander	3
Northam (S)	2006	M	Aboriginal	265
Northam (S)	2006	M	Both Aboriginal & Torres Strait Islander	10
Northam (S)	2006	M	Non-indigenous	4574
Northam (S)	2006	M	Torres Strait Islander	3
Northam (S)	2011	F	Aboriginal	303
Northam (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Northam (S)	2011	F	Non-indigenous	5050
Northam (S)	2011	F	Torres Strait Islander	4
Northam (S)	2011	M	Aboriginal	271
Northam (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Northam (S)	2011	M	Non-indigenous	4923
Northam (S)	2011	M	Torres Strait Islander	6
Northam (S)	2016	F	Aboriginal	323
Northam (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Northam (S)	2016	F	Non-indigenous	5064
Northam (S)	2016	F	Torres Strait Islander	0
Northam (S)	2016	M	Aboriginal	304
Northam (S)	2016	M	Both Aboriginal & Torres Strait Islander	4
Northam (S)	2016	M	Non-indigenous	5410
Northam (S)	2016	M	Torres Strait Islander	5
Northampton (S)	2006	F	Aboriginal	90
Northampton (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Northampton (S)	2006	F	Non-indigenous	1476
Northampton (S)	2006	F	Torres Strait Islander	0
Northampton (S)	2006	M	Aboriginal	72
Northampton (S)	2006	M	Both Aboriginal & Torres Strait Islander	6
Northampton (S)	2006	M	Non-indigenous	1567
Northampton (S)	2006	M	Torres Strait Islander	0
Northampton (S)	2011	F	Aboriginal	94
Northampton (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Northampton (S)	2011	F	Non-indigenous	1459
Northampton (S)	2011	F	Torres Strait Islander	4
Northampton (S)	2011	M	Aboriginal	80
Northampton (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Northampton (S)	2011	M	Non-indigenous	1554
Northampton (S)	2011	M	Torres Strait Islander	0
Northampton (S)	2016	F	Aboriginal	92
Northampton (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Northampton (S)	2016	F	Non-indigenous	1496
Northampton (S)	2016	F	Torres Strait Islander	0
Northampton (S)	2016	M	Aboriginal	83
Northampton (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Northampton (S)	2016	M	Non-indigenous	1646
Northampton (S)	2016	M	Torres Strait Islander	3
Nungarin (S)	2006	F	Aboriginal	4
Nungarin (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Nungarin (S)	2006	F	Non-indigenous	112
Nungarin (S)	2006	F	Torres Strait Islander	0
Nungarin (S)	2006	M	Aboriginal	6
Nungarin (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Nungarin (S)	2006	M	Non-indigenous	121
Nungarin (S)	2006	M	Torres Strait Islander	0
Nungarin (S)	2011	F	Aboriginal	7
Nungarin (S)	2011	F	Both Aboriginal & Torres Strait Islander	0
Nungarin (S)	2011	F	Non-indigenous	94
Nungarin (S)	2011	F	Torres Strait Islander	0
Nungarin (S)	2011	M	Aboriginal	12
Nungarin (S)	2011	M	Both Aboriginal & Torres Strait Islander	0
Nungarin (S)	2011	M	Non-indigenous	116
Nungarin (S)	2011	M	Torres Strait Islander	0
Nungarin (S)	2016	F	Aboriginal	11
Nungarin (S)	2016	F	Both Aboriginal & Torres Strait Islander	0
Nungarin (S)	2016	F	Non-indigenous	107
Nungarin (S)	2016	F	Torres Strait Islander	0
Nungarin (S)	2016	M	Aboriginal	5
Nungarin (S)	2016	M	Both Aboriginal & Torres Strait Islander	0
Nungarin (S)	2016	M	Non-indigenous	127
Nungarin (S)	2016	M	Torres Strait Islander	0
Peppermint Grove (S)	2006	F	Aboriginal	10
Peppermint Grove (S)	2006	F	Both Aboriginal & Torres Strait Islander	0
Peppermint Grove (S)	2006	F	Non-indigenous	888
Peppermint Grove (S)	2006	F	Torres Strait Islander	0
Peppermint Grove (S)	2006	M	Aboriginal	0
Peppermint Grove (S)	2006	M	Both Aboriginal & Torres Strait Islander	0
Peppermint Grove (S)	2006	M	Non-indigenous	686
