LGA_NAME16	Year	LabourForceStatus	adults
Trayning (S)	2011	Unemployed (looking for work)	10
Trayning (S)	2016		45
Trayning (S)	2016	Employed (away from work)	14
Trayning (S)	2016	Employed (full-time)	84
Trayning (S)	2016	Employed (part-time)	39
Trayning (S)	2016	Not in the labour force	107
Trayning (S)	2016	Unemployed (looking for work)	7
Upper Gascoyne (S)	2006		26
Upper Gascoyne (S)	2006	Employed (away from work)	14
Upper Gascoyne (S)	2006	Employed (full-time)	79
Upper Gascoyne (S)	2006	Employed (part-time)	49
Upper Gascoyne (S)	2006	Not in the labour force	38
Upper Gascoyne (S)	2006	Unemployed (looking for work)	4
Upper Gascoyne (S)	2011		28
Upper Gascoyne (S)	2011	Employed (away from work)	7
Upper Gascoyne (S)	2011	Employed (full-time)	59
Upper Gascoyne (S)	2011	Employed (part-time)	27
Upper Gascoyne (S)	2011	Not in the labour force	58
Upper Gascoyne (S)	2011	Unemployed (looking for work)	4
Upper Gascoyne (S)	2016		36
Upper Gascoyne (S)	2016	Employed (away from work)	10
Upper Gascoyne (S)	2016	Employed (full-time)	47
Upper Gascoyne (S)	2016	Employed (part-time)	16
Upper Gascoyne (S)	2016	Not in the labour force	78
Upper Gascoyne (S)	2016	Unemployed (looking for work)	13
Victoria Park (T)	2006		2558
Victoria Park (T)	2006	Employed (away from work)	800
Victoria Park (T)	2006	Employed (full-time)	9019
Victoria Park (T)	2006	Employed (part-time)	3738
Victoria Park (T)	2006	Not in the labour force	7543
Victoria Park (T)	2006	Unemployed (looking for work)	685
Victoria Park (T)	2011		2492
Victoria Park (T)	2011	Employed (away from work)	946
Victoria Park (T)	2011	Employed (full-time)	11070
Victoria Park (T)	2011	Employed (part-time)	4752
Victoria Park (T)	2011	Not in the labour force	7947
Victoria Park (T)	2011	Unemployed (looking for work)	962
Victoria Park (T)	2016		2940
Victoria Park (T)	2016	Employed (away from work)	882
Victoria Park (T)	2016	Employed (full-time)	11084
Victoria Park (T)	2016	Employed (part-time)	5527
Victoria Park (T)	2016	Not in the labour force	8167
Victoria Park (T)	2016	Unemployed (looking for work)	1655
Victoria Plains (S)	2006		43
Victoria Plains (S)	2006	Employed (away from work)	32
Victoria Plains (S)	2006	Employed (full-time)	337
Victoria Plains (S)	2006	Employed (part-time)	101
Victoria Plains (S)	2006	Not in the labour force	175
Victoria Plains (S)	2006	Unemployed (looking for work)	7
Victoria Plains (S)	2011		29
Victoria Plains (S)	2011	Employed (away from work)	27
Victoria Plains (S)	2011	Employed (full-time)	332
Victoria Plains (S)	2011	Employed (part-time)	124
Victoria Plains (S)	2011	Not in the labour force	168
Victoria Plains (S)	2011	Unemployed (looking for work)	13
Victoria Plains (S)	2016		76
Victoria Plains (S)	2016	Employed (away from work)	26
Victoria Plains (S)	2016	Employed (full-time)	306
Victoria Plains (S)	2016	Employed (part-time)	117
Victoria Plains (S)	2016	Not in the labour force	204
Victoria Plains (S)	2016	Unemployed (looking for work)	17
Vincent (C)	2006		2542
Vincent (C)	2006	Employed (away from work)	878
Vincent (C)	2006	Employed (full-time)	10076
Vincent (C)	2006	Employed (part-time)	3942
Vincent (C)	2006	Not in the labour force	6145
Vincent (C)	2006	Unemployed (looking for work)	516
Vincent (C)	2011		2348
Vincent (C)	2011	Employed (away from work)	963
Vincent (C)	2011	Employed (full-time)	12067
Vincent (C)	2011	Employed (part-time)	4923
Vincent (C)	2011	Not in the labour force	6136
Vincent (C)	2011	Unemployed (looking for work)	750
Vincent (C)	2016		2444
Vincent (C)	2016	Employed (away from work)	873
Vincent (C)	2016	Employed (full-time)	12303
Vincent (C)	2016	Employed (part-time)	5606
Vincent (C)	2016	Not in the labour force	6483
Vincent (C)	2016	Unemployed (looking for work)	1218
Wagin (S)	2006		131
Wagin (S)	2006	Employed (away from work)	39
Wagin (S)	2006	Employed (full-time)	515
Wagin (S)	2006	Employed (part-time)	233
Wagin (S)	2006	Not in the labour force	496
Wagin (S)	2006	Unemployed (looking for work)	29
Wagin (S)	2011		70
Wagin (S)	2011	Employed (away from work)	54
Wagin (S)	2011	Employed (full-time)	476
Wagin (S)	2011	Employed (part-time)	263
Wagin (S)	2011	Not in the labour force	564
Wagin (S)	2011	Unemployed (looking for work)	39
Wagin (S)	2016		158
Wagin (S)	2016	Employed (away from work)	50
Wagin (S)	2016	Employed (full-time)	437
Wagin (S)	2016	Employed (part-time)	256
Wagin (S)	2016	Not in the labour force	565
Wagin (S)	2016	Unemployed (looking for work)	51
Wandering (S)	2006		31
Wandering (S)	2006	Employed (away from work)	21
Wandering (S)	2006	Employed (full-time)	111
Wandering (S)	2006	Employed (part-time)	40
Wandering (S)	2006	Not in the labour force	72
Wandering (S)	2006	Unemployed (looking for work)	5
Wandering (S)	2011		11
Wandering (S)	2011	Employed (away from work)	17
Wandering (S)	2011	Employed (full-time)	167
Wandering (S)	2011	Employed (part-time)	54
Wandering (S)	2011	Not in the labour force	91
Wandering (S)	2011	Unemployed (looking for work)	5
Wandering (S)	2016		45
Wandering (S)	2016	Employed (away from work)	15
Wandering (S)	2016	Employed (full-time)	136
Wandering (S)	2016	Employed (part-time)	52
Wandering (S)	2016	Not in the labour force	95
Wandering (S)	2016	Unemployed (looking for work)	11
Wanneroo (C)	2006		4937
Wanneroo (C)	2006	Employed (away from work)	3722
Wanneroo (C)	2006	Employed (full-time)	32778
Wanneroo (C)	2006	Employed (part-time)	14622
Wanneroo (C)	2006	Not in the labour force	24997
Wanneroo (C)	2006	Unemployed (looking for work)	2134
Wanneroo (C)	2011		6221
Wanneroo (C)	2011	Employed (away from work)	5020
Wanneroo (C)	2011	Employed (full-time)	46815
Wanneroo (C)	2011	Employed (part-time)	21549
Wanneroo (C)	2011	Not in the labour force	31610
Wanneroo (C)	2011	Unemployed (looking for work)	3751
Wanneroo (C)	2016		8661
Wanneroo (C)	2016	Employed (away from work)	5078
Wanneroo (C)	2016	Employed (full-time)	54825
Wanneroo (C)	2016	Employed (part-time)	29195
Wanneroo (C)	2016	Not in the labour force	38957
Wanneroo (C)	2016	Unemployed (looking for work)	8285
Waroona (S)	2006		151
Waroona (S)	2006	Employed (away from work)	112
Waroona (S)	2006	Employed (full-time)	899
Waroona (S)	2006	Employed (part-time)	454
Waroona (S)	2006	Not in the labour force	997
Waroona (S)	2006	Unemployed (looking for work)	63
Waroona (S)	2011		130
Waroona (S)	2011	Employed (away from work)	134
Waroona (S)	2011	Employed (full-time)	944
Waroona (S)	2011	Employed (part-time)	443
Waroona (S)	2011	Not in the labour force	1109
Waroona (S)	2011	Unemployed (looking for work)	91
Waroona (S)	2016		360
Waroona (S)	2016	Employed (away from work)	160
Waroona (S)	2016	Employed (full-time)	953
Waroona (S)	2016	Employed (part-time)	517
Waroona (S)	2016	Not in the labour force	1230
Waroona (S)	2016	Unemployed (looking for work)	155
West Arthur (S)	2006		22
West Arthur (S)	2006	Employed (away from work)	25
West Arthur (S)	2006	Employed (full-time)	318
West Arthur (S)	2006	Employed (part-time)	122
West Arthur (S)	2006	Not in the labour force	135
West Arthur (S)	2006	Unemployed (looking for work)	8
West Arthur (S)	2011		29
West Arthur (S)	2011	Employed (away from work)	43
West Arthur (S)	2011	Employed (full-time)	309
West Arthur (S)	2011	Employed (part-time)	118
West Arthur (S)	2011	Not in the labour force	177
West Arthur (S)	2011	Unemployed (looking for work)	8
West Arthur (S)	2016		52
West Arthur (S)	2016	Employed (away from work)	25
West Arthur (S)	2016	Employed (full-time)	237
West Arthur (S)	2016	Employed (part-time)	145
West Arthur (S)	2016	Not in the labour force	167
West Arthur (S)	2016	Unemployed (looking for work)	25
Westonia (S)	2006		1
Westonia (S)	2006	Employed (away from work)	9
Westonia (S)	2006	Employed (full-time)	87
Westonia (S)	2006	Employed (part-time)	22
Westonia (S)	2006	Not in the labour force	32
Westonia (S)	2006	Unemployed (looking for work)	3
Westonia (S)	2011		17
Westonia (S)	2011	Employed (away from work)	18
Westonia (S)	2011	Employed (full-time)	115
Westonia (S)	2011	Employed (part-time)	28
Westonia (S)	2011	Not in the labour force	47
Westonia (S)	2011	Unemployed (looking for work)	6
Westonia (S)	2016		43
Westonia (S)	2016	Employed (away from work)	9
Westonia (S)	2016	Employed (full-time)	126
Westonia (S)	2016	Employed (part-time)	32
Westonia (S)	2016	Not in the labour force	45
Westonia (S)	2016	Unemployed (looking for work)	4
Wickepin (S)	2006		6
Wickepin (S)	2006	Employed (away from work)	36
Wickepin (S)	2006	Employed (full-time)	259
Wickepin (S)	2006	Employed (part-time)	80
Wickepin (S)	2006	Not in the labour force	149
Wickepin (S)	2006	Unemployed (looking for work)	16
Wickepin (S)	2011		38
Wickepin (S)	2011	Employed (away from work)	21
Wickepin (S)	2011	Employed (full-time)	230
Wickepin (S)	2011	Employed (part-time)	102
Wickepin (S)	2011	Not in the labour force	176
Wickepin (S)	2011	Unemployed (looking for work)	10
Wickepin (S)	2016		46
Wickepin (S)	2016	Employed (away from work)	26
Wickepin (S)	2016	Employed (full-time)	213
Wickepin (S)	2016	Employed (part-time)	115
Wickepin (S)	2016	Not in the labour force	160
Wickepin (S)	2016	Unemployed (looking for work)	16
Williams (S)	2006		28
Williams (S)	2006	Employed (away from work)	33
Williams (S)	2006	Employed (full-time)	343
Williams (S)	2006	Employed (part-time)	145
Williams (S)	2006	Not in the labour force	148
Williams (S)	2006	Unemployed (looking for work)	12
Williams (S)	2011		28
Williams (S)	2011	Employed (away from work)	40
Williams (S)	2011	Employed (full-time)	337
Williams (S)	2011	Employed (part-time)	162
Williams (S)	2011	Not in the labour force	151
Williams (S)	2011	Unemployed (looking for work)	12
Williams (S)	2016		66
Williams (S)	2016	Employed (away from work)	35
Williams (S)	2016	Employed (full-time)	335
Williams (S)	2016	Employed (part-time)	152
Williams (S)	2016	Not in the labour force	176
Williams (S)	2016	Unemployed (looking for work)	12
Wiluna (S)	2006		61
Wiluna (S)	2006	Employed (away from work)	29
Wiluna (S)	2006	Employed (full-time)	304
Wiluna (S)	2006	Employed (part-time)	65
Wiluna (S)	2006	Not in the labour force	103
Wiluna (S)	2006	Unemployed (looking for work)	13
Wiluna (S)	2011		130
Wiluna (S)	2011	Employed (away from work)	71
Wiluna (S)	2011	Employed (full-time)	585
Wiluna (S)	2011	Employed (part-time)	67
Wiluna (S)	2011	Not in the labour force	148
Wiluna (S)	2011	Unemployed (looking for work)	34
Wiluna (S)	2016		137
Wiluna (S)	2016	Employed (away from work)	24
Wiluna (S)	2016	Employed (full-time)	307
Wiluna (S)	2016	Employed (part-time)	37
Wiluna (S)	2016	Not in the labour force	130
Wiluna (S)	2016	Unemployed (looking for work)	25
Wongan-Ballidu (S)	2006		40
Wongan-Ballidu (S)	2006	Employed (away from work)	41
Wongan-Ballidu (S)	2006	Employed (full-time)	549
Wongan-Ballidu (S)	2006	Employed (part-time)	173
Wongan-Ballidu (S)	2006	Not in the labour force	245
Wongan-Ballidu (S)	2006	Unemployed (looking for work)	16
Wongan-Ballidu (S)	2011		43
Wongan-Ballidu (S)	2011	Employed (away from work)	55
Wongan-Ballidu (S)	2011	Employed (full-time)	473
Wongan-Ballidu (S)	2011	Employed (part-time)	185
Wongan-Ballidu (S)	2011	Not in the labour force	294
Wongan-Ballidu (S)	2011	Unemployed (looking for work)	39
Wongan-Ballidu (S)	2016		38
Wongan-Ballidu (S)	2016	Employed (away from work)	43
Wongan-Ballidu (S)	2016	Employed (full-time)	430
Wongan-Ballidu (S)	2016	Employed (part-time)	200
Wongan-Ballidu (S)	2016	Not in the labour force	294
Wongan-Ballidu (S)	2016	Unemployed (looking for work)	45
Woodanilling (S)	2006		21
Woodanilling (S)	2006	Employed (away from work)	23
Woodanilling (S)	2006	Employed (full-time)	143
Woodanilling (S)	2006	Employed (part-time)	46
Woodanilling (S)	2006	Not in the labour force	49
Woodanilling (S)	2006	Unemployed (looking for work)	6
Woodanilling (S)	2011		-4
Woodanilling (S)	2011	Employed (away from work)	16
Woodanilling (S)	2011	Employed (full-time)	136
Woodanilling (S)	2011	Employed (part-time)	59
Woodanilling (S)	2011	Not in the labour force	91
Woodanilling (S)	2011	Unemployed (looking for work)	7
Woodanilling (S)	2016		18
Woodanilling (S)	2016	Employed (away from work)	24
Woodanilling (S)	2016	Employed (full-time)	133
Woodanilling (S)	2016	Employed (part-time)	47
Woodanilling (S)	2016	Not in the labour force	87
Woodanilling (S)	2016	Unemployed (looking for work)	9
Wyalkatchem (S)	2006		22
Wyalkatchem (S)	2006	Employed (away from work)	22
Wyalkatchem (S)	2006	Employed (full-time)	166
Wyalkatchem (S)	2006	Employed (part-time)	72
Wyalkatchem (S)	2006	Not in the labour force	147
Wyalkatchem (S)	2006	Unemployed (looking for work)	5
Wyalkatchem (S)	2011		41
Wyalkatchem (S)	2011	Employed (away from work)	11
Wyalkatchem (S)	2011	Employed (full-time)	142
Wyalkatchem (S)	2011	Employed (part-time)	60
Wyalkatchem (S)	2011	Not in the labour force	166
Wyalkatchem (S)	2011	Unemployed (looking for work)	3
Wyalkatchem (S)	2016		59
Wyalkatchem (S)	2016	Employed (away from work)	6
Wyalkatchem (S)	2016	Employed (full-time)	119
Wyalkatchem (S)	2016	Employed (part-time)	63
Wyalkatchem (S)	2016	Not in the labour force	173
Wyalkatchem (S)	2016	Unemployed (looking for work)	19
Wyndham-East Kimberley (S)	2006		802
Wyndham-East Kimberley (S)	2006	Employed (away from work)	232
Wyndham-East Kimberley (S)	2006	Employed (full-time)	2090
Wyndham-East Kimberley (S)	2006	Employed (part-time)	710
Wyndham-East Kimberley (S)	2006	Not in the labour force	996
Wyndham-East Kimberley (S)	2006	Unemployed (looking for work)	81
Wyndham-East Kimberley (S)	2011		670
Wyndham-East Kimberley (S)	2011	Employed (away from work)	344
Wyndham-East Kimberley (S)	2011	Employed (full-time)	2693
Wyndham-East Kimberley (S)	2011	Employed (part-time)	703
Wyndham-East Kimberley (S)	2011	Not in the labour force	1291
Wyndham-East Kimberley (S)	2011	Unemployed (looking for work)	192
Wyndham-East Kimberley (S)	2016		732
Wyndham-East Kimberley (S)	2016	Employed (away from work)	233
Wyndham-East Kimberley (S)	2016	Employed (full-time)	2362
Wyndham-East Kimberley (S)	2016	Employed (part-time)	637
Wyndham-East Kimberley (S)	2016	Not in the labour force	1312
Wyndham-East Kimberley (S)	2016	Unemployed (looking for work)	235
Yalgoo (S)	2006		25
Yalgoo (S)	2006	Employed (away from work)	15
Yalgoo (S)	2006	Employed (full-time)	80
Yalgoo (S)	2006	Employed (part-time)	23
Yalgoo (S)	2006	Not in the labour force	48
Yalgoo (S)	2006	Unemployed (looking for work)	10
Yalgoo (S)	2011		63
Yalgoo (S)	2011	Employed (away from work)	11
Yalgoo (S)	2011	Employed (full-time)	191
Yalgoo (S)	2011	Employed (part-time)	37
Yalgoo (S)	2011	Not in the labour force	40
Yalgoo (S)	2011	Unemployed (looking for work)	11
Yalgoo (S)	2016		48
Yalgoo (S)	2016	Employed (away from work)	24
Yalgoo (S)	2016	Employed (full-time)	143
Yalgoo (S)	2016	Employed (part-time)	32
Yalgoo (S)	2016	Not in the labour force	52
Yalgoo (S)	2016	Unemployed (looking for work)	3
Yilgarn (S)	2006		93
Yilgarn (S)	2006	Employed (away from work)	57
Yilgarn (S)	2006	Employed (full-time)	530
Yilgarn (S)	2006	Employed (part-time)	167
Yilgarn (S)	2006	Not in the labour force	223
Yilgarn (S)	2006	Unemployed (looking for work)	18
Yilgarn (S)	2011		156
Yilgarn (S)	2011	Employed (away from work)	64
Yilgarn (S)	2011	Employed (full-time)	685
Yilgarn (S)	2011	Employed (part-time)	167
Yilgarn (S)	2011	Not in the labour force	237
Yilgarn (S)	2011	Unemployed (looking for work)	26
Yilgarn (S)	2016		161
Yilgarn (S)	2016	Employed (away from work)	50
Yilgarn (S)	2016	Employed (full-time)	427
Yilgarn (S)	2016	Employed (part-time)	128
Yilgarn (S)	2016	Not in the labour force	237
Yilgarn (S)	2016	Unemployed (looking for work)	43
York (S)	2006		131
York (S)	2006	Employed (away from work)	102
York (S)	2006	Employed (full-time)	813
York (S)	2006	Employed (part-time)	455
York (S)	2006	Not in the labour force	947
York (S)	2006	Unemployed (looking for work)	69
York (S)	2011		181
York (S)	2011	Employed (away from work)	117
York (S)	2011	Employed (full-time)	862
York (S)	2011	Employed (part-time)	479
York (S)	2011	Not in the labour force	1061
York (S)	2011	Unemployed (looking for work)	77
York (S)	2016		338
York (S)	2016	Employed (away from work)	86
York (S)	2016	Employed (full-time)	801
York (S)	2016	Employed (part-time)	506
York (S)	2016	Not in the labour force	1169
York (S)	2016	Unemployed (looking for work)	88
No usual address (WA)	2006		684
No usual address (WA)	2006	Employed (away from work)	249
No usual address (WA)	2006	Employed (full-time)	1527
No usual address (WA)	2006	Employed (part-time)	468
No usual address (WA)	2006	Not in the labour force	2182
No usual address (WA)	2006	Unemployed (looking for work)	392
No usual address (WA)	2011		1223
No usual address (WA)	2011	Employed (away from work)	280
No usual address (WA)	2011	Employed (full-time)	1809
No usual address (WA)	2011	Employed (part-time)	507
No usual address (WA)	2011	Not in the labour force	2410
No usual address (WA)	2011	Unemployed (looking for work)	464
No usual address (WA)	2016		1501
No usual address (WA)	2016	Employed (away from work)	195
No usual address (WA)	2016	Employed (full-time)	1143
No usual address (WA)	2016	Employed (part-time)	431
No usual address (WA)	2016	Not in the labour force	1845
No usual address (WA)	2016	Unemployed (looking for work)	444
Migratory - Offshore - Shipping (WA)	2006		29
Migratory - Offshore - Shipping (WA)	2006	Employed (away from work)	29
Migratory - Offshore - Shipping (WA)	2006	Employed (full-time)	260
Migratory - Offshore - Shipping (WA)	2006	Employed (part-time)	11
Migratory - Offshore - Shipping (WA)	2006	Not in the labour force	10
Migratory - Offshore - Shipping (WA)	2006	Unemployed (looking for work)	0
Migratory - Offshore - Shipping (WA)	2011		62
Migratory - Offshore - Shipping (WA)	2011	Employed (away from work)	23
Migratory - Offshore - Shipping (WA)	2011	Employed (full-time)	295
Migratory - Offshore - Shipping (WA)	2011	Employed (part-time)	15
Migratory - Offshore - Shipping (WA)	2011	Not in the labour force	19
Migratory - Offshore - Shipping (WA)	2011	Unemployed (looking for work)	3
Migratory - Offshore - Shipping (WA)	2016		72
Migratory - Offshore - Shipping (WA)	2016	Employed (away from work)	18
Migratory - Offshore - Shipping (WA)	2016	Employed (full-time)	301
Migratory - Offshore - Shipping (WA)	2016	Employed (part-time)	23
Migratory - Offshore - Shipping (WA)	2016	Not in the labour force	20
Migratory - Offshore - Shipping (WA)	2016	Unemployed (looking for work)	0
Break O'Day (M)	2006		316
Break O'Day (M)	2006	Employed (away from work)	150
Break O'Day (M)	2006	Employed (full-time)	1031
Break O'Day (M)	2006	Employed (part-time)	787
Break O'Day (M)	2006	Not in the labour force	2440
Break O'Day (M)	2006	Unemployed (looking for work)	198
Break O'Day (M)	2011		268
Break O'Day (M)	2011	Employed (away from work)	202
Break O'Day (M)	2011	Employed (full-time)	979
Break O'Day (M)	2011	Employed (part-time)	848
Break O'Day (M)	2011	Not in the labour force	2636
Break O'Day (M)	2011	Unemployed (looking for work)	232
Break O'Day (M)	2016		429
Break O'Day (M)	2016	Employed (away from work)	141
Break O'Day (M)	2016	Employed (full-time)	890
Break O'Day (M)	2016	Employed (part-time)	899
Break O'Day (M)	2016	Not in the labour force	2651
Break O'Day (M)	2016	Unemployed (looking for work)	237
Brighton (M)	2006		746
Brighton (M)	2006	Employed (away from work)	423
Brighton (M)	2006	Employed (full-time)	3167
Brighton (M)	2006	Employed (part-time)	1612
Brighton (M)	2006	Not in the labour force	3766
Brighton (M)	2006	Unemployed (looking for work)	503
Brighton (M)	2011		701
Brighton (M)	2011	Employed (away from work)	414
Brighton (M)	2011	Employed (full-time)	3708
Brighton (M)	2011	Employed (part-time)	1929
Brighton (M)	2011	Not in the labour force	4238
Brighton (M)	2011	Unemployed (looking for work)	496
Brighton (M)	2016		839
Brighton (M)	2016	Employed (away from work)	398
Brighton (M)	2016	Employed (full-time)	3929
Brighton (M)	2016	Employed (part-time)	2306
Brighton (M)	2016	Not in the labour force	4578
Brighton (M)	2016	Unemployed (looking for work)	574
Burnie (C)	2006		732
Burnie (C)	2006	Employed (away from work)	576
Burnie (C)	2006	Employed (full-time)	4659
Burnie (C)	2006	Employed (part-time)	2437
Burnie (C)	2006	Not in the labour force	5890
Burnie (C)	2006	Unemployed (looking for work)	726
Burnie (C)	2011		849
Burnie (C)	2011	Employed (away from work)	515
Burnie (C)	2011	Employed (full-time)	4857
Burnie (C)	2011	Employed (part-time)	2617
Burnie (C)	2011	Not in the labour force	5891
Burnie (C)	2011	Unemployed (looking for work)	746
Burnie (C)	2016		918
Burnie (C)	2016	Employed (away from work)	464
Burnie (C)	2016	Employed (full-time)	4327
Burnie (C)	2016	Employed (part-time)	2870
Burnie (C)	2016	Not in the labour force	6121
Burnie (C)	2016	Unemployed (looking for work)	746
Central Coast (M) (Tas.)	2006		833
Central Coast (M) (Tas.)	2006	Employed (away from work)	655
Central Coast (M) (Tas.)	2006	Employed (full-time)	5055
Central Coast (M) (Tas.)	2006	Employed (part-time)	2714
Central Coast (M) (Tas.)	2006	Not in the labour force	6664
Central Coast (M) (Tas.)	2006	Unemployed (looking for work)	715
Central Coast (M) (Tas.)	2011		893
Central Coast (M) (Tas.)	2011	Employed (away from work)	609
Central Coast (M) (Tas.)	2011	Employed (full-time)	5221
Central Coast (M) (Tas.)	2011	Employed (part-time)	3094
Central Coast (M) (Tas.)	2011	Not in the labour force	6917
Central Coast (M) (Tas.)	2011	Unemployed (looking for work)	597
Central Coast (M) (Tas.)	2016		1039
Central Coast (M) (Tas.)	2016	Employed (away from work)	595
Central Coast (M) (Tas.)	2016	Employed (full-time)	4920
Central Coast (M) (Tas.)	2016	Employed (part-time)	3321
Central Coast (M) (Tas.)	2016	Not in the labour force	7213
Central Coast (M) (Tas.)	2016	Unemployed (looking for work)	654
Central Highlands (M) (Tas.)	2006		119
Central Highlands (M) (Tas.)	2006	Employed (away from work)	79
Central Highlands (M) (Tas.)	2006	Employed (full-time)	519
Central Highlands (M) (Tas.)	2006	Employed (part-time)	253
Central Highlands (M) (Tas.)	2006	Not in the labour force	799
Central Highlands (M) (Tas.)	2006	Unemployed (looking for work)	60
Central Highlands (M) (Tas.)	2011		120
Central Highlands (M) (Tas.)	2011	Employed (away from work)	75
Central Highlands (M) (Tas.)	2011	Employed (full-time)	527
Central Highlands (M) (Tas.)	2011	Employed (part-time)	233
Central Highlands (M) (Tas.)	2011	Not in the labour force	807
Central Highlands (M) (Tas.)	2011	Unemployed (looking for work)	76
Central Highlands (M) (Tas.)	2016		142
Central Highlands (M) (Tas.)	2016	Employed (away from work)	67
Central Highlands (M) (Tas.)	2016	Employed (full-time)	481
Central Highlands (M) (Tas.)	2016	Employed (part-time)	277
Central Highlands (M) (Tas.)	2016	Not in the labour force	763
Central Highlands (M) (Tas.)	2016	Unemployed (looking for work)	72
Circular Head (M)	2006		221
Circular Head (M)	2006	Employed (away from work)	298
Circular Head (M)	2006	Employed (full-time)	2411
Circular Head (M)	2006	Employed (part-time)	1055
Circular Head (M)	2006	Not in the labour force	1957
Circular Head (M)	2006	Unemployed (looking for work)	165
Circular Head (M)	2011		294
Circular Head (M)	2011	Employed (away from work)	290
Circular Head (M)	2011	Employed (full-time)	2198
Circular Head (M)	2011	Employed (part-time)	1169
Circular Head (M)	2011	Not in the labour force	2035
Circular Head (M)	2011	Unemployed (looking for work)	182
Circular Head (M)	2016		488
Circular Head (M)	2016	Employed (away from work)	257
Circular Head (M)	2016	Employed (full-time)	2146
Circular Head (M)	2016	Employed (part-time)	1192
Circular Head (M)	2016	Not in the labour force	2036
Circular Head (M)	2016	Unemployed (looking for work)	185
Clarence (C)	2006		1933
Clarence (C)	2006	Employed (away from work)	1504
Clarence (C)	2006	Employed (full-time)	13400
Clarence (C)	2006	Employed (part-time)	7343
Clarence (C)	2006	Not in the labour force	14781
Clarence (C)	2006	Unemployed (looking for work)	1218
Clarence (C)	2011		1664
Clarence (C)	2011	Employed (away from work)	1467
Clarence (C)	2011	Employed (full-time)	13924
Clarence (C)	2011	Employed (part-time)	8391
Clarence (C)	2011	Not in the labour force	15449
Clarence (C)	2011	Unemployed (looking for work)	1227
Clarence (C)	2016		2120
Clarence (C)	2016	Employed (away from work)	1385
Clarence (C)	2016	Employed (full-time)	14176
Clarence (C)	2016	Employed (part-time)	9017
Clarence (C)	2016	Not in the labour force	16937
Clarence (C)	2016	Unemployed (looking for work)	1338
Derwent Valley (M)	2006		457
Derwent Valley (M)	2006	Employed (away from work)	302
Derwent Valley (M)	2006	Employed (full-time)	2184
Derwent Valley (M)	2006	Employed (part-time)	1108
Derwent Valley (M)	2006	Not in the labour force	3063
Derwent Valley (M)	2006	Unemployed (looking for work)	357
Derwent Valley (M)	2011		296
Derwent Valley (M)	2011	Employed (away from work)	314
Derwent Valley (M)	2011	Employed (full-time)	2218
Derwent Valley (M)	2011	Employed (part-time)	1342
Derwent Valley (M)	2011	Not in the labour force	3213
Derwent Valley (M)	2011	Unemployed (looking for work)	366
Derwent Valley (M)	2016		547
Derwent Valley (M)	2016	Employed (away from work)	287
Derwent Valley (M)	2016	Employed (full-time)	2172
Derwent Valley (M)	2016	Employed (part-time)	1402
Derwent Valley (M)	2016	Not in the labour force	3385
Derwent Valley (M)	2016	Unemployed (looking for work)	356
Devonport (C)	2006		876
Devonport (C)	2006	Employed (away from work)	724
Devonport (C)	2006	Employed (full-time)	5753
Devonport (C)	2006	Employed (part-time)	3073
Devonport (C)	2006	Not in the labour force	7917
Devonport (C)	2006	Unemployed (looking for work)	935
Devonport (C)	2011		921
Devonport (C)	2011	Employed (away from work)	702
Devonport (C)	2011	Employed (full-time)	5726
Devonport (C)	2011	Employed (part-time)	3509
Devonport (C)	2011	Not in the labour force	8135
Devonport (C)	2011	Unemployed (looking for work)	825
Devonport (C)	2016		1230
Devonport (C)	2016	Employed (away from work)	599
Devonport (C)	2016	Employed (full-time)	5290
Devonport (C)	2016	Employed (part-time)	3763
Devonport (C)	2016	Not in the labour force	8425
Devonport (C)	2016	Unemployed (looking for work)	902
Dorset (M)	2006		311
Dorset (M)	2006	Employed (away from work)	196
Dorset (M)	2006	Employed (full-time)	1777
Dorset (M)	2006	Employed (part-time)	903
Dorset (M)	2006	Not in the labour force	2212
Dorset (M)	2006	Unemployed (looking for work)	176
Dorset (M)	2011		239
Dorset (M)	2011	Employed (away from work)	198
Dorset (M)	2011	Employed (full-time)	1562
Dorset (M)	2011	Employed (part-time)	918
Dorset (M)	2011	Not in the labour force	2296
Dorset (M)	2011	Unemployed (looking for work)	272
Dorset (M)	2016		415
Dorset (M)	2016	Employed (away from work)	193
Dorset (M)	2016	Employed (full-time)	1453
Dorset (M)	2016	Employed (part-time)	913
Dorset (M)	2016	Not in the labour force	2295
Dorset (M)	2016	Unemployed (looking for work)	211
Flinders (M) (Tas.)	2006		24
Flinders (M) (Tas.)	2006	Employed (away from work)	40
Flinders (M) (Tas.)	2006	Employed (full-time)	270
Flinders (M) (Tas.)	2006	Employed (part-time)	151
Flinders (M) (Tas.)	2006	Not in the labour force	223
Flinders (M) (Tas.)	2006	Unemployed (looking for work)	17
Flinders (M) (Tas.)	2011		30
Flinders (M) (Tas.)	2011	Employed (away from work)	23
Flinders (M) (Tas.)	2011	Employed (full-time)	231
Flinders (M) (Tas.)	2011	Employed (part-time)	147
Flinders (M) (Tas.)	2011	Not in the labour force	211
Flinders (M) (Tas.)	2011	Unemployed (looking for work)	24
Flinders (M) (Tas.)	2016		54
Flinders (M) (Tas.)	2016	Employed (away from work)	35
Flinders (M) (Tas.)	2016	Employed (full-time)	226
Flinders (M) (Tas.)	2016	Employed (part-time)	165
Flinders (M) (Tas.)	2016	Not in the labour force	261
