SA3_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
30905,0,0,3,13,0,4,0,0,0,18,27,3,28,0,7,0,64,1272,98,797,17,108,61,2367,0,0,42,0,7,27,80,0,3,0,0,3,0,7,0,27,14,0,5,0,47,0,27,33,3,9,0,68,5,8,20,0,5,0,38,10,5,41,0,0,0,64,68,4,76,0,10,0,159,466,3,258,6,32,4,768,388,0,102,0,8,0,499,139,0,42,0,5,0,186,91,0,14,0,0,0,101,42,0,7,0,0,0,45,16,0,3,0,0,0,17,6,0,3,0,0,0,15,26,5,14,3,3,8,51,1248,87,663,13,83,47,2151
30906,0,0,10,20,0,3,0,3,0,28,49,29,42,6,14,16,165,3369,485,1531,83,461,109,6051,6,28,56,0,6,38,139,3,24,3,3,11,5,50,7,148,18,7,21,0,201,7,131,32,33,78,0,278,6,30,44,3,31,3,125,43,47,68,7,80,3,253,510,52,236,20,87,4,912,1992,39,637,25,54,17,2770,985,5,183,0,3,3,1185,240,0,71,0,3,0,313,95,0,22,0,3,0,125,29,0,13,0,0,0,45,24,0,3,0,3,0,26,14,0,0,0,0,0,13,47,25,53,10,20,12,169,4013,537,1439,118,398,86,6591
30907,0,0,32,75,0,14,0,6,0,97,117,16,66,4,26,18,241,7998,195,2010,60,347,156,10773,16,7,104,0,20,59,217,3,5,3,0,0,0,10,14,29,30,4,10,0,87,17,45,49,10,20,0,137,24,25,48,0,12,0,106,74,25,118,5,31,3,255,968,88,312,37,60,8,1480,6506,21,767,14,79,19,7404,2513,0,248,3,12,3,2777,564,0,106,0,4,3,686,242,0,30,0,0,0,279,139,0,22,0,0,0,168,62,0,8,0,0,0,76,73,0,26,0,3,0,98,160,9,66,9,23,4,271,11367,254,1943,78,291,116,14050
30908,0,0,13,20,0,8,0,0,0,28,46,18,47,6,6,13,133,3919,312,1464,73,171,83,6027,11,11,53,3,6,47,134,0,19,0,0,0,0,18,16,82,18,3,0,0,117,17,58,40,4,4,0,125,18,13,36,3,0,0,72,61,29,45,0,5,3,144,205,18,123,8,14,6,376,1745,28,610,23,83,17,2505,1689,8,289,11,31,7,2031,585,0,120,8,10,3,726,194,0,34,0,3,0,229,65,0,16,0,3,0,88,28,0,11,0,3,0,41,35,0,4,0,0,0,41,52,12,41,3,8,7,130,4714,288,1435,65,175,96,6767
30909,3,0,15,26,0,18,0,22,0,68,67,65,93,18,23,18,286,5034,1011,2235,173,317,169,8940,11,60,77,6,15,59,229,0,100,3,4,3,0,113,27,349,50,22,10,0,459,61,167,84,26,10,3,357,51,78,101,12,18,3,262,291,91,146,19,29,6,586,1475,65,436,7,54,9,2054,2336,28,651,15,100,17,3147,1340,3,284,8,30,9,1680,502,0,96,3,15,4,620,119,0,39,0,6,0,170,34,0,8,0,5,0,49,8,0,6,0,0,0,18,14,0,16,0,3,0,30,111,57,77,6,27,12,289,6381,1001,2081,133,346,124,10062
30910,3,0,54,71,0,39,0,3,0,115,67,0,70,4,11,22,176,4262,19,1856,56,218,155,6570,13,0,88,0,37,63,207,3,0,0,0,0,0,3,16,4,40,0,11,0,73,127,5,43,22,10,0,208,76,0,51,0,0,0,130,443,0,129,15,8,4,602,1204,0,340,4,38,14,1598,1494,4,510,9,65,16,2084,834,0,272,8,23,12,1150,399,3,122,0,10,5,535,238,0,51,0,7,0,293,115,0,33,0,3,0,143,71,0,16,0,3,0,89,118,0,38,0,3,0,161,91,0,64,5,14,16,186,5239,18,1782,59,221,129,7453
31001,0,0,0,9,0,6,0,6,0,23,44,136,44,9,26,11,272,3656,2025,1424,131,451,115,7799,7,83,97,3,14,40,241,0,115,3,4,0,0,124,5,539,48,22,25,8,638,34,408,53,16,64,5,577,19,180,71,21,43,3,338,87,185,118,6,97,3,497,1123,222,488,25,100,14,1973,2713,40,473,29,83,17,3349,434,8,81,0,13,0,538,54,5,11,0,3,0,75,18,0,4,0,0,0,23,4,0,3,0,0,0,10,3,0,0,0,0,0,4,6,0,4,0,0,0,10,67,117,52,14,14,16,279,4578,1906,1497,140,451,116,8687
31002,0,0,0,7,0,17,0,3,0,21,48,7,76,3,44,9,196,2261,92,1444,59,475,202,4536,13,3,156,0,49,137,363,0,8,6,0,18,0,32,20,32,76,4,29,3,168,89,13,168,14,45,8,333,148,5,196,15,49,9,418,632,12,333,10,54,3,1038,1461,3,346,0,34,14,1851,366,0,126,0,15,0,504,80,0,23,0,3,0,106,14,0,13,0,0,0,26,4,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,9,45,11,55,0,28,6,153,2871,82,1502,53,330,183,5011
31003,0,0,3,20,0,9,0,3,0,35,98,108,95,14,38,26,379,6422,1555,2294,283,820,197,11576,10,59,117,3,20,69,277,12,113,13,3,4,0,143,45,406,91,58,19,5,628,132,269,140,70,46,8,665,281,111,196,33,47,8,685,1821,264,643,78,419,17,3244,4198,79,815,49,125,27,5286,1506,7,246,8,34,13,1810,176,3,44,0,14,0,236,48,0,5,0,3,3,64,11,0,3,0,0,0,18,3,0,3,0,0,0,9,0,0,3,0,0,0,8,11,0,3,0,0,0,18,125,101,76,16,28,22,364,8376,1418,2386,324,757,167,13441
31004,0,0,0,19,0,3,3,3,0,27,91,36,50,3,9,11,201,6376,734,1218,79,285,88,8782,14,16,44,6,4,24,115,3,24,3,0,0,0,33,12,122,30,3,9,0,173,32,145,51,10,34,0,280,42,68,70,8,16,0,198,556,150,181,27,126,3,1046,3206,138,447,30,101,21,3945,4269,12,329,10,43,20,4681,405,0,52,0,8,3,476,98,0,8,0,3,0,109,26,0,3,0,0,0,29,11,0,0,0,0,0,11,0,0,0,0,0,0,3,13,0,0,0,0,0,11,122,37,38,10,11,16,234,8810,720,1254,102,359,91,11331
31101,0,0,0,4,0,0,0,0,0,4,10,4,12,0,10,11,50,741,121,390,39,124,72,1488,3,5,32,0,33,41,106,0,10,7,0,0,0,15,12,42,17,3,23,0,104,49,24,59,3,16,3,145,76,10,61,6,3,3,154,124,21,68,18,3,3,233,424,10,92,3,13,0,549,290,0,32,0,3,3,328,26,0,14,0,0,0,45,8,0,3,0,0,0,15,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,18,9,11,0,18,3,61,1040,135,400,36,108,54,1771
31102,0,0,0,13,0,0,0,3,0,13,46,47,25,3,13,11,146,3209,760,922,56,129,62,5137,11,42,33,4,10,22,117,0,80,3,0,0,0,83,13,234,20,3,3,3,283,14,198,28,13,22,3,278,78,49,31,0,3,3,167,581,43,104,3,12,3,743,1691,58,346,17,51,14,2174,1472,11,244,6,13,9,1754,116,0,29,0,0,0,153,29,0,14,0,3,0,41,8,0,3,0,0,0,10,6,0,0,0,0,0,6,3,0,0,0,0,0,4,3,0,0,0,0,0,5,61,31,40,3,11,15,158,4088,745,902,52,127,68,5984
31103,0,0,0,21,0,0,0,5,0,30,98,49,63,10,16,20,258,4575,709,1443,63,299,117,7207,11,40,67,0,12,42,179,3,37,3,0,0,0,46,8,190,21,0,14,3,234,22,176,47,0,30,7,282,16,57,42,3,43,3,165,112,68,97,10,58,4,339,1926,71,488,15,61,14,2575,3218,15,524,25,64,24,3865,302,0,61,0,7,0,380,79,0,12,0,0,0,87,25,0,5,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,7,94,40,60,3,9,12,223,5815,693,1431,66,309,115,8416
31104,0,0,0,4,0,0,0,0,0,3,13,0,38,0,12,3,67,880,0,501,3,45,50,1471,5,0,43,0,9,36,85,0,0,11,0,0,0,11,0,0,13,0,0,0,19,4,0,13,0,3,0,20,10,0,21,0,0,0,29,26,0,33,0,0,0,69,162,8,92,5,5,3,275,919,0,175,0,7,0,1100,296,0,71,0,4,4,378,92,0,15,0,0,0,108,25,0,4,0,0,0,23,7,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,4,32,0,31,0,11,3,79,1571,16,517,7,38,43,2197
31105,0,0,10,11,0,3,0,0,0,16,49,58,34,7,7,9,165,3109,718,1223,43,197,71,5370,3,30,44,0,14,30,119,3,53,3,3,0,0,61,12,185,35,0,12,4,250,35,170,45,6,32,7,286,19,63,40,8,14,0,140,183,51,85,11,29,3,360,1083,53,318,32,47,13,1537,2105,10,377,8,44,15,2557,387,3,79,0,7,3,482,89,0,13,0,3,0,108,27,0,4,0,0,0,32,4,3,3,0,0,0,12,5,0,0,0,0,0,4,5,0,0,0,0,0,7,70,40,42,7,10,4,166,4032,668,1091,71,204,81,6146
31106,0,0,0,19,0,4,0,3,0,30,92,111,77,8,14,15,324,5217,1972,1918,136,293,124,9663,29,106,68,8,16,43,266,3,161,0,0,0,0,170,34,456,38,13,10,3,550,56,395,62,34,30,0,580,91,136,100,5,26,4,358,924,217,209,16,26,13,1401,2575,109,543,35,103,26,3394,1625,27,412,3,43,13,2118,464,4,112,0,7,0,589,84,0,27,0,3,0,113,19,0,5,0,3,0,30,9,0,6,0,0,0,10,5,0,0,0,0,0,3,8,3,5,0,3,0,15,88,90,48,12,18,12,263,6009,1698,1637,124,293,110,9872
31201,9,0,53,154,0,39,0,49,0,239,104,21,65,8,331,20,559,1402,379,722,110,3411,273,6303,45,47,95,3,1679,152,2026,7,40,13,3,230,3,292,95,97,71,11,192,3,475,301,51,114,45,63,3,577,281,17,91,10,49,5,458,516,22,116,15,30,3,697,558,4,94,3,36,7,701,260,0,49,0,15,3,332,60,0,5,0,5,0,76,15,0,3,0,7,0,24,0,0,0,0,10,0,14,0,0,0,0,5,0,9,0,0,0,0,4,0,5,3,0,0,0,3,0,10,53,14,39,10,200,12,329,2194,299,699,101,2529,194,6018
31202,0,0,22,27,0,24,0,6,0,61,84,117,145,17,112,37,517,5598,1402,3344,252,835,329,11762,20,100,262,10,87,191,670,10,96,21,12,23,0,168,106,405,151,39,45,17,756,540,305,283,62,67,7,1267,592,109,379,17,70,7,1172,1453,101,499,32,78,13,2178,2500,71,740,15,87,19,3432,1792,12,519,29,71,13,2445,289,0,96,0,10,0,399,62,0,23,0,6,0,88,13,0,14,0,3,0,34,4,0,0,0,0,0,9,0,0,0,0,0,0,4,7,0,7,0,7,0,16,127,83,137,7,57,20,433,7520,1287,3133,233,605,284,13050
31203,3,0,6,30,0,35,0,9,0,81,38,8,32,4,36,10,126,1339,145,704,56,290,72,2608,3,4,44,0,31,30,106,3,8,3,0,11,0,29,6,37,29,16,20,0,105,50,40,55,21,13,4,187,100,10,50,5,10,3,175,229,19,78,8,36,0,367,393,9,137,0,29,0,565,486,0,107,0,21,3,620,131,0,40,0,10,0,183,30,0,11,0,5,0,50,10,0,0,0,0,0,13,11,0,3,0,7,0,16,3,0,0,0,0,0,7,8,0,11,0,8,0,28,27,4,27,0,25,0,86,1495,130,600,47,227,51,2543
31301,0,0,0,11,0,3,0,4,0,17,44,14,20,14,16,13,131,2391,277,809,43,178,71,3773,3,12,35,0,15,44,110,0,30,0,15,0,0,45,16,109,32,5,10,0,170,34,59,60,43,47,4,239,63,23,79,15,12,0,189,281,20,158,6,18,0,483,881,25,272,15,15,15,1228,826,3,155,4,11,6,1005,170,0,41,0,0,0,209,41,0,8,0,0,0,54,17,0,3,0,3,0,20,8,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,9,31,16,30,5,16,8,103,2374,286,862,116,155,82,3866
31302,0,0,3,21,0,7,0,4,0,31,87,75,58,7,16,19,255,5517,881,1241,133,195,136,8098,10,47,54,5,10,46,171,3,49,4,3,0,0,64,37,309,57,12,19,4,435,69,165,69,34,25,4,376,118,79,120,20,35,3,384,977,115,256,30,54,11,1436,3056,41,490,22,55,23,3681,2210,9,189,3,14,12,2438,145,3,39,0,4,0,196,38,0,13,0,0,0,55,13,0,7,0,3,0,25,7,0,0,0,0,0,10,0,0,0,0,3,0,7,6,0,4,0,3,0,12,124,47,47,10,18,9,252,6816,876,1349,140,247,106,9539
31303,0,0,0,0,0,0,0,0,0,0,11,0,30,0,12,3,48,405,4,332,3,77,40,870,0,0,37,0,15,39,99,0,0,3,0,3,0,5,8,0,27,0,5,0,36,22,0,41,0,10,0,73,18,0,30,0,5,0,53,65,0,56,0,12,3,137,212,0,94,0,11,0,311,84,0,39,0,3,0,124,39,0,7,0,0,0,43,5,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,15,5,9,0,32,462,4,351,9,70,49,936
31304,0,0,5,11,0,5,0,4,0,17,65,40,40,3,7,7,168,3251,566,944,44,246,85,5135,12,24,46,0,5,30,121,0,35,0,0,4,0,39,14,126,21,10,18,3,186,21,131,38,6,32,4,225,27,43,42,3,26,0,141,278,60,98,10,56,9,503,1551,75,341,20,51,14,2043,1527,3,236,0,15,3,1794,261,0,57,0,4,0,326,98,0,13,0,0,0,111,26,0,4,0,0,0,33,9,0,0,0,0,0,9,3,0,0,0,0,0,3,10,0,0,0,0,0,8,51,24,40,3,9,5,143,3883,529,944,51,221,73,5694
31305,0,0,8,24,0,9,0,0,0,35,74,99,48,12,17,24,275,4996,1435,1834,127,215,146,8750,8,62,65,13,15,53,214,3,133,4,3,0,3,149,23,562,52,34,13,7,696,113,276,97,26,18,5,537,159,94,124,16,18,11,419,665,89,256,8,42,10,1074,1836,92,475,9,43,13,2468,2120,19,334,14,24,10,2515,396,3,83,0,3,0,488,134,0,24,0,3,0,164,40,0,13,0,0,0,55,19,0,3,0,0,0,27,9,0,0,0,0,0,9,17,0,5,0,0,0,23,91,100,43,18,7,7,271,5634,1438,1597,129,184,123,9107
31401,0,0,0,5,0,5,0,4,0,16,25,5,43,3,22,8,105,2321,115,1052,21,356,72,3938,5,4,83,4,9,45,151,0,3,10,0,0,0,12,0,15,25,4,7,0,49,3,20,30,3,9,0,68,10,13,57,3,7,0,88,34,40,63,0,337,0,481,216,14,153,0,42,0,435,1365,10,333,0,14,0,1727,733,0,145,0,19,3,898,198,0,47,0,3,0,249,89,0,12,0,0,0,98,36,0,3,0,0,0,41,6,0,7,0,0,0,10,7,0,0,0,3,0,13,31,5,44,12,18,6,120,2739,117,1012,30,461,69,4440
31402,0,0,0,10,0,3,0,0,0,17,56,12,28,5,5,11,122,3978,347,954,71,274,80,5709,8,15,35,3,5,24,85,0,20,0,3,3,0,31,8,94,13,16,22,0,156,14,86,30,20,48,0,200,48,40,34,0,12,0,125,216,62,89,8,160,5,536,1773,77,384,19,60,7,2316,4540,9,507,32,56,18,5162,808,0,51,3,9,3,873,179,0,20,0,0,0,196,63,0,7,0,0,0,71,17,0,0,0,0,0,17,0,0,0,0,0,0,7,3,0,3,0,0,0,6,88,25,28,3,6,11,166,7759,427,1206,108,376,71,9948
31403,0,0,3,7,0,4,0,0,0,13,22,47,25,3,4,6,104,1946,544,774,45,91,48,3444,6,23,24,4,3,22,89,0,26,3,0,0,0,29,8,163,14,7,4,0,190,28,92,47,0,5,0,172,51,45,50,7,5,7,156,164,51,90,7,44,4,354,841,65,258,7,30,11,1216,1308,20,244,17,29,3,1619,65,0,17,0,0,0,83,12,0,6,0,0,0,15,3,0,3,0,0,0,6,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,22,3,6,8,112,2514,528,776,49,132,50,4054
31501,4,0,6,0,0,7,0,13,0,19,19,67,52,35,164,15,360,340,1751,522,1106,1382,259,5357,15,524,82,145,625,186,1593,4,310,8,40,44,5,416,4,1033,75,78,95,4,1292,21,595,69,47,62,9,807,18,50,39,15,23,3,142,29,51,47,35,32,0,200,71,93,46,11,38,7,276,49,24,39,7,32,4,159,53,6,17,0,36,0,112,52,0,8,0,41,3,103,58,0,14,0,26,0,96,42,0,4,0,14,0,68,25,0,3,0,6,0,35,0,0,10,0,15,0,31,27,128,67,14,179,8,421,476,2822,545,398,1274,235,5741
31502,0,0,0,3,0,4,0,3,0,15,35,77,76,8,182,20,393,1072,1107,977,197,1313,277,4950,13,169,59,10,542,143,941,3,124,9,8,44,0,186,31,377,47,32,97,5,588,102,285,80,38,77,4,584,124,73,91,12,24,0,324,175,63,100,0,29,3,372,270,46,145,5,39,0,507,357,21,145,0,39,3,572,201,4,83,0,23,0,308,45,0,26,0,6,0,81,18,0,11,0,4,0,31,4,0,3,0,0,0,5,0,0,0,0,0,0,6,3,0,5,0,3,0,11,30,63,42,6,148,9,295,1374,1225,841,118,1069,167,4796
31503,0,0,5,0,0,10,0,3,0,17,18,30,48,3,162,13,272,424,481,640,103,959,292,2896,6,91,86,19,347,184,732,3,76,19,3,41,0,152,39,115,109,40,109,4,416,106,52,142,22,44,5,368,80,12,76,7,23,0,206,111,12,55,0,23,0,197,56,6,36,0,13,0,113,16,3,19,0,11,4,57,3,0,3,0,7,0,6,0,0,0,0,3,0,9,3,0,3,0,3,0,7,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,8,11,25,46,7,105,8,206,448,399,603,97,735,201,2486
31601,0,0,3,6,0,8,0,0,0,13,23,17,35,10,18,9,108,2546,258,946,70,135,66,4016,4,12,44,7,16,45,131,3,24,10,20,11,3,66,6,83,30,12,10,3,151,18,31,38,3,0,0,93,12,24,31,3,0,0,73,73,19,83,0,3,0,191,519,28,157,5,28,4,747,1320,22,302,9,29,3,1681,1294,0,201,0,6,6,1509,297,0,51,0,8,0,352,95,0,14,0,0,0,113,27,0,10,0,0,0,41,10,0,9,0,0,0,14,22,0,0,0,0,0,24,51,13,30,8,20,7,125,3762,255,999,75,135,76,5301
31602,0,0,9,32,0,11,0,0,0,51,80,41,69,6,17,9,226,5477,689,2201,71,295,127,8858,10,25,99,0,10,78,225,0,72,3,3,3,0,87,15,279,48,28,11,3,388,22,121,72,32,41,3,299,35,41,81,6,20,0,186,157,61,145,16,44,3,425,1249,81,469,8,54,12,1868,2733,17,655,3,47,14,3478,1618,0,263,3,13,10,1900,441,0,72,0,7,0,521,163,0,19,0,0,0,188,41,0,8,0,4,0,49,20,0,4,0,0,0,24,25,0,7,0,3,0,32,72,42,73,6,24,19,228,6592,749,2012,116,279,141,9888
31603,4,0,13,27,0,13,0,3,0,48,74,55,61,0,20,10,232,5675,763,2145,56,321,133,9088,8,49,82,3,17,65,233,0,89,4,3,0,0,95,13,317,45,10,10,6,401,46,134,70,13,23,3,285,78,39,96,0,5,9,233,339,31,216,3,31,8,628,1666,22,476,11,60,6,2230,2358,5,620,3,57,20,3072,873,0,192,3,24,6,1104,300,0,65,0,3,0,368,111,0,27,0,3,3,139,58,0,16,0,4,0,77,27,0,8,0,6,0,42,14,0,19,0,3,0,44,68,50,63,5,24,14,235,5964,733,2015,58,277,143,9184
31605,0,0,36,72,0,16,0,3,0,90,76,19,55,12,8,8,181,3332,294,1192,42,134,92,5087,0,10,61,0,12,59,144,0,24,0,0,0,3,28,3,111,14,3,8,0,143,17,52,47,5,4,0,121,36,19,57,0,8,0,125,85,18,96,0,14,0,220,440,28,189,0,11,9,677,1022,16,298,0,24,3,1363,1032,0,171,0,8,0,1213,397,0,70,0,4,0,468,155,0,20,0,6,0,185,59,0,14,0,3,0,78,28,0,5,0,0,0,31,77,0,16,0,3,0,100,47,17,32,3,13,8,118,3412,296,1077,19,119,90,5013
31606,0,0,3,5,0,7,0,0,0,16,23,12,56,10,25,11,136,1732,165,1247,50,267,136,3597,3,10,105,4,23,103,245,0,16,8,4,5,0,28,3,30,56,4,6,0,113,24,40,109,5,35,3,219,31,16,93,3,27,0,167,94,9,158,4,37,8,300,463,23,287,3,27,3,803,772,4,284,0,15,3,1083,246,0,82,0,10,0,335,48,0,23,0,0,0,68,17,0,4,0,0,0,22,4,0,3,0,0,0,8,7,0,0,0,0,0,3,3,0,13,0,0,0,13,21,7,35,4,19,10,102,1735,159,1253,32,207,131,3520
31607,0,0,0,5,0,4,0,0,0,10,22,31,37,7,18,11,130,1694,374,999,83,239,109,3493,5,9,46,3,3,52,125,0,36,5,5,5,0,54,8,125,40,14,10,3,204,39,91,61,31,42,0,259,92,17,68,10,42,4,232,234,46,110,5,73,8,472,447,9,210,9,28,0,712,839,7,280,7,4,6,1140,289,0,67,0,4,0,362,63,0,11,0,4,0,76,12,0,7,0,0,0,16,6,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,3,0,9,31,26,46,3,18,9,130,2064,364,948,92,243,77,3795
31608,0,0,3,0,0,0,0,3,0,3,13,0,13,3,5,3,39,682,61,491,7,54,74,1371,0,3,45,0,15,48,110,0,6,3,0,0,0,9,3,16,21,0,11,0,57,11,13,42,0,5,0,73,19,4,52,0,3,0,69,29,0,60,0,3,0,97,121,4,107,0,10,0,237,234,3,105,0,9,4,347,134,0,35,0,0,0,165,51,0,13,0,0,0,60,24,0,4,0,0,0,30,11,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,8,4,31,4,12,0,56,642,49,510,7,67,48,1330
31701,0,0,3,30,0,21,0,3,0,58,156,108,135,36,55,42,539,9496,1458,3716,315,722,309,16022,28,69,191,23,52,111,470,13,122,28,25,15,4,211,113,477,205,25,36,3,869,514,267,340,67,50,21,1257,746,119,409,19,48,14,1353,2272,128,701,21,170,13,3302,4612,61,965,21,164,19,5841,2630,8,449,3,29,11,3139,399,0,69,3,12,0,490,70,3,22,0,3,0,97,16,4,11,0,0,0,39,5,0,5,0,0,0,19,5,0,0,0,0,0,10,13,0,7,0,3,0,21,148,99,108,23,48,26,451,11584,1357,3512,239,633,223,17549
31801,0,0,0,3,0,3,0,3,0,7,42,24,52,12,87,8,221,1889,619,1117,249,635,270,4778,10,82,161,3,233,190,675,8,98,30,5,30,0,168,64,281,166,23,59,9,604,349,185,226,61,54,13,893,336,36,175,24,32,9,611,586,33,160,10,35,11,830,365,13,96,0,23,3,506,132,0,33,0,8,3,175,12,0,5,0,3,0,23,3,0,3,0,3,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,3,0,7,33,29,62,4,63,9,205,1904,757,1122,146,546,246,4724
31802,0,0,20,65,0,43,0,7,0,120,198,208,174,27,132,30,773,13064,2925,4685,282,2030,359,23353,31,161,217,9,54,175,643,11,239,24,16,4,0,281,96,811,206,45,40,13,1211,484,557,360,84,63,20,1571,898,232,421,13,92,10,1664,2613,282,808,26,999,24,4748,5678,178,1426,24,335,25,7667,4737,31,858,25,111,22,5782,772,0,193,0,47,3,1017,217,6,63,0,12,0,297,44,3,31,0,15,0,99,22,3,9,3,4,0,42,9,0,14,0,4,0,27,40,3,23,0,3,0,75,200,146,155,34,84,42,665,15855,2655,4807,278,1868,334,25793
31901,0,0,0,20,4,13,0,5,0,37,77,62,86,11,62,25,336,4763,1069,2610,152,730,283,9603,10,66,142,5,62,139,426,4,84,20,12,34,0,153,42,319,151,26,53,11,605,299,252,295,33,78,14,973,459,87,337,15,77,9,984,1466,92,663,29,100,30,2375,2330,28,703,10,76,27,3165,772,4,152,14,20,3,955,84,3,26,0,3,0,124,17,0,5,0,3,0,24,4,0,12,0,4,0,23,3,0,0,0,5,0,11,0,0,0,0,0,0,3,15,0,12,0,3,3,25,89,73,103,17,50,23,345,5594,1006,2617,170,564,243,10192
31902,0,0,0,13,0,7,0,3,0,22,40,23,57,4,76,18,223,2191,368,1349,336,563,264,5071,6,56,206,13,162,178,615,10,116,29,17,38,0,210,85,238,162,65,102,6,660,457,90,300,16,64,19,947,463,25,262,9,31,7,793,824,14,231,11,48,8,1138,502,3,126,3,20,4,659,110,3,18,0,3,0,139,8,0,3,0,0,0,8,3,0,0,0,0,0,12,0,0,0,0,5,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,0,13,0,0,0,19,35,20,72,3,66,7,211,2506,568,1425,138,548,232,5418
