SA3_CODE_2016,Managers_C06_M,Managers_C06_F,Managers_C06_P,Managers_C11_M,Managers_C11_F,Managers_C11_P,Managers_C16_M,Managers_C16_F,Managers_C16_P,Professionals_C06_M,Professionals_C06_F,Professionals_C06_P,Professionals_C11_M,Professionals_C11_F,Professionals_C11_P,Professionals_C16_M,Professionals_C16_F,Professionals_C16_P,Tech_trad_wkrs_C06_M,Tech_trad_wkrs_C06_F,Tech_trad_wkrs_C06_P,Tech_trad_wkrs_C11_M,Tech_trad_wkrs_C11_F,Tech_trad_wkrs_C11_P,Tech_trad_wkrs_C16_M,Tech_trad_wkrs_C16_F,Tech_trad_wkrs_C16_P,Com_pers_S_work_C06_Cens_M,Com_pers_S_work_C06_Cens_F,Com_pers_S_work_C06_Cens_P,Com_pers_S_work_C11_Cens_M,Com_pers_S_work_C11_Cens_F,Com_pers_S_work_C11_Cens_P,Com_pers_S_work_C16_Cens_M,Com_pers_S_work_C16_Cens_F,Com_pers_S_work_C16_Cens_P,Cler_admin_work_C06_M,Cler_admin_work_C06_F,Cler_admin_work_C06_P,Cler_admin_work_C11_M,Cler_admin_work_C11_F,Cler_admin_work_C11_P,Cler_admin_work_C16_M,Cler_admin_work_C16_F,Cler_admin_work_C16_P,Sales_workers_C06_M,Sales_workers_C06_F,Sales_workers_C06_P,Sales_workers_C11_M,Sales_workers_C11_F,Sales_workers_C11_P,Sales_workers_C16_M,Sales_workers_C16_F,Sales_workers_C16_P,Mach_oper_driv_C06_M,Mach_oper_driv_C06_F,Mach_oper_driv_C06_P,Mach_oper_driv_C11_M,Mach_oper_driv_C11_F,Mach_oper_driv_C11_P,Mach_oper_driv_C16_M,Mach_oper_driv_C16_F,Mach_oper_driv_C16_P,Labourers_C06_M,Labourers_C06_F,Labourers_C06_P,Labourers_C11_M,Labourers_C11_F,Labourers_C11_P,Labourers_C16_M,Labourers_C16_F,Labourers_C16_P,Inadeq_descr_Ns_C06_M,Inadeq_descr_Ns_C06_F,Inadeq_descr_Ns_C06_P,Inadeq_descr_Ns_C11_M,Inadeq_descr_Ns_C11_F,Inadeq_descr_Ns_C11_P,Inadeq_descr_Ns_C16_M,Inadeq_descr_Ns_C16_F,Inadeq_descr_Ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
21402,5281,2404,7687,5708,2769,8474,6347,3207,9546,4408,5527,9930,4905,6649,11551,5204,7507,12711,9245,1485,10733,10196,1677,11875,10166,1777,11944,1677,4137,5817,1787,4851,6637,2180,5812,7988,1404,6019,7423,1490,6546,8037,1456,6659,8110,2428,4103,6529,2587,4380,6963,2657,4627,7278,2618,285,2901,2656,275,2932,2492,256,2746,3677,2057,5735,3831,2023,5859,3958,2148,6108,608,449,1058,791,515,1308,645,419,1062,31339,26459,57804,33951,29677,63628,35097,32401,67498
21501,4573,1889,6462,4129,1736,5858,3700,1594,5293,1220,2347,3567,1263,2436,3696,1115,2512,3630,2642,583,3224,2756,570,3330,2564,563,3119,682,1870,2546,728,2083,2811,861,2299,3165,485,2046,2529,508,2111,2619,405,2027,2436,839,1411,2249,834,1448,2282,832,1362,2193,1594,139,1738,1673,139,1810,1458,118,1575,2216,1360,3572,2160,1298,3459,2275,1330,3599,257,165,417,327,189,513,251,153,406,14501,11803,26302,14382,11998,26382,13459,11956,25418
21502,2594,1127,3724,2276,1053,3330,2251,1035,3288,1188,1833,3024,1284,2031,3308,1306,2261,3564,2458,502,2958,2510,485,2996,2539,500,3038,443,1378,1824,549,1568,2120,658,1912,2572,458,2004,2462,462,2087,2545,466,2056,2523,794,1532,2323,818,1587,2407,876,1659,2538,1336,86,1422,1443,103,1550,1465,105,1573,2099,1314,3415,1645,1139,2781,1871,1147,3026,240,150,393,276,164,440,242,154,396,11615,9927,21546,11263,10214,21477,11669,10835,22501
21503,3259,1359,4613,2858,1113,3971,2438,992,3432,717,1311,2032,709,1400,2110,662,1387,2047,1664,318,1986,1717,308,2026,1637,323,1956,262,998,1260,289,1084,1372,307,1192,1500,267,1365,1634,279,1353,1634,260,1301,1563,506,895,1395,490,881,1368,513,885,1397,1024,82,1104,1074,79,1147,982,66,1048,1664,973,2631,1364,753,2110,1411,813,2228,164,133,303,210,106,323,174,106,281,9522,7433,16959,8978,7077,16053,8391,7064,15456
21601,2316,1161,3475,2022,978,2997,1931,937,2863,705,1227,1932,696,1397,2093,659,1457,2111,1927,381,2308,1945,409,2350,1918,412,2330,257,1042,1302,316,1212,1535,360,1399,1766,263,1375,1631,256,1431,1683,257,1298,1558,449,933,1388,507,989,1492,548,1044,1591,1083,85,1165,1153,72,1223,1094,83,1177,1617,872,2485,1488,870,2355,1524,862,2385,158,103,261,185,123,310,147,87,236,8786,7175,15957,8569,7472,16042,8444,7579,16022
21602,1820,918,2745,1631,771,2401,1499,707,2206,385,831,1212,392,937,1328,418,982,1404,1357,264,1623,1391,267,1658,1362,289,1650,176,705,884,205,881,1085,227,994,1221,156,882,1037,151,970,1118,172,944,1120,334,641,975,342,670,1012,345,685,1029,766,57,820,802,56,855,826,64,888,1283,798,2077,1244,711,1955,1286,778,2064,126,70,196,139,106,243,149,88,229,6399,5174,11576,6300,5358,11661,6281,5522,11806
21603,2861,1281,4142,2714,1203,3914,2648,1225,3875,1545,2410,3959,1684,2752,4435,1760,2848,4610,2988,503,3493,3181,574,3757,3083,588,3671,483,1562,2041,543,1830,2370,644,2171,2814,588,2488,3069,608,2620,3232,620,2547,3165,1004,1711,2721,965,1754,2725,1014,1750,2767,1649,178,1826,1633,172,1800,1659,138,1797,2347,1435,3787,2448,1319,3768,2388,1355,3743,275,206,476,315,206,519,274,163,438,13736,11777,25518,14089,12438,26524,14091,12785,26876
21701,2288,1122,3413,2140,1083,3227,1958,976,2935,794,1389,2183,857,1520,2373,748,1498,2254,2127,394,2518,2099,394,2494,1814,394,2209,293,1103,1402,325,1242,1567,319,1324,1645,290,1401,1689,277,1418,1692,274,1282,1555,518,911,1426,483,944,1425,463,877,1343,1271,104,1375,1305,82,1391,1335,79,1418,1479,872,2346,1254,799,2053,1188,799,1992,228,133,359,205,135,339,159,92,252,9286,7438,16726,8948,7616,16560,8266,7329,15595
21703,2843,1542,4387,2650,1436,4079,2387,1276,3661,705,1235,1943,681,1315,2001,668,1325,1991,1780,360,2140,1811,381,2193,1769,388,2155,293,1043,1333,310,1312,1627,334,1417,1758,248,1151,1398,264,1178,1436,246,1157,1397,453,895,1350,485,957,1439,457,894,1356,1116,52,1169,1136,49,1190,1153,64,1212,1785,1123,2907,1749,1022,2771,1771,1115,2888,158,125,281,186,96,282,181,131,311,9381,7524,16903,9272,7750,17028,8967,7760,16727
21704,2668,1342,4014,2684,1343,4028,2439,1267,3703,1265,1967,3238,1459,2416,3876,1498,2521,4021,2565,507,3072,2786,537,3326,2592,567,3153,443,1379,1823,475,1709,2187,651,1849,2500,428,1854,2282,451,1960,2416,456,1985,2437,833,1537,2372,823,1518,2341,871,1563,2428,1169,84,1255,1317,90,1410,1332,78,1408,1855,1055,2911,1898,1070,2964,2056,1211,3274,199,149,352,217,179,398,216,140,358,11430,9872,21309,12124,10824,22944,12106,11183,23287
29797,0,0,0,0,0,0,0,0,0,3,0,3,8,0,8,4,0,4,9,0,9,5,0,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,17,0,22,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,36,0,39,30,0,33,23,0,23
29999,116,71,189,148,97,243,123,54,178,231,215,441,253,257,505,203,202,405,323,51,376,309,57,367,249,44,297,136,207,343,121,176,294,120,161,277,80,179,259,76,184,258,56,126,182,86,91,177,82,106,190,53,74,134,225,15,238,181,28,205,183,17,200,276,117,400,222,106,321,214,86,307,52,22,73,61,31,88,41,16,57,1521,967,2488,1440,1043,2481,1242,786,2033
30101,2524,1313,3835,2708,1458,4167,2635,1533,4168,2331,2698,5031,2658,3286,5946,2698,3641,6343,5204,772,5975,5140,792,5930,5020,806,5829,790,2190,2982,878,2434,3311,970,2846,3812,1392,4892,6282,1328,5142,6477,1239,4753,5987,1486,2456,3940,1413,2434,3848,1349,2309,3654,2271,253,2523,2197,184,2378,2167,227,2396,2395,1536,3931,2341,1312,3651,2304,1264,3568,345,212,554,327,259,585,332,209,539,18733,16324,35054,18991,17295,36293,18710,17588,36293
30102,2786,1301,4088,3239,1543,4783,3397,1754,5152,2253,2516,4764,2623,3372,5993,2746,3880,6631,4213,689,4901,4879,793,5669,4951,848,5792,620,1955,2575,857,2642,3499,1005,3141,4147,988,3995,4982,1103,4897,6002,1084,4785,5870,1301,2080,3383,1433,2273,3702,1459,2324,3781,1628,175,1802,1855,157,2012,2020,167,2191,2083,1099,3188,2180,1139,3313,2349,1227,3578,298,208,507,341,235,584,325,240,562,16158,14021,30183,18509,17057,35567,19335,18366,37708
30103,1997,1120,3114,2647,1444,4088,2903,1716,4620,2259,2590,4852,3079,3664,6743,3233,4197,7432,3608,605,4215,3938,629,4571,3792,691,4479,679,1699,2378,787,2066,2855,957,2437,3396,1115,3857,4972,1273,4446,5717,1236,4316,5552,1067,1647,2708,1160,1796,2957,1247,1815,3063,1886,246,2134,1922,246,2163,1875,242,2118,2008,1163,3176,1969,1100,3069,1857,1076,2932,286,206,493,318,250,565,309,234,544,14900,13147,28043,17093,15641,32733,17414,16714,34126
30201,1676,723,2399,1695,843,2535,1651,964,2613,1916,1994,3908,2269,2509,4780,2470,2980,5452,1911,354,2267,2068,376,2443,2042,412,2448,512,1014,1529,709,1209,1921,815,1396,2212,911,2601,3515,928,2761,3690,887,2617,3503,824,1231,2053,836,1218,2054,809,1213,2021,710,67,778,776,73,845,744,84,827,865,469,1328,831,432,1259,929,456,1381,159,117,275,189,155,340,224,115,341,9486,8560,18051,10301,9567,19870,10558,10237,20797
30202,2198,1201,3401,2390,1462,3850,2704,1792,4492,3179,3705,6881,3935,4826,8770,4099,5388,9486,3465,613,4081,3516,603,4114,3608,676,4284,867,1828,2698,1066,1981,3051,1254,2370,3626,1457,4155,5609,1553,4381,5932,1525,4048,5575,1295,1831,3124,1359,1836,3190,1308,1835,3142,1418,176,1592,1384,136,1520,1257,143,1398,1645,958,2608,1591,876,2470,1613,866,2476,265,195,457,350,250,599,295,244,536,15791,14669,30462,17135,16351,33487,17657,17354,35020
30203,828,582,1407,1166,731,1897,1377,980,2358,1384,1518,2903,1999,2165,4166,2414,2731,5143,1846,308,2157,2062,361,2419,2172,392,2562,443,918,1360,533,1155,1688,700,1383,2080,778,2199,2982,955,2529,3482,964,2517,3483,592,877,1470,664,907,1564,710,1060,1773,1066,145,1214,1142,122,1260,1157,120,1271,1106,647,1747,1148,668,1813,1200,678,1880,170,104,278,192,147,344,179,135,317,8217,7298,15515,9858,8785,18638,10877,9998,20875
30204,1371,747,2115,1619,997,2617,1710,1167,2872,1665,2066,3734,2242,2767,5014,2529,3323,5856,3015,476,3490,3075,544,3624,3130,604,3728,658,1541,2205,799,1880,2677,909,2267,3173,1092,3240,4332,1174,3538,4712,1234,3460,4697,902,1422,2329,983,1513,2489,1022,1493,2517,1517,187,1709,1537,158,1693,1631,175,1811,1616,1029,2643,1618,962,2588,1832,1009,2840,218,160,375,278,218,493,253,176,429,12055,10877,22931,13324,12583,25909,14260,13667,27924
30301,2115,1066,3187,2282,1202,3486,2404,1443,3842,2757,3078,5831,3318,3715,7030,3556,4377,7933,2377,451,2828,2345,447,2794,2290,419,2705,524,1175,1700,676,1351,2023,776,1553,2330,999,3136,4130,1074,3293,4362,1101,3075,4181,1035,1497,2537,1053,1420,2472,1069,1417,2482,806,100,901,806,85,889,743,105,853,1134,579,1712,1050,524,1572,1114,524,1636,215,134,347,232,208,441,207,168,380,11969,11214,23181,12831,12245,25079,13267,13078,26344
30302,2275,1467,3745,2504,1667,4171,2804,1963,4764,4670,5389,10066,5781,6634,12416,6323,7556,13881,3075,592,3662,3150,583,3732,3076,709,3785,978,1747,2726,1214,2084,3291,1415,2437,3854,1473,3969,5447,1601,4012,5606,1587,3698,5285,1326,1663,2992,1356,1534,2885,1376,1682,3050,1088,135,1219,1129,108,1240,1028,131,1153,1625,772,2395,1623,748,2366,1766,817,2584,292,216,514,336,269,603,308,198,505,16807,15961,32770,18681,17635,36316,19678,19180,38859
30303,2291,1178,3471,2404,1263,3665,2530,1441,3971,3598,3687,7287,4170,4426,8596,4469,4980,9450,3256,614,3869,3303,580,3881,3168,584,3752,815,1698,2520,927,1951,2878,1049,2224,3273,1290,3911,5202,1405,3953,5356,1328,3632,4967,1363,1908,3266,1295,1734,3028,1410,1849,3259,1338,162,1500,1335,141,1478,1315,122,1433,1657,952,2614,1657,897,2554,1843,986,2824,279,224,503,280,298,576,353,245,594,15894,14342,30239,16779,15232,32016,17461,16070,33529
30304,1078,604,1680,1146,761,1911,1283,893,2179,2053,2261,4311,2396,2720,5113,2630,3218,5852,1794,313,2103,1750,325,2069,1774,345,2120,467,889,1351,586,1037,1617,656,1191,1849,688,1988,2676,747,1965,2717,745,1790,2536,646,852,1501,694,779,1474,699,868,1573,810,88,902,817,58,880,791,89,882,929,499,1427,946,502,1450,1067,544,1608,166,115,285,234,136,373,214,109,327,8627,7617,16239,9324,8282,17601,9879,9055,18930
30305,1744,860,2600,1921,964,2886,1994,1058,3060,1743,1881,3625,2537,2805,5342,2813,3280,6094,2890,462,3359,3145,530,3669,3063,550,3615,499,1276,1771,650,1637,2288,806,2000,2806,904,3146,4051,1137,3635,4771,1142,3289,4430,1065,1327,2395,1190,1576,2761,1215,1622,2837,1609,219,1831,1828,204,2027,1868,220,2082,1320,808,2129,1456,914,2369,1677,1001,2677,262,157,420,282,238,519,327,232,556,12037,10138,22173,14148,12501,26643,14908,13245,28156
30306,1482,724,2214,1422,728,2154,1449,786,2237,2168,2052,4222,2532,2486,5014,2475,2487,4965,2385,364,2748,2406,489,2896,2323,446,2767,514,1212,1721,632,1416,2048,725,1641,2369,929,2634,3558,926,2380,3300,890,2040,2936,992,1297,2287,939,1184,2129,1044,1186,2234,1098,164,1261,1254,149,1399,1255,127,1386,1211,743,1960,1261,775,2036,1667,933,2602,265,178,442,278,177,454,233,164,396,11047,9368,20416,11655,9780,21435,12067,9817,21887
30401,1658,758,2418,1709,813,2524,1581,791,2376,2408,2276,4689,2524,2560,5087,2407,2622,5023,1682,314,2001,1632,324,1949,1433,336,1768,406,1026,1434,454,997,1452,493,1102,1593,668,2188,2857,663,2144,2813,636,1979,2617,780,1063,1835,706,950,1648,663,873,1540,529,83,612,518,68,588,521,70,591,650,328,977,583,272,856,630,308,931,143,104,250,150,109,265,141,94,229,8924,8145,17072,8936,8241,17180,8498,8175,16668
30402,2475,1030,3510,2612,1064,3674,2535,1188,3724,3993,3571,7564,4141,4043,8187,4030,4195,8225,1398,315,1709,1468,354,1825,1440,354,1791,448,1040,1484,554,1181,1738,597,1307,1903,659,2372,3031,748,2437,3182,768,2179,2949,873,1128,2004,838,1096,1934,734,1154,1881,285,31,317,356,43,395,354,44,392,661,250,910,593,282,882,645,297,945,178,116,291,210,141,349,197,125,318,10971,9857,20830,11527,10641,22166,11297,10827,22129
30403,1753,970,2722,1848,1005,2853,1950,1077,3032,4696,4329,9029,5069,4584,9658,4981,4716,9700,1359,403,1766,1273,348,1618,1300,344,1644,800,1484,2285,804,1450,2251,915,1614,2533,871,2341,3213,992,2359,3350,901,2106,3004,927,1396,2319,863,1204,2064,888,1303,2191,432,54,483,380,40,415,368,45,408,903,470,1375,745,317,1066,887,393,1275,179,120,302,192,166,354,198,152,344,11931,11559,23490,12164,11467,23630,12381,11744,24124
30404,1754,877,2632,2027,1064,3095,2198,1168,3373,2992,3122,6118,3471,3740,7218,3444,4165,7613,2310,412,2725,2341,461,2794,2145,461,2609,986,1364,2350,1570,1560,3134,1437,1770,3201,1037,2993,4036,1036,3065,4099,1008,2795,3801,945,1313,2265,865,1181,2044,779,1132,1909,727,100,824,649,85,727,679,92,772,936,514,1446,827,421,1246,900,468,1365,194,147,343,227,163,392,208,133,333,11891,10856,22744,13008,11739,24749,12796,12176,24977
30501,2363,1574,3938,2890,1840,4727,3249,2164,5418,5128,4454,9582,6634,5752,12383,7171,6534,13708,1757,490,2243,2062,561,2622,2403,628,3033,910,1451,2364,1235,1807,3051,1544,2401,3940,1199,2624,3824,1481,2972,4455,1552,3096,4648,1188,1336,2522,1236,1306,2539,1315,1622,2933,536,63,599,534,50,583,634,75,705,1113,506,1626,1242,645,1883,1830,1027,2856,249,182,429,358,258,619,355,241,595,14441,12688,27130,17671,15188,32867,20053,17779,37830
30502,1751,1120,2870,2182,1329,3514,2419,1503,3926,2814,2997,5806,3444,3808,7250,3559,4248,7804,1638,367,2000,1876,369,2247,1746,375,2126,499,940,1440,615,1089,1700,688,1315,2000,774,2317,3093,949,2519,3470,914,2409,3322,755,975,1734,795,949,1740,883,1016,1893,589,65,657,545,56,601,503,70,578,825,346,1169,764,304,1070,806,365,1176,153,136,289,201,160,362,194,165,360,9797,9257,19052,11363,10583,21945,11714,11468,23188
30503,3350,2198,5546,3918,2513,6428,4348,2969,7318,6220,6314,12534,7482,7506,14990,8306,8588,16898,2890,722,3608,3032,706,3733,3271,780,4052,1136,1986,3120,1385,2335,3716,1647,2820,4464,1738,4603,6336,1917,4771,6689,1997,4802,6796,1600,2060,3659,1643,2058,3704,1880,2365,4242,1124,114,1236,1024,101,1122,1067,132,1197,1512,704,2220,1558,713,2276,1760,853,2610,352,239,591,423,363,778,450,305,752,19922,18932,38859,22374,21058,43439,24730,23602,48340
30504,2270,1569,3840,2681,1684,4366,2842,1870,4716,5552,5524,11075,6283,6416,12702,6123,6555,12673,1993,499,2488,2037,505,2546,1755,454,2208,929,1643,2573,974,1693,2667,1087,1768,2856,1145,3029,4171,1170,3179,4348,1173,2754,3924,1150,1535,2692,1110,1398,2511,1139,1388,2525,462,47,514,443,51,491,446,46,487,944,361,1304,808,344,1145,817,353,1168,214,150,357,261,203,469,208,138,347,14654,14355,29011,15767,15468,31234,15588,15325,30911
30601,1651,996,2641,1872,1149,3027,1929,1265,3194,1736,2191,3926,2158,2921,5079,2389,3547,5935,2896,482,3384,3224,562,3789,3204,585,3788,806,1447,2252,1060,1957,3020,1209,2316,3520,592,2409,3006,674,2864,3543,691,2786,3475,822,1553,2377,945,1803,2744,995,1775,2763,910,84,1001,998,102,1098,1051,125,1178,1183,727,1906,1278,715,1999,1306,779,2092,173,138,317,240,169,405,246,164,408,10781,10021,20803,12456,12243,24702,13021,13339,26359
30602,2774,1610,4382,2723,1728,4444,2689,1782,4474,2620,3201,5824,2986,4042,7027,3186,4627,7816,5902,914,6813,6005,980,6979,5857,976,6833,1572,2981,4554,1788,3434,5220,2057,4216,6270,1104,4670,5775,1201,5095,6298,1110,4785,5891,1676,3069,4748,1743,2988,4733,1765,3136,4902,2431,214,2650,2617,189,2801,2530,224,2754,2945,1828,4780,2882,1775,4654,2903,1915,4822,416,315,729,479,362,847,476,312,789,21454,18807,40259,22423,20588,43013,22578,21981,44558
30603,1653,792,2449,1569,733,2296,1426,694,2123,538,898,1442,573,945,1513,540,1021,1563,1930,297,2228,1941,314,2253,1609,311,1925,267,918,1192,303,1035,1344,334,1091,1426,195,1297,1487,195,1330,1522,185,1244,1434,324,767,1092,283,814,1100,319,780,1095,1205,91,1299,1216,102,1318,1195,108,1305,2098,1166,3261,1747,912,2660,1658,1116,2776,200,135,341,161,103,266,171,94,268,8415,6364,14774,7984,6286,14267,7448,6465,13917
30604,488,371,857,450,344,791,475,361,832,259,268,528,286,311,595,274,395,669,769,142,915,752,159,912,737,149,887,274,489,766,253,527,780,273,555,827,61,466,530,83,478,558,99,454,554,143,401,540,158,386,539,138,401,533,263,12,270,271,22,295,253,18,271,520,307,836,430,283,713,479,323,802,59,32,92,56,38,92,63,41,106,2843,2492,5338,2727,2552,5281,2796,2691,5489
30605,1479,861,2346,1450,862,2310,1429,910,2336,818,1208,2017,888,1400,2289,865,1521,2387,1814,359,2169,1997,379,2382,1845,366,2211,446,1045,1492,481,1240,1726,563,1374,1938,261,1331,1593,285,1532,1818,273,1554,1829,464,870,1327,441,996,1433,490,985,1475,993,62,1054,1178,73,1253,1025,87,1110,1319,860,2174,1289,839,2129,1410,889,2295,171,123,292,168,125,292,156,94,252,7758,6716,14471,8172,7449,15621,8055,7774,15824
30701,3550,1823,5368,3338,1730,5063,3002,1570,4569,651,1285,1937,745,1472,2224,701,1606,2306,1952,368,2320,2324,428,2757,2288,383,2675,267,1197,1462,325,1320,1639,340,1398,1741,261,1713,1975,313,1999,2313,264,1911,2178,476,883,1353,442,923,1367,497,961,1454,1717,133,1856,2189,165,2353,1841,156,1999,2095,1133,3226,1867,1134,2998,1861,1059,2927,201,140,338,234,149,374,203,107,314,11163,8682,19840,11776,9317,21099,10995,9156,20155
30702,2691,1319,4008,2504,1170,3673,2352,1175,3524,629,1045,1671,683,1235,1915,642,1341,1986,2142,343,2485,2367,400,2763,2457,431,2894,241,923,1166,268,1078,1339,287,1227,1514,278,1614,1891,275,1709,1983,277,1762,2038,446,834,1276,450,888,1332,504,884,1387,1421,121,1545,1734,149,1885,1687,136,1826,1905,1098,3002,1701,1099,2797,1788,1188,2974,171,103,280,202,99,301,183,94,276,9922,7397,17315,10176,7813,17994,10188,8225,18411
30703,2036,1046,3084,1922,1042,2968,1828,962,2787,705,1065,1772,722,1229,1947,694,1303,1997,1590,352,1939,1776,404,2174,1813,405,2218,289,1052,1343,308,1249,1559,340,1354,1696,287,1390,1670,304,1486,1794,311,1442,1754,435,818,1252,509,978,1480,499,941,1443,1183,166,1348,1319,144,1463,1212,119,1334,1804,1107,2910,1762,1029,2789,1743,1050,2796,144,93,231,135,98,229,171,106,275,8469,7075,15541,8748,7664,16413,8601,7692,16296
30801,1431,801,2233,1451,787,2241,1267,768,2033,577,843,1420,643,1030,1673,539,967,1507,2348,328,2676,2570,314,2884,2099,290,2391,126,639,763,147,749,896,190,758,953,202,1330,1532,219,1570,1785,178,1268,1448,232,676,909,190,687,878,267,738,997,2566,198,2765,2752,286,3045,2226,252,2478,977,803,1774,938,845,1783,886,746,1634,188,104,296,172,127,301,148,67,217,8640,5720,14359,9071,6401,15472,7786,5862,13654
30803,2907,1710,4620,2968,1891,4859,2870,2037,4914,2842,3807,6646,3117,4645,7770,2902,5002,7907,6557,956,7514,7640,1018,8656,7349,1116,8462,1196,3031,4228,1344,3764,5102,1600,4400,5997,1204,5102,6304,1214,5691,6907,1078,5369,6450,1603,2816,4415,1532,3138,4675,1561,3235,4794,3413,220,3635,4550,369,4926,4295,361,4657,3786,2050,5838,3696,2283,5972,3606,2245,5853,454,277,733,577,395,974,426,285,712,23958,19974,43932,26640,23202,49839,25684,24059,49740
30804,1070,617,1686,955,538,1494,910,549,1455,250,397,646,266,480,754,214,497,711,1017,160,1181,1095,155,1243,1000,149,1150,72,372,442,64,389,456,75,415,485,87,628,707,67,615,685,90,599,688,125,320,446,109,328,437,117,354,472,1031,76,1113,1081,123,1198,914,101,1016,754,521,1271,670,477,1145,686,418,1107,95,39,129,80,35,120,68,38,101,4492,3124,7620,4385,3148,7530,4066,3115,7185
30805,1490,870,2360,1602,1014,2613,1557,1026,2580,1285,1649,2930,1610,1981,3595,1442,2239,3681,4646,573,5217,5671,660,6329,5075,721,5789,362,1307,1669,380,1628,2006,505,1975,2481,444,2379,2816,515,2770,3286,508,2403,2918,543,1471,2015,535,1803,2343,612,1676,2293,2839,271,3113,3461,406,3869,3035,332,3366,2003,1231,3236,2314,1331,3642,2180,1320,3498,353,132,484,412,180,595,342,127,466,13959,9883,23848,16513,11777,28285,15253,11829,27074
30901,2053,1261,3313,2157,1371,3535,2562,1625,4188,2023,2266,4290,2525,2991,5513,2854,3774,6626,3437,565,4004,3502,615,4119,3726,612,4333,898,1764,2668,1144,2196,3331,1232,2560,3796,608,2923,3530,698,3088,3785,775,3217,3993,1418,2108,3530,1412,2185,3597,1434,2205,3634,837,114,952,921,104,1030,933,122,1056,1746,736,2480,1647,778,2418,1730,813,2540,245,195,437,297,209,502,298,215,512,13275,11929,25210,14300,13539,27836,15538,15147,30682
30902,1421,881,2301,1470,987,2460,1680,1149,2833,1477,1879,3355,1732,2435,4162,1934,2965,4896,3395,480,3873,3308,478,3783,3422,528,3951,679,1573,2249,788,1866,2659,973,2272,3244,572,2495,3063,548,2637,3182,590,2513,3102,1064,1779,2844,1061,1787,2845,1078,1797,2872,991,119,1115,969,115,1086,945,132,1080,1675,760,2440,1592,756,2348,1568,749,2315,217,175,395,239,138,377,243,156,399,11486,10155,21636,11700,11191,22889,12437,12257,24695
30903,1941,1110,3052,2057,1237,3295,2072,1342,3418,1630,1911,3540,1880,2432,4315,2142,2833,4972,3383,553,3938,3353,546,3904,3450,652,4100,760,1787,2552,861,2000,2864,980,2476,3461,681,2871,3551,699,3056,3761,800,3185,3988,1291,2074,3361,1358,2177,3535,1417,2244,3659,1104,152,1256,1234,170,1400,1289,170,1465,1847,1038,2886,1723,974,2694,1824,1054,2872,311,191,503,297,214,515,306,201,509,12952,11686,24645,13471,12808,26276,14279,14156,28440
30904,682,410,1091,681,460,1134,722,526,1245,646,736,1375,693,861,1556,686,960,1646,1196,242,1436,1177,216,1391,1178,231,1410,207,514,720,239,573,813,286,627,913,157,780,941,185,842,1022,187,874,1063,229,396,626,228,383,611,243,426,672,383,51,433,387,61,443,406,46,451,520,293,813,500,291,793,518,301,824,75,58,139,91,79,166,81,66,148,4090,3482,7575,4169,3761,7932,4314,4060,8366
30905,1026,537,1558,1181,669,1854,1292,787,2081,960,1100,2060,1285,1556,2838,1402,1961,3361,1979,304,2286,2063,353,2418,2147,383,2532,342,814,1158,465,1048,1517,548,1354,1901,347,1647,1990,386,1872,2256,438,1792,2231,584,1036,1626,666,1149,1817,665,1136,1802,580,64,641,613,61,665,641,78,722,881,417,1295,914,455,1366,995,445,1434,133,97,226,133,128,261,164,108,272,6829,6011,12838,7704,7286,14991,8291,8054,16342
30906,1879,1103,2984,2093,1266,3356,2205,1370,3577,1555,1925,3478,1925,2579,4510,2086,3056,5138,4224,604,4829,4388,682,5071,4530,740,5264,724,1710,2430,943,2242,3180,1032,2776,3807,707,3354,4066,803,3643,4447,869,3626,4493,1292,2199,3493,1346,2334,3678,1376,2401,3774,1482,220,1706,1674,212,1882,1757,238,1994,2095,1096,3195,2160,1140,3300,2320,1154,3468,303,186,484,294,204,501,317,250,570,14272,12408,26677,15617,14300,29915,16482,15608,32094
30907,2822,1398,4215,4048,2079,6126,4745,2675,7416,1919,2222,4139,2960,3857,6822,3622,5175,8794,4987,732,5724,6523,1022,7541,7993,1270,9262,763,1931,2699,1161,3065,4226,1618,4617,6238,880,4158,5043,1281,5845,7124,1526,6882,8409,1558,2378,3932,1985,3236,5220,2463,4031,6497,1872,220,2085,2797,284,3083,3445,454,3900,2285,1145,3429,2962,1377,4336,3954,1790,5742,363,265,626,512,383,897,603,394,993,17445,14453,31893,24223,21141,45371,29968,27284,57249
30908,1569,914,2488,1629,975,2607,1699,1161,2860,1526,1566,3093,1825,2092,3920,2123,2533,4659,2337,385,2721,2404,429,2836,2575,487,3064,602,1321,1923,784,1575,2363,950,1982,2937,588,2347,2939,648,2568,3212,685,2626,3317,1172,1819,2989,1182,1881,3062,1263,1987,3247,640,93,730,703,72,775,826,97,920,1105,615,1718,1185,617,1804,1273,680,1953,213,157,368,191,164,359,235,160,397,9759,9210,18965,10558,10367,20926,11629,11723,23347
