STE_NAME16	Year	Age5yr	LabourForceStatus	Sex	adults
Australian Capital Territory	2016	15-19	Not in the labour force	F	4787
Australian Capital Territory	2016	15-19	Not in the labour force	M	5668
Australian Capital Territory	2016	15-19	Unemployed (looking for full-time work)	F	133
Australian Capital Territory	2016	15-19	Unemployed (looking for full-time work)	M	243
Australian Capital Territory	2016	15-19	Unemployed (looking for part-time work)	F	992
Australian Capital Territory	2016	15-19	Unemployed (looking for part-time work)	M	966
Australian Capital Territory	2016	20-24		F	867
Australian Capital Territory	2016	20-24		M	906
Australian Capital Territory	2016	20-24	Employed (away from work)	F	399
Australian Capital Territory	2016	20-24	Employed (away from work)	M	271
Australian Capital Territory	2016	20-24	Employed (full-time)	F	4932
Australian Capital Territory	2016	20-24	Employed (full-time)	M	5922
Australian Capital Territory	2016	20-24	Employed (hours worked not stated)	F	256
Australian Capital Territory	2016	20-24	Employed (hours worked not stated)	M	277
Australian Capital Territory	2016	20-24	Employed (part-time)	F	4849
Australian Capital Territory	2016	20-24	Employed (part-time)	M	4041
Australian Capital Territory	2016	20-24	Not in the labour force	F	3401
Australian Capital Territory	2016	20-24	Not in the labour force	M	3377
Australian Capital Territory	2016	20-24	Unemployed (looking for full-time work)	F	306
Australian Capital Territory	2016	20-24	Unemployed (looking for full-time work)	M	500
Australian Capital Territory	2016	20-24	Unemployed (looking for part-time work)	F	554
Australian Capital Territory	2016	20-24	Unemployed (looking for part-time work)	M	565
Australian Capital Territory	2016	25-29		F	975
Australian Capital Territory	2016	25-29		M	1024
Australian Capital Territory	2016	25-29	Employed (away from work)	F	734
Australian Capital Territory	2016	25-29	Employed (away from work)	M	300
Australian Capital Territory	2016	25-29	Employed (full-time)	F	8898
Australian Capital Territory	2016	25-29	Employed (full-time)	M	10155
Australian Capital Territory	2016	25-29	Employed (hours worked not stated)	F	144
Australian Capital Territory	2016	25-29	Employed (hours worked not stated)	M	220
Australian Capital Territory	2016	25-29	Employed (part-time)	F	2938
Australian Capital Territory	2016	25-29	Employed (part-time)	M	2046
Australian Capital Territory	2016	25-29	Not in the labour force	F	2334
Australian Capital Territory	2016	25-29	Not in the labour force	M	1602
Australian Capital Territory	2016	25-29	Unemployed (looking for full-time work)	F	283
Australian Capital Territory	2016	25-29	Unemployed (looking for full-time work)	M	396
Australian Capital Territory	2016	25-29	Unemployed (looking for part-time work)	F	225
Australian Capital Territory	2016	25-29	Unemployed (looking for part-time work)	M	205
Australian Capital Territory	2016	30-34		F	920
Australian Capital Territory	2016	30-34		M	1061
Australian Capital Territory	2016	30-34	Employed (away from work)	F	1362
Australian Capital Territory	2016	30-34	Employed (away from work)	M	359
Australian Capital Territory	2016	30-34	Employed (full-time)	F	7697
Australian Capital Territory	2016	30-34	Employed (full-time)	M	11719
Australian Capital Territory	2016	30-34	Employed (hours worked not stated)	F	150
Australian Capital Territory	2016	30-34	Employed (hours worked not stated)	M	211
Australian Capital Territory	2016	30-34	Employed (part-time)	F	3982
Australian Capital Territory	2016	30-34	Employed (part-time)	M	1717
Australian Capital Territory	2016	30-34	Not in the labour force	F	2516
Australian Capital Territory	2016	30-34	Not in the labour force	M	988
Australian Capital Territory	2016	30-34	Unemployed (looking for full-time work)	F	278
Australian Capital Territory	2016	30-34	Unemployed (looking for full-time work)	M	331
Australian Capital Territory	2016	30-34	Unemployed (looking for part-time work)	F	230
Australian Capital Territory	2016	30-34	Unemployed (looking for part-time work)	M	107
Australian Capital Territory	2016	35-39		F	724
Australian Capital Territory	2016	35-39		M	802
Australian Capital Territory	2016	35-39	Employed (away from work)	F	863
Australian Capital Territory	2016	35-39	Employed (away from work)	M	313
Australian Capital Territory	2016	35-39	Employed (full-time)	F	6518
Australian Capital Territory	2016	35-39	Employed (full-time)	M	10907
Australian Capital Territory	2016	35-39	Employed (hours worked not stated)	F	125
Australian Capital Territory	2016	35-39	Employed (hours worked not stated)	M	211
Australian Capital Territory	2016	35-39	Employed (part-time)	F	4352
Australian Capital Territory	2016	35-39	Employed (part-time)	M	1508
Australian Capital Territory	2016	35-39	Not in the labour force	F	2171
Australian Capital Territory	2016	35-39	Not in the labour force	M	904
Australian Capital Territory	2016	35-39	Unemployed (looking for full-time work)	F	238
Australian Capital Territory	2016	35-39	Unemployed (looking for full-time work)	M	291
Australian Capital Territory	2016	35-39	Unemployed (looking for part-time work)	F	186
Australian Capital Territory	2016	35-39	Unemployed (looking for part-time work)	M	83
Australian Capital Territory	2016	40-44		F	643
Australian Capital Territory	2016	40-44		M	774
Australian Capital Territory	2016	40-44	Employed (away from work)	F	434
Australian Capital Territory	2016	40-44	Employed (away from work)	M	261
Australian Capital Territory	2016	40-44	Employed (full-time)	F	6954
Australian Capital Territory	2016	40-44	Employed (full-time)	M	10205
Australian Capital Territory	2016	40-44	Employed (hours worked not stated)	F	102
Australian Capital Territory	2016	40-44	Employed (hours worked not stated)	M	148
Australian Capital Territory	2016	40-44	Employed (part-time)	F	3999
Australian Capital Territory	2016	40-44	Employed (part-time)	M	1292
Australian Capital Territory	2016	40-44	Not in the labour force	F	1798
Australian Capital Territory	2016	40-44	Not in the labour force	M	877
Australian Capital Territory	2016	40-44	Unemployed (looking for full-time work)	F	191
Australian Capital Territory	2016	40-44	Unemployed (looking for full-time work)	M	292
Australian Capital Territory	2016	40-44	Unemployed (looking for part-time work)	F	173
Australian Capital Territory	2016	40-44	Unemployed (looking for part-time work)	M	78
Australian Capital Territory	2016	45-49		F	615
Australian Capital Territory	2016	45-49		M	721
Australian Capital Territory	2016	45-49	Employed (away from work)	F	317
Australian Capital Territory	2016	45-49	Employed (away from work)	M	246
Australian Capital Territory	2016	45-49	Employed (full-time)	F	7098
Australian Capital Territory	2016	45-49	Employed (full-time)	M	9694
Australian Capital Territory	2016	45-49	Employed (hours worked not stated)	F	118
Australian Capital Territory	2016	45-49	Employed (hours worked not stated)	M	140
Australian Capital Territory	2016	45-49	Employed (part-time)	F	3370
Australian Capital Territory	2016	45-49	Employed (part-time)	M	1154
Australian Capital Territory	2016	45-49	Not in the labour force	F	1582
Australian Capital Territory	2016	45-49	Not in the labour force	M	938
Australian Capital Territory	2016	45-49	Unemployed (looking for full-time work)	F	164
Australian Capital Territory	2016	45-49	Unemployed (looking for full-time work)	M	216
Australian Capital Territory	2016	45-49	Unemployed (looking for part-time work)	F	125
Australian Capital Territory	2016	45-49	Unemployed (looking for part-time work)	M	60
Australian Capital Territory	2016	50-54		F	562
Australian Capital Territory	2016	50-54		M	630
Australian Capital Territory	2016	50-54	Employed (away from work)	F	378
Australian Capital Territory	2016	50-54	Employed (away from work)	M	328
Australian Capital Territory	2016	50-54	Employed (full-time)	F	6614
Australian Capital Territory	2016	50-54	Employed (full-time)	M	8298
Australian Capital Territory	2016	50-54	Employed (hours worked not stated)	F	89
Australian Capital Territory	2016	50-54	Employed (hours worked not stated)	M	112
Australian Capital Territory	2016	50-54	Employed (part-time)	F	2789
Australian Capital Territory	2016	50-54	Employed (part-time)	M	1073
Australian Capital Territory	2016	50-54	Not in the labour force	F	1882
Australian Capital Territory	2016	50-54	Not in the labour force	M	1096
Australian Capital Territory	2016	50-54	Unemployed (looking for full-time work)	F	152
Australian Capital Territory	2016	50-54	Unemployed (looking for full-time work)	M	244
Australian Capital Territory	2016	50-54	Unemployed (looking for part-time work)	F	118
Australian Capital Territory	2016	50-54	Unemployed (looking for part-time work)	M	62
Australian Capital Territory	2016	55-59		F	585
Australian Capital Territory	2016	55-59		M	557
Australian Capital Territory	2016	55-59	Employed (away from work)	F	369
Australian Capital Territory	2016	55-59	Employed (away from work)	M	287
Australian Capital Territory	2016	55-59	Employed (full-time)	F	4737
Australian Capital Territory	2016	55-59	Employed (full-time)	M	6263
Australian Capital Territory	2016	55-59	Employed (hours worked not stated)	F	73
Australian Capital Territory	2016	55-59	Employed (hours worked not stated)	M	80
Australian Capital Territory	2016	55-59	Employed (part-time)	F	2361
Australian Capital Territory	2016	55-59	Employed (part-time)	M	1179
Australian Capital Territory	2016	55-59	Not in the labour force	F	3188
Australian Capital Territory	2016	55-59	Not in the labour force	M	2116
Australian Capital Territory	2016	55-59	Unemployed (looking for full-time work)	F	113
Australian Capital Territory	2016	55-59	Unemployed (looking for full-time work)	M	221
Australian Capital Territory	2016	55-59	Unemployed (looking for part-time work)	F	133
Australian Capital Territory	2016	55-59	Unemployed (looking for part-time work)	M	94
Australian Capital Territory	2016	60-64		F	558
Australian Capital Territory	2016	60-64		M	489
Australian Capital Territory	2016	60-64	Employed (away from work)	F	267
Australian Capital Territory	2016	60-64	Employed (away from work)	M	207
Australian Capital Territory	2016	60-64	Employed (full-time)	F	2321
Australian Capital Territory	2016	60-64	Employed (full-time)	M	3431
Australian Capital Territory	2016	60-64	Employed (hours worked not stated)	F	54
Australian Capital Territory	2016	60-64	Employed (hours worked not stated)	M	56
Australian Capital Territory	2016	60-64	Employed (part-time)	F	1879
Australian Capital Territory	2016	60-64	Employed (part-time)	M	1253
Australian Capital Territory	2016	60-64	Not in the labour force	F	4826
Australian Capital Territory	2016	60-64	Not in the labour force	M	3428
Australian Capital Territory	2016	60-64	Unemployed (looking for full-time work)	F	55
Australian Capital Territory	2016	60-64	Unemployed (looking for full-time work)	M	150
Australian Capital Territory	2016	60-64	Unemployed (looking for part-time work)	F	75
Australian Capital Territory	2016	60-64	Unemployed (looking for part-time work)	M	106
Australian Capital Territory	2016	65-69		F	462
Australian Capital Territory	2016	65-69		M	471
Australian Capital Territory	2016	65-69	Employed (away from work)	F	115
Australian Capital Territory	2016	65-69	Employed (away from work)	M	138
Australian Capital Territory	2016	65-69	Employed (full-time)	F	669
Australian Capital Territory	2016	65-69	Employed (full-time)	M	1366
Australian Capital Territory	2016	65-69	Employed (hours worked not stated)	F	30
Australian Capital Territory	2016	65-69	Employed (hours worked not stated)	M	38
Australian Capital Territory	2016	65-69	Employed (part-time)	F	1046
Australian Capital Territory	2016	65-69	Employed (part-time)	M	1019
Australian Capital Territory	2016	65-69	Not in the labour force	F	6699
Australian Capital Territory	2016	65-69	Not in the labour force	M	5070
Australian Capital Territory	2016	65-69	Unemployed (looking for full-time work)	F	12
Australian Capital Territory	2016	65-69	Unemployed (looking for full-time work)	M	36
Australian Capital Territory	2016	65-69	Unemployed (looking for part-time work)	F	44
Australian Capital Territory	2016	65-69	Unemployed (looking for part-time work)	M	72
Australian Capital Territory	2016	70-74		F	432
Australian Capital Territory	2016	70-74		M	375
Australian Capital Territory	2016	70-74	Employed (away from work)	F	34
Australian Capital Territory	2016	70-74	Employed (away from work)	M	43
Australian Capital Territory	2016	70-74	Employed (full-time)	F	141
Australian Capital Territory	2016	70-74	Employed (full-time)	M	320
Australian Capital Territory	2016	70-74	Employed (hours worked not stated)	F	15
Australian Capital Territory	2016	70-74	Employed (hours worked not stated)	M	21
Australian Capital Territory	2016	70-74	Employed (part-time)	F	343
Australian Capital Territory	2016	70-74	Employed (part-time)	M	484
Australian Capital Territory	2016	70-74	Not in the labour force	F	5451
Australian Capital Territory	2016	70-74	Not in the labour force	M	4448
Australian Capital Territory	2016	70-74	Unemployed (looking for full-time work)	F	3
Australian Capital Territory	2016	70-74	Unemployed (looking for full-time work)	M	18
Australian Capital Territory	2016	70-74	Unemployed (looking for part-time work)	F	16
Australian Capital Territory	2016	70-74	Unemployed (looking for part-time work)	M	24
Australian Capital Territory	2016	75+		F	1476
Australian Capital Territory	2016	75+		M	900
Australian Capital Territory	2016	75+	Employed (away from work)	F	23
Australian Capital Territory	2016	75+	Employed (away from work)	M	23
Australian Capital Territory	2016	75+	Employed (full-time)	F	42
Australian Capital Territory	2016	75+	Employed (full-time)	M	123
Australian Capital Territory	2016	75+	Employed (hours worked not stated)	F	19
Australian Capital Territory	2016	75+	Employed (hours worked not stated)	M	22
Australian Capital Territory	2016	75+	Employed (part-time)	F	153
Australian Capital Territory	2016	75+	Employed (part-time)	M	267
Australian Capital Territory	2016	75+	Not in the labour force	F	10036
Australian Capital Territory	2016	75+	Not in the labour force	M	7406
Australian Capital Territory	2016	75+	Unemployed (looking for full-time work)	F	5
Australian Capital Territory	2016	75+	Unemployed (looking for full-time work)	M	8
Australian Capital Territory	2016	75+	Unemployed (looking for part-time work)	F	11
Australian Capital Territory	2016	75+	Unemployed (looking for part-time work)	M	16
Other Territories	2006	15-19		F	3
Other Territories	2006	15-19		M	8
Other Territories	2006	15-19	Employed (away from work)	F	0
Other Territories	2006	15-19	Employed (away from work)	M	0
Other Territories	2006	15-19	Employed (full-time)	F	3
Other Territories	2006	15-19	Employed (full-time)	M	15
Other Territories	2006	15-19	Employed (hours worked not stated)	F	3
Other Territories	2006	15-19	Employed (hours worked not stated)	M	0
Other Territories	2006	15-19	Employed (part-time)	F	9
Other Territories	2006	15-19	Employed (part-time)	M	3
Other Territories	2006	15-19	Not in the labour force	F	37
Other Territories	2006	15-19	Not in the labour force	M	33
Other Territories	2006	15-19	Unemployed (looking for full-time work)	F	4
Other Territories	2006	15-19	Unemployed (looking for full-time work)	M	3
Other Territories	2006	15-19	Unemployed (looking for part-time work)	F	6
Other Territories	2006	15-19	Unemployed (looking for part-time work)	M	3
Other Territories	2006	20-24		F	0
Other Territories	2006	20-24		M	18
Other Territories	2006	20-24	Employed (away from work)	F	6
Other Territories	2006	20-24	Employed (away from work)	M	0
Other Territories	2006	20-24	Employed (full-time)	F	32
Other Territories	2006	20-24	Employed (full-time)	M	50
Other Territories	2006	20-24	Employed (hours worked not stated)	F	0
Other Territories	2006	20-24	Employed (hours worked not stated)	M	5
Other Territories	2006	20-24	Employed (part-time)	F	8
Other Territories	2006	20-24	Employed (part-time)	M	8
Other Territories	2006	20-24	Not in the labour force	F	21
Other Territories	2006	20-24	Not in the labour force	M	6
Other Territories	2006	20-24	Unemployed (looking for full-time work)	F	3
Other Territories	2006	20-24	Unemployed (looking for full-time work)	M	7
Other Territories	2006	20-24	Unemployed (looking for part-time work)	F	0
Other Territories	2006	20-24	Unemployed (looking for part-time work)	M	5
Other Territories	2006	25-29		F	0
Other Territories	2006	25-29		M	13
Other Territories	2006	25-29	Employed (away from work)	F	0
Other Territories	2006	25-29	Employed (away from work)	M	0
Other Territories	2006	25-29	Employed (full-time)	F	32
Other Territories	2006	25-29	Employed (full-time)	M	47
Other Territories	2006	25-29	Employed (hours worked not stated)	F	0
Other Territories	2006	25-29	Employed (hours worked not stated)	M	0
Other Territories	2006	25-29	Employed (part-time)	F	10
Other Territories	2006	25-29	Employed (part-time)	M	4
Other Territories	2006	25-29	Not in the labour force	F	13
Other Territories	2006	25-29	Not in the labour force	M	9
Other Territories	2006	25-29	Unemployed (looking for full-time work)	F	4
Other Territories	2006	25-29	Unemployed (looking for full-time work)	M	3
Other Territories	2006	25-29	Unemployed (looking for part-time work)	F	0
Other Territories	2006	25-29	Unemployed (looking for part-time work)	M	0
Other Territories	2006	30-34		F	3
Other Territories	2006	30-34		M	8
Other Territories	2006	30-34	Employed (away from work)	F	0
Other Territories	2006	30-34	Employed (away from work)	M	0
Other Territories	2006	30-34	Employed (full-time)	F	21
Other Territories	2006	30-34	Employed (full-time)	M	41
Other Territories	2006	30-34	Employed (hours worked not stated)	F	0
Other Territories	2006	30-34	Employed (hours worked not stated)	M	3
Other Territories	2006	30-34	Employed (part-time)	F	15
Other Territories	2006	30-34	Employed (part-time)	M	11
Other Territories	2006	30-34	Not in the labour force	F	25
Other Territories	2006	30-34	Not in the labour force	M	7
Other Territories	2006	30-34	Unemployed (looking for full-time work)	F	3
Other Territories	2006	30-34	Unemployed (looking for full-time work)	M	4
Other Territories	2006	30-34	Unemployed (looking for part-time work)	F	0
Other Territories	2006	30-34	Unemployed (looking for part-time work)	M	0
Other Territories	2006	35-39		F	3
Other Territories	2006	35-39		M	3
Other Territories	2006	35-39	Employed (away from work)	F	3
Other Territories	2006	35-39	Employed (away from work)	M	0
Other Territories	2006	35-39	Employed (full-time)	F	36
Other Territories	2006	35-39	Employed (full-time)	M	75
Other Territories	2006	35-39	Employed (hours worked not stated)	F	8
Other Territories	2006	35-39	Employed (hours worked not stated)	M	3
Other Territories	2006	35-39	Employed (part-time)	F	22
Other Territories	2006	35-39	Employed (part-time)	M	11
Other Territories	2006	35-39	Not in the labour force	F	37
Other Territories	2006	35-39	Not in the labour force	M	9
Other Territories	2006	35-39	Unemployed (looking for full-time work)	F	0
Other Territories	2006	35-39	Unemployed (looking for full-time work)	M	0
Other Territories	2006	35-39	Unemployed (looking for part-time work)	F	4
Other Territories	2006	35-39	Unemployed (looking for part-time work)	M	0
Other Territories	2006	40-44		F	8
Other Territories	2006	40-44		M	12
Other Territories	2006	40-44	Employed (away from work)	F	0
Other Territories	2006	40-44	Employed (away from work)	M	3
Other Territories	2006	40-44	Employed (full-time)	F	27
Other Territories	2006	40-44	Employed (full-time)	M	86
Other Territories	2006	40-44	Employed (hours worked not stated)	F	3
Other Territories	2006	40-44	Employed (hours worked not stated)	M	4
Other Territories	2006	40-44	Employed (part-time)	F	29
Other Territories	2006	40-44	Employed (part-time)	M	10
Other Territories	2006	40-44	Not in the labour force	F	27
Other Territories	2006	40-44	Not in the labour force	M	3
Other Territories	2006	40-44	Unemployed (looking for full-time work)	F	0
Other Territories	2006	40-44	Unemployed (looking for full-time work)	M	3
Other Territories	2006	40-44	Unemployed (looking for part-time work)	F	0
Other Territories	2006	40-44	Unemployed (looking for part-time work)	M	0
Other Territories	2006	45-49		F	0
Other Territories	2006	45-49		M	8
Other Territories	2006	45-49	Employed (away from work)	F	3
Other Territories	2006	45-49	Employed (away from work)	M	3
Other Territories	2006	45-49	Employed (full-time)	F	26
Other Territories	2006	45-49	Employed (full-time)	M	63
Other Territories	2006	45-49	Employed (hours worked not stated)	F	0
Other Territories	2006	45-49	Employed (hours worked not stated)	M	0
Other Territories	2006	45-49	Employed (part-time)	F	23
Other Territories	2006	45-49	Employed (part-time)	M	13
Other Territories	2006	45-49	Not in the labour force	F	32
Other Territories	2006	45-49	Not in the labour force	M	10
Other Territories	2006	45-49	Unemployed (looking for full-time work)	F	0
Other Territories	2006	45-49	Unemployed (looking for full-time work)	M	0
Other Territories	2006	45-49	Unemployed (looking for part-time work)	F	0
Other Territories	2006	45-49	Unemployed (looking for part-time work)	M	0
Other Territories	2006	50-54		F	4
Other Territories	2006	50-54		M	7
Other Territories	2006	50-54	Employed (away from work)	F	0
Other Territories	2006	50-54	Employed (away from work)	M	5
Other Territories	2006	50-54	Employed (full-time)	F	29
Other Territories	2006	50-54	Employed (full-time)	M	69
Other Territories	2006	50-54	Employed (hours worked not stated)	F	3
Other Territories	2006	50-54	Employed (hours worked not stated)	M	7
Other Territories	2006	50-54	Employed (part-time)	F	11
Other Territories	2006	50-54	Employed (part-time)	M	7
Other Territories	2006	50-54	Not in the labour force	F	43
Other Territories	2006	50-54	Not in the labour force	M	12
Other Territories	2006	50-54	Unemployed (looking for full-time work)	F	3
Other Territories	2006	50-54	Unemployed (looking for full-time work)	M	0
Other Territories	2006	50-54	Unemployed (looking for part-time work)	F	3
Other Territories	2006	50-54	Unemployed (looking for part-time work)	M	0
Other Territories	2006	55-59		F	4
Other Territories	2006	55-59		M	10
Other Territories	2006	55-59	Employed (away from work)	F	0
Other Territories	2006	55-59	Employed (away from work)	M	9
Other Territories	2006	55-59	Employed (full-time)	F	8
Other Territories	2006	55-59	Employed (full-time)	M	69
Other Territories	2006	55-59	Employed (hours worked not stated)	F	0
Other Territories	2006	55-59	Employed (hours worked not stated)	M	6
Other Territories	2006	55-59	Employed (part-time)	F	4
Other Territories	2006	55-59	Employed (part-time)	M	6
Other Territories	2006	55-59	Not in the labour force	F	30
Other Territories	2006	55-59	Not in the labour force	M	17
Other Territories	2006	55-59	Unemployed (looking for full-time work)	F	0
Other Territories	2006	55-59	Unemployed (looking for full-time work)	M	3
Other Territories	2006	55-59	Unemployed (looking for part-time work)	F	3
Other Territories	2006	55-59	Unemployed (looking for part-time work)	M	0
Other Territories	2006	60-64		F	0
Other Territories	2006	60-64		M	3
Other Territories	2006	60-64	Employed (away from work)	F	0
Other Territories	2006	60-64	Employed (away from work)	M	0
Other Territories	2006	60-64	Employed (full-time)	F	4
Other Territories	2006	60-64	Employed (full-time)	M	28
Other Territories	2006	60-64	Employed (hours worked not stated)	F	0
Other Territories	2006	60-64	Employed (hours worked not stated)	M	0
Other Territories	2006	60-64	Employed (part-time)	F	0
Other Territories	2006	60-64	Employed (part-time)	M	10
Other Territories	2006	60-64	Not in the labour force	F	27
Other Territories	2006	60-64	Not in the labour force	M	20
Other Territories	2006	60-64	Unemployed (looking for full-time work)	F	0
Other Territories	2006	60-64	Unemployed (looking for full-time work)	M	4
Other Territories	2006	60-64	Unemployed (looking for part-time work)	F	0
Other Territories	2006	60-64	Unemployed (looking for part-time work)	M	0
Other Territories	2006	65-69		F	0
Other Territories	2006	65-69		M	6
Other Territories	2006	65-69	Employed (away from work)	F	0
Other Territories	2006	65-69	Employed (away from work)	M	0
Other Territories	2006	65-69	Employed (full-time)	F	0
Other Territories	2006	65-69	Employed (full-time)	M	10
Other Territories	2006	65-69	Employed (hours worked not stated)	F	0
Other Territories	2006	65-69	Employed (hours worked not stated)	M	0
Other Territories	2006	65-69	Employed (part-time)	F	0
Other Territories	2006	65-69	Employed (part-time)	M	0
Other Territories	2006	65-69	Not in the labour force	F	25
Other Territories	2006	65-69	Not in the labour force	M	27
Other Territories	2006	65-69	Unemployed (looking for full-time work)	F	0
Other Territories	2006	65-69	Unemployed (looking for full-time work)	M	0
Other Territories	2006	65-69	Unemployed (looking for part-time work)	F	0
Other Territories	2006	65-69	Unemployed (looking for part-time work)	M	0
Other Territories	2006	70-74		F	0
Other Territories	2006	70-74		M	4
Other Territories	2006	70-74	Employed (away from work)	F	0
Other Territories	2006	70-74	Employed (away from work)	M	0
Other Territories	2006	70-74	Employed (full-time)	F	0
Other Territories	2006	70-74	Employed (full-time)	M	0
Other Territories	2006	70-74	Employed (hours worked not stated)	F	0
Other Territories	2006	70-74	Employed (hours worked not stated)	M	0
Other Territories	2006	70-74	Employed (part-time)	F	0
Other Territories	2006	70-74	Employed (part-time)	M	3
Other Territories	2006	70-74	Not in the labour force	F	14
Other Territories	2006	70-74	Not in the labour force	M	16
Other Territories	2006	70-74	Unemployed (looking for full-time work)	F	0
Other Territories	2006	70-74	Unemployed (looking for full-time work)	M	0
Other Territories	2006	70-74	Unemployed (looking for part-time work)	F	0
Other Territories	2006	70-74	Unemployed (looking for part-time work)	M	0
Other Territories	2006	75+		F	0
Other Territories	2006	75+		M	0
Other Territories	2006	75+	Employed (away from work)	F	0
Other Territories	2006	75+	Employed (away from work)	M	0
Other Territories	2006	75+	Employed (full-time)	F	0
Other Territories	2006	75+	Employed (full-time)	M	0
Other Territories	2006	75+	Employed (hours worked not stated)	F	0
Other Territories	2006	75+	Employed (hours worked not stated)	M	0
Other Territories	2006	75+	Employed (part-time)	F	0
Other Territories	2006	75+	Employed (part-time)	M	0
Other Territories	2006	75+	Not in the labour force	F	14
Other Territories	2006	75+	Not in the labour force	M	10
Other Territories	2006	75+	Unemployed (looking for full-time work)	F	0
Other Territories	2006	75+	Unemployed (looking for full-time work)	M	0
Other Territories	2006	75+	Unemployed (looking for part-time work)	F	0
Other Territories	2006	75+	Unemployed (looking for part-time work)	M	0
Other Territories	2011	15-19		F	0
Other Territories	2011	15-19		M	3
Other Territories	2011	15-19	Employed (away from work)	F	0
Other Territories	2011	15-19	Employed (away from work)	M	0
Other Territories	2011	15-19	Employed (full-time)	F	14
Other Territories	2011	15-19	Employed (full-time)	M	22
Other Territories	2011	15-19	Employed (hours worked not stated)	F	3
Other Territories	2011	15-19	Employed (hours worked not stated)	M	0
Other Territories	2011	15-19	Employed (part-time)	F	8
Other Territories	2011	15-19	Employed (part-time)	M	10
Other Territories	2011	15-19	Not in the labour force	F	30
Other Territories	2011	15-19	Not in the labour force	M	72
Other Territories	2011	15-19	Unemployed (looking for full-time work)	F	0
Other Territories	2011	15-19	Unemployed (looking for full-time work)	M	3
Other Territories	2011	15-19	Unemployed (looking for part-time work)	F	0
Other Territories	2011	15-19	Unemployed (looking for part-time work)	M	0
Other Territories	2011	20-24		F	3
Other Territories	2011	20-24		M	4
Other Territories	2011	20-24	Employed (away from work)	F	3
Other Territories	2011	20-24	Employed (away from work)	M	0
Other Territories	2011	20-24	Employed (full-time)	F	31
Other Territories	2011	20-24	Employed (full-time)	M	44
Other Territories	2011	20-24	Employed (hours worked not stated)	F	0
Other Territories	2011	20-24	Employed (hours worked not stated)	M	3
Other Territories	2011	20-24	Employed (part-time)	F	5
Other Territories	2011	20-24	Employed (part-time)	M	5
Other Territories	2011	20-24	Not in the labour force	F	19
Other Territories	2011	20-24	Not in the labour force	M	144
Other Territories	2011	20-24	Unemployed (looking for full-time work)	F	3
Other Territories	2011	20-24	Unemployed (looking for full-time work)	M	0
Other Territories	2011	20-24	Unemployed (looking for part-time work)	F	0
Other Territories	2011	20-24	Unemployed (looking for part-time work)	M	0
Other Territories	2011	25-29		F	5
Other Territories	2011	25-29		M	5
Other Territories	2011	25-29	Employed (away from work)	F	3
Other Territories	2011	25-29	Employed (away from work)	M	3
Other Territories	2011	25-29	Employed (full-time)	F	27
Other Territories	2011	25-29	Employed (full-time)	M	51
Other Territories	2011	25-29	Employed (hours worked not stated)	F	3
Other Territories	2011	25-29	Employed (hours worked not stated)	M	4
Other Territories	2011	25-29	Employed (part-time)	F	9
Other Territories	2011	25-29	Employed (part-time)	M	6
Other Territories	2011	25-29	Not in the labour force	F	14
Other Territories	2011	25-29	Not in the labour force	M	281
Other Territories	2011	25-29	Unemployed (looking for full-time work)	F	0
Other Territories	2011	25-29	Unemployed (looking for full-time work)	M	8
Other Territories	2011	25-29	Unemployed (looking for part-time work)	F	0
Other Territories	2011	25-29	Unemployed (looking for part-time work)	M	0
Other Territories	2011	30-34		F	3
Other Territories	2011	30-34		M	3
Other Territories	2011	30-34	Employed (away from work)	F	4
Other Territories	2011	30-34	Employed (away from work)	M	3
Other Territories	2011	30-34	Employed (full-time)	F	28
Other Territories	2011	30-34	Employed (full-time)	M	48
Other Territories	2011	30-34	Employed (hours worked not stated)	F	0
Other Territories	2011	30-34	Employed (hours worked not stated)	M	0
Other Territories	2011	30-34	Employed (part-time)	F	16
Other Territories	2011	30-34	Employed (part-time)	M	8
Other Territories	2011	30-34	Not in the labour force	F	18
Other Territories	2011	30-34	Not in the labour force	M	158
Other Territories	2011	30-34	Unemployed (looking for full-time work)	F	0
Other Territories	2011	30-34	Unemployed (looking for full-time work)	M	7
Other Territories	2011	30-34	Unemployed (looking for part-time work)	F	3
Other Territories	2011	30-34	Unemployed (looking for part-time work)	M	0
Other Territories	2011	35-39		F	6
Other Territories	2011	35-39		M	9
Other Territories	2011	35-39	Employed (away from work)	F	0
Other Territories	2011	35-39	Employed (away from work)	M	3
Other Territories	2011	35-39	Employed (full-time)	F	27
Other Territories	2011	35-39	Employed (full-time)	M	51
Other Territories	2011	35-39	Employed (hours worked not stated)	F	0
Other Territories	2011	35-39	Employed (hours worked not stated)	M	4
Other Territories	2011	35-39	Employed (part-time)	F	25
Other Territories	2011	35-39	Employed (part-time)	M	8
Other Territories	2011	35-39	Not in the labour force	F	18
Other Territories	2011	35-39	Not in the labour force	M	75
Other Territories	2011	35-39	Unemployed (looking for full-time work)	F	3
Other Territories	2011	35-39	Unemployed (looking for full-time work)	M	3
Other Territories	2011	35-39	Unemployed (looking for part-time work)	F	0
Other Territories	2011	35-39	Unemployed (looking for part-time work)	M	0
Other Territories	2011	40-44		F	6
Other Territories	2011	40-44		M	6
Other Territories	2011	40-44	Employed (away from work)	F	3
Other Territories	2011	40-44	Employed (away from work)	M	6
Other Territories	2011	40-44	Employed (full-time)	F	42
