STE_NAME16	Year	Age	Denomination	Religion	persons
Australian Capital Territory	2011	15-24	Assyrian Apostolic	Christianity	0
Australian Capital Territory	2011	15-24	Australian Aboriginal Traditional	(Other)	12
Australian Capital Territory	2011	15-24	Baptist	Christianity	605
Australian Capital Territory	2011	15-24	Brethren	Christianity	16
Australian Capital Territory	2011	15-24	Catholic	Christianity	14009
Australian Capital Territory	2011	15-24	Churches Of Christ	Christianity	18
Australian Capital Territory	2011	15-24	Eastern Orthodox	Christianity	777
Australian Capital Territory	2011	15-24	Jehovah's Witnesses	Christianity	74
Australian Capital Territory	2011	15-24	Latter Day Saints	Christianity	110
Australian Capital Territory	2011	15-24	Lutheran	Christianity	348
Australian Capital Territory	2011	15-24	Oriental Orthodox	Christianity	46
Australian Capital Territory	2011	15-24	Pentecostal	Christianity	597
Australian Capital Territory	2011	15-24	Presbyterian Reformed	Christianity	744
Australian Capital Territory	2011	15-24	Protestant (Other)	Christianity	181
Australian Capital Territory	2011	15-24	Salvation Army	Christianity	96
Australian Capital Territory	2011	15-24	Seventh Day Adventist	Christianity	107
Australian Capital Territory	2011	15-24	Sikhism	(Other)	183
Australian Capital Territory	2011	15-24	Uniting Church	Christianity	1259
Australian Capital Territory	2011	25-34		(Other)	5216
Australian Capital Territory	2011	25-34		Buddhism	1734
Australian Capital Territory	2011	25-34		Christianity	1213
Australian Capital Territory	2011	25-34		Hinduism	1883
Australian Capital Territory	2011	25-34		Islam	1931
Australian Capital Territory	2011	25-34		Judaism	106
Australian Capital Territory	2011	25-34		No religion	20825
Australian Capital Territory	2011	25-34	(Other)	(Other)	342
Australian Capital Territory	2011	25-34	(Other)	Christianity	57
Australian Capital Territory	2011	25-34	Anglican	Christianity	6085
Australian Capital Territory	2011	25-34	Assyrian Apostolic	Christianity	4
Australian Capital Territory	2011	25-34	Australian Aboriginal Traditional	(Other)	11
Australian Capital Territory	2011	25-34	Baptist	Christianity	618
Australian Capital Territory	2011	25-34	Brethren	Christianity	8
Australian Capital Territory	2011	25-34	Catholic	Christianity	12915
Australian Capital Territory	2011	25-34	Churches Of Christ	Christianity	30
Australian Capital Territory	2011	25-34	Eastern Orthodox	Christianity	872
Australian Capital Territory	2011	25-34	Jehovah's Witnesses	Christianity	101
Australian Capital Territory	2011	25-34	Latter Day Saints	Christianity	132
Australian Capital Territory	2011	25-34	Lutheran	Christianity	418
Australian Capital Territory	2011	25-34	Oriental Orthodox	Christianity	86
Australian Capital Territory	2011	25-34	Pentecostal	Christianity	606
Australian Capital Territory	2011	25-34	Presbyterian Reformed	Christianity	867
Australian Capital Territory	2011	25-34	Protestant (Other)	Christianity	183
Australian Capital Territory	2011	25-34	Salvation Army	Christianity	80
Australian Capital Territory	2011	25-34	Seventh Day Adventist	Christianity	132
Australian Capital Territory	2011	25-34	Sikhism	(Other)	336
Australian Capital Territory	2011	25-34	Uniting Church	Christianity	1445
Australian Capital Territory	2011	35-44		(Other)	4206
Australian Capital Territory	2011	35-44		Buddhism	1715
Australian Capital Territory	2011	35-44		Christianity	1061
Australian Capital Territory	2011	35-44		Hinduism	985
Australian Capital Territory	2011	35-44		Islam	1173
Australian Capital Territory	2011	35-44		Judaism	94
Australian Capital Territory	2011	35-44		No religion	15486
Australian Capital Territory	2011	35-44	(Other)	(Other)	332
Australian Capital Territory	2011	35-44	(Other)	Christianity	42
Australian Capital Territory	2011	35-44	Anglican	Christianity	7812
Australian Capital Territory	2011	35-44	Assyrian Apostolic	Christianity	7
Australian Capital Territory	2011	35-44	Australian Aboriginal Traditional	(Other)	9
Australian Capital Territory	2011	35-44	Baptist	Christianity	660
Australian Capital Territory	2011	35-44	Brethren	Christianity	8
Australian Capital Territory	2011	35-44	Catholic	Christianity	13641
Australian Capital Territory	2011	35-44	Churches Of Christ	Christianity	22
Australian Capital Territory	2011	35-44	Eastern Orthodox	Christianity	1162
Australian Capital Territory	2011	35-44	Jehovah's Witnesses	Christianity	101
Australian Capital Territory	2011	35-44	Latter Day Saints	Christianity	107
Australian Capital Territory	2011	35-44	Lutheran	Christianity	476
Australian Capital Territory	2011	35-44	Oriental Orthodox	Christianity	49
Australian Capital Territory	2011	35-44	Pentecostal	Christianity	540
Australian Capital Territory	2011	35-44	Presbyterian Reformed	Christianity	1138
Australian Capital Territory	2011	35-44	Protestant (Other)	Christianity	145
Australian Capital Territory	2011	35-44	Salvation Army	Christianity	123
Australian Capital Territory	2011	35-44	Seventh Day Adventist	Christianity	76
Australian Capital Territory	2011	35-44	Sikhism	(Other)	153
Australian Capital Territory	2011	35-44	Uniting Church	Christianity	1626
Australian Capital Territory	2011	45-54		(Other)	3581
Australian Capital Territory	2011	45-54		Buddhism	1549
Australian Capital Territory	2011	45-54		Christianity	1084
Australian Capital Territory	2011	45-54		Hinduism	638
Australian Capital Territory	2011	45-54		Islam	646
Australian Capital Territory	2011	45-54		Judaism	85
Australian Capital Territory	2011	45-54		No religion	12752
Australian Capital Territory	2011	45-54	(Other)	(Other)	272
Australian Capital Territory	2011	45-54	(Other)	Christianity	80
Australian Capital Territory	2011	45-54	Anglican	Christianity	8082
Australian Capital Territory	2011	45-54	Assyrian Apostolic	Christianity	4
Australian Capital Territory	2011	45-54	Australian Aboriginal Traditional	(Other)	10
Australian Capital Territory	2011	45-54	Baptist	Christianity	687
Australian Capital Territory	2011	45-54	Brethren	Christianity	16
Australian Capital Territory	2011	45-54	Catholic	Christianity	12532
Australian Capital Territory	2011	45-54	Churches Of Christ	Christianity	54
Australian Capital Territory	2011	45-54	Eastern Orthodox	Christianity	902
Australian Capital Territory	2011	45-54	Jehovah's Witnesses	Christianity	111
Australian Capital Territory	2011	45-54	Latter Day Saints	Christianity	91
Australian Capital Territory	2011	45-54	Lutheran	Christianity	533
Australian Capital Territory	2011	45-54	Oriental Orthodox	Christianity	43
Australian Capital Territory	2011	45-54	Pentecostal	Christianity	470
Australian Capital Territory	2011	45-54	Presbyterian Reformed	Christianity	1469
Australian Capital Territory	2011	45-54	Protestant (Other)	Christianity	126
Australian Capital Territory	2011	45-54	Salvation Army	Christianity	112
Australian Capital Territory	2011	45-54	Seventh Day Adventist	Christianity	89
Australian Capital Territory	2011	45-54	Sikhism	(Other)	86
Australian Capital Territory	2011	45-54	Uniting Church	Christianity	1901
Australian Capital Territory	2011	55-64		(Other)	2849
Australian Capital Territory	2011	55-64		Buddhism	1016
Australian Capital Territory	2011	55-64		Christianity	812
Australian Capital Territory	2011	55-64		Hinduism	377
Australian Capital Territory	2011	55-64		Islam	366
Australian Capital Territory	2011	55-64		Judaism	87
Australian Capital Territory	2011	55-64		No religion	9490
Australian Capital Territory	2011	55-64	(Other)	(Other)	197
Australian Capital Territory	2011	55-64	(Other)	Christianity	68
Australian Capital Territory	2011	55-64	Anglican	Christianity	7507
Australian Capital Territory	2011	55-64	Assyrian Apostolic	Christianity	3
Australian Capital Territory	2011	55-64	Australian Aboriginal Traditional	(Other)	7
Australian Capital Territory	2011	55-64	Baptist	Christianity	538
Australian Capital Territory	2011	55-64	Brethren	Christianity	5
Australian Capital Territory	2011	55-64	Catholic	Christianity	10033
Australian Capital Territory	2011	55-64	Churches Of Christ	Christianity	79
Australian Capital Territory	2011	55-64	Eastern Orthodox	Christianity	711
Australian Capital Territory	2011	55-64	Jehovah's Witnesses	Christianity	102
Australian Capital Territory	2011	55-64	Latter Day Saints	Christianity	54
Australian Capital Territory	2011	55-64	Lutheran	Christianity	489
Australian Capital Territory	2011	55-64	Oriental Orthodox	Christianity	22
Australian Capital Territory	2011	55-64	Pentecostal	Christianity	374
Australian Capital Territory	2011	55-64	Presbyterian Reformed	Christianity	1467
Australian Capital Territory	2011	55-64	Protestant (Other)	Christianity	92
Australian Capital Territory	2011	55-64	Salvation Army	Christianity	101
Australian Capital Territory	2011	55-64	Seventh Day Adventist	Christianity	53
Australian Capital Territory	2011	55-64	Sikhism	(Other)	36
Australian Capital Territory	2011	55-64	Uniting Church	Christianity	1848
Australian Capital Territory	2011	65-74		(Other)	1507
Australian Capital Territory	2011	65-74		Buddhism	347
Australian Capital Territory	2011	65-74		Christianity	361
Australian Capital Territory	2011	65-74		Hinduism	148
Australian Capital Territory	2011	65-74		Islam	159
Australian Capital Territory	2011	65-74		Judaism	57
Australian Capital Territory	2011	65-74		No religion	3954
Australian Capital Territory	2011	65-74	(Other)	(Other)	66
Australian Capital Territory	2011	65-74	(Other)	Christianity	54
Australian Capital Territory	2011	65-74	Anglican	Christianity	4788
Australian Capital Territory	2011	65-74	Assyrian Apostolic	Christianity	0
Australian Capital Territory	2011	65-74	Australian Aboriginal Traditional	(Other)	0
Australian Capital Territory	2011	65-74	Baptist	Christianity	315
Australian Capital Territory	2011	65-74	Brethren	Christianity	4
Australian Capital Territory	2011	65-74	Catholic	Christianity	6255
Australian Capital Territory	2011	65-74	Churches Of Christ	Christianity	40
Australian Capital Territory	2011	65-74	Eastern Orthodox	Christianity	653
Australian Capital Territory	2011	65-74	Jehovah's Witnesses	Christianity	62
Australian Capital Territory	2011	65-74	Latter Day Saints	Christianity	21
Australian Capital Territory	2011	65-74	Lutheran	Christianity	416
Australian Capital Territory	2011	65-74	Oriental Orthodox	Christianity	7
Australian Capital Territory	2011	65-74	Pentecostal	Christianity	117
Australian Capital Territory	2011	65-74	Presbyterian Reformed	Christianity	957
Australian Capital Territory	2011	65-74	Protestant (Other)	Christianity	41
Australian Capital Territory	2011	65-74	Salvation Army	Christianity	82
Australian Capital Territory	2011	65-74	Seventh Day Adventist	Christianity	37
Australian Capital Territory	2011	65-74	Sikhism	(Other)	29
Australian Capital Territory	2011	65-74	Uniting Church	Christianity	1184
Australian Capital Territory	2011	75-84		(Other)	984
Australian Capital Territory	2011	75-84		Buddhism	138
Australian Capital Territory	2011	75-84		Christianity	134
Australian Capital Territory	2011	75-84		Hinduism	73
Australian Capital Territory	2011	75-84		Islam	44
Australian Capital Territory	2011	75-84		Judaism	22
Australian Capital Territory	2011	75-84		No religion	1471
Australian Capital Territory	2011	75-84	(Other)	(Other)	30
Australian Capital Territory	2011	75-84	(Other)	Christianity	28
Australian Capital Territory	2011	75-84	Anglican	Christianity	2839
Australian Capital Territory	2011	75-84	Assyrian Apostolic	Christianity	0
Australian Capital Territory	2011	75-84	Australian Aboriginal Traditional	(Other)	0
Australian Capital Territory	2011	75-84	Baptist	Christianity	131
Australian Capital Territory	2011	75-84	Brethren	Christianity	7
Australian Capital Territory	2011	75-84	Catholic	Christianity	3473
Australian Capital Territory	2011	75-84	Churches Of Christ	Christianity	26
Australian Capital Territory	2011	75-84	Eastern Orthodox	Christianity	405
Australian Capital Territory	2011	75-84	Jehovah's Witnesses	Christianity	33
Australian Capital Territory	2011	75-84	Latter Day Saints	Christianity	17
Australian Capital Territory	2011	75-84	Lutheran	Christianity	279
Australian Capital Territory	2011	75-84	Oriental Orthodox	Christianity	8
Australian Capital Territory	2011	75-84	Pentecostal	Christianity	45
Australian Capital Territory	2011	75-84	Presbyterian Reformed	Christianity	695
Australian Capital Territory	2011	75-84	Protestant (Other)	Christianity	34
Australian Capital Territory	2011	75-84	Salvation Army	Christianity	29
Australian Capital Territory	2011	75-84	Seventh Day Adventist	Christianity	19
Australian Capital Territory	2011	75-84	Sikhism	(Other)	8
Australian Capital Territory	2011	75-84	Uniting Church	Christianity	697
Australian Capital Territory	2011	85+		(Other)	572
Australian Capital Territory	2011	85+		Buddhism	49
Australian Capital Territory	2011	85+		Christianity	56
Australian Capital Territory	2011	85+		Hinduism	21
Australian Capital Territory	2011	85+		Islam	10
Australian Capital Territory	2011	85+		Judaism	9
Australian Capital Territory	2011	85+		No religion	494
Australian Capital Territory	2011	85+	(Other)	(Other)	11
Australian Capital Territory	2011	85+	(Other)	Christianity	9
Australian Capital Territory	2011	85+	Anglican	Christianity	1361
Australian Capital Territory	2011	85+	Assyrian Apostolic	Christianity	0
Australian Capital Territory	2011	85+	Australian Aboriginal Traditional	(Other)	0
Australian Capital Territory	2011	85+	Baptist	Christianity	76
Australian Capital Territory	2011	85+	Brethren	Christianity	3
Australian Capital Territory	2011	85+	Catholic	Christianity	1223
Australian Capital Territory	2011	85+	Churches Of Christ	Christianity	14
Australian Capital Territory	2011	85+	Eastern Orthodox	Christianity	93
Australian Capital Territory	2011	85+	Jehovah's Witnesses	Christianity	13
Australian Capital Territory	2011	85+	Latter Day Saints	Christianity	0
Australian Capital Territory	2011	85+	Lutheran	Christianity	117
Australian Capital Territory	2011	85+	Oriental Orthodox	Christianity	0
Australian Capital Territory	2011	85+	Pentecostal	Christianity	14
Australian Capital Territory	2011	85+	Presbyterian Reformed	Christianity	300
Australian Capital Territory	2011	85+	Protestant (Other)	Christianity	7
Australian Capital Territory	2011	85+	Salvation Army	Christianity	15
Australian Capital Territory	2011	85+	Seventh Day Adventist	Christianity	7
Australian Capital Territory	2011	85+	Sikhism	(Other)	3
Australian Capital Territory	2011	85+	Uniting Church	Christianity	354
Australian Capital Territory	2016	0-14		(Other)	5902
Australian Capital Territory	2016	0-14		Buddhism	1180
Australian Capital Territory	2016	0-14		Christianity	1895
Australian Capital Territory	2016	0-14		Hinduism	2467
Australian Capital Territory	2016	0-14		Islam	2931
Australian Capital Territory	2016	0-14		Judaism	116
Australian Capital Territory	2016	0-14		No religion	28980
Australian Capital Territory	2016	0-14	(Other)	(Other)	126
Australian Capital Territory	2016	0-14	(Other)	Christianity	53
Australian Capital Territory	2016	0-14	Anglican	Christianity	6087
Australian Capital Territory	2016	0-14	Assyrian Apostolic	Christianity	5
Australian Capital Territory	2016	0-14	Australian Aboriginal Traditional	(Other)	16
Australian Capital Territory	2016	0-14	Baptist	Christianity	653
Australian Capital Territory	2016	0-14	Brethren	Christianity	7
Australian Capital Territory	2016	0-14	Catholic	Christianity	18007
Australian Capital Territory	2016	0-14	Churches Of Christ	Christianity	28
Australian Capital Territory	2016	0-14	Eastern Orthodox	Christianity	1108
Australian Capital Territory	2016	0-14	Jehovah's Witnesses	Christianity	105
Australian Capital Territory	2016	0-14	Latter Day Saints	Christianity	188
Australian Capital Territory	2016	0-14	Lutheran	Christianity	241
Australian Capital Territory	2016	0-14	Oriental Orthodox	Christianity	200
Australian Capital Territory	2016	0-14	Pentecostal	Christianity	981
Australian Capital Territory	2016	0-14	Presbyterian Reformed	Christianity	736
Australian Capital Territory	2016	0-14	Protestant (Other)	Christianity	443
Australian Capital Territory	2016	0-14	Salvation Army	Christianity	121
Australian Capital Territory	2016	0-14	Seventh Day Adventist	Christianity	169
Australian Capital Territory	2016	0-14	Sikhism	(Other)	504
Australian Capital Territory	2016	0-14	Uniting Church	Christianity	1226
Australian Capital Territory	2016	15-24		(Other)	5114
Australian Capital Territory	2016	15-24		Buddhism	1366
Australian Capital Territory	2016	15-24		Christianity	1209
Australian Capital Territory	2016	15-24		Hinduism	896
Australian Capital Territory	2016	15-24		Islam	1275
Australian Capital Territory	2016	15-24		Judaism	69
Australian Capital Territory	2016	15-24		No religion	25643
Australian Capital Territory	2016	15-24	(Other)	(Other)	183
Australian Capital Territory	2016	15-24	(Other)	Christianity	35
Australian Capital Territory	2016	15-24	Anglican	Christianity	4064
Australian Capital Territory	2016	15-24	Assyrian Apostolic	Christianity	3
Australian Capital Territory	2016	15-24	Australian Aboriginal Traditional	(Other)	13
Australian Capital Territory	2016	15-24	Baptist	Christianity	540
Australian Capital Territory	2016	15-24	Brethren	Christianity	8
Australian Capital Territory	2016	15-24	Catholic	Christianity	11642
Australian Capital Territory	2016	15-24	Churches Of Christ	Christianity	21
Australian Capital Territory	2016	15-24	Eastern Orthodox	Christianity	733
Australian Capital Territory	2016	15-24	Jehovah's Witnesses	Christianity	71
Australian Capital Territory	2016	15-24	Latter Day Saints	Christianity	127
Australian Capital Territory	2016	15-24	Lutheran	Christianity	177
Australian Capital Territory	2016	15-24	Oriental Orthodox	Christianity	47
Australian Capital Territory	2016	15-24	Pentecostal	Christianity	605
Australian Capital Territory	2016	15-24	Presbyterian Reformed	Christianity	592
Australian Capital Territory	2016	15-24	Protestant (Other)	Christianity	311
Australian Capital Territory	2016	15-24	Salvation Army	Christianity	72
Australian Capital Territory	2016	15-24	Seventh Day Adventist	Christianity	82
Australian Capital Territory	2016	15-24	Sikhism	(Other)	217
Australian Capital Territory	2016	15-24	Uniting Church	Christianity	832
Australian Capital Territory	2016	25-34		(Other)	6532
Australian Capital Territory	2016	25-34		Buddhism	1948
Australian Capital Territory	2016	25-34		Christianity	1379
Australian Capital Territory	2016	25-34		Hinduism	2670
Australian Capital Territory	2016	25-34		Islam	2216
Australian Capital Territory	2016	25-34		Judaism	115
Australian Capital Territory	2016	25-34		No religion	29266
Australian Capital Territory	2016	25-34	(Other)	(Other)	295
Australian Capital Territory	2016	25-34	(Other)	Christianity	42
Australian Capital Territory	2016	25-34	Anglican	Christianity	4195
Australian Capital Territory	2016	25-34	Assyrian Apostolic	Christianity	3
Australian Capital Territory	2016	25-34	Australian Aboriginal Traditional	(Other)	7
Australian Capital Territory	2016	25-34	Baptist	Christianity	609
Australian Capital Territory	2016	25-34	Brethren	Christianity	10
Australian Capital Territory	2016	25-34	Catholic	Christianity	11920
Australian Capital Territory	2016	25-34	Churches Of Christ	Christianity	33
Australian Capital Territory	2016	25-34	Eastern Orthodox	Christianity	612
Australian Capital Territory	2016	25-34	Jehovah's Witnesses	Christianity	81
Australian Capital Territory	2016	25-34	Latter Day Saints	Christianity	129
Australian Capital Territory	2016	25-34	Lutheran	Christianity	203
Australian Capital Territory	2016	25-34	Oriental Orthodox	Christianity	133
Australian Capital Territory	2016	25-34	Pentecostal	Christianity	687
Australian Capital Territory	2016	25-34	Presbyterian Reformed	Christianity	677
Australian Capital Territory	2016	25-34	Protestant (Other)	Christianity	379
Australian Capital Territory	2016	25-34	Salvation Army	Christianity	59
Australian Capital Territory	2016	25-34	Seventh Day Adventist	Christianity	140
Australian Capital Territory	2016	25-34	Sikhism	(Other)	795
Australian Capital Territory	2016	25-34	Uniting Church	Christianity	980
Australian Capital Territory	2016	35-44		(Other)	5181
Australian Capital Territory	2016	35-44		Buddhism	1812
Australian Capital Territory	2016	35-44		Christianity	1375
Australian Capital Territory	2016	35-44		Hinduism	2390
Australian Capital Territory	2016	35-44		Islam	1839
Australian Capital Territory	2016	35-44		Judaism	89
Australian Capital Territory	2016	35-44		No religion	21693
Australian Capital Territory	2016	35-44	(Other)	(Other)	301
Australian Capital Territory	2016	35-44	(Other)	Christianity	44
Australian Capital Territory	2016	35-44	Anglican	Christianity	5558
Australian Capital Territory	2016	35-44	Assyrian Apostolic	Christianity	4
Australian Capital Territory	2016	35-44	Australian Aboriginal Traditional	(Other)	11
Australian Capital Territory	2016	35-44	Baptist	Christianity	585
Australian Capital Territory	2016	35-44	Brethren	Christianity	0
Australian Capital Territory	2016	35-44	Catholic	Christianity	12374
Australian Capital Territory	2016	35-44	Churches Of Christ	Christianity	17
Australian Capital Territory	2016	35-44	Eastern Orthodox	Christianity	898
Australian Capital Territory	2016	35-44	Jehovah's Witnesses	Christianity	116
Australian Capital Territory	2016	35-44	Latter Day Saints	Christianity	115
Australian Capital Territory	2016	35-44	Lutheran	Christianity	269
Australian Capital Territory	2016	35-44	Oriental Orthodox	Christianity	138
Australian Capital Territory	2016	35-44	Pentecostal	Christianity	611
Australian Capital Territory	2016	35-44	Presbyterian Reformed	Christianity	845
Australian Capital Territory	2016	35-44	Protestant (Other)	Christianity	349
Australian Capital Territory	2016	35-44	Salvation Army	Christianity	88
Australian Capital Territory	2016	35-44	Seventh Day Adventist	Christianity	114
Australian Capital Territory	2016	35-44	Sikhism	(Other)	332
Australian Capital Territory	2016	35-44	Uniting Church	Christianity	1237
Australian Capital Territory	2016	45-54		(Other)	4537
Australian Capital Territory	2016	45-54		Buddhism	1581
Australian Capital Territory	2016	45-54		Christianity	1160
Australian Capital Territory	2016	45-54		Hinduism	821
Australian Capital Territory	2016	45-54		Islam	856
Australian Capital Territory	2016	45-54		Judaism	65
Australian Capital Territory	2016	45-54		No religion	16827
Australian Capital Territory	2016	45-54	(Other)	(Other)	257
Australian Capital Territory	2016	45-54	(Other)	Christianity	58
Australian Capital Territory	2016	45-54	Anglican	Christianity	6772
Australian Capital Territory	2016	45-54	Assyrian Apostolic	Christianity	7
Australian Capital Territory	2016	45-54	Australian Aboriginal Traditional	(Other)	11
Australian Capital Territory	2016	45-54	Baptist	Christianity	545
Australian Capital Territory	2016	45-54	Brethren	Christianity	10
Australian Capital Territory	2016	45-54	Catholic	Christianity	12160
Australian Capital Territory	2016	45-54	Churches Of Christ	Christianity	26
Australian Capital Territory	2016	45-54	Eastern Orthodox	Christianity	984
Australian Capital Territory	2016	45-54	Jehovah's Witnesses	Christianity	96
Australian Capital Territory	2016	45-54	Latter Day Saints	Christianity	92
Australian Capital Territory	2016	45-54	Lutheran	Christianity	346
Australian Capital Territory	2016	45-54	Oriental Orthodox	Christianity	57
Australian Capital Territory	2016	45-54	Pentecostal	Christianity	493
Australian Capital Territory	2016	45-54	Presbyterian Reformed	Christianity	1120
Australian Capital Territory	2016	45-54	Protestant (Other)	Christianity	335
Australian Capital Territory	2016	45-54	Salvation Army	Christianity	80
Australian Capital Territory	2016	45-54	Seventh Day Adventist	Christianity	64
Australian Capital Territory	2016	45-54	Sikhism	(Other)	146
Australian Capital Territory	2016	45-54	Uniting Church	Christianity	1471
Australian Capital Territory	2016	55-64		(Other)	3871
Australian Capital Territory	2016	55-64		Buddhism	1185
Australian Capital Territory	2016	55-64		Christianity	1027
Australian Capital Territory	2016	55-64		Hinduism	566
Australian Capital Territory	2016	55-64		Islam	437
Australian Capital Territory	2016	55-64		Judaism	75
Australian Capital Territory	2016	55-64		No religion	12936
Australian Capital Territory	2016	55-64	(Other)	(Other)	186
Australian Capital Territory	2016	55-64	(Other)	Christianity	84
Australian Capital Territory	2016	55-64	Anglican	Christianity	6264
Australian Capital Territory	2016	55-64	Assyrian Apostolic	Christianity	0
Australian Capital Territory	2016	55-64	Australian Aboriginal Traditional	(Other)	8
Australian Capital Territory	2016	55-64	Baptist	Christianity	532
Australian Capital Territory	2016	55-64	Brethren	Christianity	4
Australian Capital Territory	2016	55-64	Catholic	Christianity	9542
Australian Capital Territory	2016	55-64	Churches Of Christ	Christianity	62
Australian Capital Territory	2016	55-64	Eastern Orthodox	Christianity	632
Australian Capital Territory	2016	55-64	Jehovah's Witnesses	Christianity	96
Australian Capital Territory	2016	55-64	Latter Day Saints	Christianity	59
Australian Capital Territory	2016	55-64	Lutheran	Christianity	363
Australian Capital Territory	2016	55-64	Oriental Orthodox	Christianity	42
Australian Capital Territory	2016	55-64	Pentecostal	Christianity	381
Australian Capital Territory	2016	55-64	Presbyterian Reformed	Christianity	1236
Australian Capital Territory	2016	55-64	Protestant (Other)	Christianity	235
Australian Capital Territory	2016	55-64	Salvation Army	Christianity	90
Australian Capital Territory	2016	55-64	Seventh Day Adventist	Christianity	64
Australian Capital Territory	2016	55-64	Sikhism	(Other)	68
Australian Capital Territory	2016	55-64	Uniting Church	Christianity	1470
Australian Capital Territory	2016	65-74		(Other)	2722
Australian Capital Territory	2016	65-74		Buddhism	594
Australian Capital Territory	2016	65-74		Christianity	622
Australian Capital Territory	2016	65-74		Hinduism	269
Australian Capital Territory	2016	65-74		Islam	235
Australian Capital Territory	2016	65-74		Judaism	73
Australian Capital Territory	2016	65-74		No religion	7551
Australian Capital Territory	2016	65-74	(Other)	(Other)	100
Australian Capital Territory	2016	65-74	(Other)	Christianity	62
Australian Capital Territory	2016	65-74	Anglican	Christianity	5445
Australian Capital Territory	2016	65-74	Assyrian Apostolic	Christianity	4
Australian Capital Territory	2016	65-74	Australian Aboriginal Traditional	(Other)	3
Australian Capital Territory	2016	65-74	Baptist	Christianity	385
Australian Capital Territory	2016	65-74	Brethren	Christianity	3
Australian Capital Territory	2016	65-74	Catholic	Christianity	7384
Australian Capital Territory	2016	65-74	Churches Of Christ	Christianity	57
Australian Capital Territory	2016	65-74	Eastern Orthodox	Christianity	563
Australian Capital Territory	2016	65-74	Jehovah's Witnesses	Christianity	63
Australian Capital Territory	2016	65-74	Latter Day Saints	Christianity	42
Australian Capital Territory	2016	65-74	Lutheran	Christianity	333
Australian Capital Territory	2016	65-74	Oriental Orthodox	Christianity	14
Australian Capital Territory	2016	65-74	Pentecostal	Christianity	200
Australian Capital Territory	2016	65-74	Presbyterian Reformed	Christianity	1131
Australian Capital Territory	2016	65-74	Protestant (Other)	Christianity	133
Australian Capital Territory	2016	65-74	Salvation Army	Christianity	83
Australian Capital Territory	2016	65-74	Seventh Day Adventist	Christianity	23
Australian Capital Territory	2016	65-74	Sikhism	(Other)	57
Australian Capital Territory	2016	65-74	Uniting Church	Christianity	1289
Australian Capital Territory	2016	75-84		(Other)	1553
Australian Capital Territory	2016	75-84		Buddhism	189
Australian Capital Territory	2016	75-84		Christianity	208
Australian Capital Territory	2016	75-84		Hinduism	99
Australian Capital Territory	2016	75-84		Islam	66
Australian Capital Territory	2016	75-84		Judaism	35
Australian Capital Territory	2016	75-84		No religion	2534
Australian Capital Territory	2016	75-84	(Other)	(Other)	35
Australian Capital Territory	2016	75-84	(Other)	Christianity	29
Australian Capital Territory	2016	75-84	Anglican	Christianity	2986
Australian Capital Territory	2016	75-84	Assyrian Apostolic	Christianity	0
Australian Capital Territory	2016	75-84	Australian Aboriginal Traditional	(Other)	0
Australian Capital Territory	2016	75-84	Baptist	Christianity	183
Australian Capital Territory	2016	75-84	Brethren	Christianity	6
Australian Capital Territory	2016	75-84	Catholic	Christianity	4043
Australian Capital Territory	2016	75-84	Churches Of Christ	Christianity	18
Australian Capital Territory	2016	75-84	Eastern Orthodox	Christianity	474
Australian Capital Territory	2016	75-84	Jehovah's Witnesses	Christianity	42
Australian Capital Territory	2016	75-84	Latter Day Saints	Christianity	25
Australian Capital Territory	2016	75-84	Lutheran	Christianity	218
Australian Capital Territory	2016	75-84	Oriental Orthodox	Christianity	4
Australian Capital Territory	2016	75-84	Pentecostal	Christianity	62
Australian Capital Territory	2016	75-84	Presbyterian Reformed	Christianity	663
Australian Capital Territory	2016	75-84	Protestant (Other)	Christianity	73
Australian Capital Territory	2016	75-84	Salvation Army	Christianity	49
Australian Capital Territory	2016	75-84	Seventh Day Adventist	Christianity	24
Australian Capital Territory	2016	75-84	Sikhism	(Other)	19
Australian Capital Territory	2016	75-84	Uniting Church	Christianity	712
Australian Capital Territory	2016	85+		(Other)	1000
Australian Capital Territory	2016	85+		Buddhism	60
Australian Capital Territory	2016	85+		Christianity	78
Australian Capital Territory	2016	85+		Hinduism	27
Australian Capital Territory	2016	85+		Islam	17
Australian Capital Territory	2016	85+		Judaism	6
Australian Capital Territory	2016	85+		No religion	882
Australian Capital Territory	2016	85+	(Other)	(Other)	11
Australian Capital Territory	2016	85+	(Other)	Christianity	16
Australian Capital Territory	2016	85+	Anglican	Christianity	1358
Australian Capital Territory	2016	85+	Assyrian Apostolic	Christianity	0
Australian Capital Territory	2016	85+	Australian Aboriginal Traditional	(Other)	0
Australian Capital Territory	2016	85+	Baptist	Christianity	76
Australian Capital Territory	2016	85+	Brethren	Christianity	6
Australian Capital Territory	2016	85+	Catholic	Christianity	1542
Australian Capital Territory	2016	85+	Churches Of Christ	Christianity	17
Australian Capital Territory	2016	85+	Eastern Orthodox	Christianity	119
Australian Capital Territory	2016	85+	Jehovah's Witnesses	Christianity	12
Australian Capital Territory	2016	85+	Latter Day Saints	Christianity	3
Australian Capital Territory	2016	85+	Lutheran	Christianity	118
Australian Capital Territory	2016	85+	Oriental Orthodox	Christianity	3
Australian Capital Territory	2016	85+	Pentecostal	Christianity	15
Australian Capital Territory	2016	85+	Presbyterian Reformed	Christianity	360
Australian Capital Territory	2016	85+	Protestant (Other)	Christianity	42
