SA4_CODE_2016,C06_0_4_Indig_M,C06_0_4_Indig_F,C06_0_4_Indig_P,C06_0_4_NonInd_M,C06_0_4_NonInd_F,C06_0_4_NonInd_P,C06_0_4_Indig_st_ns_M,C06_0_4_Indig_st_ns_F,C06_0_4_Indig_st_ns_P,C06_0_4_T_M,C06_0_4_T_F,C06_0_4_T_P,C06_5_9_Indig_M,C06_5_9_Indig_F,C06_5_9_Indig_P,C06_5_9_NonInd_M,C06_5_9_NonInd_F,C06_5_9_NonInd_P,C06_5_9_Indig_st_ns_M,C06_5_9_Indig_st_ns_F,C06_5_9_Indig_st_ns_P,C06_5_9_T_M,C06_5_9_T_F,C06_5_9_T_P,C06_10_14_Indigen_M,C06_10_14_Indigen_F,C06_10_14_Indigen_P,C06_10_14_NonInd_M,C06_10_14_NonInd_F,C06_10_14_NonInd_P,C06_10_14_Ind_st_ns_M,C06_10_14_Ind_st_ns_F,C06_10_14_Ind_st_ns_P,C06_10_14_T_M,C06_10_14_T_F,C06_10_14_T_P,C06_15_19_Indigen_M,C06_15_19_Indigen_F,C06_15_19_Indigen_P,C06_15_19_NonInd_M,C06_15_19_NonInd_F,C06_15_19_NonInd_P,C06_15_19_Ind_st_ns_M,C06_15_19_Ind_st_ns_F,C06_15_19_Ind_st_ns_P,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Indigen_M,C06_20_24_Indigen_F,C06_20_24_Indigen_P,C06_20_24_NonInd_M,C06_20_24_NonInd_F,C06_20_24_NonInd_P,C06_20_24_Ind_st_ns_M,C06_20_24_Ind_st_ns_F,C06_20_24_Ind_st_ns_P,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Indigen_M,C06_25_29_Indigen_F,C06_25_29_Indigen_P,C06_25_29_NonInd_M,C06_25_29_NonInd_F,C06_25_29_NonInd_P,C06_25_29_Ind_st_ns_M,C06_25_29_Ind_st_ns_F,C06_25_29_Ind_st_ns_P,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Indigen_M,C06_30_34_Indigen_F,C06_30_34_Indigen_P,C06_30_34_NonInd_M,C06_30_34_NonInd_F,C06_30_34_NonInd_P,C06_30_34_Ind_st_ns_M,C06_30_34_Ind_st_ns_F,C06_30_34_Ind_st_ns_P,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Indigen_M,C06_35_39_Indigen_F,C06_35_39_Indigen_P,C06_35_39_NonInd_M,C06_35_39_NonInd_F,C06_35_39_NonInd_P,C06_35_39_Ind_st_ns_M,C06_35_39_Ind_st_ns_F,C06_35_39_Ind_st_ns_P,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Indigen_M,C06_40_44_Indigen_F,C06_40_44_Indigen_P,C06_40_44_NonInd_M,C06_40_44_NonInd_F,C06_40_44_NonInd_P,C06_40_44_Ind_st_ns_M,C06_40_44_Ind_st_ns_F,C06_40_44_Ind_st_ns_P,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Indigen_M,C06_45_49_Indigen_F,C06_45_49_Indigen_P,C06_45_49_NonInd_M,C06_45_49_NonInd_F,C06_45_49_NonInd_P,C06_45_49_Ind_st_ns_M,C06_45_49_Ind_st_ns_F,C06_45_49_Ind_st_ns_P,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Indigen_M,C06_50_54_Indigen_F,C06_50_54_Indigen_P,C06_50_54_NonInd_M,C06_50_54_NonInd_F,C06_50_54_NonInd_P,C06_50_54_Ind_st_ns_M,C06_50_54_Ind_st_ns_F,C06_50_54_Ind_st_ns_P,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Indigen_M,C06_55_59_Indigen_F,C06_55_59_Indigen_P,C06_55_59_NonInd_M,C06_55_59_NonInd_F,C06_55_59_NonInd_P,C06_55_59_Ind_st_ns_M,C06_55_59_Ind_st_ns_F,C06_55_59_Ind_st_ns_P,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Indigen_M,C06_60_64_Indigen_F,C06_60_64_Indigen_P,C06_60_64_NonInd_M,C06_60_64_NonInd_F,C06_60_64_NonInd_P,C06_60_64_Ind_st_ns_M,C06_60_64_Ind_st_ns_F,C06_60_64_Ind_st_ns_P,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_over_Indigen_M,C06_65_over_Indigen_F,C06_65_over_Indigen_P,C06_65ove_NonInd_M,C06_65ove_NonInd_F,C06_65ove_NonInd_P,C06_65ove_Indig_st_ns_M,C06_65ove_Indig_st_ns_F,C06_65ove_Indig_st_ns_P,C06_65_over_T_M,C06_65_over_T_F,C06_65_over_T_P,C06_Tot_Indig_M,C06_Tot_Indig_F,C06_Tot_Indig_P,C06_Tot_NonInd_M,C06_Tot_NonInd_F,C06_Tot_NonInd_P,C06_Tot_Indig_st_ns_M,C06_Tot_Indig_st_ns_F,C06_Tot_Indig_st_ns_P,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_0_4_Indig_M,C11_0_4_Indig_F,C11_0_4_Indig_P,C11_0_4_NonInd_M,C11_0_4_NonInd_F,C11_0_4_NonInd_P,C11_0_4_Indig_st_ns_M,C11_0_4_Indig_st_ns_F,C11_0_4_Indig_st_ns_P,C11_0_4_T_M,C11_0_4_T_F,C11_0_4_T_P,C11_5_9_Indig_M,C11_5_9_Indig_F,C11_5_9_Indig_P,C11_5_9_NonInd_M,C11_5_9_NonInd_F,C11_5_9_NonInd_P,C11_5_9_Indig_st_ns_M,C11_5_9_Indig_st_ns_F
407,208,198,404,4692,4540,9227,251,218,471,5143,4952,10095,215,220,437,5198,5145,10348,283,271,558,5696,5637,11332,198,190,391,5760,5603,11369,284,264,544,6247,6056,12307,190,151,344,5157,4518,9670,268,178,452,5611,4849,10465,129,117,242,3930,3581,7516,208,143,356,4274,3840,8115,92,103,198,3831,3772,7600,190,120,313,4114,4001,8121,124,121,249,4359,4503,8859,224,181,406,4709,4807,9514,90,108,203,5457,5452,10909,288,231,517,5832,5795,11630,103,81,186,5742,5826,11562,297,223,515,6143,6129,12268,80,60,140,6097,5958,12051,299,230,533,6470,6249,12723,65,76,145,5774,5626,11403,291,229,517,6136,5931,12068,47,54,104,5795,5758,11561,244,226,468,6087,6041,12132,44,36,82,4826,4792,9618,254,252,504,5120,5085,10201,53,59,117,12487,14455,26945,923,1176,2101,13469,15689,29160,1643,1581,3228,79111,79538,158644,4307,3948,8248,85059,85066,170126,244,243,479,4931,4538,9473,214,203,416,5386,4980,10365,256,231,485,5068,4830,9895,249,215
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,4,3,8,50,51,101,10,12,14,68,63,127,3,0,3,36,24,57,0,3,3,35,28,63,0,0,0,37,39,70,3,3,5,38,42,79,5,3,9,75,78,151,5,5,11,81,88,168,3,6,12,159,120,280,8,6,16,173,133,305,3,3,4,143,105,248,17,3,16,158,112,270,7,7,15,131,89,219,16,6,22,156,102,253,5,4,15,122,61,186,7,6,16,140,77,212,7,3,12,132,64,198,18,0,22,151,70,227,3,0,3,65,49,122,11,8,16,78,56,141,3,3,4,99,76,168,17,13,25,116,85,204,0,0,0,73,81,152,10,5,14,86,87,167,3,0,3,88,80,170,13,6,16,105,82,183,0,0,4,104,86,193,13,13,24,119,95,216,49,42,88,1316,998,2313,133,85,217,1494,1125,2618,4,5,12,57,59,120,6,3,6,68,64,132,0,0,4,50,51,101,0,4
501,155,177,329,4115,4024,8145,261,260,525,4536,4464,8999,199,189,382,4769,4429,9196,324,290,616,5289,4902,10194,211,181,392,5251,4833,10086,362,291,652,5823,5303,11128,146,124,270,4641,4293,8936,296,214,514,5082,4635,9719,98,106,204,3209,3154,6362,223,157,381,3531,3424,6950,82,90,178,3360,3247,6607,226,165,393,3671,3506,7172,77,107,187,3933,4208,8142,254,222,473,4258,4537,8797,79,93,174,4599,4987,9588,306,250,554,4988,5330,10312,82,76,154,4856,5164,10017,316,262,581,5248,5501,10755,62,67,127,5000,5254,10254,300,242,542,5364,5559,10923,71,61,128,4601,4596,9200,280,213,492,4956,4870,9823,33,34,75,4284,4177,8464,232,181,414,4552,4392,8944,13,26,40,3275,3143,6421,203,188,393,3495,3351,6851,32,35,65,7671,8683,16352,563,630,1193,8268,9351,17615,1339,1356,2700,63564,64194,127764,4157,3566,7716,69062,69119,138182,210,202,414,5138,4798,9931,318,310,629,5666,5309,10973,216,249,462,5085,4908,9995,269,293
502,65,62,132,1646,1543,3193,125,132,258,1841,1736,3580,69,86,151,1861,1826,3695,176,171,346,2108,2086,4188,83,60,144,2250,2099,4352,169,176,346,2503,2340,4844,64,61,119,1996,1950,3946,165,156,324,2216,2170,4390,35,31,67,1437,1356,2797,133,81,217,1607,1476,3079,20,18,37,1219,1343,2558,100,81,180,1338,1443,2780,22,27,50,1470,1646,3119,102,102,208,1594,1774,3374,33,29,62,1736,1940,3680,142,135,280,1905,2107,4012,33,35,70,2000,2164,4168,166,147,309,2198,2349,4544,19,10,36,2069,2230,4301,164,146,315,2253,2393,4647,14,25,35,1984,2069,4057,139,138,284,2140,2233,4372,8,13,25,2170,2380,4551,172,167,339,2347,2562,4914,12,7,16,1984,2121,4100,162,175,340,2153,2296,4456,14,10,26,6083,6504,12595,515,538,1060,6616,7058,13679,492,472,966,29911,31189,61102,2425,2368,4791,32830,34028,66854,132,117,255,2421,2235,4657,180,155,330,2731,2503,5237,103,106,204,2339,2251,4587,148,163
503,16,22,34,3457,3141,6604,313,247,567,3788,3410,7201,13,13,31,3187,3284,6474,261,218,481,3460,3517,6983,19,34,51,3489,3452,6946,253,237,491,3763,3725,7482,47,47,95,4268,4634,8898,451,343,797,4761,5026,9786,47,42,86,5732,5753,11479,928,655,1580,6704,6456,13155,31,30,60,4956,4922,9881,816,553,1363,5806,5499,11304,35,34,67,4663,4610,9271,618,396,1015,5316,5040,10353,22,32,49,4805,4787,9589,542,366,915,5369,5186,10556,34,22,54,4536,4773,9316,485,332,818,5061,5129,10190,20,26,45,4710,4923,9629,476,359,835,5200,5310,10511,25,18,40,4371,4494,8857,460,318,784,4853,4834,9684,12,9,28,3946,4000,7949,417,314,729,4375,4325,8704,8,9,14,3061,2846,5903,354,236,593,3424,3085,6510,10,12,26,7527,10492,18016,770,914,1680,8305,11418,19725,345,342,685,62702,66112,128817,7148,5494,12644,70197,71953,142146,28,21,51,3795,3652,7452,280,223,506,4105,3892,8006,25,16,39,3877,3604,7475,215,195
504,273,285,557,5986,5589,11580,465,387,849,6727,6258,12986,305,258,558,6382,5935,12316,440,370,815,7128,6566,13690,292,255,545,6716,6190,12906,453,388,838,7458,6828,14287,218,240,462,6664,6215,12875,425,378,807,7315,6833,14141,189,163,359,5971,5679,11654,457,308,760,6618,6154,12768,183,159,335,5524,5678,11205,389,306,694,6091,6140,12238,182,164,345,6271,6926,13200,416,382,799,6866,7473,14338,164,187,347,7089,7457,14545,446,360,807,7703,8000,15704,114,143,265,7206,7474,14682,490,373,862,7818,7988,15806,98,113,206,6753,6944,13698,402,303,710,7249,7361,14611,72,70,136,6166,6322,12489,421,322,737,6653,6711,13363,45,59,104,5719,5723,11440,345,262,607,6104,6044,12153,33,47,74,4237,4087,8324,254,202,459,4522,4334,8856,39,63,98,9325,11002,20328,685,800,1485,10040,11869,21904,2205,2190,4392,90006,91219,181227,6095,5141,11235,98305,98552,196857,318,303,623,6979,6441,13415,392,376,765,7687,7119,14808,298,337,635,6659,6181,12836,385,325
505,291,293,589,12740,11998,24739,862,778,1637,13894,13071,26965,312,285,595,13279,12631,25909,842,782,1623,14429,13699,28129,286,293,584,14269,13727,28002,897,766,1664,15449,14792,30243,282,290,573,14962,14209,29168,887,735,1626,16130,15235,31367,182,197,382,13958,13557,27516,964,695,1658,15106,14445,29550,130,155,286,12105,12637,24744,861,671,1528,13091,13470,26560,135,171,301,13704,14528,28226,859,698,1555,14687,15399,30084,122,175,296,14849,15773,30618,963,739,1700,15931,16682,32617,109,151,264,14626,15884,30509,848,725,1571,15587,16756,32346,116,133,248,14308,15571,29881,805,700,1500,15228,16402,31629,55,84,143,12909,14112,27019,790,599,1392,13757,14795,28552,45,70,111,12236,12589,24824,648,595,1238,12928,13250,26175,29,34,64,8734,8879,17610,464,431,893,9220,9344,18567,34,55,94,20024,25083,45107,1363,1730,3086,21424,26867,48287,2119,2403,4516,192700,201171,393873,12048,10635,22679,206871,214199,421072,317,357,683,15976,15257,31233,849,863,1714,17140,16480,33622,379,321,696,15006,14145,29155,728,700
506,469,460,926,10411,10072,20480,794,701,1495,11673,11236,22909,484,442,922,10888,10052,20943,741,760,1504,12106,11259,23366,468,508,976,12071,11240,23313,867,761,1631,13400,12511,25916,465,412,879,13401,12788,26193,900,761,1661,14766,13964,28731,335,322,653,14542,14117,28664,1187,874,2058,16066,15313,31375,263,250,515,12268,12184,24450,955,708,1668,13485,13142,26632,270,261,526,12081,12298,24379,810,666,1473,13158,13226,26380,219,255,469,12474,12643,25114,827,637,1460,13512,13529,27048,174,211,392,12323,12823,25151,816,679,1495,13319,13720,27038,168,186,359,12104,13066,25169,837,654,1497,13110,13911,27020,129,180,302,11634,12613,24245,777,612,1391,12537,13405,25942,110,130,239,11551,11391,22949,688,567,1257,12350,12091,24441,58,57,112,8258,7979,16241,517,389,907,8837,8426,17260,70,89,161,18029,23114,41140,1288,1732,3019,19380,24938,44320,3679,3761,7433,172028,176393,348422,11997,10509,22509,187703,190665,378368,532,516,1050,13449,12578,26027,839,753,1596,14826,13854,28677,492,461,952,12015,11578,23600,742,662
507,245,282,526,8865,8626,17489,637,610,1241,9742,9513,19252,286,244,536,9567,9188,18756,750,671,1428,10609,10105,20723,284,263,551,10289,9814,20105,751,698,1448,11325,10777,22105,258,231,496,10446,10225,20670,718,571,1286,11424,11026,22455,187,174,363,9775,9560,19336,782,567,1351,10749,10304,21054,182,136,318,8378,8441,16821,677,507,1183,9234,9088,18321,164,154,322,9241,9821,19066,677,521,1199,10090,10499,20586,151,149,301,10282,11147,21427,798,647,1443,11227,11943,23170,124,128,255,10585,11461,22048,723,607,1324,11433,12194,23623,93,126,226,10389,10992,21387,737,594,1329,11223,11713,22937,79,95,169,9315,10057,19370,641,535,1169,10027,10682,20710,45,45,87,8625,8736,17358,554,464,1022,9224,9243,18470,27,30,57,6589,6578,13167,439,422,861,7059,7019,14079,37,57,91,16287,20176,36459,1249,1528,2777,17570,21758,39325,2163,2128,4291,138635,144822,283457,10145,8923,19070,150944,155869,306813,350,308,665,11633,11004,22643,595,572,1166,12587,11888,24471,321,338,658,10743,10269,21006,562,524
509,285,311,595,3575,3430,7006,221,231,453,4083,3974,8057,365,316,677,4141,3973,8115,264,244,507,4763,4535,9297,359,312,673,4290,3896,8177,212,253,472,4860,4461,9323,226,218,440,3560,3067,6631,192,150,341,3979,3438,7417,159,158,316,2559,2372,4927,158,108,274,2882,2636,5518,127,161,285,2598,2683,5286,160,112,275,2888,2952,5844,165,155,322,3130,3347,6481,185,147,337,3486,3653,7142,133,187,318,3799,4044,7844,226,203,423,4154,4428,8581,148,162,316,4368,4222,8594,291,214,503,4802,4604,9409,108,115,229,4499,4460,8968,282,218,496,4890,4798,9690,90,96,189,4294,4131,8420,288,225,504,4664,4447,9119,74,98,175,4302,3948,8251,261,231,495,4646,4272,8918,48,56,102,3371,3101,6475,213,179,395,3634,3340,6972,76,82,155,7886,8288,16170,628,617,1245,8585,8991,17576,2368,2423,4793,56370,54969,111340,3583,3141,6729,62322,60534,122856,332,359,693,3914,3614,7524,202,203,403,4450,4175,8628,340,370,711,3992,3811,7803,213,209
510,1035,1002,2034,1786,1689,3477,458,425,887,3282,3110,6401,1170,1121,2286,1707,1607,3313,434,421,860,3303,3150,6460,1002,947,1947,1362,1238,2602,417,355,775,2779,2540,5328,928,866,1791,1078,970,2050,349,304,650,2355,2139,4491,805,847,1651,1417,1421,2836,404,351,749,2620,2620,5237,704,734,1435,1912,1875,3780,500,361,860,3113,2967,6080,681,649,1326,2300,2199,4501,563,393,951,3540,3245,6783,632,654,1286,2331,1948,4280,529,416,946,3494,3018,6514,498,531,1027,2162,1717,3879,524,387,913,3188,2631,5819,443,461,896,2052,1542,3594,535,326,857,3027,2321,5345,346,356,706,1787,1294,3080,424,274,698,2559,1921,4482,206,233,438,1367,869,2238,328,187,513,1906,1283,3185,169,196,360,734,450,1178,191,105,297,1092,749,1834,301,462,765,815,419,1236,222,128,352,1341,1009,2352,8914,9048,17954,22813,19223,42034,5878,4424,10302,37606,32697,70300,1199,1144,2342,2222,2000,4218,480,465,945,3892,3614,7510,1249,1209,2458,1828,1684,3512,408,402
511,629,590,1210,3222,3091,6315,363,366,730,4209,4049,8262,699,688,1393,3491,3286,6781,390,405,795,4583,4387,8969,677,647,1326,3362,3253,6614,391,366,756,4432,4262,8693,515,566,1081,2931,2719,5642,277,270,549,3721,3550,7270,393,442,838,2735,2534,5266,334,216,553,3461,3195,6657,390,405,796,2918,2857,5776,320,284,604,3627,3552,7178,349,388,733,3423,3343,6761,365,294,660,4132,4026,8153,347,395,739,3768,3543,7304,429,334,760,4534,4272,8803,313,325,640,3845,3579,7421,388,313,699,4542,4213,8756,276,281,555,3660,3298,6956,369,241,615,4309,3824,8127,200,249,447,3291,2948,6245,329,204,534,3822,3407,7223,163,167,330,3002,2489,5495,294,204,500,3461,2860,6317,99,133,232,2212,1833,4042,215,148,362,2532,2111,4641,197,228,419,4522,4411,8937,459,444,901,5172,5084,10264,5245,5499,10745,46374,43186,89561,4920,4100,9014,56537,52785,109327,753,702,1457,3502,3390,6893,386,348,730,4640,4437,9078,666,721,1389,3356,3232,6589,341,320
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,3,3,0,0,0,7,3,9,0,0,0,27,0,31,3,0,3,35,0,38,0,0,0,45,4,53,0,0,5,50,7,54,0,0,0,40,5,49,3,0,3,45,5,48,0,0,0,41,0,42,7,0,7,52,0,52,0,0,0,44,5,46,3,0,6,46,8,50,0,0,0,25,3,31,7,0,7,31,3,36,0,0,0,22,3,29,0,0,0,27,3,31,0,0,0,8,0,10,0,0,0,7,0,14,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,274,26,302,27,0,30,314,26,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,10,9,22,80,92,177,8,7,15,99,111,216,5,9,18,71,68,133,8,4,13,76,83,160,9,3,9,41,42,86,5,6,15,57,54,109,3,12,15,107,83,188,16,10,19,120,102,226,11,8,19,298,240,543,46,27,66,353,273,629,8,8,14,353,232,584,47,18,63,403,259,663,8,9,20,310,184,497,47,16,57,365,206,575,16,8,23,278,145,422,44,17,61,339,172,505,22,8,27,209,136,345,39,16,49,265,161,425,13,7,15,213,172,381,37,7,41,258,188,445,7,8,14,212,207,418,25,16,41,247,235,474,3,4,12,259,254,514,33,31,59,295,291,588,4,0,4,216,186,401,32,25,52,249,204,457,0,3,6,291,174,464,22,23,43,311,195,513,116,104,220,2930,2217,5149,394,218,611,3442,2541,5986,3,7,17,111,108,218,10,16,27,125,134,260,5,7,18,91,82,167,14,9
601,331,315,651,5626,5169,10791,381,350,734,6340,5836,12171,365,304,668,5917,5591,11503,352,365,722,6637,6257,12894,379,363,748,6180,5885,12061,346,364,713,6908,6610,13518,377,357,731,6540,6442,12981,410,307,723,7329,7103,14433,283,285,566,6341,6405,12742,397,297,695,7017,6989,14002,174,187,358,5158,5461,10623,289,245,535,5616,5894,11513,161,187,348,5601,6138,11735,272,270,540,6034,6590,12626,184,198,386,6151,6698,12842,299,297,600,6635,7190,13827,152,165,310,6422,7020,13439,312,300,617,6879,7489,14366,162,170,331,6873,7458,14335,363,302,662,7399,7931,15334,115,126,240,6462,6956,13411,291,292,586,6867,7372,14237,91,86,181,6081,6373,12455,298,294,590,6473,6753,13224,46,44,87,4580,4838,9418,257,244,504,4883,5133,10012,85,93,174,11692,15253,26940,902,1372,2273,12681,16708,29395,2899,2890,5788,89618,95668,185286,5177,5308,10482,97699,103858,201557,432,435,870,6218,5892,12113,298,291,590,6948,6617,13569,405,374,780,6008,5497,11505,283,255
602,214,209,428,3621,3555,7181,190,159,349,4029,3926,7955,223,221,446,4137,3954,8088,231,199,430,4590,4370,8959,233,215,443,4658,4321,8978,217,234,456,5103,4770,9877,202,176,383,4275,4062,8340,226,200,424,4711,4440,9149,144,167,311,3692,3717,7407,214,167,380,4048,4052,8096,97,128,220,3120,3317,6439,158,140,290,3371,3580,6954,88,125,215,3547,3891,7440,177,147,321,3817,4166,7978,103,115,222,4094,4454,8549,189,169,357,4394,4736,9130,92,108,191,4376,4623,9001,186,175,364,4656,4903,9554,82,95,175,4615,4878,9490,222,186,409,4919,5156,10075,84,59,144,4341,4485,8831,210,165,379,4638,4715,9352,59,72,130,4356,4329,8683,210,171,380,4623,4569,9191,44,37,78,3418,3500,6916,184,177,364,3647,3717,7360,31,66,101,8358,10325,18686,645,870,1512,9035,11261,20301,1691,1794,3482,60614,63418,124030,3267,3157,6418,65567,68364,133930,265,272,540,3945,3670,7613,167,171,343,4385,4113,8492,235,222,460,3782,3759,7540,152,145
603,111,92,207,947,845,1789,83,61,143,1139,996,2142,125,120,246,965,944,1918,84,68,153,1183,1134,2312,132,150,284,1052,962,2012,69,49,119,1248,1165,2414,118,99,216,883,787,1669,55,52,105,1059,928,1991,63,62,129,623,575,1200,29,20,54,718,659,1379,53,55,108,608,640,1246,27,32,51,683,723,1408,59,57,114,821,872,1695,43,53,99,924,975,1902,67,74,134,1034,1057,2087,69,43,112,1168,1169,2334,54,81,138,1124,1137,2262,59,55,114,1239,1272,2511,53,82,135,1299,1243,2539,73,52,126,1425,1376,2805,47,34,78,1279,1274,2550,61,41,107,1389,1349,2737,39,26,66,1392,1329,2717,64,59,119,1493,1411,2903,39,26,60,1230,999,2226,44,42,92,1318,1065,2384,43,47,90,2236,2059,4295,148,151,295,2428,2254,4684,1001,1007,2007,15490,14716,30211,918,765,1680,17415,16487,33897,111,106,220,934,894,1830,38,40,76,1082,1043,2130,120,113,233,1049,964,2011,49,49
604,302,288,596,2836,2654,5484,135,127,265,3276,3071,6352,342,315,654,3298,3129,6434,172,157,327,3812,3599,7411,350,358,704,3588,3318,6906,151,150,299,4088,3830,7913,355,303,659,3247,3041,6286,127,106,233,3732,3458,7183,188,223,415,2362,2417,4781,93,73,170,2648,2713,5361,171,175,338,2269,2510,4779,94,69,167,2524,2759,5281,139,165,305,2725,2943,5668,99,94,200,2962,3205,6163,156,219,372,3166,3472,6645,118,117,236,3441,3809,7256,153,200,357,3547,3593,7143,147,113,260,3850,3907,7754,134,154,291,3600,3802,7399,133,91,226,3875,4049,7922,115,117,237,3471,3508,6982,122,106,224,3709,3735,7441,100,87,191,3358,3500,6864,131,104,240,3596,3699,7292,72,55,124,2879,2857,5728,119,119,238,3069,3026,6096,102,99,200,7009,8324,15331,472,694,1167,7584,9110,16692,2689,2758,5447,47363,49072,96434,2120,2133,4250,52164,53962,106131,377,390,770,3070,2830,5895,135,144,281,3582,3365,6954,365,335,705,2956,2811,5766,133,131
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,7,0,0,0,8,3,7,0,0,0,6,3,12,0,0,0,9,3,11,0,0,0,16,4,18,0,0,0,16,4,21,0,0,0,10,3,12,0,0,0,15,3,13,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,11,3,12,0,0,0,11,3,10,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,4,0,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,10,81,4,0,4,78,10,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,3,3,19,19,42,0,0,3,21,24,48,0,0,0,21,17,37,0,0,0,19,14,39,3,0,5,10,6,19,0,0,0,12,10,26,4,3,7,28,29,54,3,0,3,30,27,65,3,4,3,49,36,87,3,3,5,54,41,94,5,0,5,37,44,88,3,3,5,45,49,94,5,0,10,45,35,88,6,3,11,59,47,103,3,0,3,37,26,60,3,0,5,41,32,71,0,0,3,24,15,47,0,0,0,26,23,45,0,0,3,27,23,56,4,0,7,31,25,59,3,0,3,26,26,51,3,3,5,32,27,57,0,3,3,22,29,54,0,0,0,25,32,61,0,0,0,21,25,46,3,0,3,22,25,44,0,0,0,28,33,63,3,3,5,36,32,69,26,23,51,395,365,767,37,23,63,460,413,872,7,0,5,21,17,32,0,0,0,22,21,40,3,0,4,9,15,28,0,3
701,600,581,1181,3020,2939,5959,440,422,859,4062,3940,8000,648,652,1303,2981,2877,5855,453,380,834,4079,3909,7988,670,629,1296,2990,2797,5788,467,384,848,4131,3808,7932,556,548,1098,2894,2559,5450,417,332,749,3865,3433,7300,384,381,768,3370,2983,6356,462,343,799,4214,3709,7921,329,380,709,3557,3537,7096,436,376,810,4325,4285,8612,388,403,793,3726,3745,7474,484,381,870,4600,4534,9131,351,396,752,3815,3759,7575,416,391,808,4582,4548,9130,307,327,635,3761,3480,7241,472,380,855,4540,4184,8723,268,270,542,3491,3360,6853,445,358,807,4205,3997,8200,186,235,422,3144,2977,6117,429,285,714,3756,3497,7254,131,174,308,2962,2407,5371,336,204,542,3434,2785,6220,61,112,177,1937,1447,3382,256,148,406,2253,1708,3957,106,182,292,2598,2150,4747,351,242,590,3050,2577,5622,4976,5281,10259,44235,41012,85247,5866,4613,10485,55086,50909,105992,600,600,1202,3529,3272,6801,495,413,903,4618,4285,8904,596,587,1179,3082,3112,6201,426,401
702,2508,2310,4813,1303,1260,2565,216,217,432,4018,3786,7808,2737,2530,5273,1268,1150,2416,238,190,434,4248,3871,8115,2440,2303,4745,1208,1196,2403,229,217,442,3880,3715,7596,2298,2159,4452,1062,1025,2085,207,187,395,3565,3372,6933,2060,2148,4207,1124,1205,2330,230,223,449,3404,3578,6984,1744,1899,3641,1354,1446,2798,238,211,457,3336,3556,6889,1650,1816,3459,1520,1582,3100,252,225,482,3418,3626,7043,1498,1627,3122,1707,1573,3281,290,218,503,3491,3421,6915,1215,1283,2500,1677,1512,3186,280,188,469,3171,2987,6153,989,1087,2073,1710,1491,3198,281,202,475,2973,2774,5748,746,889,1638,1537,1372,2912,228,182,410,2517,2439,4953,477,567,1041,1377,1001,2375,198,132,335,2049,1705,3752,379,478,852,859,605,1462,144,78,218,1378,1158,2539,547,864,1418,1011,781,1794,152,118,271,1714,1764,3479,21285,21947,43235,18704,17203,35911,3175,2589,5765,43170,41743,84910,2525,2380,4902,1465,1397,2868,198,185,379,4180,3972,8150,2813,2602,5417,1206,1190,2393,185,158
