SA2_NAME16	Year	persons
Port Pirie	2011	14044
Port Pirie	2016	14007
Port Pirie Region	2006	3148
Port Pirie Region	2011	3239
Port Pirie Region	2016	3302
Kadina	2006	4883
Kadina	2011	5072
Kadina	2016	5274
Moonta	2006	3512
Moonta	2011	4237
Moonta	2016	4839
Wallaroo	2006	3049
Wallaroo	2011	3673
Wallaroo	2016	4039
Yorke Peninsula - North	2006	7332
Yorke Peninsula - North	2011	7047
Yorke Peninsula - North	2016	7125
Yorke Peninsula - South	2006	3859
Yorke Peninsula - South	2011	3974
Yorke Peninsula - South	2016	3930
Ceduna	2006	2360
Ceduna	2011	2642
Ceduna	2016	2556
Eyre Peninsula	2006	6400
Eyre Peninsula	2011	6377
Eyre Peninsula	2016	6499
Kimba - Cleve - Franklin Harbour	2006	4286
Kimba - Cleve - Franklin Harbour	2011	4251
Kimba - Cleve - Franklin Harbour	2016	4247
Le Hunte - Elliston	2006	2446
Le Hunte - Elliston	2011	2254
Le Hunte - Elliston	2016	2267
Port Lincoln	2006	14141
Port Lincoln	2011	15222
Port Lincoln	2016	15685
West Coast (SA)	2006	3692
West Coast (SA)	2011	3553
West Coast (SA)	2016	3528
Western	2006	124
Western	2011	109
Western	2016	79
Whyalla	2006	21425
Whyalla	2011	21992
Whyalla	2016	21751
Whyalla - North	2006	0
Whyalla - North	2011	0
Whyalla - North	2016	0
APY Lands	2006	2235
APY Lands	2011	2439
APY Lands	2016	2276
Coober Pedy	2006	1911
Coober Pedy	2011	1694
Coober Pedy	2016	1762
Quorn - Lake Gilles	2006	2413
Quorn - Lake Gilles	2011	2273
Quorn - Lake Gilles	2016	2134
Outback	2006	2924
Outback	2011	3413
Outback	2016	2635
Port Augusta	2006	13426
Port Augusta	2011	13657
Port Augusta	2016	13515
Roxby Downs	2006	4056
Roxby Downs	2011	4717
Roxby Downs	2016	3888
Goolwa - Port Elliot	2006	9334
Goolwa - Port Elliot	2011	10439
Goolwa - Port Elliot	2016	11126
Kangaroo Island	2006	4258
Kangaroo Island	2011	4416
Kangaroo Island	2016	4702
Strathalbyn	2006	5352
Strathalbyn	2011	6453
Strathalbyn	2016	7096
Strathalbyn Region	2006	5755
Strathalbyn Region	2011	6639
Strathalbyn Region	2016	7362
Victor Harbor	2006	11930
Victor Harbor	2011	13413
Victor Harbor	2016	14378
Yankalilla	2006	4506
Yankalilla	2011	4993
Yankalilla	2016	5732
Grant	2006	6312
Grant	2011	5394
Grant	2016	5834
Kingston - Robe	2006	4024
Kingston - Robe	2011	3677
Kingston - Robe	2016	3724
Millicent	2006	5550
Millicent	2011	5277
Millicent	2016	5251
Naracoorte	2006	5184
Naracoorte	2011	5693
Naracoorte	2016	6038
Naracoorte Region	2006	2890
Naracoorte Region	2011	2422
Naracoorte Region	2016	2254
Penola	2006	3190
Penola	2011	3078
Penola	2016	3117
Tatiara	2006	6865
Tatiara	2011	6554
Tatiara	2016	6620
Wattle Range	2006	3148
Wattle Range	2011	3223
Wattle Range	2016	3269
Mount Gambier - East	2006	12889
Mount Gambier - East	2011	14311
Mount Gambier - East	2016	14671
Mount Gambier - West	2006	12161
Mount Gambier - West	2011	13449
Mount Gambier - West	2016	14017
Barmera	2006	6616
Barmera	2011	6552
Barmera	2016	6504
Berri	2006	4405
Berri	2011	4101
Berri	2016	4088
Karoonda - Lameroo	2006	3297
Karoonda - Lameroo	2011	3051
Karoonda - Lameroo	2016	3029
Loxton	2006	5346
Loxton	2011	5232
Loxton	2016	5366
Loxton Region	2006	1781
Loxton Region	2011	1733
Loxton Region	2016	1705
Mannum	2006	5576
Mannum	2011	5832
Mannum	2016	6183
Murray Bridge	2006	14740
Murray Bridge	2011	16706
Murray Bridge	2016	17559
Murray Bridge Region	2006	3238
Murray Bridge Region	2011	3396
Murray Bridge Region	2016	3645
Renmark	2006	4342
Renmark	2011	4389
Renmark	2016	4634
Renmark Region	2006	5111
Renmark Region	2011	4856
Renmark Region	2016	4843
The Coorong	2006	5672
The Coorong	2011	5538
The Coorong	2016	5395
Waikerie	2006	6643
Waikerie	2011	6327
Waikerie	2016	6610
Migratory - Offshore - Shipping (SA)	2006	6
Migratory - Offshore - Shipping (SA)	2011	5
Migratory - Offshore - Shipping (SA)	2016	3
No usual address (SA)	2006	2618
No usual address (SA)	2011	3069
No usual address (SA)	2016	2863
Augusta	2006	3956
Augusta	2011	4434
Augusta	2016	5431
Busselton	2006	18063
Busselton	2011	21898
Busselton	2016	26334
Busselton Region	2006	7297
Busselton Region	2011	8385
Busselton Region	2016	10280
Margaret River	2006	6395
Margaret River	2011	7323
Margaret River	2016	8830
Australind - Leschenault	2006	11532
Australind - Leschenault	2011	14843
Australind - Leschenault	2016	17592
Capel	2006	4192
Capel	2011	4689
Capel	2016	5195
College Grove - Carey Park	2006	5860
College Grove - Carey Park	2011	6519
College Grove - Carey Park	2016	6746
Collie	2006	8613
Collie	2011	9126
Collie	2016	8798
Dardanup	2006	2614
Dardanup	2011	2984
Dardanup	2016	3142
Davenport	2006	10
Davenport	2011	10
Davenport	2016	9
Eaton - Pelican Point	2006	8484
Eaton - Pelican Point	2011	10240
Eaton - Pelican Point	2016	11756
Harvey	2006	8019
Harvey	2011	8393
Harvey	2016	8959
East Bunbury - Glen Iris	2006	6202
East Bunbury - Glen Iris	2011	6894
East Bunbury - Glen Iris	2016	6994
Waroona	2006	3448
Waroona	2011	3582
Waroona	2016	4148
Dalyellup	2006	3362
Dalyellup	2011	7110
Dalyellup	2016	8998
Gelorup - Stratham	2006	2650
Gelorup - Stratham	2011	2887
Gelorup - Stratham	2016	3009
South Bunbury - Bunbury	2006	11476
South Bunbury - Bunbury	2011	11805
South Bunbury - Bunbury	2016	12154
Withers - Usher	2006	5386
Withers - Usher	2011	5307
Withers - Usher	2016	5142
Bridgetown - Boyup Brook	2006	5429
Bridgetown - Boyup Brook	2011	5906
Bridgetown - Boyup Brook	2016	6357
Donnybrook - Balingup	2006	4735
Donnybrook - Balingup	2011	5322
Donnybrook - Balingup	2016	5870
Manjimup	2006	5941
Manjimup	2011	5415
Manjimup	2016	5538
Pemberton	2006	4504
Pemberton	2011	5030
Pemberton	2016	5040
Dawesville - Bouvard	2006	4226
Dawesville - Bouvard	2011	5548
Dawesville - Bouvard	2016	7088
Falcon - Wannanup	2006	5767
Falcon - Wannanup	2011	7434
Falcon - Wannanup	2016	8782
Greenfields	2006	9317
Greenfields	2011	9939
Greenfields	2016	9855
Halls Head - Erskine	2006	14125
Halls Head - Erskine	2011	17146
Halls Head - Erskine	2016	18529
Mandurah	2006	7699
Mandurah	2011	8569
Mandurah	2016	9090
Mandurah - East	2006	4847
Mandurah - East	2011	4914
Mandurah - East	2016	5821
Mandurah - North	2006	7290
Mandurah - North	2011	12486
Mandurah - North	2016	17782
Mandurah - South	2006	8057
Mandurah - South	2011	9275
Mandurah - South	2016	10171
Pinjarra	2006	5524
Pinjarra	2011	7978
Pinjarra	2016	9628
City Beach	2006	6181
City Beach	2011	6356
City Beach	2016	6609
Claremont (WA)	2006	7153
Claremont (WA)	2011	7593
Claremont (WA)	2016	8148
Cottesloe	2006	7068
Cottesloe	2011	7400
Cottesloe	2016	7375
Floreat	2006	7024
Floreat	2011	7229
Floreat	2016	7899
Mosman Park - Peppermint Grove	2006	9831
Mosman Park - Peppermint Grove	2011	10125
Mosman Park - Peppermint Grove	2016	10395
Nedlands - Dalkeith - Crawley	2006	17190
Nedlands - Dalkeith - Crawley	2011	17549
Nedlands - Dalkeith - Crawley	2016	18534
Swanbourne - Mount Claremont	2006	7936
Swanbourne - Mount Claremont	2011	7887
Swanbourne - Mount Claremont	2016	8681
Kings Park (WA)	2006	5
Kings Park (WA)	2011	34
Kings Park (WA)	2016	23
Mount Hawthorn - Leederville	2006	9351
Mount Hawthorn - Leederville	2011	10299
Mount Hawthorn - Leederville	2016	10708
Mount Lawley - Inglewood	2006	15049
Mount Lawley - Inglewood	2011	16207
Mount Lawley - Inglewood	2016	16517
North Perth	2006	7833
North Perth	2011	8544
North Perth	2016	8821
Perth City	2006	18315
Perth City	2011	25506
Perth City	2016	31293
Subiaco - Shenton Park	2006	13961
Subiaco - Shenton Park	2011	15058
Subiaco - Shenton Park	2016	16465
Wembley - West Leederville - Glendalough	2006	15253
Wembley - West Leederville - Glendalough	2011	16566
Wembley - West Leederville - Glendalough	2016	17849
Bassendean - Eden Hill - Ashfield	2006	13463
Bassendean - Eden Hill - Ashfield	2011	14405
Bassendean - Eden Hill - Ashfield	2016	15092
Bayswater - Embleton - Bedford	2006	19164
Bayswater - Embleton - Bedford	2011	21210
Bayswater - Embleton - Bedford	2016	22958
Maylands	2006	10447
Maylands	2011	12351
Maylands	2016	12714
Morley	2006	18563
Morley	2011	20300
Morley	2016	21712
Noranda	2006	8234
Noranda	2011	8077
Noranda	2016	7979
Chidlow	2006	3589
Chidlow	2011	4023
Chidlow	2016	4715
Glen Forrest - Darlington	2006	6924
Glen Forrest - Darlington	2011	7043
Glen Forrest - Darlington	2016	7054
Helena Valley - Koongamia	2006	4016
Helena Valley - Koongamia	2011	4660
Helena Valley - Koongamia	2016	5314
Malmalling - Reservoir	2006	0
Malmalling - Reservoir	2011	18
Malmalling - Reservoir	2016	11
Mundaring	2006	12175
Mundaring	2011	12653
Mundaring	2016	12865
Swan View - Greenmount - Midvale	2006	11806
Swan View - Greenmount - Midvale	2011	12016
Swan View - Greenmount - Midvale	2016	12075
Avon Valley National Park	2006	0
Avon Valley National Park	2011	0
Avon Valley National Park	2016	6
Ballajura	2006	19289
Ballajura	2011	19084
Ballajura	2016	18745
Beechboro	2006	14013
Beechboro	2011	15206
Beechboro	2016	18097
Bullsbrook	2006	3957
Bullsbrook	2011	4327
Bullsbrook	2016	5185
Ellenbrook	2006	13197
Ellenbrook	2011	23399
Ellenbrook	2016	36114
Gidgegannup	2006	2273
Gidgegannup	2011	2533
Gidgegannup	2016	2743
Hazelmere - Guildford	2006	3254
Hazelmere - Guildford	2011	3617
Hazelmere - Guildford	2016	4184
Lockridge - Kiara	2006	7948
Lockridge - Kiara	2011	8057
Lockridge - Kiara	2016	10577
Malaga	2006	30
Malaga	2011	14
Malaga	2016	6
Melaleuca - Lexia	2006	0
Melaleuca - Lexia	2011	3
Melaleuca - Lexia	2016	0
Middle Swan - Herne Hill	2006	5099
Middle Swan - Herne Hill	2011	5188
Middle Swan - Herne Hill	2016	5414
Midland - Guildford	2006	8615
Midland - Guildford	2011	9598
Midland - Guildford	2016	10674
Stratton - Jane Brook	2006	6607
Stratton - Jane Brook	2011	6721
Stratton - Jane Brook	2016	6886
The Vines	2006	4197
The Vines	2011	5403
The Vines	2016	9904
Walyunga National Park	2006	0
Walyunga National Park	2011	0
Walyunga National Park	2016	0
Craigie - Beldon	2006	9684
Craigie - Beldon	2011	9595
Craigie - Beldon	2016	9801
Currambine - Kinross	2006	13889
Currambine - Kinross	2011	13946
Currambine - Kinross	2016	13798
Duncraig	2006	15321
Duncraig	2011	15023
Duncraig	2016	15268
Greenwood - Warwick	2006	13341
Greenwood - Warwick	2011	13426
Greenwood - Warwick	2016	13347
Heathridge - Connolly	2006	10553
Heathridge - Connolly	2011	10417
Heathridge - Connolly	2016	10306
Hillarys	2006	10157
Hillarys	2011	10682
Hillarys	2016	10808
Iluka - Burns Beach	2006	4073
Iluka - Burns Beach	2011	6164
Iluka - Burns Beach	2016	8644
Joondalup - Edgewater	2006	13071
Joondalup - Edgewater	2011	13728
Joondalup - Edgewater	2016	13602
Kingsley	2006	13227
Kingsley	2011	13220
Kingsley	2016	13059
Mullaloo - Kallaroo	2006	10986
Mullaloo - Kallaroo	2011	11005
Mullaloo - Kallaroo	2016	11166
Ocean Reef	2006	8094
Ocean Reef	2011	8107
Ocean Reef	2016	7840
Padbury	2006	8119
Padbury	2011	8368
Padbury	2016	8183
Sorrento - Marmion	2006	9458
Sorrento - Marmion	2011	9541
Sorrento - Marmion	2016	9625
Woodvale	2006	9712
Woodvale	2011	9202
Woodvale	2016	9276
Balcatta - Hamersley	2006	14461
Balcatta - Hamersley	2011	14975
Balcatta - Hamersley	2016	15364
Balga - Mirrabooka	2006	15829
Balga - Mirrabooka	2011	18045
Balga - Mirrabooka	2016	20050
Dianella	2006	21999
Dianella	2011	23114
Dianella	2016	24130
Herdsman	2006	0
Herdsman	2011	0
Herdsman	2016	0
Innaloo - Doubleview	2006	13662
Innaloo - Doubleview	2011	15219
Innaloo - Doubleview	2016	16559
Karrinyup - Gwelup - Carine	2006	17629
Karrinyup - Gwelup - Carine	2011	18928
Karrinyup - Gwelup - Carine	2016	20304
Nollamara - Westminster	2006	11626
Nollamara - Westminster	2011	15060
Nollamara - Westminster	2016	17770
Osborne Park Industrial	2006	6
Osborne Park Industrial	2011	7
Osborne Park Industrial	2016	8
Scarborough	2006	12595
Scarborough	2011	14273
Scarborough	2016	15421
Stirling - Osborne Park	2006	10133
Stirling - Osborne Park	2011	13204
Stirling - Osborne Park	2016	13748
Trigg - North Beach - Watermans Bay	2006	6804
Trigg - North Beach - Watermans Bay	2011	6925
Trigg - North Beach - Watermans Bay	2016	7524
Tuart Hill - Joondanna	2006	10136
Tuart Hill - Joondanna	2011	11268
Tuart Hill - Joondanna	2016	11895
Wembley Downs - Churchlands - Woodlands	2006	11739
Wembley Downs - Churchlands - Woodlands	2011	12602
Wembley Downs - Churchlands - Woodlands	2016	13952
Yokine - Coolbinia - Menora	2006	13827
Yokine - Coolbinia - Menora	2011	14825
Yokine - Coolbinia - Menora	2016	15714
Alexander Heights - Koondoola	2006	11523
Alexander Heights - Koondoola	2011	11591
Alexander Heights - Koondoola	2016	11975
Butler - Merriwa - Ridgewood	2006	11567
Butler - Merriwa - Ridgewood	2011	19226
Butler - Merriwa - Ridgewood	2016	23439
Carramar	2006	6944
Carramar	2011	11333
Carramar	2016	16616
Clarkson	2006	7086
Clarkson	2011	11688
Clarkson	2016	12971
Girrawheen	2006	7992
Girrawheen	2011	8333
Girrawheen	2016	8759
Madeley - Darch - Landsdale	2006	11649
Madeley - Darch - Landsdale	2011	18978
Madeley - Darch - Landsdale	2016	25406
Marangaroo	2006	10321
Marangaroo	2011	10520
Marangaroo	2016	10592
Mindarie - Quinns Rocks - Jindalee	2006	14643
Mindarie - Quinns Rocks - Jindalee	2011	17508
Mindarie - Quinns Rocks - Jindalee	2016	18775
Neerabup National Park	2006	0
Neerabup National Park	2011	0
Neerabup National Park	2016	7
Tapping - Ashby - Sinagra	2006	5954
Tapping - Ashby - Sinagra	2011	12534
Tapping - Ashby - Sinagra	2016	13260
Wanneroo	2006	18166
Wanneroo	2011	22953
Wanneroo	2016	25622
Alkimos - Eglinton	2006	0
Alkimos - Eglinton	2011	71
Alkimos - Eglinton	2016	7945
Carabooda - Pinjar	2006	743
Carabooda - Pinjar	2011	749
Carabooda - Pinjar	2016	730
Two Rocks	2006	1815
Two Rocks	2011	2155
Two Rocks	2016	2997
Yanchep	2006	2536
Yanchep	2011	4460
Yanchep	2016	8859
Armadale - Wungong - Brookdale	2006	14280
Armadale - Wungong - Brookdale	2011	16239
Armadale - Wungong - Brookdale	2016	19045
Ashendon - Lesley	2006	0
Ashendon - Lesley	2011	0
Ashendon - Lesley	2016	15
Camillo - Champion Lakes	2006	5046
Camillo - Champion Lakes	2011	5255
Camillo - Champion Lakes	2016	5532
Forrestdale - Harrisdale - Piara Waters	2006	1299
Forrestdale - Harrisdale - Piara Waters	2011	7456
Forrestdale - Harrisdale - Piara Waters	2016	19259
Kelmscott	2006	9417
Kelmscott	2011	10020
Kelmscott	2016	10480
Mount Nasura - Mount Richon - Bedfordale	2006	7218
Mount Nasura - Mount Richon - Bedfordale	2011	7329
Mount Nasura - Mount Richon - Bedfordale	2016	7954
Roleystone	2006	6216
Roleystone	2011	6775
Roleystone	2016	7033
Seville Grove	2006	7064
Seville Grove	2011	9219
Seville Grove	2016	10270
Belmont - Ascot - Redcliffe	2006	11345
Belmont - Ascot - Redcliffe	2011	13288
Belmont - Ascot - Redcliffe	2016	14321
East Victoria Park - Carlisle	2006	13263
East Victoria Park - Carlisle	2011	14992
East Victoria Park - Carlisle	2016	16551
Kewdale Commercial	2006	0
Kewdale Commercial	2011	3
Kewdale Commercial	2016	4
Perth Airport	2006	15
Perth Airport	2011	52
Perth Airport	2016	28
Rivervale - Kewdale - Cloverdale	2006	18969
Rivervale - Kewdale - Cloverdale	2011	21862
Rivervale - Kewdale - Cloverdale	2016	25321
Victoria Park - Lathlain - Burswood	2006	11192
Victoria Park - Lathlain - Burswood	2011	13610
Victoria Park - Lathlain - Burswood	2016	14480
Bentley - Wilson - St James	2006	17224
Bentley - Wilson - St James	2011	19557
Bentley - Wilson - St James	2016	20062
Canning Vale - West	2006	9129
Canning Vale - West	2011	10160
Canning Vale - West	2016	9993
Canning Vale Commercial	2006	0
Canning Vale Commercial	2011	0
Canning Vale Commercial	2016	0
Cannington - Queens Park	2006	11319
Cannington - Queens Park	2011	14949
Cannington - Queens Park	2016	18048
Parkwood - Ferndale - Lynwood	2006	13377
Parkwood - Ferndale - Lynwood	2011	13536
Parkwood - Ferndale - Lynwood	2016	13803
Riverton - Shelley - Rossmoyne	2006	12128
Riverton - Shelley - Rossmoyne	2011	13157
Riverton - Shelley - Rossmoyne	2016	13486
Welshpool	2006	4
Welshpool	2011	17
Welshpool	2016	19
Willetton	2006	17240
Willetton	2011	17393
Willetton	2016	18187
Beckenham - Kenwick - Langford	2006	15931
Beckenham - Kenwick - Langford	2011	17611
Beckenham - Kenwick - Langford	2016	18873
Canning Vale - East	2006	14155
Canning Vale - East	2011	20510
Canning Vale - East	2016	23065
Gosnells	2006	17278
Gosnells	2011	19170
Gosnells	2016	20285
Huntingdale - Southern River	2006	11071
Huntingdale - Southern River	2011	14528
Huntingdale - Southern River	2016	19038
Maddington - Orange Grove - Martin	2006	10878
Maddington - Orange Grove - Martin	2011	11798
Maddington - Orange Grove - Martin	2016	13650
Thornlie	2006	22266
Thornlie	2011	22965
Thornlie	2016	23153
Forrestfield - Wattle Grove	2006	13565
Forrestfield - Wattle Grove	2011	15936
Forrestfield - Wattle Grove	2016	18661
High Wycombe	2006	10449
High Wycombe	2011	11779
High Wycombe	2016	12308
Kalamunda - Maida Vale - Gooseberry Hill	2006	14345
Kalamunda - Maida Vale - Gooseberry Hill	2011	14526
Kalamunda - Maida Vale - Gooseberry Hill	2016	14889
Lesmurdie - Bickley - Carmel	2006	11183
Lesmurdie - Bickley - Carmel	2011	11323
Lesmurdie - Bickley - Carmel	2016	11586
Byford	2006	4342
Byford	2011	8156
Byford	2016	16112
Mundijong	2006	5021
Mundijong	2011	5686
Mundijong	2016	6351
Serpentine - Jarrahdale	2006	3705
Serpentine - Jarrahdale	2011	3960
Serpentine - Jarrahdale	2016	4416
Como	2006	12426
Como	2011	13399
Como	2016	14014
Manning - Waterford	2006	10444
Manning - Waterford	2011	10975
Manning - Waterford	2016	11457
South Perth - Kensington	2006	15572
South Perth - Kensington	2011	16437
South Perth - Kensington	2016	16576
Banjup	2006	8568
Banjup	2011	14201
Banjup	2016	17533
Bibra Industrial	2006	8
Bibra Industrial	2011	19
Bibra Industrial	2016	6
Bibra Lake	2006	0
Bibra Lake	2011	0
Bibra Lake	2016	0
Coogee	2006	7028
Coogee	2011	7523
Coogee	2016	8768
Coolbellup	2006	7576
Coolbellup	2011	7743
Coolbellup	2016	8147
Hamilton Hill	2006	9259
Hamilton Hill	2011	9857
Hamilton Hill	2016	10387
Henderson	2006	4
Henderson	2011	14
Henderson	2016	14
North Coogee	2006	0
North Coogee	2011	577
North Coogee	2016	2388
South Lake - Cockburn Central	2006	10682
South Lake - Cockburn Central	2011	11042
South Lake - Cockburn Central	2016	11468
Spearwood	2006	8944
Spearwood	2011	9096
Spearwood	2016	10107
Success - Hammond Park	2006	5875
Success - Hammond Park	2011	10944
Success - Hammond Park	2016	14904
Yangebup	2006	6088
Yangebup	2011	7125
Yangebup	2016	7479
Beeliar - Wattleup	2006	5306
Beeliar - Wattleup	2011	6536
Beeliar - Wattleup	2016	8228
Jandakot	2006	2724
Jandakot	2011	2738
Jandakot	2016	2593
East Fremantle	2006	6700
East Fremantle	2011	6932
East Fremantle	2016	7376
Fremantle	2006	12635
Fremantle	2011	13245
Fremantle	2016	14846
Fremantle - South	2006	12322
Fremantle - South	2011	13447
Fremantle - South	2016	14372
O'Connor (WA)	2006	9
O'Connor (WA)	2011	3
O'Connor (WA)	2016	15
Bertram - Wellard (West)	2006	3430
Bertram - Wellard (West)	2011	7832
Bertram - Wellard (West)	2016	14016
Calista	2006	6381
Calista	2011	7370
Calista	2016	7667
Hope Valley - Postans	2006	216
Hope Valley - Postans	2011	108
Hope Valley - Postans	2016	62
Kwinana Industrial	2006	122
Kwinana Industrial	2011	11
Kwinana Industrial	2016	25
Parmelia - Orelia	2006	10097
Parmelia - Orelia	2011	10840
Parmelia - Orelia	2016	10959
Casuarina - Wandi	2006	2947
Casuarina - Wandi	2011	3062
Casuarina - Wandi	2016	6184
Applecross - Ardross	2006	10039
Applecross - Ardross	2011	10625
Applecross - Ardross	2016	11034
Bateman	2006	3526
Bateman	2011	3740
Bateman	2016	3717
Bicton - Palmyra	2006	12263
Bicton - Palmyra	2011	12957
Bicton - Palmyra	2016	13680
Booragoon	2006	13472
Booragoon	2011	13870
Booragoon	2016	14454
Bull Creek	2006	7697
Bull Creek	2011	7543
Bull Creek	2016	7746
Leeming	2006	11548
Leeming	2011	11092
Leeming	2016	10730
Melville	2006	14392
Melville	2011	15454
Melville	2016	16278
Murdoch - Kardinya	2006	11864
Murdoch - Kardinya	2011	12113
Murdoch - Kardinya	2016	12257
Willagee	2006	4359
Willagee	2011	4766
Willagee	2016	4872
Winthrop	2006	6430
Winthrop	2011	6203
Winthrop	2016	5907
Baldivis	2006	6721
Baldivis	2011	16594
Baldivis	2016	33028
Cooloongup	2006	8723
Cooloongup	2011	8631
Cooloongup	2016	8591
Port Kennedy	2006	12819
Port Kennedy	2011	14106
Port Kennedy	2016	13777
Rockingham	2006	13366
Rockingham	2011	14826
Rockingham	2016	15435
Rockingham Lakes	2006	10
Rockingham Lakes	2011	13
Rockingham Lakes	2016	8
Safety Bay - Shoalwater	2006	10268
Safety Bay - Shoalwater	2011	11238
Safety Bay - Shoalwater	2016	11508
Singleton - Golden Bay - Secret Harbour	2006	9885
Singleton - Golden Bay - Secret Harbour	2011	15613
Singleton - Golden Bay - Secret Harbour	2016	19607
Waikiki	2006	11090
Waikiki	2011	11982
Waikiki	2016	12454
Warnbro	2006	11420
Warnbro	2011	11102
Warnbro	2016	10701
Albany	2006	13655
Albany	2011	13682
Albany	2016	14253
Albany Region	2006	2968
Albany Region	2011	2995
Albany Region	2016	3437
Bayonet Head - Lower King	2006	3913
Bayonet Head - Lower King	2011	4259
Bayonet Head - Lower King	2016	4830
Denmark	2006	4509
Denmark	2011	5194
Denmark	2016	5845
Gnowangerup	2006	3064
Gnowangerup	2011	2830
Gnowangerup	2016	2882
Katanning	2006	4609
Katanning	2011	4598
Katanning	2016	4559
Kojonup	2006	4350
Kojonup	2011	4193
Kojonup	2016	4214
Little Grove - Elleker	2006	2861
Little Grove - Elleker	2011	3275
Little Grove - Elleker	2016	3632
McKail - Willyung	2006	8178
McKail - Willyung	2011	9442
McKail - Willyung	2016	10427
Plantagenet	2006	4483
Plantagenet	2011	4882
Plantagenet	2016	5079
Stirling Range National Park	2006	0
Stirling Range National Park	2011	0
Stirling Range National Park	2016	0
Chittering	2006	3517
Chittering	2011	4427
Chittering	2016	5472
Cunderdin	2006	3842
Cunderdin	2011	3930
Cunderdin	2016	4103
Dowerin	2006	4021
Dowerin	2011	4057
Dowerin	2016	3982
Gingin - Dandaragan	2006	7205
Gingin - Dandaragan	2011	7871
Gingin - Dandaragan	2016	8429
Merredin	2006	5102
Merredin	2011	5070
Merredin	2016	5088
Moora	2006	4680
Moora	2011	4640
Moora	2016	4776
Mukinbudin	2006	3458
Mukinbudin	2011	3470
Mukinbudin	2016	3185
Northam	2006	9804
Northam	2011	10557
Northam	2016	11112
Toodyay	2006	4110
Toodyay	2011	4387
Toodyay	2016	4439
York - Beverley	2006	4679
York - Beverley	2011	4958
York - Beverley	2016	5350
Brookton	2006	3648
Brookton	2011	3603
Brookton	2016	3717
Kulin	2006	4651
Kulin	2011	4584
Kulin	2016	4297
Murray	2006	2130
Murray	2011	2926
Murray	2016	2577
Narrogin	2006	4733
Narrogin	2011	4730
Narrogin	2016	4725
Wagin	2006	4679
Wagin	2011	4864
Wagin	2016	4938
Broome	2006	11258
Broome	2011	12765
Broome	2016	13984
Derby - West Kimberley	2006	6554
Derby - West Kimberley	2011	8415
Derby - West Kimberley	2016	7705
Halls Creek	2006	3086
Halls Creek	2011	3564
Halls Creek	2016	3270
Kununurra	2006	6594
Kununurra	2011	7806
Kununurra	2016	7155
Roebuck	2006	1801
Roebuck	2011	2238
Roebuck	2016	2245
East Pilbara	2006	2699
East Pilbara	2011	5896
East Pilbara	2016	6659
Newman	2006	4249
Newman	2011	7320
Newman	2016	4567
Port Hedland	2006	3719
Port Hedland	2011	4392
Port Hedland	2016	4360
South Hedland	2006	7835
South Hedland	2011	9377
South Hedland	2016	9471
Ashburton (WA)	2006	6080
Ashburton (WA)	2011	10001
Ashburton (WA)	2016	13026
Karratha	2006	11804
Karratha	2011	16474
Karratha	2016	15828
Roebourne	2006	4619
Roebourne	2011	6425
Roebourne	2016	5643
Esperance	2006	11297
Esperance	2011	11433
Esperance	2016	12107
Esperance Region	2006	3617
Esperance Region	2011	4172
Esperance Region	2016	3862
Carnarvon	2006	5355
Carnarvon	2011	5347
Carnarvon	2016	5160
Exmouth	2006	3537
Exmouth	2011	3942
Exmouth	2016	4325
Boulder	2006	7424
Boulder	2011	7732
Boulder	2016	7092
Kalgoorlie	2006	12450
Kalgoorlie	2011	13947
Kalgoorlie	2016	13937
Kalgoorlie - North	2006	8373
Kalgoorlie - North	2011	9159
Kalgoorlie - North	2016	8839
Kalgoorlie Airport	2006	0
Kalgoorlie Airport	2011	0
Kalgoorlie Airport	2016	9
Kambalda - Coolgardie - Norseman	2006	5045
Kambalda - Coolgardie - Norseman	2011	5405
Kambalda - Coolgardie - Norseman	2016	4563
Leinster - Leonora	2006	3692
Leinster - Leonora	2011	5565
Leinster - Leonora	2016	4661
Trafalgar (WA)	2006	0
Trafalgar (WA)	2011	0
Trafalgar (WA)	2016	0
Geraldton	2006	12230
Geraldton	2011	12340
Geraldton	2016	11790
Geraldton - East	2006	7245
Geraldton - East	2011	7746
Geraldton - East	2016	7966
Geraldton - North	2006	5212
Geraldton - North	2011	6497
Geraldton - North	2016	7691
Geraldton - South	2006	7600
Geraldton - South	2011	9170
Geraldton - South	2016	9983
Irwin	2006	3052
Irwin	2011	3568
Irwin	2016	3569
Meekatharra	2006	3072
Meekatharra	2011	4077
Meekatharra	2016	3069
Morawa	2006	4438
Morawa	2011	4503
Morawa	2016	4007
Northampton - Mullewa - Greenough	2006	5684
Northampton - Mullewa - Greenough	2011	5768
Northampton - Mullewa - Greenough	2016	5941
Migratory - Offshore - Shipping (WA)	2006	339
Migratory - Offshore - Shipping (WA)	2011	417
Migratory - Offshore - Shipping (WA)	2016	434
No usual address (WA)	2006	5986
No usual address (WA)	2011	7299
No usual address (WA)	2016	5950
Bridgewater - Gagebrook	2006	7278
Bridgewater - Gagebrook	2011	7489
Bridgewater - Gagebrook	2016	7288
Brighton - Pontville	2006	3716
Brighton - Pontville	2011	4795
Brighton - Pontville	2016	5446
Old Beach - Otago	2006	3685
Old Beach - Otago	2011	3730
Old Beach - Otago	2016	4337
Bellerive - Rosny	2006	5731
Bellerive - Rosny	2011	5831
Bellerive - Rosny	2016	5939
Cambridge	2006	6775
