SA2_NAME16	Year	medianRentWeekly
Euroa	2011	150
Kilmore - Broadford	2011	230
Mansfield (Vic.)	2011	180
Nagambie	2011	190
Seymour	2011	160
Seymour Region	2011	210
Upper Yarra Valley	2011	180
Yea	2011	180
Benalla	2011	175
Benalla Region	2011	130
Rutherglen	2011	170
Wangaratta	2011	180
Wangaratta Region	2011	130
Beechworth	2011	190
Bright - Mount Beauty	2011	200
Chiltern - Indigo Valley	2011	190
Myrtleford	2011	162
Towong	2011	130
West Wodonga	2011	220
Wodonga	2011	200
Yackandandah	2011	176
Drouin	2011	220
Mount Baw Baw Region	2011	150
Trafalgar (Vic.)	2011	185
Warragul	2011	200
Alps - East	2011	0
Bairnsdale	2011	195
Bruthen - Omeo	2011	135
Lake King	2011	0
Lakes Entrance	2011	200
Orbost	2011	125
Paynesville	2011	200
Foster	2011	150
French Island	2011	0
Korumburra	2011	181
Leongatha	2011	200
Phillip Island	2011	230
Wilsons Promontory	2011	66
Wonthaggi - Inverloch	2011	240
Churchill	2011	160
Moe - Newborough	2011	140
Morwell	2011	150
Traralgon	2011	200
Yallourn North - Glengarry	2011	150
Alps - West	2011	0
Longford - Loch Sport	2011	150
Maffra	2011	160
Rosedale	2011	135
Sale	2011	190
Yarram	2011	150
Brunswick	2011	348
Brunswick East	2011	351
Brunswick West	2011	277
Coburg	2011	330
Pascoe Vale South	2011	321
Alphington - Fairfield	2011	300
Northcote	2011	346
Thornbury	2011	290
Ascot Vale	2011	258
Essendon - Aberfeldie	2011	300
Flemington	2011	250
Moonee Ponds	2011	320
Carlton	2011	331
Docklands	2011	510
East Melbourne	2011	415
Flemington Racecourse	2011	350
Kensington (Vic.)	2011	350
Melbourne	2011	415
North Melbourne	2011	361
Parkville	2011	362
South Yarra - West	2011	380
Southbank	2011	500
West Melbourne	2011	0
Albert Park	2011	456
Elwood	2011	350
Port Melbourne	2011	450
Port Melbourne Industrial	2011	0
South Melbourne	2011	400
St Kilda	2011	341
St Kilda East	2011	323
Armadale	2011	350
Prahran - Windsor	2011	362
South Yarra - East	2011	361
Toorak	2011	385
Abbotsford	2011	395
Carlton North - Princes Hill	2011	415
Collingwood	2011	278
Fitzroy	2011	346
Fitzroy North	2011	370
Richmond (Vic.)	2011	371
Yarra - North	2011	361
Ashburton (Vic.)	2011	311
Balwyn	2011	361
Balwyn North	2011	415
Camberwell	2011	392
Glen Iris - East	2011	410
Hawthorn	2011	340
Hawthorn East	2011	351
Kew	2011	381
Kew East	2011	370
Surrey Hills (West) - Canterbury	2011	370
Bulleen	2011	350
Doncaster	2011	369
Templestowe	2011	386
Templestowe Lower	2011	370
Doncaster East (North)	2011	390
Doncaster East (South)	2011	350
Blackburn	2011	331
Blackburn South	2011	291
Box Hill	2011	300
Box Hill North	2011	339
Burwood	2011	320
Burwood East	2011	350
Surrey Hills (East) - Mont Albert	2011	360
Beaumaris	2011	433
Brighton (Vic.)	2011	450
Brighton East	2011	441
Cheltenham - Highett (West)	2011	320
Hampton	2011	336
Sandringham - Black Rock	2011	390
Bentleigh - McKinnon	2011	360
Carnegie	2011	300
Caulfield - North	2011	346
Caulfield - South	2011	360
Elsternwick	2011	330
Hughesdale	2011	339
Murrumbeena	2011	290
Ormond - Glen Huntly	2011	320
Bentleigh East (North)	2011	371
Bentleigh East (South)	2011	358
Aspendale Gardens - Waterways	2011	370
Braeside	2011	0
Carrum - Patterson Lakes	2011	310
Chelsea - Bonbeach	2011	270
Chelsea Heights	2011	250
Cheltenham - Highett (East)	2011	315
Edithvale - Aspendale	2011	315
Mentone	2011	285
Moorabbin - Heatherton	2011	350
Moorabbin Airport	2011	0
Mordialloc - Parkdale	2011	300
Malvern - Glen Iris	2011	345
Malvern East	2011	350
Bundoora - East	2011	317
Greensborough	2011	300
Heidelberg - Rosanna	2011	321
Heidelberg West	2011	248
Ivanhoe	2011	321
Ivanhoe East - Eaglemont	2011	340
Montmorency - Briar Hill	2011	302
Viewbank - Yallambie	2011	300
Watsonia	2011	291
Kingsbury	2011	311
Reservoir - East	2011	270
Reservoir - West	2011	280
Preston - East	2011	300
Preston - West	2011	300
Eltham	2011	323
Hurstbridge	2011	270
Kinglake	2011	190
Panton Hill - St Andrews	2011	200
Plenty - Yarrambat	2011	338
Research - North Warrandyte	2011	320
Wattle Glen - Diamond Creek	2011	330
Bundoora - North	2011	350
Bundoora - West	2011	301
Lalor	2011	278
Mill Park - North	2011	310
Mill Park - South	2011	300
Thomastown	2011	271
Wallan	2011	295
Whittlesea	2011	250
Doreen	2011	366
Epping - East	2011	301
Epping - South	2011	280
Epping - West	2011	340
Mernda	2011	350
South Morang (North)	2011	358
South Morang (South)	2011	328
Wollert	2011	277
Airport West	2011	300
Essendon Airport	2011	0
Keilor	2011	300
Keilor East	2011	300
Niddrie - Essendon West	2011	323
Strathmore	2011	346
Gisborne	2011	277
Macedon	2011	280
Riddells Creek	2011	260
Romsey	2011	220
Coburg North	2011	277
Fawkner	2011	280
Pascoe Vale	2011	310
Glenroy	2011	280
Gowanbrae	2011	228
Hadfield	2011	277
Sunbury	2011	270
Sunbury - South	2011	270
Broadmeadows	2011	237
Campbellfield - Coolaroo	2011	250
Gladstone Park - Westmeadows	2011	295
Greenvale - Bulla	2011	348
Meadow Heights	2011	275
Melbourne Airport	2011	250
Roxburgh Park - Somerton	2011	320
Tullamarine	2011	280
Craigieburn - Central	2011	300
Craigieburn - North	2011	331
Craigieburn - South	2011	300
Craigieburn - West	2011	350
Mickleham - Yuroke	2011	220
Bayswater	2011	280
Knoxfield - Scoresby	2011	321
Lysterfield	2011	346
Rowville - Central	2011	345
Rowville - North	2011	350
Rowville - South	2011	380
Wantirna	2011	320
Wantirna South	2011	340
Boronia	2011	285
Ferntree Gully (North)	2011	271
Ferntree Gully (South) - Upper Ferntree Gully	2011	300
The Basin	2011	270
Donvale - Park Orchards	2011	351
Warrandyte - Wonga Park	2011	300
Bayswater North	2011	271
Croydon Hills - Warranwood	2011	321
Ringwood	2011	280
Ringwood East	2011	290
Ringwood North	2011	321
Croydon - East	2011	280
Croydon - West	2011	290
Croydon South	2011	300
Forest Hill	2011	301
Mitcham (Vic.)	2011	311
Nunawading	2011	300
Vermont	2011	321
Vermont South	2011	380
Belgrave - Selby	2011	260
Chirnside Park	2011	330
Healesville - Yarra Glen	2011	245
Kilsyth	2011	281
Lilydale - Coldstream	2011	277
Monbulk - Silvan	2011	235
Montrose	2011	250
Mooroolbark	2011	295
Mount Dandenong - Olinda	2011	285
Mount Evelyn	2011	280
Upwey - Tecoma	2011	260
Wandin - Seville	2011	242
Yarra Valley	2011	225
Beaconsfield - Officer	2011	280
Bunyip - Garfield	2011	200
Emerald - Cockatoo	2011	260
Koo Wee Rup	2011	200
Pakenham - North	2011	296
Pakenham - South	2011	290
Berwick - North	2011	300
Berwick - South	2011	346
Doveton	2011	240
Hallam	2011	285
Narre Warren North	2011	306
Endeavour Hills - North	2011	290
Endeavour Hills - South	2011	300
Narre Warren - North East	2011	294
Narre Warren - South West	2011	277
Cranbourne	2011	250
Cranbourne East	2011	340
Cranbourne North	2011	300
Cranbourne South	2011	260
Cranbourne West	2011	290
Hampton Park - Lynbrook	2011	285
Lynbrook - Lyndhurst	2011	350
Pearcedale - Tooradin	2011	245
Narre Warren South (East)	2011	360
Narre Warren South (West)	2011	323
Clarinda - Oakleigh South	2011	300
Clayton South	2011	291
Dandenong	2011	240
Dandenong North	2011	255
Dingley Village	2011	316
Keysborough	2011	300
Noble Park North	2011	275
Springvale	2011	255
Springvale South	2011	270
Noble Park - East	2011	249
Noble Park - West	2011	254
Ashwood - Chadstone	2011	323
Clayton	2011	321
Glen Waverley - East	2011	381
Glen Waverley - West	2011	370
Mount Waverley - North	2011	360
Mount Waverley - South	2011	350
Mulgrave	2011	321
Oakleigh - Huntingdale	2011	330
Wheelers Hill	2011	361
Ardeer - Albion	2011	220
Cairnlea	2011	330
Deer Park - Derrimut	2011	288
Delahey	2011	275
Keilor Downs	2011	280
Kings Park (Vic.)	2011	250
St Albans - North	2011	250
St Albans - South	2011	250
Sunshine	2011	260
Sunshine North	2011	255
Sunshine West	2011	260
Sydenham	2011	300
Taylors Lakes	2011	330
Altona	2011	281
Altona Meadows	2011	277
Altona North	2011	270
Newport	2011	320
Seabrook	2011	290
Williamstown	2011	300
Braybrook	2011	247
Footscray	2011	260
Maribyrnong	2011	340
Seddon - Kingsville	2011	290
West Footscray - Tottenham	2011	250
Yarraville	2011	323
Bacchus Marsh	2011	220
Hillside	2011	300
Melton	2011	240
Melton South	2011	240
Melton West	2011	265
Rockbank - Mount Cottrell	2011	174
Taylors Hill	2011	323
Burnside	2011	300
Burnside Heights	2011	341
Caroline Springs	2011	325
Hoppers Crossing - North	2011	261
Hoppers Crossing - South	2011	254
Laverton	2011	260
Tarneit	2011	300
Truganina	2011	300
Werribee - South	2011	231
Wyndham Vale	2011	280
Point Cook - East	2011	395
Point Cook - North	2011	340
Point Cook - South	2011	360
Werribee - East	2011	241
Werribee - West	2011	250
Carrum Downs	2011	286
Frankston	2011	250
Frankston North	2011	250
Frankston South	2011	300
Langwarrin	2011	280
Seaford (Vic.)	2011	250
Skye - Sandhurst	2011	350
Dromana	2011	265
Flinders	2011	231
Hastings - Somers	2011	230
Mornington	2011	280
Mount Eliza	2011	349
Mount Martha	2011	346
Point Nepean	2011	250
Rosebud - McCrae	2011	240
Somerville	2011	270
Ararat	2011	160
Ararat Region	2011	70
Horsham	2011	170
Horsham Region	2011	94
Nhill Region	2011	120
St Arnaud	2011	127
Stawell	2011	150
West Wimmera	2011	50
Yarriambiack	2011	100
Irymple	2011	165
Merbein	2011	150
Mildura Region	2011	95
Red Cliffs	2011	152
Mildura - North	2011	175
Mildura - South	2011	195
Buloke	2011	100
Gannawarra	2011	111
Kerang	2011	140
Robinvale	2011	150
Swan Hill	2011	170
Swan Hill Region	2011	110
Echuca	2011	200
Kyabram	2011	160
Lockington - Gunbower	2011	100
Rochester	2011	140
Rushworth	2011	130
Cobram	2011	170
Moira	2011	100
Numurkah	2011	150
Yarrawonga	2011	195
Mooroopna	2011	175
Shepparton - North	2011	190
Shepparton - South	2011	200
Shepparton Region - East	2011	150
Shepparton Region - West	2011	155
Glenelg (Vic.)	2011	120
Hamilton (Vic.)	2011	170
Portland	2011	180
Southern Grampians	2011	100
Camperdown	2011	160
Colac	2011	180
Colac Region	2011	150
Corangamite - North	2011	120
Corangamite - South	2011	126
Otway	2011	200
Moyne - East	2011	120
Moyne - West	2011	185
Warrnambool - North	2011	220
Warrnambool - South	2011	220
Migratory - Offshore - Shipping (Vic.)	2011	0
No usual address (Vic.)	2011	0
Alexandra Hills	2011	345
Belmont - Gumdale	2011	400
Birkdale	2011	360
Capalaba	2011	320
Thorneside	2011	330
Wellington Point	2011	380
Cleveland	2011	345
Ormiston	2011	370
Redland Bay	2011	410
Sheldon - Mount Cotton	2011	383
Thornlands	2011	400
Victoria Point	2011	385
Redland Islands	2011	210
Brisbane Port - Lytton	2011	0
Manly - Lota	2011	345
Manly West	2011	365
Murarrie	2011	380
Tingalpa	2011	360
Wakerley	2011	440
Wynnum	2011	320
Wynnum West - Hemmant	2011	350
Bald Hills	2011	350
Bridgeman Downs	2011	370
Carseldine	2011	370
Everton Park	2011	340
McDowall	2011	399
Aspley	2011	350
Chermside	2011	320
Chermside West	2011	360
Geebung	2011	330
Kedron - Gordon Park	2011	320
Stafford	2011	300
Stafford Heights	2011	295
Wavell Heights	2011	350
Boondall	2011	350
Brisbane Airport	2011	255
Eagle Farm - Pinkenba	2011	310
Northgate - Virginia	2011	320
Nudgee - Banyo	2011	345
Nundah	2011	320
Bracken Ridge	2011	360
Brighton (Qld)	2011	320
Deagon	2011	285
Sandgate - Shorncliffe	2011	240
Taigum - Fitzgibbon	2011	345
Zillmere	2011	290
Camp Hill	2011	360
Cannon Hill	2011	375
Carina	2011	376
Carina Heights	2011	350
Carindale	2011	440
Annerley	2011	300
Coorparoo	2011	330
Fairfield - Dutton Park	2011	320
Greenslopes	2011	320
Holland Park	2011	280
Holland Park West	2011	330
Woolloongabba	2011	330
Yeronga	2011	335
Eight Mile Plains	2011	385
Macgregor (Qld)	2011	385
Mansfield (Qld)	2011	340
Mount Gravatt	2011	330
Rochedale - Burbank	2011	360
Upper Mount Gravatt	2011	360
Wishart	2011	375
Coopers Plains	2011	283
Moorooka	2011	310
Robertson	2011	375
Salisbury - Nathan	2011	320
Tarragindi	2011	360
Algester	2011	360
Calamvale - Stretton	2011	375
Pallara - Willawong	2011	390
Parkinson - Drewvale	2011	400
Rocklea - Acacia Ridge	2011	280
Kuraby	2011	365
Runcorn	2011	360
Sunnybank	2011	360
Sunnybank Hills	2011	360
Jindalee - Mount Ommaney	2011	385
Middle Park - Jamboree Heights	2011	365
Riverhills	2011	355
Seventeen Mile Rocks - Sinnamon Park	2011	395
Westlake	2011	445
Bellbowrie - Moggill	2011	380
Brookfield - Kenmore Hills	2011	378
Chapel Hill	2011	450
Fig Tree Pocket	2011	490
Kenmore	2011	415
Pinjarra Hills - Pullenvale	2011	400
Chelmer - Graceville	2011	400
Corinda	2011	320
Indooroopilly	2011	390
Sherwood	2011	330
St Lucia	2011	400
Taringa	2011	360
Enoggera	2011	310
Enoggera Reservoir	2011	0
Keperra	2011	280
Mitchelton	2011	320
Mount Coot-tha	2011	0
The Gap	2011	395
Upper Kedron - Ferny Grove	2011	300
Brisbane City	2011	520
Fortitude Valley	2011	405
Highgate Hill	2011	330
Kangaroo Point	2011	400
New Farm	2011	350
South Brisbane	2011	450
Spring Hill	2011	400
West End	2011	375
Balmoral	2011	390
Bulimba	2011	420
East Brisbane	2011	340
Hawthorne	2011	380
Morningside - Seven Hills	2011	365
Norman Park	2011	380
Albion	2011	345
Alderley	2011	340
Ascot	2011	335
Clayfield	2011	320
Grange	2011	380
Hamilton (Qld)	2011	358
Hendra	2011	420
Kelvin Grove - Herston	2011	370
Newmarket	2011	320
Newstead - Bowen Hills	2011	450
Wilston	2011	350
Windsor	2011	310
Wooloowin - Lutwyche	2011	310
Ashgrove	2011	370
Auchenflower	2011	370
Bardon	2011	390
Paddington - Milton	2011	400
Red Hill (Qld)	2011	360
Toowong	2011	380
Brinsmead	2011	340
Clifton Beach - Kewarra Beach	2011	310
Freshwater - Stratford	2011	258
Redlynch	2011	311
Trinity Beach - Smithfield	2011	300
Yorkeys Knob - Machans Beach	2011	240
Bentley Park	2011	300
Cairns City	2011	250
Earlville - Bayview Heights	2011	260
Edmonton	2011	270
Gordonvale - Trinity	2011	220
Kanimbla - Mooroobool	2011	270
Lamb Range	2011	0
Manoora	2011	200
Manunda	2011	190
Mount Sheridan	2011	300
Westcourt - Bungalow	2011	204
White Rock	2011	270
Whitfield - Edge Hill	2011	245
Woree	2011	200
Babinda	2011	160
Innisfail	2011	185
Johnstone	2011	200
Tully	2011	220
Wooroonooran	2011	0
Yarrabah	2011	120
Daintree	2011	185
Port Douglas	2011	280
Atherton	2011	210
Herberton	2011	170
Kuranda	2011	190
Malanda - Yungaburra	2011	200
Mareeba	2011	190
Balonne	2011	114
Chinchilla	2011	250
Goondiwindi	2011	200
Inglewood - Waggamba	2011	100
Miles - Wandoan	2011	107
Roma	2011	210
Roma Region	2011	80
Tara	2011	90
Crows Nest - Rosalie	2011	167
Jondaryan	2011	195
Millmerran	2011	143
Pittsworth	2011	200
Wambo	2011	220
Clifton - Greenmount	2011	185
Southern Downs - East	2011	160
Southern Downs - West	2011	160
Stanthorpe	2011	185
Stanthorpe Region	2011	160
Warwick	2011	220
Central Highlands - East	2011	70
Central Highlands - West	2011	16
Emerald	2011	320
Berserker	2011	230
Bouldercombe	2011	165
Emu Park	2011	285
Frenchville - Mount Archer	2011	275
Glenlee - Rockyview	2011	220
Gracemere	2011	320
Lakes Creek	2011	225
Mount Morgan	2011	150
Norman Gardens	2011	250
Park Avenue	2011	230
Parkhurst - Kawana	2011	240
Rockhampton - West	2011	250
Rockhampton City	2011	200
Rockhampton Region - East	2011	190
Rockhampton Region - North	2011	125
Rockhampton Region - West	2011	100
Shoalwater Bay	2011	0
The Range - Allenstown	2011	250
Yeppoon	2011	280
Banana	2011	115
Biloela	2011	200
Agnes Water - Miriam Vale	2011	225
Boyne Island - Tannum Sands	2011	360
Callemondah	2011	0
Clinton - New Auckland	2011	335
Gladstone	2011	260
Gladstone Hinterland	2011	250
Kin Kora - Sun Valley	2011	350
South Trees	2011	0
Telina - Toolooa	2011	350
West Gladstone	2011	280
Broadbeach Waters	2011	425
Burleigh Heads	2011	350
Burleigh Waters	2011	360
Mermaid Beach - Broadbeach	2011	330
Mermaid Waters	2011	340
Miami	2011	330
Coolangatta	2011	280
Currumbin - Tugun	2011	330
Currumbin Waters	2011	340
Elanora	2011	360
Palm Beach	2011	300
Arundel	2011	375
Biggera Waters	2011	320
Coombabah	2011	335
Labrador	2011	300
Paradise Point - Hollywell	2011	360
Runaway Bay	2011	350
Guanaba - Springbrook	2011	273
Tamborine - Canungra	2011	325
Currumbin Valley - Tallebudgera	2011	320
Mudgeeraba - Bonogin	2011	390
Reedy Creek - Andrews	2011	340
Carrara	2011	350
Highland Park	2011	345
Nerang - Mount Nathan	2011	330
Pacific Pines - Gaven	2011	400
Worongary - Tallai	2011	390
Coomera	2011	370
Helensvale	2011	380
Hope Island	2011	420
Jacobs Well - Alberton	2011	300
Ormeau - Yatala	2011	380
Oxenford - Maudsland	2011	380
Pimpama	2011	365
Upper Coomera - Willow Vale	2011	380
Clear Island Waters	2011	400
Merrimac	2011	360
Robina	2011	415
Varsity Lakes	2011	400
Ashmore	2011	370
Molendinar	2011	350
Parkwood	2011	412
Southport - North	2011	310
Southport - South	2011	340
Benowa	2011	400
Bundall	2011	400
Main Beach	2011	425
Surfers Paradise	2011	330
Darra - Sumner	2011	300
Durack	2011	300
Forest Lake - Doolandella	2011	345
Inala - Richlands	2011	180
Oxley (Qld)	2011	350
Wacol	2011	182
Boonah	2011	210
Esk	2011	200
Lake Manchester - England Creek	2011	0
Lockyer Valley - East	2011	260
Lowood	2011	265
Rosewood	2011	250
Brassall	2011	285
Bundamba	2011	250
Churchill - Yamanto	2011	285
Ipswich - Central	2011	245
Ipswich - East	2011	250
Ipswich - North	2011	300
Karalee - Barellan Point	2011	380
Karana Downs	2011	340
Leichhardt - One Mile	2011	250
North Ipswich - Tivoli	2011	245
Raceview	2011	280
Ripley	2011	285
Riverview	2011	174
Bellbird Park - Brookwater	2011	320
Camira - Gailes	2011	270
Carole Park	2011	0
Collingwood Park - Redbank	2011	300
Goodna	2011	275
New Chum	2011	0
Redbank Plains	2011	310
Springfield	2011	340
Springfield Lakes	2011	360
Beaudesert	2011	250
Beenleigh	2011	255
Eagleby	2011	290
Edens Landing - Holmview	2011	330
Mount Warren Park	2011	310
Wolffdene - Bahrs Scrub	2011	385
Boronia Heights - Park Ridge	2011	320
Browns Plains	2011	315
Chambers Flat - Logan Reserve	2011	215
Crestmead	2011	320
Greenbank Military Camp	2011	0
Hillcrest	2011	325
Marsden	2011	320
Munruben - Park Ridge South	2011	400
Regents Park - Heritage Park	2011	350
Greenbank	2011	389
Jimboomba	2011	350
Logan Village	2011	353
Bethania - Waterford	2011	320
Cornubia - Carbrook	2011	350
Loganholme - Tanah Merah	2011	340
Loganlea	2011	315
Shailer Park	2011	350
Waterford West	2011	295
Daisy Hill	2011	330
Kingston (Qld.)	2011	260
Logan Central	2011	235
Rochedale South - Priestdale	2011	330
Slacks Creek	2011	275
Springwood	2011	325
Underwood	2011	350
Woodridge	2011	250
Bowen	2011	250
Broadsound - Nebo	2011	46
Clermont	2011	57
Collinsville	2011	140
Moranbah	2011	80
Andergrove - Beaconsfield	2011	350
East Mackay	2011	300
Eimeo - Rural View	2011	440
Eungella Hinterland	2011	0
Mackay	2011	280
Mackay Harbour	2011	590
Mount Pleasant - Glenella	2011	400
North Mackay	2011	300
Ooralea - Bakers Creek	2011	350
Pioneer Valley	2011	225
Sarina	2011	293
Seaforth - Calen	2011	200
Shoal Point - Bucasia	2011	400
Slade Point	2011	300
South Mackay	2011	300
Walkerston - Eton	2011	280
West Mackay	2011	300
Airlie - Whitsundays	2011	320
Cape Conway	2011	0
Proserpine	2011	225
Beachmere - Sandstone Point	2011	300
Bribie Island	2011	260
Burpengary - East	2011	378
Caboolture	2011	270
Caboolture - South	2011	300
Elimbah	2011	300
Morayfield - East	2011	320
Wamuran	2011	285
Kilcoy	2011	240
Woodford - D'Aguilar	2011	265
Burpengary	2011	300
Deception Bay	2011	285
Morayfield	2011	360
Narangba	2011	360
Upper Caboolture	2011	350
Clontarf	2011	260
Margate - Woody Point	2011	260
Redcliffe	2011	270
Rothwell - Kippa-Ring	2011	315
Scarborough - Newport - Moreton Island	2011	300
Albany Creek	2011	360
Cashmere	2011	380
Dayboro	2011	308
Eatons Hill	2011	390
The Hills District	2011	360
Samford Valley	2011	353
Dakabin - Kallangur	2011	310
Murrumba Downs - Griffin	2011	350
North Lakes - Mango Hill	2011	380
Bray Park	2011	350
Lawnton	2011	280
Petrie	2011	300
Strathpine - Brendale	2011	305
Aurukun	2011	80
Cape York	2011	100
Croydon - Etheridge	2011	70
Kowanyama - Pormpuraaw	2011	45
Northern Peninsula	2011	60
Tablelands	2011	100
Torres	2011	120
Torres Strait Islands	2011	60
Weipa	2011	202
Carpentaria	2011	88
Mount Isa	2011	250
Mount Isa Region	2011	100
Northern Highlands	2011	70
Barcaldine - Blackall	2011	80
Charleville	2011	125
Far Central West	2011	70
Far South West	2011	85
Longreach	2011	140
Buderim - North	2011	330
Buderim - South	2011	380
Mountain Creek	2011	385
Sippy Downs	2011	400
Aroona - Currimundi	2011	350
Buddina - Minyama	2011	350
Caloundra - Kings Beach	2011	290
Caloundra - West	2011	380
Golden Beach - Pelican Waters	2011	330
Moffat Beach - Battery Hill	2011	310
Parrearra - Warana	2011	370
Wurtulla - Birtinya	2011	360
Coolum Beach	2011	325
Marcoola - Mudjimba	2011	340
Maroochydore - Kuluin	2011	300
Mooloolaba - Alexandra Headland	2011	300
Noosa Heads	2011	370
Noosaville	2011	350
Sunshine Beach	2011	350
Tewantin	2011	325
Peregian Beach - Marcus Beach	2011	340
Peregian Springs	2011	450
Beerwah	2011	300
Caloundra Hinterland	2011	268
Glass House Mountains	2011	300
Landsborough	2011	310
Maroochy Hinterland	2011	250
Palmwoods	2011	315
Bli Bli	2011	320
Diddillibah - Rosemount	2011	280
Eumundi - Yandina	2011	270
Nambour	2011	280
Noosa Hinterland	2011	300
Cambooya - Wyreema	2011	240
Darling Heights	2011	260
Drayton - Harristown	2011	220
Gatton	2011	240
Gowrie (Qld)	2011	265
Highfields	2011	350
Lockyer Valley - West	2011	235
Middle Ridge	2011	340
Newtown (Qld)	2011	220
North Toowoomba - Harlaxton	2011	210
Rangeville	2011	270
Toowoomba - Central	2011	210
Toowoomba - East	2011	225
Toowoomba - West	2011	295
Wilsonton	2011	230
Ayr	2011	190
Burdekin	2011	150
Charters Towers	2011	190
Dalrymple	2011	15
Ingham	2011	160
Ingham Region	2011	150
Palm Island	2011	100
Aitkenvale	2011	280
Annandale	2011	360
Belgian Gardens - Pallarenda	2011	280
Bohle Plains	2011	250
Condon - Rasmussen	2011	295
Cranbrook	2011	280
Deeragun	2011	350
Douglas	2011	350
Garbutt - West End	2011	230
Gulliver - Currajong - Vincent	2011	250
Heatley	2011	260
Hermit Park - Rosslea	2011	250
Hyde Park - Pimlico	2011	240
Kelso	2011	300
Kirwan - East	2011	250
Kirwan - West	2011	340
Magnetic Island	2011	260
Mount Louisa	2011	343
Mundingburra	2011	250
Northern Beaches	2011	260
Oonoonba	2011	350
South Townsville - Railway Estate	2011	280
Townsville - South	2011	210
Townsville City - North Ward	2011	300
Wulguru - Roseneath	2011	250
Ashfield - Kepnock	2011	230
Bargara - Burnett Heads	2011	265
Branyan - Kensington	2011	250
Bundaberg	2011	200
Bundaberg East - Kalkie	2011	243
Bundaberg North - Gooburrum	2011	218
Bundaberg Region - North	2011	210
Bundaberg Region - South	2011	200
Millbank - Avoca	2011	250
Svensson Heights - Norville	2011	225
Walkervale - Avenell Heights	2011	230
Gayndah - Mundubbera	2011	120
Gin Gin	2011	175
Kingaroy	2011	220
Kingaroy Region - North	2011	125
Kingaroy Region - South	2011	180
Monto - Eidsvold	2011	110
Nanango	2011	190
North Burnett	2011	0
Cooloola	2011	220
Gympie - North	2011	230
Gympie - South	2011	240
Gympie Region	2011	210
Kilkivan	2011	150
Booral - River Heads	2011	231
Craignish - Dundowran Beach	2011	300
Pialba - Eli Waters	2011	260
Point Vernon	2011	260
Torquay - Scarness - Kawungan	2011	235
Urangan - Wondunna	2011	255
Burrum - Fraser	2011	250
Granville	2011	180
Maryborough (Qld)	2011	205
Maryborough Region - South	2011	180
Tinana	2011	240
Migratory - Offshore - Shipping (Qld)	2011	0
No usual address (Qld)	2011	0
Adelaide	2011	321
North Adelaide	2011	323
Adelaide Hills	2011	225
Aldgate - Stirling	2011	300
Hahndorf - Echunga	2011	260
Lobethal - Woodside	2011	243
Mount Barker	2011	271
Mount Barker Region	2011	230
Nairne	2011	270
Uraidla - Summertown	2011	250
Burnside - Wattle Park	2011	298
Glenside - Beaumont	2011	330
Toorak Gardens	2011	275
Athelstone	2011	300
Paradise - Newton	2011	250
Rostrevor - Magill	2011	260
Norwood (SA)	2011	278
Payneham - Felixstow	2011	250
St Peters - Marden	2011	250
Nailsworth - Broadview	2011	250
Prospect	2011	260
Walkerville	2011	270
Goodwood - Millswood	2011	270
Unley - Parkside	2011	290
Gawler - North	2011	250
Gawler - South	2011	220
Lewiston - Two Wells	2011	220
Craigmore - Blakeview	2011	260
Davoren Park	2011	210
Elizabeth	2011	160
Elizabeth East	2011	190
Munno Para West - Angle Vale	2011	280
One Tree Hill	2011	213
Smithfield - Elizabeth North	2011	190
Virginia - Waterloo Corner	2011	170
Enfield - Blair Athol	2011	220
Northgate - Oakden - Gilles Plains	2011	250
Windsor Gardens	2011	240
Dry Creek - North	2011	0
Ingle Farm	2011	232
Para Hills	2011	250
Parafield	2011	0
Parafield Gardens	2011	220
Paralowie	2011	250
Salisbury	2011	200
Salisbury East	2011	234
Salisbury North	2011	220
Mawson Lakes - Globe Derby Park	2011	330
Pooraka - Cavan	2011	235
Golden Grove	2011	250
Greenwith	2011	250
Highbury - Dernancourt	2011	300
Hope Valley - Modbury	2011	250
Modbury Heights	2011	263
Redwood Park	2011	280
St Agnes - Ridgehaven	2011	255
Brighton (SA)	2011	275
Glenelg (SA)	2011	265
Edwardstown	2011	220
Hallett Cove	2011	300
Marino - Seaview Downs	2011	300
Mitchell Park	2011	192
Morphettville	2011	220
Sheidow Park - Trott Park	2011	300
Warradale	2011	230
Belair	2011	300
Bellevue Heights	2011	250
Blackwood	2011	280
Colonel Light Gardens	2011	268
Mitcham (SA)	2011	270
Panorama	2011	245
Aberfoyle Park	2011	280
Aldinga	2011	270
Christie Downs	2011	142
Christies Beach	2011	250
Clarendon	2011	180
Coromandel Valley	2011	310
Flagstaff Hill	2011	320
Hackham - Onkaparinga Hills	2011	260
Hackham West - Huntfield Heights	2011	173
Happy Valley	2011	290
Happy Valley Reservoir	2011	0
Lonsdale	2011	162
McLaren Vale	2011	260
Morphett Vale - East	2011	240
Morphett Vale - West	2011	220
Reynella	2011	260
Seaford (SA)	2011	270
Willunga	2011	240
Woodcroft	2011	280
Beverley	2011	250
Flinders Park	2011	240
Henley Beach	2011	250
Hindmarsh - Brompton	2011	230
Royal Park - Hendon - Albert Park	2011	197
Seaton - Grange	2011	220
West Lakes	2011	250
Woodville - Cheltenham	2011	220
Dry Creek - South	2011	0
Largs Bay - Semaphore	2011	260
North Haven	2011	218
Port Adelaide	2011	200
