SA2_NAME16	Year	medianTotalPersonalIncomeWeekly
Ocean Grove - Barwon Heads	2011	601
Portarlington	2011	408
Point Lonsdale - Queenscliff	2011	564
Torquay	2011	671
Alexandra	2011	456
Euroa	2011	446
Kilmore - Broadford	2011	525
Mansfield (Vic.)	2011	496
Nagambie	2011	480
Seymour	2011	461
Seymour Region	2011	596
Upper Yarra Valley	2011	354
Yea	2011	442
Benalla	2011	459
Benalla Region	2011	486
Rutherglen	2011	530
Wangaratta	2011	490
Wangaratta Region	2011	514
Beechworth	2011	499
Bright - Mount Beauty	2011	487
Chiltern - Indigo Valley	2011	554
Myrtleford	2011	446
Towong	2011	457
West Wodonga	2011	594
Wodonga	2011	565
Yackandandah	2011	584
Drouin	2011	501
Mount Baw Baw Region	2011	495
Trafalgar (Vic.)	2011	505
Warragul	2011	528
Alps - East	2011	0
Bairnsdale	2011	475
Bruthen - Omeo	2011	456
Lake King	2011	0
Lakes Entrance	2011	413
Orbost	2011	390
Paynesville	2011	428
Foster	2011	435
French Island	2011	302
Korumburra	2011	488
Leongatha	2011	514
Phillip Island	2011	482
Wilsons Promontory	2011	1281
Wonthaggi - Inverloch	2011	466
Churchill	2011	469
Moe - Newborough	2011	403
Morwell	2011	391
Traralgon	2011	563
Yallourn North - Glengarry	2011	532
Alps - West	2011	500
Longford - Loch Sport	2011	420
Maffra	2011	469
Rosedale	2011	526
Sale	2011	520
Yarram	2011	419
Brunswick	2011	686
Brunswick East	2011	739
Brunswick West	2011	649
Coburg	2011	548
Pascoe Vale South	2011	596
Alphington - Fairfield	2011	738
Northcote	2011	736
Thornbury	2011	641
Ascot Vale	2011	710
Essendon - Aberfeldie	2011	720
Flemington	2011	587
Moonee Ponds	2011	763
Carlton	2011	362
Docklands	2011	1060
East Melbourne	2011	1172
Flemington Racecourse	2011	941
Kensington (Vic.)	2011	920
Melbourne	2011	560
North Melbourne	2011	661
Parkville	2011	327
South Yarra - West	2011	1106
Southbank	2011	987
West Melbourne	2011	0
Albert Park	2011	1067
Elwood	2011	1061
Port Melbourne	2011	1090
Port Melbourne Industrial	2011	1124
South Melbourne	2011	945
St Kilda	2011	958
St Kilda East	2011	870
Armadale	2011	955
Prahran - Windsor	2011	933
South Yarra - East	2011	993
Toorak	2011	1031
Abbotsford	2011	855
Carlton North - Princes Hill	2011	840
Collingwood	2011	742
Fitzroy	2011	788
Fitzroy North	2011	839
Richmond (Vic.)	2011	927
Yarra - North	2011	907
Ashburton (Vic.)	2011	667
Balwyn	2011	651
Balwyn North	2011	626
Camberwell	2011	793
Glen Iris - East	2011	848
Hawthorn	2011	831
Hawthorn East	2011	858
Kew	2011	842
Kew East	2011	759
Surrey Hills (West) - Canterbury	2011	801
Bulleen	2011	511
Doncaster	2011	525
Templestowe	2011	614
Templestowe Lower	2011	570
Doncaster East (North)	2011	553
Doncaster East (South)	2011	512
Blackburn	2011	622
Blackburn South	2011	545
Box Hill	2011	499
Box Hill North	2011	580
Burwood	2011	383
Burwood East	2011	459
Surrey Hills (East) - Mont Albert	2011	745
Beaumaris	2011	736
Brighton (Vic.)	2011	883
Brighton East	2011	741
Cheltenham - Highett (West)	2011	678
Hampton	2011	698
Sandringham - Black Rock	2011	777
Bentleigh - McKinnon	2011	648
Carnegie	2011	652
Caulfield - North	2011	775
Caulfield - South	2011	708
Elsternwick	2011	810
Hughesdale	2011	581
Murrumbeena	2011	706
Ormond - Glen Huntly	2011	662
Bentleigh East (North)	2011	614
Bentleigh East (South)	2011	579
Aspendale Gardens - Waterways	2011	670
Braeside	2011	3000
Carrum - Patterson Lakes	2011	649
Chelsea - Bonbeach	2011	619
Chelsea Heights	2011	606
Cheltenham - Highett (East)	2011	591
Edithvale - Aspendale	2011	660
Mentone	2011	665
Moorabbin - Heatherton	2011	628
Moorabbin Airport	2011	0
Mordialloc - Parkdale	2011	677
Malvern - Glen Iris	2011	869
Malvern East	2011	706
Bundoora - East	2011	502
Greensborough	2011	633
Heidelberg - Rosanna	2011	664
Heidelberg West	2011	451
Ivanhoe	2011	729
Ivanhoe East - Eaglemont	2011	824
Montmorency - Briar Hill	2011	681
Viewbank - Yallambie	2011	630
Watsonia	2011	589
Kingsbury	2011	392
Reservoir - East	2011	433
Reservoir - West	2011	436
Preston - East	2011	493
Preston - West	2011	560
Eltham	2011	719
Hurstbridge	2011	665
Kinglake	2011	547
Panton Hill - St Andrews	2011	646
Plenty - Yarrambat	2011	698
Research - North Warrandyte	2011	729
Wattle Glen - Diamond Creek	2011	682
Bundoora - North	2011	560
Bundoora - West	2011	446
Lalor	2011	361
Mill Park - North	2011	547
Mill Park - South	2011	525
Thomastown	2011	359
Wallan	2011	626
Whittlesea	2011	583
Doreen	2011	806
Epping - East	2011	521
Epping - South	2011	472
Epping - West	2011	685
Mernda	2011	773
South Morang (North)	2011	706
South Morang (South)	2011	638
Wollert	2011	607
Airport West	2011	538
Essendon Airport	2011	0
Keilor	2011	583
Keilor East	2011	476
Niddrie - Essendon West	2011	635
Strathmore	2011	683
Gisborne	2011	649
Macedon	2011	672
Riddells Creek	2011	673
Romsey	2011	577
Coburg North	2011	463
Fawkner	2011	362
Pascoe Vale	2011	587
Glenroy	2011	421
Gowanbrae	2011	711
Hadfield	2011	411
Sunbury	2011	629
Sunbury - South	2011	625
Broadmeadows	2011	335
Campbellfield - Coolaroo	2011	312
Gladstone Park - Westmeadows	2011	539
Greenvale - Bulla	2011	553
Meadow Heights	2011	315
Melbourne Airport	2011	743
Roxburgh Park - Somerton	2011	401
Tullamarine	2011	555
Craigieburn - Central	2011	533
Craigieburn - North	2011	673
Craigieburn - South	2011	550
Craigieburn - West	2011	673
Mickleham - Yuroke	2011	615
Bayswater	2011	573
Knoxfield - Scoresby	2011	597
Lysterfield	2011	698
Rowville - Central	2011	598
Rowville - North	2011	661
Rowville - South	2011	668
Wantirna	2011	604
Wantirna South	2011	552
Boronia	2011	588
Ferntree Gully (North)	2011	576
Ferntree Gully (South) - Upper Ferntree Gully	2011	590
The Basin	2011	649
Donvale - Park Orchards	2011	653
Warrandyte - Wonga Park	2011	709
Bayswater North	2011	628
Croydon Hills - Warranwood	2011	652
Ringwood	2011	576
Ringwood East	2011	620
Ringwood North	2011	662
Croydon - East	2011	597
Croydon - West	2011	564
Croydon South	2011	605
Forest Hill	2011	533
Mitcham (Vic.)	2011	651
Nunawading	2011	594
Vermont	2011	592
Vermont South	2011	563
Belgrave - Selby	2011	631
Chirnside Park	2011	588
Healesville - Yarra Glen	2011	526
Kilsyth	2011	554
Lilydale - Coldstream	2011	593
Monbulk - Silvan	2011	537
Montrose	2011	613
Mooroolbark	2011	595
Mount Dandenong - Olinda	2011	655
Mount Evelyn	2011	614
Upwey - Tecoma	2011	635
Wandin - Seville	2011	598
Yarra Valley	2011	487
Beaconsfield - Officer	2011	679
Bunyip - Garfield	2011	536
Emerald - Cockatoo	2011	601
Koo Wee Rup	2011	511
Pakenham - North	2011	619
Pakenham - South	2011	592
Berwick - North	2011	611
Berwick - South	2011	701
Doveton	2011	370
Hallam	2011	465
Narre Warren North	2011	626
Endeavour Hills - North	2011	508
Endeavour Hills - South	2011	505
Narre Warren - North East	2011	580
Narre Warren - South West	2011	533
Cranbourne	2011	528
Cranbourne East	2011	639
Cranbourne North	2011	616
Cranbourne South	2011	607
Cranbourne West	2011	586
Hampton Park - Lynbrook	2011	507
Lynbrook - Lyndhurst	2011	698
Pearcedale - Tooradin	2011	581
Narre Warren South (East)	2011	631
Narre Warren South (West)	2011	615
Clarinda - Oakleigh South	2011	446
Clayton South	2011	411
Dandenong	2011	375
Dandenong North	2011	430
Dingley Village	2011	606
Keysborough	2011	484
Noble Park North	2011	441
Springvale	2011	352
Springvale South	2011	383
Noble Park - East	2011	434
Noble Park - West	2011	391
Ashwood - Chadstone	2011	543
Clayton	2011	338
Glen Waverley - East	2011	538
Glen Waverley - West	2011	498
Mount Waverley - North	2011	560
Mount Waverley - South	2011	573
Mulgrave	2011	543
Oakleigh - Huntingdale	2011	537
Wheelers Hill	2011	583
Ardeer - Albion	2011	417
Cairnlea	2011	555
Deer Park - Derrimut	2011	540
Delahey	2011	441
Keilor Downs	2011	471
Kings Park (Vic.)	2011	367
St Albans - North	2011	357
St Albans - South	2011	346
Sunshine	2011	411
Sunshine North	2011	353
Sunshine West	2011	366
Sydenham	2011	610
Taylors Lakes	2011	570
Altona	2011	573
Altona Meadows	2011	529
Altona North	2011	407
Newport	2011	762
Seabrook	2011	617
Williamstown	2011	752
Braybrook	2011	379
Footscray	2011	487
Maribyrnong	2011	701
Seddon - Kingsville	2011	771
West Footscray - Tottenham	2011	547
Yarraville	2011	768
Bacchus Marsh	2011	560
Hillside	2011	641
Melton	2011	523
Melton South	2011	530
Melton West	2011	610
Rockbank - Mount Cottrell	2011	468
Taylors Hill	2011	688
Burnside	2011	510
Burnside Heights	2011	706
Caroline Springs	2011	724
Hoppers Crossing - North	2011	580
Hoppers Crossing - South	2011	516
Laverton	2011	462
Tarneit	2011	702
Truganina	2011	724
Werribee - South	2011	522
Wyndham Vale	2011	659
Point Cook - East	2011	912
Point Cook - North	2011	813
Point Cook - South	2011	904
Werribee - East	2011	482
Werribee - West	2011	599
Carrum Downs	2011	592
Frankston	2011	530
Frankston North	2011	455
Frankston South	2011	594
Langwarrin	2011	627
Seaford (Vic.)	2011	558
Skye - Sandhurst	2011	731
Dromana	2011	484
Flinders	2011	656
Hastings - Somers	2011	539
Mornington	2011	554
Mount Eliza	2011	662
Mount Martha	2011	618
Point Nepean	2011	491
Rosebud - McCrae	2011	422
Somerville	2011	573
Ararat	2011	488
Ararat Region	2011	463
Horsham	2011	531
Horsham Region	2011	527
Nhill Region	2011	445
St Arnaud	2011	400
Stawell	2011	466
West Wimmera	2011	491
Yarriambiack	2011	425
Irymple	2011	506
Merbein	2011	427
Mildura Region	2011	486
Red Cliffs	2011	427
Mildura - North	2011	452
Mildura - South	2011	476
Buloke	2011	406
Gannawarra	2011	431
Kerang	2011	408
Robinvale	2011	442
Swan Hill	2011	508
Swan Hill Region	2011	453
Echuca	2011	509
Kyabram	2011	458
Lockington - Gunbower	2011	443
Rochester	2011	468
Rushworth	2011	392
Cobram	2011	421
Moira	2011	474
Numurkah	2011	438
Yarrawonga	2011	434
Mooroopna	2011	478
Shepparton - North	2011	544
Shepparton - South	2011	495
Shepparton Region - East	2011	552
Shepparton Region - West	2011	489
Glenelg (Vic.)	2011	442
Hamilton (Vic.)	2011	512
Portland	2011	480
Southern Grampians	2011	491
Camperdown	2011	445
Colac	2011	498
Colac Region	2011	509
Corangamite - North	2011	439
Corangamite - South	2011	528
Otway	2011	475
Moyne - East	2011	540
Moyne - West	2011	522
Warrnambool - North	2011	536
Warrnambool - South	2011	526
Migratory - Offshore - Shipping (Vic.)	2011	1949
No usual address (Vic.)	2011	352
Alexandra Hills	2011	626
Belmont - Gumdale	2011	732
Birkdale	2011	627
Capalaba	2011	629
Thorneside	2011	670
Wellington Point	2011	688
Cleveland	2011	585
Ormiston	2011	639
Redland Bay	2011	643
Sheldon - Mount Cotton	2011	798
Thornlands	2011	662
Victoria Point	2011	541
Redland Islands	2011	371
Brisbane Port - Lytton	2011	1083
Manly - Lota	2011	670
Manly West	2011	662
Murarrie	2011	808
Tingalpa	2011	722
Wakerley	2011	936
Wynnum	2011	633
Wynnum West - Hemmant	2011	627
Bald Hills	2011	682
Bridgeman Downs	2011	773
Carseldine	2011	634
Everton Park	2011	694
McDowall	2011	776
Aspley	2011	652
Chermside	2011	630
Chermside West	2011	660
Geebung	2011	610
Kedron - Gordon Park	2011	804
Stafford	2011	666
Stafford Heights	2011	628
Wavell Heights	2011	769
Boondall	2011	592
Brisbane Airport	2011	763
Eagle Farm - Pinkenba	2011	681
Northgate - Virginia	2011	732
Nudgee - Banyo	2011	651
Nundah	2011	763
Bracken Ridge	2011	659
Brighton (Qld)	2011	617
Deagon	2011	569
Sandgate - Shorncliffe	2011	633
Taigum - Fitzgibbon	2011	650
Zillmere	2011	565
Camp Hill	2011	856
Cannon Hill	2011	707
Carina	2011	725
Carina Heights	2011	675
Carindale	2011	675
Annerley	2011	698
Coorparoo	2011	834
Fairfield - Dutton Park	2011	572
Greenslopes	2011	771
Holland Park	2011	729
Holland Park West	2011	777
Woolloongabba	2011	598
Yeronga	2011	765
Eight Mile Plains	2011	572
Macgregor (Qld)	2011	422
Mansfield (Qld)	2011	580
Mount Gravatt	2011	651
Rochedale - Burbank	2011	679
Upper Mount Gravatt	2011	528
Wishart	2011	646
Coopers Plains	2011	485
Moorooka	2011	661
Robertson	2011	407
Salisbury - Nathan	2011	543
Tarragindi	2011	764
Algester	2011	652
Calamvale - Stretton	2011	608
Pallara - Willawong	2011	751
Parkinson - Drewvale	2011	728
Rocklea - Acacia Ridge	2011	464
Kuraby	2011	590
Runcorn	2011	537
Sunnybank	2011	417
Sunnybank Hills	2011	489
Jindalee - Mount Ommaney	2011	718
Middle Park - Jamboree Heights	2011	705
Riverhills	2011	773
Seventeen Mile Rocks - Sinnamon Park	2011	825
Westlake	2011	766
Bellbowrie - Moggill	2011	745
Brookfield - Kenmore Hills	2011	759
Chapel Hill	2011	786
Fig Tree Pocket	2011	864
Kenmore	2011	757
Pinjarra Hills - Pullenvale	2011	814
Chelmer - Graceville	2011	849
Corinda	2011	710
Indooroopilly	2011	667
Sherwood	2011	807
St Lucia	2011	332
Taringa	2011	757
Enoggera	2011	833
Enoggera Reservoir	2011	900
Keperra	2011	576
Mitchelton	2011	759
Mount Coot-tha	2011	0
The Gap	2011	745
Upper Kedron - Ferny Grove	2011	755
Brisbane City	2011	875
Fortitude Valley	2011	953
Highgate Hill	2011	679
Kangaroo Point	2011	911
New Farm	2011	907
South Brisbane	2011	668
Spring Hill	2011	777
West End	2011	727
Balmoral	2011	950
Bulimba	2011	1054
East Brisbane	2011	773
Hawthorne	2011	974
Morningside - Seven Hills	2011	868
Norman Park	2011	974
Albion	2011	812
Alderley	2011	869
Ascot	2011	912
Clayfield	2011	839
Grange	2011	895
Hamilton (Qld)	2011	949
Hendra	2011	831
Kelvin Grove - Herston	2011	592
Newmarket	2011	761
Newstead - Bowen Hills	2011	1160
Wilston	2011	888
Windsor	2011	806
Wooloowin - Lutwyche	2011	820
Ashgrove	2011	841
Auchenflower	2011	861
Bardon	2011	879
Paddington - Milton	2011	962
Red Hill (Qld)	2011	911
Toowong	2011	739
Brinsmead	2011	752
Clifton Beach - Kewarra Beach	2011	670
Freshwater - Stratford	2011	736
Redlynch	2011	752
Trinity Beach - Smithfield	2011	623
Yorkeys Knob - Machans Beach	2011	636
Bentley Park	2011	630
Cairns City	2011	631
Earlville - Bayview Heights	2011	620
Edmonton	2011	608
Gordonvale - Trinity	2011	565
Kanimbla - Mooroobool	2011	654
Lamb Range	2011	0
Manoora	2011	511
Manunda	2011	503
Mount Sheridan	2011	681
Westcourt - Bungalow	2011	522
White Rock	2011	558
Whitfield - Edge Hill	2011	695
Woree	2011	525
Babinda	2011	489
Innisfail	2011	458
Johnstone	2011	508
Tully	2011	534
Wooroonooran	2011	0
Yarrabah	2011	274
Daintree	2011	518
Port Douglas	2011	654
Atherton	2011	480
Herberton	2011	371
Kuranda	2011	466
Malanda - Yungaburra	2011	465
Mareeba	2011	476
Balonne	2011	569
Chinchilla	2011	616
Goondiwindi	2011	639
Inglewood - Waggamba	2011	464
Miles - Wandoan	2011	522
Roma	2011	716
Roma Region	2011	563
Tara	2011	373
Crows Nest - Rosalie	2011	397
Jondaryan	2011	520
Millmerran	2011	467
Pittsworth	2011	516
Wambo	2011	568
Clifton - Greenmount	2011	431
Southern Downs - East	2011	436
Southern Downs - West	2011	404
Stanthorpe	2011	430
Stanthorpe Region	2011	427
Warwick	2011	481
Central Highlands - East	2011	821
Central Highlands - West	2011	653
Emerald	2011	919
Berserker	2011	515
Bouldercombe	2011	553
Emu Park	2011	497
Frenchville - Mount Archer	2011	656
Glenlee - Rockyview	2011	714
Gracemere	2011	659
Lakes Creek	2011	587
Mount Morgan	2011	365
Norman Gardens	2011	680
Park Avenue	2011	540
Parkhurst - Kawana	2011	597
Rockhampton - West	2011	567
Rockhampton City	2011	472
Rockhampton Region - East	2011	544
Rockhampton Region - North	2011	508
Rockhampton Region - West	2011	597
Shoalwater Bay	2011	374
The Range - Allenstown	2011	594
Yeppoon	2011	575
Banana	2011	579
Biloela	2011	704
Agnes Water - Miriam Vale	2011	390
Boyne Island - Tannum Sands	2011	772
Callemondah	2011	450
Clinton - New Auckland	2011	791
Gladstone	2011	702
Gladstone Hinterland	2011	682
Kin Kora - Sun Valley	2011	774
South Trees	2011	0
Telina - Toolooa	2011	779
West Gladstone	2011	657
Broadbeach Waters	2011	603
Burleigh Heads	2011	602
Burleigh Waters	2011	535
Mermaid Beach - Broadbeach	2011	690
Mermaid Waters	2011	545
Miami	2011	619
Coolangatta	2011	497
Currumbin - Tugun	2011	570
Currumbin Waters	2011	511
Elanora	2011	519
Palm Beach	2011	554
Arundel	2011	559
Biggera Waters	2011	537
Coombabah	2011	465
Labrador	2011	494
Paradise Point - Hollywell	2011	598
Runaway Bay	2011	578
Guanaba - Springbrook	2011	561
Tamborine - Canungra	2011	531
Currumbin Valley - Tallebudgera	2011	551
Mudgeeraba - Bonogin	2011	584
Reedy Creek - Andrews	2011	606
Carrara	2011	582
Highland Park	2011	538
Nerang - Mount Nathan	2011	523
Pacific Pines - Gaven	2011	647
Worongary - Tallai	2011	554
Coomera	2011	708
Helensvale	2011	583
Hope Island	2011	717
Jacobs Well - Alberton	2011	592
Ormeau - Yatala	2011	693
Oxenford - Maudsland	2011	623
Pimpama	2011	703
Upper Coomera - Willow Vale	2011	654
Clear Island Waters	2011	550
Merrimac	2011	590
Robina	2011	555
Varsity Lakes	2011	522
Ashmore	2011	561
Molendinar	2011	517
Parkwood	2011	553
Southport - North	2011	453
Southport - South	2011	479
Benowa	2011	573
Bundall	2011	635
Main Beach	2011	798
Surfers Paradise	2011	596
Darra - Sumner	2011	509
Durack	2011	486
Forest Lake - Doolandella	2011	691
Inala - Richlands	2011	358
Oxley (Qld)	2011	669
Wacol	2011	381
Boonah	2011	480
Esk	2011	380
Lake Manchester - England Creek	2011	0
Lockyer Valley - East	2011	448
Lowood	2011	477
Rosewood	2011	559
Brassall	2011	567
Bundamba	2011	511
Churchill - Yamanto	2011	619
Ipswich - Central	2011	497
Ipswich - East	2011	522
Ipswich - North	2011	709
Karalee - Barellan Point	2011	761
Karana Downs	2011	775
Leichhardt - One Mile	2011	483
North Ipswich - Tivoli	2011	484
Raceview	2011	615
Ripley	2011	685
Riverview	2011	419
Bellbird Park - Brookwater	2011	714
Camira - Gailes	2011	593
Carole Park	2011	0
Collingwood Park - Redbank	2011	613
Goodna	2011	488
New Chum	2011	0
Redbank Plains	2011	613
Springfield	2011	751
Springfield Lakes	2011	849
Beaudesert	2011	466
Beenleigh	2011	487
Eagleby	2011	442
Edens Landing - Holmview	2011	637
Mount Warren Park	2011	590
Wolffdene - Bahrs Scrub	2011	632
Boronia Heights - Park Ridge	2011	510
Browns Plains	2011	598
Chambers Flat - Logan Reserve	2011	538
Crestmead	2011	581
Greenbank Military Camp	2011	0
Hillcrest	2011	658
Marsden	2011	542
Munruben - Park Ridge South	2011	633
Regents Park - Heritage Park	2011	652
Greenbank	2011	670
Jimboomba	2011	626
Logan Village	2011	609
Bethania - Waterford	2011	533
Cornubia - Carbrook	2011	652
Loganholme - Tanah Merah	2011	664
Loganlea	2011	546
Shailer Park	2011	707
Waterford West	2011	511
Daisy Hill	2011	643
Kingston (Qld.)	2011	414
Logan Central	2011	372
Rochedale South - Priestdale	2011	667
Slacks Creek	2011	513
Springwood	2011	695
Underwood	2011	688
Woodridge	2011	410
Bowen	2011	553
Broadsound - Nebo	2011	1038
Clermont	2011	717
Collinsville	2011	570
Moranbah	2011	1276
Andergrove - Beaconsfield	2011	690
East Mackay	2011	700
Eimeo - Rural View	2011	922
Eungella Hinterland	2011	0
Mackay	2011	726
Mackay Harbour	2011	1094
Mount Pleasant - Glenella	2011	755
North Mackay	2011	652
Ooralea - Bakers Creek	2011	781
Pioneer Valley	2011	658
Sarina	2011	636
Seaforth - Calen	2011	580
Shoal Point - Bucasia	2011	812
Slade Point	2011	674
South Mackay	2011	665
Walkerston - Eton	2011	720
West Mackay	2011	670
Airlie - Whitsundays	2011	720
Cape Conway	2011	0
Proserpine	2011	557
Beachmere - Sandstone Point	2011	440
Bribie Island	2011	409
Burpengary - East	2011	609
Caboolture	2011	472
Caboolture - South	2011	508
Elimbah	2011	590
Morayfield - East	2011	540
Wamuran	2011	565
Kilcoy	2011	459
Woodford - D'Aguilar	2011	488
Burpengary	2011	576
Deception Bay	2011	475
Morayfield	2011	578
Narangba	2011	700
Upper Caboolture	2011	582
Clontarf	2011	528
Margate - Woody Point	2011	510
Redcliffe	2011	505
Rothwell - Kippa-Ring	2011	501
Scarborough - Newport - Moreton Island	2011	565
Albany Creek	2011	711
Cashmere	2011	789
Dayboro	2011	661
Eatons Hill	2011	809
The Hills District	2011	757
Samford Valley	2011	750
Dakabin - Kallangur	2011	610
Murrumba Downs - Griffin	2011	722
North Lakes - Mango Hill	2011	754
Bray Park	2011	639
Lawnton	2011	567
Petrie	2011	674
Strathpine - Brendale	2011	604
Aurukun	2011	259
Cape York	2011	371
Croydon - Etheridge	2011	483
Kowanyama - Pormpuraaw	2011	293
Northern Peninsula	2011	436
Tablelands	2011	419
Torres	2011	684
Torres Strait Islands	2011	313
Weipa	2011	1236
Carpentaria	2011	421
Mount Isa	2011	950
Mount Isa Region	2011	911
Northern Highlands	2011	640
Barcaldine - Blackall	2011	541
Charleville	2011	568
Far Central West	2011	588
Far South West	2011	558
Longreach	2011	670
Buderim - North	2011	532
Buderim - South	2011	595
Mountain Creek	2011	606
Sippy Downs	2011	433
Aroona - Currimundi	2011	489
Buddina - Minyama	2011	559
Caloundra - Kings Beach	2011	476
Caloundra - West	2011	507
Golden Beach - Pelican Waters	2011	499
Moffat Beach - Battery Hill	2011	503
Parrearra - Warana	2011	553
Wurtulla - Birtinya	2011	512
Coolum Beach	2011	552
Marcoola - Mudjimba	2011	558
Maroochydore - Kuluin	2011	519
Mooloolaba - Alexandra Headland	2011	601
Noosa Heads	2011	579
Noosaville	2011	524
Sunshine Beach	2011	592
Tewantin	2011	450
Peregian Beach - Marcus Beach	2011	578
Peregian Springs	2011	596
Beerwah	2011	494
Caloundra Hinterland	2011	468
Glass House Mountains	2011	491
Landsborough	2011	530
Maroochy Hinterland	2011	482
Palmwoods	2011	518
Bli Bli	2011	537
Diddillibah - Rosemount	2011	502
Eumundi - Yandina	2011	510
Nambour	2011	488
Noosa Hinterland	2011	479
Cambooya - Wyreema	2011	641
Darling Heights	2011	530
Drayton - Harristown	2011	491
Gatton	2011	420
Gowrie (Qld)	2011	607
Highfields	2011	654
Lockyer Valley - West	2011	525
Middle Ridge	2011	720
Newtown (Qld)	2011	518
North Toowoomba - Harlaxton	2011	515
Rangeville	2011	617
Toowoomba - Central	2011	545
Toowoomba - East	2011	648
Toowoomba - West	2011	661
Wilsonton	2011	490
Ayr	2011	540
Burdekin	2011	541
Charters Towers	2011	487
Dalrymple	2011	486
Ingham	2011	448
Ingham Region	2011	500
Palm Island	2011	290
Aitkenvale	2011	589
Annandale	2011	774
Belgian Gardens - Pallarenda	2011	672
Bohle Plains	2011	776
Condon - Rasmussen	2011	581
Cranbrook	2011	574
Deeragun	2011	777
Douglas	2011	559
Garbutt - West End	2011	625
Gulliver - Currajong - Vincent	2011	587
Heatley	2011	577
Hermit Park - Rosslea	2011	668
Hyde Park - Pimlico	2011	654
Kelso	2011	641
Kirwan - East	2011	589
Kirwan - West	2011	757
Magnetic Island	2011	505
Mount Louisa	2011	788
Mundingburra	2011	579
Northern Beaches	2011	572
Oonoonba	2011	797
South Townsville - Railway Estate	2011	738
Townsville - South	2011	652
Townsville City - North Ward	2011	903
Wulguru - Roseneath	2011	577
Ashfield - Kepnock	2011	443
Bargara - Burnett Heads	2011	464
Branyan - Kensington	2011	475
Bundaberg	2011	393
Bundaberg East - Kalkie	2011	492
Bundaberg North - Gooburrum	2011	396
Bundaberg Region - North	2011	410
Bundaberg Region - South	2011	396
Millbank - Avoca	2011	446
Svensson Heights - Norville	2011	412
Walkervale - Avenell Heights	2011	428
Gayndah - Mundubbera	2011	456
Gin Gin	2011	349
Kingaroy	2011	519
Kingaroy Region - North	2011	368
Kingaroy Region - South	2011	433
Monto - Eidsvold	2011	406
Nanango	2011	354
North Burnett	2011	350
Cooloola	2011	365
Gympie - North	2011	431
Gympie - South	2011	501
Gympie Region	2011	414
Kilkivan	2011	371
Booral - River Heads	2011	398
Craignish - Dundowran Beach	2011	469
Pialba - Eli Waters	2011	388
Point Vernon	2011	391
Torquay - Scarness - Kawungan	2011	395
Urangan - Wondunna	2011	406
Burrum - Fraser	2011	375
Granville	2011	405
Maryborough (Qld)	2011	405
Maryborough Region - South	2011	370
Tinana	2011	514
Migratory - Offshore - Shipping (Qld)	2011	660
No usual address (Qld)	2011	379
Adelaide	2011	485
North Adelaide	2011	722
Adelaide Hills	2011	594
Aldgate - Stirling	2011	741
Hahndorf - Echunga	2011	612
Lobethal - Woodside	2011	599
Mount Barker	2011	585
Mount Barker Region	2011	595
Nairne	2011	639
Uraidla - Summertown	2011	655
Burnside - Wattle Park	2011	694
Glenside - Beaumont	2011	733
Toorak Gardens	2011	731
Athelstone	2011	598
Paradise - Newton	2011	482
Rostrevor - Magill	2011	519
Norwood (SA)	2011	684
Payneham - Felixstow	2011	518
St Peters - Marden	2011	642
Nailsworth - Broadview	2011	693
Prospect	2011	646
Walkerville	2011	702
Goodwood - Millswood	2011	727
Unley - Parkside	2011	718
Gawler - North	2011	608
Gawler - South	2011	511
Lewiston - Two Wells	2011	545
Craigmore - Blakeview	2011	585
Davoren Park	2011	432
Elizabeth	2011	363
Elizabeth East	2011	458
Munno Para West - Angle Vale	2011	634
One Tree Hill	2011	623
Smithfield - Elizabeth North	2011	373
Virginia - Waterloo Corner	2011	386
Enfield - Blair Athol	2011	424
Northgate - Oakden - Gilles Plains	2011	530
Windsor Gardens	2011	520
Dry Creek - North	2011	0
Ingle Farm	2011	494
Para Hills	2011	536
Parafield	2011	90
Parafield Gardens	2011	426
Paralowie	2011	541
Salisbury	2011	401
Salisbury East	2011	524
Salisbury North	2011	489
Mawson Lakes - Globe Derby Park	2011	794
Pooraka - Cavan	2011	462
Golden Grove	2011	633
Greenwith	2011	693
Highbury - Dernancourt	2011	638
Hope Valley - Modbury	2011	472
Modbury Heights	2011	620
Redwood Park	2011	632
St Agnes - Ridgehaven	2011	567
Brighton (SA)	2011	609
Glenelg (SA)	2011	672
Edwardstown	2011	533
Hallett Cove	2011	627
Marino - Seaview Downs	2011	635
Mitchell Park	2011	456
Morphettville	2011	535
Sheidow Park - Trott Park	2011	673
Warradale	2011	510
Belair	2011	723
Bellevue Heights	2011	519
Blackwood	2011	698
Colonel Light Gardens	2011	660
Mitcham (SA)	2011	696
Panorama	2011	526
Aberfoyle Park	2011	627
Aldinga	2011	526
Christie Downs	2011	392
Christies Beach	2011	466
Clarendon	2011	646
Coromandel Valley	2011	747
Flagstaff Hill	2011	675
Hackham - Onkaparinga Hills	2011	519
Hackham West - Huntfield Heights	2011	405
Happy Valley	2011	621
Happy Valley Reservoir	2011	0
Lonsdale	2011	350
McLaren Vale	2011	552
Morphett Vale - East	2011	513
Morphett Vale - West	2011	467
Reynella	2011	546
Seaford (SA)	2011	546
Willunga	2011	539
Woodcroft	2011	604
Beverley	2011	546
Flinders Park	2011	475
Henley Beach	2011	597
Hindmarsh - Brompton	2011	533
Royal Park - Hendon - Albert Park	2011	475
