SA2_NAME16	Year	averageHouseholdSize
Sydney Airport	2011	0
Marrickville	2011	2.5
Petersham - Stanmore	2011	2.2
Sydenham - Tempe - St Peters	2011	2.4
Darlinghurst	2011	1.7
Erskineville - Alexandria	2011	2
Glebe - Forest Lodge	2011	2
Newtown - Camperdown - Darlington	2011	2.1
Potts Point - Woolloomooloo	2011	1.6
Pyrmont - Ultimo	2011	2.1
Redfern - Chippendale	2011	2
Surry Hills	2011	1.8
Sydney - Haymarket - The Rocks	2011	2.1
Waterloo - Beaconsfield	2011	2.1
Bondi - Tamarama - Bronte	2011	2.3
Bondi Beach - North Bondi	2011	2.2
Bondi Junction - Waverly	2011	2.2
Centennial Park	2011	0
Double Bay - Bellevue Hill	2011	2.2
Dover Heights	2011	2.5
Paddington - Moore Park	2011	2
Rose Bay - Vaucluse - Watsons Bay	2011	2.7
Woollahra	2011	2.1
Coogee - Clovelly	2011	2.3
Malabar - La Perouse - Chifley	2011	2.7
Kensington (NSW)	2011	2.4
Kingsford	2011	2.6
Maroubra - North	2011	2.6
Maroubra - South	2011	2.3
Maroubra - West	2011	2.6
Randwick - North	2011	2.2
Randwick - South	2011	2.4
Bass Hill - Georges Hall	2011	3
Chullora	2011	0
Condell Park	2011	3.2
Greenacre - Mount Lewis	2011	3.3
Padstow	2011	2.7
Panania - Milperra - Picnic Point	2011	2.8
Revesby	2011	2.8
Yagoona - Birrong	2011	3.1
Bankstown - North	2011	2.9
Bankstown - South	2011	3.1
Belmore - Belfield	2011	2.8
Canterbury (South) - Campsie	2011	2.8
Kingsgrove (North) - Earlwood	2011	2.8
Punchbowl	2011	3.3
Roselands	2011	2.9
Lakemba	2011	3
Wiley Park	2011	3
Hurstville	2011	2.9
Mortdale - Penshurst	2011	2.6
Narwee - Beverly Hills	2011	2.7
Oatley - Hurstville Grove	2011	2.8
Peakhurst - Lugarno	2011	2.8
Riverwood	2011	2.5
South Hurstville - Blakehurst	2011	2.9
Arncliffe - Bardwell Valley	2011	2.8
Bexley	2011	2.9
Kingsgrove (South) - Bardwell Park	2011	2.9
Kogarah	2011	2.6
Kogarah Bay - Carlton - Allawah	2011	2.7
Monterey - Brighton-le-Sands - Kyeemagh	2011	2.3
Rockdale - Banksia	2011	2.8
Sans Souci - Ramsgate	2011	2.4
Concord - Mortlake - Cabarita	2011	2.7
Concord West - North Strathfield	2011	2.6
Drummoyne - Rodd Point	2011	2.4
Five Dock - Abbotsford	2011	2.4
Balmain	2011	2.2
Leichhardt - Annandale	2011	2.3
Lilyfield - Rozelle	2011	2.3
Ashfield	2011	2.4
Burwood - Croydon	2011	2.8
Canterbury (North) - Ashbury	2011	2.7
Croydon Park - Enfield	2011	2.7
Dulwich Hill - Lewisham	2011	2.3
Haberfield - Summer Hill	2011	2.5
Homebush	2011	2.7
Strathfield	2011	2.9
Strathfield South	2011	2.9
Chatswood (East) - Artarmon	2011	2.5
Chatswood (West) - Lane Cove North	2011	2.5
Lane Cove - Greenwich	2011	2.6
St Leonards - Naremburn	2011	2.2
Willoughby - Castle Cove - Northbridge	2011	2.8
Asquith - Mount Colah	2011	3
Berowra - Brooklyn - Cowan	2011	3
Normanhurst - Thornleigh - Westleigh	2011	2.9
Hornsby - East	2011	2.3
Hornsby - West	2011	2.7
Waitara - Wahroonga (West)	2011	2.4
Gordon - Killara	2011	2.9
Lindfield - Roseville	2011	3
Pymble	2011	3.1
St Ives	2011	2.9
Turramurra	2011	2.8
Wahroonga (East) - Warrawee	2011	3
Cremorne - Cammeray	2011	2.1
Crows Nest - Waverton	2011	2
Mosman	2011	2.3
Neutral Bay - Kirribilli	2011	1.9
North Sydney - Lavender Bay	2011	1.9
Balgowlah - Clontarf - Seaforth	2011	2.8
Manly - Fairlight	2011	2.2
Avalon - Palm Beach	2011	2.7
Bayview - Elanora Heights	2011	2.7
Newport - Bilgola	2011	2.7
Warriewood - Mona Vale	2011	2.8
Beacon Hill - Narraweena	2011	2.9
Cromer	2011	2.8
Dee Why - North Curl Curl	2011	2.3
Forestville - Killarney Heights	2011	2.9
Frenchs Forest - Belrose	2011	3
Freshwater - Brookvale	2011	2.5
Manly Vale - Allambie Heights	2011	2.7
Narrabeen - Collaroy	2011	2.5
Terrey Hills - Duffys Forest	2011	3.1
Camden - Ellis Lane	2011	2.7
Elderslie - Harrington Park	2011	3.1
Mount Annan - Currans Hill	2011	3.2
Bradbury - Wedderburn	2011	2.9
Campbelltown - Woodbine	2011	2.7
Claymore - Eagle Vale - Raby	2011	3.2
Holsworthy Military Area	2011	0
Ingleburn - Denham Court	2011	2.8
Leumeah - Minto Heights	2011	2.7
Macquarie Fields - Glenfield	2011	2.9
Minto - St Andrews	2011	3.1
Rosemeadow - Glen Alpine	2011	3.1
Bargo	2011	2.9
Douglas Park - Appin	2011	3.1
Picton - Tahmoor - Buxton	2011	2.8
The Oaks - Oakdale	2011	3.1
Blackheath - Megalong Valley	2011	2.1
Blaxland - Warrimoo - Lapstone	2011	2.8
Blue Mountains - North	2011	3
Katoomba - Leura	2011	2.1
Lawson - Hazelbrook - Linden	2011	2.6
Springwood - Winmalee	2011	2.7
Wentworth Falls	2011	2.3
Blue Mountains - South	2011	0
Cambridge Park	2011	2.9
Castlereagh - Cranebrook	2011	3.1
Emu Plains - Leonay	2011	2.8
Glenmore Park - Regentville	2011	3.2
Jamisontown - South Penrith	2011	2.7
Kingswood - Werrington	2011	2.6
Mulgoa - Luddenham - Orchard Hills	2011	3.1
Penrith	2011	2.2
Warragamba - Silverdale	2011	3.1
Richmond - Clarendon	2011	2.4
Windsor - Bligh Park	2011	2.8
Yarramundi - Londonderry	2011	3.4
Erskine Park	2011	3.4
St Clair	2011	3.2
Colyton - Oxley Park	2011	2.9
St Marys - North St Marys	2011	2.6
Homebush Bay - Silverwater	2011	2.5
Rookwood Cemetery	2011	0
Auburn - Central	2011	3.5
Auburn - North	2011	3
Auburn - South	2011	3.4
Berala	2011	3.1
Lidcombe	2011	3.1
Regents Park	2011	3
Carlingford	2011	3
Ermington - Rydalmere	2011	2.8
Oatlands - Dundas Valley	2011	2.7
Chester Hill - Sefton	2011	3
Fairfield - East	2011	3.1
Granville - Clyde	2011	3.1
Greystanes - Pemulwuy	2011	3
Guildford - South Granville	2011	3.2
Guildford West - Merrylands West	2011	2.8
Merrylands - Holroyd	2011	2.9
Smithfield Industrial	2011	0
Yennora Industrial	2011	1
North Parramatta	2011	2.4
North Rocks	2011	3
Northmead	2011	2.5
Parramatta - Rosehill	2011	2.5
Toongabbie - Constitution Hill	2011	2.8
Winston Hills	2011	2.9
Pendle Hill - Girraween	2011	2.8
Wentworthville - Westmead	2011	2.8
Epping - North Epping	2011	2.8
Pennant Hills - Cheltenham	2011	2.9
Eastwood - Denistone	2011	2.9
Gladesville - Huntleys Point	2011	2.4
Hunters Hill - Woolwich	2011	2.7
Macquarie Park - Marsfield	2011	2.3
North Ryde - East Ryde	2011	2.8
West Ryde - Meadowbank	2011	2.4
Putney	2011	3
Ryde	2011	2.6
Ashcroft - Busby - Miller	2011	3
Austral - Greendale	2011	3.3
Cobbitty - Leppington	2011	3.1
Badgerys Creek	2011	2.9
Cecil Hills	2011	3.7
Green Valley	2011	3.6
Hinchinbrook	2011	3.6
Hoxton Park - Carnes Hill - Horningsea Park	2011	3.5
West Hoxton - Middleton Grange	2011	3.6
Bonnyrigg Heights - Bonnyrigg	2011	3.5
Bossley Park - Abbotsbury	2011	3.4
Cabramatta - Lansvale	2011	3
Cabramatta West - Mount Pritchard	2011	3.2
Canley Vale - Canley Heights	2011	3.2
Edensor Park	2011	3.5
Fairfield	2011	3
Fairfield - West	2011	3.3
Greenfield Park - Prairiewood	2011	3.4
Horsley Park - Kemps Creek	2011	3.4
Smithfield - Wetherill Park	2011	3
St Johns Park - Wakeley	2011	3.4
Wetherill Park Industrial	2011	2
Casula	2011	3.1
Chipping Norton - Moorebank	2011	3
Holsworthy - Wattle Grove	2011	3.1
Liverpool	2011	2.8
Lurnea - Cartwright	2011	2.9
Prestons - Edmondson Park	2011	3.6
Warwick Farm	2011	2.4
Gymea - Grays Point	2011	2.8
Miranda - Yowie Bay	2011	2.5
Sylvania - Taren Point	2011	2.6
Caringbah	2011	2.3
Caringbah South	2011	2.9
Cronulla - Kurnell - Bundeena	2011	2.2
Lilli Pilli - Port Hacking - Dolans Bay	2011	3.1
Woolaware - Burraneer	2011	2.9
Heathcote - Waterfall	2011	2.8
Illawong - Alfords Point	2011	3.3
Menai - Lucas Heights - Woronora	2011	3.2
Oyster Bay - Como - Jannali	2011	2.9
Royal National Park	2011	1
Sutherland - Kirrawee	2011	2.3
Engadine	2011	2.9
Loftus - Yarrawarrah	2011	3
Woronora Heights	2011	3.5
Migratory - Offshore - Shipping (NSW)	2011	0
No usual address (NSW)	2011	0
Alfredton	2011	2.8
Ballarat	2011	2.3
Ballarat - North	2011	2.4
Ballarat - South	2011	2.3
Buninyong	2011	2.8
Delacombe	2011	2.7
Smythes Creek	2011	3
Wendouree - Miners Rest	2011	2.3
Bacchus Marsh Region	2011	2.6
Creswick - Clunes	2011	2.4
Daylesford	2011	2.2
Gordon (Vic.)	2011	2.6
Avoca	2011	2.2
Beaufort	2011	2.3
Golden Plains - North	2011	2.6
Maryborough (Vic.)	2011	2.2
Maryborough Region	2011	2.3
Bendigo	2011	2.2
California Gully - Eaglehawk	2011	2.3
East Bendigo - Kennington	2011	2.3
Flora Hill - Spring Gully	2011	2.4
Kangaroo Flat - Golden Square	2011	2.4
Maiden Gully	2011	3.1
Strathfieldsaye	2011	3.1
White Hills - Ascot	2011	2.6
Bendigo Region - South	2011	2.8
Castlemaine	2011	2.2
Castlemaine Region	2011	2.3
Heathcote	2011	2.2
Kyneton	2011	2.5
Woodend	2011	2.7
Bendigo Region - North	2011	2.6
Loddon	2011	2.2
Bannockburn	2011	3
Golden Plains - South	2011	2.8
Winchelsea	2011	2.7
Belmont	2011	2.2
Corio - Norlane	2011	2.5
Geelong	2011	2.2
Geelong West - Hamlyn Heights	2011	2.3
Grovedale	2011	2.6
Highton	2011	2.6
Lara	2011	2.8
Leopold	2011	2.6
Newcomb - Moolap	2011	2.3
Newtown (Vic.)	2011	2.4
North Geelong - Bell Park	2011	2.4
Clifton Springs	2011	2.6
Lorne - Anglesea	2011	2.3
Ocean Grove - Barwon Heads	2011	2.6
Portarlington	2011	2.1
Point Lonsdale - Queenscliff	2011	2.2
Torquay	2011	2.7
Alexandra	2011	2.2
Euroa	2011	2.2
Kilmore - Broadford	2011	2.7
Mansfield (Vic.)	2011	2.3
Nagambie	2011	2.3
Seymour	2011	2.3
Seymour Region	2011	2.8
Upper Yarra Valley	2011	2.2
Yea	2011	2.3
Benalla	2011	2.2
Benalla Region	2011	2.5
Rutherglen	2011	2.4
Wangaratta	2011	2.3
Wangaratta Region	2011	2.5
Beechworth	2011	2.3
Bright - Mount Beauty	2011	2.2
Chiltern - Indigo Valley	2011	2.5
Myrtleford	2011	2.3
Towong	2011	2.3
West Wodonga	2011	2.6
Wodonga	2011	2.4
Yackandandah	2011	2.7
Drouin	2011	2.5
Mount Baw Baw Region	2011	2.6
Trafalgar (Vic.)	2011	2.5
Warragul	2011	2.5
Alps - East	2011	0
Bairnsdale	2011	2.3
Bruthen - Omeo	2011	2.4
Lake King	2011	0
Lakes Entrance	2011	2.3
Orbost	2011	2.2
Paynesville	2011	2.2
Foster	2011	2.2
French Island	2011	2
Korumburra	2011	2.5
Leongatha	2011	2.4
Phillip Island	2011	2.2
Wilsons Promontory	2011	4
Wonthaggi - Inverloch	2011	2.2
Churchill	2011	2.6
Moe - Newborough	2011	2.3
Morwell	2011	2.2
Traralgon	2011	2.4
Yallourn North - Glengarry	2011	2.6
Alps - West	2011	1
Longford - Loch Sport	2011	2.4
Maffra	2011	2.5
Rosedale	2011	2.6
Sale	2011	2.4
Yarram	2011	2.2
Brunswick	2011	2.3
Brunswick East	2011	2.2
Brunswick West	2011	2.2
Coburg	2011	2.6
Pascoe Vale South	2011	2.7
Alphington - Fairfield	2011	2.4
Northcote	2011	2.4
Thornbury	2011	2.3
Ascot Vale	2011	2.4
Essendon - Aberfeldie	2011	2.5
Flemington	2011	2.2
Moonee Ponds	2011	2.4
Carlton	2011	1.8
Docklands	2011	1.9
East Melbourne	2011	1.8
Flemington Racecourse	2011	2.1
Kensington (Vic.)	2011	2.2
Melbourne	2011	1.8
North Melbourne	2011	2.1
Parkville	2011	2.3
South Yarra - West	2011	1.8
Southbank	2011	1.9
West Melbourne	2011	0
Albert Park	2011	2.1
Elwood	2011	1.9
Port Melbourne	2011	2
Port Melbourne Industrial	2011	0
South Melbourne	2011	2
St Kilda	2011	1.8
St Kilda East	2011	2
Armadale	2011	2.1
Prahran - Windsor	2011	1.9
South Yarra - East	2011	1.9
Toorak	2011	2.2
Abbotsford	2011	2.3
Carlton North - Princes Hill	2011	2.3
Collingwood	2011	2
Fitzroy	2011	2.1
Fitzroy North	2011	2.2
Richmond (Vic.)	2011	2.1
Yarra - North	2011	2.3
Ashburton (Vic.)	2011	2.8
Balwyn	2011	2.7
Balwyn North	2011	2.9
Camberwell	2011	2.7
Glen Iris - East	2011	2.8
Hawthorn	2011	2.2
Hawthorn East	2011	2.4
Kew	2011	2.6
Kew East	2011	2.7
Surrey Hills (West) - Canterbury	2011	2.8
Bulleen	2011	2.6
Doncaster	2011	2.6
Templestowe	2011	3
Templestowe Lower	2011	2.7
Doncaster East (North)	2011	3
Doncaster East (South)	2011	2.5
Blackburn	2011	2.6
Blackburn South	2011	2.6
Box Hill	2011	2.5
Box Hill North	2011	2.6
Burwood	2011	2.5
Burwood East	2011	2.7
Surrey Hills (East) - Mont Albert	2011	2.6
Beaumaris	2011	2.7
Brighton (Vic.)	2011	2.6
Brighton East	2011	2.7
Cheltenham - Highett (West)	2011	2.5
Hampton	2011	2.6
Sandringham - Black Rock	2011	2.5
Bentleigh - McKinnon	2011	2.6
Carnegie	2011	2.3
Caulfield - North	2011	2.5
Caulfield - South	2011	2.5
Elsternwick	2011	2.4
Hughesdale	2011	2.6
Murrumbeena	2011	2.4
Ormond - Glen Huntly	2011	2.4
Bentleigh East (North)	2011	2.7
Bentleigh East (South)	2011	2.6
Aspendale Gardens - Waterways	2011	3.2
Braeside	2011	1
Carrum - Patterson Lakes	2011	2.4
Chelsea - Bonbeach	2011	2.1
Chelsea Heights	2011	2.7
Cheltenham - Highett (East)	2011	2.4
Edithvale - Aspendale	2011	2.6
Mentone	2011	2.3
Moorabbin - Heatherton	2011	2.6
Moorabbin Airport	2011	0
Mordialloc - Parkdale	2011	2.4
Malvern - Glen Iris	2011	2.4
Malvern East	2011	2.6
Bundoora - East	2011	2.7
Greensborough	2011	2.7
Heidelberg - Rosanna	2011	2.4
Heidelberg West	2011	2.4
Ivanhoe	2011	2.5
Ivanhoe East - Eaglemont	2011	2.8
Montmorency - Briar Hill	2011	2.5
Viewbank - Yallambie	2011	2.6
Watsonia	2011	2.6
Kingsbury	2011	2.9
Reservoir - East	2011	2.4
Reservoir - West	2011	2.5
Preston - East	2011	2.5
Preston - West	2011	2.6
Eltham	2011	2.9
Hurstbridge	2011	3
Kinglake	2011	2.8
Panton Hill - St Andrews	2011	3
Plenty - Yarrambat	2011	3.2
Research - North Warrandyte	2011	3
Wattle Glen - Diamond Creek	2011	3.1
Bundoora - North	2011	3
Bundoora - West	2011	2.6
Lalor	2011	2.9
Mill Park - North	2011	3.1
Mill Park - South	2011	3
Thomastown	2011	2.9
Wallan	2011	3
Whittlesea	2011	2.8
Doreen	2011	3.1
Epping - East	2011	3.1
Epping - South	2011	2.8
Epping - West	2011	3
Mernda	2011	2.8
South Morang (North)	2011	3.2
South Morang (South)	2011	3
Wollert	2011	2.8
Airport West	2011	2.4
Essendon Airport	2011	0
Keilor	2011	2.7
Keilor East	2011	2.7
Niddrie - Essendon West	2011	2.6
Strathmore	2011	2.9
Gisborne	2011	2.9
Macedon	2011	2.7
Riddells Creek	2011	3
Romsey	2011	2.8
Coburg North	2011	2.5
Fawkner	2011	2.8
Pascoe Vale	2011	2.5
Glenroy	2011	2.6
Gowanbrae	2011	2.7
Hadfield	2011	2.6
Sunbury	2011	3
Sunbury - South	2011	2.7
Broadmeadows	2011	2.8
Campbellfield - Coolaroo	2011	3.2
Gladstone Park - Westmeadows	2011	2.8
Greenvale - Bulla	2011	3.5
Meadow Heights	2011	3.4
Melbourne Airport	2011	3.5
Roxburgh Park - Somerton	2011	3.7
Tullamarine	2011	2.3
Craigieburn - Central	2011	3
Craigieburn - North	2011	3.3
Craigieburn - South	2011	3.3
Craigieburn - West	2011	2.9
Mickleham - Yuroke	2011	3.4
Bayswater	2011	2.5
Knoxfield - Scoresby	2011	2.8
Lysterfield	2011	3.4
Rowville - Central	2011	3.1
Rowville - North	2011	3.2
Rowville - South	2011	3.2
Wantirna	2011	2.8
Wantirna South	2011	2.9
Boronia	2011	2.4
Ferntree Gully (North)	2011	2.5
Ferntree Gully (South) - Upper Ferntree Gully	2011	2.8
The Basin	2011	2.8
Donvale - Park Orchards	2011	2.9
Warrandyte - Wonga Park	2011	3.2
Bayswater North	2011	2.7
Croydon Hills - Warranwood	2011	3.1
Ringwood	2011	2.4
Ringwood East	2011	2.5
Ringwood North	2011	2.9
Croydon - East	2011	2.3
Croydon - West	2011	2.4
Croydon South	2011	2.7
Forest Hill	2011	2.5
Mitcham (Vic.)	2011	2.5
Nunawading	2011	2.6
Vermont	2011	2.7
Vermont South	2011	2.9
Belgrave - Selby	2011	2.9
Chirnside Park	2011	2.8
Healesville - Yarra Glen	2011	2.5
Kilsyth	2011	2.5
Lilydale - Coldstream	2011	2.7
Monbulk - Silvan	2011	2.7
Montrose	2011	2.8
Mooroolbark	2011	2.8
Mount Dandenong - Olinda	2011	2.6
Mount Evelyn	2011	2.9
Upwey - Tecoma	2011	2.8
Wandin - Seville	2011	2.9
Yarra Valley	2011	2.6
Beaconsfield - Officer	2011	3
Bunyip - Garfield	2011	2.8
Emerald - Cockatoo	2011	2.9
Koo Wee Rup	2011	2.7
Pakenham - North	2011	2.7
Pakenham - South	2011	2.8
Berwick - North	2011	2.7
Berwick - South	2011	3.2
Doveton	2011	2.7
Hallam	2011	3
Narre Warren North	2011	3.4
Endeavour Hills - North	2011	3.1
Endeavour Hills - South	2011	3.1
Narre Warren - North East	2011	3
Narre Warren - South West	2011	2.8
Cranbourne	2011	2.7
Cranbourne East	2011	2.9
Cranbourne North	2011	3
Cranbourne South	2011	2.9
Cranbourne West	2011	3
Hampton Park - Lynbrook	2011	3.1
Lynbrook - Lyndhurst	2011	3.3
Pearcedale - Tooradin	2011	2.8
Narre Warren South (East)	2011	3.5
Narre Warren South (West)	2011	3.3
Clarinda - Oakleigh South	2011	2.9
Clayton South	2011	2.8
Dandenong	2011	2.7
Dandenong North	2011	2.8
Dingley Village	2011	2.7
Keysborough	2011	3.1
Noble Park North	2011	2.8
Springvale	2011	2.9
Springvale South	2011	3.1
Noble Park - East	2011	2.4
Noble Park - West	2011	2.8
Ashwood - Chadstone	2011	2.6
Clayton	2011	2.6
Glen Waverley - East	2011	2.8
Glen Waverley - West	2011	2.8
Mount Waverley - North	2011	2.7
Mount Waverley - South	2011	2.6
Mulgrave	2011	2.8
Oakleigh - Huntingdale	2011	2.7
Wheelers Hill	2011	2.8
Ardeer - Albion	2011	2.4
Cairnlea	2011	3.5
Deer Park - Derrimut	2011	2.9
Delahey	2011	3.1
Keilor Downs	2011	3
Kings Park (Vic.)	2011	3
St Albans - North	2011	2.8
St Albans - South	2011	2.9
Sunshine	2011	2.7
Sunshine North	2011	2.9
Sunshine West	2011	2.9
Sydenham	2011	3
Taylors Lakes	2011	3.3
Altona	2011	2.3
Altona Meadows	2011	2.7
Altona North	2011	2.5
Newport	2011	2.5
Seabrook	2011	2.9
Williamstown	2011	2.5
Braybrook	2011	2.7
Footscray	2011	2.3
Maribyrnong	2011	2.7
Seddon - Kingsville	2011	2.3
West Footscray - Tottenham	2011	2.4
Yarraville	2011	2.4
Bacchus Marsh	2011	2.7
Hillside	2011	3.3
Melton	2011	2.7
Melton South	2011	2.7
Melton West	2011	2.9
Rockbank - Mount Cottrell	2011	2.7
Taylors Hill	2011	3.3
Burnside	2011	3
Burnside Heights	2011	3.2
Caroline Springs	2011	3.1
Hoppers Crossing - North	2011	3
Hoppers Crossing - South	2011	2.8
Laverton	2011	2.7
Tarneit	2011	3.1
Truganina	2011	3.1
Werribee - South	2011	2.5
Wyndham Vale	2011	2.9
Point Cook - East	2011	3.1
Point Cook - North	2011	3.1
Point Cook - South	2011	2.9
Werribee - East	2011	2.7
Werribee - West	2011	2.8
Carrum Downs	2011	2.6
Frankston	2011	2.2
Frankston North	2011	2.4
Frankston South	2011	2.6
Langwarrin	2011	2.8
Seaford (Vic.)	2011	2.3
Skye - Sandhurst	2011	3
Dromana	2011	2.2
Flinders	2011	2.5
Hastings - Somers	2011	2.5
Mornington	2011	2.3
Mount Eliza	2011	2.8
Mount Martha	2011	2.7
Point Nepean	2011	2.2
Rosebud - McCrae	2011	2.1
Somerville	2011	2.7
Ararat	2011	2.3
Ararat Region	2011	2.3
Horsham	2011	2.3
Horsham Region	2011	2.6
Nhill Region	2011	2.3
St Arnaud	2011	2.3
Stawell	2011	2.3
West Wimmera	2011	2.3
Yarriambiack	2011	2.2
Irymple	2011	2.7
Merbein	2011	2.6
Mildura Region	2011	2.4
Red Cliffs	2011	2.5
Mildura - North	2011	2.3
Mildura - South	2011	2.4
Buloke	2011	2.3
Gannawarra	2011	2.3
Kerang	2011	2.2
Robinvale	2011	2.7
Swan Hill	2011	2.4
Swan Hill Region	2011	2.6
Echuca	2011	2.4
Kyabram	2011	2.5
Lockington - Gunbower	2011	2.6
Rochester	2011	2.4
Rushworth	2011	2.3
Cobram	2011	2.4
Moira	2011	2.5
Numurkah	2011	2.5
Yarrawonga	2011	2.3
Mooroopna	2011	2.4
Shepparton - North	2011	2.5
Shepparton - South	2011	2.6
Shepparton Region - East	2011	2.7
Shepparton Region - West	2011	2.6
Glenelg (Vic.)	2011	2.4
Hamilton (Vic.)	2011	2.3
Portland	2011	2.3
Southern Grampians	2011	2.4
Camperdown	2011	2.2
Colac	2011	2.4
Colac Region	2011	2.6
Corangamite - North	2011	2.4
Corangamite - South	2011	2.7
Otway	2011	2.2
Moyne - East	2011	2.6
Moyne - West	2011	2.5
Warrnambool - North	2011	2.5
Warrnambool - South	2011	2.3
Migratory - Offshore - Shipping (Vic.)	2011	0
No usual address (Vic.)	2011	0
Alexandra Hills	2011	2.8
Belmont - Gumdale	2011	3
Birkdale	2011	2.8
Capalaba	2011	2.7
Thorneside	2011	2.3
Wellington Point	2011	2.9
Cleveland	2011	2.4
Ormiston	2011	2.6
Redland Bay	2011	3
Sheldon - Mount Cotton	2011	3.1
Thornlands	2011	3
Victoria Point	2011	2.7
Redland Islands	2011	2.1
Brisbane Port - Lytton	2011	0
Manly - Lota	2011	2.5
Manly West	2011	2.7
Murarrie	2011	2.7
Tingalpa	2011	2.6
Wakerley	2011	3.1
Wynnum	2011	2.4
Wynnum West - Hemmant	2011	2.6
Bald Hills	2011	2.8
Bridgeman Downs	2011	3
Carseldine	2011	2.6
Everton Park	2011	2.4
McDowall	2011	2.9
Aspley	2011	2.5
Chermside	2011	2
Chermside West	2011	2.7
Geebung	2011	2.6
Kedron - Gordon Park	2011	2.3
Stafford	2011	2.3
Stafford Heights	2011	2.6
Wavell Heights	2011	2.5
Boondall	2011	2.7
Brisbane Airport	2011	2.5
Eagle Farm - Pinkenba	2011	2.2
Northgate - Virginia	2011	2.4
Nudgee - Banyo	2011	2.7
Nundah	2011	2
Bracken Ridge	2011	2.8
Brighton (Qld)	2011	2.5
Deagon	2011	2.3
Sandgate - Shorncliffe	2011	2.4
Taigum - Fitzgibbon	2011	2.3
Zillmere	2011	2.3
Camp Hill	2011	2.6
Cannon Hill	2011	2.5
Carina	2011	2.5
Carina Heights	2011	2.4
Carindale	2011	2.9
Annerley	2011	2.3
Coorparoo	2011	2.3
Fairfield - Dutton Park	2011	2.5
Greenslopes	2011	2.2
Holland Park	2011	2.6
Holland Park West	2011	2.5
Woolloongabba	2011	2.3
Yeronga	2011	2.4
Eight Mile Plains	2011	2.9
Macgregor (Qld)	2011	3
Mansfield (Qld)	2011	2.9
Mount Gravatt	2011	2.5
Rochedale - Burbank	2011	3.1
Upper Mount Gravatt	2011	2.5
Wishart	2011	2.8
Coopers Plains	2011	2.6
Moorooka	2011	2.3
Robertson	2011	2.9
Salisbury - Nathan	2011	2.6
Tarragindi	2011	2.7
Algester	2011	2.7
Calamvale - Stretton	2011	3.1
Pallara - Willawong	2011	3.1
Parkinson - Drewvale	2011	3.3
Rocklea - Acacia Ridge	2011	2.6
Kuraby	2011	3.2
Runcorn	2011	2.9
Sunnybank	2011	2.8
Sunnybank Hills	2011	2.9
Jindalee - Mount Ommaney	2011	2.8
Middle Park - Jamboree Heights	2011	2.8
Riverhills	2011	2.7
Seventeen Mile Rocks - Sinnamon Park	2011	2.9
Westlake	2011	3
Bellbowrie - Moggill	2011	3
Brookfield - Kenmore Hills	2011	3
Chapel Hill	2011	2.9
Fig Tree Pocket	2011	3.2
Kenmore	2011	2.8
Pinjarra Hills - Pullenvale	2011	3.1
Chelmer - Graceville	2011	2.8
Corinda	2011	2.6
Indooroopilly	2011	2.5
Sherwood	2011	2.5
St Lucia	2011	2.4
Taringa	2011	2.2
Enoggera	2011	2.3
Enoggera Reservoir	2011	2.3
Keperra	2011	2.4
Mitchelton	2011	2.6
Mount Coot-tha	2011	0
The Gap	2011	2.9
Upper Kedron - Ferny Grove	2011	3
Brisbane City	2011	2
Fortitude Valley	2011	1.8
Highgate Hill	2011	2.2
Kangaroo Point	2011	1.9
New Farm	2011	1.9
South Brisbane	2011	2.1
Spring Hill	2011	2
West End	2011	2.2
Balmoral	2011	2.5
Bulimba	2011	2.5
East Brisbane	2011	2.3
Hawthorne	2011	2.6
Morningside - Seven Hills	2011	2.3
Norman Park	2011	2.6
Albion	2011	2
Alderley	2011	2.4
Ascot	2011	2.3
Clayfield	2011	2.2
Grange	2011	2.7
Hamilton (Qld)	2011	2.2
Hendra	2011	2.6
Kelvin Grove - Herston	2011	2.3
Newmarket	2011	2.4
Newstead - Bowen Hills	2011	1.9
Wilston	2011	2.7
Windsor	2011	2.3
Wooloowin - Lutwyche	2011	2.3
Ashgrove	2011	2.7
Auchenflower	2011	2.3
Bardon	2011	2.7
Paddington - Milton	2011	2.3
Red Hill (Qld)	2011	2.4
Toowong	2011	2.3
Brinsmead	2011	2.9
Clifton Beach - Kewarra Beach	2011	2.5
Freshwater - Stratford	2011	2.4
Redlynch	2011	2.9
Trinity Beach - Smithfield	2011	2.5
Yorkeys Knob - Machans Beach	2011	2.1
Bentley Park	2011	3.1
Cairns City	2011	1.9
Earlville - Bayview Heights	2011	2.5
Edmonton	2011	2.9
Gordonvale - Trinity	2011	2.8
Kanimbla - Mooroobool	2011	2.7
Lamb Range	2011	0
Manoora	2011	2.2
Manunda	2011	2.1
Mount Sheridan	2011	2.8
Westcourt - Bungalow	2011	2
White Rock	2011	2.7
Whitfield - Edge Hill	2011	2.3
Woree	2011	2.4
Babinda	2011	2.4
Innisfail	2011	2.4
Johnstone	2011	2.5
Tully	2011	2.4
Wooroonooran	2011	0
Yarrabah	2011	4.9
Daintree	2011	2.4
Port Douglas	2011	2.2
Atherton	2011	2.4
Herberton	2011	2.4
Kuranda	2011	2.6
Malanda - Yungaburra	2011	2.4
Mareeba	2011	2.5
Balonne	2011	2.6
Chinchilla	2011	2.6
Goondiwindi	2011	2.6
Inglewood - Waggamba	2011	2.4
Miles - Wandoan	2011	2.4
Roma	2011	2.6
