SA2_NAME16	Year	overseas_visitors
Seddon - Kingsville	2006	39
Seddon - Kingsville	2011	55
Seddon - Kingsville	2016	64
West Footscray - Tottenham	2006	63
West Footscray - Tottenham	2011	91
West Footscray - Tottenham	2016	112
Yarraville	2006	43
Yarraville	2011	76
Yarraville	2016	104
Bacchus Marsh	2006	35
Bacchus Marsh	2011	36
Bacchus Marsh	2016	41
Hillside	2006	18
Hillside	2011	47
Hillside	2016	169
Melton	2006	16
Melton	2011	38
Melton	2016	83
Melton South	2006	18
Melton South	2011	50
Melton South	2016	170
Melton West	2006	25
Melton West	2011	45
Melton West	2016	97
Rockbank - Mount Cottrell	2006	0
Rockbank - Mount Cottrell	2011	3
Rockbank - Mount Cottrell	2016	21
Taylors Hill	2006	34
Taylors Hill	2011	72
Taylors Hill	2016	133
Burnside	2006	7
Burnside	2011	9
Burnside	2016	26
Burnside Heights	2006	5
Burnside Heights	2011	48
Burnside Heights	2016	77
Caroline Springs	2006	50
Caroline Springs	2011	172
Caroline Springs	2016	165
Hoppers Crossing - North	2006	66
Hoppers Crossing - North	2011	104
Hoppers Crossing - North	2016	98
Hoppers Crossing - South	2006	77
Hoppers Crossing - South	2011	128
Hoppers Crossing - South	2016	199
Laverton	2006	73
Laverton	2011	84
Laverton	2016	286
Tarneit	2006	45
Tarneit	2011	220
Tarneit	2016	699
Truganina	2006	17
Truganina	2011	140
Truganina	2016	575
Werribee - South	2006	37
Werribee - South	2011	45
Werribee - South	2016	110
Wyndham Vale	2006	34
Wyndham Vale	2011	96
Wyndham Vale	2016	250
Point Cook - East	2006	30
Point Cook - East	2011	110
Point Cook - East	2016	288
Point Cook - North	2006	66
Point Cook - North	2011	225
Point Cook - North	2016	424
Point Cook - South	2006	7
Point Cook - South	2011	135
Point Cook - South	2016	410
Werribee - East	2006	51
Werribee - East	2011	86
Werribee - East	2016	184
Werribee - West	2006	16
Werribee - West	2011	19
Werribee - West	2016	80
Carrum Downs	2006	32
Carrum Downs	2011	51
Carrum Downs	2016	91
Frankston	2006	162
Frankston	2011	120
Frankston	2016	138
Frankston North	2006	47
Frankston North	2011	59
Frankston North	2016	102
Frankston South	2006	56
Frankston South	2011	69
Frankston South	2016	89
Langwarrin	2006	31
Langwarrin	2011	53
Langwarrin	2016	54
Seaford (Vic.)	2006	39
Seaford (Vic.)	2011	26
Seaford (Vic.)	2016	79
Skye - Sandhurst	2006	16
Skye - Sandhurst	2011	29
Skye - Sandhurst	2016	86
Dromana	2006	21
Dromana	2011	45
Dromana	2016	32
Flinders	2006	42
Flinders	2011	56
Flinders	2016	44
Hastings - Somers	2006	32
Hastings - Somers	2011	43
Hastings - Somers	2016	61
Mornington	2006	67
Mornington	2011	102
Mornington	2016	95
Mount Eliza	2006	88
Mount Eliza	2011	97
Mount Eliza	2016	115
Mount Martha	2006	49
Mount Martha	2011	48
Mount Martha	2016	53
Point Nepean	2006	61
Point Nepean	2011	78
Point Nepean	2016	61
Rosebud - McCrae	2006	33
Rosebud - McCrae	2011	41
Rosebud - McCrae	2016	57
Somerville	2006	28
Somerville	2011	29
Somerville	2016	53
Ararat	2006	10
Ararat	2011	18
Ararat	2016	22
Ararat Region	2006	12
Ararat Region	2011	5
Ararat Region	2016	8
Horsham	2006	41
Horsham	2011	53
Horsham	2016	43
Horsham Region	2006	0
Horsham Region	2011	10
Horsham Region	2016	10
Nhill Region	2006	9
Nhill Region	2011	14
Nhill Region	2016	22
St Arnaud	2006	4
St Arnaud	2011	4
St Arnaud	2016	0
Stawell	2006	81
Stawell	2011	77
Stawell	2016	90
West Wimmera	2006	4
West Wimmera	2011	7
West Wimmera	2016	8
Yarriambiack	2006	16
Yarriambiack	2011	5
Yarriambiack	2016	19
Irymple	2006	19
Irymple	2011	22
Irymple	2016	29
Merbein	2006	12
Merbein	2011	0
Merbein	2016	60
Mildura Region	2006	47
Mildura Region	2011	23
Mildura Region	2016	82
Red Cliffs	2006	60
Red Cliffs	2011	87
Red Cliffs	2016	52
Mildura - North	2006	254
Mildura - North	2011	226
Mildura - North	2016	407
Mildura - South	2006	32
Mildura - South	2011	61
Mildura - South	2016	189
Buloke	2006	15
Buloke	2011	6
Buloke	2016	45
Gannawarra	2006	27
Gannawarra	2011	11
Gannawarra	2016	12
Kerang	2006	0
Kerang	2011	3
Kerang	2016	4
Robinvale	2006	44
Robinvale	2011	153
Robinvale	2016	132
Swan Hill	2006	35
Swan Hill	2011	23
Swan Hill	2016	42
Swan Hill Region	2006	43
Swan Hill Region	2011	50
Swan Hill Region	2016	65
Echuca	2006	32
Echuca	2011	41
Echuca	2016	51
Kyabram	2006	8
Kyabram	2011	18
Kyabram	2016	31
Lockington - Gunbower	2006	3
Lockington - Gunbower	2011	8
Lockington - Gunbower	2016	3
Rochester	2006	3
Rochester	2011	7
Rochester	2016	17
Rushworth	2006	9
Rushworth	2011	0
Rushworth	2016	12
Cobram	2006	6
Cobram	2011	12
Cobram	2016	57
Moira	2006	5
Moira	2011	3
Moira	2016	7
Numurkah	2006	28
Numurkah	2011	37
Numurkah	2016	45
Yarrawonga	2006	14
Yarrawonga	2011	20
Yarrawonga	2016	17
Mooroopna	2006	10
Mooroopna	2011	14
Mooroopna	2016	29
Shepparton - North	2006	51
Shepparton - North	2011	63
Shepparton - North	2016	148
Shepparton - South	2006	47
Shepparton - South	2011	56
Shepparton - South	2016	131
Shepparton Region - East	2006	3
Shepparton Region - East	2011	7
Shepparton Region - East	2016	23
Shepparton Region - West	2006	16
Shepparton Region - West	2011	62
Shepparton Region - West	2016	37
Glenelg (Vic.)	2006	44
Glenelg (Vic.)	2011	21
Glenelg (Vic.)	2016	32
Hamilton (Vic.)	2006	40
Hamilton (Vic.)	2011	28
Hamilton (Vic.)	2016	25
Portland	2006	27
Portland	2011	35
Portland	2016	23
Southern Grampians	2006	19
Southern Grampians	2011	32
Southern Grampians	2016	64
Camperdown	2006	3
Camperdown	2011	4
Camperdown	2016	33
Colac	2006	11
Colac	2011	27
Colac	2016	34
Colac Region	2006	18
Colac Region	2011	9
Colac Region	2016	15
Corangamite - North	2006	8
Corangamite - North	2011	11
Corangamite - North	2016	12
Corangamite - South	2006	86
Corangamite - South	2011	94
Corangamite - South	2016	220
Otway	2006	90
Otway	2011	83
Otway	2016	243
Moyne - East	2006	10
Moyne - East	2011	13
Moyne - East	2016	33
Moyne - West	2006	37
Moyne - West	2011	80
Moyne - West	2016	66
Warrnambool - North	2006	48
Warrnambool - North	2011	60
Warrnambool - North	2016	111
Warrnambool - South	2006	91
Warrnambool - South	2011	111
Warrnambool - South	2016	181
Migratory - Offshore - Shipping (Vic.)	2006	78
Migratory - Offshore - Shipping (Vic.)	2011	73
Migratory - Offshore - Shipping (Vic.)	2016	34
No usual address (Vic.)	2006	0
No usual address (Vic.)	2011	0
No usual address (Vic.)	2016	0
Alexandra Hills	2006	69
Alexandra Hills	2011	58
Alexandra Hills	2016	69
Belmont - Gumdale	2006	27
Belmont - Gumdale	2011	66
Belmont - Gumdale	2016	49
Birkdale	2006	81
Birkdale	2011	85
Birkdale	2016	88
Capalaba	2006	86
Capalaba	2011	73
Capalaba	2016	82
Thorneside	2006	12
Thorneside	2011	11
Thorneside	2016	19
Wellington Point	2006	86
Wellington Point	2011	84
Wellington Point	2016	72
Cleveland	2006	134
Cleveland	2011	126
Cleveland	2016	164
Ormiston	2006	60
Ormiston	2011	37
Ormiston	2016	37
Redland Bay	2006	61
Redland Bay	2011	53
Redland Bay	2016	92
Sheldon - Mount Cotton	2006	27
Sheldon - Mount Cotton	2011	28
Sheldon - Mount Cotton	2016	41
Thornlands	2006	49
Thornlands	2011	72
Thornlands	2016	96
Victoria Point	2006	89
Victoria Point	2011	90
Victoria Point	2016	67
Redland Islands	2006	86
Redland Islands	2011	70
Redland Islands	2016	74
Brisbane Port - Lytton	2006	0
Brisbane Port - Lytton	2011	0
Brisbane Port - Lytton	2016	0
Manly - Lota	2006	53
Manly - Lota	2011	89
Manly - Lota	2016	58
Manly West	2006	47
Manly West	2011	35
Manly West	2016	66
Murarrie	2006	33
Murarrie	2011	43
Murarrie	2016	47
Tingalpa	2006	69
Tingalpa	2011	62
Tingalpa	2016	64
Wakerley	2006	42
Wakerley	2011	48
Wakerley	2016	80
Wynnum	2006	88
Wynnum	2011	114
Wynnum	2016	97
Wynnum West - Hemmant	2006	85
Wynnum West - Hemmant	2011	80
Wynnum West - Hemmant	2016	92
Bald Hills	2006	30
Bald Hills	2011	34
Bald Hills	2016	41
Bridgeman Downs	2006	66
Bridgeman Downs	2011	56
Bridgeman Downs	2016	114
Carseldine	2006	67
Carseldine	2011	66
Carseldine	2016	111
Everton Park	2006	47
Everton Park	2011	52
Everton Park	2016	81
McDowall	2006	72
McDowall	2011	31
McDowall	2016	54
Aspley	2006	125
Aspley	2011	115
Aspley	2016	102
Chermside	2006	60
Chermside	2011	121
Chermside	2016	148
Chermside West	2006	38
Chermside West	2011	22
Chermside West	2016	42
Geebung	2006	30
Geebung	2011	24
Geebung	2016	35
Kedron - Gordon Park	2006	78
Kedron - Gordon Park	2011	87
Kedron - Gordon Park	2016	111
Stafford	2006	43
Stafford	2011	36
Stafford	2016	36
Stafford Heights	2006	51
Stafford Heights	2011	37
Stafford Heights	2016	62
Wavell Heights	2006	70
Wavell Heights	2011	71
Wavell Heights	2016	82
Boondall	2006	78
Boondall	2011	84
Boondall	2016	106
Brisbane Airport	2006	0
Brisbane Airport	2011	25
Brisbane Airport	2016	0
Eagle Farm - Pinkenba	2006	6
Eagle Farm - Pinkenba	2011	0
Eagle Farm - Pinkenba	2016	5
Northgate - Virginia	2006	65
Northgate - Virginia	2011	50
Northgate - Virginia	2016	82
Nudgee - Banyo	2006	58
Nudgee - Banyo	2011	86
Nudgee - Banyo	2016	74
Nundah	2006	92
Nundah	2011	118
Nundah	2016	138
Bracken Ridge	2006	85
Bracken Ridge	2011	81
Bracken Ridge	2016	116
Brighton (Qld)	2006	29
Brighton (Qld)	2011	53
Brighton (Qld)	2016	36
Deagon	2006	11
Deagon	2011	16
Deagon	2016	14
Sandgate - Shorncliffe	2006	44
Sandgate - Shorncliffe	2011	31
Sandgate - Shorncliffe	2016	54
Taigum - Fitzgibbon	2006	67
Taigum - Fitzgibbon	2011	95
Taigum - Fitzgibbon	2016	194
Zillmere	2006	34
Zillmere	2011	88
Zillmere	2016	101
Camp Hill	2006	89
Camp Hill	2011	64
Camp Hill	2016	83
Cannon Hill	2006	34
Cannon Hill	2011	38
Cannon Hill	2016	73
Carina	2006	92
Carina	2011	86
Carina	2016	95
Carina Heights	2006	40
Carina Heights	2011	44
Carina Heights	2016	68
Carindale	2006	149
Carindale	2011	137
Carindale	2016	212
Annerley	2006	117
Annerley	2011	157
Annerley	2016	183
Coorparoo	2006	127
Coorparoo	2011	130
Coorparoo	2016	152
Fairfield - Dutton Park	2006	56
Fairfield - Dutton Park	2011	62
Fairfield - Dutton Park	2016	99
Greenslopes	2006	104
Greenslopes	2011	90
Greenslopes	2016	100
Holland Park	2006	36
Holland Park	2011	55
Holland Park	2016	51
Holland Park West	2006	45
Holland Park West	2011	34
Holland Park West	2016	47
Woolloongabba	2006	113
Woolloongabba	2011	175
Woolloongabba	2016	226
Yeronga	2006	56
Yeronga	2011	96
Yeronga	2016	147
Eight Mile Plains	2006	294
Eight Mile Plains	2011	313
Eight Mile Plains	2016	448
Macgregor (Qld)	2006	132
Macgregor (Qld)	2011	120
Macgregor (Qld)	2016	260
Mansfield (Qld)	2006	76
Mansfield (Qld)	2011	63
Mansfield (Qld)	2016	100
Mount Gravatt	2006	127
Mount Gravatt	2011	107
Mount Gravatt	2016	155
Rochedale - Burbank	2006	47
Rochedale - Burbank	2011	43
Rochedale - Burbank	2016	175
Upper Mount Gravatt	2006	190
Upper Mount Gravatt	2011	259
Upper Mount Gravatt	2016	274
Wishart	2006	73
Wishart	2011	85
Wishart	2016	159
Coopers Plains	2006	59
Coopers Plains	2011	78
Coopers Plains	2016	109
Moorooka	2006	85
Moorooka	2011	88
Moorooka	2016	107
Robertson	2006	215
Robertson	2011	221
Robertson	2016	231
Salisbury - Nathan	2006	170
Salisbury - Nathan	2011	146
Salisbury - Nathan	2016	98
Tarragindi	2006	73
Tarragindi	2011	75
Tarragindi	2016	105
Algester	2006	54
Algester	2011	65
Algester	2016	124
Calamvale - Stretton	2006	213
Calamvale - Stretton	2011	288
Calamvale - Stretton	2016	703
Pallara - Willawong	2006	19
Pallara - Willawong	2011	25
Pallara - Willawong	2016	74
Parkinson - Drewvale	2006	97
Parkinson - Drewvale	2011	140
Parkinson - Drewvale	2016	288
Rocklea - Acacia Ridge	2006	54
Rocklea - Acacia Ridge	2011	58
Rocklea - Acacia Ridge	2016	82
Kuraby	2006	73
Kuraby	2011	77
Kuraby	2016	120
Runcorn	2006	215
Runcorn	2011	234
Runcorn	2016	354
Sunnybank	2006	154
Sunnybank	2011	217
Sunnybank	2016	378
Sunnybank Hills	2006	239
Sunnybank Hills	2011	359
Sunnybank Hills	2016	516
Jindalee - Mount Ommaney	2006	145
Jindalee - Mount Ommaney	2011	107
Jindalee - Mount Ommaney	2016	100
Middle Park - Jamboree Heights	2006	75
Middle Park - Jamboree Heights	2011	77
Middle Park - Jamboree Heights	2016	82
Riverhills	2006	29
Riverhills	2011	29
Riverhills	2016	39
Seventeen Mile Rocks - Sinnamon Park	2006	91
Seventeen Mile Rocks - Sinnamon Park	2011	99
Seventeen Mile Rocks - Sinnamon Park	2016	95
Westlake	2006	65
Westlake	2011	44
Westlake	2016	63
Bellbowrie - Moggill	2006	86
Bellbowrie - Moggill	2011	78
Bellbowrie - Moggill	2016	99
Brookfield - Kenmore Hills	2006	114
Brookfield - Kenmore Hills	2011	58
Brookfield - Kenmore Hills	2016	82
Chapel Hill	2006	176
Chapel Hill	2011	138
Chapel Hill	2016	178
Fig Tree Pocket	2006	37
Fig Tree Pocket	2011	39
Fig Tree Pocket	2016	48
Kenmore	2006	160
Kenmore	2011	101
Kenmore	2016	157
Pinjarra Hills - Pullenvale	2006	53
Pinjarra Hills - Pullenvale	2011	37
Pinjarra Hills - Pullenvale	2016	44
Chelmer - Graceville	2006	75
Chelmer - Graceville	2011	88
Chelmer - Graceville	2016	72
Corinda	2006	38
Corinda	2011	33
Corinda	2016	62
Indooroopilly	2006	259
Indooroopilly	2011	287
Indooroopilly	2016	389
Sherwood	2006	43
Sherwood	2011	42
Sherwood	2016	70
St Lucia	2006	675
St Lucia	2011	690
St Lucia	2016	746
Taringa	2006	194
Taringa	2011	179
Taringa	2016	213
Enoggera	2006	50
Enoggera	2011	42
Enoggera	2016	57
Enoggera Reservoir	2006	0
Enoggera Reservoir	2011	0
Enoggera Reservoir	2016	0
Keperra	2006	46
Keperra	2011	31
Keperra	2016	39
Mitchelton	2006	69
Mitchelton	2011	65
Mitchelton	2016	71
Mount Coot-tha	2006	0
Mount Coot-tha	2011	0
Mount Coot-tha	2016	0
The Gap	2006	226
The Gap	2011	124
The Gap	2016	152
Upper Kedron - Ferny Grove	2006	66
Upper Kedron - Ferny Grove	2011	46
Upper Kedron - Ferny Grove	2016	50
Brisbane City	2006	2856
Brisbane City	2011	2640
Brisbane City	2016	3932
Fortitude Valley	2006	393
Fortitude Valley	2011	306
Fortitude Valley	2016	490
Highgate Hill	2006	123
Highgate Hill	2011	162
Highgate Hill	2016	220
Kangaroo Point	2006	724
Kangaroo Point	2011	436
Kangaroo Point	2016	560
New Farm	2006	231
New Farm	2011	210
New Farm	2016	262
South Brisbane	2006	534
South Brisbane	2011	441
South Brisbane	2016	816
Spring Hill	2006	896
Spring Hill	2011	762
Spring Hill	2016	749
West End	2006	349
West End	2011	273
West End	2016	251
Balmoral	2006	48
Balmoral	2011	52
Balmoral	2016	38
Bulimba	2006	69
Bulimba	2011	52
Bulimba	2016	75
East Brisbane	2006	150
East Brisbane	2011	103
East Brisbane	2016	122
Hawthorne	2006	45
Hawthorne	2011	66
Hawthorne	2016	38
Morningside - Seven Hills	2006	70
Morningside - Seven Hills	2011	118
Morningside - Seven Hills	2016	125
Norman Park	2006	55
Norman Park	2011	51
Norman Park	2016	69
Albion	2006	48
Albion	2011	32
Albion	2016	69
Alderley	2006	62
Alderley	2011	46
Alderley	2016	49
Ascot	2006	115
Ascot	2011	92
Ascot	2016	82
Clayfield	2006	148
Clayfield	2011	102
Clayfield	2016	132
Grange	2006	44
Grange	2011	35
Grange	2016	35
Hamilton (Qld)	2006	154
Hamilton (Qld)	2011	130
Hamilton (Qld)	2016	201
Hendra	2006	43
Hendra	2011	50
Hendra	2016	91
Kelvin Grove - Herston	2006	188
Kelvin Grove - Herston	2011	256
Kelvin Grove - Herston	2016	326
Newmarket	2006	68
Newmarket	2011	35
Newmarket	2016	77
Newstead - Bowen Hills	2006	112
Newstead - Bowen Hills	2011	161
Newstead - Bowen Hills	2016	253
Wilston	2006	15
Wilston	2011	25
Wilston	2016	36
Windsor	2006	68
Windsor	2011	54
Windsor	2016	76
Wooloowin - Lutwyche	2006	120
Wooloowin - Lutwyche	2011	83
Wooloowin - Lutwyche	2016	101
Ashgrove	2006	168
Ashgrove	2011	169
Ashgrove	2016	150
Auchenflower	2006	135
Auchenflower	2011	122
Auchenflower	2016	116
Bardon	2006	109
Bardon	2011	67
Bardon	2016	108
Paddington - Milton	2006	180
Paddington - Milton	2011	131
Paddington - Milton	2016	149
Red Hill (Qld)	2006	99
Red Hill (Qld)	2011	76
Red Hill (Qld)	2016	82
Toowong	2006	398
Toowong	2011	318
Toowong	2016	270
Brinsmead	2006	110
Brinsmead	2011	91
Brinsmead	2016	87
Clifton Beach - Kewarra Beach	2006	1273
Clifton Beach - Kewarra Beach	2011	940
Clifton Beach - Kewarra Beach	2016	978
Freshwater - Stratford	2006	86
Freshwater - Stratford	2011	78
Freshwater - Stratford	2016	80
Redlynch	2006	162
Redlynch	2011	161
Redlynch	2016	195
Trinity Beach - Smithfield	2006	610
Trinity Beach - Smithfield	2011	504
Trinity Beach - Smithfield	2016	656
Yorkeys Knob - Machans Beach	2006	165
Yorkeys Knob - Machans Beach	2011	164
Yorkeys Knob - Machans Beach	2016	115
Bentley Park	2006	46
Bentley Park	2011	44
Bentley Park	2016	56
Cairns City	2006	7405
Cairns City	2011	5220
Cairns City	2016	5979
Earlville - Bayview Heights	2006	162
Earlville - Bayview Heights	2011	95
Earlville - Bayview Heights	2016	103
Edmonton	2006	55
Edmonton	2011	58
Edmonton	2016	47
Gordonvale - Trinity	2006	97
Gordonvale - Trinity	2011	90
Gordonvale - Trinity	2016	246
Kanimbla - Mooroobool	2006	154
Kanimbla - Mooroobool	2011	108
Kanimbla - Mooroobool	2016	124
Lamb Range	2006	0
Lamb Range	2011	0
Lamb Range	2016	0
Manoora	2006	137
Manoora	2011	63
Manoora	2016	100
Manunda	2006	587
Manunda	2011	426
Manunda	2016	916
Mount Sheridan	2006	104
Mount Sheridan	2011	72
Mount Sheridan	2016	106
Westcourt - Bungalow	2006	187
Westcourt - Bungalow	2011	94
Westcourt - Bungalow	2016	127
White Rock	2006	70
White Rock	2011	38
White Rock	2016	61
Whitfield - Edge Hill	2006	155
Whitfield - Edge Hill	2011	119
Whitfield - Edge Hill	2016	122
Woree	2006	198
Woree	2011	125
Woree	2016	103
Babinda	2006	29
Babinda	2011	30
Babinda	2016	46
Innisfail	2006	80
Innisfail	2011	120
Innisfail	2016	347
Johnstone	2006	68
Johnstone	2011	128
Johnstone	2016	131
Tully	2006	639
Tully	2011	402
Tully	2016	587
Wooroonooran	2006	0
Wooroonooran	2011	0
Wooroonooran	2016	0
Yarrabah	2006	0
Yarrabah	2011	0
Yarrabah	2016	3
Daintree	2006	554
Daintree	2011	372
Daintree	2016	428
Port Douglas	2006	2161
Port Douglas	2011	2205
Port Douglas	2016	2072
Atherton	2006	104
Atherton	2011	148
Atherton	2016	309
Herberton	2006	56
Herberton	2011	44
Herberton	2016	37
Kuranda	2006	50
Kuranda	2011	42
Kuranda	2016	73
Malanda - Yungaburra	2006	190
Malanda - Yungaburra	2011	129
Malanda - Yungaburra	2016	245
Mareeba	2006	31
Mareeba	2011	109
Mareeba	2016	205
Balonne	2006	32
Balonne	2011	33
Balonne	2016	36
Chinchilla	2006	52
Chinchilla	2011	63
Chinchilla	2016	44
Goondiwindi	2006	35
Goondiwindi	2011	29
Goondiwindi	2016	36
Inglewood - Waggamba	2006	14
Inglewood - Waggamba	2011	30
Inglewood - Waggamba	2016	33
Miles - Wandoan	2006	17
Miles - Wandoan	2011	30
Miles - Wandoan	2016	36
Roma	2006	31
Roma	2011	65
Roma	2016	29
Roma Region	2006	25
Roma Region	2011	40
Roma Region	2016	45
Tara	2006	3
Tara	2011	17
Tara	2016	16
Crows Nest - Rosalie	2006	26
Crows Nest - Rosalie	2011	17
Crows Nest - Rosalie	2016	41
Jondaryan	2006	17
Jondaryan	2011	7
Jondaryan	2016	20
Millmerran	2006	12
Millmerran	2011	21
Millmerran	2016	29
Pittsworth	2006	42
Pittsworth	2011	11
Pittsworth	2016	11
Wambo	2006	49
Wambo	2011	59
Wambo	2016	56
Clifton - Greenmount	2006	14
Clifton - Greenmount	2011	9
Clifton - Greenmount	2016	7
Southern Downs - East	2006	12
Southern Downs - East	2011	12
Southern Downs - East	2016	12
Southern Downs - West	2006	20
Southern Downs - West	2011	14
Southern Downs - West	2016	5
Stanthorpe	2006	7
Stanthorpe	2011	31
Stanthorpe	2016	65
Stanthorpe Region	2006	16
Stanthorpe Region	2011	67
Stanthorpe Region	2016	64
Warwick	2006	80
Warwick	2011	60
Warwick	2016	78
Central Highlands - East	2006	19
Central Highlands - East	2011	45
Central Highlands - East	2016	28
Central Highlands - West	2006	118
Central Highlands - West	2011	90
Central Highlands - West	2016	352
Emerald	2006	68
Emerald	2011	102
Emerald	2016	105
Berserker	2006	56
Berserker	2011	68
Berserker	2016	57
Bouldercombe	2006	6
Bouldercombe	2011	3
Bouldercombe	2016	13
Emu Park	2006	46
Emu Park	2011	26
Emu Park	2016	19
Frenchville - Mount Archer	2006	23
Frenchville - Mount Archer	2011	19
Frenchville - Mount Archer	2016	31
Glenlee - Rockyview	2006	25
Glenlee - Rockyview	2011	0
Glenlee - Rockyview	2016	24
Gracemere	2006	9
Gracemere	2011	16
Gracemere	2016	13
Lakes Creek	2006	112
Lakes Creek	2011	18
Lakes Creek	2016	12
Mount Morgan	2006	12
Mount Morgan	2011	4
Mount Morgan	2016	16
Norman Gardens	2006	116
Norman Gardens	2011	53
Norman Gardens	2016	96
Park Avenue	2006	39
Park Avenue	2011	25
Park Avenue	2016	21
Parkhurst - Kawana	2006	35
Parkhurst - Kawana	2011	27
Parkhurst - Kawana	2016	47
Rockhampton - West	2006	15
Rockhampton - West	2011	25
Rockhampton - West	2016	23
Rockhampton City	2006	77
Rockhampton City	2011	53
Rockhampton City	2016	71
Rockhampton Region - East	2006	3
Rockhampton Region - East	2011	3
Rockhampton Region - East	2016	9
Rockhampton Region - North	2006	164
Rockhampton Region - North	2011	51
Rockhampton Region - North	2016	67
Rockhampton Region - West	2006	3
Rockhampton Region - West	2011	7
Rockhampton Region - West	2016	10
Shoalwater Bay	2006	0
Shoalwater Bay	2011	0
Shoalwater Bay	2016	0
The Range - Allenstown	2006	84
The Range - Allenstown	2011	55
The Range - Allenstown	2016	55
Yeppoon	2006	151
Yeppoon	2011	115
Yeppoon	2016	125
Banana	2006	60
Banana	2011	100
Banana	2016	55
Biloela	2006	49
Biloela	2011	18
Biloela	2016	19
Agnes Water - Miriam Vale	2006	202
Agnes Water - Miriam Vale	2011	217
Agnes Water - Miriam Vale	2016	167
Boyne Island - Tannum Sands	2006	50
Boyne Island - Tannum Sands	2011	60
Boyne Island - Tannum Sands	2016	46
Callemondah	2006	0
Callemondah	2011	0
Callemondah	2016	0
Clinton - New Auckland	2006	16
Clinton - New Auckland	2011	54
Clinton - New Auckland	2016	56
Gladstone	2006	92
Gladstone	2011	82
Gladstone	2016	92
Gladstone Hinterland	2006	112
Gladstone Hinterland	2011	96
Gladstone Hinterland	2016	120
Kin Kora - Sun Valley	2006	17
Kin Kora - Sun Valley	2011	15
Kin Kora - Sun Valley	2016	21
South Trees	2006	0
South Trees	2011	0
South Trees	2016	0
Telina - Toolooa	2006	12
Telina - Toolooa	2011	27
Telina - Toolooa	2016	24
West Gladstone	2006	32
West Gladstone	2011	32
West Gladstone	2016	32
Broadbeach Waters	2006	127
Broadbeach Waters	2011	168
Broadbeach Waters	2016	158
Burleigh Heads	2006	355
Burleigh Heads	2011	380
Burleigh Heads	2016	328
Burleigh Waters	2006	89
Burleigh Waters	2011	115
Burleigh Waters	2016	109
Mermaid Beach - Broadbeach	2006	1593
Mermaid Beach - Broadbeach	2011	2114
Mermaid Beach - Broadbeach	2016	2123
Mermaid Waters	2006	178
Mermaid Waters	2011	169
Mermaid Waters	2016	284
Miami	2006	410
Miami	2011	201
Miami	2016	198
Coolangatta	2006	671
Coolangatta	2011	545
Coolangatta	2016	643
Currumbin - Tugun	2006	189
Currumbin - Tugun	2011	160
Currumbin - Tugun	2016	185
Currumbin Waters	2006	26
Currumbin Waters	2011	36
Currumbin Waters	2016	46
Elanora	2006	89
Elanora	2011	75
Elanora	2016	97
Palm Beach	2006	268
Palm Beach	2011	159
Palm Beach	2016	183
Arundel	2006	94
Arundel	2011	72
Arundel	2016	123
Biggera Waters	2006	153
Biggera Waters	2011	109
Biggera Waters	2016	209
Coombabah	2006	76
Coombabah	2011	61
Coombabah	2016	83
Labrador	2006	376
Labrador	2011	303
Labrador	2016	371
Paradise Point - Hollywell	2006	66
Paradise Point - Hollywell	2011	85
Paradise Point - Hollywell	2016	139
Runaway Bay	2006	173
Runaway Bay	2011	219
Runaway Bay	2016	142
Guanaba - Springbrook	2006	70
Guanaba - Springbrook	2011	17
Guanaba - Springbrook	2016	35
Tamborine - Canungra	2006	139
Tamborine - Canungra	2011	119
Tamborine - Canungra	2016	167
Currumbin Valley - Tallebudgera	2006	31
Currumbin Valley - Tallebudgera	2011	31
Currumbin Valley - Tallebudgera	2016	56
Mudgeeraba - Bonogin	2006	98
Mudgeeraba - Bonogin	2011	108
Mudgeeraba - Bonogin	2016	148
Reedy Creek - Andrews	2006	30
Reedy Creek - Andrews	2011	56
Reedy Creek - Andrews	2016	57
Carrara	2006	249
Carrara	2011	126
Carrara	2016	327
Highland Park	2006	60
Highland Park	2011	37
Highland Park	2016	36
Nerang - Mount Nathan	2006	106
Nerang - Mount Nathan	2011	92
Nerang - Mount Nathan	2016	124
Pacific Pines - Gaven	2006	87
Pacific Pines - Gaven	2011	120
Pacific Pines - Gaven	2016	139
Worongary - Tallai	2006	53
Worongary - Tallai	2011	51
Worongary - Tallai	2016	52
Coomera	2006	47
Coomera	2011	61
Coomera	2016	107
Helensvale	2006	122
Helensvale	2011	102
Helensvale	2016	151
Hope Island	2006	332
Hope Island	2011	201
Hope Island	2016	296
Jacobs Well - Alberton	2006	10
Jacobs Well - Alberton	2011	17
Jacobs Well - Alberton	2016	18
Ormeau - Yatala	2006	71
Ormeau - Yatala	2011	73
Ormeau - Yatala	2016	103
Oxenford - Maudsland	2006	58
Oxenford - Maudsland	2011	76
Oxenford - Maudsland	2016	100
Pimpama	2006	9
Pimpama	2011	15
Pimpama	2016	26
Upper Coomera - Willow Vale	2006	75
Upper Coomera - Willow Vale	2011	135
Upper Coomera - Willow Vale	2016	248
Clear Island Waters	2006	74
Clear Island Waters	2011	55
Clear Island Waters	2016	97
Merrimac	2006	31
Merrimac	2011	73
Merrimac	2016	70
Robina	2006	402
Robina	2011	306
Robina	2016	350
Varsity Lakes	2006	148
Varsity Lakes	2011	241
Varsity Lakes	2016	220
Ashmore	2006	164
Ashmore	2011	116
Ashmore	2016	161
