SA2_NAME16	Year	medianTotalFamilyIncomeWeekly
Homebush Bay - Silverwater	2011	2132
Rookwood Cemetery	2011	0
Auburn - Central	2011	950
Auburn - North	2011	881
Auburn - South	2011	1095
Berala	2011	1073
Lidcombe	2011	1238
Regents Park	2011	1113
Carlingford	2011	1758
Ermington - Rydalmere	2011	1541
Oatlands - Dundas Valley	2011	1642
Chester Hill - Sefton	2011	1109
Fairfield - East	2011	941
Granville - Clyde	2011	1128
Greystanes - Pemulwuy	2011	1610
Guildford - South Granville	2011	1002
Guildford West - Merrylands West	2011	1191
Merrylands - Holroyd	2011	1183
Smithfield Industrial	2011	0
Yennora Industrial	2011	0
North Parramatta	2011	1478
North Rocks	2011	2006
Northmead	2011	1695
Parramatta - Rosehill	2011	1252
Toongabbie - Constitution Hill	2011	1597
Winston Hills	2011	1919
Pendle Hill - Girraween	2011	1432
Wentworthville - Westmead	2011	1444
Epping - North Epping	2011	2022
Pennant Hills - Cheltenham	2011	2511
Eastwood - Denistone	2011	1799
Gladesville - Huntleys Point	2011	2279
Hunters Hill - Woolwich	2011	2768
Macquarie Park - Marsfield	2011	1734
North Ryde - East Ryde	2011	2023
West Ryde - Meadowbank	2011	1706
Putney	2011	2440
Ryde	2011	1748
Ashcroft - Busby - Miller	2011	852
Austral - Greendale	2011	1319
Cobbitty - Leppington	2011	1492
Badgerys Creek	2011	1291
Cecil Hills	2011	1795
Green Valley	2011	1340
Hinchinbrook	2011	1510
Hoxton Park - Carnes Hill - Horningsea Park	2011	1627
West Hoxton - Middleton Grange	2011	1823
Bonnyrigg Heights - Bonnyrigg	2011	1209
Bossley Park - Abbotsbury	2011	1477
Cabramatta - Lansvale	2011	826
Cabramatta West - Mount Pritchard	2011	979
Canley Vale - Canley Heights	2011	933
Edensor Park	2011	1410
Fairfield	2011	888
Fairfield - West	2011	1031
Greenfield Park - Prairiewood	2011	1276
Horsley Park - Kemps Creek	2011	1562
Smithfield - Wetherill Park	2011	1187
St Johns Park - Wakeley	2011	1182
Wetherill Park Industrial	2011	0
Casula	2011	1462
Chipping Norton - Moorebank	2011	1627
Holsworthy - Wattle Grove	2011	2013
Liverpool	2011	1012
Lurnea - Cartwright	2011	948
Prestons - Edmondson Park	2011	1756
Warwick Farm	2011	898
Gymea - Grays Point	2011	2120
Miranda - Yowie Bay	2011	1699
Sylvania - Taren Point	2011	1810
Caringbah	2011	1798
Caringbah South	2011	2146
Cronulla - Kurnell - Bundeena	2011	1916
Lilli Pilli - Port Hacking - Dolans Bay	2011	2526
Woolaware - Burraneer	2011	2337
Heathcote - Waterfall	2011	1914
Illawong - Alfords Point	2011	2376
Menai - Lucas Heights - Woronora	2011	2242
Oyster Bay - Como - Jannali	2011	2242
Royal National Park	2011	0
Sutherland - Kirrawee	2011	1789
Engadine	2011	1870
Loftus - Yarrawarrah	2011	2051
Woronora Heights	2011	2513
Migratory - Offshore - Shipping (NSW)	2011	0
No usual address (NSW)	2011	0
Alfredton	2011	1625
Ballarat	2011	1568
Ballarat - North	2011	1333
Ballarat - South	2011	1061
Buninyong	2011	1631
Delacombe	2011	1255
Smythes Creek	2011	1435
Wendouree - Miners Rest	2011	1048
Bacchus Marsh Region	2011	1349
Creswick - Clunes	2011	1102
Daylesford	2011	1061
Gordon (Vic.)	2011	1315
Avoca	2011	856
Beaufort	2011	953
Golden Plains - North	2011	1131
Maryborough (Vic.)	2011	853
Maryborough Region	2011	878
Bendigo	2011	1104
California Gully - Eaglehawk	2011	975
East Bendigo - Kennington	2011	1337
Flora Hill - Spring Gully	2011	1338
Kangaroo Flat - Golden Square	2011	1115
Maiden Gully	2011	1663
Strathfieldsaye	2011	1748
White Hills - Ascot	2011	1361
Bendigo Region - South	2011	1440
Castlemaine	2011	1087
Castlemaine Region	2011	1064
Heathcote	2011	874
Kyneton	2011	1306
Woodend	2011	1770
Bendigo Region - North	2011	1219
Loddon	2011	870
Bannockburn	2011	1638
Golden Plains - South	2011	1339
Winchelsea	2011	1352
Belmont	2011	1291
Corio - Norlane	2011	930
Geelong	2011	1493
Geelong West - Hamlyn Heights	2011	1469
Grovedale	2011	1426
Highton	2011	1804
Lara	2011	1576
Leopold	2011	1392
Newcomb - Moolap	2011	1084
Newtown (Vic.)	2011	1860
North Geelong - Bell Park	2011	1170
Clifton Springs	2011	1265
Lorne - Anglesea	2011	1241
Ocean Grove - Barwon Heads	2011	1570
Portarlington	2011	942
Point Lonsdale - Queenscliff	2011	1381
Torquay	2011	1729
Alexandra	2011	1068
Euroa	2011	990
Kilmore - Broadford	2011	1354
Mansfield (Vic.)	2011	1139
Nagambie	2011	1085
Seymour	2011	1059
Seymour Region	2011	1378
Upper Yarra Valley	2011	780
Yea	2011	1056
Benalla	2011	1057
Benalla Region	2011	1120
Rutherglen	2011	1248
Wangaratta	2011	1139
Wangaratta Region	2011	1231
Beechworth	2011	1171
Bright - Mount Beauty	2011	1084
Chiltern - Indigo Valley	2011	1382
Myrtleford	2011	1066
Towong	2011	1045
West Wodonga	2011	1362
Wodonga	2011	1284
Yackandandah	2011	1486
Drouin	2011	1212
Mount Baw Baw Region	2011	1251
Trafalgar (Vic.)	2011	1308
Warragul	2011	1321
Alps - East	2011	0
Bairnsdale	2011	1085
Bruthen - Omeo	2011	1028
Lake King	2011	0
Lakes Entrance	2011	965
Orbost	2011	894
Paynesville	2011	947
Foster	2011	997
French Island	2011	619
Korumburra	2011	1177
Leongatha	2011	1265
Phillip Island	2011	1054
Wilsons Promontory	2011	0
Wonthaggi - Inverloch	2011	1073
Churchill	2011	1341
Moe - Newborough	2011	1027
Morwell	2011	930
Traralgon	2011	1460
Yallourn North - Glengarry	2011	1452
Alps - West	2011	0
Longford - Loch Sport	2011	1084
Maffra	2011	1161
Rosedale	2011	1269
Sale	2011	1271
Yarram	2011	962
Brunswick	2011	1803
Brunswick East	2011	1948
Brunswick West	2011	1618
Coburg	2011	1541
Pascoe Vale South	2011	1732
Alphington - Fairfield	2011	2063
Northcote	2011	2025
Thornbury	2011	1622
Ascot Vale	2011	1944
Essendon - Aberfeldie	2011	2120
Flemington	2011	1473
Moonee Ponds	2011	2190
Carlton	2011	1271
Docklands	2011	2424
East Melbourne	2011	2714
Flemington Racecourse	2011	2083
Kensington (Vic.)	2011	2229
Melbourne	2011	1455
North Melbourne	2011	1819
Parkville	2011	2008
South Yarra - West	2011	2648
Southbank	2011	2232
West Melbourne	2011	0
Albert Park	2011	2654
Elwood	2011	2390
Port Melbourne	2011	2610
Port Melbourne Industrial	2011	0
South Melbourne	2011	2507
St Kilda	2011	2234
St Kilda East	2011	1987
Armadale	2011	2552
Prahran - Windsor	2011	2286
South Yarra - East	2011	2260
Toorak	2011	2746
Abbotsford	2011	2256
Carlton North - Princes Hill	2011	2282
Collingwood	2011	1686
Fitzroy	2011	1936
Fitzroy North	2011	2307
Richmond (Vic.)	2011	2193
Yarra - North	2011	2486
Ashburton (Vic.)	2011	2356
Balwyn	2011	2156
Balwyn North	2011	2134
Camberwell	2011	2615
Glen Iris - East	2011	2650
Hawthorn	2011	2506
Hawthorn East	2011	2539
Kew	2011	2579
Kew East	2011	2212
Surrey Hills (West) - Canterbury	2011	2713
Bulleen	2011	1469
Doncaster	2011	1447
Templestowe	2011	1965
Templestowe Lower	2011	1689
Doncaster East (North)	2011	1754
Doncaster East (South)	2011	1366
Blackburn	2011	1856
Blackburn South	2011	1660
Box Hill	2011	1569
Box Hill North	2011	1688
Burwood	2011	1455
Burwood East	2011	1407
Surrey Hills (East) - Mont Albert	2011	2412
Beaumaris	2011	2400
Brighton (Vic.)	2011	2684
Brighton East	2011	2482
Cheltenham - Highett (West)	2011	1903
Hampton	2011	2283
Sandringham - Black Rock	2011	2437
Bentleigh - McKinnon	2011	2012
Carnegie	2011	1730
Caulfield - North	2011	2235
Caulfield - South	2011	2119
Elsternwick	2011	2205
Hughesdale	2011	1713
Murrumbeena	2011	1945
Ormond - Glen Huntly	2011	1779
Bentleigh East (North)	2011	1701
Bentleigh East (South)	2011	1686
Aspendale Gardens - Waterways	2011	1933
Braeside	2011	0
Carrum - Patterson Lakes	2011	1703
Chelsea - Bonbeach	2011	1556
Chelsea Heights	2011	1560
Cheltenham - Highett (East)	2011	1589
Edithvale - Aspendale	2011	1805
Mentone	2011	1766
Moorabbin - Heatherton	2011	1741
Moorabbin Airport	2011	0
Mordialloc - Parkdale	2011	1895
Malvern - Glen Iris	2011	2545
Malvern East	2011	2414
Bundoora - East	2011	1384
Greensborough	2011	1787
Heidelberg - Rosanna	2011	1877
Heidelberg West	2011	1169
Ivanhoe	2011	2163
Ivanhoe East - Eaglemont	2011	2574
Montmorency - Briar Hill	2011	1817
Viewbank - Yallambie	2011	1707
Watsonia	2011	1541
Kingsbury	2011	1556
Reservoir - East	2011	1139
Reservoir - West	2011	1176
Preston - East	2011	1284
Preston - West	2011	1524
Eltham	2011	2169
Hurstbridge	2011	1823
Kinglake	2011	1413
Panton Hill - St Andrews	2011	1751
Plenty - Yarrambat	2011	2128
Research - North Warrandyte	2011	2224
Wattle Glen - Diamond Creek	2011	2011
Bundoora - North	2011	1650
Bundoora - West	2011	1231
Lalor	2011	987
Mill Park - North	2011	1501
Mill Park - South	2011	1399
Thomastown	2011	961
Wallan	2011	1528
Whittlesea	2011	1484
Doreen	2011	1887
Epping - East	2011	1382
Epping - South	2011	1188
Epping - West	2011	1602
Mernda	2011	1764
South Morang (North)	2011	1734
South Morang (South)	2011	1585
Wollert	2011	1396
Airport West	2011	1368
Essendon Airport	2011	0
Keilor	2011	1621
Keilor East	2011	1339
Niddrie - Essendon West	2011	1852
Strathmore	2011	2102
Gisborne	2011	1882
Macedon	2011	1851
Riddells Creek	2011	1848
Romsey	2011	1553
Coburg North	2011	1247
Fawkner	2011	991
Pascoe Vale	2011	1506
Glenroy	2011	1132
Gowanbrae	2011	1793
Hadfield	2011	1110
Sunbury	2011	1728
Sunbury - South	2011	1585
Broadmeadows	2011	853
Campbellfield - Coolaroo	2011	838
Gladstone Park - Westmeadows	2011	1423
Greenvale - Bulla	2011	1736
Meadow Heights	2011	887
Melbourne Airport	2011	2250
Roxburgh Park - Somerton	2011	1227
Tullamarine	2011	1252
Craigieburn - Central	2011	1287
Craigieburn - North	2011	1585
Craigieburn - South	2011	1406
Craigieburn - West	2011	1480
Mickleham - Yuroke	2011	1657
Bayswater	2011	1392
Knoxfield - Scoresby	2011	1549
Lysterfield	2011	2198
Rowville - Central	2011	1719
Rowville - North	2011	1856
Rowville - South	2011	1907
Wantirna	2011	1691
Wantirna South	2011	1716
Boronia	2011	1392
Ferntree Gully (North)	2011	1447
Ferntree Gully (South) - Upper Ferntree Gully	2011	1535
The Basin	2011	1682
Donvale - Park Orchards	2011	2033
Warrandyte - Wonga Park	2011	2275
Bayswater North	2011	1566
Croydon Hills - Warranwood	2011	1953
Ringwood	2011	1458
Ringwood East	2011	1617
Ringwood North	2011	1912
Croydon - East	2011	1373
Croydon - West	2011	1487
Croydon South	2011	1545
Forest Hill	2011	1448
Mitcham (Vic.)	2011	1765
Nunawading	2011	1572
Vermont	2011	1658
Vermont South	2011	1788
Belgrave - Selby	2011	1711
Chirnside Park	2011	1558
Healesville - Yarra Glen	2011	1297
Kilsyth	2011	1357
Lilydale - Coldstream	2011	1520
Monbulk - Silvan	2011	1382
Montrose	2011	1642
Mooroolbark	2011	1557
Mount Dandenong - Olinda	2011	1768
Mount Evelyn	2011	1549
Upwey - Tecoma	2011	1780
Wandin - Seville	2011	1481
Yarra Valley	2011	1182
Beaconsfield - Officer	2011	1865
Bunyip - Garfield	2011	1440
Emerald - Cockatoo	2011	1640
Koo Wee Rup	2011	1307
Pakenham - North	2011	1346
Pakenham - South	2011	1414
Berwick - North	2011	1711
Berwick - South	2011	1795
Doveton	2011	919
Hallam	2011	1220
Narre Warren North	2011	1932
Endeavour Hills - North	2011	1410
Endeavour Hills - South	2011	1392
Narre Warren - North East	2011	1485
Narre Warren - South West	2011	1331
Cranbourne	2011	1230
Cranbourne East	2011	1491
Cranbourne North	2011	1433
Cranbourne South	2011	1630
Cranbourne West	2011	1262
Hampton Park - Lynbrook	2011	1225
Lynbrook - Lyndhurst	2011	1732
Pearcedale - Tooradin	2011	1468
Narre Warren South (East)	2011	1775
Narre Warren South (West)	2011	1497
Clarinda - Oakleigh South	2011	1360
Clayton South	2011	1116
Dandenong	2011	916
Dandenong North	2011	1145
Dingley Village	2011	1683
Keysborough	2011	1322
Noble Park North	2011	1178
Springvale	2011	921
Springvale South	2011	1024
Noble Park - East	2011	1030
Noble Park - West	2011	990
Ashwood - Chadstone	2011	1631
Clayton	2011	1145
Glen Waverley - East	2011	1586
Glen Waverley - West	2011	1488
Mount Waverley - North	2011	1683
Mount Waverley - South	2011	1644
Mulgrave	2011	1474
Oakleigh - Huntingdale	2011	1548
Wheelers Hill	2011	1779
Ardeer - Albion	2011	990
Cairnlea	2011	1504
Deer Park - Derrimut	2011	1322
Delahey	2011	1241
Keilor Downs	2011	1373
Kings Park (Vic.)	2011	982
St Albans - North	2011	932
St Albans - South	2011	942
Sunshine	2011	1087
Sunshine North	2011	979
Sunshine West	2011	987
Sydenham	2011	1515
Taylors Lakes	2011	1760
Altona	2011	1561
Altona Meadows	2011	1359
Altona North	2011	1069
Newport	2011	2079
Seabrook	2011	1551
Williamstown	2011	2361
Braybrook	2011	1073
Footscray	2011	1236
Maribyrnong	2011	1845
Seddon - Kingsville	2011	1970
West Footscray - Tottenham	2011	1366
Yarraville	2011	2034
Bacchus Marsh	2011	1471
Hillside	2011	1657
Melton	2011	1235
Melton South	2011	1261
Melton West	2011	1416
Rockbank - Mount Cottrell	2011	1165
Taylors Hill	2011	1716
Burnside	2011	1398
Burnside Heights	2011	1677
Caroline Springs	2011	1725
Hoppers Crossing - North	2011	1511
Hoppers Crossing - South	2011	1322
Laverton	2011	1126
Tarneit	2011	1623
Truganina	2011	1559
Werribee - South	2011	1377
Wyndham Vale	2011	1452
Point Cook - East	2011	2449
Point Cook - North	2011	1941
Point Cook - South	2011	2115
Werribee - East	2011	1187
Werribee - West	2011	1464
Carrum Downs	2011	1338
Frankston	2011	1236
Frankston North	2011	1046
Frankston South	2011	1713
Langwarrin	2011	1603
Seaford (Vic.)	2011	1335
Skye - Sandhurst	2011	1775
Dromana	2011	1114
Flinders	2011	1700
Hastings - Somers	2011	1255
Mornington	2011	1359
Mount Eliza	2011	1994
Mount Martha	2011	1691
Point Nepean	2011	1106
Rosebud - McCrae	2011	969
Somerville	2011	1465
Ararat	2011	1082
Ararat Region	2011	1037
Horsham	2011	1202
Horsham Region	2011	1235
Nhill Region	2011	990
St Arnaud	2011	925
Stawell	2011	1121
West Wimmera	2011	1059
Yarriambiack	2011	989
Irymple	2011	1269
Merbein	2011	1027
Mildura Region	2011	1162
Red Cliffs	2011	1044
Mildura - North	2011	1042
Mildura - South	2011	1096
Buloke	2011	959
Gannawarra	2011	964
Kerang	2011	969
Robinvale	2011	1040
Swan Hill	2011	1137
Swan Hill Region	2011	1035
Echuca	2011	1159
Kyabram	2011	1083
Lockington - Gunbower	2011	1070
Rochester	2011	1137
Rushworth	2011	950
Cobram	2011	960
Moira	2011	1070
Numurkah	2011	1021
Yarrawonga	2011	988
Mooroopna	2011	1102
Shepparton - North	2011	1277
Shepparton - South	2011	1186
Shepparton Region - East	2011	1392
Shepparton Region - West	2011	1155
Glenelg (Vic.)	2011	1110
Hamilton (Vic.)	2011	1217
Portland	2011	1232
Southern Grampians	2011	1160
Camperdown	2011	1059
Colac	2011	1173
Colac Region	2011	1212
Corangamite - North	2011	1068
Corangamite - South	2011	1238
Otway	2011	1036
Moyne - East	2011	1273
Moyne - West	2011	1270
Warrnambool - North	2011	1288
Warrnambool - South	2011	1317
Migratory - Offshore - Shipping (Vic.)	2011	0
No usual address (Vic.)	2011	0
Alexandra Hills	2011	1568
Belmont - Gumdale	2011	2084
Birkdale	2011	1697
Capalaba	2011	1588
Thorneside	2011	1412
Wellington Point	2011	1917
Cleveland	2011	1559
Ormiston	2011	1854
Redland Bay	2011	1674
Sheldon - Mount Cotton	2011	2031
Thornlands	2011	1823
Victoria Point	2011	1444
Redland Islands	2011	798
Brisbane Port - Lytton	2011	0
Manly - Lota	2011	1830
Manly West	2011	1752
Murarrie	2011	1988
Tingalpa	2011	1695
Wakerley	2011	2338
Wynnum	2011	1680
Wynnum West - Hemmant	2011	1539
Bald Hills	2011	1616
Bridgeman Downs	2011	2366
Carseldine	2011	1787
Everton Park	2011	1667
McDowall	2011	2145
Aspley	2011	1744
Chermside	2011	1402
Chermside West	2011	1702
Geebung	2011	1566
Kedron - Gordon Park	2011	2091
Stafford	2011	1553
Stafford Heights	2011	1598
Wavell Heights	2011	2006
Boondall	2011	1525
Brisbane Airport	2011	1999
Eagle Farm - Pinkenba	2011	1171
Northgate - Virginia	2011	1877
Nudgee - Banyo	2011	1665
Nundah	2011	1744
Bracken Ridge	2011	1629
Brighton (Qld)	2011	1609
Deagon	2011	1449
Sandgate - Shorncliffe	2011	1932
Taigum - Fitzgibbon	2011	1513
Zillmere	2011	1292
Camp Hill	2011	2313
Cannon Hill	2011	1893
Carina	2011	1783
Carina Heights	2011	1627
Carindale	2011	2206
Annerley	2011	1813
Coorparoo	2011	2088
Fairfield - Dutton Park	2011	1796
Greenslopes	2011	1852
Holland Park	2011	1983
Holland Park West	2011	1980
Woolloongabba	2011	1673
Yeronga	2011	2112
Eight Mile Plains	2011	1625
Macgregor (Qld)	2011	1290
Mansfield (Qld)	2011	1661
Mount Gravatt	2011	1748
Rochedale - Burbank	2011	2157
Upper Mount Gravatt	2011	1448
Wishart	2011	1761
Coopers Plains	2011	1238
Moorooka	2011	1696
Robertson	2011	1269
Salisbury - Nathan	2011	1609
Tarragindi	2011	2103
Algester	2011	1552
Calamvale - Stretton	2011	1671
Pallara - Willawong	2011	1978
Parkinson - Drewvale	2011	1921
Rocklea - Acacia Ridge	2011	1094
Kuraby	2011	1680
Runcorn	2011	1394
Sunnybank	2011	1183
Sunnybank Hills	2011	1397
Jindalee - Mount Ommaney	2011	2071
Middle Park - Jamboree Heights	2011	1889
Riverhills	2011	1878
Seventeen Mile Rocks - Sinnamon Park	2011	2327
Westlake	2011	2335
Bellbowrie - Moggill	2011	2102
Brookfield - Kenmore Hills	2011	2702
Chapel Hill	2011	2543
Fig Tree Pocket	2011	2794
Kenmore	2011	2201
Pinjarra Hills - Pullenvale	2011	2667
Chelmer - Graceville	2011	2620
Corinda	2011	2088
Indooroopilly	2011	2083
Sherwood	2011	2372
St Lucia	2011	1948
Taringa	2011	1995
Enoggera	2011	1949
Enoggera Reservoir	2011	2250
Keperra	2011	1428
Mitchelton	2011	1945
Mount Coot-tha	2011	0
The Gap	2011	2202
Upper Kedron - Ferny Grove	2011	2065
Brisbane City	2011	2402
Fortitude Valley	2011	2220
Highgate Hill	2011	1840
Kangaroo Point	2011	2159
New Farm	2011	2372
South Brisbane	2011	2033
Spring Hill	2011	2189
West End	2011	2046
Balmoral	2011	2522
Bulimba	2011	2691
East Brisbane	2011	2119
Hawthorne	2011	2641
Morningside - Seven Hills	2011	2114
Norman Park	2011	2519
Albion	2011	2094
Alderley	2011	2367
Ascot	2011	2470
Clayfield	2011	2244
Grange	2011	2524
Hamilton (Qld)	2011	2490
Hendra	2011	2420
Kelvin Grove - Herston	2011	1913
Newmarket	2011	2247
Newstead - Bowen Hills	2011	2661
Wilston	2011	2585
Windsor	2011	2234
Wooloowin - Lutwyche	2011	2173
Ashgrove	2011	2549
Auchenflower	2011	2400
Bardon	2011	2675
Paddington - Milton	2011	2516
Red Hill (Qld)	2011	2555
Toowong	2011	2088
Brinsmead	2011	1790
Clifton Beach - Kewarra Beach	2011	1465
Freshwater - Stratford	2011	1590
Redlynch	2011	1807
Trinity Beach - Smithfield	2011	1472
Yorkeys Knob - Machans Beach	2011	1307
Bentley Park	2011	1435
Cairns City	2011	1324
Earlville - Bayview Heights	2011	1485
Edmonton	2011	1334
Gordonvale - Trinity	2011	1363
Kanimbla - Mooroobool	2011	1460
Lamb Range	2011	0
Manoora	2011	942
Manunda	2011	984
Mount Sheridan	2011	1555
Westcourt - Bungalow	2011	1029
White Rock	2011	1174
Whitfield - Edge Hill	2011	1513
Woree	2011	1083
Babinda	2011	1214
Innisfail	2011	1065
Johnstone	2011	1184
Tully	2011	1169
Wooroonooran	2011	0
Yarrabah	2011	729
Daintree	2011	1161
Port Douglas	2011	1370
Atherton	2011	1123
Herberton	2011	847
Kuranda	2011	1153
Malanda - Yungaburra	2011	1027
Mareeba	2011	1109
Balonne	2011	1202
Chinchilla	2011	1498
Goondiwindi	2011	1403
Inglewood - Waggamba	2011	997
Miles - Wandoan	2011	1105
Roma	2011	1635
Roma Region	2011	1259
Tara	2011	885
Crows Nest - Rosalie	2011	948
Jondaryan	2011	1209
Millmerran	2011	1086
Pittsworth	2011	1222
Wambo	2011	1363
Clifton - Greenmount	2011	1034
Southern Downs - East	2011	960
Southern Downs - West	2011	925
Stanthorpe	2011	979
Stanthorpe Region	2011	982
Warwick	2011	1065
Central Highlands - East	2011	2441
Central Highlands - West	2011	1769
Emerald	2011	2480
Berserker	2011	1173
Bouldercombe	2011	1478
Emu Park	2011	1155
Frenchville - Mount Archer	2011	1694
Glenlee - Rockyview	2011	2001
Gracemere	2011	1597
Lakes Creek	2011	1343
Mount Morgan	2011	813
Norman Gardens	2011	1738
Park Avenue	2011	1206
Parkhurst - Kawana	2011	1421
Rockhampton - West	2011	1391
Rockhampton City	2011	1136
Rockhampton Region - East	2011	1360
Rockhampton Region - North	2011	1265
Rockhampton Region - West	2011	1594
Shoalwater Bay	2011	725
The Range - Allenstown	2011	1596
Yeppoon	2011	1439
Banana	2011	1468
Biloela	2011	1865
Agnes Water - Miriam Vale	2011	910
Boyne Island - Tannum Sands	2011	2253
Callemondah	2011	900
Clinton - New Auckland	2011	2148
Gladstone	2011	1709
Gladstone Hinterland	2011	2052
Kin Kora - Sun Valley	2011	2032
South Trees	2011	0
Telina - Toolooa	2011	2219
West Gladstone	2011	1656
Broadbeach Waters	2011	1470
Burleigh Heads	2011	1329
Burleigh Waters	2011	1295
Mermaid Beach - Broadbeach	2011	1415
Mermaid Waters	2011	1302
Miami	2011	1409
Coolangatta	2011	1023
Currumbin - Tugun	2011	1268
Currumbin Waters	2011	1269
Elanora	2011	1319
Palm Beach	2011	1283
Arundel	2011	1352
Biggera Waters	2011	1159
Coombabah	2011	996
Labrador	2011	1045
Paradise Point - Hollywell	2011	1459
Runaway Bay	2011	1310
Guanaba - Springbrook	2011	1342
Tamborine - Canungra	2011	1308
Currumbin Valley - Tallebudgera	2011	1550
Mudgeeraba - Bonogin	2011	1450
Reedy Creek - Andrews	2011	1459
Carrara	2011	1388
Highland Park	2011	1331
Nerang - Mount Nathan	2011	1272
Pacific Pines - Gaven	2011	1625
Worongary - Tallai	2011	1558
Coomera	2011	1679
Helensvale	2011	1540
Hope Island	2011	1780
Jacobs Well - Alberton	2011	1439
Ormeau - Yatala	2011	1688
Oxenford - Maudsland	2011	1482
Pimpama	2011	1496
Upper Coomera - Willow Vale	2011	1547
Clear Island Waters	2011	1424
Merrimac	2011	1277
Robina	2011	1411
Varsity Lakes	2011	1296
Ashmore	2011	1369
Molendinar	2011	1338
Parkwood	2011	1472
Southport - North	2011	1049
Southport - South	2011	1155
Benowa	2011	1612
Bundall	2011	1584
Main Beach	2011	1775
Surfers Paradise	2011	1260
Darra - Sumner	2011	1251
Durack	2011	1223
Forest Lake - Doolandella	2011	1665
Inala - Richlands	2011	864
Oxley (Qld)	2011	1761
Wacol	2011	903
Boonah	2011	1202
Esk	2011	894
Lake Manchester - England Creek	2011	0
Lockyer Valley - East	2011	1096
Lowood	2011	1170
Rosewood	2011	1376
Brassall	2011	1329
Bundamba	2011	1177
Churchill - Yamanto	2011	1436
Ipswich - Central	2011	1374
Ipswich - East	2011	1188
Ipswich - North	2011	1859
Karalee - Barellan Point	2011	1988
Karana Downs	2011	2002
Leichhardt - One Mile	2011	1057
North Ipswich - Tivoli	2011	1122
Raceview	2011	1438
Ripley	2011	1775
Riverview	2011	904
Bellbird Park - Brookwater	2011	1871
Camira - Gailes	2011	1466
Carole Park	2011	0
Collingwood Park - Redbank	2011	1388
Goodna	2011	1072
New Chum	2011	0
Redbank Plains	2011	1300
Springfield	2011	1712
Springfield Lakes	2011	1854
Beaudesert	2011	1126
Beenleigh	2011	1106
Eagleby	2011	960
Edens Landing - Holmview	2011	1412
Mount Warren Park	2011	1409
Wolffdene - Bahrs Scrub	2011	1682
Boronia Heights - Park Ridge	2011	1222
Browns Plains	2011	1284
Chambers Flat - Logan Reserve	2011	1446
Crestmead	2011	1215
Greenbank Military Camp	2011	0
Hillcrest	2011	1555
Marsden	2011	1236
Munruben - Park Ridge South	2011	1728
Regents Park - Heritage Park	2011	1556
Greenbank	2011	1708
Jimboomba	2011	1580
Logan Village	2011	1581
Bethania - Waterford	2011	1219
Cornubia - Carbrook	2011	1799
Loganholme - Tanah Merah	2011	1549
Loganlea	2011	1293
Shailer Park	2011	1877
Waterford West	2011	1169
Daisy Hill	2011	1641
Kingston (Qld.)	2011	1016
Logan Central	2011	869
Rochedale South - Priestdale	2011	1609
Slacks Creek	2011	1164
Springwood	2011	1654
Underwood	2011	1661
Woodridge	2011	893
Bowen	2011	1354
Broadsound - Nebo	2011	2630
Clermont	2011	1879
Collinsville	2011	1489
Moranbah	2011	2834
Andergrove - Beaconsfield	2011	1760
East Mackay	2011	1810
Eimeo - Rural View	2011	2425
Eungella Hinterland	2011	0
Mackay	2011	1543
Mackay Harbour	2011	2698
Mount Pleasant - Glenella	2011	2136
North Mackay	2011	1510
Ooralea - Bakers Creek	2011	1928
Pioneer Valley	2011	1765
Sarina	2011	1684
Seaforth - Calen	2011	1579
Shoal Point - Bucasia	2011	2081
Slade Point	2011	1652
South Mackay	2011	1617
Walkerston - Eton	2011	1896
West Mackay	2011	1727
Airlie - Whitsundays	2011	1490
Cape Conway	2011	0
Proserpine	2011	1320
Beachmere - Sandstone Point	2011	999
Bribie Island	2011	913
Burpengary - East	2011	1674
Caboolture	2011	1093
Caboolture - South	2011	1097
Elimbah	2011	1544
Morayfield - East	2011	1243
Wamuran	2011	1555
Kilcoy	2011	1047
Woodford - D'Aguilar	2011	1196
Burpengary	2011	1449
Deception Bay	2011	1082
Morayfield	2011	1666
Narangba	2011	1726
Upper Caboolture	2011	1546
Clontarf	2011	1274
Margate - Woody Point	2011	1175
Redcliffe	2011	1174
Rothwell - Kippa-Ring	2011	1212
Scarborough - Newport - Moreton Island	2011	1517
Albany Creek	2011	2011
Cashmere	2011	2006
Dayboro	2011	1811
Eatons Hill	2011	2193
The Hills District	2011	1933
Samford Valley	2011	2253
Dakabin - Kallangur	2011	1376
Murrumba Downs - Griffin	2011	1755
North Lakes - Mango Hill	2011	1855
Bray Park	2011	1528
Lawnton	2011	1315
Petrie	2011	1674
Strathpine - Brendale	2011	1363
Aurukun	2011	626
Cape York	2011	906
Croydon - Etheridge	2011	976
Kowanyama - Pormpuraaw	2011	786
Northern Peninsula	2011	923
Tablelands	2011	976
Torres	2011	1574
Torres Strait Islands	2011	793
Weipa	2011	2641
Carpentaria	2011	906
Mount Isa	2011	2418
Mount Isa Region	2011	1736
Northern Highlands	2011	1244
Barcaldine - Blackall	2011	1208
Charleville	2011	1256
Far Central West	2011	1156
Far South West	2011	1158
Longreach	2011	1432
Buderim - North	2011	1340
Buderim - South	2011	1579
Mountain Creek	2011	1438
Sippy Downs	2011	1210
Aroona - Currimundi	2011	1146
Buddina - Minyama	2011	1350
Caloundra - Kings Beach	2011	928
Caloundra - West	2011	1210
Golden Beach - Pelican Waters	2011	1124
