SA2_NAME16	Year	unemployment
Mickleham - Yuroke	2011	3.1
Mickleham - Yuroke	2016	4.8
Bayswater	2006	5
Bayswater	2011	5.4
Bayswater	2016	6.2
Knoxfield - Scoresby	2006	4.4
Knoxfield - Scoresby	2011	4.9
Knoxfield - Scoresby	2016	6.2
Lysterfield	2006	2.9
Lysterfield	2011	4
Lysterfield	2016	4.2
Rowville - Central	2006	3.9
Rowville - Central	2011	4.7
Rowville - Central	2016	5.3
Rowville - North	2006	3.2
Rowville - North	2011	4.1
Rowville - North	2016	4.8
Rowville - South	2006	3.6
Rowville - South	2011	4
Rowville - South	2016	4.8
Wantirna	2006	3.9
Wantirna	2011	4.2
Wantirna	2016	5.8
Wantirna South	2006	4.2
Wantirna South	2011	4.8
Wantirna South	2016	6.3
Boronia	2006	4.7
Boronia	2011	4.7
Boronia	2016	5.7
Ferntree Gully (North)	2006	4.9
Ferntree Gully (North)	2011	4.5
Ferntree Gully (North)	2016	5.6
Ferntree Gully (South) - Upper Ferntree Gully	2006	4.5
Ferntree Gully (South) - Upper Ferntree Gully	2011	4.4
Ferntree Gully (South) - Upper Ferntree Gully	2016	5.5
The Basin	2006	4.1
The Basin	2011	4.1
The Basin	2016	5
Donvale - Park Orchards	2006	3.6
Donvale - Park Orchards	2011	3.8
Donvale - Park Orchards	2016	4.4
Warrandyte - Wonga Park	2006	2.9
Warrandyte - Wonga Park	2011	3.5
Warrandyte - Wonga Park	2016	4.5
Bayswater North	2006	4.4
Bayswater North	2011	4.4
Bayswater North	2016	5
Croydon Hills - Warranwood	2006	3.1
Croydon Hills - Warranwood	2011	3.6
Croydon Hills - Warranwood	2016	4.3
Ringwood	2006	4.7
Ringwood	2011	5.2
Ringwood	2016	6.7
Ringwood East	2006	3.5
Ringwood East	2011	4.2
Ringwood East	2016	5.2
Ringwood North	2006	2.9
Ringwood North	2011	3.6
Ringwood North	2016	4.6
Croydon - East	2006	4.7
Croydon - East	2011	4.5
Croydon - East	2016	5.3
Croydon - West	2006	4.2
Croydon - West	2011	4.5
Croydon - West	2016	5.4
Croydon South	2006	4.1
Croydon South	2011	4.9
Croydon South	2016	5.1
Forest Hill	2006	3.9
Forest Hill	2011	4.6
Forest Hill	2016	6.8
Mitcham (Vic.)	2006	4.2
Mitcham (Vic.)	2011	4.5
Mitcham (Vic.)	2016	5.5
Nunawading	2006	4.1
Nunawading	2011	4.9
Nunawading	2016	5.5
Vermont	2006	3.7
Vermont	2011	4.3
Vermont	2016	5.4
Vermont South	2006	3.5
Vermont South	2011	4.2
Vermont South	2016	6.8
Belgrave - Selby	2006	3.9
Belgrave - Selby	2011	4.4
Belgrave - Selby	2016	4.6
Chirnside Park	2006	3.6
Chirnside Park	2011	3.4
Chirnside Park	2016	4.2
Healesville - Yarra Glen	2006	4.5
Healesville - Yarra Glen	2011	4.1
Healesville - Yarra Glen	2016	4.3
Kilsyth	2006	3.8
Kilsyth	2011	4.1
Kilsyth	2016	4.2
Lilydale - Coldstream	2006	3.9
Lilydale - Coldstream	2011	3.8
Lilydale - Coldstream	2016	4.5
Monbulk - Silvan	2006	3.7
Monbulk - Silvan	2011	3.7
Monbulk - Silvan	2016	3.3
Montrose	2006	3.6
Montrose	2011	3.6
Montrose	2016	4.1
Mooroolbark	2006	3.9
Mooroolbark	2011	3.9
Mooroolbark	2016	5.2
Mount Dandenong - Olinda	2006	4.3
Mount Dandenong - Olinda	2011	3.8
Mount Dandenong - Olinda	2016	4.1
Mount Evelyn	2006	4
Mount Evelyn	2011	4.1
Mount Evelyn	2016	4.5
Upwey - Tecoma	2006	4.3
Upwey - Tecoma	2011	4.6
Upwey - Tecoma	2016	5.1
Wandin - Seville	2006	2.7
Wandin - Seville	2011	2.6
Wandin - Seville	2016	3.9
Yarra Valley	2006	5.7
Yarra Valley	2011	4.8
Yarra Valley	2016	5.4
Beaconsfield - Officer	2006	3.6
Beaconsfield - Officer	2011	3.7
Beaconsfield - Officer	2016	4.7
Bunyip - Garfield	2006	3.5
Bunyip - Garfield	2011	3.5
Bunyip - Garfield	2016	3.6
Emerald - Cockatoo	2006	4
Emerald - Cockatoo	2011	4.1
Emerald - Cockatoo	2016	4.2
Koo Wee Rup	2006	3.3
Koo Wee Rup	2011	3.8
Koo Wee Rup	2016	4.2
Pakenham - North	2006	4.3
Pakenham - North	2011	5.8
Pakenham - North	2016	6.7
Pakenham - South	2006	5.8
Pakenham - South	2011	5.4
Pakenham - South	2016	6.9
Berwick - North	2006	3.9
Berwick - North	2011	4.4
Berwick - North	2016	5.2
Berwick - South	2006	4
Berwick - South	2011	4.6
Berwick - South	2016	6.4
Doveton	2006	10.9
Doveton	2011	10.6
Doveton	2016	13
Hallam	2006	6.2
Hallam	2011	8.3
Hallam	2016	9.3
Narre Warren North	2006	3
Narre Warren North	2011	3.2
Narre Warren North	2016	4.4
Endeavour Hills - North	2006	6.5
Endeavour Hills - North	2011	7.3
Endeavour Hills - North	2016	8.1
Endeavour Hills - South	2006	6
Endeavour Hills - South	2011	5.9
Endeavour Hills - South	2016	7.3
Narre Warren - North East	2006	4.6
Narre Warren - North East	2011	5.4
Narre Warren - North East	2016	7.3
Narre Warren - South West	2006	6.1
Narre Warren - South West	2011	6.4
Narre Warren - South West	2016	7.9
Cranbourne	2006	6.8
Cranbourne	2011	7.3
Cranbourne	2016	8.3
Cranbourne East	2006	4.5
Cranbourne East	2011	5.2
Cranbourne East	2016	6.2
Cranbourne North	2006	5.3
Cranbourne North	2011	6.2
Cranbourne North	2016	7.6
Cranbourne South	2006	3.3
Cranbourne South	2011	2.8
Cranbourne South	2016	4
Cranbourne West	2006	6.5
Cranbourne West	2011	7.4
Cranbourne West	2016	6.5
Hampton Park - Lynbrook	2006	7.4
Hampton Park - Lynbrook	2011	7.9
Hampton Park - Lynbrook	2016	9.7
Lynbrook - Lyndhurst	2006	4.3
Lynbrook - Lyndhurst	2011	5
Lynbrook - Lyndhurst	2016	7.1
Pearcedale - Tooradin	2006	3.7
Pearcedale - Tooradin	2011	4
Pearcedale - Tooradin	2016	4.6
Narre Warren South (East)	2006	3.3
Narre Warren South (East)	2011	3.9
Narre Warren South (East)	2016	6.1
Narre Warren South (West)	2006	4.3
Narre Warren South (West)	2011	5.8
Narre Warren South (West)	2016	7.7
Clarinda - Oakleigh South	2006	6.5
Clarinda - Oakleigh South	2011	5.7
Clarinda - Oakleigh South	2016	6.4
Clayton South	2006	9.5
Clayton South	2011	8.2
Clayton South	2016	9.4
Dandenong	2006	12.1
Dandenong	2011	11.2
Dandenong	2016	13.2
Dandenong North	2006	7.6
Dandenong North	2011	7.5
Dandenong North	2016	9.5
Dingley Village	2006	2.6
Dingley Village	2011	3.4
Dingley Village	2016	4.3
Keysborough	2006	7
Keysborough	2011	6
Keysborough	2016	7.8
Noble Park North	2006	7
Noble Park North	2011	7.7
Noble Park North	2016	8.3
Springvale	2006	12.1
Springvale	2011	10.5
Springvale	2016	11.8
Springvale South	2006	10
Springvale South	2011	9.1
Springvale South	2016	9.7
Noble Park - East	2006	10.6
Noble Park - East	2011	9.3
Noble Park - East	2016	9
Noble Park - West	2006	9.2
Noble Park - West	2011	9.6
Noble Park - West	2016	11.1
Ashwood - Chadstone	2006	6.1
Ashwood - Chadstone	2011	5.8
Ashwood - Chadstone	2016	7.3
Clayton	2006	12.3
Clayton	2011	13
Clayton	2016	16.6
Glen Waverley - East	2006	4.8
Glen Waverley - East	2011	5.7
Glen Waverley - East	2016	7.6
Glen Waverley - West	2006	5.8
Glen Waverley - West	2011	6.6
Glen Waverley - West	2016	7.8
Mount Waverley - North	2006	4.1
Mount Waverley - North	2011	5.5
Mount Waverley - North	2016	6.9
Mount Waverley - South	2006	4.3
Mount Waverley - South	2011	5.2
Mount Waverley - South	2016	6.4
Mulgrave	2006	5.1
Mulgrave	2011	4.9
Mulgrave	2016	6.3
Oakleigh - Huntingdale	2006	5.8
Oakleigh - Huntingdale	2011	5.6
Oakleigh - Huntingdale	2016	7.2
Wheelers Hill	2006	3.8
Wheelers Hill	2011	4.3
Wheelers Hill	2016	5.8
Ardeer - Albion	2006	12.4
Ardeer - Albion	2011	10.4
Ardeer - Albion	2016	13.1
Cairnlea	2006	6.9
Cairnlea	2011	7.4
Cairnlea	2016	8.3
Deer Park - Derrimut	2006	8.7
Deer Park - Derrimut	2011	8.2
Deer Park - Derrimut	2016	9.5
Delahey	2006	8.9
Delahey	2011	7.9
Delahey	2016	11.2
Keilor Downs	2006	6.5
Keilor Downs	2011	6.4
Keilor Downs	2016	8.4
Kings Park (Vic.)	2006	11.2
Kings Park (Vic.)	2011	10.7
Kings Park (Vic.)	2016	12.6
St Albans - North	2006	12.3
St Albans - North	2011	11
St Albans - North	2016	13.5
St Albans - South	2006	13.5
St Albans - South	2011	11.3
St Albans - South	2016	13.6
Sunshine	2006	11.1
Sunshine	2011	9.2
Sunshine	2016	11.4
Sunshine North	2006	10.9
Sunshine North	2011	11.6
Sunshine North	2016	12.4
Sunshine West	2006	11.2
Sunshine West	2011	9.8
Sunshine West	2016	12.5
Sydenham	2006	6.4
Sydenham	2011	6
Sydenham	2016	8.8
Taylors Lakes	2006	4.6
Taylors Lakes	2011	4.6
Taylors Lakes	2016	5.9
Altona	2006	5.5
Altona	2011	5.2
Altona	2016	5.7
Altona Meadows	2006	6.4
Altona Meadows	2011	6.6
Altona Meadows	2016	7.9
Altona North	2006	8.5
Altona North	2011	6.9
Altona North	2016	7.7
Newport	2006	5.1
Newport	2011	4.3
Newport	2016	4.7
Seabrook	2006	4.4
Seabrook	2011	4.7
Seabrook	2016	7.9
Williamstown	2006	3.6
Williamstown	2011	4.4
Williamstown	2016	5.2
Braybrook	2006	13.8
Braybrook	2011	10.8
Braybrook	2016	11.6
Footscray	2006	11.7
Footscray	2011	8.8
Footscray	2016	10.2
Maribyrnong	2006	5.8
Maribyrnong	2011	5.6
Maribyrnong	2016	6.7
Seddon - Kingsville	2006	6.2
Seddon - Kingsville	2011	4.8
Seddon - Kingsville	2016	6.1
West Footscray - Tottenham	2006	8.7
West Footscray - Tottenham	2011	7.4
West Footscray - Tottenham	2016	8.7
Yarraville	2006	5.2
Yarraville	2011	4.3
Yarraville	2016	5.2
Bacchus Marsh	2006	4.8
Bacchus Marsh	2011	4.7
Bacchus Marsh	2016	6
Hillside	2006	4.8
Hillside	2011	4.4
Hillside	2016	6.3
Melton	2006	7.5
Melton	2011	7.7
Melton	2016	9.7
Melton South	2006	7.1
Melton South	2011	7.5
Melton South	2016	9.1
Melton West	2006	5.3
Melton West	2011	6.1
Melton West	2016	7.4
Rockbank - Mount Cottrell	2006	7.7
Rockbank - Mount Cottrell	2011	5
Rockbank - Mount Cottrell	2016	7.8
Taylors Hill	2006	5.5
Taylors Hill	2011	5.1
Taylors Hill	2016	6.8
Burnside	2006	5.6
Burnside	2011	5.6
Burnside	2016	8.4
Burnside Heights	2006	4.3
Burnside Heights	2011	6.4
Burnside Heights	2016	7.4
Caroline Springs	2006	4.8
Caroline Springs	2011	5.7
Caroline Springs	2016	7
Hoppers Crossing - North	2006	5.3
Hoppers Crossing - North	2011	5.8
Hoppers Crossing - North	2016	7.8
Hoppers Crossing - South	2006	6.1
Hoppers Crossing - South	2011	7
Hoppers Crossing - South	2016	9.8
Laverton	2006	12.4
Laverton	2011	9.5
Laverton	2016	9.4
Tarneit	2006	4.5
Tarneit	2011	6.2
Tarneit	2016	8.3
Truganina	2006	5.2
Truganina	2011	7.1
Truganina	2016	8.3
Werribee - South	2006	5.3
Werribee - South	2011	5.5
Werribee - South	2016	7
Wyndham Vale	2006	5.5
Wyndham Vale	2011	6.4
Wyndham Vale	2016	8.5
Point Cook - East	2006	3.3
Point Cook - East	2011	4.3
Point Cook - East	2016	6.9
Point Cook - North	2006	3.3
Point Cook - North	2011	5.2
Point Cook - North	2016	7.4
Point Cook - South	2006	3.1
Point Cook - South	2011	5.5
Point Cook - South	2016	7.5
Werribee - East	2006	7.3
Werribee - East	2011	8.9
Werribee - East	2016	10.4
Werribee - West	2006	5.2
Werribee - West	2011	5.8
Werribee - West	2016	7.5
Carrum Downs	2006	5.8
Carrum Downs	2011	5.7
Carrum Downs	2016	6.5
Frankston	2006	7.7
Frankston	2011	7
Frankston	2016	8.1
Frankston North	2006	9.3
Frankston North	2011	8.7
Frankston North	2016	9.4
Frankston South	2006	3.9
Frankston South	2011	4.3
Frankston South	2016	5
Langwarrin	2006	3.9
Langwarrin	2011	3.8
Langwarrin	2016	4.6
Seaford (Vic.)	2006	6.9
Seaford (Vic.)	2011	6.5
Seaford (Vic.)	2016	7.1
Skye - Sandhurst	2006	3.7
Skye - Sandhurst	2011	4
Skye - Sandhurst	2016	5
Dromana	2006	5.9
Dromana	2011	5.3
Dromana	2016	5
Flinders	2006	2.3
Flinders	2011	2.5
Flinders	2016	3.1
Hastings - Somers	2006	5.5
Hastings - Somers	2011	5.3
Hastings - Somers	2016	5.9
Mornington	2006	4.8
Mornington	2011	5
Mornington	2016	5.1
Mount Eliza	2006	3.5
Mount Eliza	2011	3.2
Mount Eliza	2016	4.3
Mount Martha	2006	3
Mount Martha	2011	3.3
Mount Martha	2016	3.9
Point Nepean	2006	5.4
Point Nepean	2011	4.8
Point Nepean	2016	5.2
Rosebud - McCrae	2006	7.4
Rosebud - McCrae	2011	6.1
Rosebud - McCrae	2016	6
Somerville	2006	4
Somerville	2011	4.1
Somerville	2016	4.4
Ararat	2006	6.7
Ararat	2011	4
Ararat	2016	5.8
Ararat Region	2006	3.9
Ararat Region	2011	3
Ararat Region	2016	3.7
Horsham	2006	5.5
Horsham	2011	3.9
Horsham	2016	5.3
Horsham Region	2006	3.5
Horsham Region	2011	2.8
Horsham Region	2016	3.6
Nhill Region	2006	4.3
Nhill Region	2011	3
Nhill Region	2016	4.7
St Arnaud	2006	5
St Arnaud	2011	4.7
St Arnaud	2016	4.7
Stawell	2006	5.1
Stawell	2011	4.6
Stawell	2016	5.3
West Wimmera	2006	3.2
West Wimmera	2011	3.2
West Wimmera	2016	3.9
Yarriambiack	2006	4.2
Yarriambiack	2011	3.7
Yarriambiack	2016	5
Irymple	2006	3.6
Irymple	2011	3.8
Irymple	2016	4.4
Merbein	2006	5.6
Merbein	2011	7.1
Merbein	2016	7.2
Mildura Region	2006	3.5
Mildura Region	2011	4.1
Mildura Region	2016	4.7
Red Cliffs	2006	5.3
Red Cliffs	2011	6.5
Red Cliffs	2016	6.7
Mildura - North	2006	7.4
Mildura - North	2011	8.5
Mildura - North	2016	9.8
Mildura - South	2006	5.9
Mildura - South	2011	6.4
Mildura - South	2016	7
Buloke	2006	3.2
Buloke	2011	3.7
Buloke	2016	4.4
Gannawarra	2006	3.1
Gannawarra	2011	3.7
Gannawarra	2016	3.8
Kerang	2006	6.6
Kerang	2011	4.5
Kerang	2016	6.2
Robinvale	2006	4.4
Robinvale	2011	7.6
Robinvale	2016	6.6
Swan Hill	2006	4.4
Swan Hill	2011	4.5
Swan Hill	2016	4.8
Swan Hill Region	2006	5.1
Swan Hill Region	2011	4.4
Swan Hill Region	2016	5
Echuca	2006	4.6
Echuca	2011	4.4
Echuca	2016	4.9
Kyabram	2006	5.1
Kyabram	2011	5.1
Kyabram	2016	5.3
Lockington - Gunbower	2006	3.7
Lockington - Gunbower	2011	3.8
Lockington - Gunbower	2016	3.9
Rochester	2006	4.5
Rochester	2011	3.6
Rochester	2016	4.7
Rushworth	2006	4.9
Rushworth	2011	4.3
Rushworth	2016	5.2
Cobram	2006	6.4
Cobram	2011	6.1
Cobram	2016	6.2
Moira	2006	4
Moira	2011	3.7
Moira	2016	5
Numurkah	2006	4.1
Numurkah	2011	4.7
Numurkah	2016	4.4
Yarrawonga	2006	4.8
Yarrawonga	2011	4.5
Yarrawonga	2016	5.4
Mooroopna	2006	7.8
Mooroopna	2011	6.8
Mooroopna	2016	7.6
Shepparton - North	2006	6.1
Shepparton - North	2011	5.1
Shepparton - North	2016	6.4
Shepparton - South	2006	6.7
Shepparton - South	2011	6.3
Shepparton - South	2016	7.2
Shepparton Region - East	2006	3.1
Shepparton Region - East	2011	3.3
Shepparton Region - East	2016	3.8
Shepparton Region - West	2006	4.8
Shepparton Region - West	2011	4.9
Shepparton Region - West	2016	5.1
Glenelg (Vic.)	2006	4.8
Glenelg (Vic.)	2011	4.7
Glenelg (Vic.)	2016	4.6
Hamilton (Vic.)	2006	4.2
Hamilton (Vic.)	2011	4.3
Hamilton (Vic.)	2016	5.1
Portland	2006	7.9
Portland	2011	5
Portland	2016	7.1
Southern Grampians	2006	3.9
Southern Grampians	2011	3.3
Southern Grampians	2016	3.4
Camperdown	2006	4.4
Camperdown	2011	3.5
Camperdown	2016	4.4
Colac	2006	4.7
Colac	2011	3.8
Colac	2016	4.4
Colac Region	2006	4.2
Colac Region	2011	2.7
Colac Region	2016	3.1
Corangamite - North	2006	4.1
Corangamite - North	2011	3.2
Corangamite - North	2016	3.9
Corangamite - South	2006	3.1
Corangamite - South	2011	2.7
Corangamite - South	2016	3.6
Otway	2006	5.3
Otway	2011	4.9
Otway	2016	4.1
Moyne - East	2006	3.2
Moyne - East	2011	3.4
Moyne - East	2016	3.8
Moyne - West	2006	3.5
Moyne - West	2011	3.9
Moyne - West	2016	3.6
Warrnambool - North	2006	5.1
Warrnambool - North	2011	4.9
Warrnambool - North	2016	5.3
Warrnambool - South	2006	5.2
Warrnambool - South	2011	4.8
Warrnambool - South	2016	5.1
Migratory - Offshore - Shipping (Vic.)	2006	0
Migratory - Offshore - Shipping (Vic.)	2011	0
Migratory - Offshore - Shipping (Vic.)	2016	0
No usual address (Vic.)	2006	18.1
No usual address (Vic.)	2011	21.9
No usual address (Vic.)	2016	23.2
Alexandra Hills	2006	4.1
Alexandra Hills	2011	5.6
Alexandra Hills	2016	6.4
Belmont - Gumdale	2006	2.8
Belmont - Gumdale	2011	4.1
Belmont - Gumdale	2016	4.9
Birkdale	2006	3.7
Birkdale	2011	5.4
Birkdale	2016	5.6
Capalaba	2006	4.1
Capalaba	2011	5.4
Capalaba	2016	6.6
Thorneside	2006	5.1
Thorneside	2011	5.4
Thorneside	2016	6.6
Wellington Point	2006	3.7
Wellington Point	2011	4.8
Wellington Point	2016	5.2
Cleveland	2006	4.2
Cleveland	2011	5.1
Cleveland	2016	6
Ormiston	2006	3.7
Ormiston	2011	4.9
Ormiston	2016	5.2
Redland Bay	2006	3.6
Redland Bay	2011	4.5
Redland Bay	2016	5.9
Sheldon - Mount Cotton	2006	2.8
Sheldon - Mount Cotton	2011	3.4
Sheldon - Mount Cotton	2016	4.6
Thornlands	2006	3.7
Thornlands	2011	4.4
Thornlands	2016	5.2
Victoria Point	2006	4.2
Victoria Point	2011	6.1
Victoria Point	2016	5.8
Redland Islands	2006	9.6
Redland Islands	2011	12.9
Redland Islands	2016	13.5
Brisbane Port - Lytton	2006	0
Brisbane Port - Lytton	2011	0
Brisbane Port - Lytton	2016	0
Manly - Lota	2006	4.4
Manly - Lota	2011	5.1
Manly - Lota	2016	5.8
Manly West	2006	3.4
Manly West	2011	4.4
Manly West	2016	6.5
Murarrie	2006	4.7
Murarrie	2011	5.1
Murarrie	2016	5.7
Tingalpa	2006	3.3
Tingalpa	2011	4.6
Tingalpa	2016	5.8
Wakerley	2006	2.4
Wakerley	2011	3.5
Wakerley	2016	4.3
Wynnum	2006	5.2
Wynnum	2011	5.8
Wynnum	2016	6.7
Wynnum West - Hemmant	2006	4.1
Wynnum West - Hemmant	2011	5.6
Wynnum West - Hemmant	2016	6.4
Bald Hills	2006	3.4
Bald Hills	2011	4.2
Bald Hills	2016	6.7
Bridgeman Downs	2006	2
Bridgeman Downs	2011	3.5
Bridgeman Downs	2016	5.1
Carseldine	2006	2.7
Carseldine	2011	4.1
Carseldine	2016	5.6
Everton Park	2006	3.2
Everton Park	2011	4.4
Everton Park	2016	5.6
McDowall	2006	2.1
McDowall	2011	3.3
McDowall	2016	5.2
Aspley	2006	3.5
Aspley	2011	4.9
Aspley	2016	6
Chermside	2006	4.3
Chermside	2011	6.9
Chermside	2016	7.8
Chermside West	2006	3.5
Chermside West	2011	4.5
Chermside West	2016	6.1
Geebung	2006	3.4
Geebung	2011	4.7
Geebung	2016	5.5
Kedron - Gordon Park	2006	3.5
Kedron - Gordon Park	2011	3.9
Kedron - Gordon Park	2016	4.8
Stafford	2006	4.1
Stafford	2011	5.8
Stafford	2016	6.6
Stafford Heights	2006	3.6
Stafford Heights	2011	6
Stafford Heights	2016	6.4
Wavell Heights	2006	3
Wavell Heights	2011	4
Wavell Heights	2016	4.6
Boondall	2006	3.8
Boondall	2011	5.4
Boondall	2016	6.7
Brisbane Airport	2006	10
Brisbane Airport	2011	0
Brisbane Airport	2016	5.7
Eagle Farm - Pinkenba	2006	1.9
Eagle Farm - Pinkenba	2011	5.6
Eagle Farm - Pinkenba	2016	5.8
Northgate - Virginia	2006	3.5
Northgate - Virginia	2011	5.2
Northgate - Virginia	2016	5.8
Nudgee - Banyo	2006	3.7
Nudgee - Banyo	2011	5.5
Nudgee - Banyo	2016	6.2
Nundah	2006	4.3
Nundah	2011	5
Nundah	2016	6
Bracken Ridge	2006	3.4
Bracken Ridge	2011	4.8
Bracken Ridge	2016	6.6
Brighton (Qld)	2006	4.7
Brighton (Qld)	2011	4.8
Brighton (Qld)	2016	5.6
Deagon	2006	4.6
Deagon	2011	5.5
Deagon	2016	7.6
Sandgate - Shorncliffe	2006	4.6
Sandgate - Shorncliffe	2011	5.4
Sandgate - Shorncliffe	2016	5.8
Taigum - Fitzgibbon	2006	4.1
Taigum - Fitzgibbon	2011	4.5
Taigum - Fitzgibbon	2016	6.6
Zillmere	2006	4.9
Zillmere	2011	6.6
Zillmere	2016	9
Camp Hill	2006	2.5
Camp Hill	2011	3.2
Camp Hill	2016	4.3
Cannon Hill	2006	3.3
Cannon Hill	2011	4.7
Cannon Hill	2016	6
Carina	2006	3.5
Carina	2011	4.3
Carina	2016	5
Carina Heights	2006	4.1
Carina Heights	2011	4.7
Carina Heights	2016	5.6
Carindale	2006	2.8
Carindale	2011	4.1
Carindale	2016	5.4
Annerley	2006	4.5
Annerley	2011	6
Annerley	2016	7.5
Coorparoo	2006	3.4
Coorparoo	2011	4.2
Coorparoo	2016	5.4
Fairfield - Dutton Park	2006	5.8
Fairfield - Dutton Park	2011	8.3
Fairfield - Dutton Park	2016	8.2
Greenslopes	2006	4
Greenslopes	2011	4.8
Greenslopes	2016	6.2
Holland Park	2006	3.3
Holland Park	2011	3.6
Holland Park	2016	5.7
Holland Park West	2006	3.6
Holland Park West	2011	4
Holland Park West	2016	5.5
Woolloongabba	2006	6.1
Woolloongabba	2011	6.9
Woolloongabba	2016	9.3
Yeronga	2006	3.7
Yeronga	2011	4.5
Yeronga	2016	6.2
Eight Mile Plains	2006	4.4
Eight Mile Plains	2011	6.7
Eight Mile Plains	2016	8.3
Macgregor (Qld)	2006	6.5
Macgregor (Qld)	2011	8.5
Macgregor (Qld)	2016	11.8
Mansfield (Qld)	2006	3.5
Mansfield (Qld)	2011	5.5
Mansfield (Qld)	2016	7.3
Mount Gravatt	2006	4.2
Mount Gravatt	2011	5.3
Mount Gravatt	2016	6.2
Rochedale - Burbank	2006	3.1
Rochedale - Burbank	2011	4.1
Rochedale - Burbank	2016	5.8
Upper Mount Gravatt	2006	5.1
Upper Mount Gravatt	2011	7.2
Upper Mount Gravatt	2016	9.8
Wishart	2006	3.4
Wishart	2011	5
Wishart	2016	6.5
Coopers Plains	2006	5.5
Coopers Plains	2011	8.7
Coopers Plains	2016	10.4
Moorooka	2006	4.4
Moorooka	2011	5.6
Moorooka	2016	6.5
Robertson	2006	7.5
Robertson	2011	9.8
Robertson	2016	10.7
Salisbury - Nathan	2006	6
Salisbury - Nathan	2011	7.6
Salisbury - Nathan	2016	8.8
Tarragindi	2006	2.9
Tarragindi	2011	3.9
Tarragindi	2016	5.5
Algester	2006	4.2
Algester	2011	5.3
Algester	2016	7.4
Calamvale - Stretton	2006	4.5
Calamvale - Stretton	2011	6.6
Calamvale - Stretton	2016	8
Pallara - Willawong	2006	5.1
Pallara - Willawong	2011	4.7
Pallara - Willawong	2016	6.7
Parkinson - Drewvale	2006	3
Parkinson - Drewvale	2011	4.5
Parkinson - Drewvale	2016	6.9
Rocklea - Acacia Ridge	2006	6.8
Rocklea - Acacia Ridge	2011	8.9
Rocklea - Acacia Ridge	2016	13.6
Kuraby	2006	4.2
Kuraby	2011	6
Kuraby	2016	8.7
Runcorn	2006	5.4
Runcorn	2011	7.3
Runcorn	2016	9.5
Sunnybank	2006	7.9
Sunnybank	2011	9.6
Sunnybank	2016	12.1
Sunnybank Hills	2006	5.1
Sunnybank Hills	2011	7.8
Sunnybank Hills	2016	9.9
Jindalee - Mount Ommaney	2006	3.5
Jindalee - Mount Ommaney	2011	5.3
Jindalee - Mount Ommaney	2016	5.9
Middle Park - Jamboree Heights	2006	3.8
Middle Park - Jamboree Heights	2011	4.8
Middle Park - Jamboree Heights	2016	6.2
Riverhills	2006	3.5
Riverhills	2011	5
Riverhills	2016	6.7
Seventeen Mile Rocks - Sinnamon Park	2006	2.7
Seventeen Mile Rocks - Sinnamon Park	2011	3.9
Seventeen Mile Rocks - Sinnamon Park	2016	5.1
Westlake	2006	2.6
Westlake	2011	3.5
Westlake	2016	5.7
Bellbowrie - Moggill	2006	3.6
Bellbowrie - Moggill	2011	4
Bellbowrie - Moggill	2016	5.7
Brookfield - Kenmore Hills	2006	2.7
Brookfield - Kenmore Hills	2011	3.6
Brookfield - Kenmore Hills	2016	5.8
Chapel Hill	2006	2.9
Chapel Hill	2011	4.2
Chapel Hill	2016	6.8
Fig Tree Pocket	2006	2.4
Fig Tree Pocket	2011	2.9
Fig Tree Pocket	2016	5.5
Kenmore	2006	3.3
Kenmore	2011	4.6
Kenmore	2016	6.4
Pinjarra Hills - Pullenvale	2006	2.3
Pinjarra Hills - Pullenvale	2011	3.9
Pinjarra Hills - Pullenvale	2016	4.7
Chelmer - Graceville	2006	2.6
Chelmer - Graceville	2011	3.5
Chelmer - Graceville	2016	5.1
Corinda	2006	3.9
Corinda	2011	5
Corinda	2016	5.8
Indooroopilly	2006	4.3
Indooroopilly	2011	6.8
Indooroopilly	2016	9.3
Sherwood	2006	2.3
Sherwood	2011	4
Sherwood	2016	5.4
St Lucia	2006	9.2
St Lucia	2011	14.1
St Lucia	2016	16.8
Taringa	2006	4.1
Taringa	2011	6.6
Taringa	2016	8.5
Enoggera	2006	3.6
Enoggera	2011	3.8
Enoggera	2016	5.2
Enoggera Reservoir	2006	0
Enoggera Reservoir	2011	0
Enoggera Reservoir	2016	0
Keperra	2006	4.5
Keperra	2011	5.4
Keperra	2016	7.4
Mitchelton	2006	2.8
Mitchelton	2011	3.8
Mitchelton	2016	5.4
Mount Coot-tha	2006	0
Mount Coot-tha	2011	0
Mount Coot-tha	2016	0
The Gap	2006	3.1
The Gap	2011	4.3
The Gap	2016	6.1
Upper Kedron - Ferny Grove	2006	2.6
Upper Kedron - Ferny Grove	2011	4.2
Upper Kedron - Ferny Grove	2016	6.1
Brisbane City	2006	5.2
Brisbane City	2011	6.7
Brisbane City	2016	10.9
Fortitude Valley	2006	4.7
Fortitude Valley	2011	5.2
Fortitude Valley	2016	6.7
Highgate Hill	2006	5.4
Highgate Hill	2011	7
Highgate Hill	2016	7.6
Kangaroo Point	2006	4.2
Kangaroo Point	2011	5.2
Kangaroo Point	2016	7.7
New Farm	2006	3.9
New Farm	2011	4.4
New Farm	2016	5
South Brisbane	2006	7.1
South Brisbane	2011	8.9
South Brisbane	2016	9.2
Spring Hill	2006	6
Spring Hill	2011	7.8
Spring Hill	2016	10.6
West End	2006	6.3
West End	2011	7
West End	2016	6.6
