SA2_NAME16	Year	averageNumberOfPersonsPerBedroom
Augusta	2006	0.8
Busselton	2006	0.8
Busselton Region	2006	0.8
Margaret River	2006	0.8
Australind - Leschenault	2006	0.8
Capel	2006	0.8
College Grove - Carey Park	2006	0.7
Collie	2006	0.8
Dardanup	2006	0.8
Davenport	2006	0
Eaton - Pelican Point	2006	0.8
Harvey	2006	0.8
East Bunbury - Glen Iris	2006	0.7
Waroona	2006	0.8
Dalyellup	2006	0.8
Gelorup - Stratham	2006	0.8
South Bunbury - Bunbury	2006	0.7
Withers - Usher	2006	0.8
Bridgetown - Boyup Brook	2006	0.7
Donnybrook - Balingup	2006	0.8
Manjimup	2006	0.8
Pemberton	2006	0.8
Dawesville - Bouvard	2006	0.7
Falcon - Wannanup	2006	0.7
Greenfields	2006	0.7
Halls Head - Erskine	2006	0.7
Mandurah	2006	0.7
Mandurah - East	2006	0.8
Mandurah - North	2006	0.7
Mandurah - South	2006	0.7
Pinjarra	2006	0.8
City Beach	2006	0.7
Claremont (WA)	2006	0.8
Cottesloe	2006	0.8
Floreat	2006	0.8
Mosman Park - Peppermint Grove	2006	0.8
Nedlands - Dalkeith - Crawley	2006	0.8
Swanbourne - Mount Claremont	2006	0.8
Kings Park (WA)	2006	0
Mount Hawthorn - Leederville	2006	0.8
Mount Lawley - Inglewood	2006	0.8
North Perth	2006	0.8
Perth City	2006	0.9
Subiaco - Shenton Park	2006	0.8
Wembley - West Leederville - Glendalough	2006	0.8
Bassendean - Eden Hill - Ashfield	2006	0.7
Bayswater - Embleton - Bedford	2006	0.8
Maylands	2006	0.8
Morley	2006	0.7
Noranda	2006	0.7
Chidlow	2006	0.8
Glen Forrest - Darlington	2006	0.8
Helena Valley - Koongamia	2006	0.8
Malmalling - Reservoir	2006	0
Mundaring	2006	0.8
Swan View - Greenmount - Midvale	2006	0.7
Avon Valley National Park	2006	0
Ballajura	2006	0.8
Beechboro	2006	0.8
Bullsbrook	2006	0.8
Ellenbrook	2006	0.8
Gidgegannup	2006	0.8
Hazelmere - Guildford	2006	0.8
Lockridge - Kiara	2006	0.8
Malaga	2006	0
Melaleuca - Lexia	2006	0
Middle Swan - Herne Hill	2006	0.8
Midland - Guildford	2006	0.8
Stratton - Jane Brook	2006	0.8
The Vines	2006	0.7
Walyunga National Park	2006	0
Craigie - Beldon	2006	0.7
Currambine - Kinross	2006	0.8
Duncraig	2006	0.7
Greenwood - Warwick	2006	0.7
Heathridge - Connolly	2006	0.7
Hillarys	2006	0.8
Iluka - Burns Beach	2006	0.8
Joondalup - Edgewater	2006	0.8
Kingsley	2006	0.7
Mullaloo - Kallaroo	2006	0.7
Ocean Reef	2006	0.8
Padbury	2006	0.7
Sorrento - Marmion	2006	0.7
Woodvale	2006	0.8
Balcatta - Hamersley	2006	0.7
Balga - Mirrabooka	2006	0.8
Dianella	2006	0.7
Herdsman	2006	0
Innaloo - Doubleview	2006	0.7
Karrinyup - Gwelup - Carine	2006	0.7
Nollamara - Westminster	2006	0.7
Osborne Park Industrial	2006	0
Scarborough	2006	0.7
Stirling - Osborne Park	2006	0.7
Trigg - North Beach - Watermans Bay	2006	0.7
Tuart Hill - Joondanna	2006	0.7
Wembley Downs - Churchlands - Woodlands	2006	0.7
Yokine - Coolbinia - Menora	2006	0.7
Alexander Heights - Koondoola	2006	0.8
Butler - Merriwa - Ridgewood	2006	0.7
Carramar	2006	0.8
Clarkson	2006	0.7
Girrawheen	2006	0.8
Madeley - Darch - Landsdale	2006	0.8
Marangaroo	2006	0.8
Mindarie - Quinns Rocks - Jindalee	2006	0.8
Neerabup National Park	2006	0
Tapping - Ashby - Sinagra	2006	0.8
Wanneroo	2006	0.7
Alkimos - Eglinton	2006	0
Carabooda - Pinjar	2006	0.8
Two Rocks	2006	0.7
Yanchep	2006	0.7
Armadale - Wungong - Brookdale	2006	0.7
Ashendon - Lesley	2006	0
Camillo - Champion Lakes	2006	0.8
Forrestdale - Harrisdale - Piara Waters	2006	0.8
Kelmscott	2006	0.7
Mount Nasura - Mount Richon - Bedfordale	2006	0.8
Roleystone	2006	0.8
Seville Grove	2006	0.8
Belmont - Ascot - Redcliffe	2006	0.7
East Victoria Park - Carlisle	2006	0.8
Kewdale Commercial	2006	0
Perth Airport	2006	0
Rivervale - Kewdale - Cloverdale	2006	0.7
Victoria Park - Lathlain - Burswood	2006	0.8
Bentley - Wilson - St James	2006	0.8
Canning Vale - West	2006	0.8
Canning Vale Commercial	2006	0
Cannington - Queens Park	2006	0.7
Parkwood - Ferndale - Lynwood	2006	0.7
Riverton - Shelley - Rossmoyne	2006	0.7
Welshpool	2006	1
Willetton	2006	0.8
Beckenham - Kenwick - Langford	2006	0.8
Canning Vale - East	2006	0.8
Gosnells	2006	0.7
Huntingdale - Southern River	2006	0.7
Maddington - Orange Grove - Martin	2006	0.7
Thornlie	2006	0.7
Forrestfield - Wattle Grove	2006	0.7
High Wycombe	2006	0.7
Kalamunda - Maida Vale - Gooseberry Hill	2006	0.7
Lesmurdie - Bickley - Carmel	2006	0.7
Byford	2006	0.8
Mundijong	2006	0.8
Serpentine - Jarrahdale	2006	0.8
Como	2006	0.7
Manning - Waterford	2006	0.8
South Perth - Kensington	2006	0.8
Banjup	2006	0.8
Bibra Industrial	2006	0
Bibra Lake	2006	0
Coogee	2006	0.8
Coolbellup	2006	0.7
Hamilton Hill	2006	0.7
Henderson	2006	0
North Coogee	2006	0
South Lake - Cockburn Central	2006	0.7
Spearwood	2006	0.7
Success - Hammond Park	2006	0.7
Yangebup	2006	0.8
Beeliar - Wattleup	2006	0.8
Jandakot	2006	0.7
East Fremantle	2006	0.8
Fremantle	2006	0.8
Fremantle - South	2006	0.8
O'Connor (WA)	2006	0
Bertram - Wellard (West)	2006	0.7
Calista	2006	0.7
Hope Valley - Postans	2006	0.8
Kwinana Industrial	2006	1
Parmelia - Orelia	2006	0.7
Casuarina - Wandi	2006	0.8
Applecross - Ardross	2006	0.7
Bateman	2006	0.7
Bicton - Palmyra	2006	0.7
Booragoon	2006	0.7
Bull Creek	2006	0.8
Leeming	2006	0.8
Melville	2006	0.7
Murdoch - Kardinya	2006	0.7
Willagee	2006	0.7
Winthrop	2006	0.8
Baldivis	2006	0.8
Cooloongup	2006	0.7
Port Kennedy	2006	0.8
Rockingham	2006	0.7
Rockingham Lakes	2006	0
Safety Bay - Shoalwater	2006	0.7
Singleton - Golden Bay - Secret Harbour	2006	0.8
Waikiki	2006	0.7
Warnbro	2006	0.7
Albany	2006	0.7
Albany Region	2006	0.8
Bayonet Head - Lower King	2006	0.8
Denmark	2006	0.8
Gnowangerup	2006	0.8
Katanning	2006	0.8
Kojonup	2006	0.8
Little Grove - Elleker	2006	0.8
McKail - Willyung	2006	0.8
Plantagenet	2006	0.8
Stirling Range National Park	2006	0
Chittering	2006	0.8
Cunderdin	2006	0.8
Dowerin	2006	0.7
Gingin - Dandaragan	2006	0.7
Merredin	2006	0.7
Moora	2006	0.8
Mukinbudin	2006	0.8
Northam	2006	0.8
Toodyay	2006	0.8
York - Beverley	2006	0.8
Brookton	2006	0.7
Kulin	2006	0.7
Murray	2006	0.8
Narrogin	2006	0.8
Wagin	2006	0.7
Broome	2006	0.9
Derby - West Kimberley	2006	1.1
Halls Creek	2006	1.4
Kununurra	2006	1
Roebuck	2006	1.3
East Pilbara	2006	1.3
Newman	2006	0.8
Port Hedland	2006	0.8
South Hedland	2006	0.9
Ashburton (WA)	2006	0.9
Karratha	2006	0.9
Roebourne	2006	0.9
Esperance	2006	0.8
Esperance Region	2006	0.8
Carnarvon	2006	0.9
Exmouth	2006	0.9
Boulder	2006	0.8
Kalgoorlie	2006	0.8
Kalgoorlie - North	2006	0.8
Kalgoorlie Airport	2006	0
Kambalda - Coolgardie - Norseman	2006	0.8
Leinster - Leonora	2006	1
Trafalgar (WA)	2006	0
Geraldton	2006	0.8
Geraldton - East	2006	0.8
Geraldton - North	2006	0.8
Geraldton - South	2006	0.8
Irwin	2006	0.8
Meekatharra	2006	0.9
Morawa	2006	0.7
Northampton - Mullewa - Greenough	2006	0.8
Migratory - Offshore - Shipping (WA)	2006	0
No usual address (WA)	2006	0
Bridgewater - Gagebrook	2006	0.9
Brighton - Pontville	2006	0.8
Old Beach - Otago	2006	0.8
Bellerive - Rosny	2006	0.8
Cambridge	2006	0.8
Geilston Bay - Risdon	2006	0.7
Howrah - Tranmere	2006	0.7
Lindisfarne - Rose Bay	2006	0.8
Mornington - Warrane	2006	0.8
Risdon Vale	2006	0.8
Rokeby	2006	0.8
South Arm	2006	0.8
Austins Ferry - Granton	2006	0.8
Berriedale - Chigwell	2006	0.8
Claremont (Tas.)	2006	0.8
Derwent Park - Lutana	2006	0.8
Glenorchy	2006	0.8
Montrose - Rosetta	2006	0.8
Moonah	2006	0.8
New Norfolk	2006	0.8
West Moonah	2006	0.8
Kingston - Huntingfield	2006	0.8
Kingston Beach - Blackmans Bay	2006	0.8
Margate - Snug	2006	0.8
Mount Wellington	2006	0
Taroona - Bonnet Hill	2006	0.8
Hobart	2006	0.8
Lenah Valley - Mount Stuart	2006	0.8
Mount Nelson - Dynnyrne	2006	0.8
New Town	2006	0.8
Sandy Bay	2006	0.8
South Hobart - Fern Tree	2006	0.8
West Hobart	2006	0.8
Dodges Ferry - Lewisham	2006	0.8
Sorell - Richmond	2006	0.8
Invermay	2006	0.8
Kings Meadows - Punchbowl	2006	0.8
Launceston	2006	0.8
Legana	2006	0.8
Mowbray	2006	0.8
Newnham - Mayfield	2006	0.8
Newstead	2006	0.8
Norwood (Tas.)	2006	0.7
Prospect Vale - Blackstone	2006	0.8
Ravenswood	2006	0.8
Riverside	2006	0.8
South Launceston	2006	0.8
Summerhill - Prospect	2006	0.8
Trevallyn	2006	0.8
Waverley - St Leonards	2006	0.8
West Launceston	2006	0.8
Youngtown - Relbia	2006	0.8
Beauty Point - Beaconsfield	2006	0.8
Deloraine	2006	0.8
Grindelwald - Lanena	2006	0.8
Hadspen - Carrick	2006	0.8
Westbury	2006	0.8
Dilston - Lilydale	2006	0.8
George Town	2006	0.8
Longford	2006	0.8
Northern Midlands	2006	0.8
Perth - Evandale	2006	0.8
St Helens - Scamander	2006	0.8
Flinders and Cape Barren Islands	2006	0.7
Scottsdale - Bridport	2006	0.8
Central Highlands	2006	0.8
Derwent Valley	2006	0.8
Southern Midlands	2006	0.8
Wilderness - East	2006	0
Bruny Island - Kettering	2006	0.8
Cygnet	2006	0.9
Geeveston - Dover	2006	0.8
Huonville - Franklin	2006	0.9
Forestier - Tasman	2006	0.8
Triabunna - Bicheno	2006	0.8
Acton - Upper Burnie	2006	0.8
Burnie - Ulverstone Region	2006	0.8
Burnie - Wivenhoe	2006	0.8
Parklands - Camdale	2006	0.8
Penguin - Sulphur Creek	2006	0.8
Romaine - Havenview	2006	0.8
Somerset	2006	0.8
Ulverstone	2006	0.8
West Ulverstone	2006	0.8
Wynyard	2006	0.8
Devonport	2006	0.8
East Devonport	2006	0.8
Latrobe	2006	0.8
Miandetta - Don	2006	0.8
Port Sorell	2006	0.8
Quoiba - Spreyton	2006	0.8
Sheffield - Railton	2006	0.8
Turners Beach - Forth	2006	0.8
King Island	2006	0.8
North West	2006	0.8
Smithton	2006	0.8
Waratah	2006	0.8
West Coast (Tas.)	2006	0.8
Wilderness - West	2006	0
Migratory - Offshore - Shipping (Tas.)	2006	0
No usual address (Tas.)	2006	0
Darwin Airport	2006	0
Darwin City	2006	0.9
East Point	2006	0
Fannie Bay - The Gardens	2006	0.8
Larrakeyah	2006	0.8
Ludmilla - The Narrows	2006	0.9
Parap	2006	0.9
Stuart Park	2006	0.8
Woolner - Bayview - Winnellie	2006	0.9
Alawa	2006	0.9
Anula	2006	0.8
Berrimah	2006	1
Brinkin - Nakara	2006	0.8
Buffalo Creek	2006	0
Charles Darwin	2006	0
Coconut Grove	2006	0.9
East Arm	2006	0
Jingili	2006	0.8
Karama	2006	0.9
Leanyer	2006	0.8
Lyons (NT)	2006	1.4
Malak - Marrara	2006	0.9
Millner	2006	0.8
Moil	2006	0.8
Nightcliff	2006	0.9
Rapid Creek	2006	0.8
Tiwi	2006	0.9
Wagaman	2006	0.9
Wanguri	2006	0.8
Wulagi	2006	0.9
Howard Springs	2006	1
Humpty Doo	2006	1
Koolpinyah	2006	0
Virginia	2006	1
Weddell	2006	1.1
Bakewell	2006	0.8
Driver	2006	0.8
Durack - Marlow Lagoon	2006	0.8
Gray	2006	0.9
Moulden	2006	0.9
Palmerston - North	2006	0.8
Palmerston - South	2006	0
Rosebery - Bellamack	2006	0.8
Woodroffe	2006	0.9
Charles	2006	0.9
East Side	2006	0.9
Flynn (NT)	2006	0.8
Larapinta	2006	0.9
Mount Johns	2006	0.9
Petermann - Simpson	2006	1.2
Ross	2006	1.1
Sandover - Plenty	2006	1.8
Tanami	2006	1.6
Yuendumu - Anmatjere	2006	1.5
Barkly	2006	1.3
Tennant Creek	2006	1
Alligator	2006	1.1
Daly	2006	1.3
Thamarrurr	2006	2.5
Tiwi Islands	2006	1.3
West Arnhem	2006	2.1
Anindilyakwa	2006	1.2
East Arnhem	2006	2.1
Nhulunbuy	2006	0.9
Elsey	2006	1.6
Gulf	2006	1.7
Katherine	2006	1
Victoria River	2006	1.5
Migratory - Offshore - Shipping (NT)	2006	0
No usual address (NT)	2006	0
Aranda	2006	0.7
Belconnen	2006	0.8
Bruce	2006	0.8
Charnwood	2006	0.8
Cook	2006	0.7
Dunlop	2006	0.8
Evatt	2006	0.8
Florey	2006	0.8
Flynn (ACT)	2006	0.8
Fraser	2006	0.8
Giralang	2006	0.8
Gooromon	2006	0
Hawker	2006	0.7
Higgins	2006	0.8
Holt	2006	0.7
Kaleen	2006	0.8
Latham	2006	0.8
Lawson	2006	0
Macgregor (ACT)	2006	0.8
Macquarie	2006	0.8
McKellar	2006	0.8
Melba	2006	0.7
Page	2006	0.7
Scullin	2006	0.8
Spence	2006	0.8
Weetangera	2006	0.7
Molonglo Corridor	2006	0.8
West Belconnen	2006	0
Hume	2006	0
Kowen	2006	1.1
Canberra East	2006	0.9
Canberra Airport	2006	0.6
Majura	2006	0.8
Amaroo	2006	0.8
Bonner	2006	0
Casey	2006	0
Crace	2006	0
Forde	2006	0
Franklin	2006	0
Gungahlin	2006	0.8
Hall	2006	0.8
Harrison	2006	0.7
Mitchell	2006	0
Ngunnawal	2006	0.8
Nicholls	2006	0.8
Palmerston	2006	0.8
Gungahlin - East	2006	0.6
Gungahlin - West	2006	0
Jacka	2006	0
Kenny	2006	0
Moncrieff	2006	0
Taylor	2006	0
Throsby	2006	0
Acton	2006	0.9
Ainslie	2006	0.8
Braddon	2006	0.9
Civic	2006	1
Dickson	2006	0.8
Downer	2006	0.7
Hackett	2006	0.8
Lyneham	2006	0.8
O'Connor (ACT)	2006	0.8
Turner	2006	0.9
Watson	2006	0.8
Black Mountain	2006	0
Campbell	2006	0.8
Duntroon	2006	0.8
Parkes (ACT) - North	2006	0
Reid	2006	0.8
Russell	2006	0
Deakin	2006	0.7
Forrest	2006	0.8
Griffith (ACT)	2006	0.8
Lake Burley Griffin	2006	0
Narrabundah	2006	0.8
Parkes (ACT) - South	2006	0
Red Hill (ACT)	2006	0.8
Yarralumla	2006	0.7
Barton	2006	0.9
Fyshwick	2006	0.9
Kingston (ACT)	2006	0.8
Banks	2006	0.8
Bonython	2006	0.8
Calwell	2006	0.8
Chisholm	2006	0.8
Conder	2006	0.8
Fadden	2006	0.8
Gilmore	2006	0.8
Gordon (ACT)	2006	0.8
Gowrie (ACT)	2006	0.8
Greenway	2006	0.7
Isabella Plains	2006	0.8
Kambah	2006	0.8
Macarthur	2006	0.8
Monash	2006	0.8
Mount Taylor	2006	1
Oxley (ACT)	2006	0.8
Richardson	2006	0.8
Theodore	2006	0.8
Tuggeranong	2006	0.8
Wanniassa	2006	0.8
Tuggeranong - West	2006	0
Chapman	2006	0.7
Duffy	2006	0.7
Fisher	2006	0.7
Holder	2006	0.7
Rivett	2006	0.7
Stirling	2006	0.7
Waramanga	2006	0.8
Weston	2006	0.7
Scrivener	2006	1
Chifley	2006	0.7
Curtin	2006	0.8
Farrer	2006	0.8
Garran	2006	0.8
Hughes	2006	0.8
Isaacs	2006	0.7
Lyons (ACT)	2006	0.8
Mawson	2006	0.8
O'Malley	2006	0.7
Pearce	2006	0.7
Phillip	2006	0.9
Torrens	2006	0.8
Arboretum	2006	0
Coombs	2006	0
Denman Prospect	2006	0
Molonglo	2006	0
Molonglo - North	2006	0
Wright	2006	0
ACT - South West	2006	0.8
Namadgi	2006	0.8
Migratory - Offshore - Shipping (ACT)	2006	0
No usual address (ACT)	2006	0
Christmas Island	2006	1
Cocos (Keeling) Islands	2006	1
Jervis Bay	2006	0.8
Norfolk Island	2006	0
Migratory - Offshore - Shipping (OT)	2006	0
No usual address (OT)	2006	0
Braidwood	2011	0.8
Karabar	2011	0.8
Queanbeyan	2011	0.9
Queanbeyan - East	2011	0.9
Queanbeyan Region	2011	0.8
Queanbeyan West - Jerrabomberra	2011	0.8
Bombala	2011	0.7
Cooma	2011	0.7
Cooma Region	2011	0.8
Jindabyne - Berridale	2011	0.8
Batemans Bay	2011	0.7
Batemans Bay - South	2011	0.7
Bega - Tathra	2011	0.8
Bega-Eden Hinterland	2011	0.9
Broulee - Tomakin	2011	0.7
Deua - Wadbilliga	2011	0.7
Eden	2011	0.7
Eurobodalla Hinterland	2011	0.8
Merimbula - Tura Beach	2011	0.7
Moruya - Tuross Head	2011	0.7
Narooma - Bermagui	2011	0.7
Goulburn	2011	0.8
Goulburn Region	2011	0.7
Yass	2011	0.8
Yass Region	2011	0.8
Young	2011	0.8
Young Region	2011	0.8
Avoca Beach - Copacabana	2011	0.8
Box Head - MacMasters Beach	2011	0.8
Calga - Kulnura	2011	0.9
Erina - Green Point	2011	0.8
Gosford - Springfield	2011	0.8
Kariong	2011	0.8
Kincumber - Picketts Valley	2011	0.8
Narara	2011	0.8
Niagara Park - Lisarow	2011	0.8
Point Clare - Koolewong	2011	0.8
Saratoga - Davistown	2011	0.8
Terrigal - North Avoca	2011	0.8
Umina - Booker Bay - Patonga	2011	0.8
Wamberal - Forresters Beach	2011	0.8
Woy Woy - Blackwall	2011	0.8
Wyoming	2011	0.8
Bateau Bay - Killarney Vale	2011	0.8
Blue Haven - San Remo	2011	0.8
Budgewoi - Buff Point - Halekulani	2011	0.8
Chittaway Bay - Tumbi Umbi	2011	0.8
Gorokan - Kanwal - Charmhaven	2011	0.8
Jilliby - Yarramalong	2011	0.8
Lake Munmorah - Mannering Park	2011	0.8
Ourimbah - Fountaindale	2011	0.8
Summerland Point - Gwandalan	2011	0.8
The Entrance	2011	0.8
Toukley - Norah Head	2011	0.8
Tuggerah - Kangy Angy	2011	0.8
Warnervale - Wadalba	2011	0.8
Wyong	2011	0.8
Bathurst	2011	0.8
Bathurst - East	2011	0.8
Bathurst Region	2011	0.8
Oberon	2011	0.8
Condobolin	2011	0.8
Cowra	2011	0.7
Cowra Region	2011	0.7
Forbes	2011	0.7
Grenfell	2011	0.7
Parkes (NSW)	2011	0.8
Parkes Region	2011	0.8
West Wyalong	2011	0.8
Lithgow	2011	0.8
Lithgow Region	2011	0.8
Mudgee	2011	0.8
Mudgee Region - East	2011	0.8
Mudgee Region - West	2011	0.8
Wollangambe - Wollemi	2011	0
Blayney	2011	0.8
Orange	2011	0.8
Orange - North	2011	0.8
Orange Region	2011	0.8
Grafton	2011	0.8
Grafton Region	2011	0.8
Maclean - Yamba - Iluka	2011	0.8
Bellingen	2011	0.8
Coffs Harbour - North	2011	0.8
Coffs Harbour - South	2011	0.8
Coramba - Nana Glen - Bucca	2011	0.9
Dorrigo	2011	0.8
Korora - Emerald Beach	2011	0.8
Sawtell - Boambee	2011	0.8
Urunga	2011	0.8
Woolgoolga - Arrawarra	2011	0.8
Bourke - Brewarrina	2011	0.9
Cobar	2011	0.8
Coonamble	2011	0.8
Nyngan - Warren	2011	0.8
Walgett - Lightning Ridge	2011	0.9
Broken Hill	2011	0.8
Far West	2011	0.8
Coonabarabran	2011	0.8
Dubbo - East	2011	0.8
Dubbo - South	2011	0.8
Dubbo - West	2011	0.8
Dubbo Region	2011	0.8
Gilgandra	2011	0.8
Narromine	2011	0.8
Wellington	2011	0.8
Branxton - Greta - Pokolbin	2011	0.8
Cessnock	2011	0.8
Cessnock Region	2011	0.9
Dungog	2011	0.8
Kurri Kurri - Abermain	2011	0.9
Singleton	2011	0.8
Singleton Region	2011	0.8
Maitland	2011	0.8
Maitland - East	2011	0.8
Maitland - North	2011	0.8
Maitland - West	2011	0.8
Thornton - Millers Forest	2011	0.8
Anna Bay	2011	0.8
Lemon Tree Passage - Tanilba Bay	2011	0.7
Nelson Bay Peninsula	2011	0.7
Raymond Terrace	2011	0.8
Seaham - Woodville	2011	0.9
Tea Gardens - Hawks Nest	2011	0.7
Williamtown - Medowie - Karuah	2011	0.8
Muswellbrook	2011	0.8
Muswellbrook Region	2011	0.8
Scone	2011	0.8
Scone Region	2011	0.8
Dapto - Avondale	2011	0.8
Horsley - Kembla Grange	2011	0.8
Port Kembla Industrial	2011	0
Unanderra - Mount Kembla	2011	0.8
Berkeley - Lake Heights - Cringila	2011	0.9
Port Kembla - Warrawong	2011	0.9
Windang - Primbee	2011	0.9
Illawarra Catchment Reserve	2011	0.5
Albion Park - Macquarie Pass	2011	0.8
Albion Park Rail	2011	0.8
Kiama	2011	0.8
Kiama Downs - Minnamurra	2011	0.8
Kiama Hinterland - Gerringong	2011	0.8
Shellharbour - Flinders	2011	0.8
Shellharbour - Oak Flats	2011	0.8
Warilla	2011	0.8
Balgownie - Fairy Meadow	2011	0.8
Corrimal - Tarrawanna - Bellambi	2011	0.8
Figtree - Keiraville	2011	0.8
Helensburgh	2011	0.9
Thirroul - Austinmer - Coalcliff	2011	0.9
Woonona - Bulli - Russell Vale	2011	0.8
Wollongong - East	2011	0.9
Wollongong - West	2011	0.9
Bulahdelah - Stroud	2011	0.8
Forster	2011	0.7
Forster-Tuncurry Region	2011	0.8
Tuncurry	2011	0.7
Kempsey	2011	0.8
Kempsey Region	2011	0.8
Macksville - Scotts Head	2011	0.8
Nambucca Heads	2011	0.8
Nambucca Heads Region	2011	0.8
South West Rocks	2011	0.7
Lord Howe Island	2011	1
Laurieton - Bonny Hills	2011	0.8
Port Macquarie - East	2011	0.8
Port Macquarie - West	2011	0.8
Port Macquarie Region	2011	0.8
Wauchope	2011	0.8
Gloucester	2011	0.7
Old Bar - Manning Point - Red Head	2011	0.7
Taree	2011	0.8
Taree Region	2011	0.8
Wingham	2011	0.8
Albury - East	2011	0.8
Albury - North	2011	0.8
Albury - South	2011	0.8
Albury Region	2011	0.8
Lavington	2011	0.8
Hay	2011	0.7
Wentworth - Buronga	2011	0.8
Wentworth-Balranald Region	2011	0.8
Corowa	2011	0.7
Corowa Region	2011	0.8
Deniliquin	2011	0.7
Deniliquin Region	2011	0.8
Moama	2011	0.7
Tocumwal - Finley - Jerilderie	2011	0.7
Armidale	2011	0.8
Armidale Region - North	2011	0.8
Armidale Region - South	2011	0.8
Walcha	2011	0.7
Glen Innes	2011	0.7
Inverell	2011	0.8
Inverell Region - East	2011	0.8
Inverell Region - West	2011	0.8
Tenterfield	2011	0.8
Moree	2011	0.8
Moree Region	2011	0.8
Narrabri	2011	0.8
Narrabri Region	2011	0.8
Gunnedah	2011	0.8
Gunnedah Region	2011	0.8
Quirindi	2011	0.8
Tamworth - East	2011	0.8
Tamworth - North	2011	0.8
Tamworth - West	2011	0.9
Tamworth Region	2011	0.8
Belmont - Bennetts Green	2011	0.8
Belmont South - Blacksmiths	2011	0.9
Charlestown - Dudley	2011	0.8
Glendale - Cardiff - Hillsborough	2011	0.8
Mount Hutton - Windale	2011	0.8
Redhead	2011	0.8
Swansea - Caves Beach	2011	0.8
Valentine - Eleebana	2011	0.8
Warners Bay - Boolaroo	2011	0.8
Bolton Point - Teralba	2011	0.8
Bonnells Bay - Silverwater	2011	0.8
Edgeworth - Cameron Park	2011	0.8
Morisset - Cooranbong	2011	0.8
Toronto - Awaba	2011	0.8
Wangi Wangi - Rathmines	2011	0.8
West Wallsend - Barnsley - Killingworth	2011	0.9
Adamstown - Kotara	2011	0.8
Beresfield - Hexham	2011	0.8
Hamilton - Broadmeadow	2011	0.8
Lambton - New Lambton	2011	0.8
Maryland - Fletcher - Minmi	2011	0.8
Mayfield - Warabrook	2011	0.9
Merewether - The Junction	2011	0.8
Newcastle - Cooks Hill	2011	0.9
Newcastle Port - Kooragang	2011	1
Shortland - Jesmond	2011	0.9
Stockton - Fullerton Cove	2011	0.8
Wallsend - Elermore Vale	2011	0.8
Waratah - North Lambton	2011	0.9
Wickham - Carrington - Tighes Hill	2011	0.8
Ballina	2011	0.8
Ballina Region	2011	0.8
Bangalow	2011	0.9
Brunswick Heads - Ocean Shores	2011	0.8
Byron Bay	2011	0.8
Evans Head	2011	0.8
Lennox Head - Skennars Head	2011	0.8
Mullumbimby	2011	0.9
Casino	2011	0.8
Casino Region	2011	0.9
Goonellabah	2011	0.8
Kyogle	2011	0.8
Lismore	2011	0.8
Lismore Region	2011	0.9
Kingscliff - Fingal Head	2011	0.9
Murwillumbah	2011	0.8
Murwillumbah Region	2011	0.9
Pottsville	2011	0.8
Tweed Heads	2011	0.8
Banora Point	2011	0.7
Terranora - North Tumblegum	2011	0.8
Tweed Heads South	2011	0.8
Griffith (NSW)	2011	0.8
Griffith Region	2011	0.8
Leeton	2011	0.8
Narrandera	2011	0.8
Tumbarumba	2011	0.7
Tumut	2011	0.8
Tumut Region	2011	0.8
Cootamundra	2011	0.7
Gundagai	2011	0.8
Junee	2011	0.8
Temora	2011	0.8
Wagga Wagga - East	2011	0.7
Wagga Wagga - North	2011	0.8
Wagga Wagga - South	2011	0.8
Wagga Wagga - West	2011	0.8
Wagga Wagga Region	2011	0.8
Berry - Kangaroo Valley	2011	0.7
Callala Bay - Currarong	2011	0.7
Culburra Beach	2011	0.7
Ettrema - Sassafras - Budawang	2011	0.8
Huskisson - Vincentia	2011	0.7
North Nowra - Bomaderry	2011	0.7
Nowra	2011	0.8
St Georges Basin - Erowal Bay	2011	0.7
Sussex Inlet - Berrara	2011	0.7
Tomerong - Wandandian - Woollamia	2011	0.8
Ulladulla	2011	0.7
Ulladulla Region	2011	0.8
Bowral	2011	0.7
Hill Top - Colo Vale	2011	0.8
Mittagong	2011	0.8
Moss Vale - Berrima	2011	0.7
Robertson - Fitzroy Falls	2011	0.7
Southern Highlands	2011	0.7
Baulkham Hills (East)	2011	0.8
Baulkham Hills (West) - Bella Vista	2011	0.8
Glenhaven	2011	0.8
West Pennant Hills	2011	0.8
Castle Hill - Central	2011	0.9
Castle Hill - East	2011	0.8
Castle Hill - North	2011	0.8
Castle Hill - South	2011	0.8
Castle Hill - West	2011	0.8
Cherrybrook	2011	0.8
Kellyville	2011	0.8
Dural - Kenthurst - Wisemans Ferry	2011	0.8
Galston - Laughtondale	2011	0.8
Bilpin - Colo - St Albans	2011	0.9
Kurrajong Heights - Ebenezer	2011	0.9
Pitt Town - McGraths Hill	2011	0.9
Rouse Hill - Beaumont Hills	2011	0.9
Blacktown (East) - Kings Park	2011	1
Blacktown (North) - Marayong	2011	0.9
Doonside - Woodcroft	2011	0.9
Lalor Park - Kings Langley	2011	0.9
Seven Hills - Toongabbie	2011	0.9
Blacktown (South)	2011	0.9
Blacktown (West)	2011	0.9
Glenwood	2011	0.9
Parklea - Kellyville Ridge	2011	0.9
Riverstone - Marsden Park	2011	0.9
Acacia Gardens	2011	0.9
Quakers Hill	2011	0.9
Bidwill - Hebersham - Emerton	2011	1
Glendenning - Dean Park	2011	1
Hassall Grove - Plumpton	2011	1
