SA2_NAME16	Year	adults
Regents Park - Heritage Park	2011	11631
Regents Park - Heritage Park	2016	12212
Reid	2006	1418
Reid	2011	1405
Reid	2016	1479
Renmark	2006	3451
Renmark	2011	3594
Renmark	2016	3879
Renmark Region	2006	3966
Renmark Region	2011	3882
Renmark Region	2016	3991
Research - North Warrandyte	2006	5250
Research - North Warrandyte	2011	5238
Research - North Warrandyte	2016	5338
Reservoir - East	2006	19952
Reservoir - East	2011	20855
Reservoir - East	2016	22860
Reservoir - West	2006	18341
Reservoir - West	2011	19218
Reservoir - West	2016	19948
Revesby	2006	10798
Revesby	2011	12002
Revesby	2016	13153
Reynella	2006	7920
Reynella	2011	8016
Reynella	2016	8373
Richardson	2006	2487
Richardson	2011	2460
Richardson	2016	2375
Richmond (SA)	2006	12755
Richmond (SA)	2011	13536
Richmond (SA)	2016	14212
Richmond (Vic.)	2006	22058
Richmond (Vic.)	2011	23305
Richmond (Vic.)	2016	27435
Richmond - Clarendon	2006	10367
Richmond - Clarendon	2011	10917
Richmond - Clarendon	2016	11423
Riddells Creek	2006	2567
Riddells Creek	2011	2929
Riddells Creek	2016	3182
Ringwood	2006	12580
Ringwood	2011	13181
Ringwood	2016	14076
Ringwood East	2006	14850
Ringwood East	2011	15516
Ringwood East	2016	16426
Ringwood North	2006	7497
Ringwood North	2011	7480
Ringwood North	2016	7703
Ripley	2006	1629
Ripley	2011	2109
Ripley	2016	3556
Risdon Vale	2006	2267
Risdon Vale	2011	2342
Risdon Vale	2016	2514
Riverhills	2006	3092
Riverhills	2011	3023
Riverhills	2016	3146
Riverside	2006	4621
Riverside	2011	4903
Riverside	2016	5234
Riverstone - Marsden Park	2006	8316
Riverstone - Marsden Park	2011	8950
Riverstone - Marsden Park	2016	13406
Riverton - Shelley - Rossmoyne	2006	9860
Riverton - Shelley - Rossmoyne	2011	10822
Riverton - Shelley - Rossmoyne	2016	11006
Rivervale - Kewdale - Cloverdale	2006	15787
Rivervale - Kewdale - Cloverdale	2011	18236
Rivervale - Kewdale - Cloverdale	2016	21187
Riverview	2006	2420
Riverview	2011	2398
Riverview	2016	2386
Riverwood	2006	7471
Riverwood	2011	7847
Riverwood	2016	9510
Rivett	2006	2536
Rivett	2011	2504
Rivett	2016	2521
Robertson	2006	4122
Robertson	2011	4222
Robertson	2016	4375
Robertson - Fitzroy Falls	2006	2741
Robertson - Fitzroy Falls	2011	2706
Robertson - Fitzroy Falls	2016	2844
Robina	2006	15656
Robina	2011	17017
Robina	2016	19226
Robinvale	2006	3055
Robinvale	2011	2718
Robinvale	2016	2621
Rochedale - Burbank	2006	3138
Rochedale - Burbank	2011	3200
Rochedale - Burbank	2016	4960
Rochedale South - Priestdale	2006	11923
Rochedale South - Priestdale	2011	12014
Rochedale South - Priestdale	2016	12190
Rochester	2006	2624
Rochester	2011	3105
Rochester	2016	3225
Rockbank - Mount Cottrell	2006	2272
Rockbank - Mount Cottrell	2011	2401
Rockbank - Mount Cottrell	2016	2720
Rockdale - Banksia	2006	14775
Rockdale - Banksia	2011	15539
Rockdale - Banksia	2016	17183
Rockhampton - West	2006	4603
Rockhampton - West	2011	4982
Rockhampton - West	2016	4888
Rockhampton City	2006	2730
Rockhampton City	2011	2990
Rockhampton City	2016	2805
Rockhampton Region - East	2006	2208
Rockhampton Region - East	2011	2535
Rockhampton Region - East	2016	2790
Rockhampton Region - North	2006	3411
Rockhampton Region - North	2011	3224
Rockhampton Region - North	2016	3490
Rockhampton Region - West	2006	1885
Rockhampton Region - West	2011	2143
Rockhampton Region - West	2016	2371
Rockingham	2006	11428
Rockingham	2011	12715
Rockingham	2016	13434
Rockingham Lakes	2006	3
Rockingham Lakes	2011	4
Rockingham Lakes	2016	6
Rocklea - Acacia Ridge	2006	7045
Rocklea - Acacia Ridge	2011	7030
Rocklea - Acacia Ridge	2016	7762
Roebourne	2006	3476
Roebourne	2011	5386
Roebourne	2016	4468
Roebuck	2006	1246
Roebuck	2011	1548
Roebuck	2016	1616
Rokeby	2006	3655
Rokeby	2011	4070
Rokeby	2016	4620
Roleystone	2006	4968
Roleystone	2011	5431
Roleystone	2016	5685
Roma	2006	4923
Roma	2011	5288
Roma	2016	5321
Roma Region	2006	4477
Roma Region	2011	4814
Roma Region	2016	4584
Romaine - Havenview	2006	2741
Romaine - Havenview	2011	2757
Romaine - Havenview	2016	2765
Romsey	2006	5612
Romsey	2011	6752
Romsey	2016	7484
Rookwood Cemetery	2006	0
Rookwood Cemetery	2011	0
Rookwood Cemetery	2016	0
Rooty Hill - Minchinbury	2006	13718
Rooty Hill - Minchinbury	2011	15337
Rooty Hill - Minchinbury	2016	16787
Rose Bay - Vaucluse - Watsons Bay	2006	9259
Rose Bay - Vaucluse - Watsons Bay	2011	9304
Rose Bay - Vaucluse - Watsons Bay	2016	9442
Rosebery - Bellamack	2006	1093
Rosebery - Bellamack	2011	2650
Rosebery - Bellamack	2016	4753
Rosebud - McCrae	2006	15382
Rosebud - McCrae	2011	16784
Rosebud - McCrae	2016	17944
Rosedale	2006	3688
Rosedale	2011	3853
Rosedale	2016	3966
Roselands	2006	8999
Roselands	2011	10315
Roselands	2016	10821
Rosemeadow - Glen Alpine	2006	15298
Rosemeadow - Glen Alpine	2011	15727
Rosemeadow - Glen Alpine	2016	16384
Rosewood	2006	8303
Rosewood	2011	9395
Rosewood	2016	9636
Ross	2006	1760
Ross	2011	1822
Ross	2016	2029
Rostrevor - Magill	2006	16326
Rostrevor - Magill	2011	17128
Rostrevor - Magill	2016	18045
Rothwell - Kippa-Ring	2006	11135
Rothwell - Kippa-Ring	2011	13212
Rothwell - Kippa-Ring	2016	13834
Rouse Hill - Beaumont Hills	2006	11957
Rouse Hill - Beaumont Hills	2011	13061
Rouse Hill - Beaumont Hills	2016	16801
Rowville - Central	2006	12015
Rowville - Central	2011	12312
Rowville - Central	2016	12589
Rowville - North	2006	5734
Rowville - North	2011	6051
Rowville - North	2016	6346
Rowville - South	2006	7731
Rowville - South	2011	8352
Rowville - South	2016	8592
Roxburgh Park - Somerton	2006	11628
Roxburgh Park - Somerton	2011	13695
Roxburgh Park - Somerton	2016	16114
Roxby Downs	2006	2912
Roxby Downs	2011	3641
Roxby Downs	2016	2860
Royal National Park	2006	13
Royal National Park	2011	7
Royal National Park	2016	24
Royal Park - Hendon - Albert Park	2006	4493
Royal Park - Hendon - Albert Park	2011	4725
Royal Park - Hendon - Albert Park	2016	4922
Runaway Bay	2006	7378
Runaway Bay	2011	7758
Runaway Bay	2016	7964
Runcorn	2006	9831
Runcorn	2011	10822
Runcorn	2016	11765
Rushworth	2006	3525
Rushworth	2011	3449
Rushworth	2016	3429
Russell	2006	0
Russell	2011	0
Russell	2016	0
Rutherglen	2006	2920
Rutherglen	2011	2998
Rutherglen	2016	3207
Ryde	2006	16023
Ryde	2011	18156
Ryde	2016	22599
Safety Bay - Shoalwater	2006	8634
Safety Bay - Shoalwater	2011	9357
Safety Bay - Shoalwater	2016	9585
Sale	2006	10474
Sale	2011	11338
Sale	2016	11835
Salisbury	2006	12552
Salisbury	2011	13160
Salisbury	2016	14322
Salisbury - Nathan	2006	5729
Salisbury - Nathan	2011	5952
Salisbury - Nathan	2016	5902
Salisbury East	2006	13839
Salisbury East	2011	13991
Salisbury East	2016	14339
Salisbury North	2006	10263
Salisbury North	2011	12055
Salisbury North	2016	13293
Samford Valley	2006	7536
Samford Valley	2011	8414
Samford Valley	2016	9295
Sandgate - Shorncliffe	2006	5273
Sandgate - Shorncliffe	2011	5355
Sandgate - Shorncliffe	2016	5593
Sandover - Plenty	2006	2826
Sandover - Plenty	2011	2767
Sandover - Plenty	2016	3081
Sandringham - Black Rock	2006	11774
Sandringham - Black Rock	2011	12328
Sandringham - Black Rock	2016	13572
Sandy Bay	2006	9983
Sandy Bay	2011	9794
Sandy Bay	2016	10299
Sans Souci - Ramsgate	2006	11752
Sans Souci - Ramsgate	2011	12327
Sans Souci - Ramsgate	2016	13312
Saratoga - Davistown	2006	5208
Saratoga - Davistown	2011	5372
Saratoga - Davistown	2016	5622
Sarina	2006	8317
Sarina	2011	9128
Sarina	2016	9285
Sawtell - Boambee	2006	14447
Sawtell - Boambee	2011	15201
Sawtell - Boambee	2016	15839
Scarborough	2006	11096
Scarborough	2011	12528
Scarborough	2016	13274
Scarborough - Newport - Moreton Island	2006	8773
Scarborough - Newport - Moreton Island	2011	9734
Scarborough - Newport - Moreton Island	2016	10441
Scone	2006	4262
Scone	2011	4598
Scone	2016	4617
Scone Region	2006	6084
Scone Region	2011	6244
Scone Region	2016	6600
Scottsdale - Bridport	2006	5573
Scottsdale - Bridport	2011	5492
Scottsdale - Bridport	2016	5491
Scrivener	2006	16
Scrivener	2011	6
Scrivener	2016	0
Scullin	2006	2254
Scullin	2011	2310
Scullin	2016	2333
Seabrook	2006	3695
Seabrook	2011	3827
Seabrook	2016	3983
Seaford (SA)	2006	12484
Seaford (SA)	2011	15045
Seaford (SA)	2016	17710
Seaford (Vic.)	2006	12939
Seaford (Vic.)	2011	13389
Seaford (Vic.)	2016	13729
Seaforth - Calen	2006	6147
Seaforth - Calen	2011	6691
Seaforth - Calen	2016	6621
Seaham - Woodville	2006	3567
Seaham - Woodville	2011	4113
Seaham - Woodville	2016	4327
Seaton - Grange	2006	12535
Seaton - Grange	2011	13305
Seaton - Grange	2016	13781
Seddon - Kingsville	2006	6801
Seddon - Kingsville	2011	6863
Seddon - Kingsville	2016	7516
Serpentine - Jarrahdale	2006	2904
Serpentine - Jarrahdale	2011	3135
Serpentine - Jarrahdale	2016	3640
Seven Hills - Toongabbie	2006	17223
Seven Hills - Toongabbie	2011	17862
Seven Hills - Toongabbie	2016	19164
Seventeen Mile Rocks - Sinnamon Park	2006	6627
Seventeen Mile Rocks - Sinnamon Park	2011	7404
Seventeen Mile Rocks - Sinnamon Park	2016	7498
Seville Grove	2006	5029
Seville Grove	2011	6739
Seville Grove	2016	7545
Seymour	2006	5002
Seymour	2011	5240
Seymour	2016	5356
Seymour Region	2006	3258
Seymour Region	2011	3285
Seymour Region	2016	3567
Shailer Park	2006	8773
Shailer Park	2011	9004
Shailer Park	2016	9429
Sheffield - Railton	2006	4513
Sheffield - Railton	2011	4911
Sheffield - Railton	2016	5106
Sheidow Park - Trott Park	2006	6806
Sheidow Park - Trott Park	2011	7478
Sheidow Park - Trott Park	2016	7948
Sheldon - Mount Cotton	2006	3652
Sheldon - Mount Cotton	2011	4834
Sheldon - Mount Cotton	2016	5965
Shellharbour - Flinders	2006	8270
Shellharbour - Flinders	2011	10183
Shellharbour - Flinders	2016	13015
Shellharbour - Oak Flats	2006	7510
Shellharbour - Oak Flats	2011	7680
Shellharbour - Oak Flats	2016	8252
Shepparton - North	2006	12524
Shepparton - North	2011	13583
Shepparton - North	2016	14822
Shepparton - South	2006	15217
Shepparton - South	2011	16667
Shepparton - South	2016	18324
Shepparton Region - East	2006	3002
Shepparton Region - East	2011	3112
Shepparton Region - East	2016	3062
Shepparton Region - West	2006	8091
Shepparton Region - West	2011	7786
Shepparton Region - West	2016	8265
Sherwood	2006	3862
Sherwood	2011	4194
Sherwood	2016	4549
Shoal Point - Bucasia	2006	3308
Shoal Point - Bucasia	2011	4041
Shoal Point - Bucasia	2016	4255
Shoalwater Bay	2006	0
Shoalwater Bay	2011	11
Shoalwater Bay	2016	10
Shortland - Jesmond	2006	8048
Shortland - Jesmond	2011	8667
Shortland - Jesmond	2016	9950
Singleton	2006	11361
Singleton	2011	12494
Singleton	2016	12645
Singleton - Golden Bay - Secret Harbour	2006	6897
Singleton - Golden Bay - Secret Harbour	2011	11153
Singleton - Golden Bay - Secret Harbour	2016	14281
Singleton Region	2006	3723
Singleton Region	2011	3768
Singleton Region	2016	3919
Sippy Downs	2006	5331
Sippy Downs	2011	7102
Sippy Downs	2016	8184
Skye - Sandhurst	2006	4894
Skye - Sandhurst	2011	7954
Skye - Sandhurst	2016	10027
Slacks Creek	2006	7510
Slacks Creek	2011	8057
Slacks Creek	2016	8060
Slade Point	2006	3369
Slade Point	2011	3001
Slade Point	2016	2671
Smithfield - Elizabeth North	2006	9083
Smithfield - Elizabeth North	2011	9479
Smithfield - Elizabeth North	2016	9585
Smithfield - Wetherill Park	2006	13064
Smithfield - Wetherill Park	2011	13752
Smithfield - Wetherill Park	2016	14572
Smithfield Industrial	2006	0
Smithfield Industrial	2011	3
Smithfield Industrial	2016	7
Smithton	2006	2651
Smithton	2011	3050
Smithton	2016	3116
Smythes Creek	2006	2823
Smythes Creek	2011	2867
Smythes Creek	2016	3065
Somerset	2006	3296
Somerset	2011	3237
Somerset	2016	3206
Somerville	2006	12917
Somerville	2011	13956
Somerville	2016	14874
Sorell - Richmond	2006	5936
Sorell - Richmond	2011	6281
Sorell - Richmond	2016	7014
Sorrento - Marmion	2006	7777
Sorrento - Marmion	2011	7900
Sorrento - Marmion	2016	7894
South Arm	2006	3012
South Arm	2011	3225
South Arm	2016	3416
South Brisbane	2006	3896
South Brisbane	2011	5030
South Brisbane	2016	6597
South Bunbury - Bunbury	2006	9677
South Bunbury - Bunbury	2011	9992
South Bunbury - Bunbury	2016	10216
South Hedland	2006	5734
South Hedland	2011	7129
South Hedland	2016	7095
South Hobart - Fern Tree	2006	4872
South Hobart - Fern Tree	2011	4928
South Hobart - Fern Tree	2016	5038
South Hurstville - Blakehurst	2006	17411
South Hurstville - Blakehurst	2011	18684
South Hurstville - Blakehurst	2016	20111
South Lake - Cockburn Central	2006	8513
South Lake - Cockburn Central	2011	8939
South Lake - Cockburn Central	2016	9596
South Launceston	2006	3572
South Launceston	2011	3765
South Launceston	2016	3848
South Mackay	2006	5748
South Mackay	2011	6069
South Mackay	2016	5565
South Melbourne	2006	8253
South Melbourne	2011	8699
South Melbourne	2016	10249
South Morang (North)	2006	2546
South Morang (North)	2011	6630
South Morang (North)	2016	8849
South Morang (South)	2006	6395
South Morang (South)	2011	8806
South Morang (South)	2016	9475
South Perth - Kensington	2006	13235
South Perth - Kensington	2011	13979
South Perth - Kensington	2016	14076
South Townsville - Railway Estate	2006	3995
South Townsville - Railway Estate	2011	4322
South Townsville - Railway Estate	2016	4481
South Trees	2006	164
South Trees	2011	0
South Trees	2016	0
South West Rocks	2006	3621
South West Rocks	2011	4176
South West Rocks	2016	4459
South Yarra - East	2006	12595
South Yarra - East	2011	13560
South Yarra - East	2016	19316
South Yarra - West	2006	4887
South Yarra - West	2011	5519
South Yarra - West	2016	5644
Southbank	2006	8993
Southbank	2011	10784
Southbank	2016	17771
Southern Downs - East	2006	2983
Southern Downs - East	2011	3218
Southern Downs - East	2016	3476
Southern Downs - West	2006	2851
Southern Downs - West	2011	3534
Southern Downs - West	2016	3856
Southern Grampians	2006	4783
Southern Grampians	2011	5060
Southern Grampians	2016	4931
Southern Highlands	2006	4571
Southern Highlands	2011	5063
Southern Highlands	2016	5556
Southern Midlands	2006	4406
Southern Midlands	2011	4814
Southern Midlands	2016	4922
Southport - North	2006	8755
Southport - North	2011	11057
Southport - North	2016	13116
Southport - South	2006	12182
Southport - South	2011	13648
Southport - South	2016	14821
Spearwood	2006	7427
Spearwood	2011	7622
Spearwood	2016	8526
Spence	2006	2029
Spence	2011	2013
Spence	2016	2047
Spring Hill	2006	4857
Spring Hill	2011	5269
Spring Hill	2016	5689
Springfield	2006	3873
Springfield	2011	4673
Springfield	2016	4942
Springfield Lakes	2006	3433
Springfield Lakes	2011	7355
Springfield Lakes	2016	11081
Springvale	2006	15011
Springvale	2011	16511
Springvale	2016	18285
Springvale South	2006	9204
Springvale South	2011	9862
Springvale South	2016	10356
Springwood	2006	7403
Springwood	2011	7341
Springwood	2016	7521
Springwood - Winmalee	2006	17027
Springwood - Winmalee	2011	17365
Springwood - Winmalee	2016	17434
St Agnes - Ridgehaven	2006	9747
St Agnes - Ridgehaven	2011	10148
St Agnes - Ridgehaven	2016	10476
St Albans - North	2006	14669
St Albans - North	2011	15614
St Albans - North	2016	16640
St Albans - South	2006	12457
St Albans - South	2011	13291
St Albans - South	2016	14330
St Arnaud	2006	2921
St Arnaud	2011	2955
St Arnaud	2016	2859
St Clair	2006	15422
St Clair	2011	15597
St Clair	2016	15751
St Georges Basin - Erowal Bay	2006	9713
St Georges Basin - Erowal Bay	2011	10208
St Georges Basin - Erowal Bay	2016	11655
St Helens - Scamander	2006	4930
St Helens - Scamander	2011	5155
St Helens - Scamander	2016	5239
St Ives	2006	13666
St Ives	2011	15004
St Ives	2016	16165
St Johns Park - Wakeley	2006	8279
St Johns Park - Wakeley	2011	8706
St Johns Park - Wakeley	2016	9018
St Kilda	2006	19660
St Kilda	2011	20978
St Kilda	2016	24201
St Kilda East	2006	13444
St Kilda East	2011	13879
St Kilda East	2016	14300
St Leonards - Naremburn	2006	7011
St Leonards - Naremburn	2011	7901
St Leonards - Naremburn	2016	8897
St Lucia	2006	9859
St Lucia	2011	10306
St Lucia	2016	11501
St Marys - North St Marys	2006	10496
St Marys - North St Marys	2011	11577
St Marys - North St Marys	2016	12764
St Peters - Marden	2006	10537
St Peters - Marden	2011	10991
St Peters - Marden	2016	10901
Stafford	2006	4544
Stafford	2011	4966
Stafford	2016	5453
Stafford Heights	2006	5467
Stafford Heights	2011	5495
Stafford Heights	2016	5653
Stanthorpe	2006	3824
Stanthorpe	2011	4355
Stanthorpe	2016	4503
Stanthorpe Region	2006	4294
Stanthorpe Region	2011	4430
Stanthorpe Region	2016	4746
Stawell	2006	6709
Stawell	2011	6819
Stawell	2016	6866
Stirling	2006	1711
Stirling	2011	1693
Stirling	2016	1746
Stirling - Osborne Park	2006	8660
Stirling - Osborne Park	2011	11010
Stirling - Osborne Park	2016	11559
Stirling Range National Park	2006	0
Stirling Range National Park	2011	0
Stirling Range National Park	2016	0
Stockton - Fullerton Cove	2006	5252
Stockton - Fullerton Cove	2011	5289
Stockton - Fullerton Cove	2016	6445
Strathalbyn	2006	4297
Strathalbyn	2011	5260
Strathalbyn	2016	5788
Strathalbyn Region	2006	4533
Strathalbyn Region	2011	5325
Strathalbyn Region	2016	6054
Strathfield	2006	19083
Strathfield	2011	19627
Strathfield	2016	21877
Strathfield South	2006	2483
Strathfield South	2011	2621
Strathfield South	2016	2907
Strathfieldsaye	2006	4219
Strathfieldsaye	2011	5162
Strathfieldsaye	2016	6456
Strathmore	2006	6957
Strathmore	2011	7238
Strathmore	2016	7574
Strathpine - Brendale	2006	9090
Strathpine - Brendale	2011	8955
Strathpine - Brendale	2016	9871
Stratton - Jane Brook	2006	4701
Stratton - Jane Brook	2011	5014
Stratton - Jane Brook	2016	5333
Stuart Park	2006	3087
Stuart Park	2011	3280
Stuart Park	2016	3591
Subiaco - Shenton Park	2006	12057
Subiaco - Shenton Park	2011	12865
Subiaco - Shenton Park	2016	13863
Success - Hammond Park	2006	4465
Success - Hammond Park	2011	8327
Success - Hammond Park	2016	11210
Summerhill - Prospect	2006	3597
Summerhill - Prospect	2011	3670
Summerhill - Prospect	2016	3842
Summerland Point - Gwandalan	2006	3996
Summerland Point - Gwandalan	2011	4296
Summerland Point - Gwandalan	2016	4722
Sunbury	2006	9230
Sunbury	2011	9804
Sunbury	2016	10148
Sunbury - South	2006	16939
Sunbury - South	2011	19301
Sunbury - South	2016	21466
Sunnybank	2006	6651
Sunnybank	2011	6993
Sunnybank	2016	7723
Sunnybank Hills	2006	13257
Sunnybank Hills	2011	14077
Sunnybank Hills	2016	15037
Sunshine	2006	6650
Sunshine	2011	7409
Sunshine	2016	8106
Sunshine Beach	2006	5109
Sunshine Beach	2011	5162
Sunshine Beach	2016	5376
Sunshine North	2006	8197
Sunshine North	2011	8729
Sunshine North	2016	9631
Sunshine West	2006	12856
Sunshine West	2011	13787
Sunshine West	2016	15314
Surfers Paradise	2006	16997
Surfers Paradise	2011	18126
Surfers Paradise	2016	21733
Surrey Hills (East) - Mont Albert	2006	7652
Surrey Hills (East) - Mont Albert	2011	8039
Surrey Hills (East) - Mont Albert	2016	8228
Surrey Hills (West) - Canterbury	2006	12642
Surrey Hills (West) - Canterbury	2011	12905
Surrey Hills (West) - Canterbury	2016	13319
Surry Hills	2006	14332
Surry Hills	2011	14586
Surry Hills	2016	15607
Sussex Inlet - Berrara	2006	3622
Sussex Inlet - Berrara	2011	3632
Sussex Inlet - Berrara	2016	3858
Sutherland - Kirrawee	2006	15359
Sutherland - Kirrawee	2011	16027
Sutherland - Kirrawee	2016	17137
Svensson Heights - Norville	2006	4490
Svensson Heights - Norville	2011	4695
Svensson Heights - Norville	2016	4651
Swan Hill	2006	7828
Swan Hill	2011	8336
Swan Hill	2016	8850
Swan Hill Region	2006	5325
Swan Hill Region	2011	5165
Swan Hill Region	2016	5167
Swan View - Greenmount - Midvale	2006	9548
Swan View - Greenmount - Midvale	2011	9841
Swan View - Greenmount - Midvale	2016	10029
Swanbourne - Mount Claremont	2006	6264
Swanbourne - Mount Claremont	2011	6313
Swanbourne - Mount Claremont	2016	6933
Swansea - Caves Beach	2006	8590
Swansea - Caves Beach	2011	8990
Swansea - Caves Beach	2016	9707
Sydenham	2006	7943
Sydenham	2011	8951
Sydenham	2016	9674
Sydenham - Tempe - St Peters	2006	5783
Sydenham - Tempe - St Peters	2011	6127
Sydenham - Tempe - St Peters	2016	6671
Sydney - Haymarket - The Rocks	2006	20036
Sydney - Haymarket - The Rocks	2011	21737
Sydney - Haymarket - The Rocks	2016	26163
Sydney Airport	2006	0
Sydney Airport	2011	0
Sydney Airport	2016	51
Sylvania - Taren Point	2006	12042
Sylvania - Taren Point	2011	12600
Sylvania - Taren Point	2016	13161
Tablelands	2006	4388
Tablelands	2011	4504
Tablelands	2016	5112
Taigum - Fitzgibbon	2006	6301
Taigum - Fitzgibbon	2011	7380
Taigum - Fitzgibbon	2016	9946
Tamborine - Canungra	2006	9657
Tamborine - Canungra	2011	10498
Tamborine - Canungra	2016	11662
Tamworth - East	2006	15259
Tamworth - East	2011	15728
Tamworth - East	2016	16358
Tamworth - North	2006	10061
Tamworth - North	2011	11042
Tamworth - North	2016	12215
Tamworth - West	2006	3618
Tamworth - West	2011	3788
Tamworth - West	2016	4029
Tamworth Region	2006	13233
Tamworth Region	2011	13781
Tamworth Region	2016	14816
Tanami	2006	1960
Tanami	2011	2124
Tanami	2016	2085
Tanunda	2006	3819
Tanunda	2011	3599
Tanunda	2016	3800
Tapping - Ashby - Sinagra	2006	4539
Tapping - Ashby - Sinagra	2011	9214
Tapping - Ashby - Sinagra	2016	9886
Tara	2006	2822
Tara	2011	3207
Tara	2016	3410
Taree	2006	15679
Taree	2011	16244
Taree	2016	16797
Taree Region	2006	8958
Taree Region	2011	9570
Taree Region	2016	10657
Taringa	2006	6863
Taringa	2011	7145
Taringa	2016	7531
Tarneit	2006	5562
Tarneit	2011	16091
Tarneit	2016	24605
Taroona - Bonnet Hill	2006	2818
Taroona - Bonnet Hill	2011	2836
Taroona - Bonnet Hill	2016	2902
Tarragindi	2006	7498
Tarragindi	2011	7786
Tarragindi	2016	8245
Tatiara	2006	5291
Tatiara	2011	5139
Tatiara	2016	5375
Taylor	2006	0
Taylor	2011	0
Taylor	2016	0
Taylors Hill	2006	5829
Taylors Hill	2011	10963
Taylors Hill	2016	13591
Taylors Lakes	2006	13740
Taylors Lakes	2011	14538
Taylors Lakes	2016	14592
Tea Gardens - Hawks Nest	2006	3513
Tea Gardens - Hawks Nest	2011	3892
Tea Gardens - Hawks Nest	2016	4555
Telina - Toolooa	2006	3050
Telina - Toolooa	2011	4076
Telina - Toolooa	2016	4586
Temora	2006	5135
Temora	2011	5052
Temora	2016	5442
Templestowe	2006	13575
Templestowe	2011	13890
Templestowe	2016	14028
Templestowe Lower	2006	11012
Templestowe Lower	2011	11067
Templestowe Lower	2016	11314
Tennant Creek	2006	2172
Tennant Creek	2011	2332
Tennant Creek	2016	2342
Tenterfield	2006	5223
Tenterfield	2011	5503
Tenterfield	2016	5595
Terranora - North Tumblegum	2006	2367
Terranora - North Tumblegum	2011	2413
Terranora - North Tumblegum	2016	2569
Terrey Hills - Duffys Forest	2006	2812
Terrey Hills - Duffys Forest	2011	2795
Terrey Hills - Duffys Forest	2016	2922
Terrigal - North Avoca	2006	9709
Terrigal - North Avoca	2011	10354
Terrigal - North Avoca	2016	10970
Tewantin	2006	8057
Tewantin	2011	8291
Tewantin	2016	8686
Thamarrurr	2006	1175
Thamarrurr	2011	1449
Thamarrurr	2016	1682
The Basin	2006	3247
The Basin	2011	3354
The Basin	2016	3401
The Coorong	2006	4451
The Coorong	2011	4478
The Coorong	2016	4411
The Entrance	2006	9764
The Entrance	2011	11573
The Entrance	2016	12578
The Gap	2006	12425
The Gap	2011	12695
The Gap	2016	12984
The Hills District	2006	17246
The Hills District	2011	17671
The Hills District	2016	18316
The Oaks - Oakdale	2006	6266
The Oaks - Oakdale	2011	6630
The Oaks - Oakdale	2016	7051
The Parks	2006	12043
The Parks	2011	14111
The Parks	2016	15254
The Range - Allenstown	2006	6920
The Range - Allenstown	2011	6605
The Range - Allenstown	2016	6593
The Vines	2006	3238
The Vines	2011	4235
The Vines	2016	7698
Theodore	2006	2973
Theodore	2011	3087
Theodore	2016	2986
Thirroul - Austinmer - Coalcliff	2006	8034
Thirroul - Austinmer - Coalcliff	2011	8393
Thirroul - Austinmer - Coalcliff	2016	9006
Thomastown	2006	16911
Thomastown	2011	16970
Thomastown	2016	16979
Thornbury	2006	14257
Thornbury	2011	14701
Thornbury	2016	15483
Thorneside	2006	2851
Thorneside	2011	2911
Thorneside	2016	3079
Thornlands	2006	8099
Thornlands	2011	9977
Thornlands	2016	11624
Thornlie	2006	17609
Thornlie	2011	18391
Thornlie	2016	18696
Thornton - Millers Forest	2006	6067
Thornton - Millers Forest	2011	6694
Thornton - Millers Forest	2016	7726
Throsby	2006	0
Throsby	2011	0
Throsby	2016	0
Tinana	2006	3367
Tinana	2011	3779
Tinana	2016	4452
Tingalpa	2006	6348
Tingalpa	2011	6775
Tingalpa	2016	7024
Tiwi	2006	2047
Tiwi	2011	2010
Tiwi	2016	2052
Tiwi Islands	2006	1503
Tiwi Islands	2011	1838
Tiwi Islands	2016	1842
Tocumwal - Finley - Jerilderie	2006	7436
Tocumwal - Finley - Jerilderie	2011	7671
Tocumwal - Finley - Jerilderie	2016	8037
Tomerong - Wandandian - Woollamia	2006	2085
Tomerong - Wandandian - Woollamia	2011	2704
Tomerong - Wandandian - Woollamia	2016	2832
Toodyay	2006	3237
Toodyay	2011	3612
Toodyay	2016	3782
Toongabbie - Constitution Hill	2006	15825
Toongabbie - Constitution Hill	2011	16765
Toongabbie - Constitution Hill	2016	17764
Toorak	2006	11490
Toorak	2011	11456
Toorak	2016	11590
Toorak Gardens	2006	12662
Toorak Gardens	2011	12916
Toorak Gardens	2016	13161
Toowong	2006	9079
Toowong	2011	9332
Toowong	2016	9619
Toowoomba - Central	2006	10990
Toowoomba - Central	2011	10877
Toowoomba - Central	2016	11108
Toowoomba - East	2006	7887
Toowoomba - East	2011	7888
Toowoomba - East	2016	7872
Toowoomba - West	2006	6837
Toowoomba - West	2011	8623
Toowoomba - West	2016	10118
Toronto - Awaba	2006	10672
Toronto - Awaba	2011	11062
Toronto - Awaba	2016	11302
Torquay	2006	9312
Torquay	2011	11544
Torquay	2016	14194
Torquay - Scarness - Kawungan	2006	11175
Torquay - Scarness - Kawungan	2011	11893
Torquay - Scarness - Kawungan	2016	12730
Torrens	2006	1814
Torrens	2011	1804
Torrens	2016	1776
Torrens Island	2006	0
Torrens Island	2011	13
Torrens Island	2016	0
Torres	2006	2200
Torres	2011	2284
Torres	2016	2628
Torres Strait Islands	2006	2790
Torres Strait Islands	2011	2707
Torres Strait Islands	2016	2944
Toukley - Norah Head	2006	7530
Toukley - Norah Head	2011	7615
