SA2_NAME16	Year	medianTotalHouseholdIncomeWeekly
Austral - Greendale	2011	1261
Cobbitty - Leppington	2011	1310
Badgerys Creek	2011	1166
Cecil Hills	2011	1827
Green Valley	2011	1384
Hinchinbrook	2011	1555
Hoxton Park - Carnes Hill - Horningsea Park	2011	1628
West Hoxton - Middleton Grange	2011	1832
Bonnyrigg Heights - Bonnyrigg	2011	1242
Bossley Park - Abbotsbury	2011	1485
Cabramatta - Lansvale	2011	799
Cabramatta West - Mount Pritchard	2011	947
Canley Vale - Canley Heights	2011	917
Edensor Park	2011	1445
Fairfield	2011	811
Fairfield - West	2011	1001
Greenfield Park - Prairiewood	2011	1317
Horsley Park - Kemps Creek	2011	1486
Smithfield - Wetherill Park	2011	1087
St Johns Park - Wakeley	2011	1201
Wetherill Park Industrial	2011	0
Casula	2011	1367
Chipping Norton - Moorebank	2011	1503
Holsworthy - Wattle Grove	2011	1897
Liverpool	2011	919
Lurnea - Cartwright	2011	801
Prestons - Edmondson Park	2011	1767
Warwick Farm	2011	734
Gymea - Grays Point	2011	1753
Miranda - Yowie Bay	2011	1372
Sylvania - Taren Point	2011	1470
Caringbah	2011	1314
Caringbah South	2011	1799
Cronulla - Kurnell - Bundeena	2011	1460
Lilli Pilli - Port Hacking - Dolans Bay	2011	2371
Woolaware - Burraneer	2011	1889
Heathcote - Waterfall	2011	1602
Illawong - Alfords Point	2011	2342
Menai - Lucas Heights - Woronora	2011	2094
Oyster Bay - Como - Jannali	2011	1961
Royal National Park	2011	0
Sutherland - Kirrawee	2011	1390
Engadine	2011	1664
Loftus - Yarrawarrah	2011	1849
Woronora Heights	2011	2509
Migratory - Offshore - Shipping (NSW)	2011	0
No usual address (NSW)	2011	0
Alfredton	2011	1402
Ballarat	2011	1120
Ballarat - North	2011	1005
Ballarat - South	2011	853
Buninyong	2011	1395
Delacombe	2011	1071
Smythes Creek	2011	1334
Wendouree - Miners Rest	2011	837
Bacchus Marsh Region	2011	1136
Creswick - Clunes	2011	878
Daylesford	2011	842
Gordon (Vic.)	2011	1133
Avoca	2011	686
Beaufort	2011	780
Golden Plains - North	2011	950
Maryborough (Vic.)	2011	688
Maryborough Region	2011	712
Bendigo	2011	871
California Gully - Eaglehawk	2011	792
East Bendigo - Kennington	2011	1048
Flora Hill - Spring Gully	2011	1010
Kangaroo Flat - Golden Square	2011	898
Maiden Gully	2011	1561
Strathfieldsaye	2011	1621
White Hills - Ascot	2011	1177
Bendigo Region - South	2011	1302
Castlemaine	2011	815
Castlemaine Region	2011	868
Heathcote	2011	747
Kyneton	2011	1032
Woodend	2011	1440
Bendigo Region - North	2011	997
Loddon	2011	698
Bannockburn	2011	1530
Golden Plains - South	2011	1167
Winchelsea	2011	1162
Belmont	2011	961
Corio - Norlane	2011	777
Geelong	2011	1073
Geelong West - Hamlyn Heights	2011	1053
Grovedale	2011	1197
Highton	2011	1422
Lara	2011	1372
Leopold	2011	1195
Newcomb - Moolap	2011	856
Newtown (Vic.)	2011	1320
North Geelong - Bell Park	2011	935
Clifton Springs	2011	1031
Lorne - Anglesea	2011	972
Ocean Grove - Barwon Heads	2011	1271
Portarlington	2011	767
Point Lonsdale - Queenscliff	2011	1031
Torquay	2011	1442
Alexandra	2011	838
Euroa	2011	820
Kilmore - Broadford	2011	1149
Mansfield (Vic.)	2011	910
Nagambie	2011	889
Seymour	2011	827
Seymour Region	2011	1253
Upper Yarra Valley	2011	597
Yea	2011	846
Benalla	2011	795
Benalla Region	2011	944
Rutherglen	2011	959
Wangaratta	2011	865
Wangaratta Region	2011	1007
Beechworth	2011	948
Bright - Mount Beauty	2011	953
Chiltern - Indigo Valley	2011	1120
Myrtleford	2011	812
Towong	2011	849
West Wodonga	2011	1157
Wodonga	2011	1004
Yackandandah	2011	1284
Drouin	2011	997
Mount Baw Baw Region	2011	1019
Trafalgar (Vic.)	2011	1057
Warragul	2011	1031
Alps - East	2011	0
Bairnsdale	2011	837
Bruthen - Omeo	2011	876
Lake King	2011	0
Lakes Entrance	2011	776
Orbost	2011	714
Paynesville	2011	803
Foster	2011	796
French Island	2011	425
Korumburra	2011	965
Leongatha	2011	983
Phillip Island	2011	873
Wilsons Promontory	2011	1624
Wonthaggi - Inverloch	2011	894
Churchill	2011	1122
Moe - Newborough	2011	775
Morwell	2011	741
Traralgon	2011	1160
Yallourn North - Glengarry	2011	1234
Alps - West	2011	524
Longford - Loch Sport	2011	814
Maffra	2011	912
Rosedale	2011	1094
Sale	2011	960
Yarram	2011	764
Brunswick	2011	1427
Brunswick East	2011	1466
Brunswick West	2011	1228
Coburg	2011	1321
Pascoe Vale South	2011	1432
Alphington - Fairfield	2011	1493
Northcote	2011	1543
Thornbury	2011	1273
Ascot Vale	2011	1444
Essendon - Aberfeldie	2011	1532
Flemington	2011	1094
Moonee Ponds	2011	1582
Carlton	2011	585
Docklands	2011	1846
East Melbourne	2011	1942
Flemington Racecourse	2011	1874
Kensington (Vic.)	2011	1656
Melbourne	2011	1042
North Melbourne	2011	1325
Parkville	2011	1491
South Yarra - West	2011	1755
Southbank	2011	1738
West Melbourne	2011	0
Albert Park	2011	2053
Elwood	2011	1645
Port Melbourne	2011	1989
Port Melbourne Industrial	2011	0
South Melbourne	2011	1647
St Kilda	2011	1477
St Kilda East	2011	1418
Armadale	2011	1650
Prahran - Windsor	2011	1553
South Yarra - East	2011	1590
Toorak	2011	1958
Abbotsford	2011	1728
Carlton North - Princes Hill	2011	1687
Collingwood	2011	1256
Fitzroy	2011	1451
Fitzroy North	2011	1655
Richmond (Vic.)	2011	1658
Yarra - North	2011	1843
Ashburton (Vic.)	2011	1730
Balwyn	2011	1557
Balwyn North	2011	1743
Camberwell	2011	2115
Glen Iris - East	2011	2300
Hawthorn	2011	1582
Hawthorn East	2011	1734
Kew	2011	2020
Kew East	2011	1767
Surrey Hills (West) - Canterbury	2011	2227
Bulleen	2011	1223
Doncaster	2011	1237
Templestowe	2011	1767
Templestowe Lower	2011	1432
Doncaster East (North)	2011	1597
Doncaster East (South)	2011	1159
Blackburn	2011	1430
Blackburn South	2011	1273
Box Hill	2011	1128
Box Hill North	2011	1344
Burwood	2011	1011
Burwood East	2011	1175
Surrey Hills (East) - Mont Albert	2011	1815
Beaumaris	2011	1911
Brighton (Vic.)	2011	2194
Brighton East	2011	1892
Cheltenham - Highett (West)	2011	1431
Hampton	2011	1627
Sandringham - Black Rock	2011	1727
Bentleigh - McKinnon	2011	1514
Carnegie	2011	1285
Caulfield - North	2011	1633
Caulfield - South	2011	1539
Elsternwick	2011	1522
Hughesdale	2011	1363
Murrumbeena	2011	1353
Ormond - Glen Huntly	2011	1320
Bentleigh East (North)	2011	1420
Bentleigh East (South)	2011	1390
Aspendale Gardens - Waterways	2011	1801
Braeside	2011	2124
Carrum - Patterson Lakes	2011	1305
Chelsea - Bonbeach	2011	1089
Chelsea Heights	2011	1317
Cheltenham - Highett (East)	2011	1222
Edithvale - Aspendale	2011	1411
Mentone	2011	1278
Moorabbin - Heatherton	2011	1419
Moorabbin Airport	2011	0
Mordialloc - Parkdale	2011	1381
Malvern - Glen Iris	2011	1736
Malvern East	2011	1678
Bundoora - East	2011	1193
Greensborough	2011	1491
Heidelberg - Rosanna	2011	1451
Heidelberg West	2011	933
Ivanhoe	2011	1585
Ivanhoe East - Eaglemont	2011	2115
Montmorency - Briar Hill	2011	1459
Viewbank - Yallambie	2011	1419
Watsonia	2011	1296
Kingsbury	2011	1258
Reservoir - East	2011	937
Reservoir - West	2011	1009
Preston - East	2011	1090
Preston - West	2011	1246
Eltham	2011	1897
Hurstbridge	2011	1601
Kinglake	2011	1260
Panton Hill - St Andrews	2011	1528
Plenty - Yarrambat	2011	2028
Research - North Warrandyte	2011	2040
Wattle Glen - Diamond Creek	2011	1851
Bundoora - North	2011	1425
Bundoora - West	2011	1054
Lalor	2011	918
Mill Park - North	2011	1404
Mill Park - South	2011	1311
Thomastown	2011	900
Wallan	2011	1417
Whittlesea	2011	1315
Doreen	2011	1780
Epping - East	2011	1292
Epping - South	2011	1097
Epping - West	2011	1534
Mernda	2011	1603
South Morang (North)	2011	1671
South Morang (South)	2011	1495
Wollert	2011	1368
Airport West	2011	1142
Essendon Airport	2011	0
Keilor	2011	1359
Keilor East	2011	1168
Niddrie - Essendon West	2011	1442
Strathmore	2011	1755
Gisborne	2011	1658
Macedon	2011	1621
Riddells Creek	2011	1655
Romsey	2011	1346
Coburg North	2011	1067
Fawkner	2011	870
Pascoe Vale	2011	1234
Glenroy	2011	953
Gowanbrae	2011	1502
Hadfield	2011	909
Sunbury	2011	1572
Sunbury - South	2011	1348
Broadmeadows	2011	753
Campbellfield - Coolaroo	2011	788
Gladstone Park - Westmeadows	2011	1250
Greenvale - Bulla	2011	1710
Meadow Heights	2011	881
Melbourne Airport	2011	1666
Roxburgh Park - Somerton	2011	1240
Tullamarine	2011	1068
Craigieburn - Central	2011	1219
Craigieburn - North	2011	1562
Craigieburn - South	2011	1372
Craigieburn - West	2011	1416
Mickleham - Yuroke	2011	1689
Bayswater	2011	1163
Knoxfield - Scoresby	2011	1376
Lysterfield	2011	2111
Rowville - Central	2011	1577
Rowville - North	2011	1772
Rowville - South	2011	1832
Wantirna	2011	1465
Wantirna South	2011	1450
Boronia	2011	1159
Ferntree Gully (North)	2011	1193
Ferntree Gully (South) - Upper Ferntree Gully	2011	1370
The Basin	2011	1442
Donvale - Park Orchards	2011	1719
Warrandyte - Wonga Park	2011	2095
Bayswater North	2011	1309
Croydon Hills - Warranwood	2011	1762
Ringwood	2011	1127
Ringwood East	2011	1292
Ringwood North	2011	1661
Croydon - East	2011	1091
Croydon - West	2011	1129
Croydon South	2011	1353
Forest Hill	2011	1115
Mitcham (Vic.)	2011	1420
Nunawading	2011	1274
Vermont	2011	1379
Vermont South	2011	1537
Belgrave - Selby	2011	1497
Chirnside Park	2011	1413
Healesville - Yarra Glen	2011	1063
Kilsyth	2011	1112
Lilydale - Coldstream	2011	1283
Monbulk - Silvan	2011	1211
Montrose	2011	1387
Mooroolbark	2011	1356
Mount Dandenong - Olinda	2011	1514
Mount Evelyn	2011	1410
Upwey - Tecoma	2011	1505
Wandin - Seville	2011	1315
Yarra Valley	2011	974
Beaconsfield - Officer	2011	1652
Bunyip - Garfield	2011	1269
Emerald - Cockatoo	2011	1447
Koo Wee Rup	2011	1089
Pakenham - North	2011	1199
Pakenham - South	2011	1253
Berwick - North	2011	1391
Berwick - South	2011	1708
Doveton	2011	816
Hallam	2011	1156
Narre Warren North	2011	1942
Endeavour Hills - North	2011	1346
Endeavour Hills - South	2011	1326
Narre Warren - North East	2011	1377
Narre Warren - South West	2011	1162
Cranbourne	2011	1068
Cranbourne East	2011	1390
Cranbourne North	2011	1349
Cranbourne South	2011	1478
Cranbourne West	2011	1201
Hampton Park - Lynbrook	2011	1165
Lynbrook - Lyndhurst	2011	1700
Pearcedale - Tooradin	2011	1322
Narre Warren South (East)	2011	1754
Narre Warren South (West)	2011	1469
Clarinda - Oakleigh South	2011	1236
Clayton South	2011	1051
Dandenong	2011	806
Dandenong North	2011	1027
Dingley Village	2011	1374
Keysborough	2011	1252
Noble Park North	2011	1056
Springvale	2011	884
Springvale South	2011	995
Noble Park - East	2011	881
Noble Park - West	2011	913
Ashwood - Chadstone	2011	1295
Clayton	2011	962
Glen Waverley - East	2011	1391
Glen Waverley - West	2011	1301
Mount Waverley - North	2011	1388
Mount Waverley - South	2011	1353
Mulgrave	2011	1344
Oakleigh - Huntingdale	2011	1309
Wheelers Hill	2011	1555
Ardeer - Albion	2011	869
Cairnlea	2011	1532
Deer Park - Derrimut	2011	1236
Delahey	2011	1176
Keilor Downs	2011	1263
Kings Park (Vic.)	2011	946
St Albans - North	2011	844
St Albans - South	2011	887
Sunshine	2011	979
Sunshine North	2011	883
Sunshine West	2011	946
Sydenham	2011	1421
Taylors Lakes	2011	1656
Altona	2011	1161
Altona Meadows	2011	1228
Altona North	2011	926
Newport	2011	1601
Seabrook	2011	1439
Williamstown	2011	1664
Braybrook	2011	955
Footscray	2011	1056
Maribyrnong	2011	1603
Seddon - Kingsville	2011	1466
West Footscray - Tottenham	2011	1123
Yarraville	2011	1566
Bacchus Marsh	2011	1218
Hillside	2011	1600
Melton	2011	1077
Melton South	2011	1092
Melton West	2011	1295
Rockbank - Mount Cottrell	2011	1014
Taylors Hill	2011	1666
Burnside	2011	1251
Burnside Heights	2011	1644
Caroline Springs	2011	1635
Hoppers Crossing - North	2011	1393
Hoppers Crossing - South	2011	1207
Laverton	2011	1062
Tarneit	2011	1557
Truganina	2011	1518
Werribee - South	2011	1115
Wyndham Vale	2011	1355
Point Cook - East	2011	2413
Point Cook - North	2011	1862
Point Cook - South	2011	2041
Werribee - East	2011	1042
Werribee - West	2011	1295
Carrum Downs	2011	1180
Frankston	2011	959
Frankston North	2011	889
Frankston South	2011	1367
Langwarrin	2011	1391
Seaford (Vic.)	2011	1006
Skye - Sandhurst	2011	1658
Dromana	2011	905
Flinders	2011	1435
Hastings - Somers	2011	1006
Mornington	2011	1027
Mount Eliza	2011	1687
Mount Martha	2011	1410
Point Nepean	2011	882
Rosebud - McCrae	2011	756
Somerville	2011	1278
Ararat	2011	856
Ararat Region	2011	843
Horsham	2011	933
Horsham Region	2011	1017
Nhill Region	2011	796
St Arnaud	2011	743
Stawell	2011	872
West Wimmera	2011	818
Yarriambiack	2011	770
Irymple	2011	1044
Merbein	2011	856
Mildura Region	2011	892
Red Cliffs	2011	857
Mildura - North	2011	828
Mildura - South	2011	890
Buloke	2011	748
Gannawarra	2011	786
Kerang	2011	738
Robinvale	2011	887
Swan Hill	2011	883
Swan Hill Region	2011	875
Echuca	2011	930
Kyabram	2011	859
Lockington - Gunbower	2011	907
Rochester	2011	905
Rushworth	2011	775
Cobram	2011	795
Moira	2011	903
Numurkah	2011	835
Yarrawonga	2011	804
Mooroopna	2011	846
Shepparton - North	2011	1014
Shepparton - South	2011	983
Shepparton Region - East	2011	1199
Shepparton Region - West	2011	965
Glenelg (Vic.)	2011	866
Hamilton (Vic.)	2011	909
Portland	2011	929
Southern Grampians	2011	920
Camperdown	2011	813
Colac	2011	903
Colac Region	2011	975
Corangamite - North	2011	814
Corangamite - South	2011	1045
Otway	2011	857
Moyne - East	2011	1063
Moyne - West	2011	1028
Warrnambool - North	2011	1044
Warrnambool - South	2011	1005
Migratory - Offshore - Shipping (Vic.)	2011	0
No usual address (Vic.)	2011	0
Alexandra Hills	2011	1450
Belmont - Gumdale	2011	1921
Birkdale	2011	1478
Capalaba	2011	1333
Thorneside	2011	1169
Wellington Point	2011	1714
Cleveland	2011	1139
Ormiston	2011	1438
Redland Bay	2011	1573
Sheldon - Mount Cotton	2011	1976
Thornlands	2011	1684
Victoria Point	2011	1230
Redland Islands	2011	667
Brisbane Port - Lytton	2011	0
Manly - Lota	2011	1379
Manly West	2011	1516
Murarrie	2011	1814
Tingalpa	2011	1471
Wakerley	2011	2270
Wynnum	2011	1270
Wynnum West - Hemmant	2011	1311
Bald Hills	2011	1505
Bridgeman Downs	2011	2177
Carseldine	2011	1497
Everton Park	2011	1346
McDowall	2011	1937
Aspley	2011	1358
Chermside	2011	1067
Chermside West	2011	1487
Geebung	2011	1315
Kedron - Gordon Park	2011	1508
Stafford	2011	1211
Stafford Heights	2011	1374
Wavell Heights	2011	1641
Boondall	2011	1365
Brisbane Airport	2011	1312
Eagle Farm - Pinkenba	2011	1070
Northgate - Virginia	2011	1456
Nudgee - Banyo	2011	1463
Nundah	2011	1318
Bracken Ridge	2011	1506
Brighton (Qld)	2011	1302
Deagon	2011	1087
Sandgate - Shorncliffe	2011	1275
Taigum - Fitzgibbon	2011	1210
Zillmere	2011	1055
Camp Hill	2011	1904
Cannon Hill	2011	1469
Carina	2011	1497
Carina Heights	2011	1379
Carindale	2011	1947
Annerley	2011	1384
Coorparoo	2011	1514
Fairfield - Dutton Park	2011	1329
Greenslopes	2011	1367
Holland Park	2011	1560
Holland Park West	2011	1591
Woolloongabba	2011	1326
Yeronga	2011	1538
Eight Mile Plains	2011	1470
Macgregor (Qld)	2011	1234
Mansfield (Qld)	2011	1452
Mount Gravatt	2011	1428
Rochedale - Burbank	2011	1988
Upper Mount Gravatt	2011	1161
Wishart	2011	1575
Coopers Plains	2011	1078
Moorooka	2011	1296
Robertson	2011	1079
Salisbury - Nathan	2011	1351
Tarragindi	2011	1748
Algester	2011	1429
Calamvale - Stretton	2011	1621
Pallara - Willawong	2011	1920
Parkinson - Drewvale	2011	1882
Rocklea - Acacia Ridge	2011	979
Kuraby	2011	1592
Runcorn	2011	1332
Sunnybank	2011	1087
Sunnybank Hills	2011	1296
Jindalee - Mount Ommaney	2011	1793
Middle Park - Jamboree Heights	2011	1694
Riverhills	2011	1637
Seventeen Mile Rocks - Sinnamon Park	2011	2136
Westlake	2011	2238
Bellbowrie - Moggill	2011	1942
Brookfield - Kenmore Hills	2011	2533
Chapel Hill	2011	2322
Fig Tree Pocket	2011	2680
Kenmore	2011	1897
Pinjarra Hills - Pullenvale	2011	2568
Chelmer - Graceville	2011	2232
Corinda	2011	1508
Indooroopilly	2011	1638
Sherwood	2011	1673
St Lucia	2011	1309
Taringa	2011	1491
Enoggera	2011	1389
Enoggera Reservoir	2011	1375
Keperra	2011	1145
Mitchelton	2011	1595
Mount Coot-tha	2011	0
The Gap	2011	1921
Upper Kedron - Ferny Grove	2011	1917
Brisbane City	2011	1790
Fortitude Valley	2011	1601
Highgate Hill	2011	1394
Kangaroo Point	2011	1623
New Farm	2011	1561
South Brisbane	2011	1587
Spring Hill	2011	1588
West End	2011	1488
Balmoral	2011	2046
Bulimba	2011	2416
East Brisbane	2011	1488
Hawthorne	2011	2105
Morningside - Seven Hills	2011	1670
Norman Park	2011	2096
Albion	2011	1515
Alderley	2011	1712
Ascot	2011	1627
Clayfield	2011	1520
Grange	2011	2094
Hamilton (Qld)	2011	1855
Hendra	2011	1891
Kelvin Grove - Herston	2011	1411
Newmarket	2011	1558
Newstead - Bowen Hills	2011	2151
Wilston	2011	2038
Windsor	2011	1610
Wooloowin - Lutwyche	2011	1580
Ashgrove	2011	2046
Auchenflower	2011	1701
Bardon	2011	2277
Paddington - Milton	2011	2001
Red Hill (Qld)	2011	1837
Toowong	2011	1579
Brinsmead	2011	1609
Clifton Beach - Kewarra Beach	2011	1304
Freshwater - Stratford	2011	1341
Redlynch	2011	1575
Trinity Beach - Smithfield	2011	1226
Yorkeys Knob - Machans Beach	2011	988
Bentley Park	2011	1369
Cairns City	2011	992
Earlville - Bayview Heights	2011	1183
Edmonton	2011	1188
Gordonvale - Trinity	2011	1193
Kanimbla - Mooroobool	2011	1295
Lamb Range	2011	0
Manoora	2011	806
Manunda	2011	764
Mount Sheridan	2011	1428
Westcourt - Bungalow	2011	797
White Rock	2011	1054
Whitfield - Edge Hill	2011	1206
Woree	2011	904
Babinda	2011	886
Innisfail	2011	840
Johnstone	2011	929
Tully	2011	965
Wooroonooran	2011	0
Yarrabah	2011	995
Daintree	2011	914
Port Douglas	2011	1102
Atherton	2011	872
Herberton	2011	696
Kuranda	2011	987
Malanda - Yungaburra	2011	877
Mareeba	2011	889
Balonne	2011	990
Chinchilla	2011	1318
Goondiwindi	2011	1174
Inglewood - Waggamba	2011	841
Miles - Wandoan	2011	936
Roma	2011	1362
Roma Region	2011	982
Tara	2011	718
Crows Nest - Rosalie	2011	793
Jondaryan	2011	1034
Millmerran	2011	909
Pittsworth	2011	1055
Wambo	2011	1157
Clifton - Greenmount	2011	866
Southern Downs - East	2011	824
Southern Downs - West	2011	782
Stanthorpe	2011	753
Stanthorpe Region	2011	870
Warwick	2011	885
Central Highlands - East	2011	2196
Central Highlands - West	2011	1193
Emerald	2011	2288
Berserker	2011	896
Bouldercombe	2011	1220
Emu Park	2011	911
Frenchville - Mount Archer	2011	1410
Glenlee - Rockyview	2011	1920
Gracemere	2011	1466
Lakes Creek	2011	1144
Mount Morgan	2011	653
Norman Gardens	2011	1464
Park Avenue	2011	992
Parkhurst - Kawana	2011	1173
Rockhampton - West	2011	1086
Rockhampton City	2011	861
Rockhampton Region - East	2011	1172
Rockhampton Region - North	2011	1104
Rockhampton Region - West	2011	1371
Shoalwater Bay	2011	725
The Range - Allenstown	2011	1200
Yeppoon	2011	1092
Banana	2011	1238
Biloela	2011	1607
Agnes Water - Miriam Vale	2011	811
Boyne Island - Tannum Sands	2011	1976
Callemondah	2011	361
Clinton - New Auckland	2011	1985
Gladstone	2011	1444
Gladstone Hinterland	2011	1763
Kin Kora - Sun Valley	2011	1883
South Trees	2011	0
Telina - Toolooa	2011	2145
West Gladstone	2011	1477
Broadbeach Waters	2011	1264
Burleigh Heads	2011	996
Burleigh Waters	2011	1078
Mermaid Beach - Broadbeach	2011	1131
Mermaid Waters	2011	1088
Miami	2011	1085
Coolangatta	2011	775
Currumbin - Tugun	2011	1015
Currumbin Waters	2011	1041
Elanora	2011	1155
Palm Beach	2011	937
Arundel	2011	1269
Biggera Waters	2011	899
Coombabah	2011	795
Labrador	2011	860
Paradise Point - Hollywell	2011	1194
Runaway Bay	2011	1061
Guanaba - Springbrook	2011	1151
Tamborine - Canungra	2011	1113
Currumbin Valley - Tallebudgera	2011	1458
Mudgeeraba - Bonogin	2011	1369
Reedy Creek - Andrews	2011	1386
Carrara	2011	1195
Highland Park	2011	1210
Nerang - Mount Nathan	2011	1072
Pacific Pines - Gaven	2011	1625
Worongary - Tallai	2011	1453
Coomera	2011	1587
Helensvale	2011	1385
Hope Island	2011	1519
Jacobs Well - Alberton	2011	1298
Ormeau - Yatala	2011	1605
Oxenford - Maudsland	2011	1383
Pimpama	2011	1453
Upper Coomera - Willow Vale	2011	1511
Clear Island Waters	2011	1153
Merrimac	2011	1226
Robina	2011	1265
Varsity Lakes	2011	1134
Ashmore	2011	1143
Molendinar	2011	1270
Parkwood	2011	1435
Southport - North	2011	826
Southport - South	2011	934
Benowa	2011	1385
Bundall	2011	1397
Main Beach	2011	1314
Surfers Paradise	2011	981
Darra - Sumner	2011	1195
Durack	2011	966
Forest Lake - Doolandella	2011	1560
Inala - Richlands	2011	766
Oxley (Qld)	2011	1495
Wacol	2011	877
Boonah	2011	991
Esk	2011	750
Lake Manchester - England Creek	2011	0
Lockyer Valley - East	2011	956
Lowood	2011	1039
Rosewood	2011	1186
Brassall	2011	1125
Bundamba	2011	1049
Churchill - Yamanto	2011	1326
Ipswich - Central	2011	1031
Ipswich - East	2011	980
Ipswich - North	2011	1806
Karalee - Barellan Point	2011	1902
Karana Downs	2011	1827
Leichhardt - One Mile	2011	938
North Ipswich - Tivoli	2011	910
Raceview	2011	1256
Ripley	2011	1704
Riverview	2011	847
Bellbird Park - Brookwater	2011	1689
Camira - Gailes	2011	1334
Carole Park	2011	0
Collingwood Park - Redbank	2011	1246
Goodna	2011	1010
New Chum	2011	0
Redbank Plains	2011	1248
Springfield	2011	1670
Springfield Lakes	2011	1764
Beaudesert	2011	937
Beenleigh	2011	913
Eagleby	2011	873
Edens Landing - Holmview	2011	1323
Mount Warren Park	2011	1171
Wolffdene - Bahrs Scrub	2011	1620
Boronia Heights - Park Ridge	2011	1088
Browns Plains	2011	1217
Chambers Flat - Logan Reserve	2011	1321
Crestmead	2011	1195
Greenbank Military Camp	2011	0
Hillcrest	2011	1474
Marsden	2011	1202
Munruben - Park Ridge South	2011	1728
Regents Park - Heritage Park	2011	1502
Greenbank	2011	1712
Jimboomba	2011	1539
Logan Village	2011	1510
Bethania - Waterford	2011	979
Cornubia - Carbrook	2011	1686
Loganholme - Tanah Merah	2011	1461
Loganlea	2011	1212
Shailer Park	2011	1755
Waterford West	2011	1026
Daisy Hill	2011	1441
Kingston (Qld.)	2011	949
Logan Central	2011	790
Rochedale South - Priestdale	2011	1426
Slacks Creek	2011	1061
Springwood	2011	1443
Underwood	2011	1533
Woodridge	2011	804
Bowen	2011	1024
Broadsound - Nebo	2011	2516
Clermont	2011	1451
Collinsville	2011	1285
Moranbah	2011	2755
Andergrove - Beaconsfield	2011	1560
East Mackay	2011	1501
Eimeo - Rural View	2011	2353
Eungella Hinterland	2011	0
Mackay	2011	1172
Mackay Harbour	2011	2536
Mount Pleasant - Glenella	2011	1902
North Mackay	2011	1232
Ooralea - Bakers Creek	2011	1626
Pioneer Valley	2011	1503
Sarina	2011	1478
Seaforth - Calen	2011	1287
Shoal Point - Bucasia	2011	1852
Slade Point	2011	1454
South Mackay	2011	1325
Walkerston - Eton	2011	1680
West Mackay	2011	1293
Airlie - Whitsundays	2011	1274
Cape Conway	2011	0
Proserpine	2011	1029
Beachmere - Sandstone Point	2011	894
Bribie Island	2011	755
Burpengary - East	2011	1706
Caboolture	2011	917
Caboolture - South	2011	1021
Elimbah	2011	1506
Morayfield - East	2011	1184
Wamuran	2011	1405
Kilcoy	2011	893
Woodford - D'Aguilar	2011	1040
Burpengary	2011	1310
Deception Bay	2011	915
Morayfield	2011	1610
Narangba	2011	1683
Upper Caboolture	2011	1480
Clontarf	2011	984
Margate - Woody Point	2011	862
Redcliffe	2011	872
Rothwell - Kippa-Ring	2011	1038
Scarborough - Newport - Moreton Island	2011	1097
Albany Creek	2011	1799
Cashmere	2011	1966
Dayboro	2011	1670
Eatons Hill	2011	2143
The Hills District	2011	1728
Samford Valley	2011	2094
Dakabin - Kallangur	2011	1210
Murrumba Downs - Griffin	2011	1612
North Lakes - Mango Hill	2011	1736
Bray Park	2011	1453
Lawnton	2011	1121
Petrie	2011	1485
Strathpine - Brendale	2011	1184
Aurukun	2011	1142
Cape York	2011	922
Croydon - Etheridge	2011	819
Kowanyama - Pormpuraaw	2011	1088
Northern Peninsula	2011	1030
Tablelands	2011	812
Torres	2011	1543
Torres Strait Islands	2011	861
Weipa	2011	2407
Carpentaria	2011	977
Mount Isa	2011	1989
Mount Isa Region	2011	1294
Northern Highlands	2011	965
Barcaldine - Blackall	2011	925
Charleville	2011	974
Far Central West	2011	952
Far South West	2011	871
Longreach	2011	1064
Buderim - North	2011	1017
Buderim - South	2011	1397
Mountain Creek	2011	1339
Sippy Downs	2011	1013
Aroona - Currimundi	2011	998
Buddina - Minyama	2011	1057
Caloundra - Kings Beach	2011	774
Caloundra - West	2011	1060
Golden Beach - Pelican Waters	2011	929
Moffat Beach - Battery Hill	2011	943
Parrearra - Warana	2011	1072
Wurtulla - Birtinya	2011	1058
Coolum Beach	2011	1083
Marcoola - Mudjimba	2011	1053
Maroochydore - Kuluin	2011	864
Mooloolaba - Alexandra Headland	2011	1017
Noosa Heads	2011	1100
Noosaville	2011	925
Sunshine Beach	2011	1087
Tewantin	2011	860
Peregian Beach - Marcus Beach	2011	1074
Peregian Springs	2011	1327
Beerwah	2011	1046
Caloundra Hinterland	2011	863
Glass House Mountains	2011	1062
Landsborough	2011	1158
Maroochy Hinterland	2011	941
Palmwoods	2011	1140
Bli Bli	2011	1117
Diddillibah - Rosemount	2011	1121
Eumundi - Yandina	2011	1032
Nambour	2011	935
Noosa Hinterland	2011	972
Cambooya - Wyreema	2011	1444
Darling Heights	2011	1022
Drayton - Harristown	2011	850
Gatton	2011	911
Gowrie (Qld)	2011	1398
Highfields	2011	1532
Lockyer Valley - West	2011	1193
Middle Ridge	2011	1722
Newtown (Qld)	2011	893
North Toowoomba - Harlaxton	2011	915
Rangeville	2011	1215
Toowoomba - Central	2011	926
Toowoomba - East	2011	1238
Toowoomba - West	2011	1462
Wilsonton	2011	881
Ayr	2011	964
Burdekin	2011	1016
Charters Towers	2011	973
Dalrymple	2011	922
Ingham	2011	811
Ingham Region	2011	957
Palm Island	2011	1187
Aitkenvale	2011	1199
Annandale	2011	1941
Belgian Gardens - Pallarenda	2011	1210
Bohle Plains	2011	1843
Condon - Rasmussen	2011	1197
