SA2_NAME16	Year	labourForceParticipation
Aroona - Currimundi	2016	58.5
Buddina - Minyama	2006	55.7
Buddina - Minyama	2011	58.3
Buddina - Minyama	2016	58.6
Caloundra - Kings Beach	2006	47.9
Caloundra - Kings Beach	2011	47.3
Caloundra - Kings Beach	2016	44.9
Caloundra - West	2006	56.4
Caloundra - West	2011	58.2
Caloundra - West	2016	59.7
Golden Beach - Pelican Waters	2006	45.4
Golden Beach - Pelican Waters	2011	49.5
Golden Beach - Pelican Waters	2016	46.8
Moffat Beach - Battery Hill	2006	53.7
Moffat Beach - Battery Hill	2011	55.8
Moffat Beach - Battery Hill	2016	56.1
Parrearra - Warana	2006	56.7
Parrearra - Warana	2011	59.3
Parrearra - Warana	2016	57.3
Wurtulla - Birtinya	2006	56.8
Wurtulla - Birtinya	2011	59.6
Wurtulla - Birtinya	2016	62.2
Coolum Beach	2006	61.4
Coolum Beach	2011	62.8
Coolum Beach	2016	61.4
Marcoola - Mudjimba	2006	61.7
Marcoola - Mudjimba	2011	62.5
Marcoola - Mudjimba	2016	60.3
Maroochydore - Kuluin	2006	54.3
Maroochydore - Kuluin	2011	56.2
Maroochydore - Kuluin	2016	55.1
Mooloolaba - Alexandra Headland	2006	62.4
Mooloolaba - Alexandra Headland	2011	63
Mooloolaba - Alexandra Headland	2016	59.6
Noosa Heads	2006	48
Noosa Heads	2011	52.5
Noosa Heads	2016	51
Noosaville	2006	52.7
Noosaville	2011	52.3
Noosaville	2016	49.3
Sunshine Beach	2006	62.7
Sunshine Beach	2011	64.9
Sunshine Beach	2016	62.9
Tewantin	2006	49.7
Tewantin	2011	50
Tewantin	2016	49.8
Peregian Beach - Marcus Beach	2006	59.5
Peregian Beach - Marcus Beach	2011	61.5
Peregian Beach - Marcus Beach	2016	61.9
Peregian Springs	2006	57.5
Peregian Springs	2011	60.5
Peregian Springs	2016	59
Beerwah	2006	56.6
Beerwah	2011	58.4
Beerwah	2016	58
Caloundra Hinterland	2006	51.8
Caloundra Hinterland	2011	52.1
Caloundra Hinterland	2016	48.3
Glass House Mountains	2006	57.6
Glass House Mountains	2011	57.7
Glass House Mountains	2016	58.8
Landsborough	2006	63.6
Landsborough	2011	64.1
Landsborough	2016	62.2
Maroochy Hinterland	2006	56.6
Maroochy Hinterland	2011	54
Maroochy Hinterland	2016	51.6
Palmwoods	2006	61.2
Palmwoods	2011	61.4
Palmwoods	2016	60.7
Bli Bli	2006	59.2
Bli Bli	2011	61.8
Bli Bli	2016	60.2
Diddillibah - Rosemount	2006	61
Diddillibah - Rosemount	2011	62.7
Diddillibah - Rosemount	2016	56.9
Eumundi - Yandina	2006	64
Eumundi - Yandina	2011	62.1
Eumundi - Yandina	2016	60.2
Nambour	2006	56.3
Nambour	2011	57.6
Nambour	2016	56.7
Noosa Hinterland	2006	57
Noosa Hinterland	2011	57.3
Noosa Hinterland	2016	55.9
Cambooya - Wyreema	2006	66.9
Cambooya - Wyreema	2011	71.5
Cambooya - Wyreema	2016	68.4
Darling Heights	2006	60.4
Darling Heights	2011	58.6
Darling Heights	2016	56.6
Drayton - Harristown	2006	55.9
Drayton - Harristown	2011	52.8
Drayton - Harristown	2016	53.3
Gatton	2006	55.3
Gatton	2011	57.3
Gatton	2016	53.1
Gowrie (Qld)	2006	68.6
Gowrie (Qld)	2011	69.5
Gowrie (Qld)	2016	68
Highfields	2006	68.3
Highfields	2011	67
Highfields	2016	64.9
Lockyer Valley - West	2006	62
Lockyer Valley - West	2011	62.8
Lockyer Valley - West	2016	61.5
Middle Ridge	2006	61.8
Middle Ridge	2011	62.2
Middle Ridge	2016	60.4
Newtown (Qld)	2006	57.1
Newtown (Qld)	2011	60
Newtown (Qld)	2016	58.5
North Toowoomba - Harlaxton	2006	57.2
North Toowoomba - Harlaxton	2011	59.3
North Toowoomba - Harlaxton	2016	58.9
Rangeville	2006	61.4
Rangeville	2011	61.2
Rangeville	2016	59.3
Toowoomba - Central	2006	57.8
Toowoomba - Central	2011	59.6
Toowoomba - Central	2016	57.8
Toowoomba - East	2006	59.3
Toowoomba - East	2011	61.7
Toowoomba - East	2016	63
Toowoomba - West	2006	71.6
Toowoomba - West	2011	69.7
Toowoomba - West	2016	67.9
Wilsonton	2006	57.9
Wilsonton	2011	55.5
Wilsonton	2016	52.5
Ayr	2006	58.2
Ayr	2011	59.3
Ayr	2016	57.3
Burdekin	2006	63.2
Burdekin	2011	62.2
Burdekin	2016	61.5
Charters Towers	2006	55.7
Charters Towers	2011	55.2
Charters Towers	2016	51.5
Dalrymple	2006	64.5
Dalrymple	2011	63.4
Dalrymple	2016	58.9
Ingham	2006	52.7
Ingham	2011	52.8
Ingham	2016	49.8
Ingham Region	2006	58.1
Ingham Region	2011	59.6
Ingham Region	2016	55.1
Palm Island	2006	44.1
Palm Island	2011	51.7
Palm Island	2016	41.8
Aitkenvale	2006	61.9
Aitkenvale	2011	61.7
Aitkenvale	2016	58.8
Annandale	2006	74.9
Annandale	2011	72.9
Annandale	2016	66.5
Belgian Gardens - Pallarenda	2006	58
Belgian Gardens - Pallarenda	2011	58.2
Belgian Gardens - Pallarenda	2016	56.5
Bohle Plains	2006	73.2
Bohle Plains	2011	74
Bohle Plains	2016	73.3
Condon - Rasmussen	2006	62.7
Condon - Rasmussen	2011	62.3
Condon - Rasmussen	2016	57.3
Cranbrook	2006	62.9
Cranbrook	2011	58.9
Cranbrook	2016	56.9
Deeragun	2006	71.7
Deeragun	2011	72.5
Deeragun	2016	72.8
Douglas	2006	69.1
Douglas	2011	68
Douglas	2016	66
Garbutt - West End	2006	58
Garbutt - West End	2011	60.4
Garbutt - West End	2016	58.1
Gulliver - Currajong - Vincent	2006	60.5
Gulliver - Currajong - Vincent	2011	61.8
Gulliver - Currajong - Vincent	2016	60.6
Heatley	2006	59.4
Heatley	2011	60.2
Heatley	2016	53.8
Hermit Park - Rosslea	2006	66.3
Hermit Park - Rosslea	2011	67.3
Hermit Park - Rosslea	2016	64.8
Hyde Park - Pimlico	2006	65.8
Hyde Park - Pimlico	2011	66.2
Hyde Park - Pimlico	2016	62.9
Kelso	2006	68.1
Kelso	2011	68.7
Kelso	2016	61.9
Kirwan - East	2006	64.6
Kirwan - East	2011	62.7
Kirwan - East	2016	57.3
Kirwan - West	2006	76.8
Kirwan - West	2011	75.4
Kirwan - West	2016	69.8
Magnetic Island	2006	58
Magnetic Island	2011	58
Magnetic Island	2016	50.1
Mount Louisa	2006	69.8
Mount Louisa	2011	75.6
Mount Louisa	2016	72.2
Mundingburra	2006	58.8
Mundingburra	2011	55.9
Mundingburra	2016	55.3
Northern Beaches	2006	62.7
Northern Beaches	2011	60.6
Northern Beaches	2016	56.6
Oonoonba	2006	70.3
Oonoonba	2011	72.6
Oonoonba	2016	74.1
South Townsville - Railway Estate	2006	60.8
South Townsville - Railway Estate	2011	69.4
South Townsville - Railway Estate	2016	63.1
Townsville - South	2006	66.1
Townsville - South	2011	65.9
Townsville - South	2016	63.1
Townsville City - North Ward	2006	67
Townsville City - North Ward	2011	67.5
Townsville City - North Ward	2016	64.1
Wulguru - Roseneath	2006	55.6
Wulguru - Roseneath	2011	55.2
Wulguru - Roseneath	2016	48
Ashfield - Kepnock	2006	50.7
Ashfield - Kepnock	2011	51.9
Ashfield - Kepnock	2016	52.9
Bargara - Burnett Heads	2006	52.4
Bargara - Burnett Heads	2011	52.4
Bargara - Burnett Heads	2016	51.5
Branyan - Kensington	2006	57.1
Branyan - Kensington	2011	59
Branyan - Kensington	2016	59
Bundaberg	2006	49.6
Bundaberg	2011	51.2
Bundaberg	2016	49.3
Bundaberg East - Kalkie	2006	57.8
Bundaberg East - Kalkie	2011	56.8
Bundaberg East - Kalkie	2016	56.1
Bundaberg North - Gooburrum	2006	49.9
Bundaberg North - Gooburrum	2011	47.5
Bundaberg North - Gooburrum	2016	46.5
Bundaberg Region - North	2006	54.2
Bundaberg Region - North	2011	54.4
Bundaberg Region - North	2016	50.6
Bundaberg Region - South	2006	49.9
Bundaberg Region - South	2011	50.7
Bundaberg Region - South	2016	45.5
Millbank - Avoca	2006	49.8
Millbank - Avoca	2011	49.2
Millbank - Avoca	2016	46.9
Svensson Heights - Norville	2006	50.8
Svensson Heights - Norville	2011	50.6
Svensson Heights - Norville	2016	49.4
Walkervale - Avenell Heights	2006	52.4
Walkervale - Avenell Heights	2011	52
Walkervale - Avenell Heights	2016	49.7
Gayndah - Mundubbera	2006	61.1
Gayndah - Mundubbera	2011	57
Gayndah - Mundubbera	2016	54.1
Gin Gin	2006	47
Gin Gin	2011	45.5
Gin Gin	2016	41.6
Kingaroy	2006	59.4
Kingaroy	2011	59.8
Kingaroy	2016	56.3
Kingaroy Region - North	2006	52.4
Kingaroy Region - North	2011	50
Kingaroy Region - North	2016	44.7
Kingaroy Region - South	2006	60
Kingaroy Region - South	2011	61.9
Kingaroy Region - South	2016	59.5
Monto - Eidsvold	2006	60.3
Monto - Eidsvold	2011	57.6
Monto - Eidsvold	2016	51
Nanango	2006	43
Nanango	2011	41.9
Nanango	2016	37.7
North Burnett	2006	0
North Burnett	2011	60
North Burnett	2016	87.5
Cooloola	2006	38.2
Cooloola	2011	37
Cooloola	2016	31.1
Gympie - North	2006	53.7
Gympie - North	2011	51.4
Gympie - North	2016	48.5
Gympie - South	2006	58.1
Gympie - South	2011	56.8
Gympie - South	2016	51.5
Gympie Region	2006	56.3
Gympie Region	2011	55.6
Gympie Region	2016	51.9
Kilkivan	2006	53.2
Kilkivan	2011	50.7
Kilkivan	2016	48.7
Booral - River Heads	2006	54.4
Booral - River Heads	2011	54.2
Booral - River Heads	2016	51.6
Craignish - Dundowran Beach	2006	55.5
Craignish - Dundowran Beach	2011	55.7
Craignish - Dundowran Beach	2016	53.6
Pialba - Eli Waters	2006	41
Pialba - Eli Waters	2011	41.2
Pialba - Eli Waters	2016	39.4
Point Vernon	2006	45.1
Point Vernon	2011	43
Point Vernon	2016	41.4
Torquay - Scarness - Kawungan	2006	46.8
Torquay - Scarness - Kawungan	2011	45.3
Torquay - Scarness - Kawungan	2016	42.5
Urangan - Wondunna	2006	48.6
Urangan - Wondunna	2011	48.7
Urangan - Wondunna	2016	47.2
Burrum - Fraser	2006	40.7
Burrum - Fraser	2011	41.7
Burrum - Fraser	2016	38.3
Granville	2006	51
Granville	2011	49
Granville	2016	43.6
Maryborough (Qld)	2006	47.6
Maryborough (Qld)	2011	45.9
Maryborough (Qld)	2016	42.7
Maryborough Region - South	2006	48.2
Maryborough Region - South	2011	47.1
Maryborough Region - South	2016	40.1
Tinana	2006	60.3
Tinana	2011	60.6
Tinana	2016	51
Migratory - Offshore - Shipping (Qld)	2006	82.8
Migratory - Offshore - Shipping (Qld)	2011	54.3
Migratory - Offshore - Shipping (Qld)	2016	47.2
No usual address (Qld)	2006	43.1
No usual address (Qld)	2011	39.7
No usual address (Qld)	2016	34.8
Adelaide	2006	51.3
Adelaide	2011	52.1
Adelaide	2016	48.2
North Adelaide	2006	57.5
North Adelaide	2011	58
North Adelaide	2016	55.6
Adelaide Hills	2006	67.8
Adelaide Hills	2011	68.1
Adelaide Hills	2016	65.4
Aldgate - Stirling	2006	69
Aldgate - Stirling	2011	69.3
Aldgate - Stirling	2016	65.4
Hahndorf - Echunga	2006	63.8
Hahndorf - Echunga	2011	63.6
Hahndorf - Echunga	2016	60.1
Lobethal - Woodside	2006	64.8
Lobethal - Woodside	2011	64.4
Lobethal - Woodside	2016	62.4
Mount Barker	2006	65.2
Mount Barker	2011	66.7
Mount Barker	2016	63.9
Mount Barker Region	2006	68
Mount Barker Region	2011	71.5
Mount Barker Region	2016	66.6
Nairne	2006	70.7
Nairne	2011	73
Nairne	2016	70.5
Uraidla - Summertown	2006	67.8
Uraidla - Summertown	2011	68.5
Uraidla - Summertown	2016	64.6
Burnside - Wattle Park	2006	60.5
Burnside - Wattle Park	2011	61.7
Burnside - Wattle Park	2016	60.4
Glenside - Beaumont	2006	59.3
Glenside - Beaumont	2011	59.5
Glenside - Beaumont	2016	59
Toorak Gardens	2006	57.6
Toorak Gardens	2011	57.9
Toorak Gardens	2016	56.7
Athelstone	2006	66.1
Athelstone	2011	66.2
Athelstone	2016	65.6
Paradise - Newton	2006	54.3
Paradise - Newton	2011	55.8
Paradise - Newton	2016	56.3
Rostrevor - Magill	2006	55
Rostrevor - Magill	2011	57.6
Rostrevor - Magill	2016	58.3
Norwood (SA)	2006	60.1
Norwood (SA)	2011	62.6
Norwood (SA)	2016	59.9
Payneham - Felixstow	2006	53.7
Payneham - Felixstow	2011	56.3
Payneham - Felixstow	2016	56.6
St Peters - Marden	2006	61.6
St Peters - Marden	2011	63
St Peters - Marden	2016	63.3
Nailsworth - Broadview	2006	67.2
Nailsworth - Broadview	2011	68.4
Nailsworth - Broadview	2016	68.9
Prospect	2006	64.3
Prospect	2011	65.9
Prospect	2016	65.4
Walkerville	2006	56.9
Walkerville	2011	57
Walkerville	2016	56.2
Goodwood - Millswood	2006	65.1
Goodwood - Millswood	2011	66
Goodwood - Millswood	2016	63.9
Unley - Parkside	2006	62.4
Unley - Parkside	2011	62.5
Unley - Parkside	2016	60.1
Gawler - North	2006	66.1
Gawler - North	2011	69.1
Gawler - North	2016	67.1
Gawler - South	2006	57.3
Gawler - South	2011	58.2
Gawler - South	2016	56.2
Lewiston - Two Wells	2006	64.8
Lewiston - Two Wells	2011	65.4
Lewiston - Two Wells	2016	64.9
Craigmore - Blakeview	2006	67.3
Craigmore - Blakeview	2011	67.7
Craigmore - Blakeview	2016	65.6
Davoren Park	2006	48.2
Davoren Park	2011	53.3
Davoren Park	2016	52.2
Elizabeth	2006	37.8
Elizabeth	2011	39
Elizabeth	2016	37.8
Elizabeth East	2006	54.7
Elizabeth East	2011	54.2
Elizabeth East	2016	50.8
Munno Para West - Angle Vale	2006	69.9
Munno Para West - Angle Vale	2011	71.3
Munno Para West - Angle Vale	2016	68
One Tree Hill	2006	68.9
One Tree Hill	2011	66.9
One Tree Hill	2016	65.1
Smithfield - Elizabeth North	2006	46.1
Smithfield - Elizabeth North	2011	46.2
Smithfield - Elizabeth North	2016	44.3
Virginia - Waterloo Corner	2006	49
Virginia - Waterloo Corner	2011	48.7
Virginia - Waterloo Corner	2016	49.5
Enfield - Blair Athol	2006	49
Enfield - Blair Athol	2011	52.2
Enfield - Blair Athol	2016	55.1
Northgate - Oakden - Gilles Plains	2006	56.9
Northgate - Oakden - Gilles Plains	2011	57.5
Northgate - Oakden - Gilles Plains	2016	57
Windsor Gardens	2006	55.3
Windsor Gardens	2011	59.6
Windsor Gardens	2016	61.1
Dry Creek - North	2006	51.7
Dry Creek - North	2011	0
Dry Creek - North	2016	0
Ingle Farm	2006	59
Ingle Farm	2011	57.7
Ingle Farm	2016	54.6
Para Hills	2006	61.5
Para Hills	2011	62.5
Para Hills	2016	61.2
Parafield	2006	0
Parafield	2011	5.3
Parafield	2016	12.4
Parafield Gardens	2006	57.7
Parafield Gardens	2011	57.5
Parafield Gardens	2016	55.6
Paralowie	2006	66.7
Paralowie	2011	64.8
Paralowie	2016	62.7
Salisbury	2006	49.6
Salisbury	2011	50.3
Salisbury	2016	49.1
Salisbury East	2006	62.4
Salisbury East	2011	60.4
Salisbury East	2016	58.7
Salisbury North	2006	56.4
Salisbury North	2011	57.5
Salisbury North	2016	56.4
Mawson Lakes - Globe Derby Park	2006	72.5
Mawson Lakes - Globe Derby Park	2011	73
Mawson Lakes - Globe Derby Park	2016	69.8
Pooraka - Cavan	2006	56
Pooraka - Cavan	2011	56.5
Pooraka - Cavan	2016	55.4
Golden Grove	2006	71.6
Golden Grove	2011	68.6
Golden Grove	2016	64.9
Greenwith	2006	71.9
Greenwith	2011	72.9
Greenwith	2016	71
Highbury - Dernancourt	2006	66.1
Highbury - Dernancourt	2011	65.1
Highbury - Dernancourt	2016	63.6
Hope Valley - Modbury	2006	53.7
Hope Valley - Modbury	2011	54.7
Hope Valley - Modbury	2016	53.7
Modbury Heights	2006	70.5
Modbury Heights	2011	68.9
Modbury Heights	2016	65.6
Redwood Park	2006	69.5
Redwood Park	2011	68.7
Redwood Park	2016	65.7
St Agnes - Ridgehaven	2006	61.2
St Agnes - Ridgehaven	2011	61.3
St Agnes - Ridgehaven	2016	59.3
Brighton (SA)	2006	55.6
Brighton (SA)	2011	57.2
Brighton (SA)	2016	56.6
Glenelg (SA)	2006	58.4
Glenelg (SA)	2011	60.7
Glenelg (SA)	2016	59.6
Edwardstown	2006	57.9
Edwardstown	2011	61.5
Edwardstown	2016	61.7
Hallett Cove	2006	70.4
Hallett Cove	2011	70.1
Hallett Cove	2016	67.4
Marino - Seaview Downs	2006	62.7
Marino - Seaview Downs	2011	65.1
Marino - Seaview Downs	2016	63.2
Mitchell Park	2006	50.5
Mitchell Park	2011	52
Mitchell Park	2016	52.8
Morphettville	2006	52.1
Morphettville	2011	55.9
Morphettville	2016	57.9
Sheidow Park - Trott Park	2006	76.3
Sheidow Park - Trott Park	2011	76.1
Sheidow Park - Trott Park	2016	73.3
Warradale	2006	53.5
Warradale	2011	55.9
Warradale	2016	55.6
Belair	2006	65.3
Belair	2011	62.1
Belair	2016	61.1
Bellevue Heights	2006	57.6
Bellevue Heights	2011	57.2
Bellevue Heights	2016	54.4
Blackwood	2006	66.6
Blackwood	2011	66.8
Blackwood	2016	64.6
Colonel Light Gardens	2006	64.2
Colonel Light Gardens	2011	66.8
Colonel Light Gardens	2016	65.8
Mitcham (SA)	2006	62.1
Mitcham (SA)	2011	62.6
Mitcham (SA)	2016	62.1
Panorama	2006	53.1
Panorama	2011	56
Panorama	2016	54.9
Aberfoyle Park	2006	70.4
Aberfoyle Park	2011	70.8
Aberfoyle Park	2016	66.3
Aldinga	2006	57.8
Aldinga	2011	62.3
Aldinga	2016	58.1
Christie Downs	2006	49.9
Christie Downs	2011	52.1
Christie Downs	2016	48.6
Christies Beach	2006	50.3
Christies Beach	2011	53.7
Christies Beach	2016	52.6
Clarendon	2006	71.3
Clarendon	2011	71.1
Clarendon	2016	66.2
Coromandel Valley	2006	74.7
Coromandel Valley	2011	74.1
Coromandel Valley	2016	69.9
Flagstaff Hill	2006	71.1
Flagstaff Hill	2011	69.6
Flagstaff Hill	2016	65.8
Hackham - Onkaparinga Hills	2006	64.7
Hackham - Onkaparinga Hills	2011	62.7
Hackham - Onkaparinga Hills	2016	59.5
Hackham West - Huntfield Heights	2006	52.3
Hackham West - Huntfield Heights	2011	53.6
Hackham West - Huntfield Heights	2016	50.9
Happy Valley	2006	68.7
Happy Valley	2011	67.5
Happy Valley	2016	63.8
Happy Valley Reservoir	2006	0
Happy Valley Reservoir	2011	0
Happy Valley Reservoir	2016	0
Lonsdale	2006	100
Lonsdale	2011	104.8
Lonsdale	2016	41.7
McLaren Vale	2006	61.5
McLaren Vale	2011	62.3
McLaren Vale	2016	58.2
Morphett Vale - East	2006	61
Morphett Vale - East	2011	61.4
Morphett Vale - East	2016	57.3
Morphett Vale - West	2006	56.9
Morphett Vale - West	2011	55.9
Morphett Vale - West	2016	53.6
Reynella	2006	63.3
Reynella	2011	63.1
Reynella	2016	60.8
Seaford (SA)	2006	61.6
Seaford (SA)	2011	61.8
Seaford (SA)	2016	61.7
Willunga	2006	65.4
Willunga	2011	65.5
Willunga	2016	63.2
Woodcroft	2006	69.5
Woodcroft	2011	68.9
Woodcroft	2016	66.2
Beverley	2006	56.2
Beverley	2011	61.5
Beverley	2016	62.8
Flinders Park	2006	52.1
Flinders Park	2011	55
Flinders Park	2016	58.8
Henley Beach	2006	59.5
Henley Beach	2011	62.7
Henley Beach	2016	61.7
Hindmarsh - Brompton	2006	58.9
Hindmarsh - Brompton	2011	61.1
Hindmarsh - Brompton	2016	61.3
Royal Park - Hendon - Albert Park	2006	50.2
Royal Park - Hendon - Albert Park	2011	55.1
Royal Park - Hendon - Albert Park	2016	58.1
Seaton - Grange	2006	53.2
Seaton - Grange	2011	55.3
Seaton - Grange	2016	55.6
West Lakes	2006	56.8
West Lakes	2011	56.6
West Lakes	2016	54.2
Woodville - Cheltenham	2006	51.6
Woodville - Cheltenham	2011	56.1
Woodville - Cheltenham	2016	59.1
Dry Creek - South	2006	0
Dry Creek - South	2011	0
Dry Creek - South	2016	0
Largs Bay - Semaphore	2006	59.7
Largs Bay - Semaphore	2011	63.2
Largs Bay - Semaphore	2016	63.8
North Haven	2006	57.8
North Haven	2011	59
North Haven	2016	57.7
Port Adelaide	2006	54.6
Port Adelaide	2011	56.7
Port Adelaide	2016	55.9
The Parks	2006	44.2
The Parks	2011	50
The Parks	2016	50.8
Torrens Island	2006	0
Torrens Island	2011	66.7
Torrens Island	2016	0
Adelaide Airport	2006	0
Adelaide Airport	2011	0
Adelaide Airport	2016	0
Fulham	2006	50.9
Fulham	2011	54.8
Fulham	2016	56
Lockleys	2006	56.6
Lockleys	2011	61
Lockleys	2016	61.5
Plympton	2006	57.7
Plympton	2011	60.4
Plympton	2016	60.6
Richmond (SA)	2006	57.1
Richmond (SA)	2011	60.6
Richmond (SA)	2016	61.3
West Beach	2006	59.7
West Beach	2011	62.7
West Beach	2016	62.9
Barossa - Angaston	2006	67
Barossa - Angaston	2011	64.9
Barossa - Angaston	2016	63
Light	2006	62.6
Light	2011	63.9
Light	2016	63.7
Lyndoch	2006	65.9
Lyndoch	2011	68.4
Lyndoch	2016	64
Mallala	2006	57.6
Mallala	2011	59.6
Mallala	2016	57.1
Nuriootpa	2006	62.6
Nuriootpa	2011	60.5
Nuriootpa	2016	58.3
Tanunda	2006	63.5
Tanunda	2011	62.8
Tanunda	2016	58.6
Clare	2006	64
Clare	2011	63.5
Clare	2016	60.6
Gilbert Valley	2006	61.4
Gilbert Valley	2011	60.6
Gilbert Valley	2016	55.9
Goyder	2006	56.9
Goyder	2011	55
Goyder	2016	53.2
Wakefield - Barunga West	2006	53.1
Wakefield - Barunga West	2011	53.6
Wakefield - Barunga West	2016	51.8
Jamestown	2006	57
Jamestown	2011	59.2
Jamestown	2016	56.3
Peterborough - Mount Remarkable	2006	51
Peterborough - Mount Remarkable	2011	51.3
Peterborough - Mount Remarkable	2016	49.8
Port Pirie	2006	50.1
Port Pirie	2011	50.7
Port Pirie	2016	50.1
Port Pirie Region	2006	53.9
Port Pirie Region	2011	54.9
Port Pirie Region	2016	55.2
Kadina	2006	54.2
Kadina	2011	54.4
Kadina	2016	51.9
Moonta	2006	43.2
Moonta	2011	45.1
Moonta	2016	41.8
Wallaroo	2006	40.1
Wallaroo	2011	44
Wallaroo	2016	42
Yorke Peninsula - North	2006	47
Yorke Peninsula - North	2011	47.4
Yorke Peninsula - North	2016	46.1
Yorke Peninsula - South	2006	47
Yorke Peninsula - South	2011	46.8
Yorke Peninsula - South	2016	43.6
Ceduna	2006	62.7
Ceduna	2011	64
Ceduna	2016	58.9
Eyre Peninsula	2006	57.8
Eyre Peninsula	2011	61.1
Eyre Peninsula	2016	56.8
Kimba - Cleve - Franklin Harbour	2006	64.6
Kimba - Cleve - Franklin Harbour	2011	63.8
Kimba - Cleve - Franklin Harbour	2016	59.6
Le Hunte - Elliston	2006	68.9
Le Hunte - Elliston	2011	69.3
Le Hunte - Elliston	2016	65.3
Port Lincoln	2006	60.6
Port Lincoln	2011	60.7
Port Lincoln	2016	58
West Coast (SA)	2006	63.7
West Coast (SA)	2011	61
West Coast (SA)	2016	58.3
Western	2006	43.8
Western	2011	56
Western	2016	34.8
Whyalla	2006	55.6
Whyalla	2011	56.5
Whyalla	2016	53.8
Whyalla - North	2006	0
Whyalla - North	2011	0
Whyalla - North	2016	0
APY Lands	2006	52.3
APY Lands	2011	44.7
APY Lands	2016	39.9
Coober Pedy	2006	48.1
Coober Pedy	2011	53.2
Coober Pedy	2016	47.6
Quorn - Lake Gilles	2006	45.3
Quorn - Lake Gilles	2011	54.9
Quorn - Lake Gilles	2016	51.5
Outback	2006	69.5
Outback	2011	71.6
Outback	2016	61.7
Port Augusta	2006	56.4
Port Augusta	2011	54.7
Port Augusta	2016	52.5
Roxby Downs	2006	82
Roxby Downs	2011	77.7
Roxby Downs	2016	79.7
Goolwa - Port Elliot	2006	40.3
Goolwa - Port Elliot	2011	42.3
Goolwa - Port Elliot	2016	38.5
Kangaroo Island	2006	64.3
Kangaroo Island	2011	63.3
Kangaroo Island	2016	58.1
Strathalbyn	2006	56.6
Strathalbyn	2011	59.3
Strathalbyn	2016	54.7
Strathalbyn Region	2006	65.2
Strathalbyn Region	2011	66.6
Strathalbyn Region	2016	60.8
Victor Harbor	2006	41.2
Victor Harbor	2011	40.5
Victor Harbor	2016	38.6
Yankalilla	2006	50.2
Yankalilla	2011	53.4
Yankalilla	2016	49
Grant	2006	67
Grant	2011	63.8
Grant	2016	56
Kingston - Robe	2006	56.3
Kingston - Robe	2011	59.5
Kingston - Robe	2016	56.9
Millicent	2006	58.2
Millicent	2011	55.5
Millicent	2016	50.4
Naracoorte	2006	63.8
Naracoorte	2011	64.1
Naracoorte	2016	63
Naracoorte Region	2006	77
Naracoorte Region	2011	76.1
Naracoorte Region	2016	74.3
Penola	2006	66.8
Penola	2011	66.3
Penola	2016	62.7
Tatiara	2006	69.5
Tatiara	2011	67.8
Tatiara	2016	65.6
Wattle Range	2006	63.7
Wattle Range	2011	63.9
Wattle Range	2016	59.4
Mount Gambier - East	2006	64
Mount Gambier - East	2011	63.8
Mount Gambier - East	2016	61.6
Mount Gambier - West	2006	62.3
Mount Gambier - West	2011	61.6
Mount Gambier - West	2016	58.4
Barmera	2006	60
Barmera	2011	56.5
Barmera	2016	55.9
Berri	2006	58.1
Berri	2011	52.1
Berri	2016	49.4
Karoonda - Lameroo	2006	65.6
Karoonda - Lameroo	2011	62.3
Karoonda - Lameroo	2016	59
Loxton	2006	62.1
Loxton	2011	59.1
Loxton	2016	56
Loxton Region	2006	65.8
Loxton Region	2011	62.5
Loxton Region	2016	58.9
Mannum	2006	53.1
Mannum	2011	51.5
Mannum	2016	47.2
Murray Bridge	2006	53.6
Murray Bridge	2011	52.4
Murray Bridge	2016	52.3
Murray Bridge Region	2006	65
Murray Bridge Region	2011	63.7
Murray Bridge Region	2016	61.6
Renmark	2006	51.4
Renmark	2011	49.7
Renmark	2016	48
Renmark Region	2006	66.8
Renmark Region	2011	66
Renmark Region	2016	63.1
The Coorong	2006	60.3
The Coorong	2011	57.7
The Coorong	2016	54.7
Waikerie	2006	56.3
Waikerie	2011	54
Waikerie	2016	50.5
Migratory - Offshore - Shipping (SA)	2006	100
Migratory - Offshore - Shipping (SA)	2011	100
Migratory - Offshore - Shipping (SA)	2016	100
No usual address (SA)	2006	48.7
No usual address (SA)	2011	42.1
No usual address (SA)	2016	39.2
Augusta	2006	59.2
Augusta	2011	59.6
Augusta	2016	59.1
Busselton	2006	58.9
Busselton	2011	58.3
Busselton	2016	56.1
Busselton Region	2006	67.9
Busselton Region	2011	67.5
Busselton Region	2016	64.3
Margaret River	2006	69.3
Margaret River	2011	67.6
Margaret River	2016	68.4
Australind - Leschenault	2006	67.4
Australind - Leschenault	2011	67.5
Australind - Leschenault	2016	63.8
Capel	2006	63.1
Capel	2011	62.3
Capel	2016	61.9
College Grove - Carey Park	2006	56.7
College Grove - Carey Park	2011	55.2
College Grove - Carey Park	2016	53
Collie	2006	55.8
Collie	2011	59.3
Collie	2016	51.8
Dardanup	2006	68.3
Dardanup	2011	69.7
Dardanup	2016	65.3
Davenport	2006	30
Davenport	2011	70
Davenport	2016	100
Eaton - Pelican Point	2006	64.5
Eaton - Pelican Point	2011	65.9
Eaton - Pelican Point	2016	61.9
Harvey	2006	58.9
Harvey	2011	58.4
Harvey	2016	56.6
East Bunbury - Glen Iris	2006	63
East Bunbury - Glen Iris	2011	62.6
East Bunbury - Glen Iris	2016	59.9
Waroona	2006	57.3
