SA2_NAME16	Year	medianAgeOfPersons
Alexandra	2011	49
Euroa	2011	51
Kilmore - Broadford	2011	38
Mansfield (Vic.)	2011	45
Nagambie	2011	48
Seymour	2011	42
Seymour Region	2011	37
Upper Yarra Valley	2011	38
Yea	2011	49
Benalla	2011	46
Benalla Region	2011	48
Rutherglen	2011	43
Wangaratta	2011	41
Wangaratta Region	2011	45
Beechworth	2011	48
Bright - Mount Beauty	2011	47
Chiltern - Indigo Valley	2011	43
Myrtleford	2011	47
Towong	2011	47
West Wodonga	2011	34
Wodonga	2011	36
Yackandandah	2011	42
Drouin	2011	39
Mount Baw Baw Region	2011	44
Trafalgar (Vic.)	2011	42
Warragul	2011	40
Alps - East	2011	0
Bairnsdale	2011	42
Bruthen - Omeo	2011	47
Lake King	2011	0
Lakes Entrance	2011	49
Orbost	2011	48
Paynesville	2011	56
Foster	2011	49
French Island	2011	53
Korumburra	2011	42
Leongatha	2011	42
Phillip Island	2011	46
Wilsons Promontory	2011	34
Wonthaggi - Inverloch	2011	47
Churchill	2011	39
Moe - Newborough	2011	41
Morwell	2011	40
Traralgon	2011	36
Yallourn North - Glengarry	2011	40
Alps - West	2011	41
Longford - Loch Sport	2011	47
Maffra	2011	42
Rosedale	2011	38
Sale	2011	38
Yarram	2011	49
Brunswick	2011	33
Brunswick East	2011	33
Brunswick West	2011	34
Coburg	2011	35
Pascoe Vale South	2011	38
Alphington - Fairfield	2011	36
Northcote	2011	36
Thornbury	2011	35
Ascot Vale	2011	35
Essendon - Aberfeldie	2011	38
Flemington	2011	31
Moonee Ponds	2011	37
Carlton	2011	25
Docklands	2011	31
East Melbourne	2011	36
Flemington Racecourse	2011	27
Kensington (Vic.)	2011	32
Melbourne	2011	26
North Melbourne	2011	29
Parkville	2011	24
South Yarra - West	2011	35
Southbank	2011	29
West Melbourne	2011	0
Albert Park	2011	38
Elwood	2011	34
Port Melbourne	2011	38
Port Melbourne Industrial	2011	55
South Melbourne	2011	37
St Kilda	2011	33
St Kilda East	2011	33
Armadale	2011	36
Prahran - Windsor	2011	33
South Yarra - East	2011	33
Toorak	2011	43
Abbotsford	2011	34
Carlton North - Princes Hill	2011	32
Collingwood	2011	32
Fitzroy	2011	33
Fitzroy North	2011	35
Richmond (Vic.)	2011	33
Yarra - North	2011	36
Ashburton (Vic.)	2011	38
Balwyn	2011	42
Balwyn North	2011	41
Camberwell	2011	41
Glen Iris - East	2011	39
Hawthorn	2011	31
Hawthorn East	2011	33
Kew	2011	39
Kew East	2011	39
Surrey Hills (West) - Canterbury	2011	41
Bulleen	2011	43
Doncaster	2011	44
Templestowe	2011	43
Templestowe Lower	2011	44
Doncaster East (North)	2011	41
Doncaster East (South)	2011	41
Blackburn	2011	40
Blackburn South	2011	41
Box Hill	2011	34
Box Hill North	2011	39
Burwood	2011	33
Burwood East	2011	40
Surrey Hills (East) - Mont Albert	2011	39
Beaumaris	2011	44
Brighton (Vic.)	2011	44
Brighton East	2011	42
Cheltenham - Highett (West)	2011	39
Hampton	2011	40
Sandringham - Black Rock	2011	44
Bentleigh - McKinnon	2011	40
Carnegie	2011	35
Caulfield - North	2011	35
Caulfield - South	2011	40
Elsternwick	2011	37
Hughesdale	2011	35
Murrumbeena	2011	36
Ormond - Glen Huntly	2011	33
Bentleigh East (North)	2011	39
Bentleigh East (South)	2011	40
Aspendale Gardens - Waterways	2011	37
Braeside	2011	62
Carrum - Patterson Lakes	2011	41
Chelsea - Bonbeach	2011	40
Chelsea Heights	2011	37
Cheltenham - Highett (East)	2011	40
Edithvale - Aspendale	2011	39
Mentone	2011	41
Moorabbin - Heatherton	2011	38
Moorabbin Airport	2011	0
Mordialloc - Parkdale	2011	39
Malvern - Glen Iris	2011	37
Malvern East	2011	36
Bundoora - East	2011	39
Greensborough	2011	39
Heidelberg - Rosanna	2011	39
Heidelberg West	2011	35
Ivanhoe	2011	39
Ivanhoe East - Eaglemont	2011	42
Montmorency - Briar Hill	2011	40
Viewbank - Yallambie	2011	39
Watsonia	2011	38
Kingsbury	2011	28
Reservoir - East	2011	37
Reservoir - West	2011	38
Preston - East	2011	35
Preston - West	2011	37
Eltham	2011	39
Hurstbridge	2011	38
Kinglake	2011	38
Panton Hill - St Andrews	2011	42
Plenty - Yarrambat	2011	38
Research - North Warrandyte	2011	41
Wattle Glen - Diamond Creek	2011	36
Bundoora - North	2011	34
Bundoora - West	2011	40
Lalor	2011	38
Mill Park - North	2011	36
Mill Park - South	2011	35
Thomastown	2011	38
Wallan	2011	34
Whittlesea	2011	39
Doreen	2011	29
Epping - East	2011	33
Epping - South	2011	35
Epping - West	2011	29
Mernda	2011	29
South Morang (North)	2011	30
South Morang (South)	2011	33
Wollert	2011	36
Airport West	2011	40
Essendon Airport	2011	0
Keilor	2011	43
Keilor East	2011	43
Niddrie - Essendon West	2011	39
Strathmore	2011	40
Gisborne	2011	38
Macedon	2011	43
Riddells Creek	2011	39
Romsey	2011	40
Coburg North	2011	38
Fawkner	2011	37
Pascoe Vale	2011	37
Glenroy	2011	36
Gowanbrae	2011	35
Hadfield	2011	39
Sunbury	2011	36
Sunbury - South	2011	36
Broadmeadows	2011	33
Campbellfield - Coolaroo	2011	33
Gladstone Park - Westmeadows	2011	39
Greenvale - Bulla	2011	36
Meadow Heights	2011	29
Melbourne Airport	2011	35
Roxburgh Park - Somerton	2011	28
Tullamarine	2011	38
Craigieburn - Central	2011	32
Craigieburn - North	2011	29
Craigieburn - South	2011	30
Craigieburn - West	2011	28
Mickleham - Yuroke	2011	40
Bayswater	2011	37
Knoxfield - Scoresby	2011	38
Lysterfield	2011	36
Rowville - Central	2011	36
Rowville - North	2011	35
Rowville - South	2011	36
Wantirna	2011	40
Wantirna South	2011	42
Boronia	2011	39
Ferntree Gully (North)	2011	39
Ferntree Gully (South) - Upper Ferntree Gully	2011	37
The Basin	2011	37
Donvale - Park Orchards	2011	42
Warrandyte - Wonga Park	2011	40
Bayswater North	2011	35
Croydon Hills - Warranwood	2011	38
Ringwood	2011	37
Ringwood East	2011	39
Ringwood North	2011	40
Croydon - East	2011	37
Croydon - West	2011	41
Croydon South	2011	37
Forest Hill	2011	41
Mitcham (Vic.)	2011	38
Nunawading	2011	37
Vermont	2011	40
Vermont South	2011	44
Belgrave - Selby	2011	37
Chirnside Park	2011	40
Healesville - Yarra Glen	2011	40
Kilsyth	2011	40
Lilydale - Coldstream	2011	37
Monbulk - Silvan	2011	40
Montrose	2011	40
Mooroolbark	2011	35
Mount Dandenong - Olinda	2011	42
Mount Evelyn	2011	35
Upwey - Tecoma	2011	37
Wandin - Seville	2011	37
Yarra Valley	2011	40
Beaconsfield - Officer	2011	34
Bunyip - Garfield	2011	40
Emerald - Cockatoo	2011	39
Koo Wee Rup	2011	39
Pakenham - North	2011	30
Pakenham - South	2011	31
Berwick - North	2011	39
Berwick - South	2011	31
Doveton	2011	35
Hallam	2011	35
Narre Warren North	2011	40
Endeavour Hills - North	2011	36
Endeavour Hills - South	2011	36
Narre Warren - North East	2011	33
Narre Warren - South West	2011	34
Cranbourne	2011	33
Cranbourne East	2011	31
Cranbourne North	2011	30
Cranbourne South	2011	39
Cranbourne West	2011	29
Hampton Park - Lynbrook	2011	32
Lynbrook - Lyndhurst	2011	31
Pearcedale - Tooradin	2011	38
Narre Warren South (East)	2011	33
Narre Warren South (West)	2011	30
Clarinda - Oakleigh South	2011	41
Clayton South	2011	33
Dandenong	2011	33
Dandenong North	2011	37
Dingley Village	2011	42
Keysborough	2011	37
Noble Park North	2011	38
Springvale	2011	34
Springvale South	2011	34
Noble Park - East	2011	34
Noble Park - West	2011	36
Ashwood - Chadstone	2011	35
Clayton	2011	27
Glen Waverley - East	2011	43
Glen Waverley - West	2011	40
Mount Waverley - North	2011	42
Mount Waverley - South	2011	41
Mulgrave	2011	39
Oakleigh - Huntingdale	2011	36
Wheelers Hill	2011	44
Ardeer - Albion	2011	34
Cairnlea	2011	31
Deer Park - Derrimut	2011	31
Delahey	2011	33
Keilor Downs	2011	38
Kings Park (Vic.)	2011	35
St Albans - North	2011	35
St Albans - South	2011	36
Sunshine	2011	34
Sunshine North	2011	37
Sunshine West	2011	37
Sydenham	2011	32
Taylors Lakes	2011	38
Altona	2011	42
Altona Meadows	2011	37
Altona North	2011	38
Newport	2011	36
Seabrook	2011	35
Williamstown	2011	41
Braybrook	2011	32
Footscray	2011	32
Maribyrnong	2011	32
Seddon - Kingsville	2011	35
West Footscray - Tottenham	2011	35
Yarraville	2011	36
Bacchus Marsh	2011	37
Hillside	2011	32
Melton	2011	34
Melton South	2011	33
Melton West	2011	31
Rockbank - Mount Cottrell	2011	36
Taylors Hill	2011	30
Burnside	2011	36
Burnside Heights	2011	29
Caroline Springs	2011	31
Hoppers Crossing - North	2011	33
Hoppers Crossing - South	2011	36
Laverton	2011	31
Tarneit	2011	29
Truganina	2011	29
Werribee - South	2011	41
Wyndham Vale	2011	30
Point Cook - East	2011	32
Point Cook - North	2011	31
Point Cook - South	2011	30
Werribee - East	2011	35
Werribee - West	2011	36
Carrum Downs	2011	34
Frankston	2011	38
Frankston North	2011	38
Frankston South	2011	43
Langwarrin	2011	36
Seaford (Vic.)	2011	39
Skye - Sandhurst	2011	32
Dromana	2011	49
Flinders	2011	49
Hastings - Somers	2011	38
Mornington	2011	43
Mount Eliza	2011	43
Mount Martha	2011	41
Point Nepean	2011	49
Rosebud - McCrae	2011	51
Somerville	2011	38
Ararat	2011	43
Ararat Region	2011	49
Horsham	2011	39
Horsham Region	2011	44
Nhill Region	2011	47
St Arnaud	2011	47
Stawell	2011	44
West Wimmera	2011	47
Yarriambiack	2011	48
Irymple	2011	40
Merbein	2011	41
Mildura Region	2011	45
Red Cliffs	2011	40
Mildura - North	2011	37
Mildura - South	2011	38
Buloke	2011	48
Gannawarra	2011	47
Kerang	2011	47
Robinvale	2011	36
Swan Hill	2011	38
Swan Hill Region	2011	41
Echuca	2011	40
Kyabram	2011	41
Lockington - Gunbower	2011	42
Rochester	2011	46
Rushworth	2011	48
Cobram	2011	42
Moira	2011	45
Numurkah	2011	43
Yarrawonga	2011	47
Mooroopna	2011	38
Shepparton - North	2011	37
Shepparton - South	2011	36
Shepparton Region - East	2011	41
Shepparton Region - West	2011	40
Glenelg (Vic.)	2011	46
Hamilton (Vic.)	2011	43
Portland	2011	41
Southern Grampians	2011	44
Camperdown	2011	46
Colac	2011	40
Colac Region	2011	42
Corangamite - North	2011	45
Corangamite - South	2011	40
Otway	2011	49
Moyne - East	2011	40
Moyne - West	2011	42
Warrnambool - North	2011	37
Warrnambool - South	2011	39
Migratory - Offshore - Shipping (Vic.)	2011	48
No usual address (Vic.)	2011	32
Alexandra Hills	2011	35
Belmont - Gumdale	2011	38
Birkdale	2011	39
Capalaba	2011	36
Thorneside	2011	38
Wellington Point	2011	39
Cleveland	2011	46
Ormiston	2011	43
Redland Bay	2011	37
Sheldon - Mount Cotton	2011	34
Thornlands	2011	38
Victoria Point	2011	41
Redland Islands	2011	51
Brisbane Port - Lytton	2011	54
Manly - Lota	2011	41
Manly West	2011	38
Murarrie	2011	34
Tingalpa	2011	35
Wakerley	2011	33
Wynnum	2011	40
Wynnum West - Hemmant	2011	37
Bald Hills	2011	35
Bridgeman Downs	2011	40
Carseldine	2011	43
Everton Park	2011	36
McDowall	2011	38
Aspley	2011	40
Chermside	2011	35
Chermside West	2011	39
Geebung	2011	38
Kedron - Gordon Park	2011	34
Stafford	2011	34
Stafford Heights	2011	38
Wavell Heights	2011	36
Boondall	2011	36
Brisbane Airport	2011	37
Eagle Farm - Pinkenba	2011	45
Northgate - Virginia	2011	34
Nudgee - Banyo	2011	37
Nundah	2011	34
Bracken Ridge	2011	35
Brighton (Qld)	2011	40
Deagon	2011	40
Sandgate - Shorncliffe	2011	43
Taigum - Fitzgibbon	2011	37
Zillmere	2011	34
Camp Hill	2011	35
Cannon Hill	2011	36
Carina	2011	35
Carina Heights	2011	35
Carindale	2011	40
Annerley	2011	32
Coorparoo	2011	33
Fairfield - Dutton Park	2011	32
Greenslopes	2011	32
Holland Park	2011	35
Holland Park West	2011	35
Woolloongabba	2011	31
Yeronga	2011	35
Eight Mile Plains	2011	33
Macgregor (Qld)	2011	33
Mansfield (Qld)	2011	38
Mount Gravatt	2011	34
Rochedale - Burbank	2011	40
Upper Mount Gravatt	2011	34
Wishart	2011	37
Coopers Plains	2011	33
Moorooka	2011	35
Robertson	2011	32
Salisbury - Nathan	2011	33
Tarragindi	2011	37
Algester	2011	34
Calamvale - Stretton	2011	32
Pallara - Willawong	2011	32
Parkinson - Drewvale	2011	32
Rocklea - Acacia Ridge	2011	35
Kuraby	2011	33
Runcorn	2011	30
Sunnybank	2011	34
Sunnybank Hills	2011	34
Jindalee - Mount Ommaney	2011	40
Middle Park - Jamboree Heights	2011	37
Riverhills	2011	34
Seventeen Mile Rocks - Sinnamon Park	2011	37
Westlake	2011	41
Bellbowrie - Moggill	2011	36
Brookfield - Kenmore Hills	2011	43
Chapel Hill	2011	40
Fig Tree Pocket	2011	39
Kenmore	2011	39
Pinjarra Hills - Pullenvale	2011	41
Chelmer - Graceville	2011	37
Corinda	2011	39
Indooroopilly	2011	29
Sherwood	2011	36
St Lucia	2011	23
Taringa	2011	29
Enoggera	2011	30
Enoggera Reservoir	2011	41
Keperra	2011	38
Mitchelton	2011	34
Mount Coot-tha	2011	0
The Gap	2011	39
Upper Kedron - Ferny Grove	2011	35
Brisbane City	2011	29
Fortitude Valley	2011	30
Highgate Hill	2011	33
Kangaroo Point	2011	35
New Farm	2011	36
South Brisbane	2011	30
Spring Hill	2011	30
West End	2011	33
Balmoral	2011	35
Bulimba	2011	36
East Brisbane	2011	31
Hawthorne	2011	33
Morningside - Seven Hills	2011	32
Norman Park	2011	34
Albion	2011	32
Alderley	2011	33
Ascot	2011	38
Clayfield	2011	34
Grange	2011	36
Hamilton (Qld)	2011	39
Hendra	2011	39
Kelvin Grove - Herston	2011	27
Newmarket	2011	32
Newstead - Bowen Hills	2011	33
Wilston	2011	35
Windsor	2011	33
Wooloowin - Lutwyche	2011	34
Ashgrove	2011	34
Auchenflower	2011	29
Bardon	2011	35
Paddington - Milton	2011	31
Red Hill (Qld)	2011	32
Toowong	2011	28
Brinsmead	2011	35
Clifton Beach - Kewarra Beach	2011	39
Freshwater - Stratford	2011	39
Redlynch	2011	35
Trinity Beach - Smithfield	2011	36
Yorkeys Knob - Machans Beach	2011	40
Bentley Park	2011	28
Cairns City	2011	35
Earlville - Bayview Heights	2011	40
Edmonton	2011	30
Gordonvale - Trinity	2011	37
Kanimbla - Mooroobool	2011	35
Lamb Range	2011	0
Manoora	2011	32
Manunda	2011	37
Mount Sheridan	2011	33
Westcourt - Bungalow	2011	35
White Rock	2011	33
Whitfield - Edge Hill	2011	41
Woree	2011	33
Babinda	2011	44
Innisfail	2011	40
Johnstone	2011	44
Tully	2011	42
Wooroonooran	2011	0
Yarrabah	2011	22
Daintree	2011	40
Port Douglas	2011	40
Atherton	2011	42
Herberton	2011	44
Kuranda	2011	42
Malanda - Yungaburra	2011	46
Mareeba	2011	40
Balonne	2011	36
Chinchilla	2011	35
Goondiwindi	2011	35
Inglewood - Waggamba	2011	41
Miles - Wandoan	2011	39
Roma	2011	32
Roma Region	2011	40
Tara	2011	41
Crows Nest - Rosalie	2011	46
Jondaryan	2011	38
Millmerran	2011	41
Pittsworth	2011	40
Wambo	2011	36
Clifton - Greenmount	2011	43
Southern Downs - East	2011	44
Southern Downs - West	2011	46
Stanthorpe	2011	45
Stanthorpe Region	2011	45
Warwick	2011	39
Central Highlands - East	2011	30
Central Highlands - West	2011	36
Emerald	2011	29
Berserker	2011	34
Bouldercombe	2011	42
Emu Park	2011	47
Frenchville - Mount Archer	2011	36
Glenlee - Rockyview	2011	38
Gracemere	2011	30
Lakes Creek	2011	32
Mount Morgan	2011	46
Norman Gardens	2011	34
Park Avenue	2011	36
Parkhurst - Kawana	2011	33
Rockhampton - West	2011	38
Rockhampton City	2011	37
Rockhampton Region - East	2011	43
Rockhampton Region - North	2011	44
Rockhampton Region - West	2011	40
Shoalwater Bay	2011	63
The Range - Allenstown	2011	37
Yeppoon	2011	39
Banana	2011	38
Biloela	2011	32
Agnes Water - Miriam Vale	2011	45
Boyne Island - Tannum Sands	2011	35
Callemondah	2011	56
Clinton - New Auckland	2011	30
Gladstone	2011	37
Gladstone Hinterland	2011	36
Kin Kora - Sun Valley	2011	32
South Trees	2011	0
Telina - Toolooa	2011	31
West Gladstone	2011	35
Broadbeach Waters	2011	42
Burleigh Heads	2011	42
Burleigh Waters	2011	40
Mermaid Beach - Broadbeach	2011	35
Mermaid Waters	2011	41
Miami	2011	36
Coolangatta	2011	49
Currumbin - Tugun	2011	40
Currumbin Waters	2011	42
Elanora	2011	41
Palm Beach	2011	39
Arundel	2011	36
Biggera Waters	2011	40
Coombabah	2011	45
Labrador	2011	39
Paradise Point - Hollywell	2011	47
Runaway Bay	2011	49
Guanaba - Springbrook	2011	42
Tamborine - Canungra	2011	43
Currumbin Valley - Tallebudgera	2011	42
Mudgeeraba - Bonogin	2011	36
Reedy Creek - Andrews	2011	34
Carrara	2011	38
Highland Park	2011	38
Nerang - Mount Nathan	2011	38
Pacific Pines - Gaven	2011	31
Worongary - Tallai	2011	42
Coomera	2011	29
Helensvale	2011	40
Hope Island	2011	46
Jacobs Well - Alberton	2011	41
Ormeau - Yatala	2011	32
Oxenford - Maudsland	2011	34
Pimpama	2011	30
Upper Coomera - Willow Vale	2011	29
Clear Island Waters	2011	49
Merrimac	2011	34
Robina	2011	39
Varsity Lakes	2011	32
Ashmore	2011	40
Molendinar	2011	35
Parkwood	2011	34
Southport - North	2011	33
Southport - South	2011	38
Benowa	2011	42
Bundall	2011	42
Main Beach	2011	47
Surfers Paradise	2011	36
Darra - Sumner	2011	32
Durack	2011	37
Forest Lake - Doolandella	2011	32
Inala - Richlands	2011	33
Oxley (Qld)	2011	35
Wacol	2011	33
Boonah	2011	42
Esk	2011	49
Lake Manchester - England Creek	2011	0
Lockyer Valley - East	2011	38
Lowood	2011	38
Rosewood	2011	38
Brassall	2011	33
Bundamba	2011	35
Churchill - Yamanto	2011	31
Ipswich - Central	2011	36
Ipswich - East	2011	37
Ipswich - North	2011	36
Karalee - Barellan Point	2011	37
Karana Downs	2011	37
Leichhardt - One Mile	2011	31
North Ipswich - Tivoli	2011	38
Raceview	2011	31
Ripley	2011	33
Riverview	2011	33
Bellbird Park - Brookwater	2011	31
Camira - Gailes	2011	34
Carole Park	2011	49
Collingwood Park - Redbank	2011	30
Goodna	2011	29
New Chum	2011	0
Redbank Plains	2011	26
Springfield	2011	28
Springfield Lakes	2011	28
Beaudesert	2011	40
Beenleigh	2011	34
Eagleby	2011	33
Edens Landing - Holmview	2011	30
Mount Warren Park	2011	36
Wolffdene - Bahrs Scrub	2011	37
Boronia Heights - Park Ridge	2011	35
Browns Plains	2011	30
Chambers Flat - Logan Reserve	2011	41
Crestmead	2011	27
Greenbank Military Camp	2011	0
Hillcrest	2011	33
Marsden	2011	27
Munruben - Park Ridge South	2011	39
Regents Park - Heritage Park	2011	31
Greenbank	2011	35
Jimboomba	2011	34
Logan Village	2011	39
Bethania - Waterford	2011	37
Cornubia - Carbrook	2011	39
Loganholme - Tanah Merah	2011	32
Loganlea	2011	31
Shailer Park	2011	36
Waterford West	2011	31
Daisy Hill	2011	35
Kingston (Qld.)	2011	29
Logan Central	2011	32
Rochedale South - Priestdale	2011	35
Slacks Creek	2011	32
Springwood	2011	37
Underwood	2011	32
Woodridge	2011	30
Bowen	2011	40
Broadsound - Nebo	2011	33
Clermont	2011	33
Collinsville	2011	39
Moranbah	2011	29
Andergrove - Beaconsfield	2011	33
East Mackay	2011	39
Eimeo - Rural View	2011	31
Eungella Hinterland	2011	57
Mackay	2011	34
Mackay Harbour	2011	46
Mount Pleasant - Glenella	2011	37
North Mackay	2011	35
Ooralea - Bakers Creek	2011	35
Pioneer Valley	2011	34
Sarina	2011	38
Seaforth - Calen	2011	41
Shoal Point - Bucasia	2011	33
Slade Point	2011	34
South Mackay	2011	36
Walkerston - Eton	2011	36
West Mackay	2011	38
Airlie - Whitsundays	2011	33
Cape Conway	2011	0
Proserpine	2011	41
Beachmere - Sandstone Point	2011	45
Bribie Island	2011	57
Burpengary - East	2011	39
Caboolture	2011	34
Caboolture - South	2011	29
Elimbah	2011	37
Morayfield - East	2011	30
Wamuran	2011	40
Kilcoy	2011	42
Woodford - D'Aguilar	2011	39
Burpengary	2011	36
Deception Bay	2011	36
Morayfield	2011	41
Narangba	2011	31
Upper Caboolture	2011	41
Clontarf	2011	42
Margate - Woody Point	2011	43
Redcliffe	2011	44
Rothwell - Kippa-Ring	2011	38
Scarborough - Newport - Moreton Island	2011	46
Albany Creek	2011	38
Cashmere	2011	32
Dayboro	2011	39
Eatons Hill	2011	34
The Hills District	2011	36
Samford Valley	2011	40
Dakabin - Kallangur	2011	33
Murrumba Downs - Griffin	2011	33
North Lakes - Mango Hill	2011	32
Bray Park	2011	33
Lawnton	2011	36
Petrie	2011	34
Strathpine - Brendale	2011	35
Aurukun	2011	25
Cape York	2011	33
Croydon - Etheridge	2011	40
Kowanyama - Pormpuraaw	2011	30
Northern Peninsula	2011	22
Tablelands	2011	42
Torres	2011	28
Torres Strait Islands	2011	23
Weipa	2011	30
Carpentaria	2011	30
Mount Isa	2011	30
Mount Isa Region	2011	34
Northern Highlands	2011	38
Barcaldine - Blackall	2011	40
Charleville	2011	37
Far Central West	2011	39
Far South West	2011	39
Longreach	2011	34
Buderim - North	2011	47
Buderim - South	2011	40
Mountain Creek	2011	35
Sippy Downs	2011	32
Aroona - Currimundi	2011	41
Buddina - Minyama	2011	44
Caloundra - Kings Beach	2011	50
Caloundra - West	2011	38
Golden Beach - Pelican Waters	2011	49
Moffat Beach - Battery Hill	2011	43
Parrearra - Warana	2011	41
Wurtulla - Birtinya	2011	39
Coolum Beach	2011	38
Marcoola - Mudjimba	2011	39
Maroochydore - Kuluin	2011	43
Mooloolaba - Alexandra Headland	2011	39
Noosa Heads	2011	50
Noosaville	2011	49
Sunshine Beach	2011	42
Tewantin	2011	46
Peregian Beach - Marcus Beach	2011	42
Peregian Springs	2011	37
Beerwah	2011	39
Caloundra Hinterland	2011	50
Glass House Mountains	2011	40
Landsborough	2011	39
Maroochy Hinterland	2011	49
Palmwoods	2011	42
Bli Bli	2011	39
Diddillibah - Rosemount	2011	44
Eumundi - Yandina	2011	42
Nambour	2011	39
Noosa Hinterland	2011	45
Cambooya - Wyreema	2011	35
Darling Heights	2011	31
Drayton - Harristown	2011	37
Gatton	2011	31
Gowrie (Qld)	2011	34
Highfields	2011	38
Lockyer Valley - West	2011	40
Middle Ridge	2011	41
Newtown (Qld)	2011	33
North Toowoomba - Harlaxton	2011	33
Rangeville	2011	40
Toowoomba - Central	2011	38
Toowoomba - East	2011	39
Toowoomba - West	2011	34
Wilsonton	2011	37
Ayr	2011	40
Burdekin	2011	42
Charters Towers	2011	37
Dalrymple	2011	39
Ingham	2011	46
Ingham Region	2011	46
Palm Island	2011	24
Aitkenvale	2011	34
Annandale	2011	32
Belgian Gardens - Pallarenda	2011	43
Bohle Plains	2011	31
Condon - Rasmussen	2011	31
Cranbrook	2011	36
Deeragun	2011	30
Douglas	2011	24
Garbutt - West End	2011	35
Gulliver - Currajong - Vincent	2011	34
Heatley	2011	35
Hermit Park - Rosslea	2011	34
Hyde Park - Pimlico	2011	36
Kelso	2011	29
Kirwan - East	2011	35
Kirwan - West	2011	30
Magnetic Island	2011	48
Mount Louisa	2011	30
Mundingburra	2011	40
Northern Beaches	2011	42
Oonoonba	2011	31
South Townsville - Railway Estate	2011	36
Townsville - South	2011	43
Townsville City - North Ward	2011	36
Wulguru - Roseneath	2011	36
Ashfield - Kepnock	2011	40
Bargara - Burnett Heads	2011	44
Branyan - Kensington	2011	41
Bundaberg	2011	38
Bundaberg East - Kalkie	2011	38
Bundaberg North - Gooburrum	2011	45
Bundaberg Region - North	2011	44
Bundaberg Region - South	2011	47
Millbank - Avoca	2011	43
Svensson Heights - Norville	2011	42
Walkervale - Avenell Heights	2011	39
Gayndah - Mundubbera	2011	45
Gin Gin	2011	46
Kingaroy	2011	35
Kingaroy Region - North	2011	41
Kingaroy Region - South	2011	43
Monto - Eidsvold	2011	44
Nanango	2011	47
North Burnett	2011	55
Cooloola	2011	53
Gympie - North	2011	39
Gympie - South	2011	38
Gympie Region	2011	43
Kilkivan	2011	46
Booral - River Heads	2011	42
Craignish - Dundowran Beach	2011	44
Pialba - Eli Waters	2011	45
Point Vernon	2011	45
Torquay - Scarness - Kawungan	2011	46
Urangan - Wondunna	2011	44
Burrum - Fraser	2011	48
Granville	2011	41
Maryborough (Qld)	2011	42
Maryborough Region - South	2011	49
Tinana	2011	40
Migratory - Offshore - Shipping (Qld)	2011	47
No usual address (Qld)	2011	44
Adelaide	2011	29
North Adelaide	2011	35
Adelaide Hills	2011	43
Aldgate - Stirling	2011	42
Hahndorf - Echunga	2011	44
Lobethal - Woodside	2011	40
Mount Barker	2011	36
Mount Barker Region	2011	40
Nairne	2011	34
Uraidla - Summertown	2011	42
Burnside - Wattle Park	2011	43
Glenside - Beaumont	2011	45
Toorak Gardens	2011	44
Athelstone	2011	40
Paradise - Newton	2011	40
Rostrevor - Magill	2011	41
Norwood (SA)	2011	37
Payneham - Felixstow	2011	40
St Peters - Marden	2011	39
Nailsworth - Broadview	2011	37
Prospect	2011	36
Walkerville	2011	44
Goodwood - Millswood	2011	38
Unley - Parkside	2011	40
Gawler - North	2011	36
Gawler - South	2011	41
Lewiston - Two Wells	2011	38
Craigmore - Blakeview	2011	32
Davoren Park	2011	27
Elizabeth	2011	38
Elizabeth East	2011	37
Munno Para West - Angle Vale	2011	28
One Tree Hill	2011	44
Smithfield - Elizabeth North	2011	33
Virginia - Waterloo Corner	2011	45
Enfield - Blair Athol	2011	35
Northgate - Oakden - Gilles Plains	2011	37
Windsor Gardens	2011	35
Dry Creek - North	2011	0
Ingle Farm	2011	39
Para Hills	2011	37
Parafield	2011	25
Parafield Gardens	2011	35
Paralowie	2011	31
Salisbury	2011	38
Salisbury East	2011	39
Salisbury North	2011	31
Mawson Lakes - Globe Derby Park	2011	31
Pooraka - Cavan	2011	37
Golden Grove	2011	40
Greenwith	2011	36
Highbury - Dernancourt	2011	41
Hope Valley - Modbury	2011	42
Modbury Heights	2011	39
Redwood Park	2011	38
St Agnes - Ridgehaven	2011	42
Brighton (SA)	2011	47
Glenelg (SA)	2011	44
Edwardstown	2011	37
Hallett Cove	2011	40
Marino - Seaview Downs	2011	42
Mitchell Park	2011	40
Morphettville	2011	42
Sheidow Park - Trott Park	2011	34
Warradale	2011	41
Belair	2011	45
Bellevue Heights	2011	39
Blackwood	2011	41
Colonel Light Gardens	2011	38
Mitcham (SA)	2011	43
Panorama	2011	41
Aberfoyle Park	2011	38
Aldinga	2011	34
Christie Downs	2011	36
Christies Beach	2011	41
Clarendon	2011	44
Coromandel Valley	2011	39
Flagstaff Hill	2011	40
Hackham - Onkaparinga Hills	2011	38
Hackham West - Huntfield Heights	2011	35
Happy Valley	2011	39
Happy Valley Reservoir	2011	0
Lonsdale	2011	53
McLaren Vale	2011	43
Morphett Vale - East	2011	38
Morphett Vale - West	2011	39
Reynella	2011	38
Seaford (SA)	2011	37
Willunga	2011	43
Woodcroft	2011	37
Beverley	2011	38
Flinders Park	2011	41
Henley Beach	2011	42
Hindmarsh - Brompton	2011	37
Royal Park - Hendon - Albert Park	2011	40
Seaton - Grange	2011	43
West Lakes	2011	49
Woodville - Cheltenham	2011	38
Dry Creek - South	2011	0
Largs Bay - Semaphore	2011	41
North Haven	2011	43
