SA2_NAME16	Year	employmentToPopulation
Craigieburn - South	2016	58.2
Craigieburn - West	2006	82.8
Craigieburn - West	2011	65.6
Craigieburn - West	2016	59.2
Mickleham - Yuroke	2006	67.1
Mickleham - Yuroke	2011	63.3
Mickleham - Yuroke	2016	65.4
Bayswater	2006	60.1
Bayswater	2011	60
Bayswater	2016	57.5
Knoxfield - Scoresby	2006	66.6
Knoxfield - Scoresby	2011	63.4
Knoxfield - Scoresby	2016	60
Lysterfield	2006	72.9
Lysterfield	2011	72.1
Lysterfield	2016	69.9
Rowville - Central	2006	66.7
Rowville - Central	2011	66.6
Rowville - Central	2016	64.6
Rowville - North	2006	69.5
Rowville - North	2011	68.4
Rowville - North	2016	66
Rowville - South	2006	70.8
Rowville - South	2011	68.4
Rowville - South	2016	66.2
Wantirna	2006	65.3
Wantirna	2011	62.9
Wantirna	2016	57.8
Wantirna South	2006	61.6
Wantirna South	2011	60.6
Wantirna South	2016	56.7
Boronia	2006	60.6
Boronia	2011	60.5
Boronia	2016	58.3
Ferntree Gully (North)	2006	60.5
Ferntree Gully (North)	2011	61
Ferntree Gully (North)	2016	58.2
Ferntree Gully (South) - Upper Ferntree Gully	2006	65.9
Ferntree Gully (South) - Upper Ferntree Gully	2011	65.5
Ferntree Gully (South) - Upper Ferntree Gully	2016	63.6
The Basin	2006	70.3
The Basin	2011	69.2
The Basin	2016	66.1
Donvale - Park Orchards	2006	61.5
Donvale - Park Orchards	2011	62
Donvale - Park Orchards	2016	58.5
Warrandyte - Wonga Park	2006	68.3
Warrandyte - Wonga Park	2011	68.2
Warrandyte - Wonga Park	2016	63.6
Bayswater North	2006	66.1
Bayswater North	2011	67.5
Bayswater North	2016	64.1
Croydon Hills - Warranwood	2006	69.5
Croydon Hills - Warranwood	2011	69.4
Croydon Hills - Warranwood	2016	68
Ringwood	2006	58
Ringwood	2011	59.1
Ringwood	2016	57.9
Ringwood East	2006	59.7
Ringwood East	2011	61.3
Ringwood East	2016	60.5
Ringwood North	2006	65.3
Ringwood North	2011	66
Ringwood North	2016	62.7
Croydon - East	2006	57.9
Croydon - East	2011	60
Croydon - East	2016	58.8
Croydon - West	2006	56.1
Croydon - West	2011	56.5
Croydon - West	2016	56.3
Croydon South	2006	64.7
Croydon South	2011	63.3
Croydon South	2016	61.5
Forest Hill	2006	54.3
Forest Hill	2011	54.4
Forest Hill	2016	54.2
Mitcham (Vic.)	2006	61
Mitcham (Vic.)	2011	62.4
Mitcham (Vic.)	2016	62.4
Nunawading	2006	57.7
Nunawading	2011	59.4
Nunawading	2016	57.7
Vermont	2006	60
Vermont	2011	61.6
Vermont	2016	59.3
Vermont South	2006	63.6
Vermont South	2011	58.5
Vermont South	2016	53.4
Belgrave - Selby	2006	67.2
Belgrave - Selby	2011	66.2
Belgrave - Selby	2016	65.3
Chirnside Park	2006	63.4
Chirnside Park	2011	62.8
Chirnside Park	2016	62
Healesville - Yarra Glen	2006	57.3
Healesville - Yarra Glen	2011	58.8
Healesville - Yarra Glen	2016	56.8
Kilsyth	2006	58.3
Kilsyth	2011	58.8
Kilsyth	2016	56.9
Lilydale - Coldstream	2006	64.2
Lilydale - Coldstream	2011	64.9
Lilydale - Coldstream	2016	61.3
Monbulk - Silvan	2006	63.8
Monbulk - Silvan	2011	64.3
Monbulk - Silvan	2016	61.2
Montrose	2006	65.7
Montrose	2011	62.9
Montrose	2016	61.2
Mooroolbark	2006	65
Mooroolbark	2011	65.3
Mooroolbark	2016	63.2
Mount Dandenong - Olinda	2006	65.5
Mount Dandenong - Olinda	2011	65.9
Mount Dandenong - Olinda	2016	62.3
Mount Evelyn	2006	65.4
Mount Evelyn	2011	68.1
Mount Evelyn	2016	64.7
Upwey - Tecoma	2006	67.4
Upwey - Tecoma	2011	68.5
Upwey - Tecoma	2016	66.9
Wandin - Seville	2006	65.9
Wandin - Seville	2011	67.4
Wandin - Seville	2016	66.2
Yarra Valley	2006	57.2
Yarra Valley	2011	56.8
Yarra Valley	2016	55.4
Beaconsfield - Officer	2006	69.1
Beaconsfield - Officer	2011	69.5
Beaconsfield - Officer	2016	69.6
Bunyip - Garfield	2006	62.7
Bunyip - Garfield	2011	63.8
Bunyip - Garfield	2016	60.6
Emerald - Cockatoo	2006	64.6
Emerald - Cockatoo	2011	64.5
Emerald - Cockatoo	2016	63.7
Koo Wee Rup	2006	60.7
Koo Wee Rup	2011	61.9
Koo Wee Rup	2016	59.4
Pakenham - North	2006	61.5
Pakenham - North	2011	64
Pakenham - North	2016	61.5
Pakenham - South	2006	60.3
Pakenham - South	2011	61.4
Pakenham - South	2016	59
Berwick - North	2006	62.2
Berwick - North	2011	60.5
Berwick - North	2016	58.4
Berwick - South	2006	71.3
Berwick - South	2011	70.3
Berwick - South	2016	67
Doveton	2006	42.2
Doveton	2011	42.2
Doveton	2016	41.9
Hallam	2006	57.7
Hallam	2011	54.8
Hallam	2016	51.5
Narre Warren North	2006	67.2
Narre Warren North	2011	65.1
Narre Warren North	2016	61.5
Endeavour Hills - North	2006	59.8
Endeavour Hills - North	2011	59.6
Endeavour Hills - North	2016	55.6
Endeavour Hills - South	2006	60.4
Endeavour Hills - South	2011	59.1
Endeavour Hills - South	2016	56
Narre Warren - North East	2006	65.3
Narre Warren - North East	2011	64.6
Narre Warren - North East	2016	62.3
Narre Warren - South West	2006	60.8
Narre Warren - South West	2011	59.2
Narre Warren - South West	2016	56.8
Cranbourne	2006	57.5
Cranbourne	2011	58.1
Cranbourne	2016	54.8
Cranbourne East	2006	59.6
Cranbourne East	2011	61.8
Cranbourne East	2016	64
Cranbourne North	2006	65.2
Cranbourne North	2011	64.9
Cranbourne North	2016	62.6
Cranbourne South	2006	59.8
Cranbourne South	2011	63.9
Cranbourne South	2016	64
Cranbourne West	2006	62.8
Cranbourne West	2011	62.5
Cranbourne West	2016	65
Hampton Park - Lynbrook	2006	59.1
Hampton Park - Lynbrook	2011	57.6
Hampton Park - Lynbrook	2016	53.6
Lynbrook - Lyndhurst	2006	70.3
Lynbrook - Lyndhurst	2011	68.7
Lynbrook - Lyndhurst	2016	64.3
Pearcedale - Tooradin	2006	61.9
Pearcedale - Tooradin	2011	66.5
Pearcedale - Tooradin	2016	63.2
Narre Warren South (East)	2006	72
Narre Warren South (East)	2011	69.1
Narre Warren South (East)	2016	66.2
Narre Warren South (West)	2006	67.3
Narre Warren South (West)	2011	65.1
Narre Warren South (West)	2016	60.8
Clarinda - Oakleigh South	2006	55.2
Clarinda - Oakleigh South	2011	54.1
Clarinda - Oakleigh South	2016	53.4
Clayton South	2006	50.1
Clayton South	2011	51.8
Clayton South	2016	50.9
Dandenong	2006	38.9
Dandenong	2011	42.7
Dandenong	2016	43.2
Dandenong North	2006	50.9
Dandenong North	2011	50.3
Dandenong North	2016	48.3
Dingley Village	2006	65.1
Dingley Village	2011	63.4
Dingley Village	2016	60.7
Keysborough	2006	56.2
Keysborough	2011	56.1
Keysborough	2016	56.9
Noble Park North	2006	52.6
Noble Park North	2011	51.5
Noble Park North	2016	49.4
Springvale	2006	42.2
Springvale	2011	45.7
Springvale	2016	44.3
Springvale South	2006	50
Springvale South	2011	50.2
Springvale South	2016	49.5
Noble Park - East	2006	45.7
Noble Park - East	2011	50.6
Noble Park - East	2016	51.8
Noble Park - West	2006	46.4
Noble Park - West	2011	47.4
Noble Park - West	2016	47.1
Ashwood - Chadstone	2006	55.5
Ashwood - Chadstone	2011	57.1
Ashwood - Chadstone	2016	56.1
Clayton	2006	41.6
Clayton	2011	43.8
Clayton	2016	38.8
Glen Waverley - East	2006	56.8
Glen Waverley - East	2011	53.4
Glen Waverley - East	2016	51.1
Glen Waverley - West	2006	53.1
Glen Waverley - West	2011	52.7
Glen Waverley - West	2016	52
Mount Waverley - North	2006	55.4
Mount Waverley - North	2011	55.6
Mount Waverley - North	2016	54.1
Mount Waverley - South	2006	55.2
Mount Waverley - South	2011	55.8
Mount Waverley - South	2016	54.8
Mulgrave	2006	57.5
Mulgrave	2011	58.3
Mulgrave	2016	55
Oakleigh - Huntingdale	2006	55.5
Oakleigh - Huntingdale	2011	57.9
Oakleigh - Huntingdale	2016	56.6
Wheelers Hill	2006	60
Wheelers Hill	2011	57.4
Wheelers Hill	2016	52.7
Ardeer - Albion	2006	44.5
Ardeer - Albion	2011	48.6
Ardeer - Albion	2016	49.2
Cairnlea	2006	61.5
Cairnlea	2011	60.4
Cairnlea	2016	58.6
Deer Park - Derrimut	2006	52
Deer Park - Derrimut	2011	55.5
Deer Park - Derrimut	2016	54.5
Delahey	2006	56.5
Delahey	2011	55.1
Delahey	2016	52.1
Keilor Downs	2006	57.4
Keilor Downs	2011	56.5
Keilor Downs	2016	53.2
Kings Park (Vic.)	2006	48.6
Kings Park (Vic.)	2011	46.8
Kings Park (Vic.)	2016	44.1
St Albans - North	2006	39.9
St Albans - North	2011	41.6
St Albans - North	2016	41.8
St Albans - South	2006	41.4
St Albans - South	2011	41.9
St Albans - South	2016	42.5
Sunshine	2006	46.6
Sunshine	2011	49.2
Sunshine	2016	50.8
Sunshine North	2006	43.8
Sunshine North	2011	43
Sunshine North	2016	45.8
Sunshine West	2006	43.1
Sunshine West	2011	44.6
Sunshine West	2016	45.5
Sydenham	2006	61.7
Sydenham	2011	62.3
Sydenham	2016	58
Taylors Lakes	2006	65.9
Taylors Lakes	2011	65.4
Taylors Lakes	2016	62.3
Altona	2006	52.8
Altona	2011	55.3
Altona	2016	56.9
Altona Meadows	2006	59.5
Altona Meadows	2011	58
Altona Meadows	2016	55.8
Altona North	2006	40.8
Altona North	2011	44.1
Altona North	2016	48.8
Newport	2006	60.3
Newport	2011	64.8
Newport	2016	67.4
Seabrook	2006	64.6
Seabrook	2011	63.8
Seabrook	2016	60.8
Williamstown	2006	62
Williamstown	2011	62.9
Williamstown	2016	60.3
Braybrook	2006	40.5
Braybrook	2011	46.5
Braybrook	2016	51.7
Footscray	2006	48.3
Footscray	2011	52.6
Footscray	2016	56.8
Maribyrnong	2006	63.5
Maribyrnong	2011	64.8
Maribyrnong	2016	64
Seddon - Kingsville	2006	61.1
Seddon - Kingsville	2011	66.4
Seddon - Kingsville	2016	66.8
West Footscray - Tottenham	2006	53.1
West Footscray - Tottenham	2011	58.7
West Footscray - Tottenham	2016	61.5
Yarraville	2006	60
Yarraville	2011	66.1
Yarraville	2016	67.1
Bacchus Marsh	2006	60.3
Bacchus Marsh	2011	60.1
Bacchus Marsh	2016	57.9
Hillside	2006	68.3
Hillside	2011	67.9
Hillside	2016	66.7
Melton	2006	57.8
Melton	2011	56.3
Melton	2016	51
Melton South	2006	56.9
Melton South	2011	55.8
Melton South	2016	54.1
Melton West	2006	64.6
Melton West	2011	62.6
Melton West	2016	58.3
Rockbank - Mount Cottrell	2006	38.6
Rockbank - Mount Cottrell	2011	31.8
Rockbank - Mount Cottrell	2016	26.6
Taylors Hill	2006	69.2
Taylors Hill	2011	67.5
Taylors Hill	2016	64.7
Burnside	2006	58
Burnside	2011	55.5
Burnside	2016	54.3
Burnside Heights	2006	70.9
Burnside Heights	2011	68.4
Burnside Heights	2016	64.2
Caroline Springs	2006	69.4
Caroline Springs	2011	68.8
Caroline Springs	2016	63.9
Hoppers Crossing - North	2006	66.1
Hoppers Crossing - North	2011	63.8
Hoppers Crossing - North	2016	59.8
Hoppers Crossing - South	2006	58.8
Hoppers Crossing - South	2011	56.8
Hoppers Crossing - South	2016	53
Laverton	2006	44.5
Laverton	2011	53.5
Laverton	2016	58.4
Tarneit	2006	68.1
Tarneit	2011	66.4
Tarneit	2016	63.2
Truganina	2006	49.3
Truganina	2011	61.1
Truganina	2016	60.4
Werribee - South	2006	57
Werribee - South	2011	57.4
Werribee - South	2016	54.6
Wyndham Vale	2006	65.3
Wyndham Vale	2011	63.9
Wyndham Vale	2016	61.5
Point Cook - East	2006	73.1
Point Cook - East	2011	70.9
Point Cook - East	2016	65.4
Point Cook - North	2006	75.2
Point Cook - North	2011	71.2
Point Cook - North	2016	65.3
Point Cook - South	2006	66.9
Point Cook - South	2011	71.6
Point Cook - South	2016	68.3
Werribee - East	2006	55.6
Werribee - East	2011	53.2
Werribee - East	2016	50.3
Werribee - West	2006	63.7
Werribee - West	2011	62
Werribee - West	2016	60.6
Carrum Downs	2006	60.9
Carrum Downs	2011	61.1
Carrum Downs	2016	60.3
Frankston	2006	53
Frankston	2011	54.3
Frankston	2016	52.9
Frankston North	2006	49.1
Frankston North	2011	49.2
Frankston North	2016	47.1
Frankston South	2006	58.6
Frankston South	2011	59.6
Frankston South	2016	59
Langwarrin	2006	67.3
Langwarrin	2011	68.4
Langwarrin	2016	66.1
Seaford (Vic.)	2006	53.9
Seaford (Vic.)	2011	55.8
Seaford (Vic.)	2016	55.6
Skye - Sandhurst	2006	70.9
Skye - Sandhurst	2011	72.1
Skye - Sandhurst	2016	68.5
Dromana	2006	44.4
Dromana	2011	47.6
Dromana	2016	49.4
Flinders	2006	53.8
Flinders	2011	56.1
Flinders	2016	54.1
Hastings - Somers	2006	56.6
Hastings - Somers	2011	57.2
Hastings - Somers	2016	54.3
Mornington	2006	52.4
Mornington	2011	53.5
Mornington	2016	50.4
Mount Eliza	2006	59.5
Mount Eliza	2011	59.1
Mount Eliza	2016	58.7
Mount Martha	2006	59.5
Mount Martha	2011	59.1
Mount Martha	2016	58.9
Point Nepean	2006	41.9
Point Nepean	2011	46.9
Point Nepean	2016	46.5
Rosebud - McCrae	2006	37.4
Rosebud - McCrae	2011	41.4
Rosebud - McCrae	2016	41.8
Somerville	2006	64.7
Somerville	2011	64.9
Somerville	2016	62.5
Ararat	2006	48.6
Ararat	2011	49.5
Ararat	2016	45.8
Ararat Region	2006	59.8
Ararat Region	2011	59.5
Ararat Region	2016	55.4
Horsham	2006	58.3
Horsham	2011	57.8
Horsham	2016	55.9
Horsham Region	2006	66.2
Horsham Region	2011	65.4
Horsham Region	2016	64.3
Nhill Region	2006	53.5
Nhill Region	2011	52.5
Nhill Region	2016	49.3
St Arnaud	2006	53.3
St Arnaud	2011	52.5
St Arnaud	2016	50.5
Stawell	2006	53.6
Stawell	2011	53.3
Stawell	2016	49.6
West Wimmera	2006	59.3
West Wimmera	2011	59.1
West Wimmera	2016	57.1
Yarriambiack	2006	51.1
Yarriambiack	2011	48.6
Yarriambiack	2016	46.6
Irymple	2006	63.8
Irymple	2011	61.5
Irymple	2016	60
Merbein	2006	58.2
Merbein	2011	54.6
Merbein	2016	51.9
Mildura Region	2006	61.1
Mildura Region	2011	60.5
Mildura Region	2016	56.5
Red Cliffs	2006	55.2
Red Cliffs	2011	53.3
Red Cliffs	2016	51.8
Mildura - North	2006	51.9
Mildura - North	2011	48.7
Mildura - North	2016	47.4
Mildura - South	2006	53.4
Mildura - South	2011	52.7
Mildura - South	2016	51.3
Buloke	2006	52.5
Buloke	2011	52.1
Buloke	2016	47.7
Gannawarra	2006	56.9
Gannawarra	2011	53.9
Gannawarra	2016	51.6
Kerang	2006	48.4
Kerang	2011	48
Kerang	2016	46.2
Robinvale	2006	54.4
Robinvale	2011	48
Robinvale	2016	46.5
Swan Hill	2006	55.5
Swan Hill	2011	56.3
Swan Hill	2016	52.7
Swan Hill Region	2006	59.4
Swan Hill Region	2011	57.3
Swan Hill Region	2016	51.8
Echuca	2006	56.9
Echuca	2011	55.9
Echuca	2016	53.8
Kyabram	2006	54.8
Kyabram	2011	53.3
Kyabram	2016	51.6
Lockington - Gunbower	2006	64.6
Lockington - Gunbower	2011	61.4
Lockington - Gunbower	2016	59.4
Rochester	2006	50.8
Rochester	2011	53.1
Rochester	2016	49.4
Rushworth	2006	52
Rushworth	2011	51.3
Rushworth	2016	47.1
Cobram	2006	49.3
Cobram	2011	47.5
Cobram	2016	45
Moira	2006	58.5
Moira	2011	59.9
Moira	2016	55.1
Numurkah	2006	57.7
Numurkah	2011	55.4
Numurkah	2016	54.2
Yarrawonga	2006	47.7
Yarrawonga	2011	44.9
Yarrawonga	2016	43.2
Mooroopna	2006	55.5
Mooroopna	2011	53.1
Mooroopna	2016	48.8
Shepparton - North	2006	56.4
Shepparton - North	2011	56.8
Shepparton - North	2016	54.5
Shepparton - South	2006	56.7
Shepparton - South	2011	54
Shepparton - South	2016	50.6
Shepparton Region - East	2006	69.3
Shepparton Region - East	2011	69
Shepparton Region - East	2016	64.9
Shepparton Region - West	2006	57.4
Shepparton Region - West	2011	56.1
Shepparton Region - West	2016	52.9
Glenelg (Vic.)	2006	58.8
Glenelg (Vic.)	2011	55.5
Glenelg (Vic.)	2016	52.3
Hamilton (Vic.)	2006	57.4
Hamilton (Vic.)	2011	55.8
Hamilton (Vic.)	2016	52.8
Portland	2006	54.4
Portland	2011	54.9
Portland	2016	49.4
Southern Grampians	2006	60.4
Southern Grampians	2011	61.7
Southern Grampians	2016	58.9
Camperdown	2006	48.2
Camperdown	2011	51.1
Camperdown	2016	48.1
Colac	2006	55.2
Colac	2011	55.3
Colac	2016	52.9
Colac Region	2006	62.4
Colac Region	2011	64.6
Colac Region	2016	61.9
Corangamite - North	2006	55.8
Corangamite - North	2011	55.5
Corangamite - North	2016	52.2
Corangamite - South	2006	64.3
Corangamite - South	2011	63.9
Corangamite - South	2016	59.9
Otway	2006	58.4
Otway	2011	53.9
Otway	2016	53.5
Moyne - East	2006	63
Moyne - East	2011	64.1
Moyne - East	2016	60.2
Moyne - West	2006	60
Moyne - West	2011	60.8
Moyne - West	2016	57.5
Warrnambool - North	2006	60
Warrnambool - North	2011	60.3
Warrnambool - North	2016	58.2
Warrnambool - South	2006	55.4
Warrnambool - South	2011	57.2
Warrnambool - South	2016	54.5
Migratory - Offshore - Shipping (Vic.)	2006	62.7
Migratory - Offshore - Shipping (Vic.)	2011	91.7
Migratory - Offshore - Shipping (Vic.)	2016	76
No usual address (Vic.)	2006	44
No usual address (Vic.)	2011	34.2
No usual address (Vic.)	2016	29.7
Alexandra Hills	2006	66.2
Alexandra Hills	2011	65.9
Alexandra Hills	2016	63.6
Belmont - Gumdale	2006	68.1
Belmont - Gumdale	2011	67.6
Belmont - Gumdale	2016	65.3
Birkdale	2006	62.6
Birkdale	2011	63
Birkdale	2016	60.8
Capalaba	2006	65.8
Capalaba	2011	64.9
Capalaba	2016	62.9
Thorneside	2006	62.9
Thorneside	2011	64.2
Thorneside	2016	59.5
Wellington Point	2006	66.7
Wellington Point	2011	66.5
Wellington Point	2016	64.1
Cleveland	2006	54.5
Cleveland	2011	55.4
Cleveland	2016	51.8
Ormiston	2006	59.7
Ormiston	2011	61.1
Ormiston	2016	57.6
Redland Bay	2006	63.3
Redland Bay	2011	64.8
Redland Bay	2016	61.2
Sheldon - Mount Cotton	2006	70.6
Sheldon - Mount Cotton	2011	73.6
Sheldon - Mount Cotton	2016	71.7
Thornlands	2006	65.9
Thornlands	2011	65.7
Thornlands	2016	64.7
Victoria Point	2006	55.4
Victoria Point	2011	55.8
Victoria Point	2016	53.3
Redland Islands	2006	37.4
Redland Islands	2011	35
Redland Islands	2016	31.5
Brisbane Port - Lytton	2006	40
Brisbane Port - Lytton	2011	100
Brisbane Port - Lytton	2016	83.3
Manly - Lota	2006	58.3
Manly - Lota	2011	60.7
Manly - Lota	2016	59.2
Manly West	2006	61.3
Manly West	2011	64
Manly West	2016	61.7
Murarrie	2006	63.9
Murarrie	2011	69.3
Murarrie	2016	67.9
Tingalpa	2006	69.3
Tingalpa	2011	68.1
Tingalpa	2016	64.6
Wakerley	2006	73.5
Wakerley	2011	76.2
Wakerley	2016	73.7
Wynnum	2006	56.2
Wynnum	2011	59.2
Wynnum	2016	59.2
Wynnum West - Hemmant	2006	59.8
Wynnum West - Hemmant	2011	59.9
Wynnum West - Hemmant	2016	59.9
Bald Hills	2006	67.3
Bald Hills	2011	67.2
Bald Hills	2016	63.5
Bridgeman Downs	2006	67.3
Bridgeman Downs	2011	67.1
Bridgeman Downs	2016	62.6
Carseldine	2006	57.3
Carseldine	2011	58
Carseldine	2016	56.8
Everton Park	2006	60.6
Everton Park	2011	63.1
Everton Park	2016	64.8
McDowall	2006	72.3
McDowall	2011	70.8
McDowall	2016	66.6
Aspley	2006	59.7
Aspley	2011	59.3
Aspley	2016	57.4
Chermside	2006	52.5
Chermside	2011	53.5
Chermside	2016	53.3
Chermside West	2006	60.5
Chermside West	2011	61.3
Chermside West	2016	60.2
Geebung	2006	59
Geebung	2011	61.1
Geebung	2016	62.9
Kedron - Gordon Park	2006	66.9
Kedron - Gordon Park	2011	69.5
Kedron - Gordon Park	2016	69.4
Stafford	2006	58.5
Stafford	2011	61.7
Stafford	2016	63.3
Stafford Heights	2006	60.1
Stafford Heights	2011	59
Stafford Heights	2016	57.4
Wavell Heights	2006	63.4
Wavell Heights	2011	66.8
Wavell Heights	2016	67.3
Boondall	2006	59.6
Boondall	2011	59.9
Boondall	2016	59.7
Brisbane Airport	2006	59.5
Brisbane Airport	2011	51.2
Brisbane Airport	2016	28.4
Eagle Farm - Pinkenba	2006	62.8
Eagle Farm - Pinkenba	2011	60.1
Eagle Farm - Pinkenba	2016	64.8
Northgate - Virginia	2006	64.4
Northgate - Virginia	2011	67
Northgate - Virginia	2016	67.3
Nudgee - Banyo	2006	59.6
Nudgee - Banyo	2011	62.9
Nudgee - Banyo	2016	62.4
Nundah	2006	65.1
Nundah	2011	67.8
Nundah	2016	68.4
Bracken Ridge	2006	67.9
Bracken Ridge	2011	65.4
Bracken Ridge	2016	62.2
Brighton (Qld)	2006	55.6
Brighton (Qld)	2011	61.1
Brighton (Qld)	2016	61.3
Deagon	2006	48.8
Deagon	2011	55.9
Deagon	2016	56.8
Sandgate - Shorncliffe	2006	51.4
Sandgate - Shorncliffe	2011	57
Sandgate - Shorncliffe	2016	54
Taigum - Fitzgibbon	2006	60.1
Taigum - Fitzgibbon	2011	59.7
Taigum - Fitzgibbon	2016	60
Zillmere	2006	51.9
Zillmere	2011	55.1
Zillmere	2016	56.5
Camp Hill	2006	68.4
Camp Hill	2011	70.7
Camp Hill	2016	69.4
Cannon Hill	2006	62.2
Cannon Hill	2011	66
Cannon Hill	2016	65.4
Carina	2006	64.2
Carina	2011	64.6
Carina	2016	62.8
Carina Heights	2006	61.3
Carina Heights	2011	64.7
Carina Heights	2016	64.9
Carindale	2006	67.2
Carindale	2011	64.1
Carindale	2016	61.7
Annerley	2006	63.5
Annerley	2011	65.7
Annerley	2016	64.2
Coorparoo	2006	68.6
Coorparoo	2011	69.7
Coorparoo	2016	68
Fairfield - Dutton Park	2006	58.7
Fairfield - Dutton Park	2011	61
Fairfield - Dutton Park	2016	60.3
Greenslopes	2006	66.8
Greenslopes	2011	67.5
Greenslopes	2016	68
Holland Park	2006	62.8
Holland Park	2011	65.3
Holland Park	2016	63.7
Holland Park West	2006	65.3
Holland Park West	2011	66.1
Holland Park West	2016	65.2
Woolloongabba	2006	58.5
Woolloongabba	2011	60.3
Woolloongabba	2016	58.8
Yeronga	2006	66.1
Yeronga	2011	65.2
Yeronga	2016	60.7
Eight Mile Plains	2006	62.4
Eight Mile Plains	2011	60.1
Eight Mile Plains	2016	57.2
Macgregor (Qld)	2006	52
Macgregor (Qld)	2011	50.7
Macgregor (Qld)	2016	47.1
Mansfield (Qld)	2006	62.7
Mansfield (Qld)	2011	60.6
Mansfield (Qld)	2016	57.9
Mount Gravatt	2006	60.9
Mount Gravatt	2011	62.1
Mount Gravatt	2016	61.4
Rochedale - Burbank	2006	64.6
Rochedale - Burbank	2011	63.3
Rochedale - Burbank	2016	63.4
Upper Mount Gravatt	2006	52.6
Upper Mount Gravatt	2011	50.8
Upper Mount Gravatt	2016	51.4
Wishart	2006	63.8
Wishart	2011	62.8
Wishart	2016	58.8
Coopers Plains	2006	53.9
Coopers Plains	2011	53.7
Coopers Plains	2016	52.6
Moorooka	2006	59.6
Moorooka	2011	61.8
Moorooka	2016	63.2
Robertson	2006	47.5
Robertson	2011	45.5
Robertson	2016	48.2
Salisbury - Nathan	2006	55.4
Salisbury - Nathan	2011	56.7
Salisbury - Nathan	2016	59
Tarragindi	2006	64.6
Tarragindi	2011	66.1
Tarragindi	2016	65.5
Algester	2006	66.6
Algester	2011	62.3
Algester	2016	60.2
Calamvale - Stretton	2006	65
Calamvale - Stretton	2011	62.7
Calamvale - Stretton	2016	59.4
Pallara - Willawong	2006	65.4
Pallara - Willawong	2011	70.8
Pallara - Willawong	2016	68.2
Parkinson - Drewvale	2006	72.1
Parkinson - Drewvale	2011	70.7
Parkinson - Drewvale	2016	65.6
Rocklea - Acacia Ridge	2006	51.4
Rocklea - Acacia Ridge	2011	50
Rocklea - Acacia Ridge	2016	48.8
Kuraby	2006	63.5
Kuraby	2011	59
Kuraby	2016	56.4
Runcorn	2006	62.4
Runcorn	2011	61.1
Runcorn	2016	57.7
Sunnybank	2006	49.4
Sunnybank	2011	49.8
Sunnybank	2016	48.7
Sunnybank Hills	2006	58.2
Sunnybank Hills	2011	55.6
Sunnybank Hills	2016	51.4
Jindalee - Mount Ommaney	2006	64.6
Jindalee - Mount Ommaney	2011	64
Jindalee - Mount Ommaney	2016	61.3
Middle Park - Jamboree Heights	2006	67.7
Middle Park - Jamboree Heights	2011	67.5
Middle Park - Jamboree Heights	2016	63.3
Riverhills	2006	71
Riverhills	2011	70.6
Riverhills	2016	68.4
Seventeen Mile Rocks - Sinnamon Park	2006	67.9
Seventeen Mile Rocks - Sinnamon Park	2011	67.4
Seventeen Mile Rocks - Sinnamon Park	2016	64.6
Westlake	2006	70.5
Westlake	2011	68
Westlake	2016	65.2
Bellbowrie - Moggill	2006	69
Bellbowrie - Moggill	2011	68.7
Bellbowrie - Moggill	2016	65.6
Brookfield - Kenmore Hills	2006	62.7
Brookfield - Kenmore Hills	2011	60.8
Brookfield - Kenmore Hills	2016	57
Chapel Hill	2006	69.2
Chapel Hill	2011	65.9
Chapel Hill	2016	60.4
Fig Tree Pocket	2006	67.9
Fig Tree Pocket	2011	65.1
Fig Tree Pocket	2016	62.6
Kenmore	2006	62.3
Kenmore	2011	62.3
Kenmore	2016	62
Pinjarra Hills - Pullenvale	2006	65.2
Pinjarra Hills - Pullenvale	2011	63.9
Pinjarra Hills - Pullenvale	2016	62.4
Chelmer - Graceville	2006	65.2
Chelmer - Graceville	2011	65
Chelmer - Graceville	2016	65.2
Corinda	2006	58.5
Corinda	2011	58.9
Corinda	2016	60.8
Indooroopilly	2006	65.1
Indooroopilly	2011	60.2
Indooroopilly	2016	57.1
Sherwood	2006	67.1
Sherwood	2011	65.5
Sherwood	2016	64.9
St Lucia	2006	50.4
St Lucia	2011	45.1
St Lucia	2016	39.8
Taringa	2006	62.3
Taringa	2011	64.8
Taringa	2016	60.8
Enoggera	2006	66
Enoggera	2011	70.8
Enoggera	2016	68.7
Enoggera Reservoir	2006	53.5
Enoggera Reservoir	2011	66.7
Enoggera Reservoir	2016	56.3
Keperra	2006	55.6
Keperra	2011	54.4
Keperra	2016	52.7
Mitchelton	2006	58.2
Mitchelton	2011	66.1
Mitchelton	2016	64.1
Mount Coot-tha	2006	0
Mount Coot-tha	2011	0
Mount Coot-tha	2016	0
The Gap	2006	66.8
The Gap	2011	65.5
The Gap	2016	62.5
Upper Kedron - Ferny Grove	2006	72.1
Upper Kedron - Ferny Grove	2011	69.4
Upper Kedron - Ferny Grove	2016	65.8
Brisbane City	2006	52
Brisbane City	2011	56.9
Brisbane City	2016	55.8
Fortitude Valley	2006	61.1
Fortitude Valley	2011	66.8
Fortitude Valley	2016	66.4
Highgate Hill	2006	61.3
Highgate Hill	2011	62.7
Highgate Hill	2016	61.3
Kangaroo Point	2006	59.2
Kangaroo Point	2011	63
Kangaroo Point	2016	63.4
New Farm	2006	57.9
New Farm	2011	65.2
New Farm	2016	60.9
South Brisbane	2006	51.6
South Brisbane	2011	53.6
