SA2_MAINCODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
203021039,27,453,259,3854,106,4708,0,0,0,9,0,10,104,7,6,23,0,143,79,8,10,28,5,132,151,57,40,83,12,347,623,355,260,2563,107,3906,31,0,6,0,0,40,18,4,4,21,0,48,138,38,18,259,13,464,118,17,10,38,7,194,30,5,3,8,0,43,59,3,0,0,0,64,125,86,35,1255,40,1544,358,57,28,210,18,674,3,0,0,0,0,3,12,5,3,7,0,27,15,0,0,3,0,20,17,11,4,6,0,37,15,3,0,0,0,29,26,15,15,10,3,63,68,14,3,43,3,123,7,5,0,6,0,21,186,100,66,783,20,1150,61,12,3,14,4,89,12,4,0,0,0,17,17,4,8,10,4,40,13,0,0,3,0,15,6,4,0,0,0,12,20,3,0,3,3,27,22,8,3,29,0,62,285,50,34,102,9,486,53,11,9,213,555,834,2323,826,523,7197,843,11705,43,379
203021040,71,624,399,6016,174,7289,3,3,0,4,0,8,80,0,8,26,0,113,188,32,14,35,11,278,232,87,62,154,5,542,783,550,305,4088,105,5834,22,0,8,0,0,31,20,3,0,31,0,59,238,78,47,475,17,856,141,14,5,41,0,198,31,9,7,12,0,59,62,3,0,0,0,63,174,142,94,1796,38,2239,628,123,32,326,18,1127,0,0,0,0,0,0,10,0,3,11,0,26,207,17,3,29,0,259,31,18,6,17,0,78,21,3,3,4,0,27,47,10,17,6,0,82,146,18,18,58,3,239,36,3,8,14,3,60,252,135,98,1175,19,1681,132,12,12,23,0,184,12,5,3,0,0,24,43,10,8,12,3,79,30,8,0,0,0,41,15,4,0,3,0,21,21,0,0,0,0,21,35,9,7,49,6,104,516,121,59,157,13,862,76,37,22,340,772,1239,3746,1265,775,11239,1116,18142,69,643
203021041,47,585,469,6429,145,7679,0,0,0,18,0,18,127,7,14,33,0,176,70,19,3,17,0,115,211,80,42,118,16,465,1013,464,391,3995,133,5995,52,3,8,0,0,65,7,4,0,20,0,36,174,74,31,536,15,829,30,18,3,30,4,81,34,4,0,7,0,51,83,9,3,7,4,104,173,80,75,1362,29,1714,200,62,24,218,8,513,0,0,0,4,0,3,16,0,0,0,4,16,11,0,0,6,0,12,19,11,3,27,0,57,32,3,0,3,3,38,48,19,8,4,0,85,68,21,5,30,0,136,8,0,4,0,0,17,222,142,95,1094,21,1574,42,8,3,7,0,59,35,5,13,3,0,54,44,7,14,12,0,74,28,3,0,3,0,31,8,3,0,0,0,12,13,4,0,0,0,14,41,12,12,40,0,106,330,45,65,122,12,576,45,13,26,330,515,936,2777,1046,809,11169,844,16647,60,667
203021042,60,649,414,6385,126,7628,0,0,0,3,0,3,296,10,12,16,3,344,108,26,11,26,0,170,223,91,31,102,12,453,1030,503,321,3949,120,5926,20,0,3,0,3,28,16,0,0,25,0,49,188,67,26,385,20,685,87,30,0,43,0,171,40,3,7,24,0,72,97,8,8,4,0,113,218,122,66,1497,37,1932,324,117,33,289,7,766,27,0,0,0,0,32,20,11,4,8,0,45,58,13,3,7,0,82,31,6,6,10,0,49,7,8,3,0,0,22,52,12,13,3,0,79,91,19,14,28,3,154,34,9,3,6,3,50,287,137,90,1227,19,1760,50,8,4,5,0,66,65,9,0,3,0,79,31,17,13,11,0,67,23,0,0,3,0,35,12,4,0,0,0,10,20,0,0,0,0,23,50,16,13,60,0,132,491,115,60,167,18,855,81,34,12,302,333,761,3634,1234,704,11145,644,17361,64,646
203021043,55,602,400,5119,109,6282,0,0,0,0,0,3,70,5,4,15,4,103,138,17,10,31,0,194,256,92,52,115,11,529,1036,438,353,2985,107,4926,97,0,8,0,6,114,9,7,3,13,0,31,176,55,29,291,17,572,33,4,4,29,0,73,42,8,4,21,0,72,26,5,0,4,6,45,189,97,53,998,29,1369,229,93,21,181,7,534,0,0,0,0,0,0,21,4,0,0,0,26,62,5,3,9,8,84,106,33,11,34,4,184,13,4,0,3,8,28,29,22,8,6,4,75,84,16,10,21,0,131,18,4,3,18,0,48,261,126,86,697,17,1192,55,7,0,0,0,69,16,8,3,0,0,26,28,9,10,13,0,59,18,3,0,3,0,25,30,4,0,0,0,35,35,0,3,0,0,45,41,6,11,33,3,97,315,83,29,78,3,507,75,26,24,264,910,1295,3120,1068,686,8583,1181,14637,76,593
203021044,33,363,236,3439,64,4131,0,0,0,3,0,4,13,0,3,15,0,31,29,9,3,5,3,52,149,49,31,56,6,291,594,291,173,2014,59,3135,18,3,0,0,0,23,7,0,0,23,5,34,99,42,24,212,0,372,35,12,0,31,3,78,15,0,0,8,0,22,11,0,0,0,0,12,105,44,32,658,11,858,194,54,17,140,10,409,0,0,0,0,0,0,3,3,3,5,0,12,7,0,0,8,0,14,51,3,0,17,0,72,13,0,0,3,0,20,39,11,12,5,0,66,62,17,3,23,3,108,3,0,0,3,0,11,136,81,61,585,3,869,26,3,3,4,0,29,15,3,0,0,0,16,14,0,0,12,0,32,4,0,0,0,0,4,19,0,0,0,4,19,11,0,0,0,0,16,50,14,5,18,0,85,129,29,21,56,10,244,32,9,10,157,120,329,1617,637,408,5822,262,8748,29,365
203021045,84,473,365,5070,176,6166,3,0,0,18,0,18,47,0,7,20,0,70,61,13,0,23,3,96,237,64,35,107,9,461,845,396,315,3335,181,5070,76,0,13,5,3,98,9,8,0,23,3,42,187,32,27,321,6,581,54,27,0,14,3,92,24,8,6,9,0,48,18,3,0,0,4,28,152,76,57,1035,24,1356,307,71,20,210,16,619,0,0,0,0,0,0,12,0,0,7,0,22,4,3,3,5,0,12,26,8,3,7,0,47,16,7,8,0,3,32,26,16,15,10,3,71,104,15,8,19,3,147,4,5,4,4,0,17,272,100,65,843,18,1295,84,4,3,0,0,94,19,3,7,3,0,28,37,5,0,11,0,58,13,3,0,0,0,18,10,3,0,3,4,22,33,0,0,0,0,37,44,16,0,26,0,94,285,68,26,74,19,466,74,41,23,368,665,1169,2766,928,624,9110,1073,14499,62,405
203021046,33,359,239,3425,65,4130,0,0,0,0,0,0,74,6,3,14,0,96,59,21,6,13,3,103,118,37,33,60,0,250,446,285,181,2215,52,3180,13,0,6,0,0,23,21,8,0,19,0,47,156,21,20,238,3,438,33,17,3,38,0,86,22,6,3,15,0,44,35,0,0,0,0,33,107,67,44,1169,18,1403,160,36,26,149,0,372,9,0,0,0,0,9,5,3,0,3,4,16,22,10,3,3,0,31,20,7,3,7,3,34,3,0,3,0,0,12,29,18,9,9,0,68,61,14,3,15,3,90,10,0,7,5,0,22,116,93,59,698,3,972,31,5,3,5,0,40,12,4,0,3,0,21,18,0,0,3,0,19,3,0,5,3,0,12,4,3,0,0,0,9,5,0,0,0,3,10,21,6,12,28,4,64,246,47,24,86,5,409,27,6,3,156,439,634,1602,646,420,6322,595,9578,28,368
203021047,105,384,248,2956,148,3841,0,0,3,9,0,16,69,0,0,12,3,87,1244,99,36,95,26,1500,185,43,34,80,3,350,570,271,192,1883,115,3034,67,0,8,0,0,77,14,0,0,19,0,35,298,51,21,235,5,610,83,15,6,18,11,132,138,6,0,15,3,162,16,3,0,0,0,22,118,70,44,711,24,971,689,108,49,224,19,1091,15,0,0,0,0,14,17,0,3,6,0,29,387,21,3,12,12,437,33,8,6,26,0,79,7,0,3,0,0,14,26,17,6,4,0,55,325,24,24,45,12,427,144,5,0,17,14,178,138,83,55,514,12,800,331,11,11,20,4,379,19,3,4,5,0,34,74,13,3,20,3,106,12,3,0,0,0,17,44,13,3,3,3,69,35,0,0,5,0,36,11,3,4,14,0,37,907,77,33,116,31,1151,162,15,12,215,580,994,5751,888,523,5556,973,13700,112,407
203031048,30,406,282,3983,128,4836,0,0,0,3,0,6,23,0,0,8,7,32,40,5,8,12,0,64,182,43,12,89,3,324,932,364,252,2545,82,4177,8,0,9,0,0,19,9,0,0,32,0,49,132,26,15,272,7,461,35,5,3,19,0,62,6,4,0,6,0,21,6,0,3,0,0,12,149,76,47,883,29,1183,94,42,22,144,8,305,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,10,37,0,7,14,0,55,5,8,0,4,3,17,38,3,4,0,6,51,45,15,4,19,0,76,10,4,0,3,0,18,216,73,59,807,19,1177,16,0,0,0,0,16,6,4,0,0,0,15,11,3,0,11,0,21,7,3,0,0,0,6,10,0,0,0,0,11,0,0,0,0,0,3,35,12,5,26,0,78,134,60,47,66,6,315,32,23,8,240,180,487,1916,739,471,7072,413,10615,29,442
203031049,5,167,112,1623,48,1956,0,0,0,0,0,0,4,3,0,11,0,12,9,0,3,0,0,11,35,7,6,12,0,68,266,166,96,1272,43,1843,7,0,0,0,0,12,5,0,0,10,0,17,59,18,8,135,0,222,15,3,0,9,0,23,9,0,0,0,0,8,4,0,0,0,0,6,52,44,29,523,12,658,39,16,0,58,4,119,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,18,0,8,8,0,33,3,0,0,3,0,9,11,3,8,0,0,23,22,3,3,11,0,35,4,0,3,4,0,17,70,44,44,382,4,542,5,0,0,3,0,9,3,0,0,3,0,8,3,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,10,7,0,24,0,37,84,30,18,35,5,171,16,0,3,89,344,456,654,317,209,3202,440,4822,13,158
203031050,77,722,517,6288,151,7743,0,3,0,8,0,13,28,8,4,24,5,72,27,5,0,10,0,43,260,72,40,109,9,491,1172,597,432,4075,168,6449,13,0,4,0,3,22,27,4,3,45,0,83,181,59,41,363,11,659,41,13,0,23,0,81,25,12,12,3,3,54,14,0,0,3,0,15,204,142,74,1581,58,2062,127,49,22,187,9,396,3,0,0,0,0,3,8,3,0,11,0,23,3,0,0,3,0,11,43,10,8,15,0,81,17,6,7,0,0,27,44,34,14,3,0,92,73,12,8,36,0,127,9,4,0,9,0,23,283,165,100,1151,45,1736,22,3,0,0,0,29,17,3,0,3,0,24,10,5,3,19,0,36,3,0,0,3,0,8,4,0,0,0,0,3,17,0,0,0,0,16,47,11,5,43,0,111,231,99,41,154,14,544,31,20,8,327,602,986,2609,1248,801,11160,964,16780,76,710
203031051,24,197,129,1942,47,2344,0,0,0,0,0,3,12,0,0,3,0,25,68,8,0,4,4,81,55,13,5,5,0,82,344,151,134,1375,59,2063,11,0,0,0,0,9,11,0,0,16,0,26,53,8,3,103,6,182,115,7,0,18,5,136,0,0,0,5,0,10,3,6,0,0,0,15,49,36,21,525,19,652,112,28,5,47,4,198,0,0,0,0,0,0,3,3,0,0,0,6,8,0,0,0,0,8,100,7,4,8,0,116,11,0,5,0,0,23,22,12,0,4,0,38,16,3,5,3,0,29,5,0,0,0,0,6,84,49,37,416,11,592,9,6,0,0,0,13,0,0,0,0,0,3,10,7,6,3,0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,20,0,38,84,36,4,52,9,181,36,4,8,110,352,500,1111,347,244,3629,483,5819,20,206
203031052,10,153,80,1400,53,1702,0,0,0,0,0,0,14,0,0,9,0,23,5,5,3,0,0,9,32,7,6,5,3,54,220,150,88,1157,23,1635,0,0,0,0,0,0,4,3,0,5,3,15,24,11,4,81,3,121,9,3,0,0,0,19,7,0,0,0,0,7,3,0,0,0,0,5,45,31,11,444,9,540,23,10,4,28,3,61,0,0,0,0,0,0,5,0,0,3,0,14,0,0,0,0,0,0,3,3,0,3,0,8,0,0,3,0,0,3,14,7,0,0,0,18,7,3,0,3,0,13,3,0,0,4,0,5,59,47,22,388,5,522,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,4,6,0,7,0,26,42,7,5,36,4,92,6,0,3,45,187,245,465,272,144,2736,276,3891,19,148
203031053,31,454,372,4294,124,5278,0,0,0,14,0,14,19,12,3,34,0,66,40,6,7,7,3,65,137,52,42,77,3,312,703,341,329,2888,89,4346,22,3,0,0,0,27,21,4,9,33,0,56,132,39,28,272,5,473,40,12,4,12,0,71,19,3,3,0,0,31,6,0,0,4,0,14,146,108,69,1220,17,1569,144,52,11,145,18,362,0,0,0,0,0,0,6,4,0,0,0,5,15,7,0,0,0,17,39,4,5,24,3,78,9,3,7,0,0,22,35,35,20,7,0,104,55,10,4,29,0,99,11,6,7,3,0,25,176,106,77,885,29,1272,17,0,0,8,0,29,46,9,0,3,0,61,17,4,4,15,0,40,5,4,0,0,0,14,5,0,0,0,0,5,0,0,4,0,0,8,38,5,10,28,3,87,236,83,52,105,17,485,34,20,17,231,475,781,1837,841,635,7911,710,11939,42,579
204011054,18,212,179,2269,81,2761,0,0,0,9,0,9,14,0,0,9,0,24,3,3,0,0,3,4,101,20,14,20,3,153,411,203,147,1636,58,2453,3,0,5,0,0,13,7,6,0,15,0,32,74,22,17,104,8,221,5,3,0,8,0,16,6,0,0,0,0,7,5,0,0,3,0,9,53,40,29,516,18,662,29,15,3,44,0,86,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,7,6,0,7,0,23,8,0,3,0,0,9,22,4,12,3,0,48,17,3,0,6,3,31,10,0,0,3,0,8,98,55,41,449,16,657,4,8,0,3,0,16,6,0,0,0,0,9,4,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,3,10,3,31,99,6,11,34,0,153,19,12,20,137,325,511,885,386,299,4107,482,6156,18,179
204011055,5,145,122,2448,62,2786,0,0,0,7,0,4,17,0,0,5,0,24,0,0,0,0,0,3,56,12,7,25,3,103,259,136,113,1779,72,2346,10,0,0,0,0,16,4,0,3,20,0,28,60,18,0,145,6,234,14,3,0,14,0,34,6,3,0,0,0,15,0,0,0,0,0,0,38,28,23,692,16,792,28,15,0,51,0,95,12,0,0,0,0,12,0,0,0,0,0,4,3,0,0,0,0,4,16,4,3,5,0,22,3,0,0,5,0,9,12,8,0,3,0,23,12,0,0,11,0,22,0,0,0,3,0,3,50,29,29,461,13,587,9,3,7,4,0,21,4,0,0,0,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,14,0,24,71,16,16,27,0,129,15,6,0,144,211,371,604,269,209,4542,352,5967,14,151
204011056,35,281,233,3552,115,4217,0,5,0,15,0,25,222,0,0,14,4,237,11,4,0,4,0,20,63,23,21,45,11,162,503,250,190,2279,93,3307,24,0,13,0,0,39,5,3,6,17,0,30,99,46,21,233,5,403,40,10,3,21,0,82,10,6,0,12,0,24,15,9,0,0,0,18,117,88,37,970,34,1254,109,37,21,130,4,300,18,0,0,0,0,18,13,0,0,0,0,15,20,5,3,3,0,40,78,20,10,29,4,140,15,3,0,7,0,21,41,22,16,5,0,81,38,5,3,14,0,62,3,0,0,0,0,11,129,59,45,583,17,839,0,3,0,3,0,13,6,0,3,4,0,15,6,0,5,3,0,17,17,3,3,4,0,28,4,3,0,3,0,7,0,0,0,0,0,0,6,3,0,20,0,34,142,30,35,63,16,291,37,19,10,203,310,578,1551,569,397,6265,548,9333,29,398
204011057,15,268,215,2765,56,3323,0,0,0,0,0,4,30,3,0,6,0,46,3,0,0,0,0,0,63,15,8,23,0,114,438,217,210,1884,68,2816,4,0,0,0,0,4,7,7,0,13,0,28,151,28,15,210,6,413,14,4,0,9,3,21,7,3,0,0,0,13,3,0,0,3,0,9,81,45,39,774,23,961,41,10,8,68,0,132,3,0,0,0,0,3,0,0,0,4,0,7,3,0,0,0,0,3,14,0,4,0,0,21,12,0,0,3,0,18,21,16,12,3,0,57,31,3,0,6,0,43,6,0,0,3,0,17,94,64,39,523,10,742,6,3,3,0,0,19,19,0,3,0,0,17,6,5,0,6,0,17,3,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,21,0,38,173,45,26,55,0,301,17,14,3,139,437,608,1056,457,358,4994,573,7436,21,297
204011058,14,93,52,1296,39,1497,0,0,0,3,0,3,4,0,0,5,0,10,4,3,0,10,0,16,22,12,3,6,0,45,159,85,52,949,29,1277,14,0,3,0,0,17,4,3,0,20,0,20,19,11,0,73,0,106,10,0,0,3,0,17,4,0,0,0,3,3,0,0,0,0,0,0,24,15,6,321,11,376,45,5,4,43,7,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,5,0,0,0,0,5,13,0,0,3,0,20,12,0,0,4,0,19,0,0,0,0,0,0,46,26,19,245,4,340,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,11,36,14,4,12,0,68,5,4,3,85,153,256,390,181,102,2417,243,3324,12,90
204011059,27,182,124,2544,82,2963,0,0,0,8,0,5,28,0,0,12,0,38,5,0,0,0,0,10,69,20,6,38,3,135,231,148,110,1580,70,2132,9,0,7,0,0,18,11,10,0,17,0,31,62,15,12,222,3,316,10,0,0,6,0,18,11,3,0,0,0,13,11,0,0,8,0,19,53,40,21,522,16,662,109,36,11,116,6,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,9,3,9,0,31,3,3,0,3,0,11,18,10,7,0,0,44,44,6,3,20,0,70,6,4,0,0,0,8,54,36,30,371,15,503,7,0,0,5,0,17,0,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,12,0,26,82,18,21,51,3,177,22,12,4,163,384,580,770,343,220,4420,543,6301,24,200
204011060,23,164,131,1656,55,2024,0,0,0,3,0,3,0,3,0,7,0,8,9,0,0,3,0,15,41,12,6,12,0,75,238,157,83,1098,41,1620,8,0,3,0,0,11,3,3,0,6,0,10,35,16,7,135,3,198,11,8,0,4,0,23,4,0,0,0,0,7,3,0,3,0,0,3,55,29,20,460,7,580,58,24,0,59,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,3,10,0,33,8,10,0,3,0,20,15,3,7,3,0,31,13,3,3,4,0,26,3,0,0,0,0,7,53,41,22,341,6,463,4,0,0,3,0,7,0,0,0,0,0,8,0,0,0,7,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,3,0,12,0,19,98,19,8,24,0,146,9,12,16,90,160,281,596,310,190,2964,256,4317,6,143
204011061,6,3,11,97,5,119,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,5,20,3,6,61,3,93,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,7,0,19,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,23,0,27,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,18,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,7,0,0,3,0,17,3,3,0,8,7,21,60,16,12,182,14,277,0,9
204011062,4,118,100,1214,26,1457,0,0,0,0,0,0,8,0,0,5,0,13,0,3,0,0,0,10,27,6,8,10,3,49,190,106,69,865,33,1264,4,0,0,0,0,4,4,0,0,13,0,17,37,17,8,83,3,140,21,3,3,7,0,38,4,3,0,0,0,4,0,0,0,0,0,0,34,29,15,360,7,447,28,12,0,31,3,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,13,3,0,0,0,24,0,0,0,0,0,3,15,3,3,5,0,22,9,0,0,0,0,11,0,0,0,0,0,3,50,22,23,254,5,353,5,0,0,0,0,5,3,0,0,0,0,3,4,0,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8,0,18,62,11,11,19,3,106,9,3,3,70,231,323,452,204,154,2283,307,3401,7,84
204021063,26,264,189,4171,117,4771,0,0,0,8,0,8,20,4,0,36,0,60,4,0,0,0,0,6,73,30,6,42,0,154,343,254,172,2874,91,3742,12,0,8,0,0,20,13,0,7,22,0,39,114,43,28,317,4,510,8,0,0,12,0,27,15,3,0,12,0,30,32,0,0,0,0,41,63,58,29,1039,35,1214,50,14,4,135,6,205,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,0,0,3,16,5,4,3,0,21,9,0,0,3,3,20,16,4,13,5,0,38,58,3,4,7,4,74,6,0,0,0,0,10,81,83,41,834,19,1059,17,3,0,0,0,23,0,0,0,0,0,3,3,0,0,7,3,18,8,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,20,0,39,152,42,20,63,3,282,27,12,4,265,340,648,1022,514,328,7598,567,10037,32,279
204021064,7,112,96,1556,29,1802,0,0,0,4,0,4,0,0,0,7,0,10,3,0,0,0,0,3,35,9,4,9,0,56,165,99,77,1009,30,1378,0,0,0,0,0,0,6,0,0,9,0,15,35,14,6,93,6,152,4,7,0,0,0,17,4,0,0,0,0,10,4,0,0,0,0,4,41,17,6,353,19,427,16,4,4,32,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,9,0,0,3,0,0,5,11,4,6,0,0,21,14,4,0,0,0,14,0,0,0,6,0,6,35,22,12,274,3,347,5,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,7,0,24,36,14,4,20,3,80,9,8,3,79,61,163,371,200,136,2646,139,3490,3,93
