SA2_MAINCODE_2016,C16_85o_Seprtd_M,C16_85o_Seprtd_F,C16_85o_Divorce_M,C16_85o_Divorce_F,C16_85o_Wid_M,C16_85o_Wid_F,C16_85o_Nvr_mard_M,C16_85o_Nvr_mard_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Married_M,C16_T_Married_F,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
208021427,0,0,7,10,62,185,0,4,169,252,424,2805,2842,119,158,279,522,140,546,1655,1486,4996,5557,10558
208031183,0,0,0,0,9,40,0,0,45,55,101,2153,2163,44,92,125,254,52,193,1138,990,3506,3689,7193
208031184,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,6,3,3,0,8,3,24,9,40
208031185,3,0,4,5,30,143,3,9,93,174,269,2309,2334,169,176,440,655,111,438,1567,1431,4591,5032,9622
208031186,3,0,17,31,61,266,6,12,161,347,507,2523,2511,199,230,553,892,160,696,2037,1991,5465,6316,11786
208031187,0,0,3,0,8,29,0,0,25,32,57,1110,1095,48,71,149,254,50,174,708,643,2054,2242,4294
208031188,4,0,20,26,117,448,9,35,315,595,917,4391,4410,262,279,586,1041,269,1110,3082,2942,8588,9778,18368
208031189,4,0,4,14,32,136,4,4,103,194,304,2580,2582,125,169,348,489,108,423,1731,1635,4896,5302,10197
208031190,0,0,9,12,52,192,11,13,175,271,440,2545,2535,161,213,410,612,123,482,1931,1850,5168,5694,10861
208031191,3,0,3,5,29,113,4,4,99,155,253,1746,1755,93,108,259,367,77,337,1286,1062,3456,3633,7090
208031192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208031193,7,0,16,14,76,243,12,17,218,330,549,3923,3946,227,286,567,919,206,673,2752,2581,7669,8417,16080
208041194,3,0,9,25,72,258,22,40,222,394,621,4026,4072,139,164,359,749,185,668,3106,3227,7808,8881,16693
208041195,0,3,4,17,57,234,9,13,190,312,502,4274,4266,135,152,370,575,135,631,3471,3579,8384,9202,17592
209011196,0,0,0,10,28,107,0,5,95,150,246,2132,2142,79,125,204,304,110,375,1566,1246,4094,4186,8276
209011197,0,3,3,25,59,224,4,8,150,293,448,4479,4504,203,280,462,826,174,661,2655,2427,7969,8695,16666
209011198,3,0,9,7,96,293,8,7,250,379,629,3069,3096,144,180,346,512,180,656,1940,1885,5676,6333,12010
209011199,5,0,7,14,47,247,6,7,135,307,447,2116,2119,191,223,454,686,137,602,2726,2409,5629,6040,11673
209011200,3,0,0,6,27,96,5,6,77,136,213,2341,2377,95,112,245,408,85,330,1744,1803,4506,5035,9536
209011201,0,0,3,5,26,91,4,11,93,131,223,1819,1848,48,59,121,193,65,234,991,957,3043,3287,6325
209011202,0,0,3,15,35,153,3,7,121,215,331,3414,3448,159,222,397,717,155,505,2055,2053,6182,6944,13125
209011203,4,0,6,21,58,226,4,4,199,328,529,3985,3951,181,197,391,725,189,657,2454,2060,7199,7588,14792
209011204,0,0,0,6,24,87,0,3,69,124,195,1882,1903,98,120,221,346,89,324,1332,1134,3621,3824,7440
209021205,0,0,3,11,30,117,3,8,72,155,222,2049,2049,68,80,160,253,73,305,2351,2403,4704,5098,9802
209021207,3,8,8,35,141,493,23,17,341,654,999,4792,4749,337,383,754,1141,357,1398,4763,4187,11006,11849,22852
209021208,4,3,7,15,114,362,13,9,317,458,779,4748,4712,283,302,608,812,295,1108,3857,3228,9790,10163,19951
209021428,0,0,9,10,55,196,17,7,165,252,411,3248,3192,229,260,543,745,173,695,4130,3837,8321,8730,17056
209021429,3,3,0,9,33,96,11,3,104,136,232,2171,2185,134,132,273,351,101,407,2143,2103,4816,5181,9997
209031209,0,0,9,6,32,142,8,0,94,174,273,5241,5268,154,253,449,825,141,537,2878,2625,8852,9509,18361
209031210,0,0,0,0,4,8,0,0,5,15,22,692,706,33,50,73,133,20,75,504,447,1331,1406,2735
209031211,0,0,0,0,6,3,0,0,10,7,16,755,750,68,51,141,157,23,48,578,514,1566,1510,3073
209031212,0,0,0,0,6,26,0,0,26,39,65,1149,1153,49,45,153,145,40,94,741,663,2128,2098,4233
209031213,0,0,0,0,16,65,0,8,45,85,131,2242,2242,62,73,148,223,63,213,1229,1041,3747,3791,7539
209031214,0,0,0,5,14,26,0,0,25,36,62,1528,1530,65,48,139,199,50,90,880,798,2664,2667,5335
209031215,0,0,3,9,11,89,3,0,52,110,157,2929,2935,132,175,273,486,71,287,1994,1730,5404,5611,11014
209041216,0,0,0,0,18,47,0,3,49,69,113,1534,1551,41,77,95,148,50,195,1296,1209,3019,3175,6193
209041217,0,0,0,0,18,56,0,0,40,70,116,1306,1303,71,84,144,204,80,250,1093,870,2698,2709,5406
209041219,3,0,3,3,48,154,0,5,166,218,385,4978,4933,296,376,587,740,205,920,3171,2410,9245,9380,18625
209041220,0,0,3,3,33,131,0,3,85,166,249,3894,3908,186,240,339,635,140,516,2670,2283,7235,7582,14819
209041221,0,0,0,3,10,47,0,0,38,54,92,2525,2523,124,172,242,428,69,300,1813,1639,4772,5066,9831
209041223,3,0,3,3,63,153,8,3,185,201,379,4387,4382,271,342,482,654,252,893,3085,2228,8472,8504,16974
209041224,0,0,0,3,11,42,4,0,28,57,87,3122,3131,231,271,426,523,76,254,2325,2040,6187,6209,12397
209041225,0,3,8,10,39,83,0,3,64,112,175,1650,1665,107,125,220,299,111,295,1104,963,3193,3339,6529
209041430,0,0,0,0,12,20,0,0,20,32,54,4122,4146,248,360,386,698,48,236,2233,2352,7032,7792,14828
209041431,0,0,4,10,33,132,3,0,86,162,249,2732,2710,149,208,297,444,103,443,1864,1554,5144,5364,10510
209041432,0,0,3,0,22,62,0,0,52,76,125,1733,1742,102,139,220,339,66,246,1229,1009,3354,3487,6837
209041433,0,0,0,0,3,4,0,0,12,13,22,2372,2385,88,151,156,280,23,152,1187,1062,3837,4031,7861
209041434,0,0,0,0,3,18,5,0,19,28,47,3219,3272,196,263,321,572,46,200,1952,1950,5739,6265,12001
209041435,0,0,0,0,10,10,0,0,17,18,29,2591,2616,112,137,197,311,41,168,1373,1300,4315,4536,8845
209041436,0,0,4,6,56,146,4,7,111,180,295,2486,2510,116,194,265,450,133,447,1492,1358,4501,4965,9462
209041437,0,0,0,0,0,9,0,0,8,15,20,2105,2104,81,114,123,209,25,113,897,796,3237,3343,6585
210011226,0,0,0,0,34,104,0,0,106,137,244,1494,1484,98,110,251,353,88,398,1124,984,3057,3331,6388
210011227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011228,3,0,4,3,29,94,0,0,95,130,222,2003,2004,90,96,165,277,86,341,1105,893,3447,3614,7063
210011229,12,3,10,8,102,357,15,12,327,453,779,5937,5995,304,342,544,849,316,1334,3403,2847,10497,11366,21863
210011230,0,0,3,6,29,103,0,3,82,145,226,1388,1391,61,92,171,308,68,280,955,909,2642,2981,5621
210011231,4,0,0,7,24,92,4,3,102,141,241,2132,2130,65,95,164,268,57,260,1273,1136,3681,3887,7564
210021232,0,0,3,5,30,130,0,0,75,152,228,2867,2905,124,148,301,456,110,352,1391,1275,4793,5138,9933
210021233,0,0,0,0,9,13,0,0,17,19,34,804,794,31,36,89,99,22,72,394,313,1343,1318,2664
210021234,0,0,3,0,6,17,0,0,26,22,43,919,907,48,50,112,137,30,80,434,472,1536,1642,3183
210021235,3,3,0,3,20,34,4,0,51,55,107,2013,2030,122,120,275,338,79,201,1280,1038,3764,3724,7484
210031236,0,3,0,7,25,151,5,3,100,187,286,1420,1370,92,106,157,237,73,366,1327,1162,3068,3251,6319
210031237,0,0,0,3,72,254,4,8,200,313,518,2816,2730,149,142,307,359,179,756,2016,1337,5470,5327,10800
210031239,4,3,0,11,105,407,17,8,292,520,809,4584,4556,220,312,523,807,247,991,3707,3337,9281,10005,19288
210031438,0,3,11,12,124,409,6,5,287,505,791,4476,4374,273,342,545,701,261,1129,3500,2614,9044,9163,18209
210031439,0,0,0,0,10,22,0,0,27,31,49,627,635,27,39,53,126,21,102,343,282,1071,1189,2262
210031440,0,0,0,3,38,65,0,0,85,85,171,1120,1112,61,95,154,209,70,303,780,670,2187,2393,4581
210041240,0,0,6,10,26,82,3,0,65,113,178,2674,2699,124,166,295,445,93,295,1777,1575,4959,5182,10140
210041241,3,3,7,9,41,215,11,12,156,289,443,4958,4999,370,476,835,1219,215,836,3899,3659,10273,11201,21468
210051242,0,0,3,8,30,99,3,0,82,127,210,2313,2213,204,248,408,561,108,467,2396,1521,5423,5012,10440
210051243,3,0,0,3,34,100,4,3,95,128,226,3039,3007,216,298,427,516,169,661,2436,1761,6282,6243,12531
210051245,3,0,7,11,29,111,9,3,104,142,248,3648,3658,213,295,487,750,170,607,2566,2281,7079,7593,14674
210051246,0,0,0,0,9,32,3,0,33,45,78,3819,3825,144,172,257,342,57,240,2312,1931,6584,6515,13102
210051247,0,0,0,0,7,37,0,0,22,49,72,2806,2799,199,336,309,528,85,369,2237,1744,5635,5777,11413
210051248,0,0,0,0,0,0,0,0,0,0,0,38,30,0,0,6,12,3,9,37,31,88,87,169
210051249,0,0,0,4,25,60,0,0,54,78,124,4314,4351,239,362,311,530,76,414,2936,2588,7870,8246,16115
210051250,0,0,3,0,17,54,0,0,45,62,104,1165,1174,103,151,266,313,71,246,1103,909,2709,2788,5499
210051441,0,0,0,3,9,23,0,0,17,28,50,1586,1585,114,132,219,289,61,192,1328,1046,3303,3243,6550
210051442,0,0,0,0,0,9,0,0,3,11,12,2362,2406,120,184,143,252,25,127,1355,1149,3996,4121,8121
210051443,0,0,0,0,3,38,0,0,10,41,53,3362,3347,193,251,342,440,67,291,2228,1924,6192,6255,12440
210051444,0,0,0,3,15,43,0,0,29,58,86,3036,3018,141,209,196,331,45,269,1474,1353,4895,5183,10076
210051445,0,0,0,0,0,3,0,0,7,10,12,726,740,45,48,61,77,16,40,482,422,1329,1320,2653
211011251,0,0,5,18,30,120,7,3,88,170,258,2358,2358,149,194,388,594,114,442,1835,1578,4849,5166,10019
211011254,0,0,5,8,21,66,3,0,59,92,150,3335,3392,139,196,317,594,107,399,2094,1719,5984,6299,12281
211011255,0,0,0,0,7,19,0,0,15,21,32,1539,1554,42,52,92,162,35,89,907,841,2608,2697,5301
211011256,0,0,3,13,15,88,0,0,67,130,200,3393,3407,143,195,309,533,95,364,2186,1964,6123,6468,12591
211011257,0,0,0,3,15,35,0,0,49,50,102,1875,1900,56,77,120,224,44,182,978,888,3075,3269,6346
211011258,0,0,0,0,9,32,0,0,34,44,82,2558,2578,73,96,182,300,63,216,1342,1179,4211,4378,8590
211011259,0,0,0,5,57,214,6,14,143,285,427,3241,3268,121,152,331,491,127,542,1740,1580,5566,6040,11605
211011260,3,0,4,16,78,378,9,8,226,484,712,4130,4215,153,202,266,592,180,890,2423,2133,7152,8040,15194
211011446,6,0,9,11,71,275,9,9,207,348,552,4195,4189,308,333,754,1193,226,853,3270,3019,8756,9585,18343
211011447,0,4,4,12,53,183,3,7,113,242,356,2640,2608,173,213,480,738,151,555,2099,1843,5542,5950,11493
211011448,3,3,4,12,27,86,3,3,76,124,201,3004,3016,145,226,385,636,113,400,2151,1855,5798,6133,11928
211011449,0,0,0,0,3,12,0,0,21,13,33,857,854,37,56,136,165,33,78,631,552,1694,1704,3396
211021261,0,0,6,11,54,243,4,13,176,319,499,3790,3836,98,143,277,420,148,640,1967,1753,6286,6789,13071
211021262,0,0,0,5,21,75,0,0,65,108,175,2412,2439,70,60,189,269,73,223,1331,1128,4078,4126,8206
211031263,0,0,7,9,20,147,3,10,69,200,267,2267,2263,125,152,386,563,85,355,1759,1614,4631,4952,9580
211031265,0,0,0,4,38,119,4,7,94,156,252,4049,4072,139,228,314,628,132,402,2430,2085,7069,7417,14485
211031266,0,6,0,16,65,304,4,6,173,387,558,3317,3357,208,245,509,810,183,742,2485,2216,6708,7370,14076
211031267,0,4,16,16,70,224,8,3,186,294,476,4226,4236,194,268,578,853,206,676,2708,2468,7912,8508,16423
211031268,3,0,0,3,18,87,0,3,61,113,174,2261,2269,63,86,183,318,76,279,1164,1003,3740,3952,7692
211031450,4,3,10,18,40,157,3,3,126,214,336,2701,2724,206,294,495,910,141,597,2160,2198,5701,6721,12427
211031451,4,0,6,12,47,279,8,8,170,360,525,2711,2744,131,188,323,703,150,695,1696,1618,5017,5947,10962
211031452,0,0,0,0,7,16,0,0,24,28,48,997,1007,35,70,117,238,40,111,584,571,1778,2003,3773
211041269,0,3,4,17,40,169,0,11,131,245,381,2294,2362,94,107,242,451,119,495,1418,1232,4157,4653,8814
211041270,0,0,3,7,45,133,3,5,126,175,299,3517,3551,149,163,372,654,117,483,2106,2016,6271,6870,13140
211041271,4,0,11,15,52,196,10,3,180,271,451,2571,2570,92,115,262,448,120,499,1640,1391,4683,5024,9711
211041272,0,0,6,4,19,93,0,4,71,123,191,2383,2422,76,93,207,405,95,320,1224,1028,3986,4270,8256
211041273,0,0,3,14,38,194,4,11,117,254,367,2939,3042,70,104,171,293,102,529,1383,1263,4665,5239,9902
211051274,0,0,3,3,13,27,3,0,33,35,65,2037,2049,110,139,282,386,68,146,1495,1307,3996,4030,8026
211051275,0,0,3,0,16,63,4,0,64,88,159,2196,2198,71,127,254,372,63,310,1406,1123,3987,4138,8127
211051276,3,0,5,7,34,135,4,6,99,182,283,2763,2759,174,219,470,677,153,489,1812,1638,5367,5782,11151
211051277,3,3,3,4,62,203,6,4,134,253,389,1774,1768,125,144,259,442,127,492,1254,1144,3548,3989,7539
211051278,3,0,3,11,42,180,3,3,141,230,372,3864,3889,233,298,507,751,149,627,2562,2331,7321,7894,15209
211051279,0,0,0,0,15,52,3,0,41,63,113,1218,1224,62,73,152,204,44,161,772,636,2248,2296,4545
211051280,3,0,8,12,31,116,3,5,85,160,248,1407,1410,77,78,208,289,67,281,909,805,2663,2862,5527
211051281,4,0,11,5,43,132,4,3,124,176,299,4431,4460,249,329,568,886,158,598,3240,2771,8650,9052,17696
211051282,0,0,4,9,17,39,0,6,46,64,111,2137,2144,92,128,306,452,71,182,1326,1100,3925,4003,7922
211051283,0,0,6,3,9,43,0,0,37,57,95,1958,1966,91,105,282,399,60,183,1459,1244,3853,3899,7752
211051284,0,0,0,3,16,28,0,0,37,40,72,1870,1871,96,120,302,466,71,165,1502,1323,3843,3953,7793
211051285,0,0,0,3,19,34,3,0,32,52,87,1641,1640,73,100,188,265,64,152,1017,929,2986,3085,6073
211051286,0,0,4,5,35,119,6,10,118,145,259,2903,2908,267,295,678,852,167,475,2472,2080,6484,6606,13090
212011287,0,0,0,4,13,19,0,0,29,27,56,2737,2732,136,191,294,432,57,161,1745,1638,4974,5157,10130
212011288,0,0,3,4,13,64,3,5,59,80,137,1872,1853,87,94,278,298,78,224,1124,1023,3432,3495,6928
212011289,3,3,3,8,32,84,9,3,93,123,216,3829,3832,228,238,515,645,146,338,2478,2055,7198,7105,14304
212011290,0,0,4,5,21,75,3,3,55,90,148,1501,1501,95,90,251,267,65,238,1041,905,2956,3002,5957
212011291,3,0,0,4,29,114,3,3,72,145,223,3119,3154,268,372,496,797,118,395,2642,2600,6636,7319,13957
212011292,3,0,4,7,36,183,5,11,148,252,401,5245,5258,365,459,706,1177,185,800,3580,3488,10082,11182,21258
212021293,3,3,7,10,98,336,0,18,271,456,726,5076,5092,228,314,481,970,245,975,2813,2660,8836,10024,18860
212021294,0,0,3,0,11,32,0,0,44,43,93,5437,5482,220,302,515,752,88,332,2962,2772,9218,9645,18860
212021295,0,3,3,8,31,89,3,3,80,125,204,2246,1881,182,235,355,512,112,458,1899,1229,4794,4319,9112
212021297,0,0,3,4,32,105,3,7,74,139,216,2242,2216,137,166,246,365,103,390,1533,1266,4259,4391,8651
212021299,0,3,0,9,32,83,0,3,66,111,172,1887,1902,51,51,125,150,74,209,1027,886,3165,3202,6368
212021453,0,0,0,7,20,95,3,0,58,127,183,2619,2608,110,146,271,393,82,366,1732,1351,4821,4865,9687
212021454,0,3,3,0,18,60,0,0,48,74,126,3117,3090,143,200,282,397,105,343,1821,1459,5465,5495,10955
212021455,0,0,0,4,10,51,0,0,40,64,98,2805,2798,134,172,297,472,66,257,1996,1667,5301,5370,10672
212021456,0,3,4,4,44,116,0,3,85,140,227,2765,2790,162,195,404,543,127,399,2092,1749,5546,5671,11218
212031300,3,0,4,4,31,113,10,5,92,150,239,3577,3554,275,349,650,942,141,574,3205,2515,7849,7935,15787
212031301,0,3,3,10,44,140,0,3,113,186,298,5423,5506,220,320,366,648,152,583,2703,2679,8868,9734,18604
212031302,0,0,3,0,11,33,0,9,33,51,88,3993,3992,239,293,441,651,81,317,2639,2275,7390,7537,14922
212031303,3,3,5,10,22,83,0,0,67,113,174,1906,1921,99,82,232,270,79,254,1158,1043,3470,3566,7037
212031304,0,0,0,3,5,40,0,0,22,53,76,2924,2911,158,211,326,463,69,232,2093,1786,5566,5597,11158
212031305,0,0,3,6,20,76,0,6,61,103,166,5138,4969,336,374,629,859,172,610,3768,2932,10034,9740,19773
212031306,0,0,0,6,21,102,0,3,41,121,163,3509,3497,116,147,216,352,54,307,1563,1370,5455,5669,11124
212031308,0,0,7,3,10,23,0,0,34,43,75,1564,1564,117,124,275,307,70,126,1080,941,3105,3067,6169
212031457,0,0,0,0,5,20,0,0,21,27,51,2885,2901,105,141,198,336,38,204,1682,1493,4904,5073,9983
212031458,0,0,0,6,8,48,0,0,29,55,79,3408,3421,142,217,304,480,72,300,2222,1946,6148,6362,12518
212041309,3,0,6,3,38,120,3,3,117,165,286,2622,2653,130,151,261,393,111,502,1799,1354,4919,5055,9971
212041310,0,0,0,3,22,84,4,0,81,118,199,2786,2771,97,93,303,338,71,451,2180,1531,5441,5191,10626
212041311,9,7,11,19,66,311,11,15,235,403,638,6837,5706,449,469,908,1037,255,1271,5083,2873,13521,11352,24877
212041312,6,0,6,15,64,221,3,9,170,290,457,4918,4633,272,326,526,911,212,872,3314,2415,9234,9164,18405
212041313,0,0,4,4,38,117,0,0,106,152,257,2391,2389,119,120,243,385,107,385,1282,1040,4145,4319,8463
212041314,3,0,5,14,41,207,0,3,125,250,371,5759,5843,257,297,528,803,181,783,3478,2918,10211,10635,20839
212041316,0,0,0,3,3,40,0,0,40,67,106,1575,1576,94,117,207,326,69,262,1137,840,3074,3117,6192
212041317,0,0,12,12,84,255,5,5,247,343,589,4492,4359,250,295,699,793,205,874,3754,2558,9405,8884,18286
212041318,0,0,3,6,16,94,3,6,58,119,182,2631,2635,128,163,365,551,77,428,1876,1500,5082,5271,10349
212041459,0,0,6,6,37,135,7,3,100,167,270,2505,2391,178,206,485,598,123,476,2008,1368,5294,5041,10339
212041460,3,0,9,12,43,207,7,10,128,270,402,3743,3678,206,277,566,852,181,809,2907,2085,7605,7706,15311
212051319,3,3,0,7,53,214,4,7,163,281,442,3520,3577,163,203,404,685,147,647,3087,2722,7326,7831,15149
212051320,7,0,8,16,65,227,7,27,194,315,511,3243,3176,112,145,322,409,147,579,6368,5824,10190,10135,20332
212051321,7,0,9,3,80,268,5,5,248,342,593,5153,5353,124,160,256,553,187,786,2750,2157,8477,9008,17491
212051322,3,0,4,3,56,224,7,9,197,295,497,4329,4568,137,153,303,540,139,685,2860,2387,7770,8326,16099
212051323,0,0,3,8,52,156,3,0,201,233,434,3559,3683,97,121,260,456,145,530,2106,1790,6165,6581,12744
212051324,0,0,3,18,69,217,5,3,271,326,595,4184,4316,124,172,283,532,178,713,2561,2098,7328,7828,15156
212051325,0,4,3,12,59,264,5,10,161,328,490,4531,4522,151,198,358,556,203,770,2635,2102,7880,8147,16027
212051326,5,0,3,15,68,288,10,8,230,394,627,4308,4314,192,210,453,650,195,802,3611,3086,8754,9058,17810
212051327,3,0,5,10,79,352,5,8,253,478,728,5032,5155,109,187,295,496,210,917,2301,1947,7959,8701,16658
213011328,0,0,4,0,19,112,3,0,52,134,184,1457,1331,96,153,288,287,82,351,1553,951,3477,3071,6551
213011329,0,0,3,0,3,20,0,0,18,30,44,2009,1992,105,118,156,299,20,161,1371,1237,3666,3799,7470
213011330,3,4,3,3,21,72,0,0,71,113,179,5200,5145,332,420,656,905,157,605,3512,3076,9857,10146,19998
213011331,0,0,0,3,9,73,3,0,22,81,105,1664,1669,88,155,215,358,49,281,1283,1119,3300,3582,6884
213011332,0,0,0,0,12,83,0,5,62,109,171,2905,2873,175,245,291,436,112,394,1957,1612,5446,5550,10993
213011333,0,0,0,0,13,41,4,0,43,58,103,2720,2745,225,283,415,586,108,418,2077,1643,5539,5677,11219
213011334,3,0,6,10,58,156,0,5,129,204,334,3851,3816,320,417,644,840,185,805,3333,2434,8332,8306,16637
213011335,8,0,0,5,42,154,3,0,97,184,287,3363,3274,282,340,531,760,165,672,2878,2075,7221,7121,14336
213011336,0,0,0,3,23,124,3,0,88,152,241,1914,1758,156,126,268,333,66,358,1828,1303,4236,3873,8110
213011337,0,3,0,6,37,165,3,4,106,208,322,2224,2151,173,174,343,485,122,530,1902,1529,4761,4866,9625
213011338,0,0,0,0,43,141,0,5,119,183,309,3693,3586,279,332,455,688,195,725,3040,2314,7658,7649,15305
213011339,0,3,0,13,37,148,0,0,82,174,259,2421,2401,148,237,271,474,96,408,1773,1440,4707,4957,9671
213011340,0,0,3,3,23,74,0,3,65,107,174,4107,4132,141,193,300,421,108,405,2618,2159,7278,7312,14585
213021341,3,3,3,3,49,175,9,3,143,236,373,2568,2567,163,176,425,547,143,574,1783,1650,5086,5509,10589
213021342,3,0,3,10,38,151,10,10,115,207,322,3785,3786,276,363,565,804,152,685,2951,2586,7737,8221,15956
213021343,3,0,6,11,65,235,9,12,201,325,532,2636,2598,179,196,380,513,193,799,2215,1786,5603,5890,11491
213021344,0,0,4,5,43,152,10,10,129,192,321,3230,3246,191,207,472,639,131,474,2740,2587,6761,7156,13917
213021345,0,0,0,0,6,13,0,3,12,18,32,1115,1120,51,65,109,159,16,103,653,598,1941,2039,3981
213021346,4,4,3,11,37,158,12,3,119,216,330,3118,3154,153,208,434,662,132,481,2188,1998,6032,6493,12527
213031347,3,0,7,3,27,133,4,7,92,176,268,3089,2955,244,308,536,763,123,579,3575,2928,7559,7538,15098
213031348,0,0,0,18,35,166,14,10,119,220,341,2432,2316,227,197,526,590,122,418,4315,3385,7615,6902,14513
213031349,0,3,0,0,15,54,3,5,51,75,130,2320,2346,138,160,246,380,51,221,2375,2179,5133,5287,10421
213031350,0,3,3,9,16,62,3,3,67,100,163,1537,1524,95,107,228,306,61,221,1748,1679,3672,3841,7513
213031351,0,3,3,7,27,64,8,5,76,94,165,2005,1927,139,136,302,412,85,290,2378,1851,4910,4617,9526
213031352,0,4,0,11,49,152,3,11,119,199,315,2556,2580,142,174,338,511,110,432,2614,2541,5770,6240,12012
213041353,3,0,4,11,38,166,7,8,116,216,333,3927,3955,258,340,592,811,147,660,2839,2555,7773,8307,16082
213041355,0,0,0,0,8,34,0,0,15,32,50,4357,4391,154,226,313,557,73,285,2623,2380,7516,7837,15356
213041356,0,3,0,5,28,107,7,0,65,128,196,3237,3262,322,380,671,869,154,511,2868,2638,7244,7656,14907
213041357,0,0,10,7,42,141,10,3,94,174,268,4150,4172,351,455,632,913,187,631,3331,2970,8641,9143,17784
213041358,0,0,6,5,13,34,0,0,33,41,72,3019,3034,258,386,461,724,103,286,2509,2320,6344,6756,13101
213041359,0,0,0,0,3,3,0,0,0,3,10,564,466,69,55,114,93,17,51,848,450,1612,1116,2734
213041360,0,0,0,0,7,43,0,0,24,51,74,4209,4264,148,232,241,394,51,255,1995,1799,6643,6947,13587
213041461,0,3,3,3,21,72,0,0,52,100,152,994,995,37,67,77,157,67,206,606,532,1776,1961,3742
213041462,0,0,0,0,3,3,0,0,3,6,12,1299,1289,60,78,73,151,15,52,650,604,2086,2170,4259
213041463,0,0,0,0,5,25,0,0,12,32,42,4164,4140,216,284,372,629,60,289,2362,2194,7178,7532,14707
213051361,0,0,3,0,14,62,0,0,52,80,132,3996,3954,220,312,451,639,120,383,2901,2488,7683,7774,15461
213051362,3,0,0,6,27,86,3,0,75,109,193,4020,4022,247,327,470,725,158,520,2818,2362,7725,7956,15677
213051363,0,0,0,3,10,26,0,0,16,35,44,1836,1812,99,118,210,234,40,159,1554,1065,3736,3392,7129
213051365,0,0,3,0,12,37,0,0,30,56,87,7516,7524,282,441,452,738,83,418,3774,3372,12110,12494,24600
213051366,0,0,0,0,0,11,0,0,4,17,27,5373,5027,211,235,314,409,46,214,3124,1866,9072,7747,16819
213051368,0,0,3,5,30,135,3,5,104,189,287,2300,2302,145,160,380,454,105,498,1673,1446,4610,4863,9473
213051369,0,0,3,0,15,47,0,0,32,70,96,4292,4295,293,438,473,737,91,361,3054,2857,8209,8685,16894
213051464,0,0,0,0,0,10,0,0,12,10,21,2683,2761,103,140,222,263,26,88,1451,1253,4479,4505,8990
213051465,0,0,0,4,6,59,3,0,28,72,97,5076,5135,206,272,384,581,61,331,2399,2311,8129,8630,16762
213051466,0,0,0,0,5,3,0,0,8,8,10,3286,3331,105,143,189,300,24,97,1396,1213,4993,5081,10082
213051467,0,0,5,12,67,220,0,5,144,265,406,3575,3535,289,353,579,905,204,783,2970,2621,7613,8200,15815
213051468,0,0,0,4,10,43,3,0,29,56,91,2316,2312,169,188,346,462,74,283,1829,1606,4733,4862,9594
214011370,3,3,3,13,85,216,4,6,160,264,420,3406,3389,313,422,765,1139,222,677,3300,2908,7999,8537,16537
214011371,4,0,16,22,65,206,3,4,175,286,456,3405,3435,419,464,1042,1513,227,745,3918,3745,9013,9906,18922
214011372,3,3,14,21,57,235,6,8,183,313,495,2824,2821,318,395,823,1194,235,853,3408,2964,7603,8232,15837
214011373,5,5,16,14,105,357,3,17,265,458,719,3925,3922,180,229,464,778,222,839,2263,2056,7048,7816,14863
214011374,4,0,3,7,35,93,0,0,94,125,219,4649,4679,290,348,712,1145,177,562,3416,3220,9239,9943,19182
214011375,6,0,8,13,44,167,3,4,128,216,346,2679,2671,275,297,752,1007,184,619,2796,2456,6680,7053,13738
214011376,0,0,3,0,4,21,3,0,17,27,50,2734,2737,113,150,323,455,61,194,1644,1617,4883,5149,10036
214021377,5,4,3,9,51,160,9,8,148,222,374,2420,2449,193,206,445,624,164,504,1283,1138,4510,4927,9434
214021378,3,0,3,0,23,54,0,3,73,77,145,1343,1343,51,48,201,234,63,171,600,512,2256,2304,4563
214021379,3,3,12,7,58,134,3,5,179,205,378,4010,4016,330,409,783,1128,254,665,3560,2835,8940,9052,17988
214021380,11,7,15,37,114,473,6,9,358,638,998,4975,4987,298,391,850,1500,331,1389,2729,2716,9177,10986,20165
214021381,0,0,11,14,52,188,8,8,168,276,443,4303,4337,134,185,356,569,153,594,1802,1670,6748,7357,14109
214021382,6,0,7,22,68,234,7,4,207,330,535,4275,4255,170,237,422,761,182,667,1862,1742,6911,7664,14578
214021383,15,3,7,21,65,181,8,8,228,268,501,3766,3694,308,285,765,864,248,715,2048,1806,7141,7372,14507
214021384,12,3,17,24,203,572,12,18,548,804,1350,4172,4183,354,372,859,1374,478,1459,2444,2248,8309,9636,17941
214021385,0,0,0,8,45,168,0,9,126,211,339,3549,3592,208,305,550,890,158,575,2631,2412,7102,7777,14880
