SA2_MAINCODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
101041017,0,49,15,4,12,17,98,3,23,11,5,3,0,48,35,43,53,18,6,0,153,133,13,64,4,11,4,228,75,4,43,0,0,0,129,126,3,30,0,0,0,159,34,0,8,0,6,0,46,5,0,0,0,3,0,12,0,0,7,0,0,0,7,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,13,11,11,3,9,0,45,418,147,239,31,65,28,929,0,15,16,0,3,18,62,3,43,3,0,0,0,48,11,46,22,16,12,0,99,60,15,41,9,4,3,131,55,6,41,0,3,0,110,132,18,58,0,5,0,219,137,3,40,0,7,0,184,59,0,18,0,3,0,80,11,0,3,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041018,0,10,11,0,3,21,47,0,6,3,4,0,0,22,42,20,40,11,6,3,117,161,3,62,6,3,3,233,102,7,31,0,0,0,147,134,0,32,0,0,0,171,51,0,8,0,0,0,61,3,0,3,0,0,0,9,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,5,11,0,3,0,27,507,55,202,28,18,24,839,0,3,22,0,7,16,42,0,5,0,0,0,0,7,14,15,18,8,3,0,57,63,12,37,4,0,3,123,60,11,34,0,8,0,104,160,5,49,3,3,0,225,181,3,38,0,8,0,228,77,0,15,0,0,0,90,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
101041019,0,47,20,13,14,29,123,14,32,5,0,0,0,52,66,29,46,9,10,0,162,209,21,55,4,5,5,298,65,3,26,0,3,0,104,34,0,9,0,3,0,49,8,0,4,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,9,7,0,4,3,23,406,150,174,34,40,38,844,0,10,20,3,16,22,72,4,40,3,16,0,0,63,15,35,23,4,8,0,94,84,38,49,6,10,5,185,76,8,39,0,5,0,128,115,6,35,3,0,0,163,69,0,32,3,0,0,109,17,0,3,0,0,0,27,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041020,0,0,60,9,22,58,154,3,0,18,0,3,0,25,25,4,89,0,13,0,133,54,0,60,0,6,0,125,14,0,10,0,0,0,26,12,0,4,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,12,0,11,0,29,121,4,253,13,68,63,525,0,0,44,0,15,31,92,0,0,13,0,0,0,20,11,3,61,3,5,0,83,33,0,53,0,8,0,101,32,0,31,0,4,0,63,22,0,23,0,0,0,47,21,0,8,0,0,0,36,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041021,0,0,6,0,6,5,13,3,0,0,0,0,0,5,16,0,23,4,11,0,50,42,0,28,0,0,0,69,34,0,15,0,0,0,44,30,0,8,0,0,0,42,8,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,135,0,93,4,16,5,260,0,0,6,0,3,3,17,0,0,0,0,0,0,0,11,0,13,3,3,0,31,15,0,15,0,14,0,46,30,0,18,0,0,0,46,57,0,22,0,0,0,74,29,0,12,0,0,0,45,9,0,5,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,29,6,0,3,8,54,4,25,10,9,4,0,48,31,31,19,0,0,0,91,54,28,30,0,0,4,118,32,0,6,0,0,0,47,26,0,11,3,0,0,48,9,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5,0,3,0,14,164,129,77,10,14,19,425,0,7,3,0,4,11,24,0,25,5,0,3,0,33,11,34,17,11,0,0,77,55,17,27,0,0,0,101,27,9,10,0,0,0,46,52,25,16,0,3,0,97,45,4,11,0,3,0,63,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041024,0,0,12,3,14,12,43,0,6,0,16,0,0,24,3,3,18,12,3,4,42,20,0,20,0,0,0,46,5,0,4,0,4,0,10,5,0,5,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,6,38,5,71,31,28,14,190,0,0,23,0,10,13,45,0,0,0,0,0,0,3,3,16,21,10,8,3,59,3,0,26,0,0,0,32,7,0,14,0,0,0,24,11,0,11,0,0,0,28,7,0,7,0,0,0,16,7,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
101041025,7,3,19,22,10,29,91,0,11,5,3,0,0,20,60,7,57,3,7,0,131,189,5,87,3,7,0,288,61,0,32,0,4,0,99,143,0,41,0,8,4,198,80,0,16,0,5,0,95,10,0,3,0,3,0,17,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,4,0,14,12,4,3,37,553,26,285,43,47,38,999,3,5,20,10,8,21,62,0,14,3,4,6,0,23,22,12,25,17,3,0,72,135,4,65,6,3,0,213,84,3,40,0,8,0,137,134,4,59,0,3,3,207,170,3,33,0,3,0,213,61,0,14,0,7,0,80,8,0,3,0,4,0,13,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0
101041026,0,35,24,3,7,24,96,3,21,15,3,8,0,46,42,27,66,0,13,8,150,117,17,58,9,10,0,211,63,0,31,0,6,0,93,45,7,11,0,3,0,70,3,0,4,0,0,0,10,3,0,0,0,0,0,3,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,4,7,4,0,0,26,285,109,223,16,46,29,718,0,8,22,0,6,24,59,0,32,0,3,4,0,39,16,45,32,9,0,0,101,63,10,46,0,7,0,126,51,14,34,7,0,0,112,124,10,38,0,4,0,174,66,4,24,0,0,0,94,16,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041027,7,29,26,35,18,34,154,12,18,9,3,4,0,48,54,24,62,3,8,0,152,206,11,95,3,3,0,318,81,0,37,0,9,0,119,27,0,12,0,0,0,45,3,0,3,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,6,7,15,0,3,3,33,397,94,257,49,55,43,889,0,10,29,3,9,22,79,3,25,4,14,7,3,52,21,14,19,18,11,0,84,118,11,71,3,10,0,209,85,8,41,8,3,0,145,122,6,54,0,3,0,184,59,3,20,0,0,0,85,10,0,3,0,3,0,13,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101051539,8,191,44,27,10,32,313,71,119,25,21,11,4,253,361,127,111,8,23,3,632,537,76,175,5,41,3,828,140,11,58,0,4,0,214,107,0,28,0,0,0,139,25,0,4,0,0,0,24,0,0,3,0,0,0,8,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,0,0,0,16,23,56,15,8,5,0,110,1280,594,466,69,102,51,2563,11,61,19,6,12,33,145,17,161,12,18,9,3,215,142,153,66,22,37,3,409,313,95,132,8,21,3,576,193,47,92,0,9,0,337,327,4,100,3,18,0,458,229,4,62,0,8,0,298,44,0,18,0,4,0,64,0,0,3,0,0,0,12,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0
101051540,0,8,72,7,59,101,250,5,11,33,4,10,0,59,48,3,87,0,10,4,146,53,0,53,0,5,0,114,17,0,12,0,0,0,30,23,0,11,0,0,0,33,6,0,0,0,0,0,9,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,19,0,9,0,34,162,25,282,18,101,103,691,0,0,73,10,50,60,197,0,0,22,3,3,0,29,26,8,65,4,5,0,111,75,5,55,0,9,0,147,50,3,36,0,0,0,87,45,0,22,0,9,0,69,30,0,6,0,0,0,40,17,0,0,0,0,0,22,5,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
101061541,3,25,22,27,4,19,91,3,8,4,6,0,0,28,45,33,22,3,7,0,108,65,19,33,0,0,0,121,62,4,17,0,0,0,80,46,0,7,0,0,0,52,12,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,4,3,0,0,26,235,101,114,40,19,18,528,0,8,21,18,4,12,67,0,3,4,0,0,0,6,6,22,8,7,5,0,49,17,13,19,4,9,0,56,31,9,17,0,4,0,52,48,15,26,0,7,0,96,92,0,35,0,0,0,129,35,0,20,0,3,0,59,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101061542,4,4,49,3,53,74,192,3,0,8,0,7,0,17,23,0,54,0,22,0,92,19,0,36,0,3,0,55,8,0,23,0,0,0,34,18,0,30,0,0,0,46,20,0,19,0,3,0,41,22,0,15,0,0,0,44,9,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,0,13,3,40,122,7,254,3,107,82,574,0,0,45,0,33,47,135,0,0,3,0,0,0,6,6,0,27,0,8,4,46,16,0,41,0,3,0,65,14,0,23,0,9,3,46,11,0,21,0,3,0,42,29,0,33,0,4,0,62,18,0,36,0,11,0,64,22,0,27,0,5,0,51,11,0,5,0,0,0,12,5,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
101061543,6,57,25,4,14,27,132,24,43,22,3,4,0,89,159,34,70,0,12,3,289,233,20,58,0,7,0,324,87,0,20,0,0,0,114,29,0,11,0,3,0,41,3,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,8,8,11,4,11,0,41,563,162,217,15,59,30,1044,3,12,15,3,9,21,70,9,20,8,6,0,0,42,79,39,37,10,10,0,175,217,37,63,5,7,4,331,126,7,49,0,4,0,184,167,0,17,3,0,0,187,63,0,9,0,4,3,75,8,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101061544,0,5,73,11,67,87,247,9,3,24,4,7,0,51,66,22,91,3,13,0,195,24,3,25,0,8,0,52,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,0,17,0,29,0,46,109,38,236,10,122,93,603,3,0,63,3,67,63,198,3,4,23,3,4,0,37,38,8,63,3,12,4,132,58,7,66,5,13,4,154,23,0,16,0,3,0,40,11,0,4,0,0,0,13,3,0,4,0,0,0,8,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011028,0,0,5,0,0,11,13,0,0,3,0,5,0,5,9,0,8,0,19,0,36,45,0,18,0,0,0,70,41,0,19,0,0,0,59,76,0,16,0,3,0,98,109,0,16,0,0,0,127,51,0,3,0,0,0,54,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,349,0,89,0,28,13,483,0,0,9,0,0,11,22,0,0,0,0,0,0,0,0,0,3,0,0,0,6,15,0,11,0,0,0,20,25,0,9,0,3,0,38,48,0,11,0,5,0,70,86,0,31,0,0,0,116,114,0,22,0,0,0,138,70,0,4,0,0,0,82,19,0,6,0,0,0,26,3,0,3,0,0,0,8,3,0,0,0,0,0,3,3,0,0,0
102011029,0,0,17,0,3,12,28,0,0,0,0,12,0,14,11,0,16,3,16,0,51,28,0,22,0,5,0,63,41,0,19,0,0,0,62,95,0,32,0,0,0,130,74,0,13,0,0,0,88,55,0,6,0,0,0,61,11,0,3,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,12,329,0,134,9,42,16,525,0,0,12,0,0,18,33,0,0,0,0,0,0,0,3,0,9,0,14,0,28,14,0,19,0,13,0,48,17,0,27,0,9,0,48,43,0,17,0,3,0,60,95,0,25,0,0,0,128,111,0,27,0,0,0,134,50,0,10,0,0,0,55,18,0,3,0,0,0,21,4,0,0,0,0,0,8,0,0,3,0,0,0,7,0,0,0,0
102011030,0,0,31,0,13,44,93,0,0,4,0,5,0,7,4,0,15,0,0,0,25,9,0,27,0,4,0,46,13,0,10,0,3,3,38,16,0,18,0,0,0,32,15,0,3,0,0,0,24,4,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,12,73,0,123,0,37,47,285,0,0,27,0,15,26,74,0,0,6,0,3,0,13,5,0,13,0,4,0,26,10,0,32,0,10,3,54,12,0,17,0,0,0,32,20,0,19,0,0,0,41,32,0,17,0,3,0,48,28,0,15,0,7,0,45,12,0,3,0,0,0,17,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011031,0,44,18,16,3,18,98,0,14,0,3,4,0,23,9,45,5,6,26,0,93,40,17,25,3,22,0,104,66,5,22,0,3,3,96,114,0,34,0,0,0,146,106,0,20,0,4,0,133,51,0,3,0,4,0,53,11,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,4,3,4,0,20,395,142,136,32,65,23,796,0,12,7,3,0,11,36,0,34,0,5,0,0,47,0,29,14,8,33,0,84,13,19,20,8,18,0,75,18,12,20,6,25,0,80,56,4,31,5,11,0,104,131,13,37,0,0,0,189,109,0,29,0,0,0,137,50,0,8,0,0,0,56,19,0,5,0,0,0,22,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0
102011032,6,299,20,67,8,23,432,5,65,3,20,0,0,98,52,113,36,17,10,5,232,386,55,87,8,7,5,551,365,35,73,0,3,3,475,638,14,75,0,10,0,737,277,0,18,0,0,0,301,41,0,10,0,0,0,52,16,0,0,0,0,0,18,3,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,13,0,0,0,0,20,18,34,9,11,6,0,89,1818,636,339,131,50,48,3013,3,71,28,12,5,18,137,0,223,0,14,3,0,243,25,131,30,48,9,3,244,122,74,46,34,6,3,282,124,23,53,8,3,3,218,469,43,89,3,0,0,612,930,20,124,3,4,3,1089,336,3,33,0,3,0,379,69,0,7,0,0,0,86,7,0,3,0,0,0,7,5,0,0,0,0,0,10,0,3,0,0,0,0,8,0,0,0,0
102011033,0,6,0,0,0,4,14,0,20,0,0,0,0,23,0,20,4,0,0,3,24,15,6,4,0,0,0,31,56,11,17,0,0,0,74,134,7,24,0,0,0,166,62,0,7,0,0,0,70,16,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,14,281,78,68,5,3,4,437,0,3,0,0,0,0,4,0,8,0,0,0,0,7,0,20,0,0,0,0,25,0,16,5,0,0,0,20,3,6,7,0,3,0,18,19,4,11,0,0,0,35,124,9,22,0,0,0,154,80,0,20,0,0,0,102,17,0,5,0,0,0,24,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011034,0,46,4,13,3,18,78,0,18,3,4,0,0,36,3,39,3,0,0,5,48,22,11,16,0,3,0,50,50,5,15,0,0,0,73,97,6,22,0,0,0,133,51,0,11,0,0,0,63,13,0,3,0,0,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,9,3,4,4,0,27,258,147,76,19,14,22,539,0,12,3,3,0,4,22,0,39,0,4,3,3,49,0,40,3,5,6,0,61,6,17,10,3,0,0,37,8,3,15,0,3,0,33,47,18,15,0,0,0,74,87,3,30,0,0,0,124,65,0,16,0,4,0,90,7,0,3,0,0,0,14,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011035,3,17,9,0,4,10,49,0,8,0,3,0,0,13,4,28,16,4,4,0,59,18,12,14,4,3,0,60,60,7,19,0,0,0,85,105,7,19,0,3,0,135,29,0,3,0,0,0,35,8,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,221,91,81,20,10,9,444,0,7,8,0,0,8,16,0,11,0,0,0,0,11,0,21,0,3,0,0,25,4,10,6,3,3,0,28,3,6,12,0,0,0,19,41,4,20,3,0,0,75,75,12,30,0,0,0,125,53,4,13,0,0,0,74,10,0,0,0,0,0,14,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011036,0,32,3,0,0,0,38,0,14,0,0,0,0,14,3,30,6,0,0,0,42,13,11,8,0,0,0,29,45,11,18,0,0,0,78,107,4,33,0,3,0,149,38,0,14,0,0,0,48,11,0,4,0,0,0,16,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,13,4,0,0,0,16,227,116,94,3,6,5,445,0,13,7,0,0,4,26,0,49,0,0,0,0,51,0,20,6,3,0,0,31,4,17,10,0,0,0,29,3,0,9,0,0,0,21,40,4,16,0,0,0,65,104,11,48,0,3,0,165,106,0,11,0,3,0,118,17,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011037,3,20,9,6,0,3,43,0,6,0,0,0,0,5,17,11,8,18,0,0,55,56,0,19,4,0,0,76,51,0,16,0,0,0,71,103,0,19,0,0,0,124,58,0,8,0,0,0,64,14,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,309,49,79,30,4,12,478,0,8,6,0,0,3,19,0,22,0,0,0,0,26,0,10,15,20,0,0,50,23,0,15,3,0,3,41,11,0,4,3,0,0,26,36,0,11,0,0,0,56,118,0,27,0,0,0,147,70,0,16,0,0,0,90,27,0,3,0,0,0,26,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
