SA2_MAINCODE_2016,C06_N_in_1PF_1C,C06_N_in_1PF_2C,C06_N_in_1PF_3C,C06_N_in_1PF_4mor_c,C06_N_in_1PF_T,C06_1_149_1PF_1C,C06_1_149_1PF_2C,C06_1_149_1PF_3C,C06_1_149_1PF_4mC,C06_1_149_1PF_T,C06_150_299_1PF_1C,C06_150_299_1PF_2C,C06_150_299_1PF_3C,C06_150_299_1PF_4mC,C06_150_299_1PF_T,C06_300_399_1PF_1C,C06_300_399_1PF_2C,C06_300_399_1PF_3C,C06_300_399_1PF_4mC,C06_300_399_1PF_T,C06_400_499_1PF_1C,C06_400_499_1PF_2C,C06_400_499_1PF_3C,C06_400_499_1PF_4mC,C06_400_499_1PF_T,C06_500_649_1PF_1C,C06_500_649_1PF_2C,C06_500_649_1PF_3C,C06_500_649_1PF_4mC,C06_500_649_1PF_T,C06_650_799_1PF_1C,C06_650_799_1PF_2C,C06_650_799_1PF_3C,C06_650_799_1PF_4mC,C06_650_799_1PF_T,C06_800_999_1PF_1C,C06_800_999_1PF_2C,C06_800_999_1PF_3C,C06_800_999_1PF_4mC,C06_800_999_1PF_T,C06_1000_1499_1PF_1C,C06_1000_1499_1PF_2C,C06_1000_1499_1PF_3C,C06_1000_1499_1PF_4mC,C06_1000_1499_1PF_T,C06_1500_1999_1PF_1C,C06_1500_1999_1PF_2C,C06_1500_1999_1PF_3C,C06_1500_1999_1PF_4mC,C06_1500_1999_1PF_T,C06_2000_2499_1PF_1C,C06_2000_2499_1PF_2C,C06_2000_2499_1PF_3C,C06_2000_2499_1PF_4mC,C06_2000_2499_1PF_T,C06_2500_2999_1PF_1C,C06_2500_2999_1PF_2C,C06_2500_2999_1PF_3C,C06_2500_2999_1PF_4mC,C06_2500_2999_1PF_T,C06_3000_3999_1PF_1C,C06_3000_3999_1PF_2C,C06_3000_3999_1PF_3C,C06_3000_3999_1PF_4mC,C06_3000_3999_1PF_T,C06_4000m_1PF_1C,C06_4000m_1PF_2C,C06_4000m_1PF_3C,C06_4000m_1PF_4mo_ch,C06_4000m_1PF_T,C06_Par_inc_st_1PF_1C,C06_Par_inc_st_1PF_2C,C06_Par_inc_st_1PF_3C,C06_Par_inc_st_1PF_4mC,C06_Par_inc_st_1PF_T,C06_All_inc_ns_1PF_1Ch,C06_All_inc_ns_1PF_2C,C06_All_inc_ns_1PF_3C,C06_All_inc_ns_1PF_4mC,C06_All_inc_ns_1PF_T,C06_Tot_1PF_1C,C06_Tot_1PF_2C,C06_Tot_1PF_3C,C06_Tot_1PF_4mC,C06_Tot_1PF_T,C11_N_in_1PF_1C,C11_N_in_1PF_2C,C11_N_in_1PF_3C,C11_N_in_1PF_4mor_c,C11_N_in_1PF_T,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_1PF_T,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_1PF_T,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_1PF_T,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_1PF_T,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_1PF_T,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_1PF_T,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_1PF_T,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_1PF_T,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_1PF_T,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_1PF_T,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_1PF_T,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_1PF_T,C11_4000m_1PF_1C,C11_4000m_1PF_2C,C11_4000m_1PF_3C,C11_4000m_1PF_4mo_ch,C11_4000m_1PF_T,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_1PF_T,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_1PF_T,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_1PF_T,C16_N_in_1PF_1C,C16_N_in_1PF_2C,C16_N_in_1PF_3C,C16_N_in_1PF_4mor_c,C16_N_in_1PF_T,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_1PF_T,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_1PF_T,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_1PF_T,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_1PF_T,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_1PF_T
119041375,3,0,0,0,4,3,0,0,0,7,22,6,3,0,35,21,14,5,3,42,9,3,0,0,13,40,17,15,5,80,26,15,3,0,40,21,7,0,4,34,54,10,11,3,71,15,6,0,0,28,3,6,4,3,19,4,7,0,0,5,3,3,0,0,3,0,0,0,0,0,24,15,8,4,47,16,3,0,0,23,260,123,48,31,466,9,0,0,0,9,6,0,0,0,4,13,9,3,3,29,13,8,3,0,21,19,13,9,3,42,18,3,0,3,29,36,9,11,0,55,37,11,4,3,51,64,29,9,10,105,41,14,5,0,57,18,9,8,0,35,18,6,0,3,28,7,7,0,0,17,0,0,0,0,6,25,13,4,5,51,5,3,3,0,9,333,131,56,35,559,19,8,0,0,27,7,0,0,0,8,16,7,0,3,22,7,3,3,0,14,15,11,4,3,26,16,13,8,0,33
119041376,7,4,0,3,11,17,8,0,0,24,40,17,4,3,56,43,24,17,4,84,9,6,0,0,17,94,48,19,9,158,40,20,7,5,72,61,18,6,0,86,128,48,15,3,191,28,15,5,0,49,12,6,4,4,29,5,4,0,0,15,0,0,0,0,5,0,0,0,0,0,40,30,11,8,85,15,3,5,3,26,543,248,84,37,909,14,7,0,0,24,13,9,0,0,16,23,6,3,0,33,36,11,5,0,55,42,29,3,0,84,33,3,0,0,37,75,37,16,3,139,66,31,7,3,105,141,45,7,3,202,55,31,8,6,99,38,14,6,3,55,14,19,5,0,43,7,3,3,0,19,0,3,0,0,4,39,35,9,4,95,19,9,4,3,30,614,294,88,36,1041,16,9,3,3,32,5,0,0,0,9,22,5,3,4,34,17,6,4,0,24,30,7,3,6,53,43,31,9,3,85
119041377,4,0,0,0,4,12,3,0,0,15,17,11,0,0,28,21,18,3,0,42,8,0,0,0,10,43,25,0,3,72,19,8,5,4,35,26,10,5,0,34,45,23,6,0,76,25,15,0,0,39,5,10,3,0,21,7,4,0,0,9,0,3,4,0,7,0,0,0,0,0,20,13,8,3,38,8,0,0,3,12,262,151,34,17,458,5,7,3,0,11,8,5,0,0,8,14,10,0,0,19,15,5,5,0,24,11,11,4,7,35,17,0,0,0,22,32,18,4,0,60,36,11,0,0,50,67,21,12,3,99,39,14,4,0,58,23,5,0,0,33,6,13,0,0,23,5,5,0,0,11,0,0,0,0,0,18,13,6,0,32,6,0,0,0,13,299,141,44,11,492,13,3,0,3,19,3,3,0,0,5,7,3,3,0,15,7,5,3,0,15,20,3,0,0,25,16,7,0,4,28
119041378,5,5,0,0,11,3,0,0,0,3,11,6,3,0,24,6,8,5,3,27,10,0,0,0,9,33,20,8,0,59,27,3,0,0,28,22,11,0,3,36,56,11,0,3,75,17,9,0,0,23,3,3,0,0,8,8,3,0,0,12,0,0,0,0,0,0,0,0,0,0,17,10,5,0,34,9,3,0,0,12,241,89,23,9,363,4,0,0,0,10,6,0,0,0,5,11,3,0,0,13,13,0,3,0,17,27,15,3,0,45,14,0,3,0,18,28,13,7,0,44,18,4,3,0,28,53,10,3,0,68,32,6,0,0,38,10,3,0,0,16,8,3,0,3,13,3,3,0,0,9,0,0,0,0,0,18,7,3,0,30,3,3,0,0,9,249,75,26,5,361,6,3,0,0,10,0,0,0,0,0,9,3,0,0,11,8,8,0,0,19,6,4,0,0,12,23,7,0,0,37
119041379,10,3,0,0,17,4,0,0,0,5,21,4,0,0,26,35,14,3,0,49,10,0,0,0,12,57,35,8,0,98,32,20,3,3,56,34,14,10,0,56,83,20,10,0,108,22,8,4,0,42,10,8,0,0,23,10,3,0,0,18,0,0,0,3,6,0,0,0,0,0,19,18,11,7,52,10,8,3,0,19,373,159,51,10,585,15,3,0,0,18,8,3,0,0,12,16,8,4,0,25,25,8,0,0,29,42,16,3,0,60,32,8,0,4,42,47,13,4,0,73,42,20,4,0,67,85,27,4,0,116,49,16,3,0,69,23,8,3,0,37,13,10,5,0,28,11,3,4,0,21,0,0,0,0,0,26,12,6,0,51,11,3,0,0,17,437,166,51,14,661,4,3,4,0,14,0,3,0,0,5,13,6,3,0,21,8,10,3,0,22,25,14,0,0,41,29,20,7,3,56
119041380,8,0,0,0,9,9,0,0,0,10,21,7,0,0,21,31,12,3,0,41,16,0,0,0,19,51,23,6,0,87,42,14,0,3,58,28,10,3,0,44,84,15,4,3,104,38,11,4,0,57,10,5,3,0,16,6,4,3,0,12,3,0,0,0,6,0,0,0,0,3,30,8,3,0,42,18,3,0,0,18,378,121,36,12,543,3,3,0,0,7,3,3,0,0,7,14,3,0,0,22,19,8,0,0,34,29,19,4,3,54,16,4,0,0,16,59,11,7,0,85,56,11,8,0,77,67,43,3,3,117,52,34,3,0,88,24,6,7,3,43,22,12,0,0,33,12,5,5,0,23,4,3,0,0,5,37,13,4,3,54,9,0,0,0,13,425,186,40,19,673,8,0,0,0,14,3,0,0,0,3,9,8,0,0,17,12,6,0,0,12,20,6,3,0,32,16,13,6,0,37
119041381,12,5,0,0,19,12,3,0,0,10,19,4,0,0,28,31,9,5,0,47,19,3,0,0,22,76,22,7,4,113,31,22,3,3,60,44,7,3,0,58,78,29,7,4,125,32,18,3,0,53,10,7,0,0,21,9,9,8,0,23,4,4,0,0,5,0,0,0,0,0,22,23,12,3,60,11,4,3,3,22,400,179,58,23,661,7,3,3,3,16,6,3,0,0,9,15,12,5,0,28,20,3,0,3,26,24,17,9,0,54,19,15,4,0,35,35,17,9,3,68,49,11,3,0,66,99,31,4,0,135,46,28,0,3,74,15,8,3,0,29,13,10,0,0,27,14,4,3,0,20,0,0,0,4,3,24,21,9,4,57,11,4,0,0,18,400,178,56,17,658,23,4,0,0,31,9,0,0,0,7,13,7,0,3,20,14,4,0,0,21,25,11,0,0,30,17,11,0,0,28
119041382,3,3,0,0,8,6,3,0,0,11,11,9,0,0,26,30,19,0,0,48,19,0,0,0,24,61,32,7,0,101,30,17,0,0,49,34,10,0,0,44,91,25,3,0,125,25,12,7,0,42,18,3,0,0,18,10,8,0,0,17,4,5,0,0,13,0,0,0,0,0,31,24,5,0,57,8,0,0,0,13,381,172,32,9,590,3,0,0,0,5,4,0,0,0,9,8,3,4,0,14,17,9,5,0,25,19,19,8,0,47,21,7,4,0,28,49,17,5,0,70,45,15,3,0,64,91,30,8,3,122,42,25,6,0,72,27,9,0,0,37,21,19,0,0,41,9,11,3,0,18,0,4,0,0,4,26,29,5,3,64,10,7,0,3,18,392,191,50,14,643,6,0,3,0,10,3,3,0,0,3,9,3,0,0,10,8,4,5,0,15,19,8,0,0,23,45,19,3,3,70
120011383,3,5,0,0,10,6,0,0,0,7,7,6,0,0,19,19,4,4,0,31,13,3,0,0,10,31,15,0,0,46,17,10,5,0,32,25,20,3,0,46,81,35,8,0,121,32,25,7,0,59,15,13,6,0,32,23,10,0,0,33,4,8,0,0,10,3,0,0,0,0,40,27,3,4,75,4,6,3,0,12,331,182,35,6,557,9,5,0,0,16,5,4,0,0,13,12,3,0,0,18,15,11,4,0,32,27,13,6,0,50,11,3,0,0,16,39,10,9,7,58,35,7,3,0,44,75,38,4,0,119,56,20,4,0,84,29,16,0,0,47,44,25,0,0,74,23,11,0,0,33,3,3,0,0,5,34,22,7,0,65,12,0,0,0,17,434,189,52,13,692,16,6,0,0,22,4,0,4,0,10,11,6,0,0,21,14,8,0,0,20,15,5,3,0,26,16,9,3,0,32
120011384,9,4,0,0,13,6,0,4,0,5,3,4,0,0,10,14,0,0,0,17,0,0,0,0,0,26,14,0,0,43,27,10,3,0,40,26,10,3,0,37,68,34,6,0,108,31,9,0,0,45,9,10,0,0,14,12,8,0,0,22,0,0,4,0,6,0,0,0,0,0,18,14,4,0,31,3,0,0,0,3,245,113,27,3,393,15,10,0,0,30,7,0,0,0,10,8,8,0,0,19,11,3,0,0,12,20,11,0,0,31,12,6,0,0,20,23,12,0,0,41,44,8,4,0,54,65,31,10,4,113,51,25,3,0,81,26,7,0,0,35,23,15,0,0,34,4,6,0,0,13,0,3,0,0,4,17,23,9,0,49,3,3,0,0,12,332,168,34,9,548,34,10,0,0,49,0,3,0,0,7,19,8,0,0,27,13,7,4,0,21,8,4,0,0,18,25,10,3,0,39
120011385,3,4,3,0,5,4,0,0,0,3,14,5,0,0,17,13,4,0,0,28,6,0,0,0,6,23,15,0,0,42,26,8,0,0,38,30,13,0,0,42,69,23,3,0,101,38,15,3,0,52,13,3,0,0,16,29,17,3,0,44,8,4,0,0,16,0,0,0,0,3,35,13,3,0,51,8,6,0,0,10,313,131,24,7,480,3,4,0,0,11,3,0,0,0,4,10,3,0,0,14,9,5,0,0,16,15,7,3,0,21,6,0,3,0,13,38,3,0,0,42,25,11,0,0,42,71,22,5,0,91,50,20,3,0,71,28,12,0,0,42,33,20,3,0,60,14,9,0,0,25,3,3,0,0,8,22,18,9,0,53,3,0,0,0,7,329,138,32,11,514,3,3,0,0,8,3,0,0,0,9,3,0,0,0,3,11,4,0,0,14,7,3,0,0,8,18,11,3,0,28
120011386,10,3,0,0,10,5,3,0,0,11,24,6,0,0,29,35,12,3,0,50,9,3,0,0,16,57,18,4,3,83,35,18,3,3,60,37,15,0,0,55,114,34,10,3,156,37,18,3,0,63,19,5,3,3,31,24,10,0,0,31,10,0,0,0,11,0,0,0,0,0,24,21,8,3,60,11,3,0,0,22,456,182,39,18,689,3,3,0,0,11,5,3,0,0,7,15,0,0,0,17,14,12,0,0,25,36,13,5,0,55,27,6,0,0,35,34,12,5,0,56,42,14,3,0,62,91,38,8,3,140,75,24,6,0,103,29,12,0,0,38,44,27,8,0,78,18,10,3,0,37,3,3,4,0,4,43,27,4,0,72,5,10,0,0,15,486,216,47,4,748,6,9,0,0,17,4,0,0,0,3,11,3,0,0,14,12,4,0,0,17,20,10,0,0,34,20,18,0,0,42
120021387,3,0,0,0,3,7,0,0,0,7,9,0,0,0,13,19,6,0,0,29,6,0,0,0,6,37,7,3,0,52,23,7,0,0,26,21,3,3,0,29,65,28,3,0,97,33,11,0,0,42,9,3,0,0,10,30,6,6,0,37,4,4,0,0,14,0,3,0,0,3,32,13,4,0,58,10,0,3,0,8,297,106,27,5,437,10,5,0,0,7,3,0,0,0,5,11,0,0,0,16,10,5,4,0,16,13,4,4,0,22,18,0,0,0,20,28,11,0,0,40,22,4,0,0,31,53,11,0,0,71,32,15,3,0,47,19,0,0,0,19,52,20,3,0,73,12,3,0,0,19,0,0,0,0,0,30,15,3,0,50,4,0,0,0,3,309,96,15,11,434,5,8,0,0,13,0,0,0,0,0,10,3,0,0,12,7,0,0,0,7,14,3,0,0,13,15,4,3,0,19
120021388,7,0,0,0,6,8,3,0,0,10,26,8,0,0,34,47,10,0,3,64,24,5,0,0,26,72,27,7,0,105,42,12,4,0,60,41,21,3,0,64,118,41,4,0,164,54,22,4,0,81,15,11,4,0,26,33,14,3,0,49,3,3,0,0,9,0,0,0,0,0,37,15,8,3,64,6,6,0,0,14,533,195,43,5,771,4,3,0,0,6,10,3,0,0,10,11,3,0,0,22,23,12,3,0,40,53,14,4,0,67,32,5,0,0,40,52,20,5,3,76,44,15,4,0,68,121,36,0,0,154,71,28,3,0,96,33,11,0,0,41,66,26,7,0,100,19,13,3,0,32,0,3,0,0,3,40,23,4,5,79,8,3,0,0,14,580,220,41,10,851,10,3,3,0,18,0,0,0,0,7,14,8,3,0,27,15,3,3,0,18,21,12,0,0,34,28,9,7,0,43
120021389,3,0,0,0,3,5,6,0,0,5,16,7,3,0,21,15,11,7,0,30,12,0,0,0,13,21,11,0,0,33,27,6,0,0,35,27,10,3,0,42,51,21,3,0,75,24,9,0,0,37,11,0,0,0,13,21,5,0,0,37,6,4,0,0,8,0,0,0,0,0,27,12,3,3,47,3,3,0,0,5,270,106,20,5,402,4,3,0,0,5,7,0,0,0,9,5,3,0,0,14,15,3,0,0,24,10,0,3,0,17,8,4,0,0,11,29,6,0,0,33,27,0,0,0,33,54,16,3,0,74,38,12,3,0,54,18,7,0,0,25,32,12,3,0,48,11,5,0,0,13,0,0,0,0,0,18,13,4,0,42,3,0,3,0,5,291,95,21,3,407,6,0,0,0,5,3,0,0,0,3,8,0,0,0,10,3,0,0,0,10,13,3,0,0,17,20,7,3,0,25
120031390,11,4,0,0,16,16,0,0,0,15,39,13,0,0,57,52,22,0,0,82,14,0,0,0,16,95,29,11,0,134,60,14,0,0,79,56,16,5,0,77,114,26,4,0,145,34,14,3,3,51,13,8,0,0,14,16,5,3,0,25,0,3,0,0,7,3,0,0,0,3,34,29,11,3,79,15,8,3,0,23,563,205,45,10,815,13,0,0,0,14,15,3,0,0,18,28,9,0,0,41,39,7,3,0,47,48,23,7,0,75,22,11,0,0,32,64,17,3,0,81,65,20,3,0,88,125,40,5,0,172,78,17,5,0,98,30,14,0,0,41,35,19,0,0,56,4,9,0,0,16,0,0,0,0,3,36,30,8,0,74,10,8,0,0,18,612,228,38,8,883,22,10,0,0,31,7,0,0,0,11,16,5,0,0,20,16,3,3,0,26,31,7,0,0,43,54,16,4,3,74
120031391,30,11,0,0,43,14,7,0,0,23,36,12,7,0,50,35,20,6,0,63,15,0,0,0,12,87,22,0,0,110,37,18,8,0,61,41,7,4,0,53,98,32,6,3,137,28,16,7,0,46,14,3,5,0,17,8,12,0,0,24,0,3,0,0,10,0,3,0,0,3,25,35,17,10,76,10,10,0,0,21,484,206,57,16,758,38,6,3,0,52,7,6,0,0,13,30,8,3,0,42,20,8,3,0,35,34,15,4,0,54,28,10,4,0,36,56,24,5,4,86,52,23,0,0,75,108,29,5,0,140,44,19,5,0,72,29,5,3,0,40,26,8,4,0,41,7,4,6,0,20,6,7,0,0,8,41,36,6,3,84,15,3,0,0,16,539,216,51,17,819,49,7,0,0,53,12,3,0,0,17,23,4,4,0,35,21,11,0,0,37,31,14,3,0,53,30,22,7,0,56
120031392,3,0,0,0,8,3,3,0,0,8,10,3,0,0,12,13,4,3,0,25,7,0,0,0,7,37,12,3,3,62,35,7,3,0,47,26,3,3,0,32,57,14,0,4,77,21,7,3,0,32,3,0,0,0,6,8,3,4,0,16,0,3,0,0,3,0,0,0,0,0,24,17,13,3,51,3,0,0,0,3,246,94,32,9,384,3,0,0,0,3,3,0,0,0,3,13,3,0,0,18,13,8,0,0,20,21,7,0,0,34,8,3,0,0,14,26,10,0,0,40,19,4,0,0,21,68,19,8,0,96,35,17,3,4,58,19,7,0,0,22,15,8,5,0,28,4,0,0,0,6,0,0,0,0,0,24,16,3,0,45,5,0,0,0,8,281,100,25,11,417,6,0,0,0,5,3,0,0,0,0,4,0,0,0,6,9,5,0,0,14,11,0,0,0,11,20,8,3,3,28
120031393,5,5,0,0,10,12,0,3,0,11,16,5,0,0,28,42,12,7,0,52,12,0,0,0,12,61,33,3,0,101,43,18,0,0,62,30,15,0,0,52,98,37,7,3,148,27,16,8,0,51,11,9,3,0,23,4,0,3,0,7,3,0,0,0,8,0,0,0,0,0,34,21,7,5,72,12,5,0,0,18,423,175,47,14,661,15,3,3,0,17,6,7,0,0,11,21,3,4,0,24,25,12,3,0,41,40,14,3,0,58,17,7,3,3,31,51,14,3,0,71,45,19,4,0,70,111,37,8,7,156,51,21,9,0,81,13,12,7,0,34,13,6,4,0,27,8,3,0,0,13,3,3,0,0,5,34,29,8,0,71,10,3,0,0,12,460,192,57,16,732,8,5,3,0,19,0,3,0,0,4,3,0,0,0,7,7,3,0,0,12,26,8,0,0,39,31,13,6,0,47
120031394,3,0,3,0,3,3,4,3,0,9,21,3,3,0,27,52,25,12,0,81,16,6,0,0,18,74,32,3,3,114,50,17,0,0,73,48,5,4,0,58,100,33,0,0,133,34,9,3,0,48,5,3,0,0,15,19,7,0,0,26,3,0,4,0,5,0,0,0,0,0,23,13,10,7,56,18,3,0,0,20,471,161,47,18,700,5,3,0,0,9,5,0,0,0,5,21,10,0,0,31,34,7,4,0,41,47,15,8,3,73,16,11,0,0,26,45,20,8,0,65,42,12,4,0,63,104,39,6,0,149,64,15,3,0,84,24,14,0,0,39,31,10,3,0,53,5,3,0,0,9,0,3,0,0,5,23,22,6,7,53,7,0,0,0,11,459,176,43,12,698,6,3,0,0,11,3,0,0,0,3,14,7,4,0,18,10,6,0,0,15,22,10,0,0,29,37,9,4,0,53
120031395,4,4,0,0,5,7,0,0,0,3,11,3,3,0,22,20,7,3,0,32,12,0,0,0,12,40,11,3,0,62,29,3,0,0,36,38,3,3,0,46,96,16,3,0,119,31,10,4,0,43,7,11,3,0,19,12,14,0,0,24,3,0,0,0,4,0,0,0,0,0,20,15,6,0,35,3,0,0,0,3,337,100,27,3,472,6,0,0,0,6,0,0,3,0,4,10,3,0,0,10,14,0,0,0,12,19,8,3,3,32,14,0,0,0,16,50,8,0,0,56,25,11,3,0,43,65,18,3,0,87,49,14,0,0,57,18,5,3,0,24,20,9,3,0,30,3,3,3,0,9,0,3,0,0,3,29,9,4,3,47,8,3,0,0,11,325,96,25,6,452,3,4,0,0,9,7,0,0,0,7,7,0,0,0,7,3,0,0,0,6,16,5,0,0,16,15,3,3,0,22
120031396,14,13,0,0,25,6,0,0,0,10,17,7,0,0,28,33,8,0,0,41,6,0,0,0,6,49,32,0,3,88,20,12,3,0,27,22,10,0,0,31,45,12,7,0,64,9,3,0,0,13,8,3,0,0,10,3,6,0,0,6,0,0,0,0,3,0,0,0,0,0,18,9,9,3,38,11,3,3,0,15,267,129,17,6,417,19,7,0,0,27,3,3,0,0,10,15,4,0,0,19,22,6,0,0,28,34,10,4,0,54,13,3,3,0,17,33,16,3,0,51,31,9,0,0,41,50,24,4,0,87,25,4,3,0,39,16,3,0,0,20,14,6,0,0,21,4,6,0,3,12,0,0,0,0,4,20,11,3,0,36,3,0,0,0,3,303,126,29,7,461,20,6,0,0,27,8,3,0,0,10,12,5,0,0,17,6,5,0,0,14,14,5,0,0,28,18,10,0,0,35
120031575,31,15,3,0,50,13,6,0,0,17,27,10,3,0,43,35,15,4,0,50,15,0,0,0,22,55,23,3,0,80,38,14,3,3,60,35,15,4,0,55,88,34,3,0,134,33,22,3,0,59,8,14,3,0,26,8,10,0,0,27,9,3,3,0,13,3,3,0,0,5,29,13,10,3,62,20,3,0,0,26,462,208,50,12,728,25,20,0,0,49,7,3,0,0,10,11,8,0,0,27,24,8,0,0,33,36,8,5,3,59,22,11,4,0,42,33,10,3,0,46,44,21,0,0,65,64,31,3,0,104,42,20,4,0,66,23,9,0,0,38,25,20,6,0,56,12,8,5,0,27,3,7,0,0,7,34,37,4,5,80,11,4,0,0,15,428,235,50,15,719,25,18,4,0,45,6,4,0,0,12,14,0,3,0,18,19,3,3,0,24,17,9,0,0,25,28,15,3,0,49
120031576,0,0,0,0,0,3,0,0,0,3,11,4,0,0,13,6,3,0,0,14,3,0,0,0,3,10,4,3,0,18,6,0,0,0,12,0,4,0,0,4,11,6,0,0,22,5,3,0,0,12,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,5,4,0,14,6,4,0,0,10,69,35,14,3,127,4,3,0,0,4,3,3,0,0,3,0,0,0,0,0,0,0,0,0,7,9,0,0,0,9,7,3,0,0,12,7,0,0,0,14,4,4,0,0,10,22,3,3,0,26,4,0,4,0,14,9,0,0,0,7,7,0,0,0,6,0,0,0,0,3,0,0,0,0,0,7,6,5,0,20,3,3,0,0,7,88,38,18,3,137,3,0,0,0,3,0,0,0,0,0,0,4,0,0,9,3,0,0,0,6,0,0,0,0,4,4,6,0,0,9
121011398,46,34,11,0,92,11,3,0,0,16,28,15,5,0,42,38,14,3,0,56,4,3,0,0,12,57,17,8,0,81,47,17,8,0,66,39,16,8,0,69,95,30,8,0,137,39,18,0,0,54,13,6,0,0,22,33,16,3,0,50,6,3,3,0,17,0,0,0,0,3,39,37,10,0,89,12,3,3,0,16,511,236,67,4,822,55,45,9,0,114,15,9,7,0,30,21,14,3,0,36,22,12,0,0,31,38,21,7,0,61,17,14,5,0,29,75,16,0,0,98,69,14,3,0,84,105,38,4,0,145,58,25,4,0,90,31,5,0,0,37,38,25,0,0,63,15,3,4,0,22,5,3,3,0,11,34,26,9,0,67,13,4,0,0,14,608,260,52,13,935,79,24,8,0,112,9,8,0,0,19,24,10,3,0,42,24,9,3,0,37,33,10,0,0,44,40,15,6,0,65
121011399,10,5,0,0,17,10,7,0,0,13,13,3,0,0,20,23,9,0,0,32,7,0,0,0,7,46,9,7,0,59,22,8,0,3,37,26,12,4,0,33,93,23,3,0,121,19,10,3,0,35,11,7,0,0,15,20,5,0,0,25,13,3,0,0,12,0,0,0,0,3,28,16,3,0,53,9,3,0,0,6,341,117,21,11,491,16,3,3,0,22,6,0,0,0,3,6,5,0,0,13,27,3,0,0,32,29,7,3,0,45,11,0,0,0,15,32,14,4,0,53,32,10,0,0,45,75,26,0,0,102,46,18,0,0,67,21,11,3,0,30,40,14,4,0,57,13,3,0,0,18,3,0,0,0,5,23,15,7,0,52,5,0,0,0,5,383,144,36,8,569,12,15,3,0,27,0,0,0,0,3,12,4,0,0,14,5,4,0,0,9,16,0,0,0,21,22,9,0,0,34
121011400,4,4,0,0,13,8,0,0,0,8,10,3,0,0,18,26,4,0,0,29,3,0,0,0,3,45,13,0,0,62,37,12,3,0,54,32,13,4,0,44,92,31,9,0,141,48,22,5,0,70,27,12,0,0,35,37,16,5,0,60,22,6,0,0,31,0,3,0,0,5,34,20,14,4,74,9,3,0,0,8,428,172,51,13,660,11,5,0,0,21,10,3,0,0,12,7,0,0,0,15,14,5,0,0,14,12,10,3,0,27,9,8,0,0,22,24,9,3,0,36,43,8,0,0,56,80,27,7,0,105,68,22,4,3,95,30,13,0,0,47,57,20,15,0,90,19,9,3,0,25,5,6,0,0,10,47,27,18,0,86,4,7,0,3,16,435,181,56,11,681,13,11,0,0,26,8,3,0,0,8,4,3,3,0,15,5,0,0,0,5,6,4,0,0,12,22,4,3,0,28
