SA2_MAINCODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
203021040,76,24,10,0,103,60,14,10,7,87,97,55,13,0,166,61,30,12,0,101,46,12,8,0,66,5,8,0,0,17,8,7,3,0,16,6,0,0,0,7,35,24,10,9,72,12,5,3,0,27,515,223,77,17,832
203021041,49,25,21,9,102,68,33,8,9,111,117,63,17,7,202,55,31,10,3,102,34,8,0,3,45,8,5,0,0,16,3,6,0,0,15,3,0,0,0,6,37,26,17,5,84,11,6,0,0,17,499,267,102,44,906
203021042,28,19,6,3,54,31,25,6,4,62,83,45,14,3,144,41,28,8,3,76,34,16,7,0,51,10,11,0,0,22,7,10,0,0,17,9,0,0,0,12,30,14,4,0,46,3,6,0,0,10,333,196,53,16,602
203021043,38,33,8,3,79,40,23,19,0,79,80,51,19,8,162,38,22,6,3,66,28,19,3,0,52,6,4,0,0,11,8,6,3,0,13,3,3,0,0,11,14,8,14,6,39,4,4,0,0,8,359,217,85,28,692
203021044,35,15,7,3,56,24,29,8,3,70,56,47,13,4,116,28,15,10,0,57,17,9,9,0,33,8,7,0,0,10,3,3,0,0,4,0,0,0,0,0,20,10,5,5,46,3,4,0,0,5,272,187,61,19,547
203021045,74,22,9,3,111,71,31,10,8,111,115,46,20,4,178,51,15,8,3,73,20,15,0,0,33,14,5,3,0,19,0,0,0,0,3,3,0,0,0,4,25,38,6,7,80,17,11,0,3,32,519,265,78,36,896
203021046,13,8,4,0,23,25,9,0,0,32,45,27,7,0,78,21,8,4,0,36,19,11,3,0,25,6,3,0,0,6,5,4,3,3,15,9,0,0,0,8,17,13,4,0,31,3,0,0,0,3,204,93,26,6,330
203021047,33,23,14,9,74,76,23,7,4,109,86,40,5,3,132,51,24,3,3,79,19,15,8,0,42,5,5,0,0,17,3,7,5,0,11,4,0,3,0,8,35,20,8,11,67,16,9,3,3,22,436,220,69,39,761
203031048,36,20,14,0,78,46,15,8,0,70,63,33,6,3,114,44,15,3,3,63,15,7,3,0,31,3,0,0,0,8,0,3,0,0,3,0,3,0,0,3,19,16,11,3,49,3,6,0,0,10,312,177,63,22,579
203031049,17,3,0,0,16,8,6,0,0,8,15,8,7,0,31,9,10,0,0,13,9,3,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,12,3,0,35,3,0,0,0,4,85,46,14,0,148
203031050,35,29,14,3,78,44,32,10,0,91,91,45,21,4,164,47,33,11,4,97,30,13,6,0,47,9,7,3,0,19,13,3,0,0,20,0,0,0,0,4,43,34,11,3,88,8,4,0,0,10,416,258,100,19,798
203031051,17,12,0,0,32,22,6,0,0,29,30,13,7,0,45,11,6,0,0,21,6,5,0,3,11,7,0,0,0,7,3,0,0,0,3,0,0,0,0,0,16,5,7,0,20,19,0,0,0,15,170,71,15,5,269
203031052,4,0,0,0,9,9,4,0,3,19,9,5,3,0,21,3,3,0,0,10,9,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,11,3,0,0,0,5,66,34,13,4,112
203031053,28,16,4,3,58,24,7,6,3,46,62,37,9,0,110,34,23,9,0,60,21,11,3,3,47,10,0,0,0,9,3,5,0,0,7,5,0,0,0,5,37,17,7,4,64,14,0,3,0,14,283,157,48,21,511
204011054,10,4,0,0,15,17,0,0,0,18,23,10,3,0,36,5,4,0,0,8,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,5,6,0,25,0,3,0,0,6,111,42,12,3,166
204011055,11,13,0,0,29,19,7,0,0,33,29,11,5,0,42,9,3,0,0,14,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,3,0,25,6,0,0,0,11,147,79,20,9,254
204011056,34,21,6,3,63,42,20,8,7,76,61,33,8,3,113,43,21,9,4,79,21,5,4,4,32,5,9,3,0,15,8,5,0,0,9,0,0,0,0,0,29,22,11,0,71,12,3,0,0,15,342,208,78,21,647
204011057,11,5,0,0,24,20,7,0,0,22,35,14,0,0,56,18,6,3,3,29,9,4,0,0,11,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,13,17,3,0,33,0,3,0,3,5,161,82,17,6,265
204011058,7,4,0,0,20,8,10,0,0,21,23,3,3,0,27,8,3,5,0,16,5,3,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,8,3,0,0,13,4,0,0,0,3,82,38,9,3,139
204011059,25,14,4,4,49,32,12,4,3,54,39,16,4,0,62,18,5,0,0,25,10,3,0,0,12,3,3,0,0,8,7,0,0,0,10,0,0,0,0,0,13,21,4,0,40,6,0,0,0,9,211,118,37,16,384
204011060,10,3,0,0,17,6,3,0,0,11,9,3,0,0,20,11,0,3,0,11,0,0,0,0,7,3,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,7,0,19,0,0,0,0,0,64,32,13,4,114
204011061,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,8
204011062,6,4,3,0,19,10,0,0,0,9,11,0,3,0,12,6,3,0,0,7,7,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,9,3,0,0,0,5,80,22,16,6,124
204021063,51,15,16,4,85,38,6,9,7,66,53,14,3,3,79,18,7,0,0,29,11,3,0,0,12,7,3,0,0,9,0,0,0,0,8,3,0,0,0,3,19,19,9,3,47,8,5,3,3,22,299,131,63,27,519
204021064,4,3,0,0,9,4,0,0,0,9,10,0,0,0,13,6,3,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,11,3,0,0,0,3,54,19,10,4,90
204021065,15,10,3,0,20,6,4,0,0,16,22,12,0,0,33,5,0,3,0,16,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,16,0,0,0,0,3,93,57,11,4,168
204021066,63,39,12,3,116,72,32,12,10,117,102,34,21,7,162,49,14,6,0,65,23,9,3,0,40,3,10,3,4,17,5,7,0,0,11,0,3,0,0,5,41,23,14,3,73,18,8,11,0,39,507,256,113,30,909
204021067,16,7,0,0,25,14,10,0,0,30,36,11,5,0,50,14,6,0,0,21,6,0,0,0,6,3,0,0,0,5,0,0,0,0,0,3,3,0,0,3,12,10,0,0,28,0,3,0,0,4,137,74,13,12,225
204031068,13,8,0,0,24,15,5,3,0,27,25,5,5,0,36,6,3,0,0,10,3,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,17,5,0,0,23,4,0,0,0,3,120,42,16,8,176
204031069,20,8,3,0,31,33,4,0,0,38,25,12,6,0,48,6,5,5,0,22,8,3,0,0,10,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,9,10,4,0,27,7,0,0,0,4,151,78,29,6,258
204031070,5,3,0,0,9,6,4,0,0,12,12,4,3,0,19,9,0,0,0,13,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,6,4,0,0,0,4,55,32,8,6,100
204031071,15,8,4,3,28,16,0,3,0,16,21,3,0,0,33,8,3,0,0,14,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,4,0,19,3,0,3,0,6,103,41,24,3,175
204031072,6,3,0,0,13,12,5,3,0,22,19,8,0,0,29,8,3,0,0,12,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,5,0,3,18,0,0,0,0,3,91,50,16,3,161
204031073,46,30,16,7,96,50,21,6,4,87,80,48,16,4,151,47,20,3,0,73,24,11,3,4,40,5,0,0,0,6,3,3,0,0,4,0,0,0,0,4,21,22,16,9,58,6,3,0,0,11,387,232,96,35,756
204031074,69,39,15,6,128,73,30,18,12,134,138,74,19,13,247,48,34,13,0,95,34,21,0,0,53,6,3,3,3,14,8,0,0,3,10,3,0,0,0,3,57,27,12,6,108,14,12,5,0,25,629,361,118,61,1162
204031075,8,9,0,0,16,3,5,4,0,13,18,3,0,0,23,8,3,0,0,16,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,14,0,0,0,0,0,63,41,14,3,125
205011076,45,20,10,7,82,34,20,14,9,75,91,48,13,4,154,32,15,12,6,65,8,10,6,3,24,8,0,0,0,6,0,0,4,0,4,3,0,0,0,7,31,21,5,5,67,12,3,0,0,12,358,209,87,33,688
205011077,5,3,5,0,19,11,8,7,0,25,18,9,5,0,34,16,3,0,3,22,7,5,0,0,10,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,7,8,3,0,23,3,0,0,0,4,99,57,26,4,192
205011078,21,9,5,0,39,17,9,3,4,36,34,10,6,0,55,18,10,3,3,27,5,5,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,11,10,0,31,3,3,0,0,5,149,91,41,10,290
205011079,42,26,4,5,82,42,26,10,8,86,81,47,18,7,151,52,17,8,3,83,20,13,4,0,45,6,3,0,0,15,0,4,0,0,5,4,0,0,0,5,36,21,8,9,78,9,5,3,0,11,423,231,81,39,776
205021080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021081,46,36,16,4,104,48,29,10,4,85,63,31,6,4,103,27,20,5,3,58,9,3,7,0,22,4,7,0,0,11,3,0,0,0,3,0,3,0,0,6,28,27,7,7,70,17,0,0,3,17,361,218,69,37,685
205021082,14,10,0,0,32,10,10,0,0,21,37,11,7,3,56,16,3,0,0,14,8,0,0,0,11,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,6,3,0,21,6,0,0,0,10,142,70,16,11,243
205021083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205021084,26,10,6,6,49,29,12,4,0,44,41,12,3,3,60,19,3,0,0,25,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,19,14,8,0,46,12,3,0,0,17,221,99,32,19,365
205021085,20,10,4,3,31,20,10,3,0,26,30,3,7,0,38,6,0,0,0,12,10,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,13,3,0,25,3,0,0,0,4,141,63,23,6,242
205021086,13,3,4,0,20,11,4,3,0,21,30,6,6,4,52,11,4,0,0,18,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,12,0,3,0,0,6,119,45,15,12,189
205031087,22,3,4,0,26,21,4,0,0,24,21,6,3,0,36,9,3,0,0,16,13,0,0,0,13,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,14,14,5,3,42,8,0,0,0,6,168,62,23,6,252
205031088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031089,15,11,7,0,34,31,7,3,0,51,36,9,6,0,57,18,4,0,0,22,3,0,3,0,9,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,18,11,0,3,27,9,0,0,0,5,191,98,44,12,355
205031090,25,12,5,3,41,38,12,7,4,53,34,22,8,6,69,24,13,3,0,33,13,0,0,0,11,3,3,0,0,8,3,7,0,0,9,0,0,0,0,3,26,11,6,7,48,3,3,3,0,12,219,126,39,15,400
205031091,32,22,7,3,64,29,11,7,0,56,52,22,6,4,82,16,14,0,0,29,4,7,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,25,21,11,3,60,4,3,0,0,9,251,146,43,13,456
205031092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205031093,74,24,20,10,133,69,22,10,4,105,106,41,4,8,157,30,32,3,0,66,12,9,0,0,19,5,3,0,0,4,4,5,0,0,6,0,0,0,0,4,41,40,11,10,104,14,4,3,0,26,535,288,88,47,951
205041094,25,18,13,3,55,22,15,9,6,49,42,25,9,3,79,24,4,7,3,39,10,14,0,0,20,7,0,0,0,10,3,0,0,0,3,3,0,0,0,6,21,14,8,0,42,11,3,0,0,13,254,142,58,22,480
205041095,88,23,28,4,149,66,31,16,7,116,92,26,17,3,135,40,17,0,3,63,20,14,0,0,32,11,8,0,0,18,11,0,0,3,12,4,0,0,0,5,44,33,19,9,101,24,12,4,3,42,588,258,110,44,1000
205041096,49,29,11,7,97,55,23,6,4,95,80,44,10,5,141,20,11,7,0,45,12,9,3,0,25,11,3,3,0,12,0,0,0,0,3,4,0,0,0,5,41,18,5,7,69,24,8,3,0,34,474,243,96,61,873
205041097,75,45,17,3,147,65,30,11,12,128,120,60,21,3,202,71,38,13,6,133,32,15,3,3,53,18,7,5,0,27,4,6,0,0,14,6,0,3,0,11,56,31,13,9,104,16,6,0,0,24,662,374,129,59,1221
205041098,12,4,0,0,14,13,9,0,3,29,12,6,5,0,26,8,4,3,0,10,7,3,0,0,10,0,3,0,0,3,0,3,0,0,3,0,0,0,0,4,3,3,5,0,13,4,0,0,0,4,88,47,21,9,167
205051099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205051100,3,3,0,0,12,7,0,0,0,9,24,4,3,3,34,3,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,3,11,0,0,0,0,0,66,22,6,10,110
205051101,39,23,12,7,73,36,5,8,3,52,60,29,10,3,102,19,9,3,0,31,12,8,3,0,23,5,0,0,0,5,3,5,0,0,9,0,0,0,0,0,22,15,4,3,46,3,3,0,0,6,268,146,71,24,508
205051102,4,3,0,0,9,10,3,0,0,10,18,0,0,7,18,4,0,0,0,10,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,12,3,3,0,21,0,0,0,0,3,71,26,9,12,116
205051103,41,27,12,4,82,51,20,6,0,81,61,29,17,8,116,29,21,7,4,61,21,8,0,0,20,7,0,3,0,7,3,3,4,0,6,3,0,0,0,6,28,18,12,4,56,12,7,0,0,24,361,187,78,29,653
205051104,12,6,3,4,27,15,10,0,4,24,16,12,0,0,32,4,7,0,0,9,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,4,0,0,0,5,109,54,20,5,184
206011105,46,9,3,3,58,50,10,0,0,60,100,25,5,4,134,61,23,0,0,80,45,13,6,0,63,13,5,0,0,20,11,8,0,0,19,5,0,0,0,6,29,16,4,4,53,6,3,0,0,9,445,157,31,10,639
206011106,18,4,3,0,28,37,8,0,0,45,34,18,0,0,57,28,8,0,0,41,18,14,0,0,30,10,3,0,0,12,4,3,0,0,8,0,0,0,0,4,9,13,3,0,32,4,0,0,0,4,202,84,13,3,306
206011107,26,6,0,0,39,35,9,0,0,46,54,23,3,0,85,41,10,5,0,56,28,3,4,0,35,7,3,0,0,10,0,11,0,0,11,6,3,0,0,11,29,17,3,0,50,8,0,3,0,9,300,117,27,3,448
206011108,50,15,3,0,70,67,17,3,4,88,141,51,7,3,203,62,35,7,0,100,43,29,3,4,80,18,6,0,0,26,14,12,3,0,32,3,3,3,0,9,44,42,8,4,91,7,0,3,0,14,549,253,52,16,879
206011109,17,3,5,0,25,19,12,0,0,33,49,19,3,0,75,31,18,5,4,53,23,12,0,0,34,10,4,3,0,12,3,3,0,0,14,5,0,0,0,7,13,13,7,0,34,3,3,0,0,3,196,103,30,10,340
206021110,16,4,0,0,24,21,8,0,0,32,31,13,3,0,48,25,10,3,0,42,12,8,0,0,20,4,4,0,0,14,11,3,3,0,18,6,0,0,0,12,10,11,3,0,20,4,0,0,0,4,176,75,21,0,272
206021111,47,12,0,0,57,61,19,4,0,86,97,31,18,3,147,66,28,5,0,103,31,23,8,0,63,12,3,3,0,22,16,18,0,0,45,9,7,3,0,16,32,33,4,0,70,4,0,0,0,5,479,227,52,3,758
206021112,36,10,4,0,51,37,9,3,0,47,84,42,3,0,128,36,17,3,0,59,32,20,8,0,54,6,5,0,0,17,6,16,3,0,24,0,5,0,0,7,33,7,4,0,50,3,3,0,0,7,374,169,42,5,586
206031113,26,7,0,0,37,32,12,4,0,42,58,29,3,0,88,39,20,0,0,60,27,9,3,3,37,12,6,0,0,12,9,9,0,0,18,5,9,3,0,13,28,17,6,3,46,7,7,3,4,24,347,158,42,15,565
206031114,50,14,10,3,76,41,18,5,0,71,107,43,11,0,166,60,33,11,3,113,62,24,4,0,88,23,6,6,0,39,20,11,5,0,40,13,12,0,0,25,45,22,16,0,86,18,0,3,0,22,536,221,76,8,842
206031115,31,9,0,0,39,27,5,7,5,36,32,17,4,3,61,17,3,3,0,29,12,8,0,0,20,5,3,0,0,10,6,0,0,0,4,4,0,0,0,3,16,10,6,3,38,14,9,3,4,30,272,109,52,37,473
206031116,15,11,3,0,30,20,3,3,0,31,56,12,6,0,76,34,19,4,0,63,25,12,0,0,36,7,9,3,0,22,10,5,3,0,18,4,3,3,0,13,25,7,3,0,37,6,0,0,0,6,255,116,28,3,401
206041117,22,12,4,5,37,23,12,5,0,36,40,23,7,0,68,18,6,0,0,17,10,3,0,0,13,5,0,0,0,7,6,5,0,0,12,0,0,0,0,3,14,9,3,0,34,12,5,0,4,25,255,118,29,23,427
206041118,4,3,0,0,12,11,0,0,0,16,29,4,0,0,39,18,3,0,0,22,17,3,0,0,18,8,3,0,0,10,10,3,0,0,14,12,0,0,0,15,7,3,0,0,16,3,0,0,0,3,168,34,0,0,210
206041119,0,0,0,0,0,0,0,0,0,0,9,3,0,0,11,3,0,0,0,5,9,0,0,0,9,10,0,0,0,10,4,3,0,0,8,7,3,0,0,12,5,0,0,0,7,3,0,0,0,3,50,8,6,0,62
206041120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206041121,19,3,0,0,22,21,12,0,3,33,23,11,5,0,44,21,5,0,0,29,17,9,0,0,30,6,0,0,0,12,8,3,0,0,12,3,4,0,0,8,13,8,7,0,30,3,3,0,0,7,191,81,21,9,305
206041122,20,4,0,3,29,14,7,0,0,21,28,19,0,0,48,25,3,0,0,31,18,3,0,0,21,11,3,0,0,12,15,0,0,0,16,3,3,0,0,11,16,7,3,0,26,5,3,0,0,11,297,89,13,3,404
206041123,24,15,3,5,44,21,9,0,3,40,56,25,3,3,87,33,11,0,0,44,26,9,0,0,40,0,0,0,0,4,8,3,0,0,18,6,3,0,0,5,15,19,5,0,35,3,3,0,0,14,323,138,27,28,516
206041124,3,0,0,0,6,9,0,0,0,9,11,0,0,0,17,5,0,0,0,5,6,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,74,17,3,3,95
206041125,3,0,0,0,3,5,0,0,0,8,16,7,0,0,19,14,0,0,0,17,3,3,0,0,14,3,0,0,0,7,12,8,0,0,19,3,3,0,0,12,6,9,0,0,13,0,0,0,0,0,84,42,5,0,127
206041126,16,8,0,0,19,15,0,0,0,20,31,11,0,0,45,35,10,0,0,41,24,3,0,0,29,7,5,0,0,11,20,3,0,0,20,12,3,0,0,17,17,4,0,0,27,0,0,0,0,0,246,58,12,0,312
206041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051128,14,6,0,0,18,16,5,0,0,25,55,13,5,0,63,34,15,0,0,50,28,12,3,0,47,11,0,0,0,14,22,17,0,0,33,14,4,0,0,22,22,16,3,0,48,5,0,0,0,5,259,106,18,4,384
206051129,27,9,0,0,29,28,5,0,0,31,50,12,3,0,72,45,18,4,0,63,29,7,0,0,37,11,4,0,0,14,21,9,0,0,34,11,3,0,0,12,25,17,4,0,46,7,5,0,0,7,319,106,15,0,443
206051130,29,14,0,0,45,44,8,0,0,50,67,27,3,3,93,44,13,0,0,57,28,16,0,0,46,7,0,0,0,13,13,11,7,0,32,10,5,3,0,12,38,12,5,0,56,10,5,0,0,14,345,147,23,7,526
206051131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206051132,24,7,0,0,30,14,9,0,0,22,35,7,0,5,45,29,5,0,0,33,17,7,0,0,26,6,0,0,0,6,9,13,3,0,24,5,3,0,0,3,24,11,9,3,39,3,0,0,0,4,234,93,16,11,353
206051133,38,8,0,0,49,39,4,0,0,46,85,26,0,4,109,52,6,3,0,64,25,11,0,0,41,8,4,0,0,11,18,11,0,0,24,12,3,0,0,14,37,16,8,0,60,8,0,0,0,7,418,110,17,3,541
206051134,31,12,0,0,47,26,6,0,0,33,49,9,0,0,57,39,15,0,0,57,32,15,0,0,45,5,8,0,0,13,11,9,0,0,19,3,3,0,0,4,22,11,3,0,38,4,0,0,0,3,287,110,16,7,416
206061135,12,7,3,0,13,13,5,0,0,22,33,7,8,0,45,14,5,0,0,25,20,4,0,0,30,6,3,0,0,7,9,3,3,0,15,7,3,3,0,10,10,3,0,3,24,3,0,0,0,5,165,54,22,8,244
206061136,18,5,0,0,25,30,3,0,0,37,51,19,0,0,64,39,11,3,0,53,30,9,0,0,41,20,3,0,0,21,13,8,3,0,23,11,5,0,0,16,33,22,4,0,60,6,4,0,3,13,305,104,20,8,431
206061137,24,10,3,0,32,21,3,3,0,28,56,23,3,0,82,35,6,0,0,39,22,10,0,0,32,3,0,0,0,4,20,12,5,4,44,15,6,0,0,24,33,15,3,0,48,3,0,0,0,9,321,117,31,9,485
206061138,14,12,3,0,23,20,3,3,0,25,32,4,0,0,40,26,11,0,0,40,25,8,0,0,35,10,3,0,0,16,14,15,3,3,34,19,9,4,0,33,22,11,5,0,49,0,3,0,0,4,230,107,29,7,366
206071139,3,4,0,0,4,11,0,0,0,14,23,5,0,0,26,14,0,0,0,18,11,5,0,0,18,3,0,0,0,3,12,3,0,0,13,8,0,0,0,9,17,4,0,0,20,0,0,0,0,0,124,26,6,0,154
206071140,11,0,0,0,12,7,6,0,0,11,34,3,0,0,40,17,5,0,0,24,22,5,0,0,27,11,4,0,0,11,10,4,0,0,9,6,8,0,0,12,11,4,3,0,13,0,3,0,0,4,157,57,8,3,228
206071141,24,4,3,8,38,22,3,3,0,27,28,8,0,5,42,9,4,0,0,19,7,5,0,0,10,7,0,0,0,7,7,5,0,0,7,0,0,0,0,0,15,8,0,4,24,6,3,5,0,22,209,79,27,29,343
206071142,17,12,3,0,33,22,5,5,3,35,26,13,3,3,48,12,3,0,0,12,7,11,3,0,21,3,3,0,0,5,5,3,3,0,11,3,0,4,0,9,18,7,3,0,30,8,3,0,5,18,215,102,30,20,363
206071143,15,8,0,3,24,25,11,0,3,30,27,12,0,0,42,26,9,0,0,34,16,13,0,0,34,4,3,0,0,7,3,10,0,0,16,7,3,0,0,14,21,10,7,0,37,3,0,0,0,7,195,97,15,11,320
206071144,65,14,3,0,79,54,19,5,0,82,94,27,8,5,137,70,40,7,0,110,36,18,4,0,62,19,10,0,0,28,18,16,0,0,37,13,7,0,0,23,37,41,10,0,95,11,3,3,3,22,617,274,62,25,983
206071145,9,3,0,0,16,19,3,0,0,25,18,8,0,0,35,26,10,0,0,31,19,4,0,0,23,5,0,0,0,6,5,6,3,0,16,5,3,0,0,12,13,7,3,4,27,4,0,0,0,4,152,69,8,3,232
207011146,8,0,0,0,12,20,7,0,0,30,17,12,0,0,31,19,10,0,0,30,13,9,3,0,20,9,0,0,0,10,3,12,3,0,19,8,3,0,0,9,15,12,3,0,30,9,0,0,0,9,162,75,22,7,265
207011147,29,13,0,0,42,26,12,5,0,44,67,31,3,0,102,51,24,3,0,81,23,27,3,0,58,8,12,0,0,25,17,12,4,4,41,16,9,0,0,25,25,13,12,3,51,7,0,0,0,3,382,216,51,15,658
207011148,23,14,6,0,47,33,16,0,0,50,78,39,7,0,132,36,27,5,4,78,52,23,6,0,76,16,8,0,0,30,22,20,3,0,46,11,7,7,0,24,26,26,4,0,66,9,3,0,0,13,409,276,57,16,753
207011149,23,9,0,0,34,37,15,3,0,51,56,33,10,0,96,55,21,5,0,77,42,24,7,0,70,16,10,0,0,31,15,17,3,0,46,14,5,9,0,25,26,34,17,3,75,6,3,3,0,13,367,198,62,11,644
207011150,11,3,0,0,16,32,6,0,0,36,49,14,8,0,71,42,15,7,0,69,27,10,3,0,48,13,7,0,0,24,13,14,0,0,27,17,3,0,0,19,21,7,4,0,42,5,0,3,0,6,290,112,36,6,441
207011151,19,10,0,0,26,16,14,0,0,30,55,16,8,0,73,39,7,5,0,51,41,16,0,0,57,11,0,0,0,21,14,8,3,0,26,14,17,4,0,29,28,19,11,0,56,10,0,0,0,7,304,121,32,8,467
207011152,15,4,0,0,20,23,9,0,0,31,51,19,4,0,73,31,12,4,3,51,18,14,3,0,37,9,4,0,0,13,17,14,4,0,34,18,3,0,0,24,21,17,8,0,43,3,3,0,0,4,252,117,24,6,400
207011153,24,5,3,0,32,36,18,3,0,60,82,32,11,0,122,54,19,7,0,77,60,26,7,3,96,20,15,3,0,40,20,32,10,4,67,16,17,3,0,39,38,44,9,0,91,8,3,0,0,14,461,262,66,12,803
207011154,12,3,0,0,13,11,5,0,0,15,16,15,3,0,36,14,5,0,0,20,18,9,0,0,29,9,6,0,0,13,11,7,0,0,15,10,7,0,0,13,7,6,0,0,15,7,0,0,0,4,127,81,11,3,225
