SA2_MAINCODE_2016,C06_Budh_0_14_yrs,C06_Budh_15_24,C06_Budh_25_34,C06_Budh_35_44,C06_Budh_45_54,C06_Budh_55_64,C06_Budh_65_74,C06_Budh_75_84,C06_Budh_85ov,C06_Budh_Tot,C06_C_Ang_0_14,C06_C_Ang_15_24,C06_C_Ang_25_34,C06_C_Ang_35_44,C06_C_Ang_45_54,C06_C_Ang_55_64,C06_C_Ang_65_74,C06_C_Ang_75_84,C06_C_Ang_85ov,C06_C_Ang_Tot,C06_C_As_Apo_0_14,C06_C_As_Apo_15_24,C06_C_As_Apo_25_34,C06_C_As_Apo_35_44,C06_C_As_Apo_45_54,C06_C_As_Apo_55_64,C06_C_As_Apo_65_74,C06_C_As_Apo_75_84,C06_C_As_Apo_85ov,C06_C_As_Apo_Tot,C06_C_Bap_0_14,C06_C_Bap_15_24,C06_C_Bap_25_34,C06_C_Bap_35_44,C06_C_Bap_45_54,C06_C_Bap_55_64,C06_C_Bap_65_74,C06_C_Bap_75_84,C06_C_Bap_85ov,C06_C_Bap_Tot,C06_C_Breth_0_14,C06_C_Breth_15_24,C06_C_Breth_25_34,C06_C_Breth_35_44,C06_C_Breth_45_54,C06_C_Breth_55_64,C06_C_Breth_65_74,C06_C_Breth_75_84,C06_C_Breth_85ov,C06_C_Breth_Tot,C06_C_Cath_0_14,C06_C_Cath_15_24,C06_C_Cath_25_34,C06_C_Cath_35_44,C06_C_Cath_45_54,C06_C_Cath_55_64,C06_C_Cath_65_74,C06_C_Cath_75_84,C06_C_Cath_85ov,C06_C_Cath_Tot,C06_C_Ch_Chr_0_14,C06_C_Ch_Chr_15_24,C06_C_Ch_Chr_25_34,C06_C_Ch_Chr_35_44,C06_C_Ch_Chr_45_54,C06_C_Ch_Chr_55_64,C06_C_Ch_Chr_65_74,C06_C_Ch_Chr_75_84,C06_C_Ch_Chr_85ov,C06_C_Ch_Chr_Tot,C06_C_E_Orth_0_14,C06_C_E_Orth_15_24,C06_C_E_Orth_25_34,C06_C_E_Orth_35_44,C06_C_E_Orth_45_54,C06_C_E_Orth_55_64,C06_C_E_Orth_65_74,C06_C_E_Orth_75_84,C06_C_E_Orth_85ov,C06_C_E_Orth_Tot,C06_C_Jeh_Wit_0_14,C06_C_Jeh_Wit_15_24,C06_C_Jeh_Wit_25_34,C06_C_Jeh_Wit_35_44,C06_C_Jeh_Wit_45_54,C06_C_Jeh_Wit_55_64,C06_C_Jeh_Wit_65_74,C06_C_Jeh_Wit_75_84,C06_C_Jeh_Wit_85ov,C06_C_Jeh_Wit_Tot,C06_C_La_Da_Sai_0_14,C06_C_La_Da_Sai_15_24,C06_C_La_Da_Sai_25_34,C06_C_La_Da_Sai_35_44,C06_C_La_Da_Sai_45_54,C06_C_La_Da_Sai_55_64,C06_C_La_Da_Sai_65_74,C06_C_La_Da_Sai_75_84,C06_C_La_Da_Sai_85ov,C06_C_La_Da_Sai_Tot,C06_C_Luth_0_14,C06_C_Luth_15_24,C06_C_Luth_25_34,C06_C_Luth_35_44,C06_C_Luth_45_54,C06_C_Luth_55_64,C06_C_Luth_65_74,C06_C_Luth_75_84,C06_C_Luth_85ov,C06_C_Luth_Tot,C06_C_Ori_Orth_0_14,C06_C_Ori_Orth_15_24,C06_C_Ori_Orth_25_34,C06_C_Ori_Orth_35_44,C06_C_Ori_Orth_45_54,C06_C_Ori_Orth_55_64,C06_C_Ori_Orth_65_74,C06_C_Ori_Orth_75_84,C06_C_Ori_Orth_85ov,C06_C_Ori_Orth_Tot,C06_C_Oth_Prot_0_14,C06_C_Oth_Prot_15_24,C06_C_Oth_Prot_25_34,C06_C_Oth_Prot_35_44,C06_C_Oth_Prot_45_54,C06_C_Oth_Prot_55_64,C06_C_Oth_Prot_65_74,C06_C_Oth_Prot_75_84,C06_C_Oth_Prot_85ov,C06_C_Oth_Prot_Tot,C06_C_Pentec_0_14,C06_C_Pentec_15_24,C06_C_Pentec_25_34,C06_C_Pentec_35_44,C06_C_Pentec_45_54,C06_C_Pentec_55_64,C06_C_Pentec_65_74,C06_C_Pentec_75_84,C06_C_Pentec_85ov,C06_C_Pentec_Tot,C06_C_Pres_Ref_0_14,C06_C_Pres_Ref_15_24,C06_C_Pres_Ref_25_34,C06_C_Pres_Ref_35_44,C06_C_Pres_Ref_45_54,C06_C_Pres_Ref_55_64,C06_C_Pres_Ref_65_74,C06_C_Pres_Ref_75_84,C06_C_Pres_Ref_85ov,C06_C_Pres_Ref_Tot,C06_C_Sal_Army_0_14,C06_C_Sal_Army_15_24,C06_C_Sal_Army_25_34,C06_C_Sal_Army_35_44,C06_C_Sal_Army_45_54,C06_C_Sal_Army_55_64,C06_C_Sal_Army_65_74,C06_C_Sal_Army_75_84,C06_C_Sal_Army_85ov,C06_C_Sal_Army_Tot,C06_C_Se_da_Adv_0_14,C06_C_Se_da_Adv_15_24,C06_C_Se_da_Adv_25_34,C06_C_Se_da_Adv_35_44,C06_C_Se_da_Adv_45_54,C06_C_Se_da_Adv_55_64,C06_C_Se_da_Adv_65_74,C06_C_Se_da_Adv_75_84,C06_C_Se_da_Adv_85ov,C06_C_Se_da_Adv_Tot,C06_C_Uni_Ch_0_14,C06_C_Uni_Ch_15_24,C06_C_Uni_Ch_25_34,C06_C_Uni_Ch_35_44,C06_C_Uni_Ch_45_54,C06_C_Uni_Ch_55_64,C06_C_Uni_Ch_65_74,C06_C_Uni_Ch_75_84,C06_C_Uni_Ch_85ov,C06_C_Uni_Ch_Tot,C06_C_Chi_nfd_0_14,C06_C_Chi_nfd_15_24,C06_C_Chi_nfd_25_34,C06_C_Chi_nfd_35_44,C06_C_Chi_nfd_45_54,C06_C_Chi_nfd_55_64,C06_C_Chi_nfd_65_74,C06_C_Chi_nfd_75_84,C06_C_Chi_nfd_85ov,C06_C_Chi_nfd_Tot,C06_C_Oth_Chr_0_14,C06_C_Oth_Chr_15_24,C06_C_Oth_Chr_25_34,C06_C_Oth_Chr_35_44,C06_C_Oth_Chr_45_54,C06_C_Oth_Chr_55_64,C06_C_Oth_Chr_65_74,C06_C_Oth_Chr_75_84,C06_C_Oth_Chr_85ov,C06_C_Oth_Chr_Tot
101041017,0,3,3,8,10,7,0,0,0,39,292,158,195,235,322,412,311,264,74,2257,0,0,0,0,0,0,0,0,0,0,15,13,7,13,12,16,17,12,0,102,0,0,0,0,0,0,0,0,0,0,383,242,190,245,272,280,199,108,32,1952,0,0,0,0,3,0,0,3,0,5,14,4,6,20,5,17,15,3,3,92,12,11,5,13,7,15,5,0,0,67,3,0,0,0,0,0,0,0,0,4,3,0,4,3,13,12,8,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,19,9,5,13,15,6,4,0,0,74,10,3,12,25,44,73,70,30,13,282,13,7,3,7,3,8,3,0,0,42,5,0,0,0,3,3,0,0,0,11,57,37,17,41,56,60,51,45,18,387,18,17,11,16,12,18,4,0,3,90,0,0,0,0,0,0,0,0,0,4
101041018,4,7,3,12,11,9,4,0,0,40,319,193,149,229,322,408,348,260,90,2317,0,0,0,0,0,0,0,0,0,0,18,5,3,9,13,11,13,8,7,99,0,0,0,0,0,0,0,0,0,0,371,212,154,264,279,293,297,159,41,2057,3,0,0,0,3,0,3,0,0,9,13,3,10,6,3,17,19,3,0,77,10,8,13,10,10,11,10,7,0,85,0,0,0,0,0,0,0,0,0,4,6,7,9,11,4,18,14,17,0,83,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,3,8,4,15,4,6,12,6,3,0,50,22,18,16,31,59,55,66,63,15,339,5,3,4,0,3,7,4,0,0,27,0,0,0,0,0,3,3,3,0,8,68,32,22,39,54,86,64,78,25,469,38,12,8,10,25,18,7,6,0,124,0,0,0,0,0,0,0,0,0,5
101041019,9,0,10,15,11,9,3,0,0,53,382,217,194,275,341,336,273,214,78,2312,0,0,0,0,0,0,0,0,0,0,16,4,4,12,4,9,7,10,6,86,0,0,0,0,0,0,0,0,0,0,381,230,172,214,306,211,185,116,32,1850,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,21,7,6,3,9,12,9,3,0,0,47,0,7,0,3,3,0,0,3,0,18,0,0,0,0,8,5,8,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,7,9,10,0,7,0,0,51,17,23,12,36,43,43,45,35,13,269,12,4,0,5,4,6,5,0,0,32,3,3,3,4,0,4,0,3,0,26,56,36,16,43,73,66,53,35,21,397,53,16,18,20,21,17,0,8,0,146,4,0,0,0,0,0,0,0,0,3
101041020,23,8,5,23,33,30,0,0,0,128,426,228,133,352,452,393,259,127,27,2391,0,0,0,0,0,0,0,0,0,0,23,9,6,16,16,21,7,0,0,92,0,0,0,0,0,0,0,0,0,3,276,163,103,232,285,225,117,61,9,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,3,3,3,4,3,4,0,0,21,10,0,0,3,0,3,0,0,0,14,3,3,0,9,11,11,9,7,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,16,10,3,3,5,5,0,5,0,0,29,5,17,7,40,61,63,30,29,3,252,9,0,0,0,8,4,3,0,0,20,19,8,6,6,10,8,3,4,0,63,54,33,17,49,73,80,37,14,3,360,35,21,3,26,35,19,13,3,4,159,4,3,3,3,5,0,0,0,0,14
101041021,3,8,3,7,4,8,0,0,0,24,95,44,32,79,103,122,96,87,32,691,0,0,0,0,0,0,0,0,0,0,15,3,0,3,9,4,4,3,0,36,0,0,0,0,0,0,0,0,0,0,92,55,39,61,85,76,73,56,9,550,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,4,11,15,0,44,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,5,3,10,12,20,9,29,9,106,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,5,3,19,16,20,19,15,5,111,0,0,0,7,5,3,0,3,3,17,0,0,0,0,0,0,0,0,0,0
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,3,4,0,4,10,0,0,0,0,17,165,89,67,124,144,146,119,57,20,923,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,21,0,0,0,0,0,0,0,0,0,0,143,99,73,99,110,92,86,36,5,735,0,6,0,0,0,3,5,0,0,10,3,0,0,8,0,0,0,0,0,16,5,0,0,3,4,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,6,3,14,20,35,29,20,10,142,0,0,0,0,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,25,9,4,22,32,22,16,9,0,139,7,0,0,3,0,5,3,0,0,18,0,0,0,0,0,0,3,0,0,3
101041024,3,0,0,0,7,3,0,0,0,14,126,48,54,106,115,157,66,49,24,756,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,4,6,0,0,24,0,0,0,0,0,0,0,0,0,0,96,49,26,92,92,69,39,13,4,474,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,12,3,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,12,9,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,0,0,0,0,0,3,0,0,19,5,3,5,3,27,16,15,4,3,82,0,0,0,0,0,5,0,0,0,4,4,0,3,0,3,0,0,0,0,6,17,12,12,10,21,27,8,8,3,109,13,9,0,5,6,9,0,0,0,42,0,0,0,0,0,3,3,0,0,11
101041025,7,3,7,9,15,10,0,0,0,53,333,177,149,296,354,486,464,329,97,2684,0,0,0,0,0,0,0,0,0,0,38,9,12,18,28,17,20,12,3,153,0,0,0,0,0,0,0,0,0,0,391,173,157,264,291,316,176,126,42,1936,0,0,0,0,0,0,3,0,3,8,8,0,3,4,7,4,0,4,0,29,20,9,18,10,15,8,7,5,3,94,6,3,3,3,9,6,0,0,0,20,7,7,8,10,7,13,13,12,5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,0,0,3,3,10,3,3,0,28,21,22,26,40,57,92,96,58,20,430,6,0,3,3,0,3,0,0,0,22,0,0,0,0,4,0,0,0,0,9,61,39,22,49,89,106,115,67,35,586,59,21,9,25,31,16,11,3,3,180,0,3,0,0,0,3,0,0,0,9
101041026,16,6,3,8,13,9,0,0,0,61,251,122,118,224,353,410,359,212,60,2115,0,0,0,0,0,0,0,0,0,0,13,5,4,11,15,18,10,5,0,84,0,0,0,0,0,0,0,0,0,0,397,228,130,283,331,325,270,108,31,2115,0,0,0,0,0,0,0,0,0,4,0,0,8,3,5,12,5,3,0,35,0,0,0,0,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,7,0,0,3,3,4,5,14,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,0,13,20,15,11,11,31,16,14,3,0,112,19,20,12,46,64,69,64,46,15,351,0,0,3,0,0,0,3,3,0,12,16,0,3,0,3,0,3,0,0,29,53,31,16,50,52,65,52,31,7,353,23,14,8,11,23,18,12,3,3,102,0,0,0,0,0,0,0,3,0,5
101041027,24,7,13,12,34,24,3,0,0,111,322,168,159,246,418,554,407,375,128,2769,0,0,0,0,0,0,0,0,0,0,7,5,7,3,6,27,13,11,3,83,0,0,0,0,0,0,0,0,0,0,256,169,113,218,266,275,261,143,39,1745,0,0,0,0,0,3,0,0,0,0,13,6,3,3,5,3,3,0,0,38,7,5,4,8,8,6,4,11,0,51,10,0,0,5,0,3,0,0,0,15,10,4,0,13,11,8,28,18,0,86,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,9,3,0,0,3,0,0,0,0,0,6,29,8,16,38,62,76,88,68,33,413,3,0,0,3,3,5,0,0,0,14,23,3,8,3,7,0,3,0,0,47,61,24,19,38,75,84,90,73,16,488,16,6,9,14,22,24,15,10,0,117,0,0,0,0,0,0,0,0,0,11
101051539,11,20,8,24,15,10,3,4,0,84,1220,824,798,923,939,841,646,500,172,6859,0,0,0,0,0,0,0,0,0,0,47,51,31,28,25,30,14,14,3,256,69,18,22,19,3,4,7,0,0,143,1422,966,793,950,906,733,513,402,97,6787,6,0,3,0,0,0,0,0,0,10,10,19,16,19,19,9,17,10,0,133,10,6,0,11,6,7,11,8,3,55,0,0,4,0,0,5,0,0,0,15,9,4,4,11,13,11,3,11,0,68,4,0,0,7,3,0,0,0,0,12,0,0,0,3,5,0,0,0,0,13,22,17,19,19,12,11,8,0,0,119,48,33,39,79,114,107,76,68,22,581,13,16,0,4,13,13,6,4,0,73,0,0,5,0,10,7,3,4,0,27,200,123,105,147,175,162,138,100,41,1195,47,33,21,20,37,17,3,4,0,185,0,0,0,0,4,0,0,0,0,7
101051540,0,0,0,9,10,18,0,0,0,35,636,290,275,502,581,610,428,191,62,3581,0,0,0,0,0,0,0,0,0,0,17,13,5,10,20,11,9,6,0,91,3,0,0,0,0,0,0,0,0,8,869,416,328,523,528,481,350,148,30,3677,0,0,0,0,0,0,0,0,0,3,10,6,3,15,10,16,12,0,0,71,4,0,0,3,0,8,0,0,0,20,0,0,0,0,3,0,0,0,0,4,3,3,3,5,8,15,12,5,0,55,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,3,0,0,7,13,5,11,7,4,6,4,0,0,40,26,11,21,42,65,103,39,42,8,358,3,0,3,4,4,4,4,0,0,27,7,3,0,4,6,3,4,3,0,39,119,83,51,115,118,122,120,53,13,796,37,16,6,22,21,15,6,0,0,129,0,0,0,0,0,4,3,0,3,7
101061541,0,0,0,4,3,0,0,0,0,14,290,188,164,279,272,222,219,164,57,1858,0,0,0,0,0,0,0,0,0,0,22,3,10,8,6,9,0,10,4,70,0,0,0,0,0,0,0,0,0,0,505,240,204,283,218,214,142,101,33,1946,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,5,6,3,5,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,7,4,3,5,4,8,0,0,0,27,24,13,6,22,30,28,19,15,4,162,0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,3,0,0,0,3,67,37,39,58,59,56,46,33,12,413,26,9,7,10,9,7,0,0,0,71,0,0,0,0,0,0,0,0,0,0
101061542,5,6,3,13,8,3,0,0,0,44,432,213,220,367,441,398,211,93,14,2393,0,0,0,0,0,0,0,0,0,0,27,8,5,17,11,5,0,3,0,88,0,0,0,0,0,0,0,0,0,0,641,279,257,424,412,277,136,76,16,2512,0,0,0,0,0,0,0,0,0,0,3,8,4,8,8,11,3,3,0,54,4,0,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,14,5,6,14,14,12,9,4,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,12,21,11,10,3,15,3,3,0,0,79,13,11,24,40,61,71,20,15,3,259,14,3,0,3,4,9,3,0,0,29,6,0,0,4,0,3,0,0,0,18,108,58,50,92,103,121,64,23,16,635,48,23,6,24,21,25,5,3,0,165,0,0,0,3,0,0,0,0,0,3
101061543,3,3,3,7,3,6,0,0,0,20,615,306,333,430,383,403,313,232,106,3123,0,0,0,0,0,0,0,0,0,0,12,19,6,15,12,8,6,4,0,88,16,17,9,10,8,11,3,3,3,80,974,513,443,467,446,422,330,243,69,3900,0,0,0,0,0,0,0,0,0,0,14,0,5,6,7,3,0,0,0,31,4,5,0,3,10,8,3,0,0,39,0,0,0,0,0,0,0,0,0,0,3,13,9,3,16,3,0,7,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,17,3,4,4,7,0,3,3,0,35,44,31,29,58,55,52,52,36,19,390,14,4,9,4,7,3,3,0,0,45,5,3,3,4,7,3,3,3,0,27,84,59,51,54,77,84,59,57,21,536,22,22,5,14,27,13,8,4,5,115,0,0,0,0,3,0,0,0,0,5
101061544,0,4,0,10,0,3,0,0,0,25,411,220,217,301,377,430,281,194,60,2486,0,0,0,0,0,0,0,0,0,0,15,3,4,6,10,7,0,0,0,55,0,0,0,0,3,0,0,0,0,4,636,235,241,383,354,350,246,135,43,2618,0,0,0,0,0,0,0,0,0,3,3,4,0,4,3,3,4,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,7,3,0,9,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,3,3,3,3,0,0,23,24,11,20,25,50,61,43,22,3,263,5,0,0,5,8,3,0,3,0,27,8,0,0,0,0,0,0,0,0,12,83,43,36,59,74,85,64,40,10,498,13,3,3,7,11,13,4,3,0,52,0,0,0,0,0,0,0,0,0,3
102011028,16,5,10,15,10,7,0,0,0,59,340,220,161,290,301,226,138,95,29,1801,0,0,0,0,0,0,0,0,0,0,11,14,8,12,21,3,17,0,0,93,0,0,0,0,0,0,0,0,0,0,493,306,159,327,331,149,101,56,14,1938,12,7,3,4,8,0,0,0,0,39,11,0,3,8,4,8,4,5,0,42,3,17,0,3,7,10,0,0,0,35,4,0,0,0,0,0,0,0,0,10,7,3,0,9,10,9,8,11,0,57,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,3,4,3,0,29,11,16,13,9,9,8,3,0,0,72,7,7,9,28,23,30,19,15,5,149,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,68,73,31,64,59,48,15,21,6,387,36,31,14,23,26,8,6,0,0,133,0,0,0,0,0,0,0,0,0,0
102011029,5,0,7,12,10,13,3,0,0,52,449,267,225,401,503,489,351,263,88,3030,0,0,0,0,0,0,0,0,0,0,31,18,13,28,25,20,27,24,10,205,0,0,0,0,0,0,0,3,0,3,657,373,222,381,416,315,239,173,24,2808,21,16,8,16,21,4,3,0,0,87,11,7,3,4,11,0,4,4,0,45,19,3,8,12,5,17,7,0,0,69,7,8,3,0,3,3,0,0,0,29,10,4,0,8,8,16,12,3,0,65,0,0,0,0,0,0,0,0,0,0,11,0,3,5,4,7,4,0,0,41,21,11,3,14,11,4,0,0,0,76,26,15,20,32,52,59,73,46,9,329,3,0,0,3,0,8,3,0,0,23,0,3,5,4,3,0,0,3,0,19,83,46,25,39,75,92,65,57,8,481,88,29,24,35,25,6,11,6,0,225,0,0,3,0,0,0,0,0,3,7
102011030,3,0,3,7,11,7,0,0,0,36,128,67,84,134,158,188,96,45,19,916,0,0,0,0,0,0,0,0,0,0,4,5,0,7,13,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,210,90,82,144,124,122,55,21,3,844,0,0,0,0,0,0,0,0,0,0,25,5,8,22,6,8,16,4,0,91,3,0,0,3,0,0,0,0,0,8,4,0,0,0,3,0,0,0,0,12,0,0,0,6,7,9,4,6,0,37,0,0,0,0,0,0,0,0,0,0,11,3,0,10,0,3,3,0,0,33,3,8,3,4,4,0,0,0,0,27,13,8,8,25,35,23,18,11,0,133,0,0,0,0,0,3,3,0,0,12,3,0,0,0,0,0,0,0,0,5,41,17,15,23,36,30,19,17,4,195,10,16,3,4,16,7,4,0,0,55,0,0,3,0,0,3,0,0,0,10
102011031,3,3,8,12,7,9,3,0,0,48,555,364,249,452,509,491,487,614,261,3995,0,0,0,0,0,0,0,0,0,0,47,37,19,33,38,26,37,22,9,270,0,0,0,0,0,0,0,0,0,0,741,446,277,447,481,373,324,255,89,3426,6,3,0,5,6,4,0,4,0,40,13,11,9,13,9,9,6,3,0,72,7,9,4,6,4,6,0,3,3,39,0,0,0,0,0,3,4,0,0,21,3,0,6,8,9,13,18,23,3,78,0,3,0,0,3,3,0,0,0,11,41,28,9,22,19,7,11,3,3,134,48,35,24,33,31,16,12,3,0,200,44,28,25,53,78,78,82,102,73,557,11,12,0,4,12,12,13,18,19,106,45,33,16,27,40,8,5,9,5,186,89,74,31,83,94,119,96,110,67,761,66,52,19,35,52,28,11,19,13,291,0,6,0,4,4,0,3,3,0,19
102011032,22,20,41,48,27,21,8,3,0,188,554,454,518,545,612,493,413,379,146,4113,0,0,0,0,0,0,0,0,0,0,28,48,34,45,63,33,25,12,4,290,7,17,0,7,6,0,3,6,0,45,760,616,538,566,579,433,348,294,69,4195,3,10,8,0,11,0,0,4,0,35,15,18,13,17,5,10,7,9,0,94,3,3,7,5,4,6,0,3,0,38,8,6,6,4,13,8,0,3,0,59,10,5,14,9,7,21,10,11,5,95,0,0,0,0,0,0,0,0,0,7,38,23,29,10,7,8,9,7,0,133,67,47,41,34,47,26,10,7,0,271,40,55,39,65,104,73,64,78,32,552,8,5,3,9,6,10,8,12,0,64,38,15,19,27,14,7,3,3,0,123,120,88,96,104,112,139,79,85,29,838,90,60,56,53,45,18,11,13,3,342,4,3,11,7,4,4,6,0,0,37
102011033,8,9,13,8,11,3,0,0,0,45,482,229,234,409,252,146,106,50,18,1932,0,0,0,0,0,0,0,0,0,0,73,22,25,45,16,9,7,8,0,202,8,5,4,0,0,3,0,0,0,20,459,229,210,281,179,108,71,40,10,1574,0,3,3,0,0,0,0,0,0,10,14,7,9,11,13,8,3,4,0,70,3,4,0,3,9,3,0,0,0,20,0,5,0,0,0,0,0,0,0,4,7,9,4,0,0,8,8,3,0,39,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,0,0,0,0,13,8,11,5,3,5,5,3,0,0,37,27,23,20,44,36,26,28,9,0,217,8,0,0,8,3,3,3,0,0,22,9,5,5,11,4,10,8,3,0,60,82,35,43,57,42,29,10,5,3,310,29,23,11,14,14,5,0,0,0,93,11,3,9,0,3,0,3,0,0,25
102011034,0,3,0,3,3,0,0,0,0,13,333,225,155,246,319,214,222,348,175,2249,0,0,0,0,0,0,0,0,0,0,14,12,10,15,21,14,18,33,14,147,0,0,0,0,0,0,0,0,0,0,427,291,129,260,252,166,152,174,75,1922,9,0,0,5,0,3,0,0,0,19,4,0,0,11,0,0,3,0,0,29,8,6,10,4,3,8,4,3,0,33,13,0,4,3,0,0,0,3,0,27,3,0,3,3,4,4,3,14,3,32,0,0,0,0,0,0,0,0,0,0,8,5,4,6,6,4,3,8,0,46,21,15,3,10,14,3,3,0,0,79,20,12,10,20,35,30,34,58,36,260,0,4,0,0,0,0,3,3,0,9,0,3,3,3,0,0,0,0,0,7,72,59,26,52,58,39,39,101,44,486,41,21,9,16,20,0,8,8,3,133,3,0,0,0,0,3,0,0,0,13
102011035,12,9,5,5,6,0,0,0,3,50,344,237,223,267,318,286,117,88,27,1914,0,0,0,0,0,0,0,0,0,0,77,47,31,46,36,30,7,3,0,285,0,0,0,0,0,3,0,0,0,3,420,258,209,264,267,209,85,41,8,1761,12,10,4,5,16,9,4,0,0,61,13,4,10,10,3,4,9,0,0,58,0,4,3,6,3,3,4,0,0,25,3,4,0,0,0,3,0,0,0,11,4,0,5,11,13,3,11,3,0,50,0,0,0,0,0,0,0,0,0,0,12,3,5,8,4,7,4,0,0,37,36,18,22,20,34,7,0,0,0,140,7,11,14,30,44,47,24,10,3,197,3,11,0,0,3,3,5,0,0,25,8,0,3,6,5,4,0,3,3,36,85,70,33,52,61,42,26,17,3,389,56,32,21,26,25,14,4,3,0,175,0,3,0,0,0,0,0,0,0,8
102011036,3,7,6,5,5,7,6,0,0,38,443,232,217,317,294,211,101,62,13,1897,0,0,0,0,0,0,0,0,0,0,64,28,35,32,42,27,7,5,0,245,0,0,0,0,0,0,0,0,0,0,376,225,196,285,248,129,68,30,9,1567,0,0,3,0,3,0,3,0,0,5,12,0,11,8,4,4,0,0,0,45,7,3,0,5,6,3,3,0,0,35,8,6,3,3,5,3,0,0,0,39,10,0,0,3,3,3,4,0,0,28,0,0,0,0,0,0,0,0,0,3,15,3,0,11,5,3,0,0,0,37,31,19,15,16,24,5,3,0,0,116,16,22,31,36,38,33,12,10,4,207,3,3,0,3,9,3,3,0,0,26,13,11,14,12,11,3,3,4,0,64,89,59,31,69,64,50,23,9,3,403,52,30,19,33,22,8,3,0,0,176,5,11,4,6,3,0,0,0,0,30
