SA4_NAME16	Year	Age	FOE	adults
South East	2016	20-24	Health	36
South East	2016	20-24	Information technology	8
South East	2016	20-24	Management and commerce	90
South East	2016	20-24	Mixed field programmes	0
South East	2016	20-24	Natural and physical sciences	4
South East	2016	20-24	Society and culture	83
South East	2016	25-34	Agriculture environmental and related studies	169
South East	2016	25-34	Architecture and building	149
South East	2016	25-34	Creative arts	76
South East	2016	25-34	Education	93
South East	2016	25-34	Engineering and related technologies	296
South East	2016	25-34	Field of study not stated	304
South East	2016	25-34	Food hospitality and personal services	207
South East	2016	25-34	Health	130
South East	2016	25-34	Information technology	31
South East	2016	25-34	Management and commerce	309
South East	2016	25-34	Mixed field programmes	3
South East	2016	25-34	Natural and physical sciences	44
South East	2016	25-34	Society and culture	233
South East	2016	35-44	Agriculture environmental and related studies	213
South East	2016	35-44	Architecture and building	156
South East	2016	35-44	Creative arts	107
South East	2016	35-44	Education	201
South East	2016	35-44	Engineering and related technologies	368
South East	2016	35-44	Field of study not stated	445
South East	2016	35-44	Food hospitality and personal services	230
South East	2016	35-44	Health	174
South East	2016	35-44	Information technology	48
South East	2016	35-44	Management and commerce	382
South East	2016	35-44	Mixed field programmes	0
South East	2016	35-44	Natural and physical sciences	74
South East	2016	35-44	Society and culture	330
South East	2016	45-54	Agriculture environmental and related studies	209
South East	2016	45-54	Architecture and building	208
South East	2016	45-54	Creative arts	117
South East	2016	45-54	Education	222
South East	2016	45-54	Engineering and related technologies	509
South East	2016	45-54	Field of study not stated	565
South East	2016	45-54	Food hospitality and personal services	179
South East	2016	45-54	Health	307
South East	2016	45-54	Information technology	41
South East	2016	45-54	Management and commerce	387
South East	2016	45-54	Mixed field programmes	7
South East	2016	45-54	Natural and physical sciences	103
South East	2016	45-54	Society and culture	417
South East	2016	55-64	Agriculture environmental and related studies	152
South East	2016	55-64	Architecture and building	254
South East	2016	55-64	Creative arts	123
South East	2016	55-64	Education	332
South East	2016	55-64	Engineering and related technologies	635
South East	2016	55-64	Field of study not stated	696
South East	2016	55-64	Food hospitality and personal services	166
South East	2016	55-64	Health	394
South East	2016	55-64	Information technology	35
South East	2016	55-64	Management and commerce	406
South East	2016	55-64	Mixed field programmes	12
South East	2016	55-64	Natural and physical sciences	107
South East	2016	55-64	Society and culture	459
South East	2016	65-74	Agriculture environmental and related studies	76
South East	2016	65-74	Architecture and building	180
South East	2016	65-74	Creative arts	115
South East	2016	65-74	Education	330
South East	2016	65-74	Engineering and related technologies	501
South East	2016	65-74	Field of study not stated	703
South East	2016	65-74	Food hospitality and personal services	96
South East	2016	65-74	Health	236
South East	2016	65-74	Information technology	18
South East	2016	65-74	Management and commerce	288
South East	2016	65-74	Mixed field programmes	17
South East	2016	65-74	Natural and physical sciences	86
South East	2016	65-74	Society and culture	281
South East	2016	75-84	Agriculture environmental and related studies	27
South East	2016	75-84	Architecture and building	60
South East	2016	75-84	Creative arts	28
South East	2016	75-84	Education	98
South East	2016	75-84	Engineering and related technologies	192
South East	2016	75-84	Field of study not stated	388
South East	2016	75-84	Food hospitality and personal services	23
South East	2016	75-84	Health	84
South East	2016	75-84	Information technology	0
South East	2016	75-84	Management and commerce	56
South East	2016	75-84	Mixed field programmes	9
South East	2016	75-84	Natural and physical sciences	27
South East	2016	75-84	Society and culture	61
South East	2016	85+	Agriculture environmental and related studies	5
South East	2016	85+	Architecture and building	4
South East	2016	85+	Creative arts	7
South East	2016	85+	Education	15
South East	2016	85+	Engineering and related technologies	47
South East	2016	85+	Field of study not stated	144
South East	2016	85+	Food hospitality and personal services	8
South East	2016	85+	Health	19
South East	2016	85+	Information technology	0
South East	2016	85+	Management and commerce	19
South East	2016	85+	Mixed field programmes	3
South East	2016	85+	Natural and physical sciences	3
South East	2016	85+	Society and culture	10
West and North West	2006	15-19	Agriculture environmental and related studies	34
West and North West	2006	15-19	Architecture and building	35
West and North West	2006	15-19	Creative arts	3
West and North West	2006	15-19	Education	3
West and North West	2006	15-19	Engineering and related technologies	87
West and North West	2006	15-19	Field of study not stated	801
West and North West	2006	15-19	Food hospitality and personal services	116
West and North West	2006	15-19	Health	10
West and North West	2006	15-19	Information technology	36
West and North West	2006	15-19	Management and commerce	124
West and North West	2006	15-19	Mixed field programmes	4
West and North West	2006	15-19	Natural and physical sciences	0
West and North West	2006	15-19	Society and culture	46
West and North West	2006	20-24	Agriculture environmental and related studies	128
West and North West	2006	20-24	Architecture and building	129
West and North West	2006	20-24	Creative arts	57
West and North West	2006	20-24	Education	134
West and North West	2006	20-24	Engineering and related technologies	409
West and North West	2006	20-24	Field of study not stated	346
West and North West	2006	20-24	Food hospitality and personal services	297
West and North West	2006	20-24	Health	107
West and North West	2006	20-24	Information technology	78
West and North West	2006	20-24	Management and commerce	495
West and North West	2006	20-24	Mixed field programmes	4
West and North West	2006	20-24	Natural and physical sciences	28
West and North West	2006	20-24	Society and culture	200
West and North West	2006	25-34	Agriculture environmental and related studies	343
West and North West	2006	25-34	Architecture and building	327
West and North West	2006	25-34	Creative arts	121
West and North West	2006	25-34	Education	438
West and North West	2006	25-34	Engineering and related technologies	1270
West and North West	2006	25-34	Field of study not stated	760
West and North West	2006	25-34	Food hospitality and personal services	553
West and North West	2006	25-34	Health	332
West and North West	2006	25-34	Information technology	120
West and North West	2006	25-34	Management and commerce	913
West and North West	2006	25-34	Mixed field programmes	4
West and North West	2006	25-34	Natural and physical sciences	91
West and North West	2006	25-34	Society and culture	505
West and North West	2006	35-44	Agriculture environmental and related studies	289
West and North West	2006	35-44	Architecture and building	510
West and North West	2006	35-44	Creative arts	120
West and North West	2006	35-44	Education	501
West and North West	2006	35-44	Engineering and related technologies	1666
West and North West	2006	35-44	Field of study not stated	1134
West and North West	2006	35-44	Food hospitality and personal services	485
West and North West	2006	35-44	Health	632
West and North West	2006	35-44	Information technology	117
West and North West	2006	35-44	Management and commerce	1003
West and North West	2006	35-44	Mixed field programmes	7
West and North West	2006	35-44	Natural and physical sciences	95
West and North West	2006	35-44	Society and culture	708
West and North West	2006	45-54	Agriculture environmental and related studies	183
West and North West	2006	45-54	Architecture and building	657
West and North West	2006	45-54	Creative arts	121
West and North West	2006	45-54	Education	775
West and North West	2006	45-54	Engineering and related technologies	1590
West and North West	2006	45-54	Field of study not stated	1161
West and North West	2006	45-54	Food hospitality and personal services	326
West and North West	2006	45-54	Health	870
West and North West	2006	45-54	Information technology	88
West and North West	2006	45-54	Management and commerce	952
West and North West	2006	45-54	Mixed field programmes	10
West and North West	2006	45-54	Natural and physical sciences	102
West and North West	2006	45-54	Society and culture	728
West and North West	2006	55-64	Agriculture environmental and related studies	101
West and North West	2006	55-64	Architecture and building	458
West and North West	2006	55-64	Creative arts	95
West and North West	2006	55-64	Education	625
West and North West	2006	55-64	Engineering and related technologies	1151
West and North West	2006	55-64	Field of study not stated	1223
West and North West	2006	55-64	Food hospitality and personal services	221
West and North West	2006	55-64	Health	595
West and North West	2006	55-64	Information technology	46
West and North West	2006	55-64	Management and commerce	528
West and North West	2006	55-64	Mixed field programmes	7
West and North West	2006	55-64	Natural and physical sciences	108
West and North West	2006	55-64	Society and culture	350
West and North West	2006	65-74	Agriculture environmental and related studies	48
West and North West	2006	65-74	Architecture and building	247
West and North West	2006	65-74	Creative arts	44
West and North West	2006	65-74	Education	383
West and North West	2006	65-74	Engineering and related technologies	759
West and North West	2006	65-74	Field of study not stated	1420
West and North West	2006	65-74	Food hospitality and personal services	85
West and North West	2006	65-74	Health	293
West and North West	2006	65-74	Information technology	9
West and North West	2006	65-74	Management and commerce	202
West and North West	2006	65-74	Mixed field programmes	4
West and North West	2006	65-74	Natural and physical sciences	42
West and North West	2006	65-74	Society and culture	124
West and North West	2006	75-84	Agriculture environmental and related studies	29
West and North West	2006	75-84	Architecture and building	96
West and North West	2006	75-84	Creative arts	24
West and North West	2006	75-84	Education	154
West and North West	2006	75-84	Engineering and related technologies	321
West and North West	2006	75-84	Field of study not stated	1472
West and North West	2006	75-84	Food hospitality and personal services	22
West and North West	2006	75-84	Health	160
West and North West	2006	75-84	Information technology	0
West and North West	2006	75-84	Management and commerce	100
West and North West	2006	75-84	Mixed field programmes	3
West and North West	2006	75-84	Natural and physical sciences	24
West and North West	2006	75-84	Society and culture	40
West and North West	2006	85+	Agriculture environmental and related studies	3
West and North West	2006	85+	Architecture and building	16
West and North West	2006	85+	Creative arts	4
West and North West	2006	85+	Education	41
West and North West	2006	85+	Engineering and related technologies	53
West and North West	2006	85+	Field of study not stated	608
West and North West	2006	85+	Food hospitality and personal services	15
West and North West	2006	85+	Health	41
West and North West	2006	85+	Information technology	0
West and North West	2006	85+	Management and commerce	18
West and North West	2006	85+	Mixed field programmes	3
West and North West	2006	85+	Natural and physical sciences	0
West and North West	2006	85+	Society and culture	7
West and North West	2011	15-19	Agriculture environmental and related studies	33
West and North West	2011	15-19	Architecture and building	45
West and North West	2011	15-19	Creative arts	14
West and North West	2011	15-19	Education	0
West and North West	2011	15-19	Engineering and related technologies	88
West and North West	2011	15-19	Field of study not stated	711
West and North West	2011	15-19	Food hospitality and personal services	160
West and North West	2011	15-19	Health	9
West and North West	2011	15-19	Information technology	29
West and North West	2011	15-19	Management and commerce	119
West and North West	2011	15-19	Mixed field programmes	4
West and North West	2011	15-19	Natural and physical sciences	0
West and North West	2011	15-19	Society and culture	104
West and North West	2011	20-24	Agriculture environmental and related studies	96
West and North West	2011	20-24	Architecture and building	281
West and North West	2011	20-24	Creative arts	65
West and North West	2011	20-24	Education	71
West and North West	2011	20-24	Engineering and related technologies	494
West and North West	2011	20-24	Field of study not stated	378
West and North West	2011	20-24	Food hospitality and personal services	374
West and North West	2011	20-24	Health	147
West and North West	2011	20-24	Information technology	68
West and North West	2011	20-24	Management and commerce	446
West and North West	2011	20-24	Mixed field programmes	0
West and North West	2011	20-24	Natural and physical sciences	23
West and North West	2011	20-24	Society and culture	272
West and North West	2011	25-34	Agriculture environmental and related studies	317
West and North West	2011	25-34	Architecture and building	370
West and North West	2011	25-34	Creative arts	131
West and North West	2011	25-34	Education	534
West and North West	2011	25-34	Engineering and related technologies	1249
West and North West	2011	25-34	Field of study not stated	679
West and North West	2011	25-34	Food hospitality and personal services	658
West and North West	2011	25-34	Health	463
West and North West	2011	25-34	Information technology	156
West and North West	2011	25-34	Management and commerce	1183
West and North West	2011	25-34	Mixed field programmes	3
West and North West	2011	25-34	Natural and physical sciences	115
West and North West	2011	25-34	Society and culture	697
West and North West	2011	35-44	Agriculture environmental and related studies	358
West and North West	2011	35-44	Architecture and building	480
West and North West	2011	35-44	Creative arts	148
West and North West	2011	35-44	Education	569
West and North West	2011	35-44	Engineering and related technologies	1617
West and North West	2011	35-44	Field of study not stated	999
West and North West	2011	35-44	Food hospitality and personal services	576
West and North West	2011	35-44	Health	625
West and North West	2011	35-44	Information technology	103
West and North West	2011	35-44	Management and commerce	1161
West and North West	2011	35-44	Mixed field programmes	0
West and North West	2011	35-44	Natural and physical sciences	121
West and North West	2011	35-44	Society and culture	903
West and North West	2011	45-54	Agriculture environmental and related studies	310
West and North West	2011	45-54	Architecture and building	638
West and North West	2011	45-54	Creative arts	168
West and North West	2011	45-54	Education	726
West and North West	2011	45-54	Engineering and related technologies	1744
West and North West	2011	45-54	Field of study not stated	1158
West and North West	2011	45-54	Food hospitality and personal services	402
West and North West	2011	45-54	Health	918
West and North West	2011	45-54	Information technology	122
West and North West	2011	45-54	Management and commerce	1195
West and North West	2011	45-54	Mixed field programmes	9
West and North West	2011	45-54	Natural and physical sciences	115
West and North West	2011	45-54	Society and culture	935
West and North West	2011	55-64	Agriculture environmental and related studies	156
West and North West	2011	55-64	Architecture and building	556
West and North West	2011	55-64	Creative arts	129
West and North West	2011	55-64	Education	775
West and North West	2011	55-64	Engineering and related technologies	1400
West and North West	2011	55-64	Field of study not stated	1158
West and North West	2011	55-64	Food hospitality and personal services	290
West and North West	2011	55-64	Health	842
West and North West	2011	55-64	Information technology	71
West and North West	2011	55-64	Management and commerce	839
West and North West	2011	55-64	Mixed field programmes	12
West and North West	2011	55-64	Natural and physical sciences	104
West and North West	2011	55-64	Society and culture	658
West and North West	2011	65-74	Agriculture environmental and related studies	60
West and North West	2011	65-74	Architecture and building	338
West and North West	2011	65-74	Creative arts	64
West and North West	2011	65-74	Education	511
West and North West	2011	65-74	Engineering and related technologies	942
West and North West	2011	65-74	Field of study not stated	1348
West and North West	2011	65-74	Food hospitality and personal services	136
West and North West	2011	65-74	Health	431
West and North West	2011	65-74	Information technology	26
West and North West	2011	65-74	Management and commerce	295
West and North West	2011	65-74	Mixed field programmes	8
West and North West	2011	65-74	Natural and physical sciences	80
West and North West	2011	65-74	Society and culture	202
West and North West	2011	75-84	Agriculture environmental and related studies	27
West and North West	2011	75-84	Architecture and building	150
West and North West	2011	75-84	Creative arts	30
West and North West	2011	75-84	Education	183
West and North West	2011	75-84	Engineering and related technologies	391
West and North West	2011	75-84	Field of study not stated	1276
West and North West	2011	75-84	Food hospitality and personal services	49
West and North West	2011	75-84	Health	154
West and North West	2011	75-84	Information technology	0
West and North West	2011	75-84	Management and commerce	129
West and North West	2011	75-84	Mixed field programmes	3
West and North West	2011	75-84	Natural and physical sciences	32
West and North West	2011	75-84	Society and culture	66
West and North West	2011	85+	Agriculture environmental and related studies	13
West and North West	2011	85+	Architecture and building	37
West and North West	2011	85+	Creative arts	5
West and North West	2011	85+	Education	60
West and North West	2011	85+	Engineering and related technologies	109
West and North West	2011	85+	Field of study not stated	590
West and North West	2011	85+	Food hospitality and personal services	7
West and North West	2011	85+	Health	77
West and North West	2011	85+	Information technology	0
West and North West	2011	85+	Management and commerce	31
West and North West	2011	85+	Mixed field programmes	3
West and North West	2011	85+	Natural and physical sciences	3
West and North West	2011	85+	Society and culture	10
West and North West	2016	15-19	Agriculture environmental and related studies	44
West and North West	2016	15-19	Architecture and building	48
West and North West	2016	15-19	Creative arts	13
West and North West	2016	15-19	Education	5
West and North West	2016	15-19	Engineering and related technologies	86
West and North West	2016	15-19	Field of study not stated	697
West and North West	2016	15-19	Food hospitality and personal services	128
West and North West	2016	15-19	Health	20
West and North West	2016	15-19	Information technology	17
West and North West	2016	15-19	Management and commerce	105
West and North West	2016	15-19	Mixed field programmes	10
West and North West	2016	15-19	Natural and physical sciences	0
West and North West	2016	15-19	Society and culture	96
West and North West	2016	20-24	Agriculture environmental and related studies	143
West and North West	2016	20-24	Architecture and building	207
West and North West	2016	20-24	Creative arts	65
West and North West	2016	20-24	Education	97
West and North West	2016	20-24	Engineering and related technologies	447
West and North West	2016	20-24	Field of study not stated	437
West and North West	2016	20-24	Food hospitality and personal services	348
West and North West	2016	20-24	Health	196
West and North West	2016	20-24	Information technology	68
West and North West	2016	20-24	Management and commerce	423
West and North West	2016	20-24	Mixed field programmes	11
West and North West	2016	20-24	Natural and physical sciences	26
West and North West	2016	20-24	Society and culture	397
West and North West	2016	25-34	Agriculture environmental and related studies	324
West and North West	2016	25-34	Architecture and building	519
West and North West	2016	25-34	Creative arts	158
West and North West	2016	25-34	Education	527
West and North West	2016	25-34	Engineering and related technologies	1246
West and North West	2016	25-34	Field of study not stated	908
West and North West	2016	25-34	Food hospitality and personal services	719
West and North West	2016	25-34	Health	643
West and North West	2016	25-34	Information technology	154
West and North West	2016	25-34	Management and commerce	1153
West and North West	2016	25-34	Mixed field programmes	11
West and North West	2016	25-34	Natural and physical sciences	112
West and North West	2016	25-34	Society and culture	854
West and North West	2016	35-44	Agriculture environmental and related studies	350
West and North West	2016	35-44	Architecture and building	396
West and North West	2016	35-44	Creative arts	154
West and North West	2016	35-44	Education	654
West and North West	2016	35-44	Engineering and related technologies	1406
West and North West	2016	35-44	Field of study not stated	970
West and North West	2016	35-44	Food hospitality and personal services	622
West and North West	2016	35-44	Health	607
West and North West	2016	35-44	Information technology	122
West and North West	2016	35-44	Management and commerce	1235
West and North West	2016	35-44	Mixed field programmes	7
West and North West	2016	35-44	Natural and physical sciences	122
West and North West	2016	35-44	Society and culture	909
West and North West	2016	45-54	Agriculture environmental and related studies	340
West and North West	2016	45-54	Architecture and building	543
West and North West	2016	45-54	Creative arts	147
West and North West	2016	45-54	Education	697
West and North West	2016	45-54	Engineering and related technologies	1619
West and North West	2016	45-54	Field of study not stated	1431
West and North West	2016	45-54	Food hospitality and personal services	454
West and North West	2016	45-54	Health	835
West and North West	2016	45-54	Information technology	108
West and North West	2016	45-54	Management and commerce	1309
West and North West	2016	45-54	Mixed field programmes	9
West and North West	2016	45-54	Natural and physical sciences	121
West and North West	2016	45-54	Society and culture	1178
West and North West	2016	55-64	Agriculture environmental and related studies	213
West and North West	2016	55-64	Architecture and building	655
West and North West	2016	55-64	Creative arts	143
West and North West	2016	55-64	Education	871
West and North West	2016	55-64	Engineering and related technologies	1615
West and North West	2016	55-64	Field of study not stated	1522
West and North West	2016	55-64	Food hospitality and personal services	367
West and North West	2016	55-64	Health	1020
West and North West	2016	55-64	Information technology	87
West and North West	2016	55-64	Management and commerce	1076
West and North West	2016	55-64	Mixed field programmes	31
West and North West	2016	55-64	Natural and physical sciences	108
West and North West	2016	55-64	Society and culture	958
West and North West	2016	65-74	Agriculture environmental and related studies	120
West and North West	2016	65-74	Architecture and building	403
West and North West	2016	65-74	Creative arts	112
West and North West	2016	65-74	Education	632
West and North West	2016	65-74	Engineering and related technologies	1124
West and North West	2016	65-74	Field of study not stated	1604
West and North West	2016	65-74	Food hospitality and personal services	228
West and North West	2016	65-74	Health	643
West and North West	2016	65-74	Information technology	37
West and North West	2016	65-74	Management and commerce	555
West and North West	2016	65-74	Mixed field programmes	39
West and North West	2016	65-74	Natural and physical sciences	109
West and North West	2016	65-74	Society and culture	411
West and North West	2016	75-84	Agriculture environmental and related studies	52
West and North West	2016	75-84	Architecture and building	229
West and North West	2016	75-84	Creative arts	44
West and North West	2016	75-84	Education	327
West and North West	2016	75-84	Engineering and related technologies	570
West and North West	2016	75-84	Field of study not stated	1195
West and North West	2016	75-84	Food hospitality and personal services	78
West and North West	2016	75-84	Health	247
West and North West	2016	75-84	Information technology	11
West and North West	2016	75-84	Management and commerce	182
West and North West	2016	75-84	Mixed field programmes	26
West and North West	2016	75-84	Natural and physical sciences	35
West and North West	2016	75-84	Society and culture	105
West and North West	2016	85+	Agriculture environmental and related studies	7
West and North West	2016	85+	Architecture and building	45
West and North West	2016	85+	Creative arts	13
West and North West	2016	85+	Education	75
West and North West	2016	85+	Engineering and related technologies	146
West and North West	2016	85+	Field of study not stated	516
West and North West	2016	85+	Food hospitality and personal services	14
West and North West	2016	85+	Health	89
West and North West	2016	85+	Information technology	0
West and North West	2016	85+	Management and commerce	45
West and North West	2016	85+	Mixed field programmes	17
West and North West	2016	85+	Natural and physical sciences	17
West and North West	2016	85+	Society and culture	19
Migratory - Offshore - Shipping (Tas.)	2006	15-19	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2006	15-19	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2006	15-19	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2006	15-19	Education	0
Migratory - Offshore - Shipping (Tas.)	2006	15-19	Engineering and related technologies	0
Migratory - Offshore - Shipping (Tas.)	2006	15-19	Field of study not stated	0
Migratory - Offshore - Shipping (Tas.)	2006	15-19	Food hospitality and personal services	0
Migratory - Offshore - Shipping (Tas.)	2006	15-19	Health	0
Migratory - Offshore - Shipping (Tas.)	2006	15-19	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2006	15-19	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2006	15-19	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2006	15-19	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2006	15-19	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	Education	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	Engineering and related technologies	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	Field of study not stated	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	Food hospitality and personal services	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	Health	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2006	20-24	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2006	25-34	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2006	25-34	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2006	25-34	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2006	25-34	Education	0
Migratory - Offshore - Shipping (Tas.)	2006	25-34	Engineering and related technologies	7
Migratory - Offshore - Shipping (Tas.)	2006	25-34	Field of study not stated	3
Migratory - Offshore - Shipping (Tas.)	2006	25-34	Food hospitality and personal services	3
Migratory - Offshore - Shipping (Tas.)	2006	25-34	Health	3
Migratory - Offshore - Shipping (Tas.)	2006	25-34	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2006	25-34	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2006	25-34	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2006	25-34	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2006	25-34	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2006	35-44	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2006	35-44	Architecture and building	3
Migratory - Offshore - Shipping (Tas.)	2006	35-44	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2006	35-44	Education	0
Migratory - Offshore - Shipping (Tas.)	2006	35-44	Engineering and related technologies	20
Migratory - Offshore - Shipping (Tas.)	2006	35-44	Field of study not stated	4
Migratory - Offshore - Shipping (Tas.)	2006	35-44	Food hospitality and personal services	3
Migratory - Offshore - Shipping (Tas.)	2006	35-44	Health	0
Migratory - Offshore - Shipping (Tas.)	2006	35-44	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2006	35-44	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2006	35-44	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2006	35-44	Natural and physical sciences	4
Migratory - Offshore - Shipping (Tas.)	2006	35-44	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2006	45-54	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2006	45-54	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2006	45-54	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2006	45-54	Education	0
Migratory - Offshore - Shipping (Tas.)	2006	45-54	Engineering and related technologies	5
Migratory - Offshore - Shipping (Tas.)	2006	45-54	Field of study not stated	0
Migratory - Offshore - Shipping (Tas.)	2006	45-54	Food hospitality and personal services	0
Migratory - Offshore - Shipping (Tas.)	2006	45-54	Health	0
Migratory - Offshore - Shipping (Tas.)	2006	45-54	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2006	45-54	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2006	45-54	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2006	45-54	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2006	45-54	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2006	55-64	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2006	55-64	Architecture and building	3
Migratory - Offshore - Shipping (Tas.)	2006	55-64	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2006	55-64	Education	0
Migratory - Offshore - Shipping (Tas.)	2006	55-64	Engineering and related technologies	3
Migratory - Offshore - Shipping (Tas.)	2006	55-64	Field of study not stated	3
Migratory - Offshore - Shipping (Tas.)	2006	55-64	Food hospitality and personal services	0
Migratory - Offshore - Shipping (Tas.)	2006	55-64	Health	0
Migratory - Offshore - Shipping (Tas.)	2006	55-64	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2006	55-64	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2006	55-64	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2006	55-64	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2006	55-64	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2006	65-74	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2006	65-74	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2006	65-74	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2006	65-74	Education	0
Migratory - Offshore - Shipping (Tas.)	2006	65-74	Engineering and related technologies	0
Migratory - Offshore - Shipping (Tas.)	2006	65-74	Field of study not stated	0
Migratory - Offshore - Shipping (Tas.)	2006	65-74	Food hospitality and personal services	0
Migratory - Offshore - Shipping (Tas.)	2006	65-74	Health	0
Migratory - Offshore - Shipping (Tas.)	2006	65-74	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2006	65-74	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2006	65-74	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2006	65-74	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2006	65-74	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	Education	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	Engineering and related technologies	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	Field of study not stated	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	Food hospitality and personal services	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	Health	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2006	75-84	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	Education	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	Engineering and related technologies	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	Field of study not stated	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	Food hospitality and personal services	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	Health	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	Information technology	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	Management and commerce	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	Mixed field programmes	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	Natural and physical sciences	0
Migratory - Offshore - Shipping (Tas.)	2006	85+	Society and culture	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	Agriculture environmental and related studies	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	Architecture and building	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	Creative arts	0
Migratory - Offshore - Shipping (Tas.)	2011	15-19	Education	0
